50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,,,0.327139,,,,,,,,,,,,da2d10ae-b0ea-4b2b-b78f-0c39c6036ce4,1993,,"[94.4, 12.4]",303493,46,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Mikel Balenziaga Oruesagasti,6789.0,Left Back,99,Athletic Club,215,,12,,,,,,,,,,,,,,,,,Athletic Club,215,00:46:12.955,Pressure,,2019/2020
,,,,,,,,,,,,,,,,,,,0.339135,,,,,,,,,,,,3affe04e-7b8f-4adc-bc98-b315257ce94a,2024,,"[19.7, 56.0]",303493,46,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Mikel Vesga Arruti,6667.0,Left Defensive Midfield,100,Barcelona,217,"['32b118ff-d92d-4b84-a3f1-6c193a36146b', '62fbac60-087d-4354-811f-cf9f48d51665', 'ad16ccf5-084f-4e45-9e08-16f6aeb0afc7']",57,,,,,,,,,,,,,,,,,Athletic Club,215,00:46:57.009,Pressure,,2019/2020
,,,,,,,,,,,,,,,,,,,1.339613,,,,,,,,,,,,b182a08e-0ca8-4ba2-abb8-5b7259e6d220,2052,,"[71.1, 51.7]",303493,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Kick Off,Iñaki Williams Arthuer,6393.0,Center Forward,101,Barcelona,217,"['b4dc6748-6abf-4630-b5d2-986e9a952315', 'efa14a18-45b6-43fe-8039-9897efc5544c']",11,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:11.489,Pressure,,2019/2020
,,,,,,,,,,,,,,,,,,,3.626489,,,,,,,,,,,,c9eb94e4-0975-4122-a87a-0f636662138e,2069,,"[85.8, 19.2]",303493,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Kick Off,Mikel Vesga Arruti,6667.0,Left Defensive Midfield,101,Barcelona,217,"['68deb4ee-5b02-4fc9-ba41-6fdede507f21', 'cead5cfc-3501-4a90-927d-292eff5c2bc6', 'fb7085b3-e166-4b7c-9e1f-43badf960327']",35,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:35.881,Pressure,,2019/2020
,,,,,,,,,,,,,,,,,,,2.039474,,,,,,,,,,,,0173ccc2-cd60-4bc3-b7f6-b0b29abc4fb2,2073,,"[105.5, 29.2]",303493,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Kick Off,Iñigo Córdoba Kerejeta,6387.0,Left Wing,101,Barcelona,217,"['3c19ce16-b92d-43a0-a9e1-dcc5e55a2246', '415b490a-74a1-4621-9553-dd1130473327', '83ec6bbf-d3f0-4b13-acac-b450e1cdc09e']",40,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:40.430,Pressure,,2019/2020
,,,,,,,,,,,,,,,,,,,1.508498,,,,,,,,,,,,9de2b362-6e86-41e1-99be-5aecc6323931,2077,,"[106.4, 55.3]",303493,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Kick Off,Iñaki Williams Arthuer,6393.0,Center Forward,101,Barcelona,217,"['a13854bd-5eaa-4137-a143-ac2b4a99c9f2', 'c70e6df3-832f-4753-8147-089e8f2d70a1']",43,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:43.276,Pressure,,2019/2020
,,,,,,,,,,,,,,,,,,,0.45768,,,,,,,,,,,,a73238ff-f075-46d6-8826-a16cbdc242c4,2086,,"[93.1, 73.1]",303493,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Kick Off,Iñaki Williams Arthuer,6393.0,Center Forward,101,Barcelona,217,"['1a26b613-5c33-43a8-8a39-564ec97902ec', 'ae6bf704-81ef-449d-8d71-58970c33e202']",49,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:49.860,Pressure,,2019/2020
,,,,,,,,,,,,,,,,,,,1.101336,,,,,,,,,,,,f3ae6b27-da86-476e-929f-428ecdb4af5e,2111,,"[21.5, 8.1]",303493,46,,,,,,,,,,,,,,,,,,,,,,,,,2,From Kick Off,Mikel Vesga Arruti,6667.0,Left Defensive Midfield,101,Barcelona,217,['44dcb838-0767-4c03-a302-93636939c57f'],12,,,,,,,,,,,,,,,,,Athletic Club,215,00:01:12.277,Pressure,,2019/2020
,,,,,,,,,,,,,,,,,,,0.385727,,,,,,,,,,,,44dcb838-0767-4c03-a302-93636939c57f,2112,,"[97.6, 74.8]",303493,46,,,,,,,,,,,,,,,,,,,,,,,,,2,From Kick Off,Nélson Cabral Semedo,6374.0,Right Back,101,Barcelona,217,['f3ae6b27-da86-476e-929f-428ecdb4af5e'],13,,,,,,,,,,,,,,,,,Barcelona,217,00:01:13.165,Pressure,True,2019/2020
,,,,,,,,,,,,,,,,,,,0.735413,,,,,,,,,,,,b968127e-c4ef-474d-8bf1-793d5e8c21ab,2115,,"[30.9, 7.0]",303493,46,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Mikel Vesga Arruti,6667.0,Left Defensive Midfield,102,Barcelona,217,"['5f5c6337-1fdd-45a3-992c-f0b5843d24ce', 'b86acb84-ceee-4cb0-addd-029d660f76b9', 'bb670596-636b-45bf-82b5-fcf89a3151ab']",39,,,,,,,,,,,,,,,,,Athletic Club,215,00:01:39.180,Pressure,,2019/2020
,,,,,,,,,,,,,,,,,,,1.289729,,,,,,,,,,,,adf52d9d-7b28-4814-8fdc-4c5e97831dac,2128,,"[41.1, 38.2]",303493,46,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Unai Núñez Gestoso,6397.0,Right Center Back,102,Barcelona,217,"['39212e33-22e4-42aa-bf25-578c1fe24b07', '55cdc3dc-3df2-4af4-9e1a-0c8d8eaf7449', '7e2284e7-05e4-4617-b587-77770b55a3ce', 'd98b2e34-f373-4000-af4a-a467c17d323d']",49,,,,,,,,,,,,,,,,,Athletic Club,215,00:01:49.317,Pressure,,2019/2020
,,,,,,,,,,,,,,,,,,,0.574301,,,,,,,,,,,,bfac2e47-d157-4ac8-aa05-fbceeac185cf,2170,,"[27.2, 26.2]",303493,47,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Mikel Vesga Arruti,6667.0,Left Defensive Midfield,102,Barcelona,217,['2b51da9f-af99-445a-a765-55ec0b1055cf'],14,,,,,,,,,,,,,,,,,Athletic Club,215,00:02:14.942,Pressure,,2019/2020
,,,,,,,,,,,,,,,,,,,1.137177,,,,,,,,,,,,45970801-ad6e-4b64-ad7b-1c62a5248206,2174,,"[28.5, 22.0]",303493,47,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Iñigo Córdoba Kerejeta,6387.0,Left Wing,102,Barcelona,217,"['22a54690-3651-4f2e-83b3-9d4de5240175', 'ad659f24-e0ba-46fd-8799-65375dc639cb']",16,,,,,,,,,,,,,,,,,Athletic Club,215,00:02:16.935,Pressure,,2019/2020
,,,,,,,,,,,,,,,,,,,1.109777,,,,,,,,,,,,d11f1980-4e72-443b-9386-a0856cc0e4f2,2200,,"[45.6, 70.1]",303493,47,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Unai López Cabrera,11746.0,Right Defensive Midfield,103,Barcelona,217,"['4d2693ae-4907-4e63-bc76-a7fd4547079d', 'c56ed5af-64fa-417c-b218-32a0a620bba3']",40,,,,,,,,,,,,,,,,,Athletic Club,215,00:02:40.982,Pressure,,2019/2020
,,,,,,,,,,,,,,,,,,,0.589227,,,,,,,,,,,,a017281f-0333-4ce8-bb76-6f29cbfc77b8,2215,,"[42.6, 16.8]",303493,47,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Oihan Sancet Tirapu,30225.0,Center Attacking Midfield,104,Barcelona,217,"['7c95b64f-76cd-4e65-9744-f1561dd0e56a', 'f57d17ed-05b8-49e0-9197-93eb8cdb14d1']",57,,,,,,,,,,,,,,,,,Athletic Club,215,00:02:57.963,Pressure,,2019/2020
,,,,,,,,,,,,,True,,,,,,0.68137,,,,,,,,,,,,2c9409e6-fc49-47e4-93b0-58544d696d13,2228,,"[64.0, 48.1]",303493,48,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,105,Athletic Club,215,"['3d445d9c-64ee-43bd-8d71-c22693c397bd', '4da8eff1-9fdb-454c-a105-be80c550ca81']",7,,,,,,,,,,,,,,,,,Barcelona,217,00:03:07.647,Pressure,,2019/2020
,,,,,,,,,,,,,,,,,,,2.396241,,,,,,,,,,,,878c391d-f11b-4c00-bb0c-a58a3201508c,2254,,"[28.5, 4.0]",303493,48,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Mikel Vesga Arruti,6667.0,Left Defensive Midfield,106,Barcelona,217,"['2d2e74e7-8fb3-4bc7-ac79-5bb653feac4d', 'f7be1a5f-d5f8-435c-817d-45d523a1cfed']",36,,,,,,,,,,,,,,,,,Athletic Club,215,00:03:36.980,Pressure,,2019/2020
,,,,,,,,,,,,,True,,,,,,0.738491,,,,,,,,,,,,4af18c69-ea5b-4af6-812b-d3617c099efb,2279,,"[77.9, 70.9]",303493,49,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Íñigo Lekue Martínez,6392.0,Right Wing,108,Barcelona,217,"['7a10e4e6-0746-4bd1-bab8-b3e0ab8cf757', 'a0bd7649-a190-4906-8bf3-47301f181695', 'f376687a-2188-41d2-a366-fbbe70a51853']",44,,,,,,,,,,,,,,,,,Athletic Club,215,00:04:44.253,Pressure,,2019/2020
,,,,,,,,,,,,,True,,,,,,0.460205,,,,,,,,,,,,62a38948-435a-436f-ad7e-3068d94a67c2,2298,,"[64.2, 70.7]",303493,50,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Íñigo Lekue Martínez,6392.0,Right Wing,110,Barcelona,217,"['75c3e16e-6423-45a6-8344-e4aedf8b1bd5', 'f9a13d11-710b-451d-b089-fac84e598cc2']",0,,,,,,,,,,,,,,,,,Athletic Club,215,00:05:00.137,Pressure,,2019/2020
,,,,,,,,,,,,,True,,,,,,0.766203,,,,,,,,,,,,e46f263e-7513-4220-91a5-2428353449b4,2325,,"[77.5, 7.2]",303493,50,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Iñigo Córdoba Kerejeta,6387.0,Left Wing,112,Barcelona,217,"['72944a2e-58f2-40b4-a8da-113dadd24dbf', '8e546c97-0135-479c-9c5d-cacd578acfa9', 'c7a4266c-a869-4f90-9b38-43fb7ba101df']",23,,,,,,,,,,,,,,,,,Athletic Club,215,00:05:23.898,Pressure,,2019/2020
,,,,,,,,,,,,,,,,,,,0.969577,,,,,,,,,,,,8e7e5859-0b21-4088-98cb-0e6446a05e60,2342,,"[50.3, 33.7]",303493,50,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Oihan Sancet Tirapu,30225.0,Center Attacking Midfield,112,Barcelona,217,"['d42c5f96-8376-44e1-bb0d-169e6904d215', 'd57d42e4-5a18-424a-bcd4-b49b8a81b182']",35,,,,,,,,,,,,,,,,,Athletic Club,215,00:05:35.055,Pressure,,2019/2020
,,,,,,,,,,,,,True,,,,,,0.663865,,,,,,,,,,,,a7d892f0-d3f3-4f47-a9e0-34dcaca7b440,2353,,"[70.2, 22.2]",303493,50,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Jordi Alba Ramos,5211.0,Left Back,113,Athletic Club,215,"['bd9dc97b-af3f-47ad-b9a1-3d410a032f71', 'f9e20fd5-93f1-43b3-8a98-349ba7b085fb']",38,,,,,,,,,,,,,,,,,Barcelona,217,00:05:38.828,Pressure,,2019/2020
,,,,,,,,,,,,,True,,,,,,1.089949,,,,,,,,,,,,bef7fe50-eb81-43a5-a403-1132707a7739,2391,,"[106.4, 25.6]",303493,51,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Oihan Sancet Tirapu,30225.0,Center Attacking Midfield,114,Barcelona,217,"['97331c87-c9d6-421c-a832-de0a3813bd37', 'ce98920c-c6f0-47b3-914f-9503d6af599d']",19,,,,,,,,,,,,,,,,,Athletic Club,215,00:06:19.159,Pressure,,2019/2020
,,,,,,,,,,,,,,,,,,,0.479167,,,,,,,,,,,,0a680b5d-d66c-4421-8210-a26b2742a346,2407,,"[44.6, 71.8]",303493,51,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Íñigo Lekue Martínez,6392.0,Right Wing,114,Barcelona,217,"['1330c501-2308-42af-9474-f3f463b95d70', 'ec879421-22a6-46cc-9c70-6ea8a731956f']",37,,,,,,,,,,,,,,,,,Athletic Club,215,00:06:37.988,Pressure,,2019/2020
,,,,,,,,,,,,,,,,,,,0.402774,,,,,,,,,,,,608caca4-1b24-424f-bf5d-b58a1c53e9e3,2415,,"[98.0, 26.3]",303493,51,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Luis Alberto Suárez Díaz,5246.0,Center Forward,114,Barcelona,217,['faf38801-883b-469a-8526-10d4104188df'],44,,,,,,,,,,,,,,,,,Barcelona,217,00:06:44.724,Pressure,,2019/2020
,,,,,,,,,,,,,,,,,,,0.546887,,,,,,,,,,,,2f2615d9-2cc8-4296-8315-4a5eba8285d6,2421,,"[30.2, 52.3]",303493,51,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Mikel Vesga Arruti,6667.0,Left Defensive Midfield,114,Barcelona,217,"['afe1b93c-12be-4739-9224-6a15469b825b', 'c5b8b3fb-8555-4658-be01-50ce8319f116']",51,,,,,,,,,,,,,,,,,Athletic Club,215,00:06:51.792,Pressure,,2019/2020
,,,,,,,,,,,,,,,,,,,0.583731,,,,,,,,,,,,302ebe1b-dae9-4bd3-8fbc-b8bfba28f737,2432,,"[29.2, 35.4]",303493,51,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Iñigo Córdoba Kerejeta,6387.0,Left Wing,114,Barcelona,217,['2d970003-e63c-4951-aac0-b91537b2065e'],55,,,,,,,,,,,,,,,,,Athletic Club,215,00:06:55.969,Pressure,,2019/2020
,,,,,,,,,,,,,,,,,,,1.467606,,,,,,,,,,,,22eb847e-da95-4b86-9ce0-1d57ec7fef45,2436,,"[22.7, 36.9]",303493,51,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Yeray Álvarez López,6877.0,Left Center Back,114,Barcelona,217,['80096b65-f46c-444f-aa9b-6eb6b6726319'],56,,,,,,,,,,,,,,,,,Athletic Club,215,00:06:56.958,Pressure,,2019/2020
,,,,,,,,,,,,,,,,,,,0.46907,,,,,,,,,,,,8492f9d6-4601-4394-b8e1-5fbc32345ee1,2441,,"[22.9, 23.0]",303493,52,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Iñigo Córdoba Kerejeta,6387.0,Left Wing,114,Barcelona,217,"['14b846c4-e00a-49d1-b264-50751a67bae8', '9aa292e3-aa37-4dee-b048-333c49dbcb7d']",0,,,,,,,,,,,,,,,,,Athletic Club,215,00:07:00.533,Pressure,,2019/2020
,,,,,,,,,,,,,,,,,,,0.589536,,,,,,,,,,,,d7223c14-e580-4d22-acbf-36755ba1e228,2466,,"[64.2, 51.3]",303493,53,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Unai López Cabrera,11746.0,Right Defensive Midfield,116,Barcelona,217,['849d0309-39e9-41f3-89c0-c271e7cc7263'],2,,,,,,,,,,,,,,,,,Athletic Club,215,00:08:02.981,Pressure,,2019/2020
,,,,,,,,,,,,,,,,,,,1.0874,,,,,,,,,,,,9040020f-384f-438f-b54d-d752775d8867,2470,,"[71.1, 70.1]",303493,53,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Íñigo Lekue Martínez,6392.0,Right Wing,116,Barcelona,217,"['513f9540-beed-48d1-aa15-19edbbc7708c', 'ec2a5757-dbce-46a6-894a-284b32a6b18c']",5,,,,,,,,,,,,,,,,,Athletic Club,215,00:08:05.717,Pressure,,2019/2020
,,,,,,,,,,,,,,,,,,,2.142343,,,,,,,,,,,,0878113e-4ea5-4219-a07e-a23212a14004,2484,,"[34.3, 3.6]",303493,53,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Yeray Álvarez López,6877.0,Left Center Back,116,Barcelona,217,"['2f5993b6-8fac-4b52-8006-9511b46bd351', 'b5960a6b-a3e6-4d2c-9813-a42b15ea4c85']",20,,,,,,,,,,,,,,,,,Athletic Club,215,00:08:20.674,Pressure,,2019/2020
,,,,,,,,,,,,,True,,,,,,0.82501,,,,,,,,,,,,bbdfd7ff-105b-4f14-aacb-b8fdccd6f1c8,2491,,"[98.9, 57.9]",303493,53,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Arturo Erasmo Vidal Pardo,8206.0,Left Center Midfield,116,Barcelona,217,"['0df66b75-6736-4125-a601-22982d9efd6d', '27ce1412-7e01-4c65-b30e-80a3f968f48d']",25,,,,,,,,,,,,,,,,,Barcelona,217,00:08:25.700,Pressure,,2019/2020
,,,,,,,,,,,,,,,,,,,0.665576,,,,,,,,,,,,a9ddc17e-3753-423a-96d5-209be24e3a4c,2505,,"[28.1, 72.4]",303493,53,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Íñigo Lekue Martínez,6392.0,Right Wing,116,Barcelona,217,,36,,,,,,,,,,,,,,,,,Athletic Club,215,00:08:36.154,Pressure,,2019/2020
,,,,,,,,,,,,,,,,,,,0.735071,,,,,,,,,,,,0cbda528-3df6-4c62-aead-38bd42be1fa1,2513,,"[34.9, 27.3]",303493,53,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Iñigo Córdoba Kerejeta,6387.0,Left Wing,116,Barcelona,217,"['0e276f88-b94b-449e-ba77-2514e5b315b9', '48ecc4e1-167d-4503-8199-19b5acbbeac2']",43,,,,,,,,,,,,,,,,,Athletic Club,215,00:08:43.037,Pressure,,2019/2020
,,,,,,,,,,,,,,,,,,,2.046069,,,,,,,,,,,,6be0d0ff-c46b-4a00-b29a-0869de8b2235,2518,,"[83.5, 46.2]",303493,53,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Arturo Erasmo Vidal Pardo,8206.0,Left Center Midfield,116,Barcelona,217,"['95d47b54-02ee-4b34-b5ff-38e697bf7217', 'd055fb76-7fa1-4057-903b-43de1b842660', 'dee673bc-e372-4c0c-8d8e-067f7717995e']",45,,,,,,,,,,,,,,,,,Barcelona,217,00:08:45.207,Pressure,,2019/2020
,,,,,,,,,,,,,,,,,,,0.456811,,,,,,,,,,,,f615fc63-09e3-46c0-a2b8-8d75cc0528e5,2529,,"[48.0, 4.6]",303493,53,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Iñigo Córdoba Kerejeta,6387.0,Left Wing,116,Barcelona,217,,57,,,,,,,,,,,,,,,,,Athletic Club,215,00:08:57.373,Pressure,,2019/2020
,,,,,,,,,,,,,,,,,,,0.857191,,,,,,,,,,,,200b579b-e528-48c8-8da0-65f706e13207,2554,,"[98.0, 46.6]",303493,54,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Iñaki Williams Arthuer,6393.0,Center Forward,118,Barcelona,217,['80d35d40-8f88-45d9-833e-3af5d01d72db'],51,,,,,,,,,,,,,,,,,Athletic Club,215,00:09:51.954,Pressure,,2019/2020
,,,,,,,,,,,,,,,,,,,0.803514,,,,,,,,,,,,09321bea-6553-4c6c-87a9-9c9757342f52,2566,,"[70.8, 72.9]",303493,55,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Arturo Erasmo Vidal Pardo,8206.0,Left Center Midfield,119,Athletic Club,215,"['1e4c2b32-ff3c-41e6-975f-edbd7ba6e305', '64152a04-110d-48f3-b3d4-e36c38a3bab1']",28,,,,,,,,,,,,,,,,,Barcelona,217,00:10:28.539,Pressure,,2019/2020
,,,,,,,,,,,,,,,,,,,1.033962,,,,,,,,,,,,8c5d24fb-ac3e-442f-a558-6901cc035f77,2574,,"[49.5, 72.9]",303493,55,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,119,Athletic Club,215,['e9d8ab26-62a1-475f-9b58-b8e38878fbd4'],32,,,,,,,,,,,,,,,,,Barcelona,217,00:10:32.505,Pressure,,2019/2020
,,,,,,,,,,,,,,,,,,,0.759642,,,,,,,,,,,,0a71aa38-04cf-4ba7-80d4-55d80c27d17d,2575,,"[46.7, 76.5]",303493,55,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Nélson Cabral Semedo,6374.0,Right Back,119,Athletic Club,215,"['c747a8c1-d043-4e36-be45-08d528e8c0d4', 'f3ce293b-c319-4ed8-bc27-5a1da8ba06f3']",32,,,,,,,,,,,,,,,,,Barcelona,217,00:10:32.897,Pressure,,2019/2020
,,,,,,,,,,,,,,,,,,,0.652047,,,,,,,,,,,,fb513d04-9276-45c8-b13f-571f1155345f,2579,,"[50.9, 75.2]",303493,55,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Arturo Erasmo Vidal Pardo,8206.0,Left Center Midfield,119,Athletic Club,215,['f3ce293b-c319-4ed8-bc27-5a1da8ba06f3'],33,,,,,,,,,,,,,,,,,Barcelona,217,00:10:33.841,Pressure,,2019/2020
,,,,,,,,,,,,,,,,,,,1.419943,,,,,,,,,,,,5dbff021-fffa-4717-b6a7-f2a8751f9606,2580,,"[53.1, 69.7]",303493,55,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Ricard Puig Martí,24841.0,Right Center Midfield,119,Athletic Club,215,"['5c7d5b34-e515-48a0-afeb-53c77092f1eb', 'c64f61f8-e24d-4be0-8835-9308d5aa06e6', 'c73902bd-d6f9-4be0-af7b-b8a0f005db00']",34,,,,,,,,,,,,,,,,,Barcelona,217,00:10:34.533,Pressure,,2019/2020
,,,,,,,,,,,,,,,,,,,0.512522,,,,,,,,,,,,a348a294-f395-49ab-8b98-0cea7b049ed2,2605,,"[34.9, 63.0]",303493,56,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Óscar de Marcos Arana,6649.0,Right Back,120,Barcelona,217,"['602a5710-187f-4c96-bb8b-df388f58a912', '9cd25132-ee69-4620-8982-b5fb68fe1ee5']",10,,,,,,,,,,,,,,,,,Athletic Club,215,00:11:10.216,Pressure,,2019/2020
,,,,,,,,,,,,,,,,,,,0.972,,,,,,,,,,,,d3752847-ebe1-4d4f-8866-2a63269fe98e,2650,,"[54.8, 5.3]",303493,57,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Iker Muniain Goñi,6842.0,Left Wing,121,Barcelona,217,"['2a0b2727-b378-468a-aa71-b5c8637c6f96', '544793a8-8f7e-4b20-be71-e7d127ba5199', 'adc1f9f6-6de1-480f-b421-c10101c8e1af']",35,,,,,,,,,,,,,,,,,Athletic Club,215,00:12:35.592,Pressure,,2019/2020
,,,,,,,,,,,,,,,,,,,0.82198,,,,,,,,,,,,7f60b782-a4b1-4ede-b5be-7003cc1fb902,2684,,"[39.6, 53.0]",303493,58,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Óscar de Marcos Arana,6649.0,Right Back,121,Barcelona,217,"['0a9f8f2a-c463-4fac-8aae-3cf8a4ac6d2c', 'e1c91b19-5dee-4487-9980-718f4e5a8fbb']",8,,,,,,,,,,,,,,,,,Athletic Club,215,00:13:08.580,Pressure,,2019/2020
,,,,,,,,,,,,,,,,,,,0.332026,,,,,,,,,,,,08c6b057-67f9-4284-88aa-65a337256a32,2702,,"[37.1, 37.4]",303493,58,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Yeray Álvarez López,6877.0,Left Center Back,121,Barcelona,217,"['260d10c9-51bf-42f3-a505-8bafa3ac3e88', '814828fa-53ad-4403-88b0-2674cf040197', 'd6cb6b26-1a04-4e4f-b84f-72610a6d5fd7']",19,,,,,,,,,,,,,,,,,Athletic Club,215,00:13:19.933,Pressure,,2019/2020
,,,,,,,,,,,,,,,,,,,0.865371,,,,,,,,,,,,ce3ce7c4-b402-4405-b8d9-482539944fa6,2708,,"[37.5, 46.1]",303493,58,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Daniel García Carrillo,6775.0,Right Defensive Midfield,121,Barcelona,217,['6351424e-a7ac-4c1e-a92b-cb515d2fef4c'],23,,,,,,,,,,,,,,,,,Athletic Club,215,00:13:23.096,Pressure,,2019/2020
,,,,,,,,,,,,,,,,,,,1.287622,,,,,,,,,,,,28cbd8d6-41b8-4689-8089-c5473de52f81,2755,,"[14.8, 51.5]",303493,58,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Mikel Vesga Arruti,6667.0,Left Defensive Midfield,121,Barcelona,217,"['77b954aa-ce4c-472d-a341-99324540cdc2', 'ea3cace4-fe51-4c71-8c56-90a5ca1e7bae']",51,,,,,,,,,,,,,,,,,Athletic Club,215,00:13:51.977,Pressure,,2019/2020
,,,,,,,,,,,,,,,,,,,0.454578,,,,,,,,,,,,b671be4b-2cb7-4c0b-a0ae-0ddcc84d5c3c,2759,,"[18.9, 44.0]",303493,58,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Mikel Vesga Arruti,6667.0,Left Defensive Midfield,121,Barcelona,217,['a0b061d6-996d-44c0-b43c-d891093afe12'],54,,,,,,,,,,,,,,,,,Athletic Club,215,00:13:54.169,Pressure,,2019/2020
,,,,,,,,,,,,,,,,,,,0.448797,,,,,,,,,,,,8b24cff1-f377-4d72-9ad2-1b833fac485a,2790,,"[43.0, 43.4]",303493,59,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Arturo Erasmo Vidal Pardo,8206.0,Left Center Midfield,122,Athletic Club,215,"['49562b1b-56b5-42c3-8f2a-4f3af448cec1', 'c36a4721-cea7-429d-a4d4-766c1900b96f']",57,,,,,,,,,,,,,,,,,Barcelona,217,00:14:57.656,Pressure,,2019/2020
,,,,,,,,,,,,,,,,,,,0.315943,,,,,,,,,,,,e979d795-0fc1-4e9b-90ff-3d9ed904b55f,2791,,"[43.0, 39.5]",303493,59,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,122,Athletic Club,215,"['49562b1b-56b5-42c3-8f2a-4f3af448cec1', 'c36a4721-cea7-429d-a4d4-766c1900b96f']",57,,,,,,,,,,,,,,,,,Barcelona,217,00:14:57.866,Pressure,,2019/2020
