bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,3446ccfd-1398-4590-9698-e95409f7609f,1,,,303696,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Barcelona,217,,0,,,,,,,,,,,,,,,,,"{'formation': 41212, 'lineup': [{'player': {'id': 20055, 'name': 'Marc-André ter Stegen'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 6374, 'name': 'Nélson Cabral Semedo'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 5213, 'name': 'Gerard Piqué Bernabéu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 6826, 'name': 'Clément Lenglet'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 15}, {'player': {'id': 5211, 'name': 'Jordi Alba Ramos'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 18}, {'player': {'id': 5203, 'name': 'Sergio Busquets i Burgos'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 8206, 'name': 'Arturo Erasmo Vidal Pardo'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 22}, {'player': {'id': 5470, 'name': 'Ivan Rakitić'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 4}, {'player': {'id': 24841, 'name': 'Ricard Puig Martí'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 28}, {'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 10}, {'player': {'id': 5246, 'name': 'Luis Alberto Suárez Díaz'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 9}]}",Barcelona,217,00:00:00.000,Starting XI,,2019/2020
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,a0f123fa-13da-412e-b9d8-69d35a777306,2,,,303696,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Barcelona,217,,0,,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 6378, 'name': 'Jan Oblak'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 5696, 'name': 'Santiago Arias Naranjo'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 4}, {'player': {'id': 5259, 'name': 'José María Giménez de Vargas'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 2}, {'player': {'id': 11167, 'name': 'Felipe Augusto de Almeida Monteiro'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 18}, {'player': {'id': 26532, 'name': 'Renan Augusto Lodi dos Santos'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 12}, {'player': {'id': 6383, 'name': 'Thomas Teye Partey'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 6381, 'name': 'Saúl Ñíguez Esclapez'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 6377, 'name': 'Ángel Martín Correa'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 10}, {'player': {'id': 5633, 'name': 'Yannick Ferreira Carrasco'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 21}, {'player': {'id': 6840, 'name': 'Marcos Llorente Moreno'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 14}, {'player': {'id': 5198, 'name': 'Diego da Silva Costa'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 19}]}",Atlético Madrid,212,00:00:00.000,Starting XI,,2019/2020
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0b1d8966-1910-463c-b588-8b8da121e59b,3,,,303696,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Barcelona,217,['ace728d3-9be4-4044-b6e2-6255b68c68c3'],0,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.000,Half Start,,2019/2020
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,ace728d3-9be4-4044-b6e2-6255b68c68c3,4,,,303696,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Barcelona,217,['0b1d8966-1910-463c-b588-8b8da121e59b'],0,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:00.000,Half Start,,2019/2020
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,b079ab68-ab6b-4cde-ab0c-0eea2107d579,1881,,,303696,45,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,75,Barcelona,217,['5c08a238-6e3d-4747-9000-a93adce138ff'],0,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:00.000,Half Start,,2019/2020
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,5c08a238-6e3d-4747-9000-a93adce138ff,1882,,,303696,45,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,75,Barcelona,217,['b079ab68-ab6b-4cde-ab0c-0eea2107d579'],0,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.000,Half Start,,2019/2020
,,,,,,,,,,,,,,,,,,1.754516,,,,,,,,,,,,,,,94ca8edd-292e-4799-adfe-012811b8558e,5,,"[61.0, 40.1]",303696,0,,,,-2.8672106,,Right Foot,,,"[34.0, 32.5]",Ground Pass,,28.049242,,,,José María Giménez de Vargas,5259.0,,,,,Kick Off,1,From Kick Off,Diego da Silva Costa,5198.0,Left Center Forward,2,Atlético Madrid,212,['644979f5-9d72-47c8-beb0-87c3d9231c0f'],0,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:00.610,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,1.539598,,,,,,,,,,,,,,,545a4604-770c-4f07-be0d-61d33104401c,8,,"[35.5, 32.3]",303696,0,,,,-1.0003017,,Right Foot,,,"[43.2, 20.3]",Ground Pass,,14.25798,,,,Felipe Augusto de Almeida Monteiro,11167.0,,,,,,1,From Kick Off,José María Giménez de Vargas,5259.0,Right Center Back,2,Atlético Madrid,212,['f6aeb6cd-2abc-4add-888d-501efdd21264'],4,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:04.508,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,0.900848,,,,,,,,,,,,,,,a6a8d973-c421-43a8-a93c-55534cab68d4,11,,"[43.4, 18.9]",303696,0,,,,-0.6694162,,Right Foot,,,"[54.9, 9.8]",Ground Pass,,14.664924,,,,Renan Augusto Lodi dos Santos,26532.0,,,,,,1,From Kick Off,Felipe Augusto de Almeida Monteiro,11167.0,Left Center Back,2,Atlético Madrid,212,['e66b3b77-eefc-4cd0-ac6b-835799336850'],7,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:07.128,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,1.008769,,,,,,,,,,,,,,,aa24423e-bb96-4d71-a8e0-4dff46069756,14,,"[56.5, 5.0]",303696,0,,,,2.5173464,,Left Foot,,,"[44.7, 13.5]",Ground Pass,,14.542696,,,,Felipe Augusto de Almeida Monteiro,11167.0,,,,,,1,From Kick Off,Renan Augusto Lodi dos Santos,26532.0,Left Back,2,Atlético Madrid,212,['6059aa6b-dc89-473d-a71a-06f88faddd70'],10,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:10.067,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,1.984058,,,,,,,,,,,,,,,4deda324-ac0f-47a7-be08-398cb46edeb1,17,,"[36.7, 24.4]",303696,0,,,,2.7501876,,Right Foot,,,"[11.5, 34.8]",Ground Pass,,27.261694,,,,Jan Oblak,6378.0,,,,,,1,From Kick Off,Felipe Augusto de Almeida Monteiro,11167.0,Left Center Back,2,Atlético Madrid,212,['378ee138-704b-4740-b336-09979e73b1ee'],13,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:13.792,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,3.076379,,,,,,,,,,,,,,,f4424e11-8f2b-4f80-9863-0f4af5dfae33,20,,"[11.5, 34.8]",303696,0,,,,0.017339302,,Right Foot,,,"[63.4, 35.7]",High Pass,,51.907803,,Incomplete,,,,,,,,,1,From Kick Off,Jan Oblak,6378.0,Goalkeeper,2,Atlético Madrid,212,['1fb2c66b-e4cd-4d27-a06d-fabe82ad9fa5'],15,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:15.816,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,1.920173,,,,,,,,,,,,,,,1fb2c66b-e4cd-4d27-a06d-fabe82ad9fa5,21,,"[56.7, 44.4]",303696,0,,,,0.67560524,,Head,,,"[70.8, 55.7]",High Pass,,18.069311,,Incomplete,,Arturo Erasmo Vidal Pardo,8206.0,,,,,Recovery,1,From Kick Off,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,2,Atlético Madrid,212,"['306e04f4-fd5c-4691-a967-a60871dac619', 'c0748197-b65e-409c-9911-1d131aebc7a4', 'f4424e11-8f2b-4f80-9863-0f4af5dfae33']",18,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:18.893,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,1.551929,,,,,,,,,,,,,,,c0748197-b65e-409c-9911-1d131aebc7a4,24,,"[49.3, 24.4]",303696,0,,,True,-1.4174639,,,,,"[51.0, 13.4]",Low Pass,,11.130589,,,,Renan Augusto Lodi dos Santos,26532.0,,,,,Recovery,1,From Kick Off,Saúl Ñíguez Esclapez,6381.0,Left Defensive Midfield,2,Atlético Madrid,212,"['1fb2c66b-e4cd-4d27-a06d-fabe82ad9fa5', 'a726969c-9054-43e4-b670-ba3edd3a7aa4', 'caa48fd4-1eb4-40cd-ab16-bdc25339c369']",20,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:20.813,Pass,True,2019/2020
,,,,,,,,,,,,,,,,,,2.17219,,,,,,,,,,,,,,,6f77b426-568f-40ec-9f06-c7d2cd8f691c,27,,"[52.0, 14.9]",303696,0,,,,-0.09678405,,Left Foot,,,"[93.2, 10.9]",High Pass,,41.39372,,,,Yannick Ferreira Carrasco,5633.0,,,,,,1,From Kick Off,Renan Augusto Lodi dos Santos,26532.0,Left Back,2,Atlético Madrid,212,['ccdd6d82-c8b9-448d-8527-0f8374256dce'],23,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:23.806,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,1.397622,,,,,,,,,,,,,,,8aa71701-75ea-4ce3-9e91-8498b0040b91,39,,"[94.3, 0.1]",303696,0,,,,0.49199054,,,,,"[109.6, 8.3]",High Pass,,17.35886,,,,Diego da Silva Costa,5198.0,,,,,Throw-in,1,From Throw In,Renan Augusto Lodi dos Santos,26532.0,Left Back,3,Atlético Madrid,212,['a7935dd4-1290-40b4-94d0-e304fe32b181'],43,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:43.010,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,1.863957,,,,,,,,,,,,,,,6a995115-05f8-40a4-8748-430e0d166a90,42,,"[109.0, 6.5]",303696,0,,,,1.3705463,,Head,,,"[113.1, 26.7]",Low Pass,,20.611889,,Incomplete,,,,,,,,,1,From Throw In,Diego da Silva Costa,5198.0,Left Center Forward,3,Atlético Madrid,212,['c3fa91e5-e1aa-45ee-87ef-bd7e403971dc'],44,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:44.448,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,0.588163,,,,,,,,,,,,,,,8227103d-1ffd-4281-8397-7ca89c5fb343,47,,"[99.6, 23.6]",303696,0,,,,1.7844653,,Right Foot,,,"[97.3, 34.2]",Ground Pass,,10.846659,,Incomplete,,,,,,,,,1,From Throw In,Diego da Silva Costa,5198.0,Left Center Forward,3,Atlético Madrid,212,['5cdd1aa7-a38b-471c-a0b7-6aa48791df83'],49,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:49.033,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,1.734556,,,,,,,,,,,,,,,298b872a-5be8-4710-9c2c-6d0e947b7dac,50,,"[23.5, 46.5]",303696,0,,,,-0.35667497,,Right Foot,,,"[54.9, 34.8]",Low Pass,,33.508953,,,,Luis Alberto Suárez Díaz,5246.0,,,,,,1,Regular Play,Ivan Rakitić,5470.0,Left Center Midfield,4,Barcelona,217,['352852f5-a2a3-4554-8cfe-3d6a8a3197bb'],50,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:50.581,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,1.163854,,,,,,,,,,,,,,,4e07b27b-be57-43f6-b78e-167e7b7a7c23,54,,"[61.3, 37.3]",303696,0,,,,1.5760046,,Left Foot,,,"[61.2, 56.5]",Ground Pass,,19.20026,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,Regular Play,Luis Alberto Suárez Díaz,5246.0,Left Center Forward,4,Barcelona,217,"['9bdc049f-8626-4bb4-8ff5-de7e48aa4ae0', '9f0ec7d8-f67a-4596-8a8a-1b00c31ca546']",53,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:53.877,Pass,True,2019/2020
,,,,,,,,,,,,,,,,,,1.23217,,,,,,,,,,,,,,,09ebbe94-c5c4-46f6-9dd9-73f652022057,57,,"[62.6, 56.8]",303696,0,,,,0.816638,,Right Foot,,,"[71.9, 66.7]",Low Pass,,13.583077,,,,Ricard Puig Martí,24841.0,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Center Forward,4,Barcelona,217,"['4a4e8bc8-b9fb-4897-80e0-b461a69d60da', '9e114c38-64c2-4751-92ee-23c35a1f0e79']",55,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:55.041,Pass,True,2019/2020
,,,,,,,,,,,,,,,,,,1.776006,,,,,,,,,,,,,,,62c09ede-5f8d-462b-bd85-14715a408279,60,,"[93.5, 62.7]",303696,0,,,,-1.374449,87945bba-cdbd-4700-a9a3-a61f774d88c0,Right Foot,,,"[100.8, 26.0]",Low Pass,,37.41898,,,,Luis Alberto Suárez Díaz,5246.0,True,,,,,1,Regular Play,Ricard Puig Martí,24841.0,Center Attacking Midfield,4,Barcelona,217,['d9648c7e-4144-4710-ae31-1232351dfaad'],58,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:58.720,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,2.107377,,,,,,,,,,,,,,,0a04b6b7-01cc-42d3-bb7d-ee451079c86e,64,,"[14.7, 45.3]",303696,1,True,,,-1.3179901,,Right Foot,,,"[20.9, 21.3]",Ground Pass,,24.7879,,,,Felipe Augusto de Almeida Monteiro,11167.0,,,,,,1,From Keeper,Jan Oblak,6378.0,Goalkeeper,6,Atlético Madrid,212,['0178056c-8537-4470-b584-64b96cac32d9'],15,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:01:15.352,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,0.884334,,,,,,,,,,,,,,,7ad0bc89-11f0-468e-8c81-9f3ababd32a0,66,,"[26.6, 16.6]",303696,1,,,,-0.90198416,,Right Foot,,,"[36.4, 4.2]",Ground Pass,,15.805062,,,,Renan Augusto Lodi dos Santos,26532.0,,,,,,1,Regular Play,Felipe Augusto de Almeida Monteiro,11167.0,Left Center Back,7,Atlético Madrid,212,['67f203fc-f4d6-4e9e-a2d2-973830c2842b'],18,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:01:18.199,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,1.895966,,,,,,,,,,,,,,,c9543456-091c-4349-aa65-b4d727011c4b,72,,"[34.4, 10.5]",303696,1,True,,,0.07113866,,Right Foot,,,"[76.5, 13.5]",High Pass,,42.206753,,Incomplete,,,,,,,,Free Kick,1,From Free Kick,Felipe Augusto de Almeida Monteiro,11167.0,Left Center Back,8,Atlético Madrid,212,['24ebdb68-ed1a-4b36-8488-e2c7cbc84f2d'],39,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:01:39.700,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,3.163935,,,,,,,,,,,,,,,24ebdb68-ed1a-4b36-8488-e2c7cbc84f2d,74,,"[43.6, 66.6]",303696,1,,,True,3.0552692,,,,,"[22.8, 68.4]",High Pass,,20.877739,,,,Gerard Piqué Bernabéu,5213.0,,,,,Recovery,1,Regular Play,Nélson Cabral Semedo,6374.0,Right Back,9,Barcelona,217,"['bf715f98-f625-444c-ba88-be75fd177f67', 'c8ffa9a2-26d3-4c4e-85cd-0f0ac574446d', 'c9543456-091c-4349-aa65-b4d727011c4b']",41,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:41.596,Pass,True,2019/2020
,,,,,,,,,,,,,,,,,,3.046445,,,,,,,,,,,,,,,0a01a35f-8868-4bbb-8cda-627018a6b6b0,76,,"[22.5, 68.1]",303696,1,,,,-0.41594514,,Right Foot,,,"[55.1, 53.7]",High Pass,,35.638744,,,,Ricard Puig Martí,24841.0,,,,,,1,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,9,Barcelona,217,['e61b4f61-02f8-4138-bc69-071790536d26'],44,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:44.760,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,0.0559,,,,,,,,,,,,,,,410eda6b-132c-42a8-887a-906c93c3c7ce,81,,"[65.7, 19.7]",303696,1,,,,-1.2649175,,Left Foot,,,"[66.3, 17.8]",Ground Pass,,1.9924859,,Incomplete,,,,,,,,Recovery,1,Regular Play,Saúl Ñíguez Esclapez,6381.0,Left Defensive Midfield,9,Barcelona,217,['60777721-f326-4c30-aae9-248e5c6b6d80'],49,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:01:49.299,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,0.687472,,,,,,,,,,,,,,,20f30c79-ad2c-4952-ab8b-7bd4ceefc0e3,83,,"[58.0, 56.8]",303696,1,,,,-1.9624963,,Right Foot,,,"[56.1, 52.2]",Ground Pass,,4.976947,,,,Ricard Puig Martí,24841.0,,,,,Recovery,1,Regular Play,Arturo Erasmo Vidal Pardo,8206.0,Right Center Midfield,9,Barcelona,217,['6736b898-a6ff-46fb-9958-7b104f161e2f'],50,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:50.668,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,0.990447,,,,,,,,,,,,,,,2d151c0c-4a5a-43b3-ab3e-416f6f5aff44,86,,"[57.8, 52.0]",303696,1,,,,-1.1596065,,Right Foot,,,"[65.3, 34.8]",Ground Pass,,18.764061,,,,Luis Alberto Suárez Díaz,5246.0,,,,,,1,Regular Play,Ricard Puig Martí,24841.0,Center Attacking Midfield,9,Barcelona,217,['26721c7d-05ae-4519-a7d4-f117563ea4d8'],52,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:52.216,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,1.953934,,,,,,,,,,,,,,,b020bb7d-e026-4549-bed2-601f2c0ec4fc,88,,"[65.3, 34.8]",303696,1,,,,-2.9078496,,Right Foot,,,"[48.5, 30.8]",Ground Pass,,17.269627,,Incomplete,,Ivan Rakitić,5470.0,,,,,,1,Regular Play,Luis Alberto Suárez Díaz,5246.0,Left Center Forward,9,Barcelona,217,"['2ddc61a4-7e17-444e-bcac-41b40d944a8a', '74f99bcd-8fcf-477d-9c31-d85a5ae9b3d0']",53,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:53.207,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,0.727476,,,,,,,,,,,,,,,a11bd50e-060c-44be-bef8-0567789f4f25,96,,"[84.8, 78.7]",303696,2,,,,-1.0409472,,Right Foot,,,"[88.9, 71.7]",Low Pass,,8.112336,,,,Ángel Martín Correa,6377.0,,,,,,1,Regular Play,Marcos Llorente Moreno,6840.0,Right Center Forward,9,Barcelona,217,['500b4466-ceab-4a2a-a968-b66d5845cb3f'],0,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:02:00.579,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,0.47259,,,,,,,,,,,,,,,8d66260e-9069-4767-90b8-44ac12035d2b,104,,"[26.7, 20.5]",303696,2,,,,1.5904016,,Left Foot,,,"[26.6, 25.6]",Ground Pass,,5.1009803,,,,Sergio Busquets i Burgos,5203.0,,,,,,1,Regular Play,Clément Lenglet,6826.0,Left Center Back,9,Barcelona,217,"['309b4181-b272-471d-bf61-265940d12014', 'd20b14a9-5b09-4203-bc9c-ec68ed3d9749']",4,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:04.045,Pass,True,2019/2020
,,,,,,,,,,,,,,,,,,2.118223,,,,,,,,,,,,,,,02c4b558-7e33-42fd-8b67-4f702b07f33f,107,,"[22.3, 22.2]",303696,2,,,,2.467465,,Right Foot,,,"[2.4, 38.1]",Ground Pass,,25.471945,,,,Marc-André ter Stegen,20055.0,,,,,,1,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,9,Barcelona,217,"['23d486c9-1e7a-4025-a997-7362b570099a', '309b4181-b272-471d-bf61-265940d12014']",5,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:05.432,Pass,True,2019/2020
,,,,,,,,,,,,,,,,,,2.36178,,,,,,,,,,,,,,,b06269ff-70f3-4b10-9ba4-4766327be90c,111,,"[3.0, 43.2]",303696,2,,,,0.011493747,,Right Foot,,,"[55.2, 43.8]",High Pass,,52.20345,,Incomplete,,,,,,,,,1,Regular Play,Marc-André ter Stegen,20055.0,Goalkeeper,9,Barcelona,217,"['928176a0-84d5-4c85-834e-2094c234b37f', 'edd18e32-68ef-443c-841c-74d1712f8c2e']",8,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:08.620,Pass,True,2019/2020
,,,,,,,,,,,,,,,,,,2.585629,,,,,,,,,,,,,,,14ba81c2-1a3b-4972-87fc-8e94709cc65e,115,,"[58.8, 21.3]",303696,2,,,,2.7694118,,Right Foot,,,"[21.4, 35.9]",Low Pass,,40.148724,,,,Jan Oblak,6378.0,,,,,,1,Regular Play,Felipe Augusto de Almeida Monteiro,11167.0,Left Center Back,10,Atlético Madrid,212,['55ed1557-92e5-4a02-ac7b-3d22205d70b9'],13,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:02:13.459,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,1.68499,,,,,,,,,,,,,,,d3ac4555-3b6f-499e-a6f4-b05108961a4a,118,,"[21.6, 36.0]",303696,2,,,,-0.08673834,,Right Foot,,,"[28.5, 35.4]",Ground Pass,,6.926038,,,,José María Giménez de Vargas,5259.0,,,,,,1,Regular Play,Jan Oblak,6378.0,Goalkeeper,10,Atlético Madrid,212,['1dd083ca-8293-49ad-9e6d-f1827f2458fb'],16,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:02:16.125,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,2.838406,,,,,,,,,,,,,,,ca9ea9cf-911f-49cc-9a1a-726c741aa628,121,,"[28.1, 36.0]",303696,2,,,,1.1618016,,Right Foot,,,"[42.1, 68.3]",Ground Pass,,35.203552,,,,Santiago Arias Naranjo,5696.0,,,,,,1,Regular Play,José María Giménez de Vargas,5259.0,Right Center Back,10,Atlético Madrid,212,['8922c25e-4a45-415e-8c83-2ed56e4c1747'],17,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:02:17.850,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,1.102465,,,,,,,,,,,,,,,50e1471b-a775-484f-95a7-ed8507fcba1d,124,,"[42.5, 67.1]",303696,2,,,,-1.1519736,,Right Foot,,,"[49.4, 51.6]",Ground Pass,,16.966438,,,,Saúl Ñíguez Esclapez,6381.0,,,,,,1,Regular Play,Santiago Arias Naranjo,5696.0,Right Back,10,Atlético Madrid,212,['5655a02e-7d42-469c-bbb3-579db7a96370'],23,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:02:23.594,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,4.903934,,,,,,,,,,,,,,,11a28ee2-81f0-41a4-b88b-d1056a4b75da,127,,"[50.8, 49.5]",303696,2,,,,-0.59800225,,Left Foot,,,"[110.4, 8.9]",High Pass,,72.11463,,,,Renan Augusto Lodi dos Santos,26532.0,,True,,,,1,Regular Play,Saúl Ñíguez Esclapez,6381.0,Left Defensive Midfield,10,Atlético Madrid,212,['ab5e1d28-d5a0-49f6-b68d-d946f1b2f89d'],26,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:02:26.190,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,2.056635,,,,,,,,,,,,,,,9030ebb3-562c-4bfe-a37b-35ee9235462a,130,,"[115.2, 7.7]",303696,2,,,,1.5947279,,Left Foot,True,,"[114.3, 45.3]",High Pass,,37.61077,,Incomplete,,,,,,,,,1,Regular Play,Renan Augusto Lodi dos Santos,26532.0,Left Back,10,Atlético Madrid,212,['8bdd8388-6d31-4253-898f-f27bf7645c4a'],33,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:02:33.077,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,0.989649,,,,,,,,,,,,,,,7a08816a-0fc6-470b-974c-2d5c4bf5f621,132,,"[4.7, 38.0]",303696,3,True,,,0.24163046,,Right Foot,,,"[25.8, 43.2]",Ground Pass,,21.731314,,,,Gerard Piqué Bernabéu,5213.0,,,,,Recovery,1,Regular Play,Marc-André ter Stegen,20055.0,Goalkeeper,11,Barcelona,217,['5c5a5c13-8022-4c8f-a5a0-fa45bd910548'],21,,,,,,,,,,,,,,,,,,Barcelona,217,00:03:21.771,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,2.127698,,,,,,,,,,,,,,,e8b5e168-8c43-4eb2-b60e-f262e13eab99,134,,"[34.7, 43.2]",303696,3,,,,-1.4841968,,Right Foot,,,"[37.4, 12.1]",Ground Pass,,31.216982,,,,Jordi Alba Ramos,5211.0,,,,,,1,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,11,Barcelona,217,['c8cb39f2-2570-45e2-ac36-ec74365b0a4d'],22,,,,,,,,,,,,,,,,,,Barcelona,217,00:03:22.815,Pass,,2019/2020
