50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,21a892ee-9496-4ac1-b029-13d6787a6930,1,,,69181,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Athletic Club,215,,0,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 26029, 'name': 'Daniel Aranzubia Aguado'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 26031, 'name': 'Andoni Iraola Sagarna'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 15}, {'player': {'id': 26100, 'name': 'Ustaritz Aldekoaotalora Astarloa'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 25950, 'name': 'Aitor Ocio Carrión'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 20}, {'player': {'id': 26479, 'name': 'Koikili Lertxundi Del Campo'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 12}, {'player': {'id': 9399, 'name': 'Javier Martínez Aginaga'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 24}, {'player': {'id': 26086, 'name': 'Pablo Orbaiz Lesaka'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 16}, {'player': {'id': 6390, 'name': 'Markel Susaeta Laskurain'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 27}, {'player': {'id': 26035, 'name': 'Francisco Javier Yeste Navarro'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 25869, 'name': 'David López Moreno'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 25}, {'player': {'id': 6394, 'name': 'Aritz Aduriz Zubeldia'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 23}]}",Athletic Club,215,00:00:00.000,Starting XI,,2007/2008
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,9ffebde8-5c9f-483f-a586-8b29e3b21eb9,2,,,69181,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Athletic Club,215,,0,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 20176, 'name': 'Víctor Valdés Arribas'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 15774, 'name': 'Gianluca Zambrotta'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 11}, {'player': {'id': 15071, 'name': 'Lilian Thuram'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 21}, {'player': {'id': 20125, 'name': 'Carles Puyol i Saforcada'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 25854, 'name': 'Sylvio Mendes Campos Junior'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 16}, {'player': {'id': 20131, 'name': 'Xavier Hernández Creus'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 5216, 'name': 'Andrés Iniesta Luján'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 19757, 'name': 'Anderson Luís de Souza'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 20}, {'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 19}, {'player': {'id': 15516, 'name': 'Thierry Henry'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 14}, {'player': {'id': 4913, 'name': 'Bojan Krkíc Pérez'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 27}]}",Barcelona,217,00:00:00.000,Starting XI,,2007/2008
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,2c7dae0f-6c26-4690-8ff5-0d2e9baf7f41,3,,,69181,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Athletic Club,215,['da7a808f-239b-4828-a987-b856256cf921'],0,,,,,,,,,,,,,,,,Athletic Club,215,00:00:00.000,Half Start,,2007/2008
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,da7a808f-239b-4828-a987-b856256cf921,4,,,69181,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Athletic Club,215,['2c7dae0f-6c26-4690-8ff5-0d2e9baf7f41'],0,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.000,Half Start,,2007/2008
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,6483470d-c60e-4e0e-a3d6-3217dbc5294d,1904,,,69181,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,109,Barcelona,217,['6e6d0082-b6a6-4b43-ae48-0084aab9fce0'],0,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.000,Half Start,,2007/2008
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,6e6d0082-b6a6-4b43-ae48-0084aab9fce0,1905,,,69181,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,109,Barcelona,217,['6483470d-c60e-4e0e-a3d6-3217dbc5294d'],0,,,,,,,,,,,,,,,,Athletic Club,215,00:00:00.000,Half Start,,2007/2008
,,,,,,,,,,,,,,,,,0.394098,,,,,,,,,,,,,74c4e447-f9ff-468d-b72f-785319913966,5,,"[61.0, 41.0]",69181,0,,,,,0.94200003,,Right Foot,,,"[63.4, 44.3]",,Ground Pass,4.080441,,,,Anderson Luís de Souza,19757.0,,,,,Kick Off,1,From Kick Off,Bojan Krkíc Pérez,4913.0,Center Forward,2,Barcelona,217,['4cdd7533-5e63-481d-a1d1-613753f93225'],0,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.333,Pass,,2007/2008
,,,,,,,,,,,,,,,,,1.7035,,,,,,,,,,,,,fa2a6033-2574-441c-b476-1227b4eca095,8,,"[63.4, 43.4]",69181,0,,,,,-3.0429044,,Right Foot,,,"[43.2, 41.4]",,Ground Pass,20.298769,,,,Xavier Hernández Creus,20131.0,,,,,,1,From Kick Off,Anderson Luís de Souza,19757.0,Left Center Midfield,2,Barcelona,217,['39e733e0-a153-477b-8274-906f39df72b2'],0,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.914,Pass,,2007/2008
,,,,,,,,,,,,,,,,,3.3246,,,,,,,,,,,,,47c1e1cf-589a-4dba-a85d-5f58c11cd2e0,12,,"[42.0, 41.2]",69181,0,,,,,-0.005928784,,Right Foot,,,"[92.6, 40.9]",,High Pass,50.60089,,Incomplete,,Thierry Henry,15516.0,,,,,,1,From Kick Off,Xavier Hernández Creus,20131.0,Center Defensive Midfield,2,Barcelona,217,"['4c6f5362-5c37-48f9-9b70-fbecdb9b25c2', '72797d97-4702-441a-b8d0-93b0265381ab', 'a0ae0218-26fd-443f-b188-2af554952bb6']",3,,,,,,,,,,,,,,,,Barcelona,217,00:00:03.846,Pass,True,2007/2008
,,,,,,,,,,,,,,,,,0.8345,,,,,,,,,,,,,4c6f5362-5c37-48f9-9b70-fbecdb9b25c2,14,,"[28.4, 40.1]",69181,0,,,,,0.47614697,,Head,,,"[44.3, 48.3]",,High Pass,17.889942,,Incomplete,,,,,,,,Recovery,1,From Kick Off,Aitor Ocio Carrión,25950.0,Left Center Back,2,Barcelona,217,"['47c1e1cf-589a-4dba-a85d-5f58c11cd2e0', '48aa379c-1d8a-4565-99ab-4abc3a6768b6']",7,,,,,,,,,,,,,,,,Athletic Club,215,00:00:07.171,Pass,,2007/2008
,,,,,,,,,,,,,,,,,1.8753,,,,,,,,,,,,,48aa379c-1d8a-4565-99ab-4abc3a6768b6,15,,"[76.7, 32.7]",69181,0,,,,,-0.5593806,,Head,,,"[88.2, 25.5]",,Low Pass,13.567977,,Incomplete,,Bojan Krkíc Pérez,4913.0,,,,,Recovery,1,From Kick Off,Anderson Luís de Souza,19757.0,Left Center Midfield,2,Barcelona,217,"['4c6f5362-5c37-48f9-9b70-fbecdb9b25c2', '6c9e81b7-4d44-44cc-a6ae-dc3971e0ab03', '9232fcd7-5f72-42fa-9d80-e4dbb8e31cfc']",8,,,,,,,,,,,,,,,,Barcelona,217,00:00:08.006,Pass,,2007/2008
,,,,,,,,,,,,,,,,,0.6151,,,,,,,,,,,,,9232fcd7-5f72-42fa-9d80-e4dbb8e31cfc,17,,"[32.8, 55.5]",69181,0,,,,,-0.4455773,,Right Foot,,,"[39.5, 52.3]",,Ground Pass,7.4249578,,,,Javier Martínez Aginaga,9399.0,,,,,Recovery,1,From Kick Off,Andoni Iraola Sagarna,26031.0,Right Back,2,Barcelona,217,"['0f4e3e84-7345-4a23-bfac-878512a62096', '48aa379c-1d8a-4565-99ab-4abc3a6768b6']",9,,,,,,,,,,,,,,,,Athletic Club,215,00:00:09.881,Pass,,2007/2008
,,,,,,,,,,,,,,,,,1.9898,,,,,,,,,,,,,c0ddf879-fac4-4d55-8016-f0702995a600,21,,"[39.8, 52.1]",69181,0,,,,,1.1572542,,Right Foot,,,"[52.0, 79.9]",,Ground Pass,30.359182,,Out,,Markel Susaeta Laskurain,6390.0,,,,,,1,From Kick Off,Javier Martínez Aginaga,9399.0,Right Defensive Midfield,2,Barcelona,217,"['1c9e0cfa-818b-4375-82eb-6cef7cddb710', '90d9076b-27cc-4d03-a4bf-742e82480fe1']",11,,,,,,,,,,,,,,,,Athletic Club,215,00:00:11.582,Pass,True,2007/2008
,,,,,,,,,,,,,,,,,1.1896,,,,,,,,,,,,,01a698cd-253c-46da-8afb-9f483f1aa793,23,,"[69.0, 1.0]",69181,0,,,,,0.858186,,,,,"[77.9, 11.3]",,Low Pass,13.612494,,,,Thierry Henry,15516.0,,,,,Throw-in,1,From Throw In,Sylvio Mendes Campos Junior,25854.0,Left Back,3,Barcelona,217,['1984ef8c-f432-4f5c-b651-745579a098fb'],18,,,,,,,,,,,,,,,,Barcelona,217,00:00:18.186,Pass,,2007/2008
,,,,,,,,,,,,,,,,,2.3135,,,,,,,,,,,,,810272dd-6909-4aa5-b5e5-baa550e57c92,25,,"[77.9, 11.3]",69181,0,,,,,1.658074,,Right Foot,,,"[77.2, 19.3]",,High Pass,8.030566,,Incomplete,,,,,,,,,1,From Throw In,Thierry Henry,15516.0,Left Wing,3,Barcelona,217,['9303646a-4769-4228-8bb5-8e3e5276efb3'],19,,,,,,,,,,,,,,,,Barcelona,217,00:00:19.376,Pass,,2007/2008
,,,,,,,,,,,,,,,,,1.2545,,,,,,,,,,,,,21a1082b-d6c1-4f57-8ceb-1dd9670db6c7,30,,"[36.9, 55.3]",69181,0,,,,,1.8971552,,Right Foot,,,"[30.3, 74.8]",,Ground Pass,20.586647,,,,Andoni Iraola Sagarna,26031.0,,,,,,1,Regular Play,Francisco Javier Yeste Navarro,26035.0,Center Attacking Midfield,4,Athletic Club,215,"['0d439aaf-a877-4db3-82ad-c2c7e5475402', 'd967bcd5-3ea6-41a6-9acd-6ea398c430a6']",23,,,,,,,,,,,,,,,,Athletic Club,215,00:00:23.027,Pass,True,2007/2008
,,,,,,,,,,,,,,,,,1.6829,,,,,,,,,,,,,e86ae66f-39b3-470d-9a4e-0f3d1b57ea3c,33,,"[34.9, 76.9]",69181,0,,,,,0.03754104,,Right Foot,,,"[56.2, 77.7]",,Ground Pass,21.315018,,,,Markel Susaeta Laskurain,6390.0,,,,,,1,Regular Play,Andoni Iraola Sagarna,26031.0,Right Back,4,Athletic Club,215,['6ce0b4c6-301b-41b8-b387-6c5139088781'],25,,,,,,,,,,,,,,,,Athletic Club,215,00:00:25.695,Pass,,2007/2008
,,,,,,,,,,,,,,,,,0.7983,,,,,,,,,,,,,090f25d5-adee-4c63-bf21-07c8c06fa0dd,36,,"[56.4, 77.2]",69181,0,,,,,-1.5707964,,Right Foot,,,"[56.4, 69.5]",,Ground Pass,7.7,,,,Andoni Iraola Sagarna,26031.0,,,,,,1,Regular Play,Markel Susaeta Laskurain,6390.0,Right Wing,4,Athletic Club,215,['19df0460-5467-4faa-a4ad-cedeb46edd6e'],27,,,,,,,,,,,,,,,,Athletic Club,215,00:00:27.848,Pass,,2007/2008
,,,,,,,,,,,,,,,,,1.2827,,,,,,,,,,,,,2f5c207e-dd3b-4e8c-9948-2285345eed12,40,,"[62.2, 69.9]",69181,0,,,,,0.68231654,,Right Foot,,,"[71.8, 77.7]",,Ground Pass,12.369317,,,,Markel Susaeta Laskurain,6390.0,,,,,,1,Regular Play,Andoni Iraola Sagarna,26031.0,Right Back,4,Athletic Club,215,"['398a02e8-a62b-4525-94e7-08da629572f2', 'ca6234b4-03cd-483b-a5a5-5f829db2d07f']",29,,,,,,,,,,,,,,,,Athletic Club,215,00:00:29.536,Pass,True,2007/2008
,,,,,,,,,,,,,,,,,1.6541,,,,,,,,,,,,,abe73c1d-5159-4dc2-b34b-c3971cf1961f,46,,"[33.7, 1.0]",69181,0,,,,,2.3606389,,,,,"[22.4, 12.2]",,Low Pass,15.91006,,,,Carles Puyol i Saforcada,20125.0,,,,,Throw-in,1,From Throw In,Sylvio Mendes Campos Junior,25854.0,Left Back,5,Barcelona,217,['4293bbc3-e7fa-436b-a0ef-1a7d93a22d94'],35,,,,,,,,,,,,,,,,Barcelona,217,00:00:35.976,Pass,,2007/2008
,,,,,,,,,,,,,,,,,2.318992,,,,,,,,,,,,,e2ef01e4-a12e-48db-893a-383c5ca229b1,49,,"[23.8, 14.0]",69181,0,,,,,1.6468399,,Left Foot,,,"[21.4, 45.5]",,Ground Pass,31.591297,,,,Lilian Thuram,15071.0,,,,,,1,From Throw In,Carles Puyol i Saforcada,20125.0,Left Center Back,5,Barcelona,217,['a51a1f90-adb3-4a07-b5dd-25a6a322a227'],39,,,,,,,,,,,,,,,,Barcelona,217,00:00:39.445,Pass,,2007/2008
,,,,,,,,,,,,,,,,,1.7167,,,,,,,,,,,,,e6dc17f8-f11a-4971-84d9-647bece7a41e,52,,"[23.9, 49.6]",69181,0,,,,,1.3020127,,Right Foot,,,"[28.5, 66.3]",,Ground Pass,17.32195,,,,Gianluca Zambrotta,15774.0,,,,,,1,From Throw In,Lilian Thuram,15071.0,Right Center Back,5,Barcelona,217,['c612976a-f175-48bb-85e3-cee41efbb6ae'],42,,,,,,,,,,,,,,,,Barcelona,217,00:00:42.183,Pass,,2007/2008
,,,,,,,,,,,,,,,,,1.2538,,,,,,,,,,,,,9bf739a1-e0a0-42dd-bd8b-06cdaa730a39,55,,"[29.2, 69.7]",69181,0,,,,,-2.0634813,,Right Foot,,,"[24.1, 60.2]",,Ground Pass,10.782393,,,,Lilian Thuram,15071.0,,,,,,1,From Throw In,Gianluca Zambrotta,15774.0,Right Back,5,Barcelona,217,['438372d4-fcf0-46ad-94b2-aae5a1582977'],44,,,,,,,,,,,,,,,,Barcelona,217,00:00:44.650,Pass,,2007/2008
,,,,,,,,,,,,,,,,,2.181955,,,,,,,,,,,,,b6da5127-76b7-465b-9762-66bc93d370a8,58,,"[27.2, 59.6]",69181,0,,,,,-1.6143824,,Right Foot,,,"[25.8, 27.5]",,Ground Pass,32.130516,,,,Carles Puyol i Saforcada,20125.0,,,,,,1,From Throw In,Lilian Thuram,15071.0,Right Center Back,5,Barcelona,217,['e7e5d8b1-096c-4945-956a-65aabd262a97'],46,,,,,,,,,,,,,,,,Barcelona,217,00:00:46.329,Pass,,2007/2008
,,,,,,,,,,,,,,,,,1.7035,,,,,,,,,,,,,faeb4a4c-8f1c-4578-9097-b278d6018c92,61,,"[26.7, 27.0]",69181,0,,,,,-1.1326905,,Right Foot,,,"[37.1, 4.8]",,Ground Pass,24.5153,,,,Sylvio Mendes Campos Junior,25854.0,,,,,,1,From Throw In,Carles Puyol i Saforcada,20125.0,Left Center Back,5,Barcelona,217,['d2aac067-3e53-4388-a438-c41140c5fec9'],49,,,,,,,,,,,,,,,,Barcelona,217,00:00:49.476,Pass,,2007/2008
,,,,,,,,,,,,,,,,,1.4762,,,,,,,,,,,,,50f16f9f-820a-4c0c-bd19-efee3754bbc8,65,,"[36.4, 4.1]",69181,0,,,,,0.042080406,,Left Foot,,,"[64.9, 5.3]",,Ground Pass,28.525251,,Incomplete,,Thierry Henry,15516.0,,,,,,1,From Throw In,Sylvio Mendes Campos Junior,25854.0,Left Back,5,Barcelona,217,"['40b37556-8dc5-471f-b763-5a678f196376', 'bb5c539e-6e08-4b90-9334-fbb8a5051e29', 'e444c5ac-37ea-4d24-a540-714a2ac7f6da']",52,,,,,,,,,,,,,,,,Barcelona,217,00:00:52.106,Pass,True,2007/2008
,,,,,,,,,,,,,,,,,1.9521,,,,,,,,,,,,,bb5c539e-6e08-4b90-9334-fbb8a5051e29,67,,"[56.1, 75.7]",69181,0,,,,,-0.36828557,,Right Foot,,,"[80.2, 66.4]",,Ground Pass,25.832151,,,,Aritz Aduriz Zubeldia,6394.0,,,,,Recovery,1,Regular Play,Andoni Iraola Sagarna,26031.0,Right Back,6,Athletic Club,215,"['14f9e068-a9ce-4a86-b806-12695b1958ca', '50f16f9f-820a-4c0c-bd19-efee3754bbc8']",53,,,,,,,,,,,,,,,,Athletic Club,215,00:00:53.582,Pass,,2007/2008
,,,,,,,,,,,,,,,,,0.8112,,,,,,,,,,,,,5e83f3c1-a3a1-4f27-a389-d2da9f5eb6ca,70,,"[80.2, 66.4]",69181,0,,,,,2.1144416,,Right Foot,,,"[74.7, 75.5]",,Ground Pass,10.632968,,,,Markel Susaeta Laskurain,6390.0,,,,,,1,Regular Play,Aritz Aduriz Zubeldia,6394.0,Center Forward,6,Athletic Club,215,['3707e305-8816-4c15-956c-aa2b2a14703a'],55,,,,,,,,,,,,,,,,Athletic Club,215,00:00:55.574,Pass,,2007/2008
,,,,,,,,,,,,,,,,,1.1666,,,,,,,,,,,,,55c9eed3-1499-41c1-b028-0335108948cd,72,,"[74.7, 75.5]",69181,0,,,,,-2.1345448,,Right Foot,,,"[69.2, 66.8]",,Ground Pass,10.292716,,Incomplete,,Javier Martínez Aginaga,9399.0,,,,,,1,Regular Play,Markel Susaeta Laskurain,6390.0,Right Wing,6,Athletic Club,215,"['503506d9-8943-46da-a6e9-2f3800c30a76', 'be379e16-0061-477f-bcb5-41414a9a07b9']",56,,,,,,,,,,,,,,,,Athletic Club,215,00:00:56.385,Pass,,2007/2008
,,,,,,,,,,,,,,,,,2.3688,,,,,,,,,,,,,95e3d5e9-67c3-4a6c-9db3-aec2eb3d3ec2,77,,"[49.2, 35.1]",69181,1,,,,,0.86936575,,Right Foot,,,"[81.3, 73.1]",,High Pass,49.743443,,Incomplete,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,Regular Play,Xavier Hernández Creus,20131.0,Center Defensive Midfield,6,Athletic Club,215,"['377c4dca-5cf0-4bb4-9536-53feddce7ebb', 'bad2a617-c5fd-45ef-9c2d-4381a567c3e5']",0,,,,,,,,,,,,,,,,Barcelona,217,00:01:00.478,Pass,,2007/2008
,,,,,,,,,,,True,,,,,,1.277,,,,,,,,,,,,,bad2a617-c5fd-45ef-9c2d-4381a567c3e5,79,,"[39.7, 7.9]",69181,1,,,,,0.043076783,,Head,,,"[51.3, 8.4]",,Low Pass,11.610771,,,,David López Moreno,25869.0,,,,,Interception,1,Regular Play,Koikili Lertxundi Del Campo,26479.0,Left Back,6,Athletic Club,215,"['95e3d5e9-67c3-4a6c-9db3-aec2eb3d3ec2', 'f9011689-0d8f-44a1-b8fe-8f010b70dca8']",2,,,,,,,,,,,,,,,,Athletic Club,215,00:01:02.846,Pass,,2007/2008
,,,,,,,,,,,,,,,,,1.5535,,,,,,,,,,,,,7fbaa3fc-4c4c-4178-9577-a8b2551c1620,82,,"[52.1, 7.2]",69181,1,,,,,1.7681919,,Right Foot,,,"[49.1, 22.2]",,Ground Pass,15.297058,,,,Pablo Orbaiz Lesaka,26086.0,,,,,,1,Regular Play,David López Moreno,25869.0,Left Wing,6,Athletic Club,215,['cab0cbf3-da87-4454-9f95-d968e252458b'],5,,,,,,,,,,,,,,,,Athletic Club,215,00:01:05.221,Pass,,2007/2008
,,,,,,,,,,,,,,,,,1.0538,,,,,,,,,,,,,9941870c-d7b5-4706-b641-02db9e93a075,85,,"[50.4, 31.4]",69181,1,,,,,1.6220335,,Right Foot,,,"[49.4, 50.9]",,Ground Pass,19.525623,,,,Javier Martínez Aginaga,9399.0,,,,,,1,Regular Play,Pablo Orbaiz Lesaka,26086.0,Left Defensive Midfield,6,Athletic Club,215,['d0ece490-595b-441b-a7a6-4808bed4846e'],8,,,,,,,,,,,,,,,,Athletic Club,215,00:01:08.091,Pass,,2007/2008
,,,,,,,,,,,,,,,,,3.6025,,,,,,,,,,,,,884e1d48-4ec8-409f-a09d-1b933335bbcc,88,,"[48.7, 54.0]",69181,1,,,,,0.39358702,,Right Foot,,,"[95.9, 73.6]",,Low Pass,51.10773,,Incomplete,,Aritz Aduriz Zubeldia,6394.0,,,,,,1,Regular Play,Javier Martínez Aginaga,9399.0,Right Defensive Midfield,6,Athletic Club,215,"['198a1249-16fd-4002-97e1-6300a047efca', 'f384aecb-daac-4b0c-8e8a-1dedb5e7853a']",10,,,,,,,,,,,,,,,,Athletic Club,215,00:01:10.612,Pass,,2007/2008
,,,,,,,,,,,,,,,,,1.2344,,,,,,,,,,,,,479ea2a3-4c14-465b-9143-43592df0adee,91,,"[75.7, 80.0]",69181,1,,,,,-0.68960685,,,,,"[91.1, 67.3]",,Low Pass,19.961212,,,,Aritz Aduriz Zubeldia,6394.0,,,,,Throw-in,1,From Throw In,Andoni Iraola Sagarna,26031.0,Right Back,7,Athletic Club,215,['d8bbadca-3782-4de4-a6d5-8aa6a610a554'],32,,,,,,,,,,,,,,,,Athletic Club,215,00:01:32.792,Pass,,2007/2008
,,,,,,,,,,,,,,,,,0.828762,,,,,,,,,,,,,460b65d7-e79c-4f2b-8b46-967f24199833,95,,"[91.1, 66.6]",69181,1,,,,,-2.9889433,,Right Foot,,,"[84.6, 65.6]",,Ground Pass,6.576473,,,,Javier Martínez Aginaga,9399.0,,,,,,1,From Throw In,Aritz Aduriz Zubeldia,6394.0,Center Forward,7,Athletic Club,215,"['23fcffbb-8ccf-4499-b336-38c0191bc4c6', '7ced9f85-4f78-4ec8-bd31-355ead0b49bd']",34,,,,,,,,,,,,,,,,Athletic Club,215,00:01:34.624,Pass,True,2007/2008
,,,,,,,,,,,,,,,,,0.7535,,,,,,,,,,,,,f5f4a6c8-0b24-4bd3-a18b-1a9b3e988194,98,,"[84.6, 65.6]",69181,1,,,,,1.9131929,,Right Foot,,,"[81.0, 75.7]",,Ground Pass,10.722406,,,,Andoni Iraola Sagarna,26031.0,,,,,,1,From Throw In,Javier Martínez Aginaga,9399.0,Right Defensive Midfield,7,Athletic Club,215,['0aa48279-8e53-41bb-8b85-256fa6ec10bc'],35,,,,,,,,,,,,,,,,Athletic Club,215,00:01:35.728,Pass,,2007/2008
,,,,,,,,,,,,,,,,,2.6352,,,,,,,,,,,,,788cdc9f-ffc9-4ecd-b0a7-88b48d10bf7b,101,,"[81.0, 75.7]",69181,1,,,,,-1.7743268,,Right Foot,,,"[72.6, 35.0]",,High Pass,41.557793,,Incomplete,,,,,True,,,,1,From Throw In,Andoni Iraola Sagarna,26031.0,Right Back,7,Athletic Club,215,['b970f2b6-f6ca-48f1-aab2-d9fc22331403'],36,,,,,,,,,,,,,,,,Athletic Club,215,00:01:36.521,Pass,,2007/2008
,,,,,,,,,,,,,,,,,1.4401,,,,,,,,,,,,,701af8e0-ad17-40cf-bf03-4d53afab6681,108,,"[78.8, 59.6]",69181,1,,,,,-2.6663625,,Right Foot,,,"[68.5, 54.3]",,Ground Pass,11.58361,,,,Javier Martínez Aginaga,9399.0,,,,,Recovery,1,From Throw In,Markel Susaeta Laskurain,6390.0,Right Wing,7,Athletic Club,215,['a4051e65-4ead-4376-ad30-e335726c8e5c'],41,,,,,,,,,,,,,,,,Athletic Club,215,00:01:41.762,Pass,,2007/2008
,,,,,,,,,,,,,,,,,1.5006,,,,,,,,,,,,,16354b21-c1e1-49ee-a715-2afcce41c782,111,,"[70.8, 59.4]",69181,1,,,,,-0.5309218,26884a43-c2ed-4f0a-bdb4-efa3137d376d,Right Foot,,,"[81.7, 53.0]",,Ground Pass,12.640016,,,,Pablo Orbaiz Lesaka,26086.0,True,,,,,1,From Throw In,Javier Martínez Aginaga,9399.0,Right Defensive Midfield,7,Athletic Club,215,['2d046ef4-9dc6-4f0c-9f43-746a0cd02cef'],44,,,,,,,,,,,,,,,,Athletic Club,215,00:01:44.345,Pass,,2007/2008
,,,,,,,,,,,,,,,,,1.0314,,,,,,,,,,,,,69550eea-0adf-47e3-9738-f5fe74fd3fc5,117,,"[120.0, 1.0]",69181,2,,,,,2.0974236,,Left Foot,,,"[115.0, 9.6]",,Ground Pass,9.947865,,,,David López Moreno,25869.0,,,,,Corner,1,From Corner,Francisco Javier Yeste Navarro,26035.0,Center Attacking Midfield,8,Athletic Club,215,['3c45379b-7ab5-44fa-95a7-dd027719f871'],19,,,,,,,,,,,,,,,,Athletic Club,215,00:02:19.261,Pass,,2007/2008
,,,,,,,,,,,,,,,,,0.8428,,,,,,,,,,,,,1a50565b-b9a3-4570-8978-1e411aad9e9c,120,,"[115.0, 9.6]",69181,2,,,,,-1.6183795,,Right Foot,,,"[114.7, 3.3]",,Ground Pass,6.307139,,,,Francisco Javier Yeste Navarro,26035.0,,,,,,1,From Corner,David López Moreno,25869.0,Left Wing,8,Athletic Club,215,['066afb79-4c53-4598-9dd1-8326a57d4be3'],20,,,,,,,,,,,,,,,,Athletic Club,215,00:02:20.642,Pass,,2007/2008
,,,,,,,,,,,,,,,,,1.4336,,,,,,,,,,,,,60baef35-7d37-4c42-bd17-d84955db17bf,123,,"[114.7, 3.3]",69181,2,,,,,2.9746225,,Left Foot,,,"[105.8, 4.8]",,Ground Pass,9.025519,,,,David López Moreno,25869.0,,,,,,1,From Corner,Francisco Javier Yeste Navarro,26035.0,Center Attacking Midfield,8,Athletic Club,215,['56f35b23-81ce-4e3f-8a50-472dd864c51f'],22,,,,,,,,,,,,,,,,Athletic Club,215,00:02:22.176,Pass,,2007/2008
