bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,b9e1f080-194c-450b-a49e-2d47793cb23c,1,,,69160,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Real Sociedad,210,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 4691, 'name': 'Claudio Andrés Bravo Muñoz'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 25}, {'player': {'id': 16622, 'name': 'Mikel González de Martín Martínez'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 3}, {'player': {'id': 25883, 'name': 'Juan Jesús Gutiérrez Robles'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 26445, 'name': 'Víctor Rubén López'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 18}, {'player': {'id': 26448, 'name': 'Javier Garrido Behovide'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 19}, {'player': {'id': 26447, 'name': 'Gaizka Garitano Aguirre'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 26449, 'name': 'Mikel Aranburu Eizagirre'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 11}, {'player': {'id': 6690, 'name': 'Xabier Prieto Argarate'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 24}, {'player': {'id': 25915, 'name': 'Sávio Bortolini Pimentel'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 20}, {'player': {'id': 26431, 'name': 'Aitor López Rekarte'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 14}, {'player': {'id': 19346, 'name': 'Darko Kovačević'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Real Sociedad,210,00:00:00.000,Starting XI,,2006/2007
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,18f55eb4-2629-4cb9-b4ec-cf76f0d8b21c,2,,,69160,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Real Sociedad,210,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 20176, 'name': 'Víctor Valdés Arribas'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 15774, 'name': 'Gianluca Zambrotta'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 11}, {'player': {'id': 15071, 'name': 'Lilian Thuram'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 21}, {'player': {'id': 20125, 'name': 'Carles Puyol i Saforcada'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 17797, 'name': 'Giovanni van Bronckhorst'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 12}, {'player': {'id': 25910, 'name': 'José Edmílson Gomes de Moraes'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 15}, {'player': {'id': 5216, 'name': 'Andrés Iniesta Luján'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 24}, {'player': {'id': 20131, 'name': 'Xavier Hernández Creus'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 19}, {'player': {'id': 25879, 'name': 'Ronaldo de Assis Moreira'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 10}, {'player': {'id': 19298, 'name': ""Samuel Eto''o Fils""}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Barcelona,217,00:00:00.000,Starting XI,,2006/2007
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,1913a3ff-43df-4928-973b-34f578445007,3,,,69160,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Real Sociedad,210,['d202a3a0-c64e-41fc-910f-1a80205195ac'],0,,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.000,Half Start,,2006/2007
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,d202a3a0-c64e-41fc-910f-1a80205195ac,4,,,69160,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Real Sociedad,210,['1913a3ff-43df-4928-973b-34f578445007'],0,,,,,,,,,,,,,,,,,Real Sociedad,210,00:00:00.000,Half Start,,2006/2007
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,e4008f8b-e286-42fa-849d-9abe1b77f8e5,1866,,,69160,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,112,Barcelona,217,['319a098f-cadf-4f81-99fe-c656e2184e6b'],0,,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.000,Half Start,,2006/2007
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,319a098f-cadf-4f81-99fe-c656e2184e6b,1867,,,69160,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,112,Barcelona,217,['e4008f8b-e286-42fa-849d-9abe1b77f8e5'],0,,,,,,,,,,,,,,,,,Real Sociedad,210,00:00:00.000,Half Start,,2006/2007
,,,,,,,,,,,,,,,,0.5778,,,,,,,,,,,,,f1bf22f3-5e7a-465e-bcb2-b8ff9eadcec7,5,,"[60.0, 40.0]",69160,0,,,,1.7234457,,Right Foot,,,"[59.8, 41.3]",,Ground Pass,,1.3152946,,,,Ronaldo de Assis Moreira,25879.0,,,,,,Kick Off,1,From Kick Off,Samuel Eto''o Fils,19298.0,Center Forward,2,Barcelona,217,['0a4f7331-8d1d-4417-b24c-70de75f87a07'],0,,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.463,Pass,,2006/2007
,,,,,,,,,,,,,,,,0.998005,,,,,,,,,,,,,9258af51-e316-4bff-b913-5118ce8b3825,7,,"[60.0, 40.9]",69160,0,,,,-2.3942714,,Right Foot,,,"[49.1, 30.8]",,Ground Pass,,14.860013,,,,Andrés Iniesta Luján,5216.0,,,,,,,1,From Kick Off,Ronaldo de Assis Moreira,25879.0,Left Wing,2,Barcelona,217,['ab5dcff5-f525-4561-abda-5affa4e2ece5'],1,,,,,,,,,,,,,,,,,Barcelona,217,00:00:01.040,Pass,,2006/2007
,,,,,,,,,,,,,,,,1.735772,,,,,,,,,,,,,324bddce-334e-4e3c-ae2c-d828d0eafadc,10,,"[48.2, 31.7]",69160,0,,,,1.6207547,,Right Foot,,,"[46.3, 69.7]",,Low Pass,,38.04747,,,,Gianluca Zambrotta,15774.0,,,,,,,1,From Kick Off,Andrés Iniesta Luján,5216.0,Right Center Midfield,2,Barcelona,217,['b15c10eb-34db-4f19-a634-bb65619afa27'],3,,,,,,,,,,,,,,,,,Barcelona,217,00:00:03.742,Pass,,2006/2007
,,,,,,,,,,,,,,,,0.6998,,,,,,,,,,,,,51739244-5ebe-4f46-b44e-1464d05b0da9,13,,"[46.3, 69.7]",69160,0,,,,-1.344523,,Right Foot,,,"[49.5, 55.8]",,Ground Pass,,14.26359,,,,Xavier Hernández Creus,20131.0,,,,,,,1,From Kick Off,Gianluca Zambrotta,15774.0,Right Back,2,Barcelona,217,['c31f75f5-5c2b-45ab-8f60-c39324ff5a81'],7,,,,,,,,,,,,,,,,,Barcelona,217,00:00:07.620,Pass,,2006/2007
