50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,1.337,,,,,,,,,,,,2f6bbaac-ab7d-4d7f-a40e-4fa62c036cce,17,,"[35.4, 79.4]",265837,0,,,,,-0.5191461,,Head,,,,"[49.4, 71.4]",,High Pass,,16.124516,,,,Gorka Elustondo Urkola,12191.0,,,,,,1,From Kick Off,Joseba Zaldúa Bengoetxea,6605.0,Right Back,2,Real Sociedad,210,['76ea0cf4-7f94-4c1b-bb19-48b30fa935d7'],13,,,,,,,,,,,,,,,,,Real Sociedad,210,00:00:13.911,Pass,,2013/2014
,,,,,,,,,,,,,,,1.330037,,,,,,,,,,,,3b1a3592-7601-484e-a50f-74664e89d325,20,,"[42.3, 72.0]",265837,0,,,,,-2.8748782,,Left Foot,,,,"[24.0, 67.0]",,High Pass,,18.970766,,,,Mikel González de Martín Martínez,16622.0,,,,,,1,From Kick Off,Gorka Elustondo Urkola,12191.0,Left Defensive Midfield,2,Real Sociedad,210,['6a3ae5d5-2830-435f-81b7-c63d0851a9d5'],16,,,,,,,,,,,,,,,,,Real Sociedad,210,00:00:16.141,Pass,,2013/2014
,,,,,,,,,,,,,,,1.844,,,,,,,,,,,,ffd892b3-dbb5-419f-8366-3e88277a2574,24,,"[24.6, 65.5]",265837,0,,,,,-0.47895253,,Left Foot,,,,"[63.5, 45.3]",,High Pass,,43.832066,,,,Antoine Griezmann,5487.0,,,,,,1,From Kick Off,Mikel González de Martín Martínez,16622.0,Right Center Back,2,Real Sociedad,210,"['628a2a89-2529-46d8-9e3f-48fbb240d13e', 'b5292098-a6a5-4629-a919-02d7361d32d9']",19,,,,,,,,,,,,,,,,,Real Sociedad,210,00:00:19.116,Pass,True,2013/2014
,,,,,,,,,,,,,,,0.882,,,,,,,,,,,,95e2416d-a341-4936-b13e-e16b16f16e69,26,,"[63.5, 45.3]",265837,0,,,,,-2.868584,,Left Foot,,,,"[58.5, 43.9]",,Low Pass,,5.192302,,,,Sergio Canales Madrazo,6673.0,,,,,,1,From Kick Off,Antoine Griezmann,5487.0,Left Wing,2,Real Sociedad,210,['b5ecb186-3dce-4a6d-9d85-39f8b257a98b'],20,,,,,,,,,,,,,,,,,Real Sociedad,210,00:00:20.960,Pass,,2013/2014
,,,,,,,,,,,,,,,2.626283,,,,,,,,,,,,6130fd7f-0901-4760-98d9-1fa75635e179,29,,"[59.7, 40.7]",265837,0,,,,,0.9492697,,Left Foot,,,,"[86.2, 77.7]",,High Pass,,45.510986,,,,Carlos Alberto Vela Garrido,5560.0,,,,,,1,From Kick Off,Sergio Canales Madrazo,6673.0,Right Wing,2,Real Sociedad,210,['c718a2ad-0a24-40fa-8025-b4a6d221819c'],22,,,,,,,,,,,,,,,,,Real Sociedad,210,00:00:22.556,Pass,,2013/2014
,,,,,,,,,,,,,,,0.2517,,,,,,,,,,,,42599d49-8cf2-40a5-8190-449faef87801,32,,"[92.9, 66.8]",265837,0,,,,,-1.0851742,,Left Foot,,,,"[94.8, 63.2]",,High Pass,,4.0706263,,Incomplete,,Antoine Griezmann,5487.0,,,,,,1,From Kick Off,Carlos Alberto Vela Garrido,5560.0,Center Forward,2,Real Sociedad,210,"['4f05a4dc-2504-4c13-b22d-8ea01fbfef1f', '9cec4abb-13b4-4085-94af-c003ff31cdb5']",27,,,,,,,,,,,,,,,,,Real Sociedad,210,00:00:27.291,Pass,,2013/2014
,,,,,,,,,,,,,,,2.929153,,,,,,,,,,,,d652b5fc-d9c2-4171-9a44-6d8646471400,35,,"[79.5, 48.1]",265837,0,,,,,-1.5783434,,Right Foot,,,,"[79.3, 21.6]",,High Pass,,26.500755,,,,José Ángel Valdés Díaz,6705.0,,,,,Recovery,1,From Kick Off,Markel Bergara Larrañaga,6633.0,Right Defensive Midfield,2,Real Sociedad,210,['5bb10144-0402-45dd-97a6-c832160e7eb3'],30,,,,,,,,,,,,,,,,,Real Sociedad,210,00:00:30.936,Pass,,2013/2014
,,,,,,,,,,,,,,,0.887339,,,,,,,,,,,,5e6359eb-248c-40b0-8c43-48fc57492bac,38,,"[87.1, 20.5]",265837,0,,,,,3.0860941,,Left Foot,,,,"[70.9, 21.4]",,Ground Pass,,16.224981,,,,David Zurutuza Veillet,6669.0,,,,,,1,From Kick Off,José Ángel Valdés Díaz,6705.0,Left Back,2,Real Sociedad,210,['714aa396-bb67-415f-97f9-b7e03264d034'],36,,,,,,,,,,,,,,,,,Real Sociedad,210,00:00:36.619,Pass,,2013/2014
,,,,,,,,,,,,,,,2.066574,,,,,,,,,,,,5187029b-8bab-4c2b-9ee8-28424f867e9d,42,,"[68.8, 21.2]",265837,0,,,,,2.9669204,,Right Foot,,,,"[50.1, 24.5]",,Ground Pass,,18.988945,,,,Íñigo Martínez Berridi,6665.0,,,,,,1,From Kick Off,David Zurutuza Veillet,6669.0,Center Attacking Midfield,2,Real Sociedad,210,['6d604464-58ce-47b4-9dfe-92a259b092f1'],39,,,,,,,,,,,,,,,,,Real Sociedad,210,00:00:39.373,Pass,,2013/2014
,,,,,,,,,,,,,,,2.439074,,,,,,,,,,,,e8cb39b0-e254-4c1f-a328-59f65ad66699,44,,"[50.7, 25.4]",265837,0,,,,,2.72198,,Left Foot,,,,"[17.3, 40.3]",,Ground Pass,,36.572803,,,,Claudio Andrés Bravo Muñoz,4691.0,,,,,,1,From Kick Off,Íñigo Martínez Berridi,6665.0,Left Center Back,2,Real Sociedad,210,['61c2b306-f189-4d01-9e86-c2ad3d0b54d7'],41,,,,,,,,,,,,,,,,,Real Sociedad,210,00:00:41.440,Pass,,2013/2014
,,,,,,,,,,,,,,,1.616744,,,,,,,,,,,,2cf3916f-3e02-4f45-b87b-f40722d3e9bf,47,,"[17.9, 40.7]",265837,0,,,,,-1.0378456,,Right Foot,,,,"[28.4, 22.9]",,Ground Pass,,20.666157,,,,Íñigo Martínez Berridi,6665.0,,,,,,1,From Kick Off,Claudio Andrés Bravo Muñoz,4691.0,Goalkeeper,2,Real Sociedad,210,['0f250fbe-54a9-4cb5-b204-b6b31ed9553c'],44,,,,,,,,,,,,,,,,,Real Sociedad,210,00:00:44.614,Pass,,2013/2014
,,,,,,,,,,,,,,,0.9737,,,,,,,,,,,,15f44a11-a737-4fbb-80a4-5d045829ce38,50,,"[50.1, 16.8]",265837,0,,,,,0.31607953,,Left Foot,,,,"[66.0, 22.0]",,Low Pass,,16.728718,,,,Antoine Griezmann,5487.0,,,,,,1,From Kick Off,Íñigo Martínez Berridi,6665.0,Left Center Back,2,Real Sociedad,210,['35f8fecc-5436-47b8-a6bb-ef11d4446046'],50,,,,,,,,,,,,,,,,,Real Sociedad,210,00:00:50.789,Pass,,2013/2014
,,,,,,,,,,,,,,,1.477545,,,,,,,,,,,,cfca696a-1136-444d-adbe-3dda27192591,53,,"[67.1, 20.8]",265837,0,,,,,-1.5162058,,Left Foot,,,,"[68.1, 2.5]",,Low Pass,,18.327303,,Out,,José Ángel Valdés Díaz,6705.0,,,,,,1,From Kick Off,Antoine Griezmann,5487.0,Left Wing,2,Real Sociedad,210,"['47c621b9-5705-45c0-98dc-ab2b26d4e8a0', '728874b4-79a4-44c1-8195-3e5f372bc822']",51,,,,,,,,,,,,,,,,,Real Sociedad,210,00:00:51.762,Pass,True,2013/2014
,,,,,,,,,,,,,,,1.0276,,,,,,,,,,,,4877a394-cc26-48d3-9172-60d497ffbf6e,55,,"[53.9, 80.0]",265837,1,,,,,-0.59578454,,,,,,"[59.8, 76.0]",,Low Pass,,7.1281133,,,,Pedro Eliezer Rodríguez Ledesma,3958.0,,,,,Throw-in,1,From Throw In,Martín Montoya Torralbo,6593.0,Right Back,3,Barcelona,217,['019212ca-c9d2-416f-b147-82e83339cf25'],2,,,,,,,,,,,,,,,,,Barcelona,217,00:01:02.876,Pass,,2013/2014
,,,,,,,,,,,,,,,0.50027,,,,,,,,,,,,26e63795-3484-495a-8a56-dc791d62e5c4,59,,"[59.8, 75.0]",265837,1,,,,,2.685819,,Right Foot,,,,"[54.7, 77.5]",,Ground Pass,,5.6797886,,,,Martín Montoya Torralbo,6593.0,,,,,,1,From Throw In,Pedro Eliezer Rodríguez Ledesma,3958.0,Right Wing,3,Barcelona,217,['8c8648d2-106e-4480-8e1b-abaddc2d25e8'],4,,,,,,,,,,,,,,,,,Barcelona,217,00:01:04.437,Pass,,2013/2014
,,,,,,,,,,,,,,,0.685585,,,,,,,,,,,,ae0fa79c-fb76-4ab3-9730-af9b5bc8d75e,62,,"[53.3, 77.1]",265837,1,,,,,-1.744292,,Right Foot,,,,"[51.6, 67.4]",,Low Pass,,9.847842,,Incomplete,,Alexandre Dimitri Song-Billong,27053.0,,,,,,1,From Throw In,Martín Montoya Torralbo,6593.0,Right Back,3,Barcelona,217,"['b3395f6f-bddf-4950-a897-b87fd534b419', 'caed432d-1107-4dfe-b32f-7520cff1b53f']",4,,,,,,,,,,,,,,,,,Barcelona,217,00:01:04.955,Pass,,2013/2014
,,,,,,,,,,,,,,,1.945219,,,,,,,,,,,,3d53591f-0f23-4f8f-817e-e0f7d0d3b1f6,68,,"[43.2, 68.9]",265837,1,,,,,-2.0450335,,Left Foot,,,,"[29.7, 42.6]",,Ground Pass,,29.562477,,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,From Throw In,Alexandre Dimitri Song-Billong,27053.0,Right Center Midfield,3,Barcelona,217,['254a4125-ea1f-497a-a32e-22130e8f5505'],7,,,,,,,,,,,,,,,,,Barcelona,217,00:01:07.859,Pass,,2013/2014
,,,,,,,,,,,,,,,1.96007,,,,,,,,,,,,cef57bd1-22eb-4ed7-bdb7-c4158fe491f8,71,,"[37.5, 29.8]",265837,1,,,,,-0.801638,,Right Foot,,,,"[58.7, 7.9]",,Ground Pass,,30.480322,,,,Andrés Iniesta Luján,5216.0,,,,,,1,From Throw In,Gerard Piqué Bernabéu,5213.0,Left Center Back,3,Barcelona,217,['53519917-140e-429e-acdc-1681e0fecd66'],12,,,,,,,,,,,,,,,,,Barcelona,217,00:01:12.175,Pass,,2013/2014
,,,,,,,,,,,,,,,1.031862,,,,,,,,,,,,ae1e0d0e-4699-44ec-b375-990abe139bae,74,,"[62.7, 9.2]",265837,1,,,,,-1.6085143,,Right Foot,,,,"[62.5, 3.9]",,Ground Pass,,5.3037724,,,,Neymar da Silva Santos Junior,4320.0,,,,,,1,From Throw In,Andrés Iniesta Luján,5216.0,Left Center Midfield,3,Barcelona,217,['6c9115c6-e864-4ec7-a091-bae66749b9c0'],16,,,,,,,,,,,,,,,,,Barcelona,217,00:01:16.546,Pass,,2013/2014
,,,,,,,,,,,,,,,0.846329,,,,,,,,,,,,8fad7132-58f9-4f5c-ad76-d6de31454298,77,,"[68.0, 4.3]",265837,1,,,,,1.9874986,,Right Foot,,,,"[65.3, 10.4]",,Ground Pass,,6.670832,,,,Adriano Correia Claro,22102.0,,,,,,1,From Throw In,Neymar da Silva Santos Junior,4320.0,Left Wing,3,Barcelona,217,['f1a2931a-06fa-420a-961f-dd44ef8f2efa'],18,,,,,,,,,,,,,,,,,Barcelona,217,00:01:18.396,Pass,,2013/2014
,,,,,,,,,,,,,,,1.547813,,,,,,,,,,,,1d235a26-4e28-4afa-aa8e-cf71d1773167,80,,"[65.3, 10.4]",265837,1,,,,,-0.9107873,,Right Foot,,,,"[70.5, 3.7]",,Ground Pass,,8.481155,,,,Neymar da Silva Santos Junior,4320.0,,,,,,1,From Throw In,Adriano Correia Claro,22102.0,Left Back,3,Barcelona,217,['f93e7200-1955-45de-906c-08835fe4c2fd'],20,,,,,,,,,,,,,,,,,Barcelona,217,00:01:20.082,Pass,,2013/2014
,,,,,,,,,,,,,,,0.9507,,,,,,,,,,,,25555856-1e0e-440f-be9a-b32d1b3bf632,83,,"[78.3, 4.3]",265837,1,,,,,2.6571147,,Right Foot,,,,"[70.7, 8.3]",,Ground Pass,,8.588365,,,,Andrés Iniesta Luján,5216.0,,,,,,1,From Throw In,Neymar da Silva Santos Junior,4320.0,Left Wing,3,Barcelona,217,['5834906a-1bb2-40dd-839c-01ed79cd9ec2'],24,,,,,,,,,,,,,,,,,Barcelona,217,00:01:24.012,Pass,,2013/2014
,,,,,,,,,,,,,,,1.329249,,,,,,,,,,,,632009d5-c7ee-49bc-a274-03f792390be5,87,,"[67.1, 7.7]",265837,1,,,,,2.040773,,Right Foot,,,,"[57.5, 26.6]",,Ground Pass,,21.198349,,,,Alexandre Dimitri Song-Billong,27053.0,,,,,,1,From Throw In,Andrés Iniesta Luján,5216.0,Left Center Midfield,3,Barcelona,217,"['93b2651d-5fdf-4bcc-977c-90111d436b72', 'a18d2b3f-339a-43cf-831e-600a652272ba']",26,,,,,,,,,,,,,,,,,Barcelona,217,00:01:26.831,Pass,True,2013/2014
,,,,,,,,,,,,,,,2.3058,,,,,,,,,,,,96f8f478-134d-4899-b6fc-ad996b80622e,90,,"[54.5, 25.6]",265837,1,,,,,1.6789255,,Right Foot,,,,"[51.2, 56.0]",,Ground Pass,,30.578587,,,,Marc Bartra Aregall,7068.0,,,,,,1,From Throw In,Alexandre Dimitri Song-Billong,27053.0,Right Center Midfield,3,Barcelona,217,['c32efdf1-80ad-4a80-9295-9bc2cb3fb0c7'],29,,,,,,,,,,,,,,,,,Barcelona,217,00:01:29.275,Pass,,2013/2014
,,,,,,,,,,,,,,,1.688216,,,,,,,,,,,,539ad24d-929f-4691-8b13-4adb6ed6f3a3,93,,"[51.2, 57.5]",265837,1,,,,,0.9901556,,Right Foot,,,,"[63.6, 76.4]",,Ground Pass,,22.604645,,,,Martín Montoya Torralbo,6593.0,,,,,,1,From Throw In,Marc Bartra Aregall,7068.0,Right Center Back,3,Barcelona,217,['b67b1897-d468-4999-8349-06fdb8191467'],31,,,,,,,,,,,,,,,,,Barcelona,217,00:01:31.661,Pass,,2013/2014
,,,,,,,,,,,,,,,0.690401,,,,,,,,,,,,edad9341-c479-4c51-b3f2-0eef03a50f6a,96,,"[63.6, 76.4]",265837,1,,,,,0.05807416,,Right Foot,,,,"[72.2, 76.9]",,Ground Pass,,8.614523,,,,Pedro Eliezer Rodríguez Ledesma,3958.0,,,,,,1,From Throw In,Martín Montoya Torralbo,6593.0,Right Back,3,Barcelona,217,['011b4480-91f6-4996-9424-14a01ffec618'],34,,,,,,,,,,,,,,,,,Barcelona,217,00:01:34.303,Pass,,2013/2014
,,,,,,,,,,,,,,,0.815729,,,,,,,,,,,,4751813e-05f2-4ecc-83a0-62772ea511fd,99,,"[72.8, 78.1]",265837,1,,,,,-3.0367157,,Right Foot,,,,"[67.1, 77.5]",,Ground Pass,,5.731492,,,,Martín Montoya Torralbo,6593.0,,,,,,1,From Throw In,Pedro Eliezer Rodríguez Ledesma,3958.0,Right Wing,3,Barcelona,217,['22e72e7a-2a3f-4827-87c3-76c1f1bc4a97'],35,,,,,,,,,,,,,,,,,Barcelona,217,00:01:35.073,Pass,,2013/2014
,,,,,,,,,,,,,,,0.96872,,,,,,,,,,,,e97b30ae-bc90-473a-bbc8-919069abcaca,102,,"[66.7, 74.1]",265837,1,,,,,-2.0344439,,Right Foot,,,,"[62.7, 66.1]",,Ground Pass,,8.944272,,,,Sergio Busquets i Burgos,5203.0,,,,,,1,From Throw In,Martín Montoya Torralbo,6593.0,Right Back,3,Barcelona,217,['ebbe3a3e-a8bc-46e9-b0ae-3dfdefe4b842'],36,,,,,,,,,,,,,,,,,Barcelona,217,00:01:36.553,Pass,,2013/2014
,,,,,,,,,,,,,,,0.575929,,,,,,,,,,,,1cc8207d-3289-4d92-80e1-af3c0067e902,105,,"[63.2, 66.3]",265837,1,,,,,1.5707964,,Right Foot,,,,"[63.2, 74.1]",,Ground Pass,,7.8,,,,Martín Montoya Torralbo,6593.0,,,,,,1,From Throw In,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,3,Barcelona,217,['7447667a-012b-48f9-a497-56a9a2ceb34f'],37,,,,,,,,,,,,,,,,,Barcelona,217,00:01:37.562,Pass,,2013/2014
,,,,,,,,,,,,,,,2.0201,,,,,,,,,,,,404da086-29d0-4f51-aaa8-8feb53e7657a,108,,"[63.4, 74.1]",265837,1,,,,,-2.974161,,Left Foot,,,,"[35.0, 69.3]",,Ground Pass,,28.802778,,,,Marc Bartra Aregall,7068.0,,,,,,1,From Throw In,Martín Montoya Torralbo,6593.0,Right Back,3,Barcelona,217,['b832bfab-d38a-40a4-895b-14ee52fdbf1e'],38,,,,,,,,,,,,,,,,,Barcelona,217,00:01:38.378,Pass,,2013/2014
,,,,,,,,,,,,,,,1.885868,,,,,,,,,,,,900457b2-6364-4c06-8014-dc220ba1d739,111,,"[28.9, 52.5]",265837,1,,,,,-1.5659183,,Right Foot,,,,"[29.1, 11.5]",,Ground Pass,,41.00049,,,,Gerard Piqué Bernabéu,5213.0,,True,,,,1,From Throw In,Marc Bartra Aregall,7068.0,Right Center Back,3,Barcelona,217,['39beb3e9-a820-48c1-8db7-ea13e5265489'],43,,,,,,,,,,,,,,,,,Barcelona,217,00:01:43.931,Pass,,2013/2014
,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,0b05f32b-b9f0-4181-ae9e-e23aa2a23f95,115,,"[27.4, 13.6]",265837,1,,,,,2.361349,,Right Foot,,,,"[7.9, 32.9]",,Ground Pass,,27.436108,,,,Víctor Valdés Arribas,20176.0,,,,,,1,From Throw In,Gerard Piqué Bernabéu,5213.0,Left Center Back,3,Barcelona,217,['a0a350ee-180e-4c6d-9b72-6f8593f533b7'],47,,,,,,,,,,,,,,,,,Barcelona,217,00:01:47.277,Pass,,2013/2014
