50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,4.8046,,,,,,,,,,,,,,,,ab3537c6-34cf-40ca-98c0-67417d137e62,2839,,"[83.8, 48.6]",69307,65,,,,,-0.9694966,,Head,,,"[107.4, 14.2]",,Low Pass,,41.717144,,,Incomplete,,Masoud Shojaei Soleimani,5238.0,,,,,,2,Regular Play,Dejan Lekić,23975.0,Center Forward,160,Osasuna,422,"['451b7d5e-100f-4173-8628-9f9d2208baa9', 'abdf653a-6899-4d39-9396-2aae198746ec']",49,,,,,,,,,,,,,,,,,Osasuna,422,00:20:49.921,Pass,,2010/2011
,,,,,,,,,,,,,,,,,0.830064,,,,,,,,,,,,,,,,a52a5447-0d88-4ee9-b63c-0ae7f125d3b2,2846,,"[25.3, 71.4]",69307,65,,,,,-0.71770513,,Right Foot,,,"[31.6, 65.9]",,Ground Pass,,8.363014,,,,,Xavier Hernández Creus,20131.0,,,,,,2,Regular Play,Daniel Alves da Silva,4324.0,Right Back,161,Barcelona,217,['4119020f-25f9-44ca-8bf6-bf8a0e40e1a7'],57,,,,,,,,,,,,,,,,,Barcelona,217,00:20:57.379,Pass,,2010/2011
,,,,,,,,,,,,,,,,,1.937008,,,,,,,,,,,,,,,,02018465-f72c-430b-8507-f1ec80ce1b25,2849,,"[31.4, 58.6]",69307,66,,,,,-2.627794,,Right Foot,,,"[21.3, 52.9]",,Ground Pass,,11.597413,,,,,Gerard Piqué Bernabéu,5213.0,,,,,,2,Regular Play,Xavier Hernández Creus,20131.0,Right Center Midfield,161,Barcelona,217,['f9fc285d-dd56-446f-8496-ab64015a7795'],0,,,,,,,,,,,,,,,,,Barcelona,217,00:21:00.171,Pass,,2010/2011
,,,,,,,,,,,,,,,,,1.913536,,,,,,,,,,,,,,,,a6b7930d-08d0-4134-a8e4-fd45951b66c7,2852,,"[21.3, 52.9]",69307,66,,,,,1.5301211,,Right Foot,,,"[22.0, 70.1]",,Ground Pass,,17.21424,,,,,Xavier Hernández Creus,20131.0,,,,,,2,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,161,Barcelona,217,['3ca3ef6c-4606-423e-9f84-d785115ca612'],2,,,,,,,,,,,,,,,,,Barcelona,217,00:21:02.594,Pass,,2010/2011
,,,,,,,,,,,,,,,,,3.770002,,,,,,,,,,,,,,,,b843889b-1ee3-46f5-b155-15da9f0c2830,2855,,"[22.6, 69.7]",69307,66,,,,,-2.0966253,,Right Foot,,,"[4.9, 39.2]",,Ground Pass,,35.263863,,,,,Víctor Valdés Arribas,20176.0,,,,,,2,Regular Play,Xavier Hernández Creus,20131.0,Right Center Midfield,161,Barcelona,217,['786de9ff-afe5-49c7-9e3e-ebbee5bf1920'],7,,,,,,,,,,,,,,,,,Barcelona,217,00:21:07.789,Pass,,2010/2011
,,,,,,,,,,,,,,,,,1.741808,,,,,,,,,,,,,,,,3ae67132-6a5e-4012-b305-92d8064d152a,2857,,"[4.9, 39.2]",69307,66,,,,,-1.3965515,,Right Foot,,,"[9.6, 12.5]",,Low Pass,,27.110514,,,,,Eric-Sylvain Bilal Abidal,20177.0,,,,,,2,Regular Play,Víctor Valdés Arribas,20176.0,Goalkeeper,161,Barcelona,217,['38fc00eb-4865-4115-ad97-19ac3a4661f9'],11,,,,,,,,,,,,,,,,,Barcelona,217,00:21:11.559,Pass,,2010/2011
,,,,,,,,,,,,,,,,,1.706616,,,,,,,,,,,,,,,,14c85024-4dbf-4d37-b237-fa7523dcbd0e,2860,,"[11.2, 10.2]",69307,66,,,,,0.67286915,,Left Foot,,,"[37.3, 31.0]",,High Pass,,33.37439,,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,2,Regular Play,Eric-Sylvain Bilal Abidal,20177.0,Left Back,161,Barcelona,217,['aacd1f45-7163-4b8b-9dea-9b59fd4d3559'],14,,,,,,,,,,,,,,,,,Barcelona,217,00:21:14.882,Pass,,2010/2011
,,,,,,,,,,,,,,,,,1.221737,,,,,,,,,,,,,,,,9d2e19af-7dc2-4e30-ab99-21edfab9d2b6,2866,,"[81.7, 41.9]",69307,66,,,,,1.6824791,,Right Foot,,,"[80.5, 52.6]",,Ground Pass,,10.767079,,,,,Francisco Puñal Martínez,25874.0,,,,,,2,Regular Play,Javad Nekounam,26002.0,Right Defensive Midfield,162,Osasuna,422,['4a8f067c-5f5c-460e-b847-9605cf567b41'],18,,,,,,,,,,,,,,,,,Osasuna,422,00:21:18.364,Pass,,2010/2011
,,,,,,,,,,,,,,,,,0.750679,,,,,,,,,,,,,,,,784516e5-8cd0-457e-860e-f9a26bc35fdb,2869,,"[80.5, 52.6]",69307,66,,,,,-0.4981167,,Right Foot,,,"[86.2, 49.5]",,Ground Pass,,6.4884515,,,,,Sergio Fernández González,25969.0,,,,,,2,Regular Play,Francisco Puñal Martínez,25874.0,Left Defensive Midfield,162,Osasuna,422,['f5a622f7-1e9b-4ec6-b00d-53cff3fb9b71'],19,,,,,,,,,,,,,,,,,Osasuna,422,00:21:19.821,Pass,,2010/2011
,,,,,,,,,,,,,,,,,0.446,,,,,,,,,,,,,,,,d0a4ce32-44f3-4829-912e-c92f670850d6,2872,,"[85.3, 49.3]",69307,66,,,,,2.56159,,Left Foot,,,"[82.4, 51.2]",,Ground Pass,,3.4669871,,,Incomplete,,Francisco Puñal Martínez,25874.0,,,,,,2,Regular Play,Sergio Fernández González,25969.0,Right Center Back,162,Osasuna,422,"['a0d60948-c586-4676-b115-287e511f87eb', 'cba6ef5c-8a23-4f07-b2e0-0da59718d15f']",21,,,,,,,,,,,,,,,,,Osasuna,422,00:21:21.264,Pass,,2010/2011
,,,,,,,,,,,,,,,,,0.473,,,,,,,,,,,,,,,,ec78a129-294f-4def-92d7-6e1564edc05a,2884,,"[29.1, 21.6]",69307,66,,,,,0.45471928,,Right Foot,,,"[38.1, 26.0]",,Ground Pass,,10.017983,,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,Recovery,2,Regular Play,Andrés Iniesta Luján,5216.0,Left Center Midfield,163,Barcelona,217,['0e05d62a-1812-4462-921c-8de55fe4d23b'],25,,,,,,,,,,,,,,,,,Barcelona,217,00:21:25.265,Pass,,2010/2011
,,,,,,,,,,,,,,,,,1.00159,,,,,,,,,,,,,,,,0f3bf0a9-330c-4ed0-b07c-9e194db42411,2887,,"[38.6, 26.0]",69307,66,,,,,-3.0560873,,Right Foot,,,"[31.6, 25.4]",,Ground Pass,,7.025667,,,,,Carles Puyol i Saforcada,20125.0,,,,,,2,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,163,Barcelona,217,['8d6c2e44-1b3d-400f-b563-ef5a7ce0bcab'],25,,,,,,,,,,,,,,,,,Barcelona,217,00:21:25.766,Pass,,2010/2011
,,,,,,,,,,,,,,,,,0.665382,,,,,,,,,,,,,,,,2098f11f-8c7d-45ce-8f44-a280358ba103,2890,,"[31.6, 25.4]",69307,66,,,,,-1.1276938,,Right Foot,,,"[34.4, 19.5]",,Ground Pass,,6.530697,,,,,Andrés Iniesta Luján,5216.0,,,,,,2,Regular Play,Carles Puyol i Saforcada,20125.0,Left Center Back,163,Barcelona,217,['13210acb-21ab-4908-94d0-c213a19ff297'],26,,,,,,,,,,,,,,,,,Barcelona,217,00:21:26.808,Pass,,2010/2011
,,,,,,,,,,,,,,,,,0.585963,,,,,,,,,,,,,,,,eabf7d9c-0472-4ecb-9656-c350770d68d9,2893,,"[34.4, 19.5]",69307,66,,,,,1.3617734,,Right Foot,,,"[36.5, 29.4]",,Ground Pass,,10.120276,,,,,Sergio Busquets i Burgos,5203.0,,,,,,2,Regular Play,Andrés Iniesta Luján,5216.0,Left Center Midfield,163,Barcelona,217,['4be02ead-265a-4c48-a300-41ce08f72992'],28,,,,,,,,,,,,,,,,,Barcelona,217,00:21:28.232,Pass,,2010/2011
,,,,,,,,,,,,,,,,,0.49457,,,,,,,,,,,,,,,,d4393a7c-2b6d-41ac-abd9-1f494ebd2f20,2896,,"[36.5, 29.4]",69307,66,,,,,0.36933365,,Right Foot,,,"[39.6, 30.6]",,Ground Pass,,3.3241541,,,,,Andrés Iniesta Luján,5216.0,,,,,,2,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,163,Barcelona,217,['bdda2d6a-beb1-47f0-940e-23858ce434c7'],28,,,,,,,,,,,,,,,,,Barcelona,217,00:21:28.998,Pass,,2010/2011
,,,,,,,,,,,,,,,,,1.038814,,,,,,,,,,,,,,,,204888bd-6202-4c2d-9b2c-ca5c6b5f3f7b,2899,,"[43.6, 38.6]",69307,66,,,,,1.5011418,,Right Foot,,,"[44.2, 47.2]",,Ground Pass,,8.620905,,,,,Xavier Hernández Creus,20131.0,,,,,,2,Regular Play,Andrés Iniesta Luján,5216.0,Left Center Midfield,163,Barcelona,217,['111feb6e-2690-499e-8a2f-5c2aace65266'],30,,,,,,,,,,,,,,,,,Barcelona,217,00:21:30.577,Pass,,2010/2011
,,,,,,,,,,,,,,,,,0.197328,,,,,,,,,,,,,,,,a23084e9-df88-4a87-a665-b9befea03b99,2906,,"[39.2, 32.3]",69307,66,,,,,-1.5182133,,Right Foot,,,"[39.8, 20.9]",,Ground Pass,,11.415778,,,,,Sergio Busquets i Burgos,5203.0,,,,,,2,Regular Play,Xavier Hernández Creus,20131.0,Right Center Midfield,163,Barcelona,217,['d74b5a80-fcf7-4585-b947-5079c5a07d17'],35,,,,,,,,,,,,,,,,,Barcelona,217,00:21:35.740,Pass,,2010/2011
,,,,,,,,,,,,,,,,,1.769471,,,,,,,,,,,,,,,,891fc84f-dc9c-4b87-962d-2ebb224570f9,2909,,"[39.8, 21.4]",69307,66,,,,,2.2558613,,Right Foot,,,"[33.1, 29.6]",,Low Pass,,10.589146,,,,,Carles Puyol i Saforcada,20125.0,,,,,,2,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,163,Barcelona,217,['50c15930-44b6-4263-bfbd-1156f34b0262'],36,,,,,,,,,,,,,,,,,Barcelona,217,00:21:36.023,Pass,,2010/2011
,,,,,,,,,,,,,,,,,1.250307,,,,,,,,,,,,,,,,016178f8-f52b-41ad-8e4c-2831efe6efde,2912,,"[32.9, 34.8]",69307,66,,,,,1.3571273,,Right Foot,,,"[37.5, 56.0]",,Ground Pass,,21.693317,,,,,Gerard Piqué Bernabéu,5213.0,,,,,,2,Regular Play,Carles Puyol i Saforcada,20125.0,Left Center Back,163,Barcelona,217,['b74d4b27-6dee-41fa-b21b-f0e9a39e3400'],38,,,,,,,,,,,,,,,,,Barcelona,217,00:21:38.442,Pass,,2010/2011
,,,,,,,,,,,,,,,,,0.9298,,,,,,,,,,,,,,,,59719c85-7388-44e1-bfa0-1d1809b1e532,2915,,"[44.9, 56.5]",69307,66,,,,,-1.388628,,Right Foot,,,"[47.0, 45.1]",,Low Pass,,11.591807,,,,,Xavier Hernández Creus,20131.0,,,,,,2,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,163,Barcelona,217,['2f3e4c3e-68f4-46c6-8e83-ad04ce474356'],42,,,,,,,,,,,,,,,,,Barcelona,217,00:21:42.215,Pass,,2010/2011
,,,,,,,,,,,,,,,,,1.347206,,,,,,,,,,,,,,,,90595299-60e7-4972-bef1-388c6440eb8a,2918,,"[48.2, 44.9]",69307,66,,,,,-1.6795608,,Right Foot,,,"[46.3, 27.5]",,Ground Pass,,17.503428,,,,,Sergio Busquets i Burgos,5203.0,,,,,,2,Regular Play,Xavier Hernández Creus,20131.0,Right Center Midfield,163,Barcelona,217,['1a04aefd-fca4-43bf-aeef-5d9ac465519e'],45,,,,,,,,,,,,,,,,,Barcelona,217,00:21:45.454,Pass,,2010/2011
,,,,,,,,,,,,,,,,,1.217812,,,,,,,,,,,,,,,,020c1ad9-5958-4ae1-a093-55d29687aca2,2921,,"[52.0, 21.4]",69307,66,,,,,-0.9065961,,Right Foot,,,"[65.7, 3.9]",,Ground Pass,,22.22476,,,,,Pedro Eliezer Rodríguez Ledesma,3958.0,,,,,,2,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,163,Barcelona,217,['b3fb413b-422d-47a4-a7ce-2ba893dcf714'],48,,,,,,,,,,,,,,,,,Barcelona,217,00:21:48.358,Pass,,2010/2011
,,,,,,,,,,,,,,,,,1.132,,,,,,,,,,,,,,,,be309976-41bd-41a9-bad5-db4125df8650,2924,,"[65.7, 6.4]",69307,66,,,,,2.7209294,,Right Foot,,,"[54.3, 11.5]",,Ground Pass,,12.488795,,,,,Sergio Busquets i Burgos,5203.0,,,,,,2,Regular Play,Pedro Eliezer Rodríguez Ledesma,3958.0,Right Wing,163,Barcelona,217,['0755e833-effa-44ee-a6f4-751907c82585'],51,,,,,,,,,,,,,,,,,Barcelona,217,00:21:51.398,Pass,,2010/2011
,,,,,,,,,,,,,,,,,0.848634,,,,,,,,,,,,,,,,b9a453b7-9cef-432a-8213-a47ecd3ea865,2927,,"[49.7, 14.6]",69307,66,,,,,0.81429183,,Right Foot,,,"[58.1, 23.5]",,Ground Pass,,12.238055,,,,,Xavier Hernández Creus,20131.0,,,,,,2,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,163,Barcelona,217,['0e0836ce-836e-4afe-a163-54da778c0c50'],54,,,,,,,,,,,,,,,,,Barcelona,217,00:21:54.461,Pass,,2010/2011
,,,,,,,,,,,,,,,,,0.788721,,,,,,,,,,,,,,,,e84562a2-835a-4d17-8f14-3cfd42412970,2930,,"[57.9, 24.5]",69307,66,,,,,1.2733235,,Right Foot,,,"[62.1, 38.2]",,Ground Pass,,14.329341,,,,,Andrés Iniesta Luján,5216.0,,,,,,2,Regular Play,Xavier Hernández Creus,20131.0,Right Center Midfield,163,Barcelona,217,['6011cb24-ba7e-4ca3-aca9-0c890c8dc5a7'],55,,,,,,,,,,,,,,,,,Barcelona,217,00:21:55.842,Pass,,2010/2011
,,,,,,,,,,,,,,,,,2.02,,,,,,,,,,,,,,,,20b26486-0eb5-43fb-b2d3-b18dc0de5dfd,2933,,"[56.8, 38.2]",69307,66,,,,,2.1498706,,Right Foot,,,"[43.2, 59.0]",,Ground Pass,,24.851559,,,,,Gerard Piqué Bernabéu,5213.0,,,,,,2,Regular Play,Andrés Iniesta Luján,5216.0,Left Center Midfield,163,Barcelona,217,['176769b5-1972-4c97-bc8b-3af3d17edb57'],59,,,,,,,,,,,,,,,,,Barcelona,217,00:21:59.172,Pass,,2010/2011
,,,,,,,,,,,,,,,,,1.6136,,,,,,,,,,,,,,,,4d4cd3af-89c4-47ca-93b9-741a2c2294ef,2935,,"[42.6, 60.0]",69307,67,,,,,0.5966604,,Right Foot,,,"[58.5, 70.8]",,Ground Pass,,19.221083,,,,,Daniel Alves da Silva,4324.0,,,,,,2,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,163,Barcelona,217,['728203e6-35c6-4644-9b4f-8aabeb099b3e'],1,,,,,,,,,,,,,,,,,Barcelona,217,00:22:01.192,Pass,,2010/2011
,,,,,,,,,,,,,,,,,1.141585,,,,,,,,,,,,,,,,17ec391a-f556-43f8-95b0-b9b33de2a073,2938,,"[71.3, 68.2]",69307,67,,,,,-1.3017786,,Right Foot,,,"[77.2, 46.8]",,Low Pass,,22.198423,,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,2,Regular Play,Daniel Alves da Silva,4324.0,Right Back,163,Barcelona,217,['bfc29753-902d-4da2-a099-4a40b23d61db'],5,,,,,,,,,,,,,,,,,Barcelona,217,00:22:05.500,Pass,,2010/2011
,,,,,,,,,,,,,,,,,1.21515,,,,,,,,,,,,,,,,eede8171-5761-468b-a80a-14875ee6186b,2947,,"[8.2, 42.1]",69307,67,,True,,,0.12735574,,Drop Kick,,,"[73.8, 50.5]",,High Pass,,66.13562,,,Incomplete,,,,,,,,,2,Regular Play,Ricardo López Felipe,25912.0,Goalkeeper,163,Barcelona,217,['592887f1-3e69-4862-95d1-85f2cc52cea9'],23,,,,,,,,,,,,,,,,,Osasuna,422,00:22:23.397,Pass,,2010/2011
,,,,,,,,,,,,,,,,,0.63,,,,,,,,,,,,,,,,30a24d88-96fe-4896-9b62-909a76d0e129,2950,,"[74.8, 54.5]",69307,67,,,,True,2.3561945,,,,,"[71.4, 57.9]",,High Pass,,4.8083262,,,Incomplete,,Nélson Augusto Tomar Marcos,26589.0,,,,,Recovery,2,Regular Play,Francisco Puñal Martínez,25874.0,Left Defensive Midfield,163,Barcelona,217,"['186d6072-d726-4b87-964f-d9e517bf168c', '3ecb580d-ebf4-48c3-9abc-c75152221baa', 'c7ebf59f-ba90-4754-b842-be1b125ba1a7']",27,,,,,,,,,,,,,,,,,Osasuna,422,00:22:27.120,Pass,True,2010/2011
,,,,,,,,,,,,,,,,,2.3043,,,,,,,,,,,,,,,,c7ebf59f-ba90-4754-b842-be1b125ba1a7,2952,,"[48.7, 22.2]",69307,67,,,,,0.3749323,,Left Foot,,,"[64.2, 28.3]",,Low Pass,,16.657131,,,Incomplete,,Xavier Hernández Creus,20131.0,,,,,Recovery,2,Regular Play,Pedro Eliezer Rodríguez Ledesma,3958.0,Right Wing,163,Barcelona,217,"['293f204f-30cc-49b8-bfdf-305a19f97137', '30a24d88-96fe-4896-9b62-909a76d0e129', '84bddcd3-2bd9-4507-a6c1-0d8fd7235712']",27,,,,,,,,,,,,,,,,,Barcelona,217,00:22:27.750,Pass,,2010/2011
,,,,,,,,,,,,,,,,,3.939788,,,,,,,,,,,,,,,,84bddcd3-2bd9-4507-a6c1-0d8fd7235712,2954,,"[55.9, 51.8]",69307,67,,,,,-0.8894345,,Right Foot,,,"[97.5, 0.5]",,High Pass,,66.04733,,,Out,,Masoud Shojaei Soleimani,5238.0,,True,,,Recovery,2,Regular Play,Sergio Fernández González,25969.0,Right Center Back,163,Barcelona,217,"['1e9080ff-cd8a-47c9-867a-d655b0c9e9b0', 'c7ebf59f-ba90-4754-b842-be1b125ba1a7']",30,,,,,,,,,,,,,,,,,Osasuna,422,00:22:30.054,Pass,,2010/2011
,,,,,,,,,,,,,,,,,1.782653,,,,,,,,,,,,,,,,e9435554-060c-4d9b-ac33-4401db827860,2956,,"[25.3, 80.0]",69307,67,,True,,,-0.5933502,,,,,"[46.8, 65.5]",,Low Pass,,25.932606,,,,,Sergio Busquets i Burgos,5203.0,,,,,Throw-in,2,From Throw In,Daniel Alves da Silva,4324.0,Right Back,164,Barcelona,217,['1621b3b6-d62d-493f-aa0a-924ad2efcde2'],45,,,,,,,,,,,,,,,,,Barcelona,217,00:22:45.070,Pass,,2010/2011
,,,,,,,,,,,,,,,,,1.23697,,,,,,,,,,,,,,,,3de750c2-9778-4ef5-bf4d-0a606260998c,2958,,"[51.8, 60.7]",69307,67,,True,,,-1.531213,,Right Foot,,,"[52.2, 50.6]",,Ground Pass,,10.107918,,,,,Xavier Hernández Creus,20131.0,,,,,,2,From Throw In,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,164,Barcelona,217,['a476c231-20af-47a4-a2f2-6447b9c26695'],47,,,,,,,,,,,,,,,,,Barcelona,217,00:22:47.741,Pass,,2010/2011
,,,,,,,,,,,,,,,,,2.437836,,,,,,,,,,,,,,,,d0c099d1-52af-4435-b857-acd44c7ebd19,2960,,"[51.4, 50.4]",69307,67,,,,,-0.9754409,,Right Foot,,,"[78.9, 9.8]",,High Pass,,49.036823,,,,,Pedro Eliezer Rodríguez Ledesma,3958.0,,True,,,,2,From Throw In,Xavier Hernández Creus,20131.0,Right Center Midfield,164,Barcelona,217,['c7424611-d692-404e-b3bc-e30e6f0dc3e0'],49,,,,,,,,,,,,,,,,,Barcelona,217,00:22:49.970,Pass,,2010/2011
,,,,,,,,,,,,,,,,,0.5538,,,,,,,,,,,,,,,,e48598bd-fbb8-4504-98ab-2cccf7b2d90b,2963,,"[112.1, 26.8]",69307,67,,,,,1.5707964,,Left Foot,,,"[112.1, 39.7]",,Low Pass,,12.9,,,Incomplete,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,2,From Throw In,Pedro Eliezer Rodríguez Ledesma,3958.0,Right Wing,164,Barcelona,217,"['9068929d-4e3a-47ad-9976-a3e332897f9c', 'f6143b51-6668-4490-83c3-25f98768a0f7']",57,,,,,,,,,,,,,,,,,Barcelona,217,00:22:57.009,Pass,,2010/2011
,,,,,,,,,,,,,,,,,1.8496,,,,,,,,,,,,,,,,fb69ae27-ac56-46d7-b676-887b0d8a9cad,2966,,"[120.0, 80.0]",69307,68,,,,,-1.7880898,,Right Foot,,,"[111.5, 41.5]",,High Pass,,39.427147,,,Incomplete,True,Gerard Piqué Bernabéu,5213.0,,,Outswinging,,Corner,2,From Corner,Xavier Hernández Creus,20131.0,Right Center Midfield,165,Barcelona,217,"['a34bbe27-8544-4e97-9f78-14e9c25c99cb', 'fc1306cf-86ad-4977-a245-de7b396b3993']",35,,,,,,,,,,,,,,,,,Barcelona,217,00:23:35.650,Pass,,2010/2011
,,,,,,,,,,,,,,,,,1.5458,,,,,,,,,,,,,,,,9f3e1d8a-5a72-400f-9e1a-15419db3d36b,2975,,"[18.9, 33.3]",69307,68,,,,,-0.7017946,,Right Foot,,,"[28.6, 25.1]",,Ground Pass,,12.701574,,,,,Dejan Lekić,23975.0,,,,,Recovery,2,Regular Play,Francisco Puñal Martínez,25874.0,Left Defensive Midfield,166,Osasuna,422,['687a36d0-2d24-40eb-9bb1-c3da70ed7ce1'],41,,,,,,,,,,,,,,,,,Osasuna,422,00:23:41.802,Pass,,2010/2011
,,,,,,,,,,,,,,,,,2.030678,,,,,,,,,,,,,,,,ba921910-e8b3-4307-a3bf-e2a7737d7388,2979,,"[28.2, 19.9]",69307,68,,,,,-0.8753801,,Right Foot,,,"[40.3, 5.4]",,Ground Pass,,18.885445,,,,,Masoud Shojaei Soleimani,5238.0,,,,,,2,Regular Play,Dejan Lekić,23975.0,Center Forward,166,Osasuna,422,"['27c33dba-54bc-4d4e-b6c8-29d15f9d37f0', '8dd3c4d1-7b87-4ae1-ace3-bb671b46b701']",44,,,,,,,,,,,,,,,,,Osasuna,422,00:23:44.567,Pass,True,2010/2011
,,,,,,,,,,,,,,,,,2.935,,,,,,,,,,,,,,,,d75a0146-8029-45e9-bce4-11adaf63344f,2987,,"[55.1, 15.2]",69307,68,,,,,0.7390737,,Right Foot,,,"[94.6, 51.2]",,High Pass,,53.443897,,,Incomplete,,Juan Francisco Torres Belén,6375.0,,,,,,2,Regular Play,Masoud Shojaei Soleimani,5238.0,Left Wing,166,Osasuna,422,"['004d1bcc-1853-47cf-9e0a-b4d9c40e655e', '43d5173e-6a1e-4f6d-9bb1-76d58e9a3c09']",49,,,,,,,,,,,,,,,,,Osasuna,422,00:23:49.243,Pass,,2010/2011
,,,,,,,,,,,,,,,,,1.4512,,,,,,,,,,,,,,,,54575f8e-ae51-4a30-ae06-3a0d0ccdfc5c,2990,,"[76.1, 80.0]",69307,69,,,,,-0.48947212,,,,,"[86.8, 74.3]",,High Pass,,12.12353,,,Incomplete,,Juan Francisco Torres Belén,6375.0,,,,,Throw-in,2,From Throw In,Nélson Augusto Tomar Marcos,26589.0,Right Back,167,Osasuna,422,"['01fdf648-9df3-4930-951c-b145a8ce464d', '707460bf-dd8b-47a3-9ff6-80908d8555f7']",6,,,,,,,,,,,,,,,,,Osasuna,422,00:24:06.442,Pass,,2010/2011
,,,,,,,,,,,,,,,,,0.919498,,,,,,,,,,,,,,,,117f1362-c6a2-49a3-be8f-a50b0ffdac79,2993,,"[43.8, 12.1]",69307,69,,,,,-2.4420755,,Other,,,"[35.6, 5.2]",,Low Pass,,10.716809,,,,,Sergio Busquets i Burgos,5203.0,,,,,Recovery,2,Regular Play,Pedro Eliezer Rodríguez Ledesma,3958.0,Right Wing,168,Barcelona,217,['a8bbc7b5-6e20-4abb-bbde-3a21090fd96c'],9,,,,,,,,,,,,,,,,,Barcelona,217,00:24:09.448,Pass,,2010/2011
,,,,,,,,,,,,,,,,,1.679268,,,,,,,,,,,,,,,,e8c832a1-cb59-4fc8-bfad-6ca0a0708ef8,2996,,"[34.6, 5.8]",69307,69,,,,,1.0618234,,Right Foot,,,"[44.7, 23.9]",,High Pass,,20.727276,,,,,Andrés Iniesta Luján,5216.0,,,,,,2,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,168,Barcelona,217,['7e142476-eb3d-493b-850a-2ec89b8994e0'],10,,,,,,,,,,,,,,,,,Barcelona,217,00:24:10.576,Pass,,2010/2011
,,,,,,,,,,,,,,,,,2.377738,,,,,,,,,,,,,,,,9bb589e3-ea9b-4512-bcdd-29e23749c94c,3002,,"[59.8, 0.1]",69307,69,,True,,,2.2725909,,,,,"[51.6, 9.8]",,Low Pass,,12.701574,,,,,Xavier Hernández Creus,20131.0,,,,,Throw-in,2,From Throw In,Eric-Sylvain Bilal Abidal,20177.0,Left Back,169,Barcelona,217,['99a04ff9-ef66-48d8-b1cc-4578c61f0772'],33,,,,,,,,,,,,,,,,,Barcelona,217,00:24:33.086,Pass,,2010/2011
,,,,,,,,,,,,,,,,,1.630911,,,,,,,,,,,,,,,,f0f5327e-5693-4df1-ab39-2f4cb8cd30fa,3004,,"[39.6, 20.1]",69307,69,,,,,-1.5061383,,Right Foot,,,"[40.5, 6.2]",,Ground Pass,,13.929106,,,,,Sergio Busquets i Burgos,5203.0,,,,,,2,From Throw In,Xavier Hernández Creus,20131.0,Right Center Midfield,169,Barcelona,217,['2c7be87c-32ed-4340-b5c0-d8ca6ba618d7'],36,,,,,,,,,,,,,,,,,Barcelona,217,00:24:36.299,Pass,,2010/2011
,,,,,,,,,,,,,,,,,1.353414,,,,,,,,,,,,,,,,43ed9715-e40a-4bd2-a225-f698f0b5b156,3007,,"[38.4, 6.0]",69307,69,,,,,2.2476485,,Left Foot,,,"[24.5, 23.3]",,Ground Pass,,22.19234,,,,,Carles Puyol i Saforcada,20125.0,,,,,,2,From Throw In,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,169,Barcelona,217,['50d7ba56-98e2-42f0-9904-e8daadd75a76'],39,,,,,,,,,,,,,,,,,Barcelona,217,00:24:39.308,Pass,,2010/2011
