50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,1.588762,,,,,,,,,,,,,,739568d4-ae48-4862-91ea-41721958b14d,2607,,"[99.8, 0.1]",9581,62,True,,,2.715461,,,,,,"[84.6, 7.0]",,Low Pass,,16.692812,,,,Andrés Iniesta Luján,5216.0,,,,,,Throw-in,2,From Throw In,Francisco Alcácer García,6402.0,Left Wing,121,Barcelona,217,['25134672-58b2-4da8-a4b7-6e0d370b6a2e'],15,,,,,,,,,,,,,,,,,,Barcelona,217,00:17:15.683,Pass,,2017/2018
,,,,,,,,,,,,,,,,2.591168,,,,,,,,,,,,,,1db43114-08bd-48d3-b617-1b85d7119d44,2609,,"[84.8, 7.1]",9581,62,,,,1.8499497,,Right Foot,,,,"[71.5, 53.5]",,Low Pass,,48.26852,,,,Ivan Rakitić,5470.0,,,True,,,,2,From Throw In,Andrés Iniesta Luján,5216.0,Left Center Midfield,121,Barcelona,217,['aa5ff709-02d2-4ae3-b49f-141e34f30add'],18,,,,,,,,,,,,,,,,,,Barcelona,217,00:17:18.509,Pass,,2017/2018
,,,,,,,,,,,,,,,,1.333262,,,,,,,,,,,,,,43960a75-1c81-4ff7-b1f4-55fe3fe84b42,2612,,"[77.1, 58.4]",9581,62,,,,-1.9356674,,Right Foot,,,,"[68.2, 35.1]",,Ground Pass,,24.941933,,,,Sergio Busquets i Burgos,5203.0,,,,,,,2,From Throw In,Ivan Rakitić,5470.0,Right Center Midfield,121,Barcelona,217,['aa94ba9b-cbff-4add-8b60-b36d0236bf0f'],24,,,,,,,,,,,,,,,,,,Barcelona,217,00:17:24.859,Pass,,2017/2018
,,,,,,,,,,,,,,,,1.566692,,,,,,,,,,,,,,1682f523-eefe-44cb-9766-3d54cb32b21d,2615,,"[69.7, 33.7]",9581,62,,,,-1.2372121,,Right Foot,,,,"[76.7, 13.5]",,Ground Pass,,21.378494,,,,Samuel Yves Umtiti,5492.0,,,,,,,2,From Throw In,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,121,Barcelona,217,['81bb6b10-33df-45a3-805c-fedfc0d4d147'],27,,,,,,,,,,,,,,,,,,Barcelona,217,00:17:27.217,Pass,,2017/2018
,,,,,,,,,,,,,,,,1.308383,,,,,,,,,,,,,,55cedc85-81a6-48c7-870a-6d6328dbd138,2618,,"[82.2, 12.6]",9581,62,,,,-0.49782234,,Left Foot,,,,"[96.0, 5.1]",,Ground Pass,,15.706368,,,,Jordi Alba Ramos,5211.0,,,,,,,2,From Throw In,Samuel Yves Umtiti,5492.0,Left Center Back,121,Barcelona,217,['c83b7aef-b420-4e87-bf15-5eb2609728d4'],30,,,,,,,,,,,,,,,,,,Barcelona,217,00:17:30.592,Pass,,2017/2018
,,,,,,,,,,,,,,,,1.585351,,,,,,,,,,,,,,90cafd84-0820-46d1-be58-ad876de676b9,2621,,"[98.7, 5.1]",9581,62,,,,2.776023,,Left Foot,,,,"[77.8, 13.1]",,Ground Pass,,22.378784,,,,Samuel Yves Umtiti,5492.0,,,,,,,2,From Throw In,Jordi Alba Ramos,5211.0,Left Back,121,Barcelona,217,['28766c53-c254-480d-9c08-ee63727a66c0'],32,,,,,,,,,,,,,,,,,,Barcelona,217,00:17:32.988,Pass,,2017/2018
,,,,,,,,,,,,,,,,1.400494,,,,,,,,,,,,,,e6def81e-e3e9-4406-aed4-0f4ac16002b3,2624,,"[78.8, 14.7]",9581,62,,,,2.2854466,,Left Foot,,,,"[67.0, 28.3]",,Ground Pass,,18.005554,,,,Sergio Busquets i Burgos,5203.0,,,,,,,2,From Throw In,Samuel Yves Umtiti,5492.0,Left Center Back,121,Barcelona,217,['f7db4948-b38d-4583-a791-f463e61d2993'],35,,,,,,,,,,,,,,,,,,Barcelona,217,00:17:35.618,Pass,,2017/2018
,,,,,,,,,,,,,,,,1.034302,,,,,,,,,,,,,,4572d904-1cb3-42be-ae48-fb41f07c884a,2627,,"[67.0, 29.1]",9581,62,,,,1.5551113,,Right Foot,,,,"[67.4, 54.6]",,Ground Pass,,25.503138,,,,Gerard Piqué Bernabéu,5213.0,,,,,,,2,From Throw In,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,121,Barcelona,217,['125e76d5-560d-4901-9c4b-0d78d578a604'],38,,,,,,,,,,,,,,,,,,Barcelona,217,00:17:38.087,Pass,,2017/2018
,,,,,,,,,,,,,,,,1.223099,,,,,,,,,,,,,,6b0ec380-e748-4e02-b73c-cc8d9bc35e8a,2630,,"[70.1, 54.3]",9581,62,,,,-0.69589436,,Right Foot,,,,"[78.6, 47.2]",,Ground Pass,,11.075197,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,2,From Throw In,Gerard Piqué Bernabéu,5213.0,Right Center Back,121,Barcelona,217,['96bfeb91-8f82-4299-ad60-ead76a9bfd3a'],40,,,,,,,,,,,,,,,,,,Barcelona,217,00:17:40.547,Pass,,2017/2018
,,,,,,,,,,,,,,,,1.566552,,,,,,,,,,,,,,93ee053c-60f4-47bc-a9d1-5fe4f9b77fe3,2632,,"[79.1, 47.6]",9581,62,,,,2.4588625,,Left Foot,,,,"[70.0, 55.0]",,Ground Pass,,11.729024,,,,Gerard Piqué Bernabéu,5213.0,,,,,,,2,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,121,Barcelona,217,['2a640e2f-b080-4f3e-9ecb-fa2c9f207120'],41,,,,,,,,,,,,,,,,,,Barcelona,217,00:17:41.770,Pass,,2017/2018
,,,,,,,,,,,,,,,,0.897703,,,,,,,,,,,,,,9eb78e89-4a8d-443a-b36f-7f632c759104,2635,,"[69.3, 56.2]",9581,62,,,,1.3244736,,Right Foot,,,,"[73.7, 73.7]",,Ground Pass,,18.044666,,,,Ivan Rakitić,5470.0,,,,,,,2,From Throw In,Gerard Piqué Bernabéu,5213.0,Right Center Back,121,Barcelona,217,['dd07775e-110b-42a2-a3e9-35b8c94329b7'],45,,,,,,,,,,,,,,,,,,Barcelona,217,00:17:45.131,Pass,,2017/2018
,,,,,,,,,,,,,,,,1.159527,,,,,,,,,,,,,,b591cd2b-7b35-491f-bacd-3758807979a5,2638,,"[73.6, 73.2]",9581,62,,,,-2.2353983,,Right Foot,,,,"[66.0, 63.5]",,Ground Pass,,12.322743,,,,Gerard Piqué Bernabéu,5213.0,,,,,,,2,From Throw In,Ivan Rakitić,5470.0,Right Center Midfield,121,Barcelona,217,['d24a4ad5-6d3d-4c57-bd0f-6b9f9f41104c'],47,,,,,,,,,,,,,,,,,,Barcelona,217,00:17:47.070,Pass,,2017/2018
,,,,,,,,,,,,,,,,1.252457,,,,,,,,,,,,,,b224691e-3a69-4bde-8c8d-106a4e3af3c6,2641,,"[64.6, 60.1]",9581,62,,,,-1.9695257,,Right Foot,,,,"[55.5, 38.5]",,Ground Pass,,23.438643,,,,Sergio Busquets i Burgos,5203.0,,,,,,,2,From Throw In,Gerard Piqué Bernabéu,5213.0,Right Center Back,121,Barcelona,217,['1893fcbb-1324-468b-bbd0-6f941529ca33'],49,,,,,,,,,,,,,,,,,,Barcelona,217,00:17:49.484,Pass,,2017/2018
,,,,,,,,,,,,,,,,1.56324,,,,,,,,,,,,,,c0613297-2616-4117-be3a-f2e35021b40f,2644,,"[56.6, 39.3]",9581,62,,,,-1.2686511,,Right Foot,,,,"[63.8, 16.2]",,Ground Pass,,24.196074,,,,Samuel Yves Umtiti,5492.0,,,,,,,2,From Throw In,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,121,Barcelona,217,['5a15ce42-fd82-499e-b1b0-8462d976e3b5'],51,,,,,,,,,,,,,,,,,,Barcelona,217,00:17:51.315,Pass,,2017/2018
,,,,,,,,,,,,,,,,0.83747,,,,,,,,,,,,,,8e5dbc2c-23cd-492b-a8d1-76872850d0e5,2647,,"[76.0, 12.6]",9581,62,,,,1.4321566,,Left Foot,,,,"[78.4, 29.8]",,Ground Pass,,17.366634,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,2,From Throw In,Samuel Yves Umtiti,5492.0,Left Center Back,121,Barcelona,217,['3108456d-8a5a-40de-980a-f524ba115f1a'],55,,,,,,,,,,,,,,,,,,Barcelona,217,00:17:55.721,Pass,,2017/2018
,,,,,,,,,,,,,,,,1.244249,,,,,,,,,,,,,,7532756a-c704-4b15-a08d-cd943fa020d5,2651,,"[92.0, 40.1]",9581,62,,,,0.9525732,,Left Foot,,,,"[105.3, 58.8]",,Ground Pass,,22.94733,,,,Gerard Deulofeu Lázaro,3726.0,,,,,,,2,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,121,Barcelona,217,['48f30b39-60be-40fe-9053-81529e2a82d4'],59,,,,,,,,,,,,,,,,,,Barcelona,217,00:17:59.486,Pass,,2017/2018
,,,,,,,,,,,,,,,,1.792054,,,,,,,,,,,,,,090fd5a3-23c8-4423-8d44-b854df33fc86,2654,,"[107.0, 59.4]",9581,63,,,,-1.4632987,993e1b25-ed39-4559-ba82-69830daaf705,Right Foot,True,,,"[110.0, 31.6]",,High Pass,,27.961403,,,,Jordi Alba Ramos,5211.0,True,,,,,,2,From Throw In,Gerard Deulofeu Lázaro,3726.0,Right Wing,121,Barcelona,217,['85d1ccde-9e1a-49e9-bd22-dca7e9b2033e'],1,,,,,,,,,,,,,,,,,,Barcelona,217,00:18:01.575,Pass,,2017/2018
,,,,,,,,,,,,,,,,0.839997,,,,,,,,,,,,,,d787ed6e-3212-46a4-b03f-a3c3901eeceb,2660,,"[6.0, 44.0]",9581,64,True,,,-1.1712809,,Right Foot,,,,"[15.5, 21.5]",,Ground Pass,,24.42335,,,,Alfonso Pedraza Sag,6737.0,,,,,,Goal Kick,2,From Goal Kick,Fernando Pacheco Flores,6629.0,Goalkeeper,122,Deportivo Alavés,206,['c20d3900-4480-4d37-bb3b-ad4e7e7da392'],35,,,,,,,,,,,,,,,,,,Deportivo Alavés,206,00:19:35.360,Pass,,2017/2018
,,,,,,,,,,,,,,,,1.181967,,,,,,,,,,,,,,cfe6c5c6-4193-42e9-8ff4-d86db3ee97b1,2663,,"[16.3, 21.5]",9581,64,,,,0.5579616,,Right Foot,,,,"[44.5, 39.1]",,Ground Pass,,33.24154,,,,Mubarak Wakaso,6626.0,,,,,,,2,From Goal Kick,Alfonso Pedraza Sag,6737.0,Left Back,122,Deportivo Alavés,206,"['170d97cc-cdab-4411-ba27-4851f6d5a966', '64f99e21-b796-4dc9-9766-edaafa196e8b']",37,,,,,,,,,,,,,,,,,,Deportivo Alavés,206,00:19:37.747,Pass,True,2017/2018
,,,,,,,,,,,,,,,,2.008895,,,,,,,,,,,,,,db541654-3a20-4c0b-932b-5cf9b00c97ed,2666,,"[45.5, 40.1]",9581,64,,,,0.96025527,,Left Foot,,,,"[70.9, 76.4]",,High Pass,,44.30406,,,,Óscar David Romero Villamayor,6628.0,,,,,,,2,From Goal Kick,Mubarak Wakaso,6626.0,Right Center Midfield,122,Deportivo Alavés,206,['2cb3ba0b-8392-4078-986d-d3f6042d5001'],41,,,,,,,,,,,,,,,,,,Deportivo Alavés,206,00:19:41.837,Pass,,2017/2018
,,,,,,,,,,,,,,,,1.846896,,,,,,,,,,,,,,b6696f8b-2f8f-471c-88b8-58555996aa3d,2669,,"[79.1, 40.5]",9581,64,,,,-0.7783725,,Left Foot,,,,"[100.6, 19.3]",,High Pass,,30.194204,,Incomplete,,Ibai Gómez Pérez,6617.0,,,,,,,2,From Goal Kick,Óscar David Romero Villamayor,6628.0,Right Midfield,122,Deportivo Alavés,206,"['a873ba52-e29b-49c6-9559-eb3e1cc13a4d', 'ee22aa0b-bc84-4eed-bd91-08c9583fe560']",49,,,,,,,,,,,,,,,,,,Deportivo Alavés,206,00:19:49.178,Pass,,2017/2018
,,,,,,,,,,,,,,,,2.509443,,,,,,,,,,,,,,600d4423-6a29-446e-9cfb-e1d534e7c637,2684,,"[36.4, 59.2]",9581,65,,,,-0.89854914,,Left Foot,,,,"[71.5, 15.1]",,High Pass,,56.363285,,,,Francisco Alcácer García,6402.0,,,True,,,,2,From Goal Kick,Sergi Roberto Carnicer,6379.0,Right Back,122,Deportivo Alavés,206,['5a89c30e-9966-4224-926b-0ddf021e4120'],1,,,,,,,,,,,,,,,,,,Barcelona,217,00:20:01.418,Pass,,2017/2018
,,,,,,,,,,,,,,,,0.279211,,,,,,,,,,,,,,006489bc-7aa5-4181-8a29-131ce649db26,2687,,"[97.5, 23.1]",9581,65,,,,1.4751981,,Left Foot,,,,"[98.2, 30.4]",,Ground Pass,,7.3334846,,Incomplete,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,2,From Goal Kick,Francisco Alcácer García,6402.0,Left Wing,122,Deportivo Alavés,206,"['26532ba4-6f62-4d7c-b635-5ea89bec1504', '704f4da8-99fc-4f56-8090-ec5009243f2e']",7,,,,,,,,,,,,,,,,,,Barcelona,217,00:20:07.214,Pass,,2017/2018
,,,,,,,,,,,,,,,,0.711177,,,,,,,,,,,,,,7b159263-65d6-4918-b4cf-35a08463f5c8,2690,,"[23.0, 43.0]",9581,65,,,,1.94013,,Head,,,,"[18.2, 55.4]",,Low Pass,,13.296617,,,,Alexis Ruano Delgado,6614.0,,,,,,Recovery,2,From Goal Kick,Mubarak Wakaso,6626.0,Right Center Midfield,122,Deportivo Alavés,206,['06c42bee-0e19-4355-bf77-b788b556aed1'],10,,,,,,,,,,,,,,,,,,Deportivo Alavés,206,00:20:10.417,Pass,,2017/2018
,,,,,,,,,,,,,,,,0.386749,,,,,,,,,,,,,,e34a6279-c86c-4b31-8e62-60a2ad204c3b,2692,,"[18.0, 55.2]",9581,65,,,,0.2812322,,Right Foot,,,,"[22.5, 56.5]",,High Pass,,4.6840153,,Incomplete,,Carlos Martín Vigaray,6856.0,,,,,,,2,From Goal Kick,Alexis Ruano Delgado,6614.0,Right Center Back,122,Deportivo Alavés,206,"['3bd02177-2e21-4dd6-8010-84de96393c0a', 'c8cc9672-e9b1-44be-9d97-bb0c55ccce6c']",11,,,,,,,,,,,,,,,,,,Deportivo Alavés,206,00:20:11.129,Pass,,2017/2018
,,,,,,,,,,True,,,,,,1.891658,,,,,,,,,,,,,,c8cc9672-e9b1-44be-9d97-bb0c55ccce6c,2694,,"[97.6, 23.6]",9581,65,,,,0.75344557,d6defd92-40b7-429d-9937-457d4d576265,Head,,,,"[108.9, 34.2]",True,High Pass,,15.493547,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,Interception,2,Regular Play,Francisco Alcácer García,6402.0,Left Wing,123,Barcelona,217,"['e34a6279-c86c-4b31-8e62-60a2ad204c3b', 'ff1b7cbc-ca1a-4de2-9f9e-0ef799cd994e']",11,,,,,,,,,,,,,,,,,,Barcelona,217,00:20:11.515,Pass,,2017/2018
,,,,,,,,,,,,,,,,1.479998,,,,,,,,,,,,,,c05ae482-9926-4bdc-97cd-fd2e7798ecbb,2701,,"[60.0, 40.0]",9581,66,True,,,3.134926,,Right Foot,,,,"[45.0, 40.1]",,Ground Pass,,15.000334,,,,Tomás Pina Isla,6622.0,,,,,,Kick Off,2,From Kick Off,Rubén Sobrino Pozuelo,6613.0,Center Forward,124,Deportivo Alavés,206,['0b06cd37-898f-44f6-b814-efd422617060'],8,,,,,,,,,,,,,,,,,,Deportivo Alavés,206,00:21:08.434,Pass,,2017/2018
,,,,,,,,,,,,,,,,3.209794,,,,,,,,,,,,,,38282e7b-f288-40d5-b5f2-47541eab5c4e,2704,,"[45.5, 40.0]",9581,66,True,,,1.3258177,,Right Foot,,,,"[49.3, 55.2]",,Ground Pass,,15.667801,,,,Mubarak Wakaso,6626.0,,,,,,,2,From Kick Off,Tomás Pina Isla,6622.0,Center Defensive Midfield,124,Deportivo Alavés,206,['4eaef6e3-c9a4-410d-8662-2c7b598e4630'],11,,,,,,,,,,,,,,,,,,Deportivo Alavés,206,00:21:11.726,Pass,,2017/2018
,,,,,,,,,,,,,,,,1.467798,,,,,,,,,,,,,,e8ded171-306d-4806-9545-02ebbd0a5734,2707,,"[52.3, 57.7]",9581,66,True,,,1.2980084,,Left Foot,,,,"[57.0, 74.5]",,Ground Pass,,17.445057,,,,Óscar David Romero Villamayor,6628.0,,,,,,,2,From Kick Off,Mubarak Wakaso,6626.0,Right Center Midfield,124,Deportivo Alavés,206,['2343792e-651f-4952-a831-7244ea9c8527'],15,,,,,,,,,,,,,,,,,,Deportivo Alavés,206,00:21:15.839,Pass,,2017/2018
,,,,,,,,,,,,,,,,1.973483,,,,,,,,,,,,,,27bc4d8d-b38d-4a9e-a56c-413538934a88,2709,,"[56.0, 75.0]",9581,66,True,,,-2.9195108,,Right Foot,,,,"[34.3, 70.1]",,Ground Pass,,22.246347,,,,Tomás Pina Isla,6622.0,,,,,,,2,From Kick Off,Óscar David Romero Villamayor,6628.0,Right Midfield,124,Deportivo Alavés,206,['c3b13f3c-ddf6-4563-819f-c9435f368ebd'],24,,,,,,,,,,,,,,,,,,Deportivo Alavés,206,00:21:24.014,Pass,,2017/2018
,,,,,,,,,,,,,,,,2.426331,,,,,,,,,,,,,,fb72ddba-7d5d-4f9f-855f-5959fd2cae7d,2712,,"[28.5, 67.5]",9581,66,,,,-2.2516816,,Left Foot,,,,"[9.3, 43.8]",,Ground Pass,,30.501312,,,,Fernando Pacheco Flores,6629.0,,,,,,,2,From Kick Off,Tomás Pina Isla,6622.0,Center Defensive Midfield,124,Deportivo Alavés,206,['36578467-7fb9-480a-b0d3-67d03a1a68b5'],28,,,,,,,,,,,,,,,,,,Deportivo Alavés,206,00:21:28.106,Pass,,2017/2018
,,,,,,,,,,,,,,,,3.064796,,,,,,,,,,,,,,e2c7ae81-48dc-4c83-a67a-4e0576bed1ef,2715,,"[9.7, 40.8]",9581,66,,,,-0.68191844,,Left Foot,,,,"[57.0, 2.4]",,High Pass,,60.924953,,Incomplete,,Jorge Franco Alviz,6624.0,,,,,,,2,From Kick Off,Fernando Pacheco Flores,6629.0,Goalkeeper,124,Deportivo Alavés,206,"['4d94e882-6d83-47de-9282-68a5a12a2bcd', 'bd6152fb-be40-4694-bf86-d23663fdde3a']",32,,,,,,,,,,,,,,,,,,Deportivo Alavés,206,00:21:32.218,Pass,,2017/2018
,,,,,,,,,,True,,,,,,2.07407,,,,,,,,,,,,,,4d94e882-6d83-47de-9282-68a5a12a2bcd,2718,,"[63.1, 77.7]",9581,66,,,True,-0.6183423,,,,,,"[78.0, 67.1]",,High Pass,,18.285788,,,,Ivan Rakitić,5470.0,,,,,,Interception,2,Regular Play,Sergi Roberto Carnicer,6379.0,Right Back,125,Barcelona,217,"['5e1c7ffc-367c-4d2b-be6c-9732b02998b4', '73535ceb-5ad7-4719-9aab-379220758fcb', 'e2c7ae81-48dc-4c83-a67a-4e0576bed1ef']",35,,,,,,,,,,,,,,,,,,Barcelona,217,00:21:35.283,Pass,True,2017/2018
,,,,,,,,,,,,,,,,0.741889,,,,,,,,,,,,,,21da19d1-aa11-46bd-aebc-e95f3922049d,2721,,"[77.8, 66.0]",9581,66,,,,2.086722,,Head,,,,"[74.0, 72.7]",,High Pass,,7.702597,,,,Gerard Deulofeu Lázaro,3726.0,,,,,,,2,Regular Play,Ivan Rakitić,5470.0,Right Center Midfield,125,Barcelona,217,"['f3b3a8d1-3a81-4132-9a59-7892bc0cd29b', 'f725523b-83d7-44e2-9ce7-aea10b0b500d']",37,,,,,,,,,,,,,,,,,,Barcelona,217,00:21:37.395,Pass,True,2017/2018
,,,,,,,,,,,,,,,,1.631714,,,,,,,,,,,,,,818d4752-e578-4fad-a235-838bc1ea0885,2731,,"[28.1, 10.5]",9581,66,,,,0.7048276,,Left Foot,,,,"[36.8, 17.9]",,Ground Pass,,11.421471,,,,Tomás Pina Isla,6622.0,,,,,,,2,Regular Play,Mubarak Wakaso,6626.0,Right Center Midfield,126,Deportivo Alavés,206,['32fbd8c5-40a3-4ffb-92b1-064d4006ce47'],46,,,,,,,,,,,,,,,,,,Deportivo Alavés,206,00:21:46.161,Pass,,2017/2018
,,,,,,,,,,,,,,,,1.070244,,,,,,,,,,,,,,fbd6d916-c943-4d53-8e7c-bc51d70c89d1,2733,,"[36.8, 17.9]",9581,66,,,,-0.8809963,,Right Foot,,,,"[43.4, 9.9]",,Ground Pass,,10.371114,,Incomplete,,Mubarak Wakaso,6626.0,,,,,,,2,Regular Play,Tomás Pina Isla,6622.0,Center Defensive Midfield,126,Deportivo Alavés,206,"['5ca52d29-a5bf-4eba-aa3b-8fe7e7bc1d77', 'bdb55583-4031-4dc0-a572-8605e952be4f']",47,,,,,,,,,,,,,,,,,,Deportivo Alavés,206,00:21:47.793,Pass,,2017/2018
,,,,,,,,,,,,,,,,2.146212,,,,,,,,,,,,,,5ca52d29-a5bf-4eba-aa3b-8fe7e7bc1d77,2736,,"[76.7, 70.2]",9581,66,,,,-1.9560453,,Right Foot,,,,"[66.4, 44.8]",,Low Pass,,27.40894,,Incomplete,,Andrés Iniesta Luján,5216.0,,,,,,Interception,2,Regular Play,Ivan Rakitić,5470.0,Right Center Midfield,126,Deportivo Alavés,206,"['294a894a-4ea9-4f2c-b454-a97eb6cb5184', '2c2a1941-e8d4-4b1f-86da-8e632274384b', '918f009d-cf3b-497b-9101-c4afffe88491', 'fbd6d916-c943-4d53-8e7c-bc51d70c89d1']",48,,,,,,,,,,,,,,,,,,Barcelona,217,00:21:48.863,Pass,True,2017/2018
,,,,,,,,,,,,,,,,1.353827,,,,,,,,,,,,,,52bd6dfd-fc97-4e71-90a8-12d2208ca476,2742,,"[50.1, 49.0]",9581,66,,,,2.408,,Right Foot,,,,"[43.0, 55.4]",,Ground Pass,,9.558765,,,,Carlos Martín Vigaray,6856.0,,,,,,,2,Regular Play,Rubén Sobrino Pozuelo,6613.0,Center Forward,126,Deportivo Alavés,206,"['387ed428-f0ee-4155-8e63-36849cf75aa5', 'ce7aa2c4-64bd-425d-9dc4-4e411f6723a6']",53,,,,,,,,,,,,,,,,,,Deportivo Alavés,206,00:21:53.239,Pass,True,2017/2018
,,,,,,,,,,,,,,,,0.840682,,,,,,,,,,,,,,e9a3f22b-e6cf-42c5-b8d1-a01a5edfa6f1,2745,,"[51.2, 56.6]",9581,66,,,,0.19097716,,Right Foot,,,,"[66.2, 59.5]",,Ground Pass,,15.277761,,,,Rubén Sobrino Pozuelo,6613.0,,,,,,,2,Regular Play,Carlos Martín Vigaray,6856.0,Right Back,126,Deportivo Alavés,206,['0f7faa67-7511-40d5-a1e4-335caa10f373'],57,,,,,,,,,,,,,,,,,,Deportivo Alavés,206,00:21:57.443,Pass,,2017/2018
,,,,,,,,,,,,,,,,1.835505,,,,,,,,,,,,,,a4709c4a-ddee-42f8-8a56-89766cebb76e,2748,,"[73.6, 59.2]",9581,66,,,,0.83868104,5eeb33ad-6e9c-4239-832c-0030822db524,Left Foot,,,,"[87.8, 75.0]",,Ground Pass,,21.243351,,,,Óscar David Romero Villamayor,6628.0,True,,,,,,2,Regular Play,Rubén Sobrino Pozuelo,6613.0,Center Forward,126,Deportivo Alavés,206,['b6364e85-4dc1-47e2-aeba-03f932a7287a'],59,,,,,,,,,,,,,,,,,,Deportivo Alavés,206,00:21:59.937,Pass,,2017/2018
,,,,,,,,,,,,,,,,3.266913,,,,,,,,,,,,,,54f618a4-be0f-4037-845d-350794c43b69,2756,,"[72.1, 46.0]",9581,67,,,,-3.0318427,,Left Foot,,,,"[35.8, 42.0]",,Ground Pass,,36.519722,,,,Alexis Ruano Delgado,6614.0,,,,,,,2,Regular Play,Mubarak Wakaso,6626.0,Right Center Midfield,126,Deportivo Alavés,206,['c23b1971-3340-46fa-bbf3-a4de8e0a94ec'],10,,,,,,,,,,,,,,,,,,Deportivo Alavés,206,00:22:10.678,Pass,,2017/2018
,,,,,,,,,,,,,,,,3.392674,,,,,,,,,,,,,,2ba4bf65-2814-4a87-be59-58caa29f2ac8,2758,,"[34.9, 41.9]",9581,67,,,,-1.4148563,,Left Foot,,,,"[41.0, 3.1]",,Ground Pass,,39.276585,,,,Rodrigo Ely,6636.0,,,,,,,2,Regular Play,Alexis Ruano Delgado,6614.0,Right Center Back,126,Deportivo Alavés,206,['b282d779-330b-4e21-a95b-762d289ed4ca'],13,,,,,,,,,,,,,,,,,,Deportivo Alavés,206,00:22:13.945,Pass,,2017/2018
,,,,,,,,,,,,,,,,0.754228,,,,,,,,,,,,,,7ec26eff-81db-4748-b24c-162e8a554c86,2761,,"[43.1, 5.0]",9581,67,,,,0.3038953,,Right Foot,,,,"[60.0, 10.3]",,Ground Pass,,17.711578,,,,Manuel Alejandro García Sánchez,6632.0,,,,,,,2,Regular Play,Rodrigo Ely,6636.0,Left Center Back,126,Deportivo Alavés,206,['71d7fb8c-a19e-47e1-9fce-7cd9664b52e1'],22,,,,,,,,,,,,,,,,,,Deportivo Alavés,206,00:22:22.828,Pass,,2017/2018
,,,,,,,,,,,,,,,,2.07081,,,,,,,,,,,,,,c77811a0-3624-4b02-9683-0a188fccc4fe,2768,,"[64.1, 65.3]",9581,67,,,,2.3242419,,Right Foot,,,,"[53.5, 76.6]",,High Pass,,15.493547,,Incomplete,,,,,,,,,Recovery,2,Regular Play,Ivan Rakitić,5470.0,Right Center Midfield,126,Deportivo Alavés,206,['10f72a37-fbc2-4f2d-8207-06c68c458d31'],25,,,,,,,,,,,,,,,,,,Barcelona,217,00:22:25.186,Pass,,2017/2018
,,,,,,,,,,,,,,,,0.177504,,,,,,,,,,,,,,f61016f5-fa51-47a2-a78a-449ed66ab775,2774,,"[68.6, 4.6]",9581,67,,,,-0.44610554,,Left Foot,,,,"[70.9, 3.5]",,Ground Pass,,2.5495098,,Incomplete,,Jorge Franco Alviz,6624.0,,,,,,,2,Regular Play,Alfonso Pedraza Sag,6737.0,Left Back,126,Deportivo Alavés,206,"['13edb880-9601-46c0-87e9-f7cc3741a4a2', '67b9ee37-7486-41cd-a56c-e038d71dfe86', 'fee71432-ff1c-4574-a520-58e7b07ce183']",31,,,,,,,,,,,,,,,,,,Deportivo Alavés,206,00:22:31.393,Pass,True,2017/2018
