50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,2.478203,,,,,,,,,,,,,,,c9639c3c-1f98-495a-9361-5b3542349a2f,2483,,"[58.4, 9.7]",69183,64,,,,2.6970587,,Left Foot,,"[24.6, 25.8]",,Ground Pass,,37.438618,,,Víctor Valdés Arribas,20176.0,,,,,,2,Regular Play,Eric-Sylvain Bilal Abidal,20177.0,Left Back,138,Barcelona,217,['0fd45a9b-47c2-4ab0-9983-1b19e09ccf51'],25,,,,,,,,,,,,,,,,,Barcelona,217,00:19:25.726,Pass,,2008/2009
,,,,,,,,,,,,,,,,2.163139,,,,,,,,,,,,,,,ed9c0439-0716-4975-9c06-5ceb53414cd8,2486,,"[24.6, 25.8]",69183,64,,,,1.1461744,,Right Foot,,"[41.6, 63.4]",,Ground Pass,,41.26451,,,Gerard Piqué Bernabéu,5213.0,,,,,,2,Regular Play,Víctor Valdés Arribas,20176.0,Goalkeeper,138,Barcelona,217,['2fc8ff5e-d86c-4c3a-be2a-d8be29210c68'],29,,,,,,,,,,,,,,,,,Barcelona,217,00:19:29.277,Pass,,2008/2009
,,,,,,,,,,,,,,,,2.501941,,,,,,,,,,,,,,,d83c43c7-039e-42ec-a2b7-a463d0135a8d,2490,,"[48.3, 65.8]",69183,64,,,,-2.4406493,,Right Foot,,"[27.8, 48.5]",,Ground Pass,,26.824244,,,Víctor Valdés Arribas,20176.0,,,,,,2,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,138,Barcelona,217,['210d19a5-4e77-4459-9208-71f002428382'],35,,,,,,,,,,,,,,,,,Barcelona,217,00:19:35.056,Pass,,2008/2009
,,,,,,,,,,,,,,,,2.53453,,,,,,,,,,,,,,,1d7662e5-4006-463f-a57f-7cd3950816a6,2493,,"[30.9, 48.0]",69183,64,,,,-1.2984782,,Right Foot,,"[41.4, 10.4]",,Ground Pass,,39.03857,,,Carles Puyol i Saforcada,20125.0,,,,,,2,Regular Play,Víctor Valdés Arribas,20176.0,Goalkeeper,138,Barcelona,217,['b4539019-dc15-4ced-8842-8bea8e9b05f6'],38,,,,,,,,,,,,,,,,,Barcelona,217,00:19:38.522,Pass,,2008/2009
,,,,,,,,,,,,,,,,0.997915,,,,,,,,,,,,,,,9688a6ff-6cc3-45a3-85fe-1b11013272ee,2497,,"[63.7, 19.0]",69183,64,,,,-0.7568345,,Right Foot,,"[78.1, 5.4]",,Ground Pass,,19.80707,,,Thierry Henry,15516.0,,,,,,2,Regular Play,Carles Puyol i Saforcada,20125.0,Left Center Back,138,Barcelona,217,"['23e28844-62ae-4d92-bb7d-bc805211e633', 'fb5fcd19-1971-448a-aab6-1520d27fe499']",46,,,,,,,,,,,,,,,,,Barcelona,217,00:19:46.232,Pass,True,2008/2009
,,,,,,,,,,,,,,,,1.943872,,,,,,,,,,,,,,,3966b0c0-2c48-46f3-9cbc-374e425c7230,2500,,"[91.5, 20.8]",69183,64,,,,0.09629219,,Right Foot,,"[109.1, 22.5]",,Ground Pass,,17.681911,,,Seydou Kéita,20169.0,,,,,,2,Regular Play,Thierry Henry,15516.0,Left Wing,138,Barcelona,217,['44521f34-bd27-4710-8b3f-04bc95dd533c'],50,,,,,,,,,,,,,,,,,Barcelona,217,00:19:50.961,Pass,,2008/2009
,,,,,,,,,,,,,,,,3.605123,,,,,,,,,,,,,,,840ad060-6a93-481a-b8fc-010ddbd173fc,2506,,"[21.8, 52.4]",69183,65,,,,-0.4238676,,Right Foot,,"[79.2, 26.5]",,High Pass,,62.97277,Incomplete,,Ángel Lafita Castillo,26020.0,,,,,Free Kick,2,From Free Kick,Daniel Aranzubia Aguado,26029.0,Goalkeeper,139,RC Deportivo La Coruña,219,"['3e423d0b-694c-44bf-87a2-cb8828e1f7bd', 'f6010bd6-dfd6-4c9a-ba72-668cb4ee4dee']",18,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:20:18.440,Pass,,2008/2009
,,,,,,,,,,,,,,,,1.34919,,,,,,,,,,,,,,,904fb959-5ecd-4d04-86bc-c98de7e9b12e,2511,,"[42.4, 54.4]",69183,65,,,,0.45727828,,Right Foot,,"[55.0, 60.6]",,Ground Pass,,14.042791,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,Recovery,2,From Free Kick,Daniel Alves da Silva,4324.0,Right Back,139,RC Deportivo La Coruña,219,"['80722e22-b5aa-49a4-98f3-74a051cfc6d4', 'acb8cf24-dd52-49e5-86e0-a54664338aa6']",24,,,,,,,,,,,,,,,,,Barcelona,217,00:20:24.057,Pass,True,2008/2009
,,,,,,,,,,,,,,,,1.126235,,,,,,,,,,,,,,,7c0cb932-dd24-439d-9a53-5b3e6034d942,2517,,"[72.7, 25.5]",69183,65,,,,1.0867434,,Right Foot,,"[77.8, 35.2]",,Ground Pass,,10.959015,,,Joan Verdú Fernández,26211.0,,,,,Recovery,2,From Free Kick,Julián de Guzmán,26214.0,Right Defensive Midfield,139,RC Deportivo La Coruña,219,['b4612107-7792-4b78-8bee-be7b66d70418'],27,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:20:27.555,Pass,,2008/2009
,,,,,,,,,,,,,,,,0.8894,,,,,,,,,,,,,,,2251908e-3a22-4388-bc82-ceddd3852df2,2521,,"[77.0, 36.4]",69183,65,,,,2.8926299,,Right Foot,,"[71.1, 37.9]",,Ground Pass,,6.0876927,,,Sergio González Soriano,26206.0,,,,,,2,From Free Kick,Joan Verdú Fernández,26211.0,Center Attacking Midfield,139,RC Deportivo La Coruña,219,"['32819f52-29ee-4cb2-8f69-5be24fd98740', '5eb3db3d-3fd3-47be-a5bb-44a00a958c72']",30,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:20:30.000,Pass,True,2008/2009
,,,,,,,,,,,,,,,,0.691888,,,,,,,,,,,,,,,18bd9ce5-2b4d-42a3-ad83-368a89b0b92e,2524,,"[71.1, 37.9]",69183,65,,,,-1.2746812,,Right Foot,,"[72.9, 32.0]",,Ground Pass,,6.168468,,,Julián de Guzmán,26214.0,,,,,,2,From Free Kick,Sergio González Soriano,26206.0,Left Defensive Midfield,139,RC Deportivo La Coruña,219,['c7765f6c-638c-4d65-aa2e-1b63e9c0bad1'],31,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:20:31.311,Pass,,2008/2009
,,,,,,,,,,,,,,,,0.710615,,,,,,,,,,,,,,,21de421e-8341-4b53-9bed-83a167d4bd9b,2528,,"[72.9, 32.2]",69183,65,,,,1.6675804,,Left Foot,,"[71.9, 42.5]",,Ground Pass,,10.34843,,,Sergio González Soriano,26206.0,,,,,,2,From Free Kick,Julián de Guzmán,26214.0,Right Defensive Midfield,139,RC Deportivo La Coruña,219,"['a58e772c-26d8-4b4f-bf7a-afdc232dca41', 'd2d4f5d6-18a8-4ba4-871d-efb5e145b5eb']",32,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:20:32.161,Pass,True,2008/2009
,,,,,,,,,,,,,,,,1.530188,,,,,,,,,,,,,,,cc149264-fa6d-4e48-af5b-5bc5e5413174,2531,,"[70.6, 45.5]",69183,65,,,,1.200516,,Right Foot,,"[79.8, 69.2]",,Ground Pass,,25.423021,,,Juan Antonio Rodríguez Villamuela,25881.0,,,,,,2,From Free Kick,Sergio González Soriano,26206.0,Left Defensive Midfield,139,RC Deportivo La Coruña,219,['28a3d428-c6c0-423d-8200-e773ac2aaffe'],33,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:20:33.776,Pass,,2008/2009
,,,,,,,,,,,,,,,,1.19556,,,,,,,,,,,,,,,d7740c80-882b-436c-b578-d3eeab0c6d95,2535,,"[84.9, 66.8]",69183,65,,,,-0.81480145,,Right Foot,,"[94.8, 56.3]",,Ground Pass,,14.431216,,,Joan Verdú Fernández,26211.0,,,,,,2,From Free Kick,Juan Antonio Rodríguez Villamuela,25881.0,Right Wing,139,RC Deportivo La Coruña,219,"['85a89080-fe42-49a8-bfa8-c3f699181af3', '8b066a2f-1546-483a-90ad-95e2182e8183']",37,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:20:37.049,Pass,True,2008/2009
,,,,,,,,,,,,,,,,1.222978,,,,,,,,,,,,,,,c8f2320d-a6fc-4777-aa37-988ab36353bc,2540,,"[33.9, 22.7]",69183,65,,,,-1.1071488,,Right Foot,,"[37.9, 14.7]",,Ground Pass,,8.944272,,,Eric-Sylvain Bilal Abidal,20177.0,,,,,Free Kick,2,From Free Kick,Gnégnéri Yaya Touré,3087.0,Center Defensive Midfield,140,Barcelona,217,['7671ea84-b0ca-40ae-8108-1fd05d366f30'],57,,,,,,,,,,,,,,,,,Barcelona,217,00:20:57.779,Pass,,2008/2009
,,,,,,,,,,,,,,,,0.927287,,,,,,,,,,,,,,,2857caaf-4d8f-4a2d-8689-78f1de558bb2,2543,,"[38.4, 15.0]",69183,65,,,,1.9176313,,Left Foot,,"[35.4, 23.3]",,Ground Pass,,8.825531,,,Gnégnéri Yaya Touré,3087.0,,,,,,2,From Free Kick,Eric-Sylvain Bilal Abidal,20177.0,Left Back,140,Barcelona,217,['99e87f60-9582-4aa1-9da4-f883cb2eda26'],59,,,,,,,,,,,,,,,,,Barcelona,217,00:20:59.877,Pass,,2008/2009
,,,,,,,,,,,,,,,,1.31651,,,,,,,,,,,,,,,7ed50f56-5792-418d-acf2-e0fe9164d625,2547,,"[35.7, 24.5]",69183,66,,,,2.5893743,,Right Foot,,"[25.8, 30.6]",,Ground Pass,,11.628413,,,Carles Puyol i Saforcada,20125.0,,,,,,2,From Free Kick,Gnégnéri Yaya Touré,3087.0,Center Defensive Midfield,140,Barcelona,217,"['4a02ef0b-b756-4442-84f2-c7c4f0b34a70', 'ecd822e0-35db-4305-bcc3-c831ae1e6871']",1,,,,,,,,,,,,,,,,,Barcelona,217,00:21:01.397,Pass,True,2008/2009
,,,,,,,,,,,,,,,,1.2059,,,,,,,,,,,,,,,5f5aac5c-3dd6-4e38-8114-e0e74fdc1b1d,2550,,"[24.4, 28.7]",69183,66,,,,0.9680889,,Right Foot,,"[38.3, 48.9]",,Ground Pass,,24.5204,,,Xavier Hernández Creus,20131.0,,,,,,2,From Free Kick,Carles Puyol i Saforcada,20125.0,Left Center Back,140,Barcelona,217,['4217d6bc-2d0c-4d13-8d5f-6457d2d7ee28'],3,,,,,,,,,,,,,,,,,Barcelona,217,00:21:03.484,Pass,,2008/2009
,,,,,,,,,,,,,,,,0.98543,,,,,,,,,,,,,,,c8e22114-8457-4347-9975-b20280cab24d,2553,,"[37.7, 49.3]",69183,66,,,,-1.4153049,,Right Foot,,"[40.6, 30.8]",,Ground Pass,,18.725918,,,Gnégnéri Yaya Touré,3087.0,,,,,,2,From Free Kick,Xavier Hernández Creus,20131.0,Right Center Midfield,140,Barcelona,217,"['aace91e9-4298-46a9-a459-3b8fd581a865', 'eefa4013-80f7-4fd4-baa8-ca3c517fd07f']",4,,,,,,,,,,,,,,,,,Barcelona,217,00:21:04.690,Pass,True,2008/2009
,,,,,,,,,,,,,,,,1.453523,,,,,,,,,,,,,,,fad91744-d668-4e81-8be1-906347fd4902,2557,,"[45.0, 32.1]",69183,66,,,,-0.63803667,,Right Foot,,"[59.7, 21.2]",,Ground Pass,,18.300274,,,Seydou Kéita,20169.0,,,,,,2,From Free Kick,Gnégnéri Yaya Touré,3087.0,Center Defensive Midfield,140,Barcelona,217,"['0f81c6f4-e982-4366-9031-6a90b312d066', '6c2eb5d3-4d16-46c4-a1dd-633e3e36dc96']",6,,,,,,,,,,,,,,,,,Barcelona,217,00:21:06.569,Pass,True,2008/2009
,,,,,,,,,,,,,,,,1.172627,,,,,,,,,,,,,,,32bb94f9-c34f-4a4a-b4f2-62530ef8f577,2561,,"[64.3, 20.3]",69183,66,,,,-1.3592447,,Left Foot,,"[67.5, 5.4]",,Ground Pass,,15.239751,,,Thierry Henry,15516.0,,,,,,2,From Free Kick,Seydou Kéita,20169.0,Left Center Midfield,140,Barcelona,217,['68aa91b2-444c-4a75-a812-ee14be646ce5'],8,,,,,,,,,,,,,,,,,Barcelona,217,00:21:08.674,Pass,,2008/2009
,,,,,,,,,,,,,,,,1.253219,,,,,,,,,,,,,,,ff2506de-0706-4024-9938-2eb6ba6caa8d,2564,,"[70.5, 3.5]",69183,66,,,,2.0970924,,Right Foot,,"[64.4, 14.0]",,Ground Pass,,12.143311,,,Seydou Kéita,20169.0,,,,,,2,From Free Kick,Thierry Henry,15516.0,Left Wing,140,Barcelona,217,['391842ea-d3fe-459e-b1d5-77b1c89dca2b'],11,,,,,,,,,,,,,,,,,Barcelona,217,00:21:11.081,Pass,,2008/2009
,,,,,,,,,,,,,,,,1.211855,,,,,,,,,,,,,,,3563e853-63ff-4eb2-bf39-5a6d82c74a31,2567,,"[63.5, 14.2]",69183,66,,,,2.158799,,Left Foot,,"[55.5, 26.2]",,Ground Pass,,14.422205,,,Gnégnéri Yaya Touré,3087.0,,,,,,2,From Free Kick,Seydou Kéita,20169.0,Left Center Midfield,140,Barcelona,217,['0ca8eeef-5099-4673-9e1d-39b2c7599ea6'],13,,,,,,,,,,,,,,,,,Barcelona,217,00:21:13.408,Pass,,2008/2009
,,,,,,,,,,,,,,,,2.157902,,,,,,,,,,,,,,,faf1acee-ee73-4b45-9c6d-8aec5e3fa933,2570,,"[51.5, 31.0]",69183,66,,,,1.7867976,,Right Foot,,"[45.4, 58.8]",,High Pass,,28.461378,,,Gerard Piqué Bernabéu,5213.0,,,,,,2,From Free Kick,Gnégnéri Yaya Touré,3087.0,Center Defensive Midfield,140,Barcelona,217,['8eb7eb42-962d-4168-ab35-6923e78a3d15'],15,,,,,,,,,,,,,,,,,Barcelona,217,00:21:15.836,Pass,,2008/2009
,,,,,,,,,,,,,,,,1.163976,,,,,,,,,,,,,,,d9ed01d7-1c5a-4c45-bc1d-ebbe83b98786,2573,,"[49.7, 60.5]",69183,66,,,,-0.69710374,,Right Foot,,"[66.3, 46.6]",,Ground Pass,,21.651096,,,Xavier Hernández Creus,20131.0,,,,,,2,From Free Kick,Gerard Piqué Bernabéu,5213.0,Right Center Back,140,Barcelona,217,['c7c8e6fa-2a28-4b12-9344-d25b02a16101'],19,,,,,,,,,,,,,,,,,Barcelona,217,00:21:19.424,Pass,,2008/2009
,,,,,,,,,,,,,,,,0.7263,,,,,,,,,,,,,,,fa19bce7-680e-4ee5-b7b7-434fe197ea37,2577,,"[66.7, 47.0]",69183,66,,,,-2.7880507,,Right Foot,,"[58.3, 43.9]",,Low Pass,,8.95377,,,Gnégnéri Yaya Touré,3087.0,,,,,,2,From Free Kick,Xavier Hernández Creus,20131.0,Right Center Midfield,140,Barcelona,217,"['6c3fc1e6-67ca-49b2-8f18-04ecd84ea4aa', '76a7f683-495d-4fb8-8ca3-37847c83981f']",21,,,,,,,,,,,,,,,,,Barcelona,217,00:21:21.021,Pass,True,2008/2009
,,,,,,,,,,,,,,,,1.6906,,,,,,,,,,,,,,,8a2bd080-cf82-48ff-a381-7bb96f5f2a3c,2580,,"[58.3, 43.9]",69183,66,,,,-0.9634911,,Right Foot,,"[66.5, 32.1]",,High Pass,,14.369412,,,Seydou Kéita,20169.0,,,,,,2,From Free Kick,Gnégnéri Yaya Touré,3087.0,Center Defensive Midfield,140,Barcelona,217,['e41ba1a2-07d9-4759-b46f-39c990a22f10'],21,,,,,,,,,,,,,,,,,Barcelona,217,00:21:21.788,Pass,,2008/2009
,,,,,,,,,,,,,,,,1.026787,,,,,,,,,,,,,,,41ff6c87-a58a-42c6-96d7-39c0e9816bf5,2582,,"[66.5, 32.1]",69183,66,,,,2.8112953,,Head,,"[56.0, 35.7]",,Low Pass,,11.1,,,Gnégnéri Yaya Touré,3087.0,,,,,,2,From Free Kick,Seydou Kéita,20169.0,Left Center Midfield,140,Barcelona,217,['fd701132-0dee-483f-baee-acd9db0031cd'],23,,,,,,,,,,,,,,,,,Barcelona,217,00:21:23.518,Pass,,2008/2009
,,,,,,,,,,,,,,,,2.0075,,,,,,,,,,,,,,,f1942669-e563-4e78-8d0b-c6888814885e,2585,,"[57.2, 40.1]",69183,66,,,,0.6641264,,Right Foot,,"[90.8, 66.4]",,High Pass,,42.669075,Incomplete,,Daniel Alves da Silva,4324.0,,,,,,2,From Free Kick,Gnégnéri Yaya Touré,3087.0,Center Defensive Midfield,140,Barcelona,217,"['64ca230c-c961-442e-9205-a9baa94b00c8', 'b62145a9-6b13-4104-8e81-6c0f4859a564']",27,,,,,,,,,,,,,,,,,Barcelona,217,00:21:27.198,Pass,,2008/2009
,,,,,,,,,,,,,,,,2.194447,,,,,,,,,,,,,,,2decc446-2906-4924-8248-873e702798da,2588,,"[85.0, 72.4]",69183,66,,,,-2.3822756,,Right Foot,,"[67.3, 55.6]",,Ground Pass,,24.403482,,,Gnégnéri Yaya Touré,3087.0,,,,,Recovery,2,From Free Kick,Daniel Alves da Silva,4324.0,Right Back,140,Barcelona,217,['a22a2bee-9f1f-466b-89ac-367e229f6401'],31,,,,,,,,,,,,,,,,,Barcelona,217,00:21:31.326,Pass,,2008/2009
,,,,,,,,,,,,,,,,2.793007,,,,,,,,,,,,,,,a171b0b3-bb99-42e8-a3bd-afb5b6586761,2592,,"[66.9, 55.6]",69183,66,,,,-1.5964317,,Left Foot,,"[66.0, 20.5]",,Ground Pass,,35.111538,,,Eric-Sylvain Bilal Abidal,20177.0,,,,,,2,From Free Kick,Gnégnéri Yaya Touré,3087.0,Center Defensive Midfield,140,Barcelona,217,"['61c765b3-67aa-42ce-9573-15313d574aca', 'd2970723-20fd-4c65-8d2f-9487d7026b61']",36,,,,,,,,,,,,,,,,,Barcelona,217,00:21:36.293,Pass,True,2008/2009
,,,,,,,,,,,,,,,,2.163,,,,,,,,,,,,,,,4d2afad9-82f6-4eff-97f9-266b75970148,2596,,"[65.6, 18.0]",69183,66,,,,-0.32640168,,Left Foot,,"[97.8, 7.1]",,High Pass,,33.994854,,,Thierry Henry,15516.0,,,,,,2,From Free Kick,Eric-Sylvain Bilal Abidal,20177.0,Left Back,140,Barcelona,217,['6b83fb0c-023b-4db1-b16e-0062e68c34eb'],40,,,,,,,,,,,,,,,,,Barcelona,217,00:21:40.519,Pass,,2008/2009
,,,,,,,,,,,,,,,,2.5607,,,,,,,,,,,,,,,4de9b121-aaf9-4d75-a0e6-d1368563f4ba,2602,,"[35.8, 69.1]",69183,66,,,,0.41987994,,Head,,"[52.6, 76.6]",,High Pass,,18.398098,Incomplete,,Rodolfo Bodipo Díaz,25987.0,,,,,Recovery,2,From Free Kick,Juan Antonio Rodríguez Villamuela,25881.0,Right Wing,140,Barcelona,217,"['0536cd4b-a90c-4052-bd01-72218b237916', 'd7e942e9-e597-4358-be1d-ef92bd2dc23b']",46,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:21:46.943,Pass,,2008/2009
,,,,,,,,,,,,,,,,1.84635,,,,,,,,,,,,,,,6383bc32-5801-4d71-93ea-7fb9f47a91ae,2610,,"[55.7, 3.9]",69183,66,,,,2.748142,,Right Foot,,"[39.8, 10.5]",,Ground Pass,,17.2154,,,Carles Puyol i Saforcada,20125.0,,,,,,2,From Free Kick,Eric-Sylvain Bilal Abidal,20177.0,Left Back,140,Barcelona,217,"['0e3132f2-0aee-41d6-98de-193566427cc0', '794cef0c-0faa-4f51-891d-c06af6acd793']",51,,,,,,,,,,,,,,,,,Barcelona,217,00:21:51.409,Pass,True,2008/2009
,,,,,,,,,,,,,,,,2.219435,,,,,,,,,,,,,,,3ea41298-33d4-44ea-8606-e7df452e3dbb,2614,,"[39.1, 11.3]",69183,66,,,,1.5775989,,Right Foot,,"[38.9, 40.7]",,Ground Pass,,29.40068,,,Gerard Piqué Bernabéu,5213.0,,,,,,2,From Free Kick,Carles Puyol i Saforcada,20125.0,Left Center Back,140,Barcelona,217,['4a63cdaa-542c-4b7b-a1a5-87b9dcdcccb9'],53,,,,,,,,,,,,,,,,,Barcelona,217,00:21:53.819,Pass,,2008/2009
,,,,,,,,,,,,,,,,1.46723,,,,,,,,,,,,,,,baf3ed24-9eaa-479c-a1b5-5f8fe9f2809c,2617,,"[55.5, 57.3]",69183,67,,,,0.72297937,,Right Foot,,"[79.3, 78.3]",,Ground Pass,,31.740196,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,2,From Free Kick,Gerard Piqué Bernabéu,5213.0,Right Center Back,140,Barcelona,217,['d8eba916-93ba-474c-8281-e373fdd1b710'],1,,,,,,,,,,,,,,,,,Barcelona,217,00:22:01.392,Pass,,2008/2009
,,,,,,,,,,,,,,,,1.3752,,,,,,,,,,,,,,,b6c0eeb9-075f-474d-994a-6f9af938c234,2621,,"[81.2, 71.2]",69183,67,,,,0.72165483,,Left Foot,,"[86.2, 75.6]",,Ground Pass,,6.6603303,Incomplete,,Daniel Alves da Silva,4324.0,,,,,,2,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,140,Barcelona,217,"['05c557bd-95aa-42d2-855d-b6bd3466e123', 'b93fbeb3-e865-44ff-91da-131e0c67329a', 'e8b6ce7c-8e79-4667-882c-01614a77a0d2']",7,,,,,,,,,,,,,,,,,Barcelona,217,00:22:07.694,Pass,True,2008/2009
,,,,,,,,,,,,,,,,0.623301,,,,,,,,,,,,,,,e6414c14-e844-4ca9-bacd-92238fa96e62,2625,,"[35.0, 6.4]",69183,67,,,,1.9483265,,Right Foot,,"[30.4, 18.0]",,Ground Pass,,12.478782,,,Sergio González Soriano,26206.0,,,,,,2,Regular Play,Juan Antonio Rodríguez Villamuela,25881.0,Right Wing,141,RC Deportivo La Coruña,219,['94b16d83-2a22-4f47-a379-f342c398e3d6'],9,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:22:09.372,Pass,,2008/2009
,,,,,,,,,,,,,,,,1.351429,,,,,,,,,,,,,,,b75d38bc-2c93-40a5-9c90-0cce1263ba44,2629,,"[32.6, 20.0]",69183,67,,,,0.36292577,,Right Foot,,"[40.5, 23.0]",,Ground Pass,,8.450444,,,Julián de Guzmán,26214.0,,,,,,2,Regular Play,Sergio González Soriano,26206.0,Left Defensive Midfield,141,RC Deportivo La Coruña,219,"['4b96aa5d-c609-430c-a91b-2d441de0a91a', '778cc72b-0c15-426c-afd8-137d8cbe1679']",10,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:22:10.718,Pass,True,2008/2009
,,,,,,,,,,,,,,,,1.217119,,,,,,,,,,,,,,,37735dd6-872e-4d3b-8101-b1f27ccc3a7b,2633,,"[42.6, 31.9]",69183,67,,,,1.8081706,,Right Foot,,"[39.6, 44.3]",,Ground Pass,,12.757743,,,Alberto Lopo García,26107.0,,,,,,2,Regular Play,Julián de Guzmán,26214.0,Right Defensive Midfield,141,RC Deportivo La Coruña,219,"['3848788a-9976-4d58-a7cf-d742e8a62324', 'e71886ec-c5d8-4243-a493-9d0a3164d124']",13,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:22:13.911,Pass,True,2008/2009
,,,,,,,,,,,,,,,,0.845256,,,,,,,,,,,,,,,aa275da6-cc80-48bb-8a8d-adf307ece863,2636,,"[40.2, 44.7]",69183,67,,,,0.1222684,,Right Foot,,"[63.8, 47.6]",,Ground Pass,,23.77751,,,Ángel Lafita Castillo,26020.0,,,,,,2,Regular Play,Alberto Lopo García,26107.0,Left Center Back,141,RC Deportivo La Coruña,219,['2f8608f9-6832-4493-b2e8-036cbe57ecd9'],16,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:22:16.177,Pass,,2008/2009
,,,,,,,,,,,,,,,,1.470718,,,,,,,,,,,,,,,39bda175-2648-439b-bafd-8f64e7aa1839,2640,,"[60.0, 56.0]",69183,67,,,,2.2900088,,Right Foot,,"[43.8, 74.5]",,Ground Pass,,24.590445,,,Manuel Pablo García Díaz,26209.0,,,,,,2,Regular Play,Ángel Lafita Castillo,26020.0,Left Wing,141,RC Deportivo La Coruña,219,"['6c537098-c2c5-4992-b7fb-885a10da7c17', 'db2674d9-f250-4dc6-a718-647436a1d21e']",19,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:22:19.488,Pass,True,2008/2009
,,,,,,,,,,,,,,,,1.360509,,,,,,,,,,,,,,,45719c41-4b8a-430c-8fab-600889767c02,2644,,"[43.6, 75.2]",69183,67,,,,-0.05983632,,Right Foot,,"[65.3, 73.9]",,Low Pass,,21.738905,,,Ángel Lafita Castillo,26020.0,,,,,,2,Regular Play,Manuel Pablo García Díaz,26209.0,Right Back,141,RC Deportivo La Coruña,219,"['6d663f5a-dce7-46f1-8b6d-c245b06da8f0', 'e0b7e77c-8ce5-437c-83f0-904d1f0fea1f']",21,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:22:21.663,Pass,True,2008/2009
,,,,,,,,,,,,,,,,1.594676,,,,,,,,,,,,,,,eacc9577-430f-48c3-b290-cd1a5ae14b75,2650,,"[65.7, 80.0]",69183,67,,,,-1.2758592,,,,"[70.5, 64.2]",,Low Pass,,16.513025,,,Joan Verdú Fernández,26211.0,,,,,Throw-in,2,From Throw In,Manuel Pablo García Díaz,26209.0,Right Back,142,RC Deportivo La Coruña,219,['6b270e8c-f2aa-475c-b8dc-6d50eb93a45d'],42,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:22:42.396,Pass,,2008/2009
,,,,,,,,,,,,,,,,1.914276,,,,,,,,,,,,,,,6e99641e-957f-43e7-acb3-2b7c1f64f392,2654,,"[59.4, 63.4]",69183,67,,,,-2.322265,,Left Foot,,"[40.9, 43.6]",,Ground Pass,,27.097786,,,José Eduardo Rosa Vale de Castro,26222.0,,,,,,2,From Throw In,Joan Verdú Fernández,26211.0,Center Attacking Midfield,142,RC Deportivo La Coruña,219,"['510fa8e1-6c14-4518-a54e-49840c160c49', '6d00b80e-b35e-49a1-a22d-2b9611282c35']",44,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:22:44.987,Pass,True,2008/2009
,,,,,,,,,,,,,,,,1.877896,,,,,,,,,,,,,,,c1aef2a8-1f57-4775-949e-1860518588dc,2657,,"[40.9, 43.6]",69183,67,,,,-1.0435092,,Right Foot,,"[54.7, 19.9]",,Low Pass,,27.424988,,,Filipe Luís Kasmirski,6320.0,,,,,,2,From Throw In,José Eduardo Rosa Vale de Castro,26222.0,Right Center Back,142,RC Deportivo La Coruña,219,['f93b5a42-c30a-4bb2-8079-19ff7fe1ee66'],47,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:22:47.182,Pass,,2008/2009
