bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aa278311-a4b6-47e3-bca9-ea0738e40e5e,1352,,"[71.3, 70.5]",3773689,32,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Óscar Mingueza García,43728.0,Right Center Back,63,Barcelona,217,['372d1253-f4f0-4db7-9e27-d56eede4f2da'],29,,,,,,,,,,,,,,,,,,Barcelona,217,00:32:29.103,Ball Receipt*,,2020/2021
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12a6cfc4-4170-4e5d-a774-e56d40bf90f0,1355,,"[82.3, 75.6]",3773689,32,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Sergino Dest,21881.0,Right Wing Back,63,Barcelona,217,['32c45748-15a4-4fdf-991f-fd7c997a922b'],31,,,,,,,,,,,,,,,,,,Barcelona,217,00:32:31.235,Ball Receipt*,,2020/2021
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e3ed70cd-a98d-4c9c-be5f-42b6ac7e2ba0,1358,,"[81.7, 66.6]",3773689,32,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Right Center Forward,63,Barcelona,217,['fd84102a-a99b-4c34-a0a9-ea9c7ec5d3e4'],32,,,,,,,,,,,,,,,,,,Barcelona,217,00:32:32.586,Ball Receipt*,,2020/2021
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4a06ee62-15d4-4731-8963-39f28dbb30f6,1363,,"[85.4, 54.9]",3773689,32,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Pedro González López,30486.0,Left Center Midfield,63,Barcelona,217,"['96dc25a7-7ddb-4684-9b21-e26c6c295d81', 'ba7c95cb-034e-459d-a2b3-02f669ad1c87']",34,,,,,,,,,,,,,,,,,,Barcelona,217,00:32:34.300,Ball Receipt*,True,2020/2021
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ea91e376-021b-49fc-8ece-dd0c59b609b1,1366,,"[77.8, 49.6]",3773689,32,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,63,Barcelona,217,['d5e29e37-43b3-480e-823b-18931fc72000'],35,,,,,,,,,,,,,,,,,,Barcelona,217,00:32:35.279,Ball Receipt*,,2020/2021
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39986b1a-694d-4623-a889-9ddf76185c8d,1369,,"[105.9, 14.1]",3773689,32,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Jordi Alba Ramos,5211.0,Left Wing Back,63,Barcelona,217,['49f3f93d-715f-4c6e-82cf-0eae7d084747'],38,,,,,,,,,,,,,,,,,,Barcelona,217,00:32:38.927,Ball Receipt*,,2020/2021
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7b96570a-b3ec-4532-ba1c-8be43c27e95b,1372,,"[110.8, 34.6]",3773689,32,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Antoine Griezmann,5487.0,Left Center Forward,63,Barcelona,217,['de0ed6a6-6756-4301-8f37-8bb797d646ea'],41,,,,,,,,,,,,,,,,,,Barcelona,217,00:32:41.088,Ball Receipt*,,2020/2021
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,0f022c39-ce5a-4efe-9165-3b0b8cd43c0a,1375,,"[110.3, 37.7]",3773689,32,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Sergino Dest,21881.0,Right Wing Back,63,Barcelona,217,['e7595dd2-8ac6-448a-8f76-f4bfc8c98865'],43,,,,,,,,,,,,,,,,,,Barcelona,217,00:32:43.810,Ball Receipt*,,2020/2021
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69a8230a-c410-4861-9f19-bf4396f0dab7,1378,,"[20.4, 40.2]",3773689,32,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Gerard Moreno Balaguero,6766.0,Right Center Forward,64,Villarreal,222,"['40f6e83b-8c4b-49cc-a573-ddc2c2a6a9b0', 'd790f9af-06e9-4273-bdaf-befdaa0f3d86']",44,,,,,,,,,,,,,,,,,,Villarreal,222,00:32:44.935,Ball Receipt*,True,2020/2021
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6e2b3e6d-d3a9-4eeb-8f3d-a0f122ab1487,1382,,"[43.1, 39.8]",3773689,32,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Francisco Alcácer García,6402.0,Left Center Forward,64,Villarreal,222,"['38b404bb-5095-4a38-892c-2806ad74811f', '428913ce-4f34-4664-bb11-b760849f3787']",46,,,,,,,,,,,,,,,,,,Villarreal,222,00:32:46.265,Ball Receipt*,True,2020/2021
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d8451f69-824d-46c6-8b87-349404056a35,1385,,"[33.1, 50.2]",3773689,32,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Gerard Moreno Balaguero,6766.0,Right Center Forward,64,Villarreal,222,['e7aae25f-b9a1-4e75-97df-1df09569a915'],48,,,,,,,,,,,,,,,,,,Villarreal,222,00:32:48.808,Ball Receipt*,,2020/2021
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,027f7073-6362-4957-bfb8-7916d37793cb,1388,,"[53.1, 68.3]",3773689,32,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Samuel Chimerenka Chukwueze,16335.0,Right Midfield,64,Villarreal,222,['54aeb2ee-2c9e-4841-bb78-c5cc59e045ae'],50,,,,,,,,,,,,,,,,,,Villarreal,222,00:32:50.839,Ball Receipt*,,2020/2021
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,ae5c2f1e-ec6d-4acc-bd1b-4246a211fec2,1392,,"[108.9, 44.0]",3773689,32,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Francisco Alcácer García,6402.0,Left Center Forward,64,Villarreal,222,['e03c0934-9a80-4677-a13f-9e6b6d6743e2'],58,,,,,,,,,,,,,,,,,,Villarreal,222,00:32:58.432,Ball Receipt*,,2020/2021
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30ae877d-f7b3-4992-82a5-d4a57636b384,1396,,"[21.2, 20.5]",3773689,33,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Clément Lenglet,6826.0,Left Center Back,65,Barcelona,217,['40902a49-283a-4b6c-9242-7a32b2c43fe4'],3,,,,,,,,,,,,,,,,,,Barcelona,217,00:33:03.103,Ball Receipt*,,2020/2021
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b5279a01-b455-4460-8268-a0cd1a2c6acf,1399,,"[41.5, 20.5]",3773689,33,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Antoine Griezmann,5487.0,Left Center Forward,65,Barcelona,217,['322417ff-a991-4a09-9604-20cf10681e7c'],6,,,,,,,,,,,,,,,,,,Barcelona,217,00:33:06.844,Ball Receipt*,,2020/2021
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45e0e01c-74ec-439f-80ab-942cf0bca91c,1402,,"[35.2, 25.7]",3773689,33,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,65,Barcelona,217,['2ba12623-0841-467c-8daf-2bf0edee208f'],10,,,,,,,,,,,,,,,,,,Barcelona,217,00:33:10.028,Ball Receipt*,,2020/2021
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4576b21f-5a7a-4aab-b554-904f42c76b97,1405,,"[35.3, 49.9]",3773689,33,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Óscar Mingueza García,43728.0,Right Center Back,65,Barcelona,217,['c10060b3-319b-402f-a081-49791b0940fe'],14,,,,,,,,,,,,,,,,,,Barcelona,217,00:33:14.605,Ball Receipt*,,2020/2021
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4b25dd0a-5d5d-4700-938a-053ce21bd7f8,1408,,"[45.2, 52.5]",3773689,33,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Frenkie de Jong,8118.0,Right Center Midfield,65,Barcelona,217,['3d956d34-3a17-464c-83f7-a9b3ced68d13'],15,,,,,,,,,,,,,,,,,,Barcelona,217,00:33:15.998,Ball Receipt*,,2020/2021
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2f9d915c-0106-4dc8-bb29-07f8e8b910bd,1411,,"[65.8, 56.0]",3773689,33,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Pedro González López,30486.0,Left Center Midfield,65,Barcelona,217,['0cb3ae8a-66b7-4c1f-aed2-626a3eb11d21'],19,,,,,,,,,,,,,,,,,,Barcelona,217,00:33:19.446,Ball Receipt*,,2020/2021
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d9bdba15-1423-4ae0-91a8-d53901da2c66,1414,,"[76.1, 53.8]",3773689,33,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Frenkie de Jong,8118.0,Right Center Midfield,65,Barcelona,217,['66f142f9-4a8f-4d6c-948c-dc96191dfc46'],24,,,,,,,,,,,,,,,,,,Barcelona,217,00:33:24.034,Ball Receipt*,,2020/2021
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a17d95a3-d63c-47b0-94f5-edae452b9e5a,1417,,"[99.9, 14.7]",3773689,33,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jordi Alba Ramos,5211.0,Left Wing Back,65,Barcelona,217,['7fe2e84f-2e89-47cd-a697-75605e94ea45'],29,,,,,,,,,,,,,,,,,,Barcelona,217,00:33:29.359,Ball Receipt*,,2020/2021
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d87d5bb7-1521-416e-a352-99cdde099759,1420,,"[101.1, 23.4]",3773689,33,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Center Forward,65,Barcelona,217,['daab5ccf-5d3c-4699-be5a-4998a2f176f3'],31,,,,,,,,,,,,,,,,,,Barcelona,217,00:33:31.086,Ball Receipt*,,2020/2021
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91fc97b2-ff8c-450e-8b77-06c887939091,1424,,"[83.6, 33.4]",3773689,33,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,65,Barcelona,217,['ad065888-0f0e-485a-860a-95387a9947aa'],40,,,,,,,,,,,,,,,,,,Barcelona,217,00:33:40.915,Ball Receipt*,,2020/2021
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59a218c7-6eed-41fd-b8c3-74660ef327fa,1427,,"[80.7, 51.1]",3773689,33,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Óscar Mingueza García,43728.0,Right Center Back,65,Barcelona,217,['75961d72-6377-4b0e-8ac2-836302ebd28a'],44,,,,,,,,,,,,,,,,,,Barcelona,217,00:33:44.724,Ball Receipt*,,2020/2021
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,769b6011-f612-4864-973c-e7192e694a51,1430,,"[102.3, 74.3]",3773689,33,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Sergino Dest,21881.0,Right Wing Back,65,Barcelona,217,['eef7f02d-2163-4ba4-8f09-27c533c4c6f3'],47,,,,,,,,,,,,,,,,,,Barcelona,217,00:33:47.645,Ball Receipt*,,2020/2021
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0a193266-d389-4222-9fb3-7bdcd12b6ef2,1433,,"[95.7, 66.2]",3773689,33,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Pedro González López,30486.0,Left Center Midfield,65,Barcelona,217,['1c0d6f96-e55e-4961-9dfa-03a3ee7eba4e'],49,,,,,,,,,,,,,,,,,,Barcelona,217,00:33:49.035,Ball Receipt*,,2020/2021
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,358303c8-1026-45d9-83c4-0bd46ddd5d32,1436,,"[80.3, 67.5]",3773689,33,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Óscar Mingueza García,43728.0,Right Center Back,65,Barcelona,217,['09346e9a-1807-441c-b81a-4fac16f3b08d'],53,,,,,,,,,,,,,,,,,,Barcelona,217,00:33:53.256,Ball Receipt*,,2020/2021
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7c865352-a5fc-4b2e-9a02-1f99d75028f4,1439,,"[70.9, 42.8]",3773689,33,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Gerard Piqué Bernabéu,5213.0,Center Back,65,Barcelona,217,['95f514f1-8666-48ba-ba29-7df53e219b2a'],55,,,,,,,,,,,,,,,,,,Barcelona,217,00:33:55.600,Ball Receipt*,,2020/2021
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3b90efd1-448a-4beb-ab74-42fa0d6395bb,1442,,"[76.8, 21.2]",3773689,33,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Clément Lenglet,6826.0,Left Center Back,65,Barcelona,217,['3a47ad1f-7897-49e4-a422-38aa82d85d20'],57,,,,,,,,,,,,,,,,,,Barcelona,217,00:33:57.474,Ball Receipt*,,2020/2021
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63412782-b78b-4180-840c-7e3b33234bc2,1445,,"[86.6, 4.1]",3773689,34,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jordi Alba Ramos,5211.0,Left Wing Back,65,Barcelona,217,['2efb790e-13d8-48eb-9d46-bebf4c4d3b92'],1,,,,,,,,,,,,,,,,,,Barcelona,217,00:34:01.439,Ball Receipt*,,2020/2021
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79b48174-4b67-4839-9967-48b9aeed51f8,1448,,"[77.4, 5.7]",3773689,34,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Clément Lenglet,6826.0,Left Center Back,65,Barcelona,217,['f0a48c56-d009-42db-a090-f6013d6f3791'],2,,,,,,,,,,,,,,,,,,Barcelona,217,00:34:02.763,Ball Receipt*,,2020/2021
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b150fff4-cc33-42c2-88c2-e3b4a79445fd,1451,,"[63.5, 34.6]",3773689,34,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Gerard Piqué Bernabéu,5213.0,Center Back,65,Barcelona,217,['5c43d11b-ef3e-4259-b387-3c191531c541'],6,,,,,,,,,,,,,,,,,,Barcelona,217,00:34:06.158,Ball Receipt*,,2020/2021
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94cb6384-1c30-47ba-98fb-11606a860946,1454,,"[72.3, 22.6]",3773689,34,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Clément Lenglet,6826.0,Left Center Back,65,Barcelona,217,['d0e3f476-4af5-46dd-a8e3-e2d0bfbb77e6'],10,,,,,,,,,,,,,,,,,,Barcelona,217,00:34:10.319,Ball Receipt*,,2020/2021
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c2e44850-ffb8-4270-b33b-a54a395feacf,1457,,"[93.5, 8.3]",3773689,34,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jordi Alba Ramos,5211.0,Left Wing Back,65,Barcelona,217,['e3a01199-8eea-4908-8369-2ac2d4bf1dbe'],12,,,,,,,,,,,,,,,,,,Barcelona,217,00:34:12.543,Ball Receipt*,,2020/2021
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,074dad08-8389-49bf-b853-e37333a38b5e,1460,,"[99.3, 20.5]",3773689,34,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Frenkie de Jong,8118.0,Right Center Midfield,65,Barcelona,217,['2d322aae-89de-424c-b896-1b3330fc5f8c'],12,,,,,,,,,,,,,,,,,,Barcelona,217,00:34:12.891,Ball Receipt*,,2020/2021
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d7b3419d-a054-486f-a292-8763d8acd0b5,1463,,"[83.6, 4.8]",3773689,34,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jordi Alba Ramos,5211.0,Left Wing Back,65,Barcelona,217,['0038e1f6-25ce-4aea-9da6-60fe7b08ab6d'],17,,,,,,,,,,,,,,,,,,Barcelona,217,00:34:17.411,Ball Receipt*,,2020/2021
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26461db0-afb3-4dd6-a037-9116547a1c59,1466,,"[81.5, 17.3]",3773689,34,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,65,Barcelona,217,['9fe4d405-e4d1-4e68-9e5f-8fc625ebf5f0'],19,,,,,,,,,,,,,,,,,,Barcelona,217,00:34:19.030,Ball Receipt*,,2020/2021
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1a3f88e4-144e-45b1-aae0-cf64c40996c2,1469,,"[80.9, 29.9]",3773689,34,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Pedro González López,30486.0,Left Center Midfield,65,Barcelona,217,['f9aa116f-e7e4-4e8c-b26d-7d92b94403b6'],21,,,,,,,,,,,,,,,,,,Barcelona,217,00:34:21.550,Ball Receipt*,,2020/2021
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7793da16-ffc6-4d01-b873-dc6e9243b074,1473,,"[87.2, 39.0]",3773689,34,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Antoine Griezmann,5487.0,Left Center Forward,65,Barcelona,217,['89324b05-f749-4120-a7f9-e9d904438802'],24,,,,,,,,,,,,,,,,,,Barcelona,217,00:34:24.674,Ball Receipt*,,2020/2021
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,b8655f16-0aa9-4103-8ba5-6e053576c558,1475,,"[91.1, 44.8]",3773689,34,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Center Forward,65,Barcelona,217,['6b0e2fe7-4f9d-4c5b-b138-306e6db4ba47'],25,,,,,,,,,,,,,,,,,,Barcelona,217,00:34:25.243,Ball Receipt*,,2020/2021
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07a535f3-43f0-4f02-8db1-e9d26f3f0f70,1477,,"[40.0, 40.4]",3773689,34,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Francisco Alcácer García,6402.0,Left Center Forward,66,Villarreal,222,['4b4ef846-2627-4061-ad3e-fa1d5e09647b'],26,,,,,,,,,,,,,,,,,,Villarreal,222,00:34:26.356,Ball Receipt*,,2020/2021
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,0e1a332c-cc34-4e85-a5e5-2c4ddb44d9df,1479,,"[33.7, 40.2]",3773689,34,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Samuel Chimerenka Chukwueze,16335.0,Right Midfield,66,Villarreal,222,['77c4c135-b1e9-4dcf-a181-cc6a94587b9d'],27,,,,,,,,,,,,,,,,,,Villarreal,222,00:34:27.261,Ball Receipt*,,2020/2021
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,da50a99a-86de-4eab-b2d3-127da51005b3,1483,,"[27.0, 50.8]",3773689,34,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Juan Marcos Foyth,21081.0,Right Back,66,Villarreal,222,"['45c1b846-160c-4526-aa25-4f3a06a4b05d', 'eedcf8aa-3155-4d7b-a2a1-235d0e209c6b']",29,,,,,,,,,,,,,,,,,,Villarreal,222,00:34:29.756,Ball Receipt*,True,2020/2021
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,06cb232b-2213-4f24-94a1-e296174ca9c4,1486,,"[8.4, 43.0]",3773689,34,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Sergio Asenjo Andrés,6755.0,Goalkeeper,66,Villarreal,222,['ff8f80aa-6269-49ef-a63c-bfb52452fb87'],31,,,,,,,,,,,,,,,,,,Villarreal,222,00:34:31.161,Ball Receipt*,,2020/2021
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c513a994-74c1-4a56-8521-93ffd0f32643,1492,,"[45.1, 37.8]",3773689,35,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Daniel Parejo Muñoz,6595.0,Left Center Midfield,67,Villarreal,222,['8957636e-eb54-4710-9a15-c0b0dfdf93d9'],34,,,,,,,,,,,,,,,,,,Villarreal,222,00:35:34.245,Ball Receipt*,,2020/2021
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35952fc4-7971-4050-bde0-6f69fda1aa6c,1494,,"[38.6, 55.6]",3773689,35,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Raúl Albiol i Tortajada,7030.0,Right Center Back,67,Villarreal,222,['d7e99437-0d55-45db-8e71-49bf70e84bc3'],41,,,,,,,,,,,,,,,,,,Villarreal,222,00:35:41.398,Ball Receipt*,,2020/2021
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,653b6544-ff40-4c4d-a2b1-d6714525a900,1496,,"[45.5, 68.1]",3773689,35,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Juan Marcos Foyth,21081.0,Right Back,67,Villarreal,222,['61fb81ab-8a18-4fa5-a88c-adceb75407b9'],45,,,,,,,,,,,,,,,,,,Villarreal,222,00:35:45.184,Ball Receipt*,,2020/2021
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e2077b28-7fef-4759-ae48-b9bf00d4bac6,1499,,"[34.3, 54.6]",3773689,35,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Raúl Albiol i Tortajada,7030.0,Right Center Back,67,Villarreal,222,['86aa2478-e13c-41bb-bfb7-e70d7e027712'],48,,,,,,,,,,,,,,,,,,Villarreal,222,00:35:48.693,Ball Receipt*,,2020/2021
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,667d0f32-bd13-41bf-8bbb-a9b2c67b3c6d,1503,,"[39.6, 9.6]",3773689,35,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Pau Francisco Torres,6892.0,Left Center Back,67,Villarreal,222,['a2a75b84-8c52-47ef-be4e-d3fa764add18'],55,,,,,,,,,,,,,,,,,,Villarreal,222,00:35:55.066,Ball Receipt*,,2020/2021
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7d8e6fae-5abb-4bd1-a616-eeb924c35375,1507,,"[56.1, 15.3]",3773689,35,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Manuel Trigueros Muñoz,6771.0,Left Midfield,67,Villarreal,222,"['1b10766b-9e96-4744-950f-144b86602eed', '50d01a8c-4650-4004-93fe-80da349a06ca']",57,,,,,,,,,,,,,,,,,,Villarreal,222,00:35:57.375,Ball Receipt*,True,2020/2021
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,523f9c4e-5624-4323-ae0c-7047a407b1b5,1515,,"[74.5, 6.7]",3773689,36,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Alberto Moreno Pérez,3515.0,Left Back,67,Villarreal,222,"['314f91e0-3124-47a7-ba10-73217503ec98', '651bf455-3a96-4de5-a8f0-a4d098feb976']",5,,,,,,,,,,,,,,,,,,Villarreal,222,00:36:05.381,Ball Receipt*,True,2020/2021
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f9a24ef8-2c90-4939-970e-cfe690a166f2,1520,,"[71.4, 12.4]",3773689,36,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Pau Francisco Torres,6892.0,Left Center Back,68,Villarreal,222,['6c9505d8-46fa-4aca-a2e3-2872419971ca'],31,,,,,,,,,,,,,,,,,,Villarreal,222,00:36:31.327,Ball Receipt*,,2020/2021
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9fc25b47-f03e-4b11-95cb-a98f0116228d,1523,,"[74.3, 8.2]",3773689,36,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Daniel Parejo Muñoz,6595.0,Left Center Midfield,68,Villarreal,222,['adb78027-1755-417e-827c-a43251e7888c'],33,,,,,,,,,,,,,,,,,,Villarreal,222,00:36:33.364,Ball Receipt*,,2020/2021
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,059c4903-a51b-4b48-a0dd-1e6e661fe5b9,1526,,"[63.5, 43.3]",3773689,36,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Raúl Albiol i Tortajada,7030.0,Right Center Back,68,Villarreal,222,['78830dc3-a7cf-4020-bffb-a0084a3f062d'],39,,,,,,,,,,,,,,,,,,Villarreal,222,00:36:39.001,Ball Receipt*,,2020/2021
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f12bb61c-82fd-4118-9443-91cff253522a,1529,,"[79.1, 76.0]",3773689,36,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Samuel Chimerenka Chukwueze,16335.0,Right Midfield,68,Villarreal,222,['8d245a99-b743-488e-96f3-c2034372e57d'],44,,,,,,,,,,,,,,,,,,Villarreal,222,00:36:44.855,Ball Receipt*,,2020/2021
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5610eb2e-d330-4b6d-ac8a-e80ffe4b7ad7,1532,,"[72.5, 73.0]",3773689,36,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Juan Marcos Foyth,21081.0,Right Back,68,Villarreal,222,['c90caa30-b7e0-4817-b817-3383894b05f9'],48,,,,,,,,,,,,,,,,,,Villarreal,222,00:36:48.408,Ball Receipt*,,2020/2021
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8781648a-782f-4b77-a302-c29ea17177ee,1535,,"[62.1, 49.5]",3773689,36,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Etienne Capoue,3721.0,Right Center Midfield,68,Villarreal,222,['97755997-2786-4991-a233-885ef46a1b98'],51,,,,,,,,,,,,,,,,,,Villarreal,222,00:36:51.874,Ball Receipt*,,2020/2021
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7d7fed45-aefb-4c7a-b41c-c2e23978fa7f,1538,,"[56.6, 21.9]",3773689,36,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Pau Francisco Torres,6892.0,Left Center Back,68,Villarreal,222,['a6401a5b-9426-4e82-8285-e7d18d00595d'],55,,,,,,,,,,,,,,,,,,Villarreal,222,00:36:55.596,Ball Receipt*,,2020/2021
