bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,af62529a-c9d9-4beb-a7f1-fba8e2848062,1,,,3773689,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Villarreal,222,,0,,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 6755, 'name': 'Sergio Asenjo Andrés'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 21081, 'name': 'Juan Marcos Foyth'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 8}, {'player': {'id': 7030, 'name': 'Raúl Albiol i Tortajada'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 6892, 'name': 'Pau Francisco Torres'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 3515, 'name': 'Alberto Moreno Pérez'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 18}, {'player': {'id': 16335, 'name': 'Samuel Chimerenka Chukwueze'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 11}, {'player': {'id': 3721, 'name': 'Etienne Capoue'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 25}, {'player': {'id': 6595, 'name': 'Daniel Parejo Muñoz'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 5}, {'player': {'id': 6771, 'name': 'Manuel Trigueros Muñoz'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 14}, {'player': {'id': 6766, 'name': 'Gerard Moreno Balaguero'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 7}, {'player': {'id': 6402, 'name': 'Francisco Alcácer García'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 17}]}",Villarreal,222,00:00:00.000,Starting XI,,2020/2021
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,c51375e2-1c7c-4bd0-81ec-d47771f684f4,2,,,3773689,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Villarreal,222,,0,,,,,,,,,,,,,,,,,"{'formation': 352, 'lineup': [{'player': {'id': 20055, 'name': 'Marc-André ter Stegen'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 43728, 'name': 'Óscar Mingueza García'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 28}, {'player': {'id': 5213, 'name': 'Gerard Piqué Bernabéu'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 3}, {'player': {'id': 6826, 'name': 'Clément Lenglet'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 15}, {'player': {'id': 21881, 'name': 'Sergino Dest'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 2}, {'player': {'id': 5211, 'name': 'Jordi Alba Ramos'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 18}, {'player': {'id': 5203, 'name': 'Sergio Busquets i Burgos'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 8118, 'name': 'Frenkie de Jong'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 21}, {'player': {'id': 30486, 'name': 'Pedro González López'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 16}, {'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 10}, {'player': {'id': 5487, 'name': 'Antoine Griezmann'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 7}]}",Barcelona,217,00:00:00.000,Starting XI,,2020/2021
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,cee53ae0-2297-4dfe-8f8c-cc9c43d267c3,3,,,3773689,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Villarreal,222,['2117a465-a340-4c2a-878b-64968341209f'],0,,,,,,,,,,,,,,,,,,Villarreal,222,00:00:00.000,Half Start,,2020/2021
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,2117a465-a340-4c2a-878b-64968341209f,4,,,3773689,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Villarreal,222,['cee53ae0-2297-4dfe-8f8c-cc9c43d267c3'],0,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.000,Half Start,,2020/2021
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,68e10e89-380f-467b-9551-6761dbb5de12,1980,,,3773689,45,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,80,Barcelona,217,['a70b3b4b-f729-49fa-a602-c52f75d7d69d'],0,,,,,,,,,,,,,,,,,,Villarreal,222,00:00:00.000,Half Start,,2020/2021
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,a70b3b4b-f729-49fa-a602-c52f75d7d69d,1981,,,3773689,45,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,80,Barcelona,217,['68e10e89-380f-467b-9551-6761dbb5de12'],0,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.000,Half Start,,2020/2021
,,,,,,,,,,,,,,,0.966925,,,,,,,,,,,,,,11cc18ab-1d15-4b2f-be66-b481f23ca65c,5,,"[61.0, 40.1]",3773689,0,,,,1.6575347,,Right Foot,,,"[60.8, 42.4]",,Ground Pass,,2.3086793,,,Gerard Moreno Balaguero,6766.0,,,,,Kick Off,1,From Kick Off,Francisco Alcácer García,6402.0,Left Center Forward,2,Villarreal,222,['9730775a-1cbb-426e-a04d-0d975a7e31da'],1,,,,,,,,,,,,,,,,,,Villarreal,222,00:00:01.456,Pass,,2020/2021
,,,,,,,,,,,,,,,1.369507,,,,,,,,,,,,,,c8b088ce-a6f5-48f8-b45d-e26e4d9cdd85,9,,"[62.1, 42.6]",3773689,0,,,,-2.241318,,Left Foot,,,"[50.6, 28.1]",,Ground Pass,,18.506756,,,Daniel Parejo Muñoz,6595.0,,,,,,1,From Kick Off,Gerard Moreno Balaguero,6766.0,Right Center Forward,2,Villarreal,222,"['2037a01f-e78c-48c3-b7d9-94c78d2cd6d5', '6b0aadee-d820-4fa1-80ab-13e1559915a1']",2,,,,,,,,,,,,,,,,,,Villarreal,222,00:00:02.825,Pass,True,2020/2021
,,,,,,,,,,,,,,,1.634354,,,,,,,,,,,,,,9090169f-feff-45b2-a848-d257370ed0bb,12,,"[48.0, 28.7]",3773689,0,,,,2.5712094,,Right Foot,,,"[32.1, 38.9]",,Ground Pass,,18.890474,,,Raúl Albiol i Tortajada,7030.0,,,,,,1,From Kick Off,Daniel Parejo Muñoz,6595.0,Left Center Midfield,2,Villarreal,222,['25ad3495-a470-42c2-862e-209ec3795b3e'],5,,,,,,,,,,,,,,,,,,Villarreal,222,00:00:05.827,Pass,,2020/2021
,,,,,,,,,,,,,,,1.147959,,,,,,,,,,,,,,d62d2de9-be32-4802-873f-7025a5806b3c,15,,"[27.6, 36.1]",3773689,0,,,,0.119428925,,Left Foot,,,"[37.6, 37.3]",,Ground Pass,,10.071743,,,Etienne Capoue,3721.0,,,,,,1,From Kick Off,Raúl Albiol i Tortajada,7030.0,Right Center Back,2,Villarreal,222,['f3e8130d-c35f-4a54-a960-5d1d18177a61'],10,,,,,,,,,,,,,,,,,,Villarreal,222,00:00:10.793,Pass,,2020/2021
,,,,,,,,,,,,,,,1.885879,,,,,,,,,,,,,,357ccb26-0d68-4ef2-a69c-300082696d70,18,,"[32.7, 33.4]",3773689,0,,,,-2.19699,,Right Foot,,,"[17.8, 12.8]",,Ground Pass,,25.423807,,,Alberto Moreno Pérez,3515.0,,,,,,1,From Kick Off,Etienne Capoue,3721.0,Right Center Midfield,2,Villarreal,222,['fbbeec70-2687-49dc-ac6f-c253fd1c0d3e'],13,,,,,,,,,,,,,,,,,,Villarreal,222,00:00:13.319,Pass,,2020/2021
,,,,,,,,,,,,,,,3.814004,,,,,,,,,,,,,,481d5bab-918a-4f0b-a952-1838514541a3,21,,"[20.2, 13.9]",3773689,0,,,,1.6508067,,Left Foot,,,"[14.9, 80.0]",,High Pass,,66.31214,,Out,Juan Marcos Foyth,21081.0,,True,,,,1,From Kick Off,Alberto Moreno Pérez,3515.0,Left Back,2,Villarreal,222,['ad089b83-eebc-4922-9c65-9b66917655da'],16,,,,,,,,,,,,,,,,,,Villarreal,222,00:00:16.112,Pass,,2020/2021
,,,,,,,,,,,,,,,0.718195,,,,,,,,,,,,,,07d217ef-a8c9-445e-9f7d-b0e08685f703,23,,"[105.7, 0.1]",3773689,0,,,,2.5766883,,,,,"[98.6, 4.6]",,Low Pass,,8.405951,,,Pedro González López,30486.0,,,,,Throw-in,1,From Throw In,Jordi Alba Ramos,5211.0,Left Wing Back,3,Barcelona,217,['b2d69190-30ae-48b6-b52c-ef508cfa79af'],38,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:38.936,Pass,,2020/2021
,,,,,,,,,,,,,,,2.120141,,,,,,,,,,,,,,527d526e-111d-48a1-9498-a4973459ca3a,26,,"[96.0, 15.7]",3773689,0,,,,-2.6002126,,Right Foot,,,"[80.7, 6.5]",,Ground Pass,,17.85301,,,Clément Lenglet,6826.0,,,,,,1,From Throw In,Pedro González López,30486.0,Left Center Midfield,3,Barcelona,217,['2568baf2-7201-41f9-9ef9-426691faf60c'],42,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:42.776,Pass,,2020/2021
,,,,,,,,,,,,,,,2.658145,,,,,,,,,,,,,,0277d052-5960-4306-a7ef-f0716f07f038,29,,"[78.1, 7.3]",3773689,0,,,,2.4517927,,Left Foot,,,"[50.1, 30.4]",,Ground Pass,,36.298897,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,From Throw In,Clément Lenglet,6826.0,Left Center Back,3,Barcelona,217,['d0bd41db-9bb9-45ee-beaa-a74472cffd3f'],46,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:46.303,Pass,,2020/2021
,,,,,,,,,,,,,,,1.78049,,,,,,,,,,,,,,84950557-3c97-408a-87e4-86858d26d84f,32,,"[50.7, 30.2]",3773689,0,,,,-1.291833,,Right Foot,,,"[56.4, 10.3]",,Ground Pass,,20.700241,,,Clément Lenglet,6826.0,,,,,,1,From Throw In,Gerard Piqué Bernabéu,5213.0,Center Back,3,Barcelona,217,['5259b86c-2c1e-4bf6-a83c-dbf3ecf785bc'],50,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:50.834,Pass,,2020/2021
,,,,,,,,,,,,,,,0.824249,,,,,,,,,,,,,,96836747-ddee-49b0-b502-4f41cd84caf2,35,,"[57.4, 10.1]",3773689,0,,,,0.36649677,,Left Foot,,,"[67.3, 13.9]",,Ground Pass,,10.604244,,,Pedro González López,30486.0,,,,,,1,From Throw In,Clément Lenglet,6826.0,Left Center Back,3,Barcelona,217,['d8ee12c8-f225-43ed-b2b3-e20c54d24cbe'],53,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:53.606,Pass,,2020/2021
,,,,,,,,,,,,,,,0.869862,,,,,,,,,,,,,,3c53cab5-fb3e-4ced-9467-d728377734c5,38,,"[66.6, 13.0]",3773689,0,,,,-2.693754,,Right Foot,,,"[56.4, 8.1]",,Ground Pass,,11.315918,,,Clément Lenglet,6826.0,,,,,,1,From Throw In,Pedro González López,30486.0,Left Center Midfield,3,Barcelona,217,['8707d58a-00db-4cee-a932-e5b38f4a0de4'],54,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:54.430,Pass,,2020/2021
,,,,,,,,,,,,,,,2.07277,,,,,,,,,,,,,,df419a1f-de1e-4ba9-b59c-e4d77c449ca4,41,,"[50.3, 9.2]",3773689,0,,,,2.3080003,,Right Foot,,,"[35.5, 25.5]",,Ground Pass,,22.016584,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,From Throw In,Clément Lenglet,6826.0,Left Center Back,3,Barcelona,217,['a69ab837-8dac-4c93-97eb-69fb9cfa1e51'],56,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:56.491,Pass,,2020/2021
,,,,,,,,,,,,,,,2.168241,,,,,,,,,,,,,,a0f9ef44-6347-4dc9-9101-e738fdd881e9,44,,"[33.8, 28.5]",3773689,0,,,,1.7449788,,Right Foot,,,"[29.7, 51.8]",,Ground Pass,,23.65798,,,Óscar Mingueza García,43728.0,,,,,,1,From Throw In,Gerard Piqué Bernabéu,5213.0,Center Back,3,Barcelona,217,['9ec63c63-980d-489d-bf2a-fa3ca1ff1405'],58,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:58.917,Pass,,2020/2021
,,,,,,,,,,,,,,,1.396995,,,,,,,,,,,,,,7efe649e-1b42-4571-88cb-38165d1b1a69,47,,"[29.5, 54.2]",3773689,1,,,,1.0609632,,Right Foot,,,"[39.9, 72.8]",,Ground Pass,,21.310091,,,Sergino Dest,21881.0,,,,,,1,From Throw In,Óscar Mingueza García,43728.0,Right Center Back,3,Barcelona,217,['93a108c5-c7f4-4625-a0d9-e7c32c299fa1'],1,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:01.946,Pass,,2020/2021
,,,,,,,,,,,,,,,0.176285,,,,,,,,,,,,,,b2b35724-da30-4186-b02b-cb78dd5154c9,50,,"[41.7, 72.5]",3773689,1,,,,0.6435011,,Right Foot,,,"[44.1, 74.3]",,Low Pass,,3.0,,Incomplete,Frenkie de Jong,8118.0,,,,,,1,From Throw In,Sergino Dest,21881.0,Right Wing Back,3,Barcelona,217,"['1ae7db33-cbf1-4b7f-ac20-e9340abdc894', 'e7637178-0ccb-42b5-8fec-e41a63688b37']",4,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:04.981,Pass,,2020/2021
,,,,,,,,,,,,,,,2.05867,,,,,,,,,,,,,,cb4ad4c3-35ac-4b9c-9684-ec9bd6468bd4,53,,"[23.4, 69.7]",3773689,1,,,,-2.2588289,,Right Foot,,,"[4.0, 46.1]",,Ground Pass,,30.550287,,,Marc-André ter Stegen,20055.0,,,,,Recovery,1,From Throw In,Óscar Mingueza García,43728.0,Right Center Back,3,Barcelona,217,['3ad43b61-a47c-4efe-bb29-333b74834a71'],8,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:08.306,Pass,,2020/2021
,,,,,,,,,,,,,,,1.927757,,,,,,,,,,,,,,81ec3a03-8da5-4d9a-bb01-6fc9a489d6c4,56,,"[3.3, 43.8]",3773689,1,,,,-1.3637236,,Right Foot,,,"[8.3, 20.0]",,Ground Pass,,24.31954,,,Clément Lenglet,6826.0,,,,,,1,From Throw In,Marc-André ter Stegen,20055.0,Goalkeeper,3,Barcelona,217,['9cb01933-cc14-4c02-a5c9-fe414a14a191'],11,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:11.373,Pass,,2020/2021
,,,,,,,,,,,,,,,1.484391,,,,,,,,,,,,,,821ea941-5c0a-44d9-a521-d8ed77b4df88,59,,"[8.5, 19.6]",3773689,1,,,,-0.8319595,,Left Foot,,,"[21.8, 5.0]",,Ground Pass,,19.749683,,,Jordi Alba Ramos,5211.0,,,,,,1,From Throw In,Clément Lenglet,6826.0,Left Center Back,3,Barcelona,217,['175783f0-6d25-4a93-9360-7f7bb554b79b'],13,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:13.932,Pass,,2020/2021
,,,,,,,,,,,,,,,1.398679,,,,,,,,,,,,,,2d22e928-54e7-4cf5-b9dc-1e03bd7038e5,62,,"[22.0, 5.0]",3773689,1,,,,2.709185,,Left Foot,,,"[9.0, 11.0]",,Ground Pass,,14.3178215,,,Clément Lenglet,6826.0,,,,,,1,From Throw In,Jordi Alba Ramos,5211.0,Left Wing Back,3,Barcelona,217,['09fd50a6-04c7-4c40-8214-1b31c9f8ceaf'],16,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:16.980,Pass,,2020/2021
,,,,,,,,,,,,,,,1.78313,,,,,,,,,,,,,,7de47923-ee2d-470f-9d6d-038466db970e,65,,"[9.0, 11.0]",3773689,1,,,,1.8565687,,Left Foot,,,"[3.3, 30.4]",,Ground Pass,,20.22004,,,Marc-André ter Stegen,20055.0,,,,,,1,From Throw In,Clément Lenglet,6826.0,Left Center Back,3,Barcelona,217,['b2da4e05-0927-41ea-a571-930a39234bc4'],18,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:18.604,Pass,,2020/2021
,,,,,,,,,,,,,,,2.393158,,,,,,,,,,,,,,f752ffa7-b86b-4764-ad16-32aa173a18be,68,,"[2.8, 32.6]",3773689,1,,,,1.1401663,,Right Foot,,,"[19.2, 68.3]",,Ground Pass,,39.286766,,,Óscar Mingueza García,43728.0,,,,,,1,From Throw In,Marc-André ter Stegen,20055.0,Goalkeeper,3,Barcelona,217,['42292e5c-93fe-4e5e-a22d-9db48ed55d05'],21,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:21.458,Pass,,2020/2021
,,,,,,,,,,,,,,,1.756477,,,,,,,,,,,,,,f4789656-8e38-4ca3-9b1f-9984b6dc2c86,71,,"[23.6, 68.6]",3773689,1,,,,-2.1735675,,Right Foot,,,"[5.5, 42.3]",,Ground Pass,,31.926477,,,Marc-André ter Stegen,20055.0,,,,,,1,From Throw In,Óscar Mingueza García,43728.0,Right Center Back,3,Barcelona,217,['967b7770-230a-4f89-9c7f-485c97fa8a95'],28,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:28.300,Pass,,2020/2021
,,,,,,,,,,,,,,,1.366765,,,,,,,,,,,,,,f0500f2d-5cd0-4481-9323-62cafe0304e4,74,,"[8.3, 38.8]",3773689,1,,,,-1.4583693,,Right Foot,,,"[10.4, 20.2]",,Ground Pass,,18.718172,,,Clément Lenglet,6826.0,,,,,,1,From Throw In,Marc-André ter Stegen,20055.0,Goalkeeper,3,Barcelona,217,['b8b9e19c-b882-4c9a-aa47-c864d419ce4f'],31,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:31.728,Pass,,2020/2021
,,,,,,,,,,,,,,,1.748976,,,,,,,,,,,,,,d363229c-c60c-4043-a01c-c4fa9f0e8bba,77,,"[10.8, 16.9]",3773689,1,,,,1.915015,,Left Foot,,,"[5.1, 32.8]",,Ground Pass,,16.890825,,,Marc-André ter Stegen,20055.0,,,,,,1,From Throw In,Clément Lenglet,6826.0,Left Center Back,3,Barcelona,217,['78026175-060a-4621-a28c-f902670bd593'],34,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:34.646,Pass,,2020/2021
,,,,,,,,,,,,,,,2.157299,,,,,,,,,,,,,,c5bed5f8-bc5f-402c-8bd7-781afff10a99,80,,"[5.5, 35.0]",3773689,1,,,,1.1189824,,Right Foot,,,"[22.0, 69.0]",,Ground Pass,,37.792194,,,Óscar Mingueza García,43728.0,,,,,,1,From Throw In,Marc-André ter Stegen,20055.0,Goalkeeper,3,Barcelona,217,['6b86b9f8-fde9-439a-9cab-059345266c3c'],37,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:37.511,Pass,,2020/2021
,,,,,,,,,,,,,,,1.019154,,,,,,,,,,,,,,c57bf05a-82d9-42b5-bf80-f6a35ceab704,83,,"[26.5, 69.9]",3773689,1,,,,0.39479113,,Left Foot,,,"[37.3, 74.4]",,Ground Pass,,11.7,,,Sergino Dest,21881.0,,,,,,1,From Throw In,Óscar Mingueza García,43728.0,Right Center Back,3,Barcelona,217,['7e549ec8-3cac-457c-87a9-3b3e031fe86b'],41,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:41.821,Pass,,2020/2021
,,,,,,,,,,,,,,,0.731679,,,,,,,,,,,,,,96ed21b5-69b2-4048-aba5-1e1162c7e9f8,86,,"[35.5, 72.5]",3773689,1,,,,-2.8430936,,Right Foot,,,"[25.1, 69.3]",,Ground Pass,,10.881176,,,Óscar Mingueza García,43728.0,,,,,,1,From Throw In,Sergino Dest,21881.0,Right Wing Back,3,Barcelona,217,['70edcf03-bf0a-4260-8dca-98425fffaa04'],43,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:43.524,Pass,,2020/2021
,,,,,,,,,,,,,,,1.74352,,,,,,,,,,,,,,349f7c7e-ccc8-48ae-872b-b87f43fd3867,89,,"[24.7, 69.0]",3773689,1,,,,-2.2813346,,Right Foot,,,"[9.9, 51.8]",,Ground Pass,,22.690968,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,From Throw In,Óscar Mingueza García,43728.0,Right Center Back,3,Barcelona,217,['c94bc77f-80f3-4496-aa17-ef805405de7c'],44,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:44.725,Pass,,2020/2021
,,,,,,,,,,,,,,,1.727551,,,,,,,,,,,,,,770530d5-bab5-44e5-b4b5-f1d238164540,92,,"[14.3, 35.3]",3773689,1,,,,-1.5459259,,Right Foot,,,"[14.8, 15.2]",,Ground Pass,,20.106218,,,Clément Lenglet,6826.0,,,,,,1,From Throw In,Gerard Piqué Bernabéu,5213.0,Center Back,3,Barcelona,217,['cce00d74-a51b-45d9-a3b1-0c093b678880'],50,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:50.314,Pass,,2020/2021
,,,,,,,,,,,,,,,1.505933,,,,,,,,,,,,,,6936d081-c334-457a-b02b-8a0490cea253,95,,"[13.9, 12.8]",3773689,1,,,,-0.9339953,,Left Foot,,,"[21.0, 3.2]",,Ground Pass,,11.940268,,,Jordi Alba Ramos,5211.0,,,,,,1,From Throw In,Clément Lenglet,6826.0,Left Center Back,3,Barcelona,217,['9c4d13f1-473b-45c3-97ca-5a219289390c'],52,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:52.570,Pass,,2020/2021
,,,,,,,,,,,,,,,2.370026,,,,,,,,,,,,,,e0ed7330-e4fc-49d8-b796-266d10ed39a6,98,,"[21.8, 3.3]",3773689,1,,,,0.26077014,,Left Foot,,,"[58.9, 13.2]",,High Pass,,38.39818,,Incomplete,Antoine Griezmann,5487.0,,,,,,1,From Throw In,Jordi Alba Ramos,5211.0,Left Wing Back,3,Barcelona,217,"['3a9f71fb-caa7-479f-bfd6-aed3e08c4bb7', '806b29c1-0b1b-4a20-aece-85852a5a53a7']",54,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:54.743,Pass,,2020/2021
,,,,,,,,,,,,,,,3.056557,,,,,,,,,,,,,,7d531782-b9df-494f-9290-51af92d837cd,102,,"[44.7, 63.2]",3773689,1,,,,-1.9500057,,Left Foot,,,"[39.4, 49.9]",,Ground Pass,,14.317122,,,Raúl Albiol i Tortajada,7030.0,,,,,,1,Regular Play,Juan Marcos Foyth,21081.0,Right Back,4,Villarreal,222,['4b9212f0-f6e6-4189-a40f-53365b9f8d90'],59,,,,,,,,,,,,,,,,,,Villarreal,222,00:01:59.103,Pass,,2020/2021
,,,,,,,,,,,,,,,1.442178,,,,,,,,,,,,,,bf8486df-0bd9-471a-b6f5-41a00147bc49,105,,"[39.2, 46.3]",3773689,2,,,,-2.2209308,,Right Foot,,,"[31.9, 36.7]",,Ground Pass,,12.060266,,,Pau Francisco Torres,6892.0,,,,,,1,Regular Play,Raúl Albiol i Tortajada,7030.0,Right Center Back,4,Villarreal,222,['775ebd57-77eb-441f-965c-81afbcbd09dd'],3,,,,,,,,,,,,,,,,,,Villarreal,222,00:02:03.066,Pass,,2020/2021
,,,,,,,,,,,,,,,2.201492,,,,,,,,,,,,,,30cb0336-8c3b-46c0-b3ec-1fa13960f49e,109,,"[32.7, 37.5]",3773689,2,,,,1.3249094,,Left Foot,,,"[39.2, 63.4]",,Low Pass,,26.703184,,,Juan Marcos Foyth,21081.0,,,,,,1,Regular Play,Pau Francisco Torres,6892.0,Left Center Back,4,Villarreal,222,"['22ee8fe0-df12-4dd7-ab67-baa3cfb7c555', '341013d2-66f9-4d7c-a5ac-6f6a930146bd']",5,,,,,,,,,,,,,,,,,,Villarreal,222,00:02:05.954,Pass,True,2020/2021
,,,,,,,,,,,,,,,1.169451,,,,,,,,,,,,,,69d1fc3f-49f2-42f1-bf93-83a243e2b388,113,,"[41.3, 67.3]",3773689,2,,,,0.5272223,,Right Foot,,,"[55.9, 75.8]",,Ground Pass,,16.894081,,,Samuel Chimerenka Chukwueze,16335.0,,,,,,1,Regular Play,Juan Marcos Foyth,21081.0,Right Back,4,Villarreal,222,"['2cec41e2-75b4-4ad8-8eba-4748424e49b1', '7621451a-289c-488a-9fbe-cc833b51fc90']",9,,,,,,,,,,,,,,,,,,Villarreal,222,00:02:09.316,Pass,True,2020/2021
,,,,,,,,,,,,,,,0.877975,,,,,,,,,,,,,,5af20675-8bb2-4d3f-96d4-6ef012f356d3,116,,"[56.1, 72.2]",3773689,2,,,,-2.0461392,,Left Foot,,,"[52.6, 65.4]",,Ground Pass,,7.6478753,,,Etienne Capoue,3721.0,,,,,,1,Regular Play,Samuel Chimerenka Chukwueze,16335.0,Right Midfield,4,Villarreal,222,['15a5d366-f908-4f3f-a4a7-162e44a2b689'],12,,,,,,,,,,,,,,,,,,Villarreal,222,00:02:12.035,Pass,,2020/2021
,,,,,,,,,,,,,,,1.105876,,,,,,,,,,,,,,f4607ed4-58b0-46bf-b2c8-36a9a1defa67,119,,"[51.1, 67.8]",3773689,2,,,,2.1112158,,Right Foot,,,"[46.6, 75.3]",,Ground Pass,,8.746428,,,Juan Marcos Foyth,21081.0,,,,,,1,Regular Play,Etienne Capoue,3721.0,Right Center Midfield,4,Villarreal,222,['4da61cd1-ae7d-4050-9336-7df9cac4a4f4'],13,,,,,,,,,,,,,,,,,,Villarreal,222,00:02:13.968,Pass,,2020/2021
,,,,,,,,,,,,,,,2.042959,,,,,,,,,,,,,,55921a53-7413-455c-b2e7-9496ddf1830e,126,,"[58.8, 72.0]",3773689,2,,,,-0.72097135,,Right Foot,,,"[75.3, 57.5]",,Ground Pass,,21.965883,,,Manuel Trigueros Muñoz,6771.0,,,,,,1,Regular Play,Juan Marcos Foyth,21081.0,Right Back,4,Villarreal,222,['c79a5bf0-ce55-4147-a0ed-e92b7b3b8ab7'],17,,,,,,,,,,,,,,,,,,Villarreal,222,00:02:17.553,Pass,,2020/2021
