bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,half_start_late_video_start,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,1.4714,,,,,,,,,,,,,,b5e6b62f-467a-4b29-aabd-b429f294893f,1211,,"[70.4, 71.7]",69231,31,,,,-2.0607536,,Right Foot,,,,"[62.4, 56.7]",,Ground Pass,,17.0,,,Xavier Hernández Creus,20131.0,,,,,,,1,From Free Kick,Daniel Alves da Silva,4324.0,Right Back,65,Barcelona,217,['191131af-17fe-43c0-8b39-05d463ca0b9b'],14,,,,,,,,,,,,,,,,,Barcelona,217,00:31:14.126,Pass,,2008/2009
,,,,,,,,,,,,,,,,2.1983,,,,,,,,,,,,,,6a10c9f0-8aec-4bab-8c07-7e6eb49fea8c,1214,,"[61.0, 55.2]",69231,31,,,,-1.9157985,,Right Foot,,,,"[51.8, 29.6]",,Ground Pass,,27.202942,,,José Martín Cáceres Silva,5248.0,,,,,,,1,From Free Kick,Xavier Hernández Creus,20131.0,Right Center Midfield,65,Barcelona,217,['f3774746-7d68-48a7-813d-1209e75a30e1'],15,,,,,,,,,,,,,,,,,Barcelona,217,00:31:15.757,Pass,,2008/2009
,,,,,,,,,,,,,,,,1.583514,,,,,,,,,,,,,,4bd0196b-e913-4d44-a21b-3ee36dbd53d5,1217,,"[53.2, 30.4]",69231,31,,,,-1.1777383,,Right Foot,,,,"[63.4, 5.8]",,Ground Pass,,26.63081,,,Eric-Sylvain Bilal Abidal,20177.0,,,,,,,1,From Free Kick,José Martín Cáceres Silva,5248.0,Left Center Back,65,Barcelona,217,['1a278587-4e12-493f-840b-24f154d5504e'],19,,,,,,,,,,,,,,,,,Barcelona,217,00:31:19.435,Pass,,2008/2009
,,,,,,,,,,,,,,,,0.970599,,,,,,,,,,,,,,43f835fe-806c-4197-8eca-e384b2cbce4f,1220,,"[62.6, 4.4]",69231,31,,,,0.8391099,,Left Foot,,,,"[71.4, 14.2]",,Ground Pass,,13.171181,,,Andrés Iniesta Luján,5216.0,,,,,,,1,From Free Kick,Eric-Sylvain Bilal Abidal,20177.0,Left Back,65,Barcelona,217,['b60534ae-e9a2-482d-8f54-e59d574f6ddf'],22,,,,,,,,,,,,,,,,,Barcelona,217,00:31:22.851,Pass,,2008/2009
,,,,,,,,,,,,,,,,2.011199,,,,,,,,,,,,,,95408c2d-9619-46bc-aba7-606a0f17d2b5,1224,,"[67.7, 13.0]",69231,31,,,,3.0329313,,Right Foot,,,,"[45.7, 15.4]",,Ground Pass,,22.130522,,,José Martín Cáceres Silva,5248.0,,,,,,,1,From Free Kick,Andrés Iniesta Luján,5216.0,Left Center Midfield,65,Barcelona,217,['7f909c3c-3df6-4f65-bdbd-ebeb6316b914'],25,,,,,,,,,,,,,,,,,Barcelona,217,00:31:25.242,Pass,,2008/2009
,,,,,,,,,,,,,,,,2.208547,,,,,,,,,,,,,,6417379b-68c8-448d-a802-4b4a9b9f9949,1227,,"[45.3, 16.2]",69231,31,,,,1.5326287,,Right Foot,,,,"[46.9, 58.1]",,Ground Pass,,41.93054,,,Carles Puyol i Saforcada,20125.0,,,True,,,,1,From Free Kick,José Martín Cáceres Silva,5248.0,Left Center Back,65,Barcelona,217,['56b2302c-9518-4ec0-b3ea-a3536668756c'],28,,,,,,,,,,,,,,,,,Barcelona,217,00:31:28.765,Pass,,2008/2009
,,,,,,,,,,,,,,,,0.0852,,,,,,,,,,,,,,c8e031c9-4a22-475e-889e-db6dab26a80a,1230,,"[57.6, 63.5]",69231,31,,,,-0.58235294,,Right Foot,,,,"[65.8, 58.1]",,High Pass,,9.81835,Incomplete,,Samuel Eto''o Fils,19298.0,,,,,,,1,From Free Kick,Carles Puyol i Saforcada,20125.0,Right Center Back,65,Barcelona,217,"['9399e120-b1c7-4f08-b0f5-50648db3dc3b', 'ddc8b695-1211-4c2f-9496-f195becec632']",35,,,,,,,,,,,,,,,,,Barcelona,217,00:31:35.062,Pass,,2008/2009
,,,,,,,,,,,,,,,,1.062255,,,,,,,,,,,,,,22a7a866-e373-4498-8d68-a6df33bf070d,1233,,"[33.3, 45.8]",69231,31,,,,-1.7754382,,Right Foot,,,,"[31.1, 35.2]",,Low Pass,,10.825895,,,Miguel Marcos Madera,16478.0,,,,,,Recovery,1,From Free Kick,Sergio Matabuena Delgado,26255.0,Left Defensive Midfield,65,Barcelona,217,['a5786fe3-dfcf-4ae3-b1ca-aea151fabad8'],37,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:31:37.465,Pass,,2008/2009
,,,,,,,,,,,,,,,,1.2717,,,,,,,,,,,,,,22e0c89f-b635-4702-b90c-33c0c651a0c7,1236,,"[30.9, 33.7]",69231,31,,,,-0.27073634,,Right Foot,,,,"[55.4, 26.9]",,High Pass,,25.426168,Incomplete,,Carmelo José González Jiménez,26229.0,,,,,,,1,From Free Kick,Miguel Marcos Madera,16478.0,Right Defensive Midfield,65,Barcelona,217,"['653f1628-ec15-4342-a0ca-c232cc879525', '97cf96fa-7efe-4e49-9261-a6028357a0af']",38,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:31:38.528,Pass,,2008/2009
,,,,,,,,,,,,,,,,1.4061,,,,,,,,,,,,,,653f1628-ec15-4342-a0ca-c232cc879525,1238,,"[65.6, 54.1]",69231,31,,,,-0.7226786,,Right Foot,,,,"[76.6, 44.4]",,Low Pass,,14.665947,,,Xavier Hernández Creus,20131.0,,,,,,Recovery,1,From Free Kick,Carles Puyol i Saforcada,20125.0,Right Center Back,65,Barcelona,217,"['22e0c89f-b635-4702-b90c-33c0c651a0c7', '6de2f8b4-95f6-4463-8f1b-deaa20986271']",39,,,,,,,,,,,,,,,,,Barcelona,217,00:31:39.799,Pass,,2008/2009
,,,,,,,,,,,,,,,,2.041001,,,,,,,,,,,,,,8aa66be6-ce80-4a2b-a641-a476a8d6ab99,1245,,"[48.2, 26.3]",69231,31,,,,-0.620546,,Right Foot,,,,"[80.1, 3.5]",,Ground Pass,,39.21033,,,Diego Castro Giménez,26252.0,,,,,,Free Kick,1,From Free Kick,Iván Hernández Soto,26661.0,Left Center Back,67,Sporting Gijón,1041,['0116b34a-bf6e-42c9-b4b5-bb74a477ad50'],52,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:31:52.454,Pass,,2008/2009
,,,,,,,,,,,,,,,,2.104899,,,,,,,,,,,,,,f8a55bbe-7134-4580-bd4c-43a844007329,1247,,"[79.4, 3.8]",69231,31,,,,2.473691,,Right Foot,,,,"[54.3, 23.6]",,High Pass,,31.969517,,,Iván Hernández Soto,26661.0,,,,,,,1,From Free Kick,Diego Castro Giménez,26252.0,Left Midfield,67,Sporting Gijón,1041,['28b9ea67-ac17-49ae-80c9-961f6ad6e0be'],54,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:31:54.495,Pass,,2008/2009
,,,,,,,,,,,,,,,,5.923622,,,,,,,,,,,,,,0d45c5cb-2569-40c8-af3e-732fd9ad2271,1249,,"[54.3, 23.6]",69231,31,,,,-0.22923194,,Right Foot,,,,"[120.3, 8.2]",,High Pass,,67.77286,Out,,Diego Castro Giménez,26252.0,,,,,,,1,From Free Kick,Iván Hernández Soto,26661.0,Left Center Back,67,Sporting Gijón,1041,['1b0e0f1f-220f-4429-afc0-7024c0cb785e'],56,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:31:56.600,Pass,,2008/2009
,,,,,,,,,,,,,,,,3.112,,,,,,,,,,,,,,307ef5d8-8c40-491c-a7e7-9effae9274a9,1251,,"[6.0, 36.0]",69231,32,True,,,-0.5432662,,Right Foot,,,,"[42.1, 14.2]",,High Pass,,42.171673,,,Andrés Iniesta Luján,5216.0,,,,,,Goal Kick,1,From Goal Kick,Víctor Valdés Arribas,20176.0,Goalkeeper,68,Barcelona,217,['522b3889-71b1-434e-9e26-0ee14061ad30'],20,,,,,,,,,,,,,,,,,Barcelona,217,00:32:20.622,Pass,,2008/2009
,,,,,,,,,,,,,,,,1.2172,,,,,,,,,,,,,,56145267-832c-4bdb-89e7-3f6175ffa16d,1253,,"[41.7, 14.0]",69231,32,True,,,2.7784457,,Right Foot,,,,"[31.7, 17.8]",,Ground Pass,,10.697663,,,José Martín Cáceres Silva,5248.0,,,,,,,1,From Goal Kick,Andrés Iniesta Luján,5216.0,Left Center Midfield,68,Barcelona,217,['3abe59f8-c4c8-4ffd-813a-7af76bec0a37'],24,,,,,,,,,,,,,,,,,Barcelona,217,00:32:24.009,Pass,,2008/2009
,,,,,,,,,,,,,,,,1.6912,,,,,,,,,,,,,,64f1ee9f-a92f-4211-acf7-9c709c17cb63,1255,,"[31.3, 23.7]",69231,32,True,,,1.4909663,,Right Foot,,,,"[33.9, 56.2]",,Low Pass,,32.603832,,,Carles Puyol i Saforcada,20125.0,,,,,,,1,From Goal Kick,José Martín Cáceres Silva,5248.0,Left Center Back,68,Barcelona,217,['aaa01c8c-3b09-4376-8bb9-ac1a55cd3382'],27,,,,,,,,,,,,,,,,,Barcelona,217,00:32:27.340,Pass,,2008/2009
,,,,,,,,,,,,,,,,1.671433,,,,,,,,,,,,,,35721f93-8e67-4ada-bb4e-b50fa9ce24d7,1257,,"[31.8, 56.2]",69231,32,,,,0.753962,,Right Foot,,,,"[48.2, 71.6]",,Ground Pass,,22.49711,,,Sergio Busquets i Burgos,5203.0,,,,,,,1,From Goal Kick,Carles Puyol i Saforcada,20125.0,Right Center Back,68,Barcelona,217,['05383547-87aa-4c78-ae4c-a60f2c00c6dc'],30,,,,,,,,,,,,,,,,,Barcelona,217,00:32:30.031,Pass,,2008/2009
,,,,,,,,,,,,,,,,1.212201,,,,,,,,,,,,,,252a08ed-89d1-4653-ac97-95df3f3d0b4f,1260,,"[62.7, 71.1]",69231,32,,,,-0.4139256,,Right Foot,,,,"[80.0, 63.5]",,Ground Pass,,18.895767,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,1,From Goal Kick,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,68,Barcelona,217,['87ebf5a8-8bfe-4864-af26-97f7025c01d0'],32,,,,,,,,,,,,,,,,,Barcelona,217,00:32:32.603,Pass,,2008/2009
,,,,,,,,,,,,,,,,1.6142,,,,,,,,,,,,,,82c9d045-5c4d-44a3-911a-fca4f39211bc,1264,,"[85.4, 63.3]",69231,32,,,,1.2744445,,Left Foot,,,,"[89.4, 76.4]",,Ground Pass,,13.69708,,,Daniel Alves da Silva,4324.0,,,,,,,1,From Goal Kick,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,68,Barcelona,217,"['0884ab11-c738-4e46-824e-2d1993dc9110', 'f52edc83-13c1-4602-b0f9-2a4e031ea341']",34,,,,,,,,,,,,,,,,,Barcelona,217,00:32:34.631,Pass,True,2008/2009
,,,,,,,,,,,,,,,,1.1226,,,,,,,,,,,,,,fd3c6125-fcb8-4511-a40f-f69764edfa53,1269,,"[105.3, 75.0]",69231,32,,,,-1.7628443,,Right Foot,,,,"[103.2, 64.2]",,Ground Pass,,11.002273,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,1,From Goal Kick,Daniel Alves da Silva,4324.0,Right Back,68,Barcelona,217,"['201f834d-9aa2-4552-8522-60877f02fd3a', '99554efe-d346-4b29-9c0a-e4c291014b47']",41,,,,,,,,,,,,,,,,,Barcelona,217,00:32:41.208,Pass,True,2008/2009
,,,,,,,,,,,,,,,,0.6465,,,,,,,,,,,,,,f4abf30f-6fbb-4d8a-b5f6-1b1b35f0f885,1272,,"[103.0, 59.1]",69231,32,,,,-1.9634339,,Left Foot,,,,"[98.9, 49.2]",,Ground Pass,,10.715409,,,Andrés Iniesta Luján,5216.0,,,,,,,1,From Goal Kick,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,68,Barcelona,217,['ecfc494d-3963-4e0f-9bba-358c3f313d1f'],43,,,,,,,,,,,,,,,,,Barcelona,217,00:32:43.816,Pass,,2008/2009
,,,,,,,,,,,,,,,,0.760656,,,,,,,,,,,,,,c998a91d-7ab6-4596-9d51-41e1419c59e1,1275,,"[21.9, 36.2]",69231,32,,,,-0.5956555,,Other,,,,"[30.9, 30.1]",,Ground Pass,,10.872442,,,Carmelo José González Jiménez,26229.0,,,,,,Recovery,1,From Goal Kick,Luis Morán Sánchez,26635.0,Right Midfield,68,Barcelona,217,['b4087ef9-07ab-4a8e-9c72-ec44d87131db'],45,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:32:45.576,Pass,,2008/2009
,,,,,,,,,,,,,,,,0.162538,,,,,,,,,,,,,,8aa611d3-e20d-45c9-bef1-107e3cffc9b9,1278,,"[35.2, 30.8]",69231,32,,,,-1.5707964,,Right Foot,,,,"[35.2, 27.0]",,Ground Pass,,3.8,Incomplete,,,,,,,,,,1,From Goal Kick,Carmelo José González Jiménez,26229.0,Right Center Forward,68,Barcelona,217,['6d00335d-3319-436c-a677-764dc8740369'],47,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:32:47.168,Pass,,2008/2009
,,,,,,,,,,,,,,,,0.6714,,,,,,,,,,,,,,3c98ea29-79a5-4e8b-bb2f-cc0d5739abf9,1281,,"[94.2, 54.1]",69231,32,,,,-0.6212445,,Right Foot,,,,"[103.7, 47.3]",,Ground Pass,,11.682894,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,1,From Goal Kick,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,68,Barcelona,217,['ab070130-d9e2-4bb4-b8f0-6815a15dcfe1'],49,,,,,,,,,,,,,,,,,Barcelona,217,00:32:49.636,Pass,,2008/2009
,,,,,,,,,,,,,,,,1.7535,,,,,,,,,,,,,,8ddd4fe1-a520-4003-b71f-5dfe929fd1ff,1290,,"[17.6, 47.2]",69231,32,,,,0.46782005,,Right Foot,,,,"[46.3, 61.7]",,High Pass,,32.154938,Incomplete,,,,,,,,,,1,From Goal Kick,Luis Morán Sánchez,26635.0,Right Midfield,68,Barcelona,217,['7e2cb709-19b8-4d8a-8596-4855ada785b5'],53,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:32:53.939,Pass,,2008/2009
,,,,,,,,,,,,,,,,1.685361,,,,,,,,,,,,,,7e2cb709-19b8-4d8a-8596-4855ada785b5,1291,,"[74.7, 19.3]",69231,32,,,,-0.8026378,,Left Foot,,,,"[86.1, 7.5]",,Low Pass,,16.407316,,,Thierry Henry,15516.0,,,,,,Recovery,1,From Goal Kick,Eric-Sylvain Bilal Abidal,20177.0,Left Back,68,Barcelona,217,"['8ddd4fe1-a520-4003-b71f-5dfe929fd1ff', 'c1c34b49-fca0-4f15-9392-cac1c3db274e']",55,,,,,,,,,,,,,,,,,Barcelona,217,00:32:55.692,Pass,,2008/2009
,,,,,,,,,,,,,,,,1.003,,,,,,,,,,,,,,70a6f9b2-3c99-406a-a5fd-0f42f6db4c24,1294,,"[101.0, 12.3]",69231,33,,,,-1.0824624,,Right Foot,,,,"[106.1, 2.7]",,Ground Pass,,10.870603,,,Eric-Sylvain Bilal Abidal,20177.0,,,,,,,1,From Goal Kick,Thierry Henry,15516.0,Left Wing,68,Barcelona,217,['5d17530a-ca1c-43c2-ba7b-60f4e03585a7'],0,,,,,,,,,,,,,,,,,Barcelona,217,00:33:00.696,Pass,,2008/2009
,,,,,,,,,,,,,,,,1.5989,,,,,,,,,,,,,,8aa9801e-4e8e-4779-a461-ea7d11f1c5af,1297,,"[106.3, 2.7]",69231,33,,,,2.8027983,,Left Foot,,,,"[85.3, 10.1]",,Ground Pass,,22.265669,,,Andrés Iniesta Luján,5216.0,,,,,,,1,From Goal Kick,Eric-Sylvain Bilal Abidal,20177.0,Left Back,68,Barcelona,217,['98cf7326-c94a-40c7-99c6-e80ae224e409'],1,,,,,,,,,,,,,,,,,Barcelona,217,00:33:01.859,Pass,,2008/2009
,,,,,,,,,,,,,,,,1.9318,,,,,,,,,,,,,,8fc79fde-d81b-42c4-ab4a-c78e720b45b0,1300,,"[80.8, 14.0]",69231,33,,,,1.959115,,Right Foot,,,,"[68.2, 44.8]",,Ground Pass,,33.27762,,,Carles Puyol i Saforcada,20125.0,,,,,,,1,From Goal Kick,Andrés Iniesta Luján,5216.0,Left Center Midfield,68,Barcelona,217,['1a8df12d-a0c8-4fb0-b4b8-b4f0ead972ea'],5,,,,,,,,,,,,,,,,,Barcelona,217,00:33:05.457,Pass,,2008/2009
,,,,,,,,,,,,,,,,1.9722,,,,,,,,,,,,,,8265f50d-d7a8-4db9-9796-a3df8fc9f2b1,1303,,"[69.2, 48.5]",69231,33,,,,-1.6986662,,Right Foot,,,,"[66.5, 27.5]",,Ground Pass,,21.17286,,,José Martín Cáceres Silva,5248.0,,,,,,,1,From Goal Kick,Carles Puyol i Saforcada,20125.0,Right Center Back,68,Barcelona,217,['151eab65-edcd-4391-b1d0-4a7d446bf68b'],10,,,,,,,,,,,,,,,,,Barcelona,217,00:33:10.089,Pass,,2008/2009
,,,,,,,,,,,,,,,,1.793361,,,,,,,,,,,,,,eb0fcdac-de5a-4f2f-aa6c-dbee2b8cc6ce,1306,,"[66.5, 28.0]",69231,33,,,,1.3741826,,Right Foot,,,,"[71.4, 52.6]",,Ground Pass,,25.083261,,,Sergio Busquets i Burgos,5203.0,,,,,,,1,From Goal Kick,José Martín Cáceres Silva,5248.0,Left Center Back,68,Barcelona,217,['52ca9f63-7bb0-4c7f-ac03-13e1e4fbac4e'],13,,,,,,,,,,,,,,,,,Barcelona,217,00:33:13.725,Pass,,2008/2009
,,,,,,,,,,,,,,,,1.238434,,,,,,,,,,,,,,402c4cfd-028b-4235-bda7-797880498ba5,1309,,"[79.8, 65.8]",69231,33,,,,1.9924839,,Left Foot,,,,"[75.0, 76.5]",,Ground Pass,,11.727319,,,Daniel Alves da Silva,4324.0,,,,,,,1,From Goal Kick,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,68,Barcelona,217,['238dbdbb-b61b-40f1-bcc5-2d450725c9fb'],18,,,,,,,,,,,,,,,,,Barcelona,217,00:33:18.196,Pass,,2008/2009
,,,,,,,,,,,,,,,,1.003,,,,,,,,,,,,,,cdff33e5-0d7f-4d3f-bfd3-9dc4a3982eac,1312,,"[75.0, 76.5]",69231,33,,,,-0.023072828,,Right Foot,,,,"[88.0, 76.2]",,Ground Pass,,13.003461,,,Sergio Busquets i Burgos,5203.0,,,,,,,1,From Goal Kick,Daniel Alves da Silva,4324.0,Right Back,68,Barcelona,217,['6cb95eeb-e3f5-4548-b233-f8269f1a71eb'],19,,,,,,,,,,,,,,,,,Barcelona,217,00:33:19.503,Pass,,2008/2009
,,,,,,,,,,,,,,,,1.5673,,,,,,,,,,,,,,c6296a7e-8504-4dcc-a6be-402fdd2fdaf2,1315,,"[87.2, 76.2]",69231,33,,,,-1.1481885,,Right Foot,,,,"[94.8, 59.3]",,Ground Pass,,18.530245,,,Daniel Alves da Silva,4324.0,,,,,,,1,From Goal Kick,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,68,Barcelona,217,['a4b1adec-e9e0-4422-860f-0469fe6f6cb6'],21,,,,,,,,,,,,,,,,,Barcelona,217,00:33:21.214,Pass,,2008/2009
,,,,,,,,,,,,,,,,0.863972,,,,,,,,,,,,,,94d1a104-21fd-4bed-ab37-39d7fa769076,1318,,"[99.3, 60.6]",69231,33,,,,-1.0659349,,Right Foot,,,,"[107.7, 45.4]",,High Pass,,17.366634,Incomplete,,Samuel Eto''o Fils,19298.0,,,,,,,1,From Goal Kick,Daniel Alves da Silva,4324.0,Right Back,68,Barcelona,217,"['0b4e6714-9732-42d5-908e-a07211d78ec5', 'c5c7e255-f777-4837-b5c3-bea44c8d7683']",23,,,,,,,,,,,,,,,,,Barcelona,217,00:33:23.444,Pass,,2008/2009
,,,,,,,,,,,,,,,,1.045156,,,,,,,,,,,,,,da77db7e-acc5-48f5-81e1-a3a133378e5d,1323,,"[43.9, 22.6]",69231,33,,,,-0.8445625,,Left Foot,,,,"[57.4, 7.4]",,Ground Pass,,20.329535,,,David Barral Torres,26248.0,,,,,,,1,Regular Play,Carmelo José González Jiménez,26229.0,Right Center Forward,69,Sporting Gijón,1041,['cce63e2f-1a45-4334-9594-18e203e67748'],28,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:33:28.789,Pass,,2008/2009
,,,,,,,,,,,,,,,,0.961814,,,,,,,,,,,,,,d7e32a0b-db96-4d25-9a4f-81bd144fcc4c,1326,,"[57.4, 7.4]",69231,33,,,,2.9799714,,Right Foot,,,,"[48.2, 8.9]",,Ground Pass,,9.321481,,,Diego Castro Giménez,26252.0,,,,,,,1,Regular Play,David Barral Torres,26248.0,Left Center Forward,69,Sporting Gijón,1041,['0cb365e7-d5cb-4e4d-84ed-c6e771ad727a'],29,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:33:29.874,Pass,,2008/2009
,,,,,,,,,,,,,,,,0.4037,,,,,,,,,,,,,,4fb3ea9b-ad77-437f-bfb4-a29c5fba2e19,1329,,"[47.3, 8.9]",69231,33,,,,0.2676163,,Right Foot,,,,"[53.5, 10.6]",,High Pass,,6.428841,Incomplete,,,,,,,,,,1,Regular Play,Diego Castro Giménez,26252.0,Left Midfield,69,Sporting Gijón,1041,['de7b4d15-5fc9-4980-878f-04fa6315575c'],31,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:33:31.373,Pass,,2008/2009
,,,,,,,,,,,,,,,,1.7579,,,,,,,,,,,,,,185d523e-c003-4bf8-9bc3-b2050518cab6,1333,,"[73.3, 38.9]",69231,33,,,,-1.5118759,,Right Foot,,,,"[75.4, 3.3]",,High Pass,,35.661884,,,Thierry Henry,15516.0,,,,,,,1,Regular Play,Xavier Hernández Creus,20131.0,Right Center Midfield,70,Barcelona,217,['3b6d59c8-5fda-48b9-bbac-f99bc3ce761c'],39,,,,,,,,,,,,,,,,,Barcelona,217,00:33:39.131,Pass,,2008/2009
,,,,,,,,,,,,,,,,1.1227,,,,,,,,,,,,,,9762940a-c532-4495-8609-a03fa17da41d,1336,,"[82.9, 19.6]",69231,33,,,,2.586911,,Right Foot,,,,"[73.7, 25.3]",,Ground Pass,,10.822661,,,Andrés Iniesta Luján,5216.0,,,,,,,1,Regular Play,Thierry Henry,15516.0,Left Wing,70,Barcelona,217,['88b1b8ed-f1ab-4f40-9ded-b2b0e5d4be0a'],45,,,,,,,,,,,,,,,,,Barcelona,217,00:33:45.262,Pass,,2008/2009
,,,,,,,,,,,,,,,,2.08223,,,,,,,,,,,,,,076e248d-9aba-4d58-94f4-973ba08ccaa0,1339,,"[73.0, 25.5]",69231,33,,,,1.5531659,,Right Foot,,,,"[73.7, 65.2]",,Ground Pass,,39.70617,,,Daniel Alves da Silva,4324.0,,,,,,,1,Regular Play,Andrés Iniesta Luján,5216.0,Left Center Midfield,70,Barcelona,217,['aa8bcbd7-0470-40ef-8160-ff1fddd69beb'],49,,,,,,,,,,,,,,,,,Barcelona,217,00:33:49.450,Pass,,2008/2009
,,,,,,,,,,,,,,,,0.9878,,,,,,,,,,,,,,27b8c692-dfc0-402f-8f56-5125e8451b81,1343,,"[80.2, 60.5]",69231,33,,,,0.9844092,,Right Foot,,,,"[89.7, 74.8]",,Ground Pass,,17.167994,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,1,Regular Play,Daniel Alves da Silva,4324.0,Right Back,70,Barcelona,217,['e08bcecd-4491-4ee7-8ad3-b14005a1ba8c'],53,,,,,,,,,,,,,,,,,Barcelona,217,00:33:53.354,Pass,,2008/2009
,,,,,,,,,,,,,,,,1.1016,,,,,,,,,,,,,,7f888aec-e9bf-460d-9d7d-5cbc9752e062,1347,,"[90.4, 74.1]",69231,33,,,,-1.2704849,,Left Foot,,,,"[95.2, 58.6]",,Ground Pass,,16.226213,,,Daniel Alves da Silva,4324.0,,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,70,Barcelona,217,"['c262617a-f5ae-4a41-980d-0a8c44547be5', 'f29c270a-2f3b-4861-83f2-8843e4598c30']",54,,,,,,,,,,,,,,,,,Barcelona,217,00:33:54.462,Pass,True,2008/2009
,,,,,,,,,,,,,,,,1.283815,,,,,,,,,,,,,,7296e198-43c2-4461-9de4-43113ada314d,1350,,"[107.5, 61.7]",69231,33,,,,-1.8586278,,Right Foot,True,,,"[103.0, 46.5]",,Ground Pass,,15.852129,Incomplete,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,1,Regular Play,Daniel Alves da Silva,4324.0,Right Back,70,Barcelona,217,"['6135fead-9f3f-445e-86e2-b3a5f4fc1c96', '6b6602c6-322e-48e3-b2b6-b5500e589aa2']",57,,,,,,,,,,,,,,,,,Barcelona,217,00:33:57.121,Pass,,2008/2009
,,,,,,,,,,,,,,,,0.724088,,,,,,,,,,,,,,6135fead-9f3f-445e-86e2-b3a5f4fc1c96,1352,,"[18.0, 34.5]",69231,33,,,,-0.19598113,,Right Foot,,,,"[31.6, 31.8]",,Low Pass,,13.865424,,,Carmelo José González Jiménez,26229.0,,,,,,Recovery,1,Regular Play,Sergio Matabuena Delgado,26255.0,Left Defensive Midfield,70,Barcelona,217,"['7296e198-43c2-4461-9de4-43113ada314d', '83dda07c-6940-4be6-9d30-f6de16d9d2fe']",58,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:33:58.405,Pass,,2008/2009
,,,,,,,,,,,,,,,,1.879,,,,,,,,,,,,,,1b4033c9-d0b0-47b6-a783-cbcc2e04c584,1354,,"[32.8, 32.5]",69231,33,,,,-2.2612429,,Head,,,,"[19.5, 16.4]",,Low Pass,,20.883007,Incomplete,,,,,,,,,,1,Regular Play,Carmelo José González Jiménez,26229.0,Right Center Forward,70,Barcelona,217,['2a3dbea2-0b6e-4978-a483-b65cb9d77971'],59,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:33:59.289,Pass,,2008/2009
,,,,,,,,,,,,,,,,0.981346,,,,,,,,,,,,,,8184ca42-2396-467a-8633-6f68a8e6d3e3,1357,,"[103.7, 66.6]",69231,34,,,,-1.1071488,,Right Foot,True,,,"[113.5, 47.0]",,High Pass,,21.913465,Incomplete,,Xavier Hernández Creus,20131.0,,,,,,,1,Regular Play,Daniel Alves da Silva,4324.0,Right Back,70,Barcelona,217,"['c3e9289b-2cad-40b7-9d1b-1e41abfe95b9', 'c595759f-7a73-49e6-b7ab-68b7e620e344']",2,,,,,,,,,,,,,,,,,Barcelona,217,00:34:02.500,Pass,,2008/2009
