ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,4.217575,,,,,,,,,,,,,f7a8e703-6268-4e76-8602-9c01f7e8160b,2889,,"[64.8, 52.3]",267273,64,,,,,0.25825223,,Right Foot,,,,"[117.8, 66.3]",,High Pass,54.81788,,,,Daniel Alves da Silva,4324.0,,,,,,,2,Regular Play,Javier Alejandro Mascherano,5506.0,Right Center Back,130,Barcelona,217,['a5d0a781-5ff0-4040-a1c1-03f14e823aff'],49,,,,,,,,,,,,,,,,,Barcelona,217,00:19:49.835,Pass,,2015/2016
,,,,,,,,,,,,,,,1.4317,,,,,,,,,,,,,173bba77-4a72-43c1-a660-3a23943da87d,2892,,"[118.0, 65.1]",267273,64,,,,,-1.868218,,Right Foot,True,,,"[110.0, 39.0]",,High Pass,27.298534,,Incomplete,,Neymar da Silva Santos Junior,4320.0,,,,,,,2,Regular Play,Daniel Alves da Silva,4324.0,Right Back,130,Barcelona,217,"['446933b9-c8f7-4787-b61e-7ebddf0bf643', '74c11a1c-3378-4a27-b63f-748f2c0b2461']",54,,,,,,,,,,,,,,,,,Barcelona,217,00:19:54.377,Pass,,2015/2016
,,,,,,,,,,,,,,,1.5698,,,,,,,,,,,,,1baa2904-c892-4885-8b25-42bd61de44ac,2895,,"[120.0, 1.0]",267273,65,,,,,1.8577719,,Left Foot,,,,"[107.9, 42.0]",,High Pass,42.748215,,,True,Luis Alberto Suárez Díaz,5246.0,,,True,Outswinging,,Corner,2,From Corner,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,131,Barcelona,217,['11bda9b1-35a1-458c-962b-d5ba71edec45'],25,,,,,,,,,,,,,,,,,Barcelona,217,00:20:25.873,Pass,,2015/2016
,,,,,,,,,,,,,,,0.880694,,,,,,,,,,,,,ba28e7bb-caa2-42c6-9578-522775a69b67,2901,,"[120.0, 1.0]",267273,66,,,,,2.827972,,Right Foot,,,,"[116.3, 2.2]",,Ground Pass,3.88973,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,Corner,2,From Corner,Neymar da Silva Santos Junior,4320.0,Left Wing,132,Barcelona,217,['304973b8-0701-4af5-b3f6-3813a7955f19'],8,,,,,,,,,,,,,,,,,Barcelona,217,00:21:08.802,Pass,,2015/2016
,,,,,,,,,,,,,,,1.554211,,,,,,,,,,,,,1311de23-7561-4a0a-ae92-7811ac2aa0f7,2904,,"[114.8, 2.2]",267273,66,,,,,-3.1207623,,Left Foot,,,,"[105.2, 2.0]",,Ground Pass,9.602083,,,,Neymar da Silva Santos Junior,4320.0,,,,,,,2,From Corner,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,132,Barcelona,217,['4a3909a2-e64e-4aca-9926-e2d5bb448bf0'],10,,,,,,,,,,,,,,,,,Barcelona,217,00:21:10.662,Pass,,2015/2016
,,,,,,,,,,,,,,,1.6112,,,,,,,,,,,,,eefcc66b-ca14-4775-83ce-01d982f05b71,2907,,"[100.6, 1.8]",267273,66,,,,,2.7421997,,Right Foot,,,,"[85.2, 8.3]",,Ground Pass,16.71556,,,,Andrés Iniesta Luján,5216.0,,,,,,,2,From Corner,Neymar da Silva Santos Junior,4320.0,Left Wing,132,Barcelona,217,['e1c2f6a5-5244-40db-adc9-2c5884ea07d1'],12,,,,,,,,,,,,,,,,,Barcelona,217,00:21:12.935,Pass,,2015/2016
,,,,,,,,,,,,,,,1.004947,,,,,,,,,,,,,66aef7ae-eae7-4b86-96e7-1c78ed31c57c,2910,,"[84.6, 7.9]",267273,66,,,,,-0.3439691,,Right Foot,,,,"[98.0, 3.1]",,Ground Pass,14.233763,,,,Neymar da Silva Santos Junior,4320.0,,,,,,,2,From Corner,Andrés Iniesta Luján,5216.0,Left Center Midfield,132,Barcelona,217,['6e68d662-1ec1-46fa-aa75-62fb73a9b969'],15,,,,,,,,,,,,,,,,,Barcelona,217,00:21:15.066,Pass,,2015/2016
,,,,,,,,,,,,,,,1.659565,,,,,,,,,,,,,a5848211-e15a-4e39-83d4-9e3d89efad17,2918,,"[109.4, 15.3]",267273,66,,,,,-2.6403284,,Right Foot,,,,"[87.5, 3.3]",,Ground Pass,24.972185,,,,Andrés Iniesta Luján,5216.0,,,,,,,2,From Corner,Neymar da Silva Santos Junior,4320.0,Left Wing,132,Barcelona,217,"['67aa38f0-cdc8-4153-987a-c3c7992f2376', 'c2e7e713-c6a7-482b-9af8-bb6d1d703e46']",24,,,,,,,,,,,,,,,,,Barcelona,217,00:21:24.492,Pass,True,2015/2016
,,,,,,,,,,,,,,,1.243157,,,,,,,,,,,,,87593261-5dff-400e-9bbc-2e7f3e36cd83,2921,,"[82.9, 7.1]",267273,66,,,,,1.9967598,,Right Foot,,,,"[72.6, 29.8]",,Ground Pass,24.927494,,,,Jordi Alba Ramos,5211.0,,,,,,,2,From Corner,Andrés Iniesta Luján,5216.0,Left Center Midfield,132,Barcelona,217,['4ff24adf-ee94-4b94-a202-9b6bf4f64101'],29,,,,,,,,,,,,,,,,,Barcelona,217,00:21:29.100,Pass,,2015/2016
,,,,,,,,,,,,,,,1.2,,,,,,,,,,,,,366b84e2-53e8-472f-854d-2225b3521a98,2924,,"[72.2, 29.6]",267273,66,,,,,1.340128,,Left Foot,,,,"[75.3, 42.8]",,Ground Pass,13.55913,,,,Sergi Roberto Carnicer,6379.0,,,,,,,2,From Corner,Jordi Alba Ramos,5211.0,Left Back,132,Barcelona,217,['68c55763-3d10-44b0-9e61-d57754f6081c'],31,,,,,,,,,,,,,,,,,Barcelona,217,00:21:31.143,Pass,,2015/2016
,,,,,,,,,,,,,,,1.324697,,,,,,,,,,,,,32d5a2b4-0ef4-4759-a01f-e008de8506d2,2927,,"[75.6, 45.7]",267273,66,,,,,1.2196425,,Right Foot,,,,"[79.3, 55.8]",,Ground Pass,10.756393,,,,Daniel Alves da Silva,4324.0,,,,,,,2,From Corner,Sergi Roberto Carnicer,6379.0,Center Defensive Midfield,132,Barcelona,217,['91d0eca9-cba4-4282-bba2-ff86d78e4c0f'],33,,,,,,,,,,,,,,,,,Barcelona,217,00:21:33.106,Pass,,2015/2016
,,,,,,,,,,,,,,,2.435,,,,,,,,,,,,,b7b33e4c-7264-4ea5-b562-b3001c109169,2930,,"[84.2, 54.4]",267273,66,,,,,-0.7164809,,Right Foot,,,,"[114.4, 28.1]",,High Pass,40.046597,,,,Neymar da Silva Santos Junior,4320.0,,,,,,,2,From Corner,Daniel Alves da Silva,4324.0,Right Back,132,Barcelona,217,['91ebab29-e7ae-4430-8993-5cbb8889b7cc'],35,,,,,,,,,,,,,,,,,Barcelona,217,00:21:35.950,Pass,,2015/2016
,,,,,,,,,,,,,,,0.76527,,,,,,,,,,,,,e5632fda-6c17-44a2-aa54-5ec208cda387,2932,,"[114.4, 28.1]",267273,66,,,,,2.082027,,Head,,True,,"[109.8, 36.3]",,Low Pass,9.402127,,Incomplete,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,2,From Corner,Neymar da Silva Santos Junior,4320.0,Left Wing,132,Barcelona,217,"['6e0bd1fe-3240-4a87-b97d-6ebfa4b004db', '7d733c5a-875f-45a1-86cc-d840392deed1']",38,,,,,,,,,,,,,,,,,Barcelona,217,00:21:38.425,Pass,,2015/2016
,,,,,,,,,,,,,,,1.40128,,,,,,,,,,,,,39ead818-b2de-4057-ba45-c393e278c552,2936,,"[16.2, 52.5]",267273,66,,,,,-0.0072991406,,Right Foot,,,,"[43.6, 52.3]",,High Pass,27.40073,,,,Willian José da Silva,6721.0,,,,,,,2,Regular Play,Pedro Taunausú Domínguez Placeres,6928.0,Right Center Midfield,133,Las Palmas,208,['f8003396-d62c-4d56-bc02-ce55bf1789c2'],40,,,,,,,,,,,,,,,,,Las Palmas,208,00:21:40.725,Pass,,2015/2016
,,,,,,,,,,,,,,,1.400593,,,,,,,,,,,,,282df157-8edd-45a3-ac3a-40f99809fc33,2940,,"[42.9, 57.1]",267273,66,,,,,1.4406942,,Right Foot,,,,"[45.7, 78.5]",,Ground Pass,21.5824,,,,Jerónimo Figueroa Cabrera,6934.0,,,,,,,2,Regular Play,Willian José da Silva,6721.0,Center Forward,133,Las Palmas,208,"['a28f7dc3-1697-461e-9e15-163731a08e01', 'ead7a4e3-c560-46b0-ab8d-76101c2dc8e6']",43,,,,,,,,,,,,,,,,,Las Palmas,208,00:21:43.233,Pass,True,2015/2016
,,,,,,,,,,,,,,,3.365,,,,,,,,,,,,,f2e4cf0e-b44e-4d76-acff-7432b64f940a,2943,,"[47.6, 77.7]",267273,66,,,,,-0.13630661,,Left Foot,,,,"[87.7, 72.2]",,Low Pass,40.475426,,Incomplete,,Willian José da Silva,6721.0,,,,,,,2,Regular Play,Jerónimo Figueroa Cabrera,6934.0,Left Midfield,133,Las Palmas,208,"['0d78bc2d-2353-49d8-b51a-c2d72f2c1e12', 'f551fb43-76e1-4fdd-a589-027b48ea564f']",45,,,,,,,,,,,,,,,,,Las Palmas,208,00:21:45.638,Pass,,2015/2016
,,,,,,,,,,,,,,,2.6501,,,,,,,,,,,,,f551fb43-76e1-4fdd-a589-027b48ea564f,2945,,"[33.3, 8.8]",267273,66,,,,,2.4227626,,Right Foot,,,,"[7.7, 31.2]",,Ground Pass,34.016468,,,,Claudio Andrés Bravo Muñoz,4691.0,,,,,,Recovery,2,Regular Play,Jérémy Mathieu,10609.0,Left Center Back,134,Barcelona,217,"['4f565ae0-7e31-40b4-bd44-fd6edeeba824', 'f2e4cf0e-b44e-4d76-acff-7432b64f940a']",49,,,,,,,,,,,,,,,,,Barcelona,217,00:21:49.003,Pass,,2015/2016
,,,,,,,,,,,,,,,1.356025,,,,,,,,,,,,,4dafa482-b2ca-4142-ab94-1cd6137babdb,2948,,"[8.9, 34.2]",267273,66,,,,,0.9351076,,Right Foot,,,,"[16.5, 44.5]",,Ground Pass,12.80039,,,,Javier Alejandro Mascherano,5506.0,,,,,,,2,Regular Play,Claudio Andrés Bravo Muñoz,4691.0,Goalkeeper,134,Barcelona,217,['13cf2bf5-176b-4851-adde-56f1a9efcb14'],52,,,,,,,,,,,,,,,,,Barcelona,217,00:21:52.853,Pass,,2015/2016
,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,afd606b1-8b48-4354-b94b-826dab9406e9,2951,,"[17.5, 50.4]",267273,66,,,,,0.5040297,,Right Foot,,,,"[36.9, 61.1]",,Ground Pass,22.155134,,,,Daniel Alves da Silva,4324.0,,,,,,,2,Regular Play,Javier Alejandro Mascherano,5506.0,Right Center Back,134,Barcelona,217,['60e1c30f-9c46-4d33-b05c-6ea6fb5101bb'],55,,,,,,,,,,,,,,,,,Barcelona,217,00:21:55.329,Pass,,2015/2016
,,,,,,,,,,,,,,,1.932732,,,,,,,,,,,,,fadb13bf-fb44-46e0-b8c4-f7acd50121c0,2954,,"[39.8, 61.9]",267273,66,,,,,0.6264452,,Right Foot,,,,"[55.0, 72.9]",,Ground Pass,18.76273,,,,Ivan Rakitić,5470.0,,,,,,,2,Regular Play,Daniel Alves da Silva,4324.0,Right Back,134,Barcelona,217,['d6f1de52-035d-470c-aff1-325483b306f0'],58,,,,,,,,,,,,,,,,,Barcelona,217,00:21:58.235,Pass,,2015/2016
,,,,,,,,,,,,,,,1.413665,,,,,,,,,,,,,0480baab-4da1-450f-a1be-282089c1dac2,2957,,"[56.6, 73.5]",267273,67,,,,,-2.5787244,,Right Foot,,,,"[48.2, 68.2]",,Ground Pass,9.932271,,,,Daniel Alves da Silva,4324.0,,,,,,,2,Regular Play,Ivan Rakitić,5470.0,Right Center Midfield,134,Barcelona,217,['919e654b-f423-4eac-a373-76066d17975e'],0,,,,,,,,,,,,,,,,,Barcelona,217,00:22:00.602,Pass,,2015/2016
,,,,,,,,,,,,,,,1.031178,,,,,,,,,,,,,2483f3cb-60c1-4019-8a31-b411c45bfbc1,2960,,"[47.2, 66.6]",267273,67,,,,,-1.1980504,,Right Foot,,,,"[53.3, 51.0]",,Ground Pass,16.750223,,,,Sergi Roberto Carnicer,6379.0,,,,,,,2,Regular Play,Daniel Alves da Silva,4324.0,Right Back,134,Barcelona,217,['c23ce33f-7448-47f1-a830-cf3eb0ae59c8'],2,,,,,,,,,,,,,,,,,Barcelona,217,00:22:02.820,Pass,,2015/2016
,,,,,,,,,,,,,,,1.06639,,,,,,,,,,,,,4f44a617-fc54-48b3-8286-2ae2fe8f1f50,2963,,"[57.3, 46.2]",267273,67,,,,,0.7670516,,Right Foot,,,,"[68.4, 56.9]",,Ground Pass,15.417522,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,2,Regular Play,Sergi Roberto Carnicer,6379.0,Center Defensive Midfield,134,Barcelona,217,['b27bd650-d9ee-4c58-b05b-e42ec7ac984b'],7,,,,,,,,,,,,,,,,,Barcelona,217,00:22:07.773,Pass,,2015/2016
,,,,,,,,,,,,,,,0.58245,,,,,,,,,,,,,94043738-564f-40df-8935-57ec54cef7ad,2968,,"[66.1, 57.9]",267273,67,,True,,,-1.8757887,,Right Foot,,,,"[64.4, 52.5]",,Ground Pass,5.661272,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,Free Kick,2,From Free Kick,Daniel Alves da Silva,4324.0,Right Back,135,Barcelona,217,['1793dee0-4e86-43c5-a239-5388776e422f'],17,,,,,,,,,,,,,,,,,Barcelona,217,00:22:17.496,Pass,,2015/2016
,,,,,,,,,,,,,,,1.2,,,,,,,,,,,,,263759fa-5ec4-4e9b-b871-860bd0613d3f,2970,,"[64.2, 52.7]",267273,67,,,,,3.076326,,Right Foot,,,,"[48.9, 53.7]",,Ground Pass,15.332644,,,,Javier Alejandro Mascherano,5506.0,,,,,,,2,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,135,Barcelona,217,['6fabdd60-9207-4409-9534-25dfa87c46e3'],21,,,,,,,,,,,,,,,,,Barcelona,217,00:22:21.703,Pass,,2015/2016
,,,,,,,,,,,,,,,2.135894,,,,,,,,,,,,,0d966f9e-06c6-4586-bd99-98f7b1a1c0c8,2973,,"[48.9, 53.7]",267273,67,,,,,-1.0825516,,Right Foot,,,,"[63.4, 26.4]",,Ground Pass,30.91181,,,,Andrés Iniesta Luján,5216.0,,,,,,,2,From Free Kick,Javier Alejandro Mascherano,5506.0,Right Center Back,135,Barcelona,217,['212c925e-c407-4e1e-b477-f980cdb96a26'],23,,,,,,,,,,,,,,,,,Barcelona,217,00:22:23.821,Pass,,2015/2016
,,,,,,,,,,,,,,,1.882579,,,,,,,,,,,,,bef0662f-3220-4d4f-8ea3-05cbff7664c1,2976,,"[64.4, 21.8]",267273,67,,,,,-0.7626173,,Right Foot,,,,"[84.6, 2.5]",,Ground Pass,27.937967,,,,Jordi Alba Ramos,5211.0,,,,,,,2,From Free Kick,Andrés Iniesta Luján,5216.0,Left Center Midfield,135,Barcelona,217,['9714c407-b6d7-4342-b1ec-92bcfde64457'],27,,,,,,,,,,,,,,,,,Barcelona,217,00:22:27.176,Pass,,2015/2016
,,,,,,,,,,,,,,,1.292383,,,,,,,,,,,,,17765523-7ffa-4595-8e47-4eb6586cde6d,2979,,"[82.5, 2.2]",267273,67,,,,,2.5636907,,Left Foot,,,,"[75.6, 6.7]",,Ground Pass,8.237719,,,,Andrés Iniesta Luján,5216.0,,,,,,,2,From Free Kick,Jordi Alba Ramos,5211.0,Left Back,135,Barcelona,217,['848bbe78-ec25-4d2f-a86b-ac814491e5c3'],30,,,,,,,,,,,,,,,,,Barcelona,217,00:22:30.258,Pass,,2015/2016
,,,,,,,,,,,,,,,0.860708,,,,,,,,,,,,,fbdb864d-0263-4bb3-bd9d-7ff76d05d8e4,2982,,"[75.3, 5.6]",267273,67,,,,,2.0091329,,Right Foot,,,,"[67.8, 21.6]",,Ground Pass,17.670597,,,,Sergi Roberto Carnicer,6379.0,,,,,,,2,From Free Kick,Andrés Iniesta Luján,5216.0,Left Center Midfield,135,Barcelona,217,['fdeb70d4-69f3-4ba6-8616-93754edbf96a'],34,,,,,,,,,,,,,,,,,Barcelona,217,00:22:34.482,Pass,,2015/2016
,,,,,,,,,,,,,,,1.709211,,,,,,,,,,,,,e2906fe3-e295-486d-b16f-cb01dbdf96ea,2985,,"[61.9, 18.0]",267273,67,,,,,2.54867,,Right Foot,,,,"[43.2, 30.6]",,Ground Pass,22.548836,,,,Jérémy Mathieu,10609.0,,,,,,,2,From Free Kick,Sergi Roberto Carnicer,6379.0,Center Defensive Midfield,135,Barcelona,217,['fc75955c-3ce3-4eaf-bba4-e5ac6ef06c06'],37,,,,,,,,,,,,,,,,,Barcelona,217,00:22:37.412,Pass,,2015/2016
,,,,,,,,,,,,,,,1.656629,,,,,,,,,,,,,e0a18c83-f422-493e-9862-f63df55d0927,2988,,"[43.2, 32.9]",267273,67,,,,,1.2712643,,Left Foot,,,,"[49.5, 53.3]",,Ground Pass,21.350643,,,,Javier Alejandro Mascherano,5506.0,,,,,,,2,From Free Kick,Jérémy Mathieu,10609.0,Left Center Back,135,Barcelona,217,['9e3cf156-e3bf-4c21-a0e5-2d5e4a069846'],40,,,,,,,,,,,,,,,,,Barcelona,217,00:22:40.042,Pass,,2015/2016
,,,,,,,,,,,,,,,2.956143,,,,,,,,,,,,,f4f9ac37-4d89-4dc7-b22d-001a3c40ce8e,2991,,"[55.0, 52.9]",267273,67,,,,,-0.7157436,,Right Foot,,,,"[98.7, 14.9]",,High Pass,57.911053,,,,Jordi Alba Ramos,5211.0,,,,,,,2,From Free Kick,Javier Alejandro Mascherano,5506.0,Right Center Back,135,Barcelona,217,['7db4cc3a-eb56-46a2-86a1-03e504178e71'],44,,,,,,,,,,,,,,,,,Barcelona,217,00:22:44.390,Pass,,2015/2016
,,,,,,,,,,,,,,,0.1858,,,,,,,,,,,,,3c8acb9a-06e7-489c-8813-a99c9f3e8343,2995,,"[106.0, 15.3]",267273,67,,,,,1.056345,,Left Foot,,,,"[107.3, 17.6]",,Ground Pass,2.641969,,Incomplete,,Neymar da Silva Santos Junior,4320.0,,,,,,,2,From Free Kick,Jordi Alba Ramos,5211.0,Left Back,135,Barcelona,217,"['1e0c9b6e-d0ab-43c0-9bfd-38e604c0d091', '932d0561-2d69-4af3-b2ef-66f0bc54683f']",48,,,,,,,,,,,,,,,,,Barcelona,217,00:22:48.666,Pass,,2015/2016
,,,,,,,,,,,,,,,1.154776,,,,,,,,,,,,,a034fb4a-1424-4e15-9461-07a2ee21572a,3000,,"[20.4, 54.6]",267273,67,,,,,-1.0668775,,Right Foot,,,,"[26.3, 43.9]",,Ground Pass,12.218838,,,,Mauricio Lemos Merladet,7692.0,,,,,,,2,From Free Kick,Nabil El Zhar,6608.0,Right Midfield,135,Barcelona,217,['463bc7ec-cb2e-423d-a629-59deeca1ce1a'],51,,,,,,,,,,,,,,,,,Las Palmas,208,00:22:51.836,Pass,,2015/2016
,,,,,,,,,,,,,,,3.895775,,,,,,,,,,,,,c8869aa1-e6cd-4c9c-a16f-6dc3a6184eac,3004,,"[46.1, 42.2]",267273,67,,,,,0.45178685,,Right Foot,,,,"[90.2, 63.6]",,High Pass,49.01806,,Incomplete,,Pedro Taunausú Domínguez Placeres,6928.0,,,,,,,2,From Free Kick,Mauricio Lemos Merladet,7692.0,Left Center Midfield,135,Barcelona,217,"['84ddf2f8-eb63-4aac-8004-df60be8f0bc4', 'abd3104f-d3d1-4ab8-b109-903ebfc25f65']",56,,,,,,,,,,,,,,,,,Las Palmas,208,00:22:56.333,Pass,,2015/2016
,,,,,,,,,,,,,,,2.4275,,,,,,,,,,,,,9a345bf3-e2eb-4773-962e-47f6547be07b,3008,,"[26.8, 1.8]",267273,68,,,,,0.24763258,,Left Foot,,,,"[71.1, 13.0]",,High Pass,45.693874,,Incomplete,,Neymar da Silva Santos Junior,4320.0,,,,,,,2,From Free Kick,Jérémy Mathieu,10609.0,Left Center Back,135,Barcelona,217,"['2f94f169-f63c-468a-a499-7ffe269da011', '7729055f-6392-44bb-aed7-abf3639112f8']",2,,,,,,,,,,,,,,,,,Barcelona,217,00:23:02.137,Pass,,2015/2016
,,,,,,,,,,,,,,,1.224556,,,,,,,,,,,,,2f94f169-f63c-468a-a499-7ffe269da011,3010,,"[49.9, 68.0]",267273,68,,,,,-0.61159706,,Other,,,,"[57.6, 62.6]",,Low Pass,9.404786,,,,Roque Mesa Quevedo,3610.0,,,,,,Recovery,2,Regular Play,David García Santana,6927.0,Right Back,136,Las Palmas,208,"['9a345bf3-e2eb-4773-962e-47f6547be07b', 'fc463ed1-a35b-49c7-8011-2b959072d759']",4,,,,,,,,,,,,,,,,,Las Palmas,208,00:23:04.565,Pass,,2015/2016
,,,,,,,,,,,,,,,1.127496,,,,,,,,,,,,,f25f0a7c-4da4-4048-8759-aaae32359b8d,3014,,"[58.7, 47.0]",267273,68,,,,,2.4878485,,Right Foot,,,,"[46.3, 56.5]",,Ground Pass,15.620819,,,,Aythami Artiles Oliva,8440.0,,,,,,,2,Regular Play,Roque Mesa Quevedo,3610.0,Center Defensive Midfield,136,Las Palmas,208,"['2eeb15fc-ce03-4bb1-b0b1-dd4af8c960da', 'c54d034a-bc88-4cb8-a5e6-8666e008bcad']",12,,,,,,,,,,,,,,,,,Las Palmas,208,00:23:12.106,Pass,True,2015/2016
,,,,,,,,,,,,,,,2.4026,,,,,,,,,,,,,ebeb0935-8973-4181-9a19-9c306d1da7cc,3018,,"[45.7, 60.3]",267273,68,,,,,0.18861422,,Right Foot,,,,"[80.8, 67.0]",,High Pass,35.733738,,Incomplete,,,,,,,,,,2,Regular Play,Aythami Artiles Oliva,8440.0,Right Center Back,136,Las Palmas,208,"['252b4848-182e-4c23-a38c-72f60074acd0', '7313903b-b440-41d3-a904-7d173ccd7a59']",14,,,,,,,,,,,,,,,,,Las Palmas,208,00:23:14.113,Pass,True,2015/2016
,,,,,,,,,,,,,,,1.2,,,,,,,,,,,,,b8f89ebb-63e0-46e1-b279-133d9fcf6017,3021,,"[40.9, 13.2]",267273,68,,,,,0.95198154,,Left Foot,,,,"[50.3, 26.4]",,Ground Pass,16.204937,,,,Sergi Roberto Carnicer,6379.0,,,,,,,2,Regular Play,Jordi Alba Ramos,5211.0,Left Back,137,Barcelona,217,['ed6f742a-cd1d-402f-aee6-120ea9d37d72'],17,,,,,,,,,,,,,,,,,Barcelona,217,00:23:17.692,Pass,,2015/2016
,,,,,,,,,,,,,,,0.865518,,,,,,,,,,,,,efb5f1cc-34a3-4b39-9b09-9dde6a248203,3024,,"[52.2, 30.0]",267273,68,,,,,-0.37337637,,Right Foot,,,,"[61.9, 26.2]",,Ground Pass,10.417773,,,,Neymar da Silva Santos Junior,4320.0,,,,,,,2,Regular Play,Sergi Roberto Carnicer,6379.0,Center Defensive Midfield,137,Barcelona,217,['f493a507-1c03-427b-a3b0-9f7c95943615'],20,,,,,,,,,,,,,,,,,Barcelona,217,00:23:20.077,Pass,,2015/2016
,,,,,,,,,,,,,,,1.2351,,,,,,,,,,,,,8d9f99b5-1c8f-4afd-a38b-429d6399cab5,3027,,"[61.7, 26.4]",267273,68,,,,,1.8233505,,Right Foot,,,,"[58.5, 38.8]",,Ground Pass,12.806249,,,,Sergi Roberto Carnicer,6379.0,,,,,,,2,Regular Play,Neymar da Silva Santos Junior,4320.0,Left Wing,137,Barcelona,217,['ef70ab3e-a7e5-45d7-912b-913c22eb1560'],21,,,,,,,,,,,,,,,,,Barcelona,217,00:23:21.889,Pass,,2015/2016
,,,,,,,,,,,,,,,2.013258,,,,,,,,,,,,,e525f26a-11b8-4e7c-962e-6bca989e205f,3030,,"[59.8, 47.0]",267273,68,,,,,1.202619,,Right Foot,,,,"[70.1, 73.7]",,Ground Pass,28.617826,,,,Daniel Alves da Silva,4324.0,,,,,,,2,Regular Play,Sergi Roberto Carnicer,6379.0,Center Defensive Midfield,137,Barcelona,217,['71417f2b-3696-4f77-afd4-a779f7f73353'],24,,,,,,,,,,,,,,,,,Barcelona,217,00:23:24.325,Pass,,2015/2016
,,,,,,,,,,,,,,,1.67932,,,,,,,,,,,,,d8e7489a-8117-4c39-97db-c73cd9e93d90,3033,,"[82.9, 76.4]",267273,68,,,,,-2.2406073,,Right Foot,,,,"[71.1, 61.5]",,Ground Pass,19.006578,,,,Sergi Roberto Carnicer,6379.0,,,,,,,2,Regular Play,Daniel Alves da Silva,4324.0,Right Back,137,Barcelona,217,['996d1e3a-c6dd-4c7e-85ab-c7ff29064ce1'],28,,,,,,,,,,,,,,,,,Barcelona,217,00:23:28.129,Pass,,2015/2016
,,,,,,,,,,,,,,,1.375056,,,,,,,,,,,,,fccbd65f-c7d8-4534-8288-7c8043b9c5a1,3036,,"[70.9, 62.1]",267273,68,,,,,-1.3626741,,Left Foot,,,,"[74.3, 46.0]",,Ground Pass,16.45509,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,2,Regular Play,Sergi Roberto Carnicer,6379.0,Center Defensive Midfield,137,Barcelona,217,['414b951d-6ca4-4f4f-b4e4-740b2eabbe97'],30,,,,,,,,,,,,,,,,,Barcelona,217,00:23:30.175,Pass,,2015/2016
,,,,,,,,,,,,,,,1.615193,,,,,,,,,,,,,c95c3702-29e1-4297-99cc-2f08ec8e93ba,3039,,"[74.7, 49.3]",267273,68,,,,,-1.6588037,,Left Foot,,,,"[73.2, 32.3]",,Ground Pass,17.066048,,,,Andrés Iniesta Luján,5216.0,,,,,,,2,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,137,Barcelona,217,['381dfc94-5f7e-4551-8a00-af1274c43957'],32,,,,,,,,,,,,,,,,,Barcelona,217,00:23:32.895,Pass,,2015/2016
,,,,,,,,,,,,,,,1.2353,,,,,,,,,,,,,34fb24f0-648d-4be8-a70c-dd8f59cb84e1,3042,,"[70.9, 31.5]",267273,68,,,,,1.2338378,,Right Foot,,,,"[76.4, 47.2]",,Ground Pass,16.635504,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,2,Regular Play,Andrés Iniesta Luján,5216.0,Left Center Midfield,137,Barcelona,217,['daacf4b3-ee09-4b8b-a43d-bff7d0652839'],35,,,,,,,,,,,,,,,,,Barcelona,217,00:23:35.512,Pass,,2015/2016
