50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,1.144505,,,,,,,,,,,,,1184019a-fe93-4f80-8fdd-7f175c325f0c,19,,"[4.9, 51.4]",267432,0,,,,1.6495802,,Right Foot,,,"[3.7, 66.6]",,Ground Pass,,15.247294,,,,,Marlon Santos da Silva Barbosa,3362.0,,,,,,1,From Goal Kick,Marc-André ter Stegen,20055.0,Goalkeeper,3,Barcelona,217,"['0db8fa95-b7b1-49c9-b424-5325ec936f4f', '3432930b-fe4d-4456-a1e5-e2f6173e7651']",21,,,,,,,,,,,,,,,,,Barcelona,217,00:00:21.811,Pass,True,2016/2017
,,,,,,,,,,,,,,,,,1.615002,,,,,,,,,,,,,13066a3d-bdc4-4459-b3cb-2ca6216a961f,26,,"[6.6, 66.8]",267432,0,,,,-1.7671292,,Right Foot,,,"[3.0, 48.7]",,Ground Pass,,18.454538,,,,,Marc-André ter Stegen,20055.0,,,,,,1,From Goal Kick,Marlon Santos da Silva Barbosa,3362.0,Right Center Back,3,Barcelona,217,['51fe21bb-4151-4eb6-a88f-64435b4a7527'],26,,,,,,,,,,,,,,,,,Barcelona,217,00:00:26.561,Pass,,2016/2017
,,,,,,,,,,,,,,,,,1.738954,,,,,,,,,,,,,6c09e79e-bfef-4df1-9c7a-e3595507f609,29,,"[6.8, 44.5]",267432,0,,,,-1.6566503,,Right Foot,,,"[4.7, 20.1]",,Ground Pass,,24.490202,,,,,Samuel Yves Umtiti,5492.0,,,,,,1,From Goal Kick,Marc-André ter Stegen,20055.0,Goalkeeper,3,Barcelona,217,['45e64aa8-9a47-420d-8529-d342aa549ce3'],29,,,,,,,,,,,,,,,,,Barcelona,217,00:00:29.971,Pass,,2016/2017
,,,,,,,,,,,,,,,,,1.932671,,,,,,,,,,,,,e2931dd8-c3e7-49b5-8183-aa21f524b28b,33,,"[18.6, 16.3]",267432,0,,,,2.2827075,,Left Foot,,,"[3.5, 33.8]",,Ground Pass,,23.114065,,,,,Marc-André ter Stegen,20055.0,,,,,,1,From Goal Kick,Samuel Yves Umtiti,5492.0,Left Center Back,3,Barcelona,217,"['4a9f9717-a7c6-4d69-b86b-3397fd44346f', 'ca698897-a3aa-4fe7-884f-55494e113254']",35,,,,,,,,,,,,,,,,,Barcelona,217,00:00:35.779,Pass,True,2016/2017
,,,,,,,,,,,,,,,,,1.7944,,,,,,,,,,,,,d97870df-3a03-4fe8-8d1b-52a3a8206959,36,,"[5.6, 40.7]",267432,0,,,,1.1831268,,Right Foot,,,"[15.4, 64.7]",,Ground Pass,,25.923735,,,,,Marlon Santos da Silva Barbosa,3362.0,,,,,,1,From Goal Kick,Marc-André ter Stegen,20055.0,Goalkeeper,3,Barcelona,217,['d2f49ab9-95f2-476e-8e15-7aa14c3d581c'],39,,,,,,,,,,,,,,,,,Barcelona,217,00:00:39.562,Pass,,2016/2017
,,,,,,,,,,,,,,,,,1.786161,,,,,,,,,,,,,7041d3c9-054a-44e6-9f2a-ab4389157074,40,,"[14.8, 63.8]",267432,0,,,,1.4234349,,Right Foot,,,"[16.7, 76.6]",,Ground Pass,,12.940248,,,,,Sergi Roberto Carnicer,6379.0,,,,,,1,From Goal Kick,Marlon Santos da Silva Barbosa,3362.0,Right Center Back,3,Barcelona,217,"['63f7aaa2-8250-4500-9a1b-c039c4e223e6', 'a85d0763-75ba-4ec2-b35c-1e24bd5dc45a']",41,,,,,,,,,,,,,,,,,Barcelona,217,00:00:41.436,Pass,True,2016/2017
,,,,,,,,,,,,,,,,,1.009685,,,,,,,,,,,,,5d999df6-b72c-4c6a-ab08-2bad53a4dce1,44,,"[9.8, 74.5]",267432,0,,,,-2.284887,,Right Foot,,,"[3.3, 67.0]",,Ground Pass,,9.924717,,,,,Marlon Santos da Silva Barbosa,3362.0,,,,,,1,From Goal Kick,Sergi Roberto Carnicer,6379.0,Right Back,3,Barcelona,217,['70643edb-a819-4b6b-acde-f81685e5abf3'],44,,,,,,,,,,,,,,,,,Barcelona,217,00:00:44.644,Pass,,2016/2017
,,,,,,,,,,,,,,,,,1.6711,,,,,,,,,,,,,7525bf98-e8de-4dcc-9b03-b48d98847cfb,48,,"[3.3, 66.3]",267432,0,,,,0.07371236,,Right Foot,,,"[35.8, 68.7]",,Low Pass,,32.588493,,,,,Ivan Rakitić,5470.0,,,,,,1,From Goal Kick,Marlon Santos da Silva Barbosa,3362.0,Right Center Back,3,Barcelona,217,"['3288c3d2-479d-414e-a23e-5804c343cb66', 'dbd8cbdf-bb4b-4f4e-a4aa-090a891f0f80']",45,,,,,,,,,,,,,,,,,Barcelona,217,00:00:45.942,Pass,True,2016/2017
,,,,,,,,,,,,,,,,,2.8303,,,,,,,,,,,,,c6900800-5a33-41d2-ba3f-689181d73dfc,52,,"[84.7, 0.1]",267432,0,,,,0.888209,,,,,"[96.0, 14.0]",,High Pass,,17.913681,,,Incomplete,,,,,,,,Throw-in,1,From Throw In,David Juncà Reñé,6776.0,Left Back,4,Eibar,322,['96332bd1-c89b-4a94-8289-9fbd9fb5504d'],58,,,,,,,,,,,,,,,,,Eibar,322,00:00:58.380,Pass,,2016/2017
,,,,,,,,,,,,,,,,,1.218511,,,,,,,,,,,,,11d9b230-2e5a-45aa-8764-f0d82476dc1a,54,,"[33.4, 66.6]",267432,1,,,,-1.7307094,,Right Foot,,,"[30.9, 51.1]",,Ground Pass,,15.700318,,,,,Andrés Iniesta Luján,5216.0,,,,,Recovery,1,Regular Play,Ivan Rakitić,5470.0,Right Center Midfield,5,Barcelona,217,['72d842ff-609b-4ab4-b829-b4762a22c1c1'],2,,,,,,,,,,,,,,,,,Barcelona,217,00:01:02.508,Pass,,2016/2017
,,,,,,,,,,,,,,,,,0.913582,,,,,,,,,,,,,3d13aa94-e859-4903-942f-8aad5a6f3143,58,,"[30.2, 51.4]",267432,1,,,,-0.91614646,,Left Foot,,,"[44.4, 32.9]",,Ground Pass,,23.32145,,,,,Neymar da Silva Santos Junior,4320.0,,,,,,1,Regular Play,Andrés Iniesta Luján,5216.0,Left Center Midfield,5,Barcelona,217,"['75a8e7db-fad0-4239-b9f6-eb9319c0b935', 'a2123d4c-7b26-4a11-9b71-2a4de3f45139']",4,,,,,,,,,,,,,,,,,Barcelona,217,00:01:04.673,Pass,True,2016/2017
,,,,,,,,,,,,,,,,,1.201829,,,,,,,,,,,,,f9b1d855-a864-4c42-9366-d97544bffced,65,,"[74.8, 36.0]",267432,1,,,,-0.34596726,,Right Foot,,,"[83.4, 32.9]",,Ground Pass,,9.141663,,,Incomplete,,Sergio Enrich Ametller,6700.0,,,,,,1,Regular Play,Daniel García Carrillo,6775.0,Left Center Midfield,5,Barcelona,217,"['8caa0632-1dc3-4992-a9de-803c53fbbdfb', 'd6abcc11-670b-4a8b-a134-ed13730cee40']",9,,,,,,,,,,,,,,,,,Eibar,322,00:01:09.276,Pass,,2016/2017
,,,,,,,,,,,,,,,,,0.735126,,,,,,,,,,,,,95b2cfff-30c7-42b2-ae51-1e98e47fe79e,71,,"[36.9, 45.7]",267432,1,True,,,1.2272575,,Right Foot,,,"[45.7, 70.3]",,Ground Pass,,26.126616,,,,,Sergi Roberto Carnicer,6379.0,,,,,Free Kick,1,From Free Kick,Marlon Santos da Silva Barbosa,3362.0,Right Center Back,6,Barcelona,217,['56ff1ddc-fdd4-4a37-ae05-66389d53d566'],16,,,,,,,,,,,,,,,,,Barcelona,217,00:01:16.185,Pass,,2016/2017
,,,,,,,,,,,,,,,,,0.771789,,,,,,,,,,,,,59da56ba-99a6-4f6d-8bca-30575cd3529c,73,,"[47.4, 71.6]",267432,1,,,,0.53418255,,Right Foot,,,"[54.5, 75.8]",,Ground Pass,,8.249243,,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,From Free Kick,Sergi Roberto Carnicer,6379.0,Right Back,6,Barcelona,217,['5c5b3b0e-2702-4a96-9602-f9727e4f2dba'],18,,,,,,,,,,,,,,,,,Barcelona,217,00:01:18.127,Pass,,2016/2017
,,,,,,,,,,,,,,,,,1.94218,,,,,,,,,,,,,62dd9334-ac1b-48e5-8a55-d71730161f1b,77,,"[55.0, 78.1]",267432,1,,,,-0.10251997,,Left Foot,,,"[79.3, 75.6]",,Ground Pass,,24.428263,,,,,Ivan Rakitić,5470.0,,,,,,1,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,6,Barcelona,217,['3c88ff43-fbeb-4b44-8f33-596c42f38bcd'],20,,,,,,,,,,,,,,,,,Barcelona,217,00:01:20.218,Pass,,2016/2017
,,,,,,,,,,,,,,,,,0.940311,,,,,,,,,,,,,4816cb55-db2f-4b93-bfef-d0c16e7ad9f9,82,,"[79.1, 80.0]",267432,1,,,,-1.2102304,,,,,"[81.4, 73.9]",,Low Pass,,6.519202,,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,Throw-in,1,From Throw In,Sergi Roberto Carnicer,6379.0,Right Back,7,Barcelona,217,['2e70215d-f3d8-45f5-94cb-37cbca5641e7'],32,,,,,,,,,,,,,,,,,Barcelona,217,00:01:32.040,Pass,,2016/2017
,,,,,,,,,,,,,,,,,1.398753,,,,,,,,,,,,,5dcc236d-7d6c-4a11-ae96-e06658b7acf0,85,,"[81.4, 73.9]",267432,1,,,,2.8899026,,Right Foot,,,"[70.9, 76.6]",,Low Pass,,10.841587,,,,,Sergi Roberto Carnicer,6379.0,,,,,,1,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,7,Barcelona,217,['f2b41270-b7fb-4392-84cc-75eb1c6964a1'],33,,,,,,,,,,,,,,,,,Barcelona,217,00:01:33.060,Pass,,2016/2017
,,,,,,,,,,,,,,,,,1.506799,,,,,,,,,,,,,f95215a6-0c51-4c7e-8c9e-0bb71a92615f,89,,"[65.9, 77.1]",267432,1,,,,-2.8324597,,Left Foot,,,"[46.8, 71.0]",,Ground Pass,,20.050436,,,,,Marlon Santos da Silva Barbosa,3362.0,,,,,,1,From Throw In,Sergi Roberto Carnicer,6379.0,Right Back,7,Barcelona,217,"['7e604101-2dbc-47ee-a743-df4420626473', 'ac0d74ea-5d86-4f7e-8f49-09ee3d8099cc']",35,,,,,,,,,,,,,,,,,Barcelona,217,00:01:35.585,Pass,True,2016/2017
,,,,,,,,,,,,,,,,,1.9087,,,,,,,,,,,,,d5163127-b5cf-4ef4-a34d-51f14d1f460f,92,,"[48.2, 66.8]",267432,1,,,,-1.7354062,,Right Foot,,,"[43.2, 36.7]",,Ground Pass,,30.512457,,,,,Samuel Yves Umtiti,5492.0,,,,,,1,From Throw In,Marlon Santos da Silva Barbosa,3362.0,Right Center Back,7,Barcelona,217,['b2806166-7ed8-47d7-a6c3-6d6d0d690fc8'],38,,,,,,,,,,,,,,,,,Barcelona,217,00:01:38.418,Pass,,2016/2017
,,,,,,,,,,,,,,,,,1.671235,,,,,,,,,,,,,f3877e6c-23cc-4ec7-be38-be3e8a573883,95,,"[46.5, 31.2]",267432,1,,,,-1.0033265,,Left Foot,,,"[63.2, 5.0]",,Ground Pass,,31.06976,,,,,Jordi Alba Ramos,5211.0,,,,,,1,From Throw In,Samuel Yves Umtiti,5492.0,Left Center Back,7,Barcelona,217,['e4a44676-741d-4f16-847b-461c3923f3e8'],41,,,,,,,,,,,,,,,,,Barcelona,217,00:01:41.996,Pass,,2016/2017
,,,,,,,,,,,,,,,,,1.6379,,,,,,,,,,,,,c7b9a972-50e0-49fd-b268-651bed1bb5e9,98,,"[63.2, 5.0]",267432,1,,,,0.5703393,,Left Foot,,,"[93.6, 24.5]",,High Pass,,36.116615,,,Incomplete,,Luis Alberto Suárez Díaz,5246.0,,,Through Ball,True,,1,From Throw In,Jordi Alba Ramos,5211.0,Left Back,7,Barcelona,217,"['350ca6f7-fab5-4e8d-ae73-5d936e3c1e35', '69132aef-154a-4c70-ae5c-06efe6aebdae']",44,,,,,,,,,,,,,,,,,Barcelona,217,00:01:44.641,Pass,,2016/2017
,,,,,,,,,,,True,,,,,,2.3566,,,,,,,,,,,,,69132aef-154a-4c70-ae5c-06efe6aebdae,100,,"[26.5, 55.6]",267432,1,,,,0.30805278,,Head,,,"[30.9, 57.0]",,High Pass,,4.6173587,,,,,Gonzalo Escalante,6712.0,,,,,Interception,1,Regular Play,Anaitz Arbilla Zabala,6709.0,Right Center Back,8,Eibar,322,"['3f24f731-564f-47c7-bd8c-7e2eeaaaf39a', 'c7b9a972-50e0-49fd-b268-651bed1bb5e9']",46,,,,,,,,,,,,,,,,,Eibar,322,00:01:46.279,Pass,,2016/2017
,,,,,,,,,,,,,,,,,1.415127,,,,,,,,,,,,,41149467-61e6-4527-a276-f76843a2c012,104,,"[35.5, 59.4]",267432,1,,,,1.3272797,,Right Foot,,,"[39.5, 75.5]",,Low Pass,,16.589455,,,,,Ander Capa Rodríguez,6699.0,,,,,,1,Regular Play,Gonzalo Escalante,6712.0,Right Center Midfield,8,Eibar,322,['ae4a6d55-55d4-4c75-8b51-62e616548845'],51,,,,,,,,,,,,,,,,,Eibar,322,00:01:51.084,Pass,,2016/2017
,,,,,,,,,,,,,,,,,0.778445,,,,,,,,,,,,,cbc8f8a9-b7ec-4b6b-a546-72e63f8e3a00,107,,"[49.6, 75.8]",267432,1,,,,-1.55228,,Right Foot,,,"[49.8, 65.0]",,Ground Pass,,10.801851,,,,,Gonzalo Escalante,6712.0,,,,,,1,Regular Play,Ander Capa Rodríguez,6699.0,Right Back,8,Eibar,322,['d3aafea8-4003-4587-a678-7f3731f53373'],54,,,,,,,,,,,,,,,,,Eibar,322,00:01:54.544,Pass,,2016/2017
,,,,,,,,,,,,,,,,,3.590376,,,,,,,,,,,,,74c9542a-eabe-49df-8311-bce06d7cc466,110,,"[49.8, 65.0]",267432,1,,,,-0.15379763,,Right Foot,,,"[95.6, 57.9]",,High Pass,,46.34706,,,,,Enrique García Martínez,6711.0,,,,,,1,Regular Play,Gonzalo Escalante,6712.0,Right Center Midfield,8,Eibar,322,['b28d2884-48d1-4186-831f-1ebb219ebd2f'],55,,,,,,,,,,,,,,,,,Eibar,322,00:01:55.362,Pass,,2016/2017
,,,,,,,,,,,,,,,,,1.5931,,,,,,,,,,,,,6261c77d-80ef-485b-842b-61ca07c374ed,116,,"[113.7, 80.0]",267432,2,,,,-1.2990042,,,,,"[117.1, 67.8]",,Low Pass,,12.664912,,,,,Sergio Enrich Ametller,6700.0,,,,,Throw-in,1,From Throw In,Ander Capa Rodríguez,6699.0,Right Back,9,Eibar,322,['1858d1a9-4412-4fd5-b3ec-13093ec26599'],29,,,,,,,,,,,,,,,,,Eibar,322,00:02:29.639,Pass,,2016/2017
,,,,,,,,,,,,,,,,,1.8871,,,,,,,,,,,,,fa1a4c79-43dd-4ff9-ad58-be292eed6174,120,,"[117.9, 67.8]",267432,2,,,,-1.8704375,,Right Foot,True,,"[110.3, 43.2]",,High Pass,,25.747232,,,Incomplete,,Enrique García Martínez,6711.0,,,,,,1,From Throw In,Sergio Enrich Ametller,6700.0,Right Center Forward,9,Eibar,322,"['a0ea7481-8586-4fb1-bef5-6e48210d3260', 'f518d966-d0d5-4301-baf1-d046b71026de']",33,,,,,,,,,,,,,,,,,Eibar,322,00:02:33.118,Pass,,2016/2017
,,,,,,,,,,,,,,,,,3.29398,,,,,,,,,,,,,9931bf96-3b8c-4256-ad3c-e43a4290b587,124,,"[76.1, 39.6]",267432,2,,,,-1.2344837,,Head,,,"[84.7, 15.0]",,High Pass,,26.05993,,,,,David Juncà Reñé,6776.0,,,,,Recovery,1,From Throw In,Florian Grégoire Claude Lejeune,3093.0,Left Center Back,9,Eibar,322,['62427de4-8795-4322-aa86-a564de72500b'],37,,,,,,,,,,,,,,,,,Eibar,322,00:02:37.275,Pass,,2016/2017
,,,,,,,,,,,,,,,,,0.5246,,,,,,,,,,,,,2d1c9419-5adf-42e5-ac48-71602deb3f4a,128,,"[90.6, 8.5]",267432,2,,,,-0.9973558,,Left Foot,,,"[93.7, 3.7]",,Ground Pass,,5.714018,,,,,Takashi Inui,5687.0,,,,,,1,From Throw In,David Juncà Reñé,6776.0,Left Back,9,Eibar,322,['f9b12536-666c-46db-92e4-6beb35aa0f25'],41,,,,,,,,,,,,,,,,,Eibar,322,00:02:41.688,Pass,,2016/2017
,,,,,,,,,,,,,,,,,0.8051,,,,,,,,,,,,,e031497b-411a-41eb-b09f-6d49a8faa821,132,,"[94.1, 3.0]",267432,2,,,,0.88847977,,Left Foot,,,"[96.7, 6.2]",,Ground Pass,,4.1231055,,,,,David Juncà Reñé,6776.0,,,,,,1,From Throw In,Takashi Inui,5687.0,Left Midfield,9,Eibar,322,"['8229b492-aa01-464b-b0ad-3cac1c53b6dd', 'd6d03135-b198-4f29-8da0-d7338cbd677b']",42,,,,,,,,,,,,,,,,,Eibar,322,00:02:42.669,Pass,True,2016/2017
,,,,,,,,,,,,,,,,,0.954522,,,,,,,,,,,,,755e0052-e220-4c93-9717-ed20c2242f87,138,,"[18.6, 65.9]",267432,2,,,,0.23932368,,Right Foot,,,"[43.6, 72.0]",,Low Pass,,25.73344,,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,Recovery,1,From Throw In,Marlon Santos da Silva Barbosa,3362.0,Right Center Back,9,Eibar,322,"['42589597-4657-4b01-84e3-6c6b838678d0', 'c39bb083-0775-4ded-b75b-a9e45594c33f']",45,,,,,,,,,,,,,,,,,Barcelona,217,00:02:45.469,Pass,True,2016/2017
