50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,1.291223,,,,,,,,,,,,,b4ad0113-51dc-4f15-afe3-ec60c0629ea3,2326,,"[64.7, 63.4]",267432,59,,,,-2.7388017,,Right Foot,,,"[53.2, 58.5]",,Ground Pass,,12.5004,,,,,Gonzalo Escalante,6712.0,,,,,,2,Regular Play,Enrique García Martínez,6711.0,Left Center Forward,128,Barcelona,217,['485256b1-3db3-4f29-90ee-159924da39e7'],23,,,,,,,,,,,,,,,,,Eibar,322,00:14:23.835,Pass,,2016/2017
,,,,,,,,,,,,,,,,,0.611738,,,,,,,,,,,,,aa8029e5-7285-406e-868e-dbcb4303037f,2330,,"[69.5, 73.7]",267432,59,,,,-1.1292039,,Right Foot,,,"[72.1, 68.2]",,Ground Pass,,6.0835843,,,Incomplete,,Rubén Peña Jiménez,6710.0,,,,,,2,Regular Play,Gonzalo Escalante,6712.0,Right Center Midfield,128,Barcelona,217,"['657c0c4a-7ea2-4f46-8451-f6dbe9fed52e', '83ff25bb-4814-4088-bd7b-04547459b842', 'ed72a903-3cd0-4038-8f7f-82c1bb53f3ef']",28,,,,,,,,,,,,,,,,,Eibar,322,00:14:28.027,Pass,True,2016/2017
,,,,,,,,,,,,,,,,,0.748826,,,,,,,,,,,,,8111b977-4d1f-4109-a335-961823a174b7,2335,,"[62.7, 12.6]",267432,59,,,,0.2798171,,Right Foot,,,"[71.4, 15.1]",,Ground Pass,,9.052072,,,,,Neymar da Silva Santos Junior,4320.0,,,,,,2,Regular Play,Andrés Iniesta Luján,5216.0,Left Center Midfield,128,Barcelona,217,['b957a872-7b3f-4a3c-996b-48336c74e12e'],31,,,,,,,,,,,,,,,,,Barcelona,217,00:14:31.598,Pass,,2016/2017
,,,,,,,,,,,,,,,,,1.015326,,,,,,,,,,,,,39ea3ecd-1cb5-426a-89d8-903bcffbf251,2342,,"[70.9, 29.7]",267432,59,,,,1.3621145,,Right Foot,,,"[74.5, 46.7]",,Ground Pass,,17.376997,,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,2,Regular Play,Neymar da Silva Santos Junior,4320.0,Left Wing,128,Barcelona,217,['d5f7e516-d23d-4092-af7a-68f66395ad72'],37,,,,,,,,,,,,,,,,,Barcelona,217,00:14:37.054,Pass,,2016/2017
,,,,,,,,,,,,,,,,,1.124043,,,,,,,,,,,,,d25da0e6-bf39-4c91-a182-eb5f22bf9a9a,2352,,"[30.5, 47.2]",267432,59,,,,1.3419043,,Left Foot,,,"[37.0, 75.1]",,Low Pass,,28.647163,,,,,Rubén Peña Jiménez,6710.0,,,,,,2,Regular Play,Gonzalo Escalante,6712.0,Right Center Midfield,128,Barcelona,217,['b05aa2f9-5ee8-4d21-95c8-80db7112300c'],44,,,,,,,,,,,,,,,,,Eibar,322,00:14:44.890,Pass,,2016/2017
,,,,,,,,,,,,,,,,,0.791647,,,,,,,,,,,,,58dc2279-833d-4e30-a64f-d8ad5a7a5d74,2356,,"[79.5, 9.9]",267432,59,,,,1.6675804,,Right Foot,,,"[78.5, 20.2]",,Ground Pass,,10.34843,,,,,Sergio Busquets i Burgos,5203.0,,,,,Recovery,2,Regular Play,Jordi Alba Ramos,5211.0,Left Back,128,Barcelona,217,['c73e8d7c-14e2-4390-9b03-c0c268e24173'],48,,,,,,,,,,,,,,,,,Barcelona,217,00:14:48.228,Pass,,2016/2017
,,,,,,,,,,,,,,,,,0.772314,,,,,,,,,,,,,35b05214-570d-4a08-85bc-201e729e61df,2359,,"[78.5, 20.2]",267432,59,,,,0.6181442,,Right Foot,,,"[92.0, 29.8]",,Ground Pass,,16.565325,,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,2,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,128,Barcelona,217,['4e78bc42-ca61-4e23-bf3d-acbe05cd4db3'],49,,,,,,,,,,,,,,,,,Barcelona,217,00:14:49.487,Pass,,2016/2017
,,,,,,,,,,,,,,,,,0.84386,,,,,,,,,,,,,43654a3a-6e67-4404-83f8-556a4b661584,2363,,"[92.3, 30.5]",267432,59,,,,-0.2506177,,Left Foot,,,"[104.8, 27.3]",,Ground Pass,,12.9031,,,,,Neymar da Silva Santos Junior,4320.0,,,,,,2,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,128,Barcelona,217,"['289c590f-59d7-4bd4-8b42-1ae0b453a066', 'f694ce36-5eee-456c-bd72-595faf79d67c']",51,,,,,,,,,,,,,,,,,Barcelona,217,00:14:51.071,Pass,True,2016/2017
,,,,,,,,,,,,,,,,,3.5101,,,,,,,,,,,,,80ba506b-8ccc-4425-9dce-984766f2f64e,2370,,"[16.1, 42.8]",267432,60,,,,0.28557923,,Other,,,"[84.9, 63.0]",,High Pass,,71.70412,,,,,Sergio Enrich Ametller,6700.0,,,,,,2,Regular Play,Yoel Rodríguez Oterino,10612.0,Goalkeeper,129,Eibar,322,['97fa33f4-9b63-41f4-a8e4-368d804ab81c'],9,,,,,,,,,,,,,,,,,Eibar,322,00:15:09.400,Pass,,2016/2017
,,,,,,,,,,,,,,,,,2.012375,,,,,,,,,,,,,c17e0209-920a-4519-924a-2865a9daa2ae,2373,,"[84.9, 63.0]",267432,60,,,True,0.11710875,,,,,"[105.3, 65.4]",,High Pass,,20.540691,,,,,Enrique García Martínez,6711.0,,,,,,2,Regular Play,Sergio Enrich Ametller,6700.0,Right Center Forward,129,Eibar,322,"['28e20281-c4e6-43be-bfcc-4f6408b679f0', '34fbe9b7-fd02-439d-a385-9defa3c75817']",12,,,,,,,,,,,,,,,,,Eibar,322,00:15:12.950,Pass,True,2016/2017
,,,,,,,,,,,,,,,,,1.4141,,,,,,,,,,,,,d1e104f4-9bb2-4080-8aa9-ad527ecdfca6,2376,,"[114.0, 54.4]",267432,60,,,,-2.4289823,,Right Foot,True,,"[103.7, 45.5]",,High Pass,,13.612494,,,,,Sergio Enrich Ametller,6700.0,,,,,,2,Regular Play,Enrique García Martínez,6711.0,Left Center Forward,129,Eibar,322,['d59d27fc-4c6e-4597-b67c-afe4b6ce2a5f'],16,,,,,,,,,,,,,,,,,Eibar,322,00:15:16.410,Pass,,2016/2017
,,,,,,,,,,,,,,,,,1.851776,,,,,,,,,,,,,77c45420-b7b8-4c44-a7e3-13264e0c53e9,2379,,"[103.9, 45.2]",267432,60,,,,-1.3217416,12287455-db8d-4313-93c3-6d37347e348d,Right Foot,,,"[108.3, 27.9]",True,High Pass,,17.85077,,,,,Takashi Inui,5687.0,,,,,,2,Regular Play,Sergio Enrich Ametller,6700.0,Right Center Forward,129,Eibar,322,['3f963d73-9ffa-4485-adce-b0d548510f50'],18,,,,,,,,,,,,,,,,,Eibar,322,00:15:18.115,Pass,,2016/2017
,,,,,,,,,,,,,,,,,0.802743,,,,,,,,,,,,,ca19a5e4-792e-4d45-afb8-f1e231fe6ace,2384,,"[61.0, 40.1]",267432,61,,,,2.997854,,Left Foot,,,"[53.4, 41.2]",,Ground Pass,,7.6791925,,,,,Sergio Busquets i Burgos,5203.0,,,,,Kick Off,2,From Kick Off,Luis Alberto Suárez Díaz,5246.0,Center Forward,130,Barcelona,217,['dfb868ee-9ebd-48ec-ad6f-ace455948e6b'],33,,,,,,,,,,,,,,,,,Barcelona,217,00:16:33.679,Pass,,2016/2017
,,,,,,,,,,,,,,,,,0.510065,,,,,,,,,,,,,eabab1df-6711-442b-9f92-8e7491900501,2387,,"[54.8, 40.9]",267432,61,,,,-1.4492608,,Right Foot,,,"[56.4, 27.8]",,Ground Pass,,13.197349,,,,,Andrés Iniesta Luján,5216.0,,,,,,2,From Kick Off,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,130,Barcelona,217,['6c7f7e82-3adb-4bf7-841b-03969d79195e'],36,,,,,,,,,,,,,,,,,Barcelona,217,00:16:36.440,Pass,,2016/2017
,,,,,,,,,,,,,,,,,1.559867,,,,,,,,,,,,,aad8d69c-2f3c-4ab7-bd29-578302947bd4,2390,,"[56.9, 27.8]",267432,61,,,,-1.0609297,,Right Foot,,,"[70.6, 3.3]",,Ground Pass,,28.070269,,,,,Neymar da Silva Santos Junior,4320.0,,,,,,2,From Kick Off,Andrés Iniesta Luján,5216.0,Left Center Midfield,130,Barcelona,217,['779a0c79-fb52-46d7-853e-1da1cc1b0427'],38,,,,,,,,,,,,,,,,,Barcelona,217,00:16:38.306,Pass,,2016/2017
,,,,,,,,,,,,,,,,,1.130836,,,,,,,,,,,,,6c8276bd-86f6-4d07-93a9-0482c1c21ab4,2393,,"[83.3, 7.5]",267432,61,,,,1.9339434,,Right Foot,,,"[77.6, 22.5]",,Ground Pass,,16.046495,,,,,Andrés Iniesta Luján,5216.0,,,,,,2,From Kick Off,Neymar da Silva Santos Junior,4320.0,Left Wing,130,Barcelona,217,['d291d653-84b4-4a33-961b-fbb1d54c5577'],43,,,,,,,,,,,,,,,,,Barcelona,217,00:16:43.367,Pass,,2016/2017
,,,,,,,,,,,,,,,,,0.9843,,,,,,,,,,,,,3ba7f547-7d6f-4956-8e19-6f7278054485,2396,,"[77.6, 22.5]",267432,61,,,,1.2636529,,Right Foot,,,"[84.8, 45.2]",,Ground Pass,,23.814491,,,,,Ivan Rakitić,5470.0,,,,,,2,From Kick Off,Andrés Iniesta Luján,5216.0,Left Center Midfield,130,Barcelona,217,['1e1595de-8451-4879-8771-886b58d72d4d'],45,,,,,,,,,,,,,,,,,Barcelona,217,00:16:45.353,Pass,,2016/2017
,,,,,,,,,,,,,,,,,0.506517,,,,,,,,,,,,,0a0acc3f-aa7d-480a-9f69-4a1ff6a3a7ea,2400,,"[84.2, 45.4]",267432,61,,,,-2.4827867,,Right Foot,,,"[74.9, 38.2]",,Ground Pass,,11.761377,,,,,Sergio Busquets i Burgos,5203.0,,,,,,2,From Kick Off,Ivan Rakitić,5470.0,Right Center Midfield,130,Barcelona,217,['27ec5569-83f2-4315-bb60-6a9ac30ad47f'],46,,,,,,,,,,,,,,,,,Barcelona,217,00:16:46.418,Pass,,2016/2017
,,,,,,,,,,,,,,,,,1.284819,,,,,,,,,,,,,c7abf02e-4409-403f-a192-0d2efb9de052,2403,,"[75.1, 38.2]",267432,61,,,,1.2686511,,Right Foot,,,"[79.9, 53.6]",,Ground Pass,,16.130716,,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,2,From Kick Off,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,130,Barcelona,217,['ef8f4108-fc75-4320-9cdc-cef97e357147'],47,,,,,,,,,,,,,,,,,Barcelona,217,00:16:47.425,Pass,,2016/2017
,,,,,,,,,,,,,,,,,0.828,,,,,,,,,,,,,48fe2595-e27b-44fa-a3a0-5deae0aba560,2406,,"[86.1, 51.8]",267432,61,,,,0.5191461,,Left Foot,,,"[95.2, 57.0]",,Ground Pass,,10.480935,,,Incomplete,,Ivan Rakitić,5470.0,,,,,,2,From Kick Off,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,130,Barcelona,217,"['2ef2669e-7626-4560-bfbf-a01b9cc184db', '4f022b32-34cc-435c-b40d-a280d493de1e']",50,,,,,,,,,,,,,,,,,Barcelona,217,00:16:50.360,Pass,,2016/2017
,,,,,,,,,,,,,,,,,1.0847,,,,,,,,,,,,,f80d6b5d-ece5-47a6-9dab-110412302c91,2410,,"[25.7, 25.4]",267432,61,,,,2.2342224,,Left Foot,,,"[18.9, 34.1]",,Ground Pass,,11.0421915,,,,,Florian Grégoire Claude Lejeune,3093.0,,,,,Recovery,2,From Kick Off,Takashi Inui,5687.0,Left Midfield,130,Barcelona,217,['5f28212f-1a2e-443c-8aa3-bd2617848fee'],52,,,,,,,,,,,,,,,,,Eibar,322,00:16:52.378,Pass,,2016/2017
,,,,,,,,,,,,,,,,,3.064669,,,,,,,,,,,,,d3aaaffc-5e57-4c1b-9ba8-99c6fcae2a3b,2414,,"[18.5, 34.0]",267432,61,,,,-0.7749352,,Right Foot,,,"[52.3, 0.9]",,High Pass,,47.308033,,,Out,,,,,,,,,2,From Kick Off,Florian Grégoire Claude Lejeune,3093.0,Left Center Back,130,Barcelona,217,['5e02f7e2-5a30-4dd6-b502-2912afb044bf'],53,,,,,,,,,,,,,,,,,Eibar,322,00:16:53.503,Pass,True,2016/2017
,,,,,,,,,,,,,,,,,0.90977,,,,,,,,,,,,,5699b413-db66-4924-ab58-483d64ee2c2b,2415,,"[65.5, 80.0]",267432,62,True,,,-1.6142472,,,,,"[64.5, 57.0]",,High Pass,,23.021729,,,,,Samuel Yves Umtiti,5492.0,,,,,Throw-in,2,From Throw In,André Filipe Tavares Gomes,10802.0,Right Back,131,Barcelona,217,['47ae1c77-a704-44d6-8403-fc73012adfb0'],2,,,,,,,,,,,,,,,,,Barcelona,217,00:17:02.595,Pass,,2016/2017
,,,,,,,,,,,,,,,,,1.95739,,,,,,,,,,,,,d91af879-c375-4823-9938-0bded815e614,2417,,"[61.6, 27.4]",267432,62,,,,-0.8610113,,Left Foot,,,"[79.9, 6.1]",,Ground Pass,,28.081667,,,,,Jordi Alba Ramos,5211.0,,,,,,2,From Throw In,Samuel Yves Umtiti,5492.0,Left Center Back,131,Barcelona,217,['6c3962d1-b35c-4e2c-8cef-db0d692386fc'],6,,,,,,,,,,,,,,,,,Barcelona,217,00:17:06.461,Pass,,2016/2017
,,,,,,,,,,,,,,,,,1.228495,,,,,,,,,,,,,a1a32013-a78e-4384-baf4-da01f9ebc30b,2420,,"[87.1, 7.8]",267432,62,,,,-0.43069252,,Left Foot,,,"[94.5, 4.4]",,Ground Pass,,8.143709,,,,,Neymar da Silva Santos Junior,4320.0,,,,,,2,From Throw In,Jordi Alba Ramos,5211.0,Left Back,131,Barcelona,217,['7adcb599-5954-4f1e-8ab0-cf30e492f532'],9,,,,,,,,,,,,,,,,,Barcelona,217,00:17:09.281,Pass,,2016/2017
,,,,,,,,,,,,,,,,,1.155431,,,,,,,,,,,,,5c279295-b1d7-498a-9071-85764aad8e44,2424,,"[106.1, 14.7]",267432,62,,,,2.7972586,,Right Foot,,,"[91.6, 19.9]",,Ground Pass,,15.404221,,,,,Andrés Iniesta Luján,5216.0,,,,,,2,From Throw In,Neymar da Silva Santos Junior,4320.0,Left Wing,131,Barcelona,217,['27548a29-76c6-407b-af75-05fabbf4a6bd'],19,,,,,,,,,,,,,,,,,Barcelona,217,00:17:19.784,Pass,,2016/2017
,,,,,,,,,,,,,,,,,1.69815,,,,,,,,,,,,,06cf4613-218b-4230-b1bf-8be88a064473,2427,,"[83.8, 23.2]",267432,62,,,,2.0175202,,Right Foot,,,"[70.1, 51.8]",,Ground Pass,,31.711985,,,,,Marlon Santos da Silva Barbosa,3362.0,,,,,,2,From Throw In,Andrés Iniesta Luján,5216.0,Left Center Midfield,131,Barcelona,217,['0869c912-d554-482f-b451-9e370d501266'],23,,,,,,,,,,,,,,,,,Barcelona,217,00:17:23.905,Pass,,2016/2017
,,,,,,,,,,,,,,,,,0.998139,,,,,,,,,,,,,16b499c7-d8f3-421e-b1ae-f0100355daf4,2430,,"[78.9, 57.3]",267432,62,,,,-0.5078365,,Right Foot,,,"[90.4, 50.9]",,Ground Pass,,13.160927,,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,2,From Throw In,Marlon Santos da Silva Barbosa,3362.0,Right Center Back,131,Barcelona,217,['1283fcee-c5a3-4469-9e14-67127a5ca810'],28,,,,,,,,,,,,,,,,,Barcelona,217,00:17:28.021,Pass,,2016/2017
,,,,,,,,,,,,,,,,,1.1837,,,,,,,,,,,,,b2c90542-b76e-451f-8d4c-0e16917d7022,2437,,"[104.4, 35.0]",267432,62,,,,-0.15955172,2c830980-8505-48da-88ba-759da289c81b,Left Foot,,,"[113.1, 33.6]",,Ground Pass,,8.811924,,,,,Neymar da Silva Santos Junior,4320.0,True,,,,,2,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,131,Barcelona,217,['5f016b13-6371-4c91-a847-16ad7ac66f6b'],33,,,,,,,,,,,,,,,,,Barcelona,217,00:17:33.181,Pass,,2016/2017
,,,,,,,,,,,,,,,,,0.846184,,,,,,,,,,,,,dbce622a-7640-42ee-9d1a-2ea5d853d91f,2445,,"[60.0, 40.0]",267432,63,True,,,-3.0227523,,Right Foot,,,"[53.3, 39.2]",,Ground Pass,,6.747592,,,,,Daniel García Carrillo,6775.0,,,,,Kick Off,2,From Kick Off,Sergio Enrich Ametller,6700.0,Right Center Forward,132,Eibar,322,['291ae2d3-8efd-4bbd-a84e-2427ee67dacb'],16,,,,,,,,,,,,,,,,,Eibar,322,00:18:16.351,Pass,,2016/2017
,,,,,,,,,,,,,,,,,3.416089,,,,,,,,,,,,,2f8e4ced-ab43-4ff1-8c08-929acc6e68df,2447,,"[53.3, 39.2]",267432,63,,,,0.54573387,,Right Foot,,,"[86.4, 59.3]",,High Pass,,38.724926,,,Incomplete,,Sergio Enrich Ametller,6700.0,,,,,,2,From Kick Off,Daniel García Carrillo,6775.0,Left Center Midfield,132,Eibar,322,"['8f0c026a-50f3-4834-8416-8f61150f3c0e', '9e151ac8-c7b2-4bab-bd26-17fb4e8c2c96']",17,,,,,,,,,,,,,,,,,Eibar,322,00:18:17.816,Pass,,2016/2017
,,,,,,,,,,,,,,,,,1.185133,,,,,,,,,,,,,9e151ac8-c7b2-4bab-bd26-17fb4e8c2c96,2449,,"[33.7, 20.8]",267432,63,,,,-1.4778968,,Right Foot,,,"[35.2, 4.7]",,Ground Pass,,16.169725,,,,,Jordi Alba Ramos,5211.0,,,,,Recovery,2,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,133,Barcelona,217,"['2f8e4ced-ab43-4ff1-8c08-929acc6e68df', 'b1ee0e9c-962f-4c51-aec2-3aa269c93fb8']",21,,,,,,,,,,,,,,,,,Barcelona,217,00:18:21.232,Pass,,2016/2017
,,,,,,,,,,,,,,,,,1.752368,,,,,,,,,,,,,b4d7bb2f-5077-443e-b5b2-ff27557ec3a1,2452,,"[33.5, 6.7]",267432,63,,,,2.4427357,,Right Foot,,,"[21.6, 16.7]",,Ground Pass,,15.543809,,,,,Samuel Yves Umtiti,5492.0,,,,,,2,Regular Play,Jordi Alba Ramos,5211.0,Left Back,133,Barcelona,217,['5aef44c4-8cac-48c6-8dbe-5f8038918e4a'],22,,,,,,,,,,,,,,,,,Barcelona,217,00:18:22.759,Pass,,2016/2017
,,,,,,,,,,,,,,,,,1.448462,,,,,,,,,,,,,08077866-b424-4b4a-8bc6-e486a5960b2c,2456,,"[21.0, 17.5]",267432,63,,,,2.1905704,,Left Foot,,,"[6.8, 37.4]",,Ground Pass,,24.44688,,,,,Marc-André ter Stegen,20055.0,,,,,,2,Regular Play,Samuel Yves Umtiti,5492.0,Left Center Back,133,Barcelona,217,['b6788639-0616-4042-ab2d-9c4efd0fc649'],24,,,,,,,,,,,,,,,,,Barcelona,217,00:18:24.591,Pass,,2016/2017
,,,,,,,,,,,,,,,,,1.289698,,,,,,,,,,,,,75cf1e8d-6593-4d08-9197-f75cc5fbcc9f,2460,,"[7.6, 41.6]",267432,63,,,,1.4816477,,Right Foot,,,"[9.2, 59.5]",,Ground Pass,,17.971367,,,,,Marlon Santos da Silva Barbosa,3362.0,,,,,,2,Regular Play,Marc-André ter Stegen,20055.0,Goalkeeper,133,Barcelona,217,"['dd1cc025-1cd9-45b0-9b71-23816278c29d', 'fbef0865-20c9-4e98-bcdb-8c0f0ace7d73']",27,,,,,,,,,,,,,,,,,Barcelona,217,00:18:27.998,Pass,True,2016/2017
,,,,,,,,,,,,,,,,,1.687491,,,,,,,,,,,,,d264dc51-1727-458c-b93d-4d85412f61bc,2463,,"[9.4, 59.5]",267432,63,,,,0.7529771,,Right Foot,,,"[28.5, 77.4]",,Ground Pass,,26.176706,,,,,André Filipe Tavares Gomes,10802.0,,,,,,2,Regular Play,Marlon Santos da Silva Barbosa,3362.0,Right Center Back,133,Barcelona,217,['68e52175-a57f-462a-9f9d-fbaba050a695'],30,,,,,,,,,,,,,,,,,Barcelona,217,00:18:30.567,Pass,,2016/2017
,,,,,,,,,,,,,,,,,1.371281,,,,,,,,,,,,,67e5649c-ab19-4bc8-a67d-11d282d1c395,2472,,"[43.8, 55.1]",267432,63,True,,,-1.4994888,,Right Foot,,,"[44.7, 42.5]",,Ground Pass,,12.632102,,,,,Andrés Iniesta Luján,5216.0,,,,,Free Kick,2,From Free Kick,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,134,Barcelona,217,['f720eb15-13e2-49a2-b1e8-221482a3772a'],42,,,,,,,,,,,,,,,,,Barcelona,217,00:18:42.066,Pass,,2016/2017
,,,,,,,,,,,,,,,,,2.501464,,,,,,,,,,,,,44a9e4e0-3d10-42fb-ab8e-8c621d95c9ee,2474,,"[47.2, 41.2]",267432,63,,,,-0.56814617,,Right Foot,,,"[83.7, 17.9]",,High Pass,,43.302887,,,,,Neymar da Silva Santos Junior,4320.0,,,,,,2,From Free Kick,Andrés Iniesta Luján,5216.0,Left Center Midfield,134,Barcelona,217,['acee08df-cae1-4df6-88fd-a2cab02d0ef0'],44,,,,,,,,,,,,,,,,,Barcelona,217,00:18:44.100,Pass,,2016/2017
,,,,,,,,,,,,,,,,,0.7564,,,,,,,,,,,,,fcade32a-d2e8-49c5-84cc-be8c80b08601,2477,,"[92.2, 31.4]",267432,63,,,,0.65492195,,Right Foot,,,"[104.7, 41.0]",,Ground Pass,,15.761028,,,Incomplete,,Lionel Andrés Messi Cuccittini,5503.0,,,Through Ball,True,,2,From Free Kick,Neymar da Silva Santos Junior,4320.0,Left Wing,134,Barcelona,217,"['6348ad22-ffbc-4f43-b200-ed0f3b44d43c', 'e8c4e7e8-5329-4bfe-94ff-21787f4a9c42']",50,,,,,,,,,,,,,,,,,Barcelona,217,00:18:50.033,Pass,,2016/2017
,,,,,,,,,,,,,,,,,2.1661,,,,,,,,,,,,,2ae47427-99e8-4378-b41a-a4f9fd7d2b01,2480,,"[120.0, 0.1]",267432,64,,,,1.9740337,5289a60a-02fe-4a9b-9545-659d44864eb6,Right Foot,,,"[98.2, 51.2]",,High Pass,True,55.55583,,,,,Lionel Andrés Messi Cuccittini,5503.0,True,True,Inswinging,,Corner,2,From Corner,Neymar da Silva Santos Junior,4320.0,Left Wing,135,Barcelona,217,['aa55b719-65e5-423d-a784-5a353c58559a'],9,,,,,,,,,,,,,,,,,Barcelona,217,00:19:09.043,Pass,,2016/2017
,,,,,,,,,,,,,,,,,2.988575,,,,,,,,,,,,,b70a4591-b605-4210-a2c7-8487f66a3d31,2485,,"[92.6, 33.6]",267432,64,,,,-0.3973798,,Head,,,"[120.0, 22.1]",,High Pass,,29.715485,,,Out,,Neymar da Silva Santos Junior,4320.0,,,,,Recovery,2,From Corner,André Filipe Tavares Gomes,10802.0,Right Back,135,Barcelona,217,['e4dd3b21-93f6-4105-a8d1-2b99f071375a'],14,,,,,,,,,,,,,,,,,Barcelona,217,00:19:14.116,Pass,,2016/2017
,,,,,,,,,,,,,,,,,3.7135,,,,,,,,,,,,,62ba1bd4-3797-4c53-8388-23a4b299c161,2487,,"[6.0, 44.0]",267432,64,,,,0.17196175,,Right Foot,,,"[79.7, 56.8]",,High Pass,,74.803276,,,Incomplete,,Enrique García Martínez,6711.0,,,,,Goal Kick,2,From Goal Kick,Yoel Rodríguez Oterino,10612.0,Goalkeeper,136,Eibar,322,"['226303c3-928d-4cad-b6b6-db984e490387', 'f1540f1d-b72c-4a96-9f3d-6b9f86b36317']",36,,,,,,,,,,,,,,,,,Eibar,322,00:19:36.513,Pass,,2016/2017
,,,,,,,,,,,,,,,,,2.241746,,,,,,,,,,,,,f1540f1d-b72c-4a96-9f3d-6b9f86b36317,2490,,"[40.4, 23.3]",267432,64,,,True,0.8352103,,,,,"[56.6, 41.2]",,High Pass,,24.142286,,,,,Luis Alberto Suárez Díaz,5246.0,,,,,Recovery,2,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,137,Barcelona,217,"['17196c18-baa1-4820-8c06-238f55411f62', '3eff62d0-3b6b-4d14-a557-620023c3f8aa', '62ba1bd4-3797-4c53-8388-23a4b299c161']",40,,,,,,,,,,,,,,,,,Barcelona,217,00:19:40.226,Pass,True,2016/2017
,,,,,,,,,,,,,,,,,3.872809,,,,,,,,,,,,,613199cb-844e-40d9-acbe-3391faf01461,2499,,"[53.8, 37.3]",267432,64,,,,-0.216415,,Left Foot,,,"[110.2, 24.9]",,High Pass,,57.747036,,,Incomplete,,Neymar da Silva Santos Junior,4320.0,,,Through Ball,True,,2,Regular Play,Luis Alberto Suárez Díaz,5246.0,Center Forward,137,Barcelona,217,"['3465df1c-1b81-41ca-8596-242a536a0a31', 'e24b6d69-03a7-4d82-9f68-0182b24ea0a4']",44,,,,,,,,,,,,,,,,,Barcelona,217,00:19:44.472,Pass,,2016/2017
,,,,,,,,,,,,,,,,,4.1359,,,,,,,,,,,,,1170eed2-bb23-45c4-8838-503595fa973a,2504,,"[17.4, 43.7]",267432,64,,,,0.3952433,,Drop Kick,,,"[80.2, 69.9]",,High Pass,,68.04616,,,,,Sergio Enrich Ametller,6700.0,,,,,,2,Regular Play,Yoel Rodríguez Oterino,10612.0,Goalkeeper,138,Eibar,322,['c596b077-9332-4a16-a3e4-5e3bea0cf7c0'],56,,,,,,,,,,,,,,,,,Eibar,322,00:19:56.736,Pass,,2016/2017
,,,,,,,,,,,,,,,,,1.369213,,,,,,,,,,,,,5e0c4c41-3406-4294-a4ca-95037435060b,2507,,"[74.9, 75.9]",267432,65,,,,-3.033445,,Left Foot,,,"[57.4, 74.0]",,Ground Pass,,17.60284,,,,,Ander Capa Rodríguez,6699.0,,,,,,2,Regular Play,Sergio Enrich Ametller,6700.0,Right Center Forward,138,Eibar,322,['1487a489-e5b2-4a41-b4a3-9921e428b99b'],2,,,,,,,,,,,,,,,,,Eibar,322,00:20:02.803,Pass,,2016/2017
,,,,,,,,,,,,,,,,,2.597128,,,,,,,,,,,,,24199325-0f75-4148-96b8-f64746d9f109,2511,,"[71.6, 55.4]",267432,65,,,,-0.11444031,,Right Foot,,,"[97.7, 52.4]",,High Pass,,26.271849,,,Pass Offside,,Enrique García Martínez,6711.0,,,,,,2,Regular Play,Ander Capa Rodríguez,6699.0,Right Back,138,Eibar,322,['9fe50215-cbba-4fa6-9022-70adbbf36767'],7,,,,,,,,,,,,,,,,,Eibar,322,00:20:07.287,Pass,,2016/2017
