bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,2.3786,,,,,,,,,,,,aa2bec0a-fd08-4db7-953b-6515eca80579,1001,,"[15.7, 44.1]",265952,22,,,,0.7480172,,Right Foot,,,,"[47.6, 73.7]",,High Pass,43.517467,,,,,Ivan Rakitić,5470.0,,,,,,,1,From Kick Off,Marc-André ter Stegen,20055.0,Goalkeeper,36,Barcelona,217,['77db5089-d11a-4827-beaf-63e0888a8363'],32,,,,,,,,,,,,,,,,,,,Barcelona,217,00:22:32.182,Pass,,2016/2017
,,,,,,,,,,,,,,,,2.6415,,,,,,,,,,,,5a94a4f1-9d37-4131-8fa4-8ac60c61a7f6,1003,,"[47.6, 73.7]",265952,22,,,,0.14736149,,Head,,,,"[73.2, 77.5]",,Low Pass,25.880495,,,,,Rafael Alcântara do Nascimento,6998.0,,,,,,,1,From Kick Off,Ivan Rakitić,5470.0,Right Center Midfield,36,Barcelona,217,['75ba5d77-2084-48f5-9dbf-5aa440ebb76d'],34,,,,,,,,,,,,,,,,,,,Barcelona,217,00:22:34.561,Pass,,2016/2017
,,,,,,,,,,,,,,,,2.3008,,,,,,,,,,,,c6726438-620b-485d-af32-6fd893c1bc26,1006,,"[73.2, 77.5]",265952,22,,,,-0.35334274,,Left Foot,,,,"[99.5, 67.8]",,Ground Pass,28.031767,,,Incomplete,,Luis Alberto Suárez Díaz,5246.0,,,,,,,1,From Kick Off,Rafael Alcântara do Nascimento,6998.0,Right Wing Back,36,Barcelona,217,"['36bc9962-4e25-4ea7-96ee-f55d1c4b8d9e', '8f4a3da5-051a-4550-a469-7cf7bd0ef137']",37,,,,,,,,,,,,,,,,,,,Barcelona,217,00:22:37.362,Pass,,2016/2017
,,,,,,,,,,,,,,,,2.1039,,,,,,,,,,,,78eaf8ef-4de0-4e27-a3aa-7fd9f014b230,1010,,"[18.3, 27.0]",265952,22,,,,-0.7814456,,Right Foot,,,,"[43.7, 1.8]",,High Pass,35.779884,,,,,Jorge Franco Alviz,6624.0,,,,,,Recovery,1,Regular Play,Jean-Sylvain Claude Babin,4498.0,Right Center Back,37,Sporting Gijón,1041,['e6905c84-13d2-4ac4-b394-e8e3f8ac6499'],41,,,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:22:41.609,Pass,,2016/2017
,,,,,,,,,,,,,,,,1.2009,,,,,,,,,,,,2b55ca52-6dcc-47fe-bbe3-499d946d4bc1,1013,,"[44.5, 2.6]",265952,22,,,,1.8244704,,Right Foot,,,,"[40.3, 18.8]",,Low Pass,16.73559,,,,,Sergio Álvarez Díaz,13107.0,,,,,,,1,Regular Play,Jorge Franco Alviz,6624.0,Left Midfield,37,Sporting Gijón,1041,"['0d29e57b-d342-4ecd-9c72-816ff0887926', '92698457-ddd5-46ea-8a3c-1e26b4248d8f']",43,,,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:22:43.713,Pass,True,2016/2017
,,,,,,,,,,,,,,,,0.6928,,,,,,,,,,,,6f0d58cb-22fc-4cb5-805e-ea54faed2154,1017,,"[48.3, 12.3]",265952,22,,,,-1.69142,,Right Foot,,,,"[47.1, 2.4]",,Ground Pass,9.972462,,,,,Jorge Franco Alviz,6624.0,,,,,,,1,Regular Play,Sergio Álvarez Díaz,13107.0,Left Center Midfield,37,Sporting Gijón,1041,['9b2c8fc9-d1af-47b6-8160-021d2612f42e'],46,,,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:22:46.350,Pass,,2016/2017
,,,,,,,,,,,,,,,,0.2632,,,,,,,,,,,,4385eb6f-77c4-4e85-a9b8-59dc72c58f41,1020,,"[47.9, 2.2]",265952,22,,,,0.13800602,,Right Foot,,,,"[55.1, 3.2]",,Low Pass,7.2691126,,,Unknown,,Sergio Álvarez Díaz,13107.0,,,,,,,1,Regular Play,Jorge Franco Alviz,6624.0,Left Midfield,37,Sporting Gijón,1041,['9d96ded3-acab-4c34-8883-fa93988c4c86'],48,,,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:22:48.095,Pass,,2016/2017
,,,,,,,,,,,,,,,,3.184096,,,,,,,,,,,,025d1463-a1fb-4f10-afc0-495423c0235e,1023,,"[51.9, 9.1]",265952,23,,,,0.16811101,,Left Foot,,,,"[90.2, 15.6]",,High Pass,38.847652,,,Incomplete,,Carlos Castro García,24173.0,,,,,,Free Kick,1,From Free Kick,Elderson Uwa Echiejile,27558.0,Left Back,38,Sporting Gijón,1041,"['1462ddae-12bd-47c4-94e3-dcfb3a485bee', '9e16cb6a-9305-40e3-aeda-b2feae3f1bc2']",11,,,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:23:11.100,Pass,,2016/2017
,,,,,,,,,,,,,,,,1.2078,,,,,,,,,,,,9e16cb6a-9305-40e3-aeda-b2feae3f1bc2,1025,,"[29.9, 64.5]",265952,23,,,,2.125792,,Other,,,,"[26.8, 69.5]",,Low Pass,5.8830266,,,,,Javier Alejandro Mascherano,5506.0,,,,,,Interception,1,Regular Play,Sergio Busquets i Burgos,5203.0,Left Center Midfield,39,Barcelona,217,"['025d1463-a1fb-4f10-afc0-495423c0235e', 'd9c4bc0f-b8bb-4b44-901d-00c2fc282180']",14,,,,,,,,,,,,,,,,,,,Barcelona,217,00:23:14.284,Pass,,2016/2017
,,,,,,,,,,,,,,,,2.250161,,,,,,,,,,,,261d5e4b-e642-419e-8b09-3ebb0cdd89ee,1028,,"[26.8, 69.5]",265952,23,,,,-2.3276308,,Left Foot,,,,"[8.1, 49.7]",,Ground Pass,27.23472,,,,,Marc-André ter Stegen,20055.0,,,,,,,1,Regular Play,Javier Alejandro Mascherano,5506.0,Right Center Back,39,Barcelona,217,['444c6e1e-ec50-4622-8808-3303452439a8'],15,,,,,,,,,,,,,,,,,,,Barcelona,217,00:23:15.532,Pass,,2016/2017
,,,,,,,,,,,,,,,,1.959581,,,,,,,,,,,,28456629-2d0b-4f30-8079-5ddb3bca04c0,1031,,"[8.1, 49.7]",265952,23,,,,-1.2232903,,Right Foot,,,,"[17.3, 24.3]",,Ground Pass,27.01481,,,,,Jordi Alba Ramos,5211.0,,,,,,,1,Regular Play,Marc-André ter Stegen,20055.0,Goalkeeper,39,Barcelona,217,['c2ef5fca-3f4c-420c-851c-d85d2e185ebe'],17,,,,,,,,,,,,,,,,,,,Barcelona,217,00:23:17.942,Pass,,2016/2017
,,,,,,,,,,,,,,,,1.245521,,,,,,,,,,,,8dfae17e-45a4-44a6-8521-9580862e5360,1035,,"[22.4, 14.6]",265952,23,,,,0.32175055,,Left Foot,,,,"[41.3, 20.9]",,Ground Pass,19.92235,,,,,Neymar da Silva Santos Junior,4320.0,,,,,,,1,Regular Play,Jordi Alba Ramos,5211.0,Left Center Back,39,Barcelona,217,['488f33db-1d75-4b2f-8966-e15583d18b75'],21,,,,,,,,,,,,,,,,,,,Barcelona,217,00:23:21.862,Pass,,2016/2017
,,,,,,,,,,,,,,,,1.313,,,,,,,,,,,,d2a593d1-4fdb-441b-bf8f-e123753f129f,1038,,"[49.3, 33.3]",265952,23,,,,1.0324955,,Right Foot,,,,"[65.9, 61.1]",,Low Pass,32.379005,,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,1,Regular Play,Neymar da Silva Santos Junior,4320.0,Left Wing,39,Barcelona,217,['81e9e3e5-4877-4568-97d9-250de0502a23'],26,,,,,,,,,,,,,,,,,,,Barcelona,217,00:23:26.569,Pass,,2016/2017
,,,,,,,,,,,,,,,,0.500353,,,,,,,,,,,,e3392d79-b4e0-4279-b6c4-cc6a85d7c0e2,1044,,"[81.9, 58.4]",265952,24,,,,0.32175055,,Right Foot,,,,"[86.1, 59.8]",,Ground Pass,4.427189,,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,Free Kick,1,From Free Kick,Neymar da Silva Santos Junior,4320.0,Left Wing,40,Barcelona,217,['80dd5353-cf6f-4479-afc9-df19e92bf3c9'],27,,,,,,,,,,,,,,,,,,,Barcelona,217,00:24:27.944,Pass,,2016/2017
,,,,,,,,,,,,,,,,1.171037,,,,,,,,,,,,b3fb794d-d049-4edf-ad6b-f21079539d6e,1048,,"[101.0, 56.5]",265952,24,,,,0.7288547,,Left Foot,,,,"[109.4, 64.0]",,Ground Pass,11.260995,,,,,Neymar da Silva Santos Junior,4320.0,,,,,,,1,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,40,Barcelona,217,['7b6605e2-b9f9-450b-9986-4bc15dd2d19d'],31,,,,,,,,,,,,,,,,,,,Barcelona,217,00:24:31.875,Pass,,2016/2017
,,,,,,,,,,,,,,,,0.6505,,,,,,,,,,,,5d5be9de-2d75-4b34-9e9e-5feb124b5151,1052,,"[106.0, 60.0]",265952,24,,,,-1.8192837,,Right Foot,,,,"[104.3, 53.3]",,Ground Pass,6.9123077,,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,1,From Free Kick,Neymar da Silva Santos Junior,4320.0,Left Wing,40,Barcelona,217,['a6188256-a271-4ac2-b104-ae75fe042da9'],37,,,,,,,,,,,,,,,,,,,Barcelona,217,00:24:37.256,Pass,,2016/2017
,,,,,,,,,,,,,,,,0.7824,,,,,,,,,,,,a27b7a8e-e295-4bfa-99b8-098736bef713,1055,,"[104.3, 53.3]",265952,24,,,,-0.16076274,,Left Foot,,,,"[111.7, 52.1]",,Ground Pass,7.496666,,,,,Luis Alberto Suárez Díaz,5246.0,,,,,,,1,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,40,Barcelona,217,['71da9f35-dac3-4909-a1fb-ffc1f44883ec'],38,,,,,,,,,,,,,,,,,,,Barcelona,217,00:24:38.538,Pass,,2016/2017
,,,,,,,,,,,,,,,,1.7984,,,,,,,,,,,,008fe205-95b6-45bb-8e4a-2bf1ea218ec7,1060,,"[120.0, 80.0]",265952,25,,,,-1.795381,74c72576-8bb5-428c-87e1-bb81538bf9d7,Right Foot,,,,"[110.2, 37.1]",,High Pass,44.00511,,,,True,Ivan Rakitić,5470.0,True,,True,Outswinging,,Corner,1,From Corner,Neymar da Silva Santos Junior,4320.0,Left Wing,41,Barcelona,217,['0d860dd8-ef37-4929-8f9e-72b10debd83c'],1,,,,,,,,,,,,,,,,,,,Barcelona,217,00:25:01.017,Pass,,2016/2017
,,,,,,,,,,,,,,,,1.58326,,,,,,,,,,,,ced83c80-d5e4-4fe3-9f0b-a27b9bc6de2d,1068,,"[74.5, 36.5]",265952,25,,,,3.038511,,Left Foot,,,,"[60.0, 38.0]",,Ground Pass,14.57738,,,,,Sergio Busquets i Burgos,5203.0,,,,,,Recovery,1,From Corner,Jordi Alba Ramos,5211.0,Left Center Back,41,Barcelona,217,['6c3c834a-59ed-4c18-9796-8ced3b188f9f'],9,,,,,,,,,,,,,,,,,,,Barcelona,217,00:25:09.652,Pass,,2016/2017
,,,,,,,,,,,,,,,,1.036448,,,,,,,,,,,,27063d37-54d1-49ff-bac7-5554a3e35c33,1071,,"[63.2, 36.9]",265952,25,,,,-0.80107087,,Right Foot,,,,"[78.9, 20.7]",,Ground Pass,22.559477,,,,,Ivan Rakitić,5470.0,,,,,,,1,From Corner,Sergio Busquets i Burgos,5203.0,Left Center Midfield,41,Barcelona,217,['12754565-f323-4100-b282-b41031f9a858'],13,,,,,,,,,,,,,,,,,,,Barcelona,217,00:25:13.763,Pass,,2016/2017
,,,,,,,,,,,,,,,,1.403094,,,,,,,,,,,,08ffc163-0987-4cd1-bf93-0171a8bc1cd5,1074,,"[80.2, 20.1]",265952,25,,,,-0.721335,,Right Foot,,,,"[94.3, 7.7]",,Ground Pass,18.776848,,,,,Luis Alberto Suárez Díaz,5246.0,,,,,,,1,From Corner,Ivan Rakitić,5470.0,Right Center Midfield,41,Barcelona,217,['ce66d2d1-7a56-45bf-9e15-9d6a9afd6e87'],15,,,,,,,,,,,,,,,,,,,Barcelona,217,00:25:15.917,Pass,,2016/2017
,,,,,,,,,,,,,,,,0.792642,,,,,,,,,,,,eb3e9d79-6036-431b-beee-c80656726d79,1077,,"[90.9, 11.3]",265952,25,,,,1.8329161,,Right Foot,,,,"[86.5, 27.7]",,Ground Pass,16.979988,,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,1,From Corner,Luis Alberto Suárez Díaz,5246.0,Center Forward,41,Barcelona,217,['3d4e8073-6d94-4be7-8002-c923858c54d6'],19,,,,,,,,,,,,,,,,,,,Barcelona,217,00:25:19.556,Pass,,2016/2017
,,,,,,,,,,,,,,,,0.936268,,,,,,,,,,,,a005963c-8d31-4dab-8de5-04381def417c,1080,,"[86.5, 27.7]",265952,25,,,,-1.7761917,,Left Foot,,,,"[85.0, 20.5]",,Ground Pass,7.3545904,,,,,Ivan Rakitić,5470.0,,,,,,,1,From Corner,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,41,Barcelona,217,['923b0239-78c7-4b8a-82df-e0019983733d'],20,,,,,,,,,,,,,,,,,,,Barcelona,217,00:25:20.787,Pass,,2016/2017
,,,,,,,,,,,,,,,,0.8647,,,,,,,,,,,,05585f5c-58d9-4b7a-8a0e-5f230402e7b6,1083,,"[94.0, 22.8]",265952,25,,,,1.7740569,,Right Foot,,,,"[91.3, 35.9]",,Ground Pass,13.37535,,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,1,From Corner,Ivan Rakitić,5470.0,Right Center Midfield,41,Barcelona,217,['236339aa-7c8f-4faf-a3f4-2849f1fbd8c3'],25,,,,,,,,,,,,,,,,,,,Barcelona,217,00:25:25.689,Pass,,2016/2017
,,,,,,,,,,,,,,,,2.410513,,,,,,,,,,,,fff096d8-77ee-4f60-b2fd-1c6f18c5bc4f,1086,,"[90.5, 36.1]",265952,25,,,,-0.32897437,,Left Foot,,,,"[119.5, 26.2]",,High Pass,30.64327,,,Out,,Luis Alberto Suárez Díaz,5246.0,,,,,,,1,From Corner,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,41,Barcelona,217,['239ccd5f-152b-4610-96a8-b136940933ec'],27,,,,,,,,,,,,,,,,,,,Barcelona,217,00:25:27.265,Pass,,2016/2017
,,,,,,,,,,,,,,,,2.485323,,,,,,,,,,,,0d1a8ab8-d232-48bf-9708-f99f1166c9e2,1088,,"[7.0, 44.1]",265952,25,,,,-1.1897374,,Right Foot,,,,"[19.5, 12.9]",,Ground Pass,33.610863,,,,,Juan Rodríguez Martínez,25591.0,,,,,,Goal Kick,1,From Goal Kick,Iván Cuéllar Sacristán,6610.0,Goalkeeper,42,Sporting Gijón,1041,['23470bd3-2494-4992-87f9-f1e4672a9df4'],50,,,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:25:50.617,Pass,,2016/2017
,,,,,,,,,,,,,,,,2.0456,,,,,,,,,,,,a613467a-46c4-4aa3-81bf-cee9cf844bf6,1092,,"[20.0, 11.9]",265952,25,,,,0.274522,,Right Foot,,,,"[44.5, 18.8]",,Low Pass,25.453094,,,Incomplete,,Xavier Torres Buigues,24162.0,,,,,,,1,From Goal Kick,Juan Rodríguez Martínez,25591.0,Left Center Back,42,Sporting Gijón,1041,"['572e1849-19f4-46a9-87a7-900a0f454b04', 'e78de983-69bf-4449-917a-15bd3a9c2cf6']",54,,,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:25:54.510,Pass,,2016/2017
,,,,,,,,,,,,,,,,1.2858,,,,,,,,,,,,c4578eda-9749-408b-a330-e3282875f826,1096,,"[80.0, 69.5]",265952,25,,,,-0.7642373,,Right Foot,,,,"[99.3, 51.0]",,Low Pass,26.734621,,,,,Luis Alberto Suárez Díaz,5246.0,,,,,,,1,Regular Play,Denis Suárez Fernández,6609.0,Left Wing Back,43,Barcelona,217,['9101a7ab-9078-409f-bd98-72bf991c680a'],58,,,,,,,,,,,,,,,,,,,Barcelona,217,00:25:58.248,Pass,,2016/2017
,,,,,,,,,,,,,,,,1.49684,,,,,,,,,,,,18038c67-bdfb-4f4c-b096-abe19425fcfe,1099,,"[99.3, 51.0]",265952,25,,,,1.3376166,e584fbee-7bae-43ce-a2ae-1f3b8e29d1c1,Right Foot,,,,"[101.2, 59.0]",,Low Pass,8.22253,,,,,Lionel Andrés Messi Cuccittini,5503.0,True,,,,,,1,Regular Play,Luis Alberto Suárez Díaz,5246.0,Center Forward,43,Barcelona,217,['3e1bc495-1d48-459b-99be-038051a3b30e'],59,,,,,,,,,,,,,,,,,,,Barcelona,217,00:25:59.676,Pass,,2016/2017
,,,,,,,,,,,,,,,,0.554997,,,,,,,,,,,,af676ae1-cb78-4273-9d1d-4e52d69b9924,1107,,"[105.4, 61.3]",265952,26,,,,-2.1175852,,Right Foot,,,,"[101.2, 54.4]",,Ground Pass,8.077747,,,,,Ivan Rakitić,5470.0,,,,,,,1,Regular Play,Denis Suárez Fernández,6609.0,Left Wing Back,43,Barcelona,217,['2bed9840-1981-4607-8e3d-6974650c4e96'],10,,,,,,,,,,,,,,,,,,,Barcelona,217,00:26:10.311,Pass,,2016/2017
,,,,,,,,,,,,,,,,1.4229,,,,,,,,,,,,01ba69f7-d018-4d58-915c-db0e9c834b21,1110,,"[101.2, 54.4]",265952,26,,,,-1.0388225,,Right Foot,,,,"[111.5, 36.9]",,High Pass,20.306156,,,Incomplete,,Luis Alberto Suárez Díaz,5246.0,,,,,,,1,Regular Play,Ivan Rakitić,5470.0,Right Center Midfield,43,Barcelona,217,"['2f33ef5f-1e12-4299-8423-be5bd7bde8d7', '71ec74f9-302e-4c09-910c-8eeccc1003fb']",13,,,,,,,,,,,,,,,,,,,Barcelona,217,00:26:13.866,Pass,,2016/2017
,,,,,,,,,,,,,,,,1.812391,,,,,,,,,,,,b4911bfd-f273-4977-80b3-a0bcc6ef70d9,1117,,"[61.0, 40.1]",265952,27,True,,,2.3867195,,Right Foot,,,,"[47.5, 52.8]",,Ground Pass,18.534832,,,,,Ignacio Cases Mora,18925.0,,,,,,Kick Off,1,From Kick Off,Carlos Castro García,24173.0,Center Forward,44,Sporting Gijón,1041,['c0887e80-0f2c-4249-b3a3-641e8418d913'],10,,,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:27:10.505,Pass,,2016/2017
,,,,,,,,,,,,,,,,1.84741,,,,,,,,,,,,96ddef23-86f2-47c6-8cac-0552951571a7,1119,,"[67.5, 66.1]",265952,27,True,,,0.74098295,,Right Foot,,,,"[76.9, 74.7]",,Ground Pass,12.740487,,,,,Manuel Castellano Castro,24508.0,,,,,,,1,From Kick Off,Ignacio Cases Mora,18925.0,Right Center Midfield,44,Sporting Gijón,1041,['e7b2946a-affb-4fb8-a9c4-ede078ea502b'],12,,,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:27:12.525,Pass,,2016/2017
,,,,,,,,,,,,,,,,0.7746,,,,,,,,,,,,ff532216-c468-4d23-85a2-dffc1e09b9a7,1121,,"[76.9, 74.7]",265952,27,,,,-2.5829933,,Left Foot,,,,"[68.1, 69.2]",,Ground Pass,10.377379,,,,,Ignacio Cases Mora,18925.0,,,,,,,1,From Kick Off,Manuel Castellano Castro,24508.0,Right Back,44,Sporting Gijón,1041,['5884b3ac-24ec-40c4-9a28-23c7ab3eb0da'],20,,,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:27:20.791,Pass,,2016/2017
,,,,,,,,,,,,,,,,1.0158,,,,,,,,,,,,070c2afa-2abd-4f8e-b9b0-c760e785d447,1124,,"[70.0, 71.1]",265952,27,,,,1.6362764,,Right Foot,,,,"[69.6, 77.2]",,Ground Pass,6.1131005,,,,,Manuel Castellano Castro,24508.0,,,,,,,1,From Kick Off,Ignacio Cases Mora,18925.0,Right Center Midfield,44,Sporting Gijón,1041,['d4144233-6471-4154-be16-c348df50ec6d'],22,,,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:27:22.277,Pass,,2016/2017
,,,,,,,,,,,,,,,,1.0699,,,,,,,,,,,,cbeb0441-94d7-4aa8-8a7b-e84b98c24f3a,1126,,"[69.6, 77.2]",265952,27,,,,-2.4668517,,Right Foot,,,,"[57.6, 67.6]",,Ground Pass,15.367498,,,,,Xavier Torres Buigues,24162.0,,,,,,,1,From Kick Off,Manuel Castellano Castro,24508.0,Right Back,44,Sporting Gijón,1041,['9ab04fc2-526d-467f-a538-b010793b666a'],23,,,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:27:23.293,Pass,,2016/2017
,,,,,,,,,,,,,,,,3.3726,,,,,,,,,,,,b50360fe-b3cf-4c00-846f-685282bb3c1c,1129,,"[62.4, 64.2]",265952,27,,,,-0.8268838,,Right Foot,,,,"[100.5, 22.8]",,High Pass,56.263397,,,Incomplete,,Jorge Franco Alviz,6624.0,,,True,,,,1,From Kick Off,Xavier Torres Buigues,24162.0,Center Defensive Midfield,44,Sporting Gijón,1041,"['350c6dc1-a7b7-4288-928d-95b3b540b620', 'f7b6c315-7ee7-425e-89c2-dfacd745910a']",26,,,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:27:26.694,Pass,,2016/2017
,,,,,,,,,,,,,,,,1.530357,,,,,,,,,,,,f7b6c315-7ee7-425e-89c2-dfacd745910a,1131,,"[19.6, 57.3]",265952,27,,,,-2.7640624,,Head,,,,"[2.2, 50.4]",,Low Pass,18.718172,,,,,Marc-André ter Stegen,20055.0,,,,,,Recovery,1,Regular Play,Javier Alejandro Mascherano,5506.0,Right Center Back,45,Barcelona,217,"['9127b35c-0ef5-414f-b3c9-95681a3db781', 'b50360fe-b3cf-4c00-846f-685282bb3c1c']",30,,,,,,,,,,,,,,,,,,,Barcelona,217,00:27:30.066,Pass,,2016/2017
,,,,,,,,,,,,,,,,1.766806,,,,,,,,,,,,7c10b21d-621f-4b15-bd0b-0cff89cd49fd,1134,,"[7.5, 41.8]",265952,27,,,,-0.7997512,,Keeper Arm,,,,"[17.8, 31.2]",,Ground Pass,14.780054,,,,,Samuel Yves Umtiti,5492.0,,,,,,,1,Regular Play,Marc-André ter Stegen,20055.0,Goalkeeper,45,Barcelona,217,['eb66db7b-b668-4391-bb10-645217556f10'],35,,,,,,,,,,,,,,,,,,,Barcelona,217,00:27:35.017,Pass,,2016/2017
,,,,,,,,,,,,,,,,1.057097,,,,,,,,,,,,110907f6-ae96-4273-846c-a22c786d5a7d,1137,,"[17.8, 31.2]",265952,27,,,,2.4679224,,Left Foot,,,,"[6.4, 40.3]",,Ground Pass,14.5866375,,,,,Marc-André ter Stegen,20055.0,,,,,,,1,Regular Play,Samuel Yves Umtiti,5492.0,Center Back,45,Barcelona,217,['53ba87c2-9c80-4ded-95f2-98bae7694741'],36,,,,,,,,,,,,,,,,,,,Barcelona,217,00:27:36.824,Pass,,2016/2017
,,,,,,,,,,,,,,,,0.9112,,,,,,,,,,,,36c4c25f-62f5-4a36-878b-8af4d35ecd73,1140,,"[6.4, 40.3]",265952,27,,,,0.48182744,,Right Foot,,,,"[17.3, 46.0]",,Ground Pass,12.300406,,,,,Sergio Busquets i Burgos,5203.0,,,,,,,1,Regular Play,Marc-André ter Stegen,20055.0,Goalkeeper,45,Barcelona,217,['5f6e50e7-953c-484b-b837-b08cfc958e9f'],39,,,,,,,,,,,,,,,,,,,Barcelona,217,00:27:39.423,Pass,,2016/2017
,,,,,,,,,,,,,,,,1.7904,,,,,,,,,,,,79222f43-240b-42f5-88e7-fe2849626674,1142,,"[17.3, 46.0]",265952,27,,,,-1.2617749,,Left Foot,,,,"[24.1, 24.7]",,Low Pass,22.359114,,,Incomplete,,Samuel Yves Umtiti,5492.0,,,,,,,1,Regular Play,Sergio Busquets i Burgos,5203.0,Left Center Midfield,45,Barcelona,217,"['5755476d-bea6-46a5-86b2-e9f78676703b', '827e56b0-4e59-45aa-bb0f-db668bd80f00']",40,,,,,,,,,,,,,,,,,,,Barcelona,217,00:27:40.335,Pass,,2016/2017
,,,,,,,,,,,,,,,,0.9034,,,,,,,,,,,,db5caffe-8c13-4e4c-b798-6e5f86be0f09,1146,,"[97.3, 48.9]",265952,27,,,,-1.284051,,Right Foot,,,,"[101.9, 33.3]",,Ground Pass,16.26407,,,Incomplete,,Jorge Franco Alviz,6624.0,,,,,,,1,Regular Play,Douglas Pereira dos Santos,27318.0,Right Midfield,45,Barcelona,217,"['451cd859-6b47-4808-b72d-f5d1da5dfb70', 'bb92b52a-39fb-4cd5-82e7-0875304e3168']",44,,,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:27:44.277,Pass,,2016/2017
,,,,,,,,,,,,,,,,1.5827,,,,,,,,,,,,a4889f3b-a711-4ebf-a6e5-63990ad5519e,1149,,"[60.2, 11.3]",265952,27,,,True,0.23109066,,,,,,"[77.2, 15.3]",,Low Pass,17.464249,,,Incomplete,,Luis Alberto Suárez Díaz,5246.0,,,,,,Recovery,1,Regular Play,Neymar da Silva Santos Junior,4320.0,Left Wing,45,Barcelona,217,"['15795b98-d6ba-40ac-a071-e35f9d13df9e', '7c14e55a-ec90-40d9-91d5-d160f3dfb486', 'b4085a6e-0514-4de2-931c-9f142bc5c07c']",48,,,,,,,,,,,,,,,,,,,Barcelona,217,00:27:48.337,Pass,True,2016/2017
,,,,,,,,,,,,,,,,1.510763,,,,,,,,,,,,7afd107e-142e-41c4-898b-f9330ce9a8e9,1153,,"[87.5, 0.1]",265952,27,,,,2.0891445,,,,,,"[79.8, 13.6]",,Low Pass,15.541557,,,,,Neymar da Silva Santos Junior,4320.0,,,,,,Throw-in,1,From Throw In,Luis Alberto Suárez Díaz,5246.0,Center Forward,46,Barcelona,217,['f600b4f3-85bb-489c-ac4a-3b11a3471ec9'],54,,,,,,,,,,,,,,,,,,,Barcelona,217,00:27:54.525,Pass,,2016/2017
,,,,,,,,,,,,,,,,0.7348,,,,,,,,,,,,cfed4013-5cd6-4173-a7e0-ab47ab642b54,1156,,"[87.7, 19.1]",265952,28,,,,-0.25307566,,Right Foot,,,,"[99.3, 16.1]",,Ground Pass,11.981652,,,,,Luis Alberto Suárez Díaz,5246.0,,,,,,,1,From Throw In,Neymar da Silva Santos Junior,4320.0,Left Wing,46,Barcelona,217,['84f1154a-2ac2-431e-ad8e-1ef95c74c6d6'],0,,,,,,,,,,,,,,,,,,,Barcelona,217,00:28:00.156,Pass,,2016/2017
