bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,0.437214,,,,,,,,,,,,1adfb885-8358-4bb8-befb-57452fd06e8f,118,,"[68.6, 51.2]",265952,1,,,,-1.5707964,,Right Foot,,,,"[68.6, 35.2]",,Ground Pass,16.0,,,,,Sergio Busquets i Burgos,5203.0,,,,,,,1,From Goal Kick,Ivan Rakitić,5470.0,Right Center Midfield,5,Barcelona,217,['bb4ec695-17e7-408d-bbbd-5b4e49e6e965'],56,,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:56.075,Pass,,2016/2017
,,,,,,,,,,,,,,,,1.463913,,,,,,,,,,,,5250d79e-acb9-4676-b8d2-2c210d765f1d,121,,"[68.6, 35.2]",265952,1,,,,-1.7907106,,Right Foot,,,,"[64.8, 18.2]",,Ground Pass,17.419529,,,,,Jordi Alba Ramos,5211.0,,,,,,,1,From Goal Kick,Sergio Busquets i Burgos,5203.0,Left Center Midfield,5,Barcelona,217,['36de006e-28a8-4653-bfc5-03af50af4270'],57,,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:57.972,Pass,,2016/2017
,,,,,,,,,,,,,,,,1.466935,,,,,,,,,,,,a779b55c-7a8c-475b-ac31-af89cc42d879,124,,"[65.7, 16.7]",265952,1,,,,-0.7148086,,Left Foot,,,,"[81.6, 2.9]",,Ground Pass,21.053503,,,,,Neymar da Silva Santos Junior,4320.0,,,,,,,1,From Goal Kick,Jordi Alba Ramos,5211.0,Left Center Back,5,Barcelona,217,['3e2294ab-d0a0-4968-8edb-ad77ae483c07'],59,,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:59.781,Pass,,2016/2017
,,,,,,,,,,,,,,,,0.894202,,,,,,,,,,,,a3d926c1-a8c6-4798-bc68-ccf88cd571a2,128,,"[89.8, 24.9]",265952,2,,,,1.7085326,,Right Foot,,,,"[88.4, 35.0]",,Ground Pass,10.1965685,,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,1,From Goal Kick,Neymar da Silva Santos Junior,4320.0,Left Wing,5,Barcelona,217,['25e2d857-3b7b-46ce-a91a-85c80269382a'],4,,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:04.897,Pass,,2016/2017
,,,,,,,,,,,,,,,,1.3495,,,,,,,,,,,,7baaeeee-4f4c-4803-9e63-eb8a26a57f98,133,,"[89.8, 45.7]",265952,2,,,,0.865685,10bdfb60-601a-434f-94ca-5f245c8c9c10,Right Foot,,,,"[101.8, 59.8]",,Ground Pass,18.51513,,,,,Rafael Alcântara do Nascimento,6998.0,True,,,,,,1,From Goal Kick,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,5,Barcelona,217,"['03274155-7f21-4f76-a900-23453ce3ed92', 'edd160d2-5c05-4a27-9f1b-1aadf0e7fae1']",7,,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:07.363,Pass,True,2016/2017
,,,,,,,,,,,,,,,,3.5063,,,,,,,,,,,,beca0943-3e7f-412e-8eb2-e66b47e03b4f,138,,"[7.0, 44.1]",265952,2,,,,0.31767264,,Left Foot,,,,"[73.3, 65.9]",,High Pass,69.792046,,,Incomplete,,,,,,,,,Goal Kick,1,From Goal Kick,Iván Cuéllar Sacristán,6610.0,Goalkeeper,6,Sporting Gijón,1041,['77d345c9-c360-4879-a2f7-fa0a3869373a'],51,,,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:02:51.227,Pass,,2016/2017
,,,,,,,,,,,,,,,,1.029035,,,,,,,,,,,,77d345c9-c360-4879-a2f7-fa0a3869373a,139,,"[46.8, 14.2]",265952,2,,,,1.2207514,,Other,,,,"[49.1, 20.5]",,Low Pass,6.706713,,,,,Denis Suárez Fernández,6609.0,,,,,,Recovery,1,Regular Play,Neymar da Silva Santos Junior,4320.0,Left Wing,7,Barcelona,217,"['beca0943-3e7f-412e-8eb2-e66b47e03b4f', 'd65af115-4dff-4b26-aed3-531ca5a4aba0']",54,,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:54.733,Pass,,2016/2017
,,,,,,,,,,,,,,,,0.897706,,,,,,,,,,,,b3acd699-be8e-41a3-86a4-ac4535196113,142,,"[45.5, 20.5]",265952,2,,,,2.5552764,,Right Foot,,,,"[31.8, 29.6]",,Ground Pass,16.446884,,,,,Sergio Busquets i Burgos,5203.0,,,,,,,1,Regular Play,Denis Suárez Fernández,6609.0,Left Wing Back,7,Barcelona,217,['601e0841-6d7b-4f9f-b12a-aae92e7cef69'],56,,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:56.404,Pass,,2016/2017
,,,,,,,,,,,,,,,,1.5909,,,,,,,,,,,,8ce0bebd-c98e-425e-a277-310064cd27b5,146,,"[32.3, 28.9]",265952,2,,,,0.7544346,,Right Foot,,,,"[55.6, 50.8]",,Ground Pass,31.976553,,,Incomplete,,Rafael Alcântara do Nascimento,6998.0,,,,,,,1,Regular Play,Sergio Busquets i Burgos,5203.0,Left Center Midfield,7,Barcelona,217,"['6a919953-7ff6-4d1a-b53e-885ebf10f96d', 'f7fea04d-1bc7-412b-8246-bb5eb5ef7ffe']",58,,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:58.483,Pass,,2016/2017
,,,,,,,,,,,,,,,,0.813557,,,,,,,,,,,,f7fea04d-1bc7-412b-8246-bb5eb5ef7ffe,148,,"[64.5, 29.3]",265952,3,,,,-0.25973168,,Right Foot,,,,"[78.8, 25.5]",,Ground Pass,14.796284,,,,,Jorge Franco Alviz,6624.0,,,,,,Recovery,1,Regular Play,Elderson Uwa Echiejile,27558.0,Left Back,8,Sporting Gijón,1041,"['8ce0bebd-c98e-425e-a277-310064cd27b5', 'a8f30da4-9014-4854-a15c-0f957425c6de']",0,,,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:03:00.074,Pass,,2016/2017
,,,,,,,,,,,,,,,,0.9789,,,,,,,,,,,,78b165f9-fd90-4894-85c1-df387080e2ba,151,,"[77.5, 22.6]",265952,3,,,,0.6769149,,Right Foot,,,,"[88.7, 31.6]",,Ground Pass,14.36802,,,,,Carlos Castro García,24173.0,,,,,,,1,Regular Play,Jorge Franco Alviz,6624.0,Left Midfield,8,Sporting Gijón,1041,['7bdca59b-d07d-4aa0-8f89-80c14a4a0960'],2,,,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:03:02.076,Pass,,2016/2017
,,,,,,,,,,,,,,,,2.703034,,,,,,,,,,,,b33b8e41-bb95-49f9-87ff-50b60518a943,154,,"[89.9, 28.7]",265952,3,,,,-0.9281701,,Left Foot,,,,"[103.6, 10.4]",,Ground Pass,22.860008,,,,,Jorge Franco Alviz,6624.0,,,,,,,1,Regular Play,Carlos Castro García,24173.0,Center Forward,8,Sporting Gijón,1041,['84113dc7-5741-409c-b991-c2ce124efb1b'],4,,,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:03:04.035,Pass,,2016/2017
,,,,,,,,,,,,,,,,1.019837,,,,,,,,,,,,8d847f52-fd70-48d2-8210-1b1f4d1aec49,160,,"[6.0, 44.0]",265952,3,,,,-0.6857295,,Right Foot,,,,"[24.7, 28.7]",,Ground Pass,24.16154,,,,,Samuel Yves Umtiti,5492.0,,,,,,Goal Kick,1,From Goal Kick,Marc-André ter Stegen,20055.0,Goalkeeper,9,Barcelona,217,['0a10af03-7f4e-44ad-84f0-18e59ef31191'],22,,,,,,,,,,,,,,,,,,,Barcelona,217,00:03:22.068,Pass,,2016/2017
,,,,,,,,,,,,,,,,1.576702,,,,,,,,,,,,5fdfeb90-cbe3-497e-81c1-cdc80c53849f,163,,"[27.4, 35.0]",265952,3,,,,3.0892596,,Right Foot,,,,"[6.4, 36.1]",,Ground Pass,21.02879,,,,,Marc-André ter Stegen,20055.0,,,,,,,1,From Goal Kick,Samuel Yves Umtiti,5492.0,Center Back,9,Barcelona,217,['692ff49c-7a39-46e3-b1ec-233f66279f53'],23,,,,,,,,,,,,,,,,,,,Barcelona,217,00:03:23.424,Pass,,2016/2017
,,,,,,,,,,,,,,,,3.1112,,,,,,,,,,,,a28d7921-22b9-4f57-9a3a-4dcaee610550,166,,"[15.9, 35.7]",265952,3,,,,-0.28641173,,Right Foot,,,,"[76.0, 18.0]",,High Pass,62.652214,,,Incomplete,,Luis Alberto Suárez Díaz,5246.0,,,,,,,1,From Goal Kick,Marc-André ter Stegen,20055.0,Goalkeeper,9,Barcelona,217,"['6784136e-f378-4dbf-adfd-dc3acf81dadd', '950bddad-cb4a-4192-9fa3-5c4e4a52dc3c']",29,,,,,,,,,,,,,,,,,,,Barcelona,217,00:03:29.372,Pass,,2016/2017
,,,,,,,,,,,,,,,,1.932616,,,,,,,,,,,,950bddad-cb4a-4192-9fa3-5c4e4a52dc3c,168,,"[44.1, 62.1]",265952,3,,,,-1.2859055,,Head,,,,"[52.3, 34.1]",,High Pass,29.176018,,,Incomplete,,,,,,,,,Recovery,1,From Goal Kick,Manuel Castellano Castro,24508.0,Right Back,9,Barcelona,217,"['19925378-7104-42a2-af61-82fcfe91be7b', 'a28d7921-22b9-4f57-9a3a-4dcaee610550']",32,,,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:03:32.483,Pass,,2016/2017
,,,,,,,,,,,,,,,,0.5487,,,,,,,,,,,,a86d21b0-6f5c-4c1d-bec1-6d2912c5f4fd,174,,"[78.5, 35.9]",265952,3,,,,0.3332443,,Head,,,,"[86.3, 38.6]",,Low Pass,8.25409,,,,,Luis Alberto Suárez Díaz,5246.0,,,,,,Recovery,1,From Goal Kick,Denis Suárez Fernández,6609.0,Left Wing Back,9,Barcelona,217,['47f54c7a-bcb3-4449-a54a-b2be38a78885'],36,,,,,,,,,,,,,,,,,,,Barcelona,217,00:03:36.683,Pass,,2016/2017
,,,,,,,,,,,,,,,,1.4496,,,,,,,,,,,,50c36ea8-091d-4df8-ba66-c5b94d9a30ec,176,,"[86.3, 38.6]",265952,3,,,,0.48872072,,Head,,,,"[98.9, 45.3]",,Low Pass,14.270599,,,Incomplete,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,1,From Goal Kick,Luis Alberto Suárez Díaz,5246.0,Center Forward,9,Barcelona,217,"['505b7b07-74a9-4269-8229-4fb2b00abc90', '886a4cb1-88fa-4364-9fd8-b57f60692786']",37,,,,,,,,,,,,,,,,,,,Barcelona,217,00:03:37.231,Pass,,2016/2017
,,,,,,,,,,,,,,,,0.5698,,,,,,,,,,,,7bf7ec47-2642-457d-9206-94467214efc0,182,,"[87.5, 24.5]",265952,3,,,,2.3070538,,Right Foot,,,,"[84.6, 27.7]",,Ground Pass,4.3185644,,,,,Denis Suárez Fernández,6609.0,,,,,,,1,From Goal Kick,Neymar da Silva Santos Junior,4320.0,Left Wing,9,Barcelona,217,"['05c7b8cd-b0e2-4bcf-8c93-9980da12127a', 'adee2fc6-243a-4251-9bf9-d7da168bd83b']",42,,,,,,,,,,,,,,,,,,,Barcelona,217,00:03:42.783,Pass,True,2016/2017
,,,,,,,,,,,,,,,,0.990262,,,,,,,,,,,,abc7aeec-f22c-40bd-8b52-348b4c0a6017,186,,"[84.6, 25.8]",265952,3,,,,2.6387494,,Right Foot,,,,"[76.6, 30.2]",,Ground Pass,9.13017,,,,,Sergio Busquets i Burgos,5203.0,,,,,,,1,From Goal Kick,Denis Suárez Fernández,6609.0,Left Wing Back,9,Barcelona,217,"['4f819c7f-48e2-4ffd-a4e9-b4ead36162bb', 'f73924bb-17b7-4239-a489-f5a5abf31e70']",44,,,,,,,,,,,,,,,,,,,Barcelona,217,00:03:44.063,Pass,True,2016/2017
,,,,,,,,,,,,,,,,0.563937,,,,,,,,,,,,eb76382d-7dde-4147-9d65-03b188d45370,189,,"[76.6, 31.5]",265952,3,,,,1.5212501,,Right Foot,,,,"[77.2, 43.6]",,Ground Pass,12.114867,,,,,Ivan Rakitić,5470.0,,,,,,,1,From Goal Kick,Sergio Busquets i Burgos,5203.0,Left Center Midfield,9,Barcelona,217,['56b34c26-436e-4156-9fba-05c5b9b2e451'],46,,,,,,,,,,,,,,,,,,,Barcelona,217,00:03:46.303,Pass,,2016/2017
,,,,,,,,,,,,,,,,1.5137,,,,,,,,,,,,64a9adab-d738-44c1-97da-797950bc34ae,192,,"[77.7, 43.4]",265952,3,,,,-0.80544,,Right Foot,,,,"[99.7, 20.5]",,High Pass,31.755472,,,,,Neymar da Silva Santos Junior,4320.0,,,,,,,1,From Goal Kick,Ivan Rakitić,5470.0,Right Center Midfield,9,Barcelona,217,['e1af8ba2-2706-4d05-a492-27d69e50ffe7'],48,,,,,,,,,,,,,,,,,,,Barcelona,217,00:03:48.284,Pass,,2016/2017
,,,,,,,,,,,,,,,,1.800614,,,,,,,,,,,,fb93905c-c848-464b-8895-9205ae40f59a,195,,"[98.7, 26.0]",265952,3,,,,1.2323188,,Right Foot,,,,"[110.0, 58.1]",,Low Pass,34.03087,,,,,Rafael Alcântara do Nascimento,6998.0,,,,,,,1,From Goal Kick,Neymar da Silva Santos Junior,4320.0,Left Wing,9,Barcelona,217,['89f110ef-c19b-4ec7-8152-84cdd90f935a'],53,,,,,,,,,,,,,,,,,,,Barcelona,217,00:03:53.084,Pass,,2016/2017
,,,,,,,,,,,,,,,,1.1592,,,,,,,,,,,,46703374-7450-4185-b523-f6ba0be44536,199,,"[108.8, 57.9]",265952,3,,,,-1.4176427,,Left Foot,True,,,"[111.1, 43.0]",,High Pass,15.076471,,,Incomplete,,Luis Alberto Suárez Díaz,5246.0,,,,,,,1,From Goal Kick,Rafael Alcântara do Nascimento,6998.0,Right Wing Back,9,Barcelona,217,"['20148ae5-da81-478c-bca7-fd134a487b59', '6b682712-33f4-4530-b085-49363c45cd82']",56,,,,,,,,,,,,,,,,,,,Barcelona,217,00:03:56.620,Pass,,2016/2017
,,,,,,,,,,,,,,,,2.7549,,,,,,,,,,,,265a69d7-c2b0-4d60-a282-a53f82cba68b,204,,"[28.4, 28.5]",265952,4,,,,0.47785756,,Left Foot,,,,"[81.5, 56.0]",,High Pass,59.798496,,,,,Douglas Pereira dos Santos,27318.0,,,,,,Free Kick,1,From Free Kick,Iván Cuéllar Sacristán,6610.0,Goalkeeper,10,Sporting Gijón,1041,['d624d0f2-4653-495b-8a4c-d345aca059e4'],29,,,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:04:29.183,Pass,,2016/2017
,,,,,,,,,,,,,,,,1.0097,,,,,,,,,,,,c510c4a4-ccf5-480b-a5e4-5f51df208f0e,207,,"[82.6, 56.2]",265952,4,,,True,-2.8720036,,,,,,"[75.0, 54.1]",,High Pass,7.8847957,,,,,Ignacio Cases Mora,18925.0,,,,,,,1,From Free Kick,Douglas Pereira dos Santos,27318.0,Right Midfield,10,Sporting Gijón,1041,"['03d8418f-1119-4967-9bba-caa1f957ea03', '3abb0415-f9c1-47c4-ba92-1c9da954190e']",31,,,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:04:31.937,Pass,True,2016/2017
,,,,,,,,,,,,,,,,2.277,,,,,,,,,,,,ac86518b-de31-4141-a562-e486b593765c,209,,"[75.0, 54.1]",265952,4,,,,-0.019997334,,Head,,,,"[95.0, 53.7]",,High Pass,20.004,,,Incomplete,,Douglas Pereira dos Santos,27318.0,,,,,,,1,From Free Kick,Ignacio Cases Mora,18925.0,Right Center Midfield,10,Sporting Gijón,1041,"['20879d59-05d8-40c6-bb61-4d5dbb29bb3b', 'aec26d31-5e40-42d9-a6be-10a4664318fb']",32,,,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:04:32.947,Pass,,2016/2017
,,,,,,,,,,,,,,,,0.9314,,,,,,,,,,,,aec26d31-5e40-42d9-a6be-10a4664318fb,211,,"[25.1, 26.4]",265952,4,,,,0.8825275,,Left Foot,,,,"[33.9, 37.1]",,Low Pass,13.85388,,,,,Ivan Rakitić,5470.0,,,,,,Recovery,1,Regular Play,Samuel Yves Umtiti,5492.0,Center Back,11,Barcelona,217,"['ac86518b-de31-4141-a562-e486b593765c', 'ebc0528a-c7f7-403b-ba2b-8f1de0830f82']",35,,,,,,,,,,,,,,,,,,,Barcelona,217,00:04:35.224,Pass,,2016/2017
,,,,,,,,,,,,,,,,1.024303,,,,,,,,,,,,4c0c3d3d-282f-418f-b55d-3e9ff88a94d4,214,,"[30.8, 30.4]",265952,4,,,,-2.9478512,,Right Foot,,,,"[15.0, 27.3]",,Ground Pass,16.101242,,,,,Samuel Yves Umtiti,5492.0,,,,,,,1,Regular Play,Ivan Rakitić,5470.0,Right Center Midfield,11,Barcelona,217,['58c3ea2f-9d19-496e-9a03-6a618ffe873b'],37,,,,,,,,,,,,,,,,,,,Barcelona,217,00:04:37.538,Pass,,2016/2017
,,,,,,,,,,,,,,,,1.109297,,,,,,,,,,,,c403e5cd-bbc5-463b-91c1-7db9bb7923b1,217,,"[15.0, 26.6]",265952,4,,,,-1.434549,,Left Foot,,,,"[16.7, 14.2]",,Ground Pass,12.515989,,,,,Jordi Alba Ramos,5211.0,,,,,,,1,Regular Play,Samuel Yves Umtiti,5492.0,Center Back,11,Barcelona,217,['1fc2b381-9a51-4385-83af-0c2fabd05493'],39,,,,,,,,,,,,,,,,,,,Barcelona,217,00:04:39.550,Pass,,2016/2017
,,,,,,,,,,,,,,,,1.537941,,,,,,,,,,,,c87f6632-63a5-4e1a-96aa-be43105e1f37,220,,"[18.8, 12.3]",265952,4,,,,-0.47557548,,Left Foot,,,,"[38.8, 2.0]",,Ground Pass,22.496445,,,,,Neymar da Silva Santos Junior,4320.0,,,,,,,1,Regular Play,Jordi Alba Ramos,5211.0,Left Center Back,11,Barcelona,217,['bec18204-5975-4c96-9cd0-f31d36c70e27'],41,,,,,,,,,,,,,,,,,,,Barcelona,217,00:04:41.699,Pass,,2016/2017
,,,,,,,,,,,,,,,,0.925149,,,,,,,,,,,,aecee088-a978-4c04-ae0a-eb0f168b8f21,225,,"[38.6, 2.2]",265952,4,,,,2.6288517,,Right Foot,,,,"[25.1, 9.8]",,Ground Pass,15.492256,,,,,Jordi Alba Ramos,5211.0,,,,,,,1,Regular Play,Neymar da Silva Santos Junior,4320.0,Left Wing,11,Barcelona,217,"['458c4abd-2d1b-43fc-873e-14ca925b0d73', '61e76458-0b66-4c8f-80c7-406508ab2887']",44,,,,,,,,,,,,,,,,,,,Barcelona,217,00:04:44.015,Pass,True,2016/2017
,,,,,,,,,,,,,,,,0.736258,,,,,,,,,,,,fe59244b-cbaf-40d9-b35a-d3f4e7a66a9b,228,,"[24.9, 11.5]",265952,4,,,,1.985702,,Left Foot,,,,"[17.5, 28.3]",,Ground Pass,18.35756,,,,,Samuel Yves Umtiti,5492.0,,,,,,,1,Regular Play,Jordi Alba Ramos,5211.0,Left Center Back,11,Barcelona,217,['22bd5a47-a94b-4bd4-aed5-f662807c1f07'],46,,,,,,,,,,,,,,,,,,,Barcelona,217,00:04:46.185,Pass,,2016/2017
,,,,,,,,,,,,,,,,1.694033,,,,,,,,,,,,9b083d67-0677-450c-a512-a86f55d61611,231,,"[17.8, 28.1]",265952,4,,,,1.6734387,,Left Foot,,,,"[15.4, 51.4]",,Ground Pass,23.423279,,,,,Marc-André ter Stegen,20055.0,,,,,,,1,Regular Play,Samuel Yves Umtiti,5492.0,Center Back,11,Barcelona,217,['7e435093-a026-41c8-9f01-46f67e30631a'],48,,,,,,,,,,,,,,,,,,,Barcelona,217,00:04:48.309,Pass,,2016/2017
,,,,,,,,,,,,,,,,1.187157,,,,,,,,,,,,1d689aad-75c4-4353-ba32-66a1ab040492,234,,"[18.4, 53.1]",265952,4,,,,1.2459402,,Left Foot,,,,"[24.9, 72.4]",,Ground Pass,20.365166,,,,,Javier Alejandro Mascherano,5506.0,,,,,,,1,Regular Play,Marc-André ter Stegen,20055.0,Goalkeeper,11,Barcelona,217,['54fa4c69-88e3-43aa-b8ab-e816dc3a9b77'],52,,,,,,,,,,,,,,,,,,,Barcelona,217,00:04:52.014,Pass,,2016/2017
,,,,,,,,,,,,,,,,1.0961,,,,,,,,,,,,99481fee-7699-439b-af5e-c56cdbf0f77a,237,,"[25.3, 72.6]",265952,4,,,,0.13050403,,Right Foot,,,,"[41.3, 74.7]",,Ground Pass,16.137224,,,,,Rafael Alcântara do Nascimento,6998.0,,,,,,,1,Regular Play,Javier Alejandro Mascherano,5506.0,Right Center Back,11,Barcelona,217,['7761bf42-331f-4ac1-b40f-d3a58e531c63'],55,,,,,,,,,,,,,,,,,,,Barcelona,217,00:04:55.607,Pass,,2016/2017
,,,,,,,,,,,,,,,,1.04235,,,,,,,,,,,,1701a91c-7a4b-47c6-9ebc-a7295f2fcb4b,243,,"[37.7, 71.2]",265952,5,,,,-2.8387077,,Right Foot,,,,"[24.9, 67.2]",,Ground Pass,13.410443,,,,,Javier Alejandro Mascherano,5506.0,,,,,,Free Kick,1,From Free Kick,Rafael Alcântara do Nascimento,6998.0,Right Wing Back,12,Barcelona,217,['784ef4c8-0d80-498c-919a-2a461d4ae050'],2,,,,,,,,,,,,,,,,,,,Barcelona,217,00:05:02.935,Pass,,2016/2017
,,,,,,,,,,,,,,,,1.684028,,,,,,,,,,,,d4de7f4d-4978-4d78-baad-47238c409c92,246,,"[24.9, 67.2]",265952,5,,,,-1.7741709,,Right Foot,,,,"[19.6, 41.5]",,Ground Pass,26.240808,,,,,Samuel Yves Umtiti,5492.0,,,,,,,1,From Free Kick,Javier Alejandro Mascherano,5506.0,Right Center Back,12,Barcelona,217,['1be7073c-0b7c-4c51-8dda-d4179a3bc63f'],5,,,,,,,,,,,,,,,,,,,Barcelona,217,00:05:05.080,Pass,,2016/2017
,,,,,,,,,,,,,,,,1.72506,,,,,,,,,,,,ec8bc302-6469-443f-bf76-bfa98babacbc,250,,"[75.1, 18.2]",265952,5,,,,-1.0483929,,Left Foot,,,,"[82.7, 5.0]",,Ground Pass,15.231546,,,,,Neymar da Silva Santos Junior,4320.0,,,,,,,1,From Free Kick,Samuel Yves Umtiti,5492.0,Center Back,12,Barcelona,217,"['2d3dad95-9a0f-467b-9f5e-58ac5c196201', '8c2d9259-25e0-4e8a-850f-90d6bffe3347']",16,,,,,,,,,,,,,,,,,,,Barcelona,217,00:05:16.380,Pass,True,2016/2017
,,,,,,,,,,,,,,,,1.1799,,,,,,,,,,,,ee2e5b4f-d038-4c79-a7eb-c0c19c9a50f4,253,,"[104.1, 13.8]",265952,5,,,,1.1767085,,Right Foot,True,,,"[112.5, 34.0]",,Ground Pass,21.876928,,,Incomplete,,Luis Alberto Suárez Díaz,5246.0,,,,Through Ball,True,,1,From Free Kick,Neymar da Silva Santos Junior,4320.0,Left Wing,12,Barcelona,217,"['c0bdfd55-d5ac-4f9c-a7a0-d0063caa9de6', 'ee1bf8c5-b758-4f56-83ee-e62d45348976']",22,,,,,,,,,,,,,,,,,,,Barcelona,217,00:05:22.514,Pass,,2016/2017
,,,,,,,,,,,,,,,,0.922874,,,,,,,,,,,,07d209d5-5f22-449a-9795-17b33bac0da7,259,,"[8.8, 65.9]",265952,5,True,,,0.7802169,,Right Foot,,,,"[18.5, 75.5]",,Ground Pass,13.647344,,,,,Manuel Castellano Castro,24508.0,,,,,,Free Kick,1,From Free Kick,Jean-Sylvain Claude Babin,4498.0,Right Center Back,13,Sporting Gijón,1041,['ab2503f3-9b53-4d45-98eb-54e0b453ebfa'],50,,,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:05:50.342,Pass,,2016/2017
,,,,,,,,,,,,,,,,1.1165,,,,,,,,,,,,b088a540-8e17-4e38-86fe-057ac920d288,261,,"[23.3, 76.0]",265952,5,,,,0.008264274,,Right Foot,,,,"[47.5, 76.2]",,Low Pass,24.200827,,,,,Ignacio Cases Mora,18925.0,,,,,,,1,From Free Kick,Manuel Castellano Castro,24508.0,Right Back,13,Sporting Gijón,1041,['dd37313f-f657-4af1-966f-449f342a9993'],52,,,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:05:52.204,Pass,,2016/2017
,,,,,,,,,,,,,,,,0.2964,,,,,,,,,,,,9d4c1b47-9946-43f9-a0e8-be267cf8439f,265,,"[47.7, 75.8]",265952,5,,,,0.032775145,,Left Foot,,,,"[53.8, 76.0]",,Ground Pass,6.1032777,,,Incomplete,,Douglas Pereira dos Santos,27318.0,,,,,,,1,From Free Kick,Ignacio Cases Mora,18925.0,Right Center Midfield,13,Sporting Gijón,1041,"['5d11c960-69a5-4fd1-ad79-16018f637b43', 'd9548728-37d7-45fe-992e-7984f872463a', 'e82b3f2c-c7a9-430d-9e07-aee0381114aa']",54,,,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:05:54.007,Pass,True,2016/2017
,,,,,,,,,,,,,,,,0.738603,,,,,,,,,,,,02b62c5f-032a-4a9f-bed2-7c62ab8f6c02,268,,"[80.6, 1.4]",265952,5,,,,2.7334435,,Right Foot,,,,"[73.2, 4.6]",,Ground Pass,8.062258,,,,,Marc-André ter Stegen,20055.0,,,,,,Recovery,1,Regular Play,Neymar da Silva Santos Junior,4320.0,Left Wing,14,Barcelona,217,['14495d0c-5fe1-4bec-b746-0f73c6ec2890'],56,,,,,,,,,,,,,,,,,,,Barcelona,217,00:05:56.033,Pass,,2016/2017
,,,,,,,,,,,,,,,,0.692044,,,,,,,,,,,,d03b2ce5-4eaf-4721-8ed1-bdab1656b8b8,271,,"[73.2, 4.6]",265952,5,,,,1.7033478,,Left Foot,,,,"[71.8, 15.1]",,Ground Pass,10.592922,,,,,Denis Suárez Fernández,6609.0,,,,,,,1,Regular Play,Marc-André ter Stegen,20055.0,Goalkeeper,14,Barcelona,217,['c47b4ebb-8d37-4c32-b9d2-41c29dd1d267'],56,,,,,,,,,,,,,,,,,,,Barcelona,217,00:05:56.950,Pass,,2016/2017
,,,,,,,,,,,,,,,,1.233258,,,,,,,,,,,,307199fd-0028-4b2d-a1bc-4830f02fc1b9,275,,"[68.8, 19.9]",265952,5,,,,1.6384894,,Right Foot,,,,"[67.6, 37.6]",,Ground Pass,17.740631,,,,,Ivan Rakitić,5470.0,,,,,,,1,Regular Play,Denis Suárez Fernández,6609.0,Left Wing Back,14,Barcelona,217,['5a5d9bde-ba6c-4f40-a80c-7dab06228144'],59,,,,,,,,,,,,,,,,,,,Barcelona,217,00:05:59.099,Pass,,2016/2017
