bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_redirect,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,13df1916-08ce-46ac-88b1-dac292e56bb0,1,,,68365,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Atlético Madrid,212,,0,,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 26197, 'name': 'Christian Abbiati'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 26195, 'name': 'Juan Valera Espín'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 23}, {'player': {'id': 26117, 'name': 'Pablo Ibáñez Tébar'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 22}, {'player': {'id': 26120, 'name': 'Luis Amaranto Perea Mosquera'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 21}, {'player': {'id': 26118, 'name': 'Antonio López Guerrero'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 8234, 'name': 'Ignacio Camacho Barnola'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 29}, {'player': {'id': 6391, 'name': 'Raúl García Escudero'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 26124, 'name': 'Maximiliano Rubén Rodríguez'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 11}, {'player': {'id': 19765, 'name': 'Simão Pedro Fonseca Sabrosa'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 24}, {'player': {'id': 3237, 'name': 'Sergio Leonel Agüero del Castillo'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 10}, {'player': {'id': 26199, 'name': 'Diego Forlán Corazo'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 7}]}",Atlético Madrid,212,00:00:00.000,Starting XI,,2007/2008
,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,57ead8da-dd4c-406d-91e9-e60cae260ed5,2,,,68365,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Atlético Madrid,212,,0,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 20176, 'name': 'Víctor Valdés Arribas'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 15774, 'name': 'Gianluca Zambrotta'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 11}, {'player': {'id': 20125, 'name': 'Carles Puyol i Saforcada'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 25919, 'name': 'Gabriel Alejandro Milito'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 20177, 'name': 'Eric-Sylvain Bilal Abidal'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 22}, {'player': {'id': 25910, 'name': 'José Edmílson Gomes de Moraes'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 15}, {'player': {'id': 5216, 'name': 'Andrés Iniesta Luján'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 20131, 'name': 'Xavier Hernández Creus'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 19298, 'name': ""Samuel Eto''o Fils""}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 9}, {'player': {'id': 25879, 'name': 'Ronaldo de Assis Moreira'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 10}, {'player': {'id': 15516, 'name': 'Thierry Henry'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 14}]}",Barcelona,217,00:00:00.000,Starting XI,,2007/2008
,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,b39bcd45-a947-4514-9029-80a06bb7941f,3,,,68365,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Atlético Madrid,212,['6d110d2a-2e29-484d-94c6-435433895fed'],0,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:00.000,Half Start,,2007/2008
,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,6d110d2a-2e29-484d-94c6-435433895fed,4,,,68365,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Atlético Madrid,212,['b39bcd45-a947-4514-9029-80a06bb7941f'],0,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.000,Half Start,,2007/2008
,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,bf53af1e-3071-4d04-af25-080ba692ff72,1959,,,68365,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,103,Barcelona,217,['88cfe0bd-9f03-49f8-81b8-b60aaea8fc79'],0,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.000,Half Start,,2007/2008
,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,88cfe0bd-9f03-49f8-81b8-b60aaea8fc79,1960,,,68365,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,103,Barcelona,217,['bf53af1e-3071-4d04-af25-080ba692ff72'],0,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:00.000,Half Start,,2007/2008
,,,,,,,,,,,,,,,,,,,,,0.316758,,,,,,,,,,,,,,,ea31eb32-f034-41a5-b660-741195e26714,5,,"[60.0, 40.0]",68365,0,,,,1.5707964,,Right Foot,,,"[60.0, 41.1]",,Ground Pass,,1.1,,,,Sergio Leonel Agüero del Castillo,3237.0,,,,,,Kick Off,1,From Kick Off,Diego Forlán Corazo,26199.0,Left Center Forward,2,Atlético Madrid,212,['91ba41f9-9279-4b1d-88d6-6e8b6fee21df'],0,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:00.463,Pass,,2007/2008
,,,,,,,,,,,,,,,,,,,,,1.327846,,,,,,,,,,,,,,,12b4e1db-ad1b-429a-8dde-d5efd209f0dc,8,,"[58.7, 42.2]",68365,0,,,,2.8692524,,Right Foot,,,"[47.6, 45.3]",,Ground Pass,,11.524756,,,,Ignacio Camacho Barnola,8234.0,,,,,,,1,From Kick Off,Sergio Leonel Agüero del Castillo,3237.0,Right Center Forward,2,Atlético Madrid,212,['28d67ef4-238f-4d74-ae6c-cd9db2173b84'],1,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:01.172,Pass,,2007/2008
,,,,,,,,,,,,,,,,,,,,,1.06352,,,,,,,,,,,,,,,92df1f8a-2025-424a-90f3-5747039752d2,12,,"[44.2, 44.7]",68365,0,,,,2.9658544,,Right Foot,,,"[33.5, 46.6]",,Ground Pass,,10.867382,,,,Pablo Ibáñez Tébar,26117.0,,,,,,,1,From Kick Off,Ignacio Camacho Barnola,8234.0,Right Defensive Midfield,2,Atlético Madrid,212,"['4d467a52-ae07-4d63-bf89-a1e3824afcff', 'd73fa708-369c-422a-b792-2890dea45693']",3,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:03.610,Pass,True,2007/2008
,,,,,,,,,,,,,,,,,,,,,1.207033,,,,,,,,,,,,,,,9ef3b2d2-721e-484c-a92b-92b104fbe8b1,15,,"[33.5, 46.6]",68365,0,,,,-1.6841694,,Right Foot,,,"[31.2, 26.4]",,Ground Pass,,20.330519,,,,Luis Amaranto Perea Mosquera,26120.0,,,,,,,1,From Kick Off,Pablo Ibáñez Tébar,26117.0,Right Center Back,2,Atlético Madrid,212,['e85c8e6a-f7df-4278-96e4-dcb551b32b53'],5,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:05.286,Pass,,2007/2008
