50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,15d3dc6d-67f5-4e3d-9399-c65b1c161565,1,,,266142,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Sevilla,213,,0,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 6823, 'name': 'Sergio Rico González'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 29}, {'player': {'id': 6672, 'name': 'Jorge Andújar Moreno'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 23}, {'player': {'id': 7909, 'name': 'Nicolás Martín Pareja'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 21}, {'player': {'id': 6825, 'name': 'Daniel Filipe Martins Carriço'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 27483, 'name': 'Benoît Trémoulinas'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 2}, {'player': {'id': 3497, 'name': 'Vicente Iborra De La Fuente'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 12}, {'player': {'id': 3637, 'name': 'Grzegorz Krychowiak'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 4}, {'player': {'id': 6400, 'name': 'Aleix Vidal Parreu'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 22}, {'player': {'id': 5504, 'name': 'Éver Maximiliano David Banega'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 19}, {'player': {'id': 6841, 'name': 'Víctor Machín Pérez'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 20}, {'player': {'id': 5688, 'name': 'Carlos Arturo Bacca Ahumada'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Sevilla,213,00:00:00.000,Starting XI,,2014/2015
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,a039a430-0f17-433f-b60d-d42656009ed7,2,,,266142,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Sevilla,213,,0,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 4691, 'name': 'Claudio Andrés Bravo Muñoz'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 4324, 'name': 'Daniel Alves da Silva'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 22}, {'player': {'id': 5213, 'name': 'Gerard Piqué Bernabéu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 10609, 'name': 'Jérémy Mathieu'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 24}, {'player': {'id': 5211, 'name': 'Jordi Alba Ramos'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 18}, {'player': {'id': 5203, 'name': 'Sergio Busquets i Burgos'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 5470, 'name': 'Ivan Rakitić'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 4}, {'player': {'id': 5216, 'name': 'Andrés Iniesta Luján'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 10}, {'player': {'id': 4320, 'name': 'Neymar da Silva Santos Junior'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 11}, {'player': {'id': 5246, 'name': 'Luis Alberto Suárez Díaz'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Barcelona,217,00:00:00.000,Starting XI,,2014/2015
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,3a85c494-8168-4e7f-8849-e5697d4ef385,3,,,266142,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Sevilla,213,['3aa6ed19-382c-4066-9aa3-8753dd2e547f'],0,,,,,,,,,,,,,,,Barcelona,217,00:00:00.000,Half Start,,2014/2015
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,3aa6ed19-382c-4066-9aa3-8753dd2e547f,4,,,266142,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Sevilla,213,['3a85c494-8168-4e7f-8849-e5697d4ef385'],0,,,,,,,,,,,,,,,Sevilla,213,00:00:00.000,Half Start,,2014/2015
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,14c12a4b-d4af-4f40-9d70-e195ba460af4,2040,,,266142,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,87,Barcelona,217,['b1f0c33d-4436-49ba-8d93-9e8a5611abed'],0,,,,,,,,,,,,,,,Sevilla,213,00:00:00.000,Half Start,,2014/2015
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,b1f0c33d-4436-49ba-8d93-9e8a5611abed,2041,,,266142,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,87,Barcelona,217,['14c12a4b-d4af-4f40-9d70-e195ba460af4'],0,,,,,,,,,,,,,,,Barcelona,217,00:00:00.000,Half Start,,2014/2015
,,,,,,,,,,,,,,,,,0.592,,,,,,,,,,,,,eb39b30b-5ba6-47aa-a6ae-5570faec7a5f,5,,"[61.0, 40.1]",266142,0,,,,-1.8925469,,Right Foot,,,,"[59.7, 36.2]",,Ground Pass,,4.110961,,,,,Éver Maximiliano David Banega,5504.0,,,,,Kick Off,1,From Kick Off,Carlos Arturo Bacca Ahumada,5688.0,Center Forward,2,Sevilla,213,['00074454-0b4c-472a-a72a-9422e607823e'],0,,,,,,,,,,,,,,,Sevilla,213,00:00:00.513,Pass,,2014/2015
,,,,,,,,,,,,,,,,,2.099127,,,,,,,,,,,,,13432ae6-f045-4f50-81d9-1031d021fe05,8,,"[66.8, 36.2]",266142,0,,,,-1.406488,,Right Foot,,,,"[70.0, 16.9]",,Ground Pass,,19.563486,,,,,Benoît Trémoulinas,27483.0,,,,,,1,From Kick Off,Éver Maximiliano David Banega,5504.0,Center Attacking Midfield,2,Sevilla,213,['b65936c7-aaae-475c-8c09-6efd04f372a5'],2,,,,,,,,,,,,,,,Sevilla,213,00:00:02.305,Pass,,2014/2015
,,,,,,,,,,,,,,,,,1.232841,,,,,,,,,,,,,5082bdb5-ab23-4e46-83f5-d0da8ab84f03,11,,"[106.3, 5.7]",266142,0,,,,1.3593013,,Left Foot,True,,,"[113.6, 39.7]",,High Pass,,34.77485,,,Incomplete,,,,,,,,,1,From Kick Off,Benoît Trémoulinas,27483.0,Left Back,2,Sevilla,213,['b5a3dcc2-33c7-44fd-8807-8e35537ee713'],8,,,,,,,,,,,,,,,Sevilla,213,00:00:08.693,Pass,,2014/2015
,,,,,,,,,,,,,,,,,2.379448,,,,,,,,,,,,,82e34299-0b10-4e29-a56e-d71866dd6c3d,16,,"[6.0, 36.0]",266142,0,,,,-0.717854,,Right Foot,,,,"[42.3, 4.3]",,High Pass,,48.193153,,,,,Jordi Alba Ramos,5211.0,,,,,Goal Kick,1,From Goal Kick,Claudio Andrés Bravo Muñoz,4691.0,Goalkeeper,3,Barcelona,217,['225826d6-1b53-4ab6-8996-f2709f5614c5'],29,,,,,,,,,,,,,,,Barcelona,217,00:00:29.067,Pass,,2014/2015
,,,,,,,,,,,,,,,,,1.725699,,,,,,,,,,,,,b87a32fb-d485-4fba-857a-96411b59d8df,19,,"[42.3, 4.3]",266142,0,,,,2.9292467,,Left Foot,,,,"[20.5, 9.0]",,Ground Pass,,22.300898,,,,,Jérémy Mathieu,10609.0,,,,,,1,From Goal Kick,Jordi Alba Ramos,5211.0,Left Back,3,Barcelona,217,['81d2f805-775e-4913-ad9f-b48251d3576a'],32,,,,,,,,,,,,,,,Barcelona,217,00:00:32.511,Pass,,2014/2015
,,,,,,,,,,,,,,,,,1.019829,,,,,,,,,,,,,dcf17a4e-f64d-484f-9b70-a39b82e88b58,22,,"[32.7, 13.8]",266142,0,,,,-0.7980557,,Right Foot,,,,"[40.5, 5.8]",,Ground Pass,,11.1731825,,,,,Jordi Alba Ramos,5211.0,,,,,,1,From Goal Kick,Jérémy Mathieu,10609.0,Left Center Back,3,Barcelona,217,['ece76439-e1a7-498f-87d4-d7a185099502'],39,,,,,,,,,,,,,,,Barcelona,217,00:00:39.110,Pass,,2014/2015
,,,,,,,,,,,,,,,,,0.8337,,,,,,,,,,,,,60e43ee1-b38a-4686-8a9f-c86848d4c849,25,,"[40.6, 5.6]",266142,0,,,,2.754998,,Left Foot,,,,"[29.3, 10.2]",,Low Pass,,12.20041,,,,,Jérémy Mathieu,10609.0,,,,,,1,From Goal Kick,Jordi Alba Ramos,5211.0,Left Back,3,Barcelona,217,['c7253566-4373-49cc-90dd-dc4086918842'],40,,,,,,,,,,,,,,,Barcelona,217,00:00:40.170,Pass,,2014/2015
,,,,,,,,,,,,,,,,,2.330559,,,,,,,,,,,,,73a3b4ea-d6e3-487e-aa1b-c9d8d4588282,28,,"[26.8, 11.2]",266142,0,,,,2.3088615,,Left Foot,,,,"[8.7, 31.1]",,Ground Pass,,26.900187,,,,,Claudio Andrés Bravo Muñoz,4691.0,,,,,,1,From Goal Kick,Jérémy Mathieu,10609.0,Left Center Back,3,Barcelona,217,['523ca11b-6707-4dd7-8c01-13fb61a2d5eb'],42,,,,,,,,,,,,,,,Barcelona,217,00:00:42.664,Pass,,2014/2015
,,,,,,,,,,,,,,,,,2.6004,,,,,,,,,,,,,ff4fec95-e6ea-4600-8918-4c0059c9e6d9,32,,"[8.7, 35.6]",266142,0,,,,1.0026162,,Right Foot,,,,"[34.3, 75.7]",,High Pass,,47.57489,,,,,Daniel Alves da Silva,4324.0,,True,,,,1,From Goal Kick,Claudio Andrés Bravo Muñoz,4691.0,Goalkeeper,3,Barcelona,217,['f2785093-c4b1-4555-b356-ca6115bcae6e'],46,,,,,,,,,,,,,,,Barcelona,217,00:00:46.490,Pass,,2014/2015
,,,,,,,,,,,,,,,,,1.8389,,,,,,,,,,,,,a8c1ba28-755f-4e26-b7ba-9429fd7b3087,34,,"[36.5, 75.4]",266142,0,,,,-2.6669564,,Right Foot,,,,"[18.4, 66.1]",,Low Pass,,20.349447,,,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,From Goal Kick,Daniel Alves da Silva,4324.0,Right Back,3,Barcelona,217,['e35e6a3e-1ee2-4b03-868b-d93953093230'],49,,,,,,,,,,,,,,,Barcelona,217,00:00:49.091,Pass,,2014/2015
,,,,,,,,,,,,,,,,,2.0668,,,,,,,,,,,,,ee976fe0-87af-43e0-834c-515f45d853eb,38,,"[15.0, 65.0]",266142,0,,,,-2.0839086,,Right Foot,,,,"[3.9, 45.3]",,Ground Pass,,22.611944,,,,,Claudio Andrés Bravo Muñoz,4691.0,,,,,,1,From Goal Kick,Gerard Piqué Bernabéu,5213.0,Right Center Back,3,Barcelona,217,"['70345528-0ae6-473d-8049-6ac363086180', 'cb69e969-73b9-4c97-82d8-ceebc548d5cf']",51,,,,,,,,,,,,,,,Barcelona,217,00:00:51.850,Pass,True,2014/2015
,,,,,,,,,,,,,,,,,1.696466,,,,,,,,,,,,,3fe7568f-317b-4fd9-84ca-189617aa4be6,41,,"[4.1, 41.5]",266142,0,,,,-1.4682633,,Right Foot,,,,"[7.3, 10.4]",,Low Pass,,31.264196,,,,,Jérémy Mathieu,10609.0,,,,,,1,From Goal Kick,Claudio Andrés Bravo Muñoz,4691.0,Goalkeeper,3,Barcelona,217,['410a778f-fc1e-4766-89d3-b9ea04f7fb5e'],54,,,,,,,,,,,,,,,Barcelona,217,00:00:54.828,Pass,,2014/2015
,,,,,,,,,,,,,,,,,1.1902,,,,,,,,,,,,,75f53afd-4092-42cf-b755-9dbb0c9104b3,44,,"[21.3, 8.2]",266142,0,,,,0.23141098,,Right Foot,,,,"[38.7, 12.3]",,Ground Pass,,17.87652,,,,,Andrés Iniesta Luján,5216.0,,,,,,1,From Goal Kick,Jérémy Mathieu,10609.0,Left Center Back,3,Barcelona,217,['02d3a52d-0039-4c8f-9492-8ec5390e52c5'],59,,,,,,,,,,,,,,,Barcelona,217,00:00:59.899,Pass,,2014/2015
,,,,,,,,,,,,,,,,,1.6375,,,,,,,,,,,,,903e9cdf-0315-43d1-9e87-ce23ed25457f,47,,"[39.8, 11.7]",266142,1,,,,-2.6268713,,Right Foot,,,,"[27.6, 4.8]",,Ground Pass,,14.016062,,,,,Jérémy Mathieu,10609.0,,,,,,1,From Goal Kick,Andrés Iniesta Luján,5216.0,Left Center Midfield,3,Barcelona,217,['a61811b5-0c0f-4a2b-9def-d0e152e5e22a'],1,,,,,,,,,,,,,,,Barcelona,217,00:01:01.089,Pass,,2014/2015
,,,,,,,,,,,,,,,,,0.653863,,,,,,,,,,,,,f29586c4-14cb-4360-8587-e055a89f5296,50,,"[25.6, 3.5]",266142,1,,,,0.53418255,,Left Foot,,,,"[32.7, 7.7]",,Ground Pass,,8.249243,,,,,Andrés Iniesta Luján,5216.0,,,,,,1,From Goal Kick,Jérémy Mathieu,10609.0,Left Center Back,3,Barcelona,217,['e4d8cb83-e734-43bc-9f84-c50f59223a6a'],3,,,,,,,,,,,,,,,Barcelona,217,00:01:03.654,Pass,,2014/2015
,,,,,,,,,,,,,,,,,1.505695,,,,,,,,,,,,,4604045e-f6d2-4924-b54d-7bbdb67f6d72,53,,"[32.7, 7.7]",266142,1,,,,-0.12768,,Right Foot,,,,"[47.5, 5.8]",,Ground Pass,,14.921461,,,,,Jordi Alba Ramos,5211.0,,,,,,1,From Goal Kick,Andrés Iniesta Luján,5216.0,Left Center Midfield,3,Barcelona,217,['d90f8909-e057-493f-8ada-60357c167ad1'],5,,,,,,,,,,,,,,,Barcelona,217,00:01:05.065,Pass,,2014/2015
,,,,,,,,,,,,,,,,,1.444604,,,,,,,,,,,,,4f710314-0e09-4c80-a548-b41ab255a7bf,56,,"[49.3, 9.0]",266142,1,,,,1.7028898,,Left Foot,,,,"[47.4, 23.3]",,Ground Pass,,14.425672,,,,,Sergio Busquets i Burgos,5203.0,,,,,,1,From Goal Kick,Jordi Alba Ramos,5211.0,Left Back,3,Barcelona,217,['1e21166b-ec8d-40c1-9a07-91add48e798b'],6,,,,,,,,,,,,,,,Barcelona,217,00:01:06.611,Pass,,2014/2015
,,,,,,,,,,,,,,,,,1.3002,,,,,,,,,,,,,a99b08cf-dc47-4d1f-8cb4-7460dec2e4b4,60,,"[47.8, 23.7]",266142,1,,,,1.150391,,Left Foot,,,,"[55.4, 40.7]",,Ground Pass,,18.621492,,,,,Ivan Rakitić,5470.0,,,,,,1,From Goal Kick,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,3,Barcelona,217,"['5ee54bee-57da-4b3d-a242-bab1099b5712', '67edd99c-ae9f-4db2-a5a2-f6406b708800']",8,,,,,,,,,,,,,,,Barcelona,217,00:01:08.781,Pass,True,2014/2015
,,,,,,,,,,,,,,,,,0.9699,,,,,,,,,,,,,a4bd128a-f47b-4967-a345-8af9aadac4b2,62,,"[55.4, 40.7]",266142,1,,,,1.6262949,,Right Foot,,,,"[54.3, 60.5]",,Ground Pass,,19.830532,,,,,Daniel Alves da Silva,4324.0,,,,,,1,From Goal Kick,Ivan Rakitić,5470.0,Right Center Midfield,3,Barcelona,217,['724f4ca1-8d72-4b97-be57-a6944b44adad'],10,,,,,,,,,,,,,,,Barcelona,217,00:01:10.081,Pass,,2014/2015
,,,,,,,,,,,,,,,,,0.8676,,,,,,,,,,,,,da359c12-693c-46c3-85b2-468863b46099,65,,"[57.3, 65.1]",266142,1,,,,1.0098141,,Right Foot,,,,"[64.4, 76.4]",,Ground Pass,,13.345411,,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,From Goal Kick,Daniel Alves da Silva,4324.0,Right Back,3,Barcelona,217,['16adfed1-91e1-4046-b577-09b3f6a769bc'],13,,,,,,,,,,,,,,,Barcelona,217,00:01:13.093,Pass,,2014/2015
,,,,,,,,,,,,,,,,,1.411707,,,,,,,,,,,,,ce833d1a-ddcc-4a3a-86b6-afdca1e44236,68,,"[64.6, 75.2]",266142,1,,,,-1.4288993,,Left Foot,,,,"[66.5, 61.9]",,Ground Pass,,13.435029,,,,,Daniel Alves da Silva,4324.0,,,,,,1,From Goal Kick,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,3,Barcelona,217,['d5aaf162-a2ba-4292-bd13-754f647ce7c6'],15,,,,,,,,,,,,,,,Barcelona,217,00:01:15.565,Pass,,2014/2015
,,,,,,,,,,,,,,,,,0.977605,,,,,,,,,,,,,6152f4cc-07d8-48f0-847a-31928342f6a3,71,,"[66.7, 62.4]",266142,1,,,,1.6270748,,Right Foot,,,,"[66.3, 69.5]",,Ground Pass,,7.1112585,,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,From Goal Kick,Daniel Alves da Silva,4324.0,Right Back,3,Barcelona,217,['df9ddf17-b6fe-456a-9005-dbc7cf996b41'],17,,,,,,,,,,,,,,,Barcelona,217,00:01:17.676,Pass,,2014/2015
,,,,,,,,,,,,,,,,,0.932808,,,,,,,,,,,,,52858ddc-2629-4f6b-bb61-fcf3874f4dba,74,,"[66.3, 69.5]",266142,1,,,,-1.591412,,Left Foot,,,,"[66.1, 59.8]",,Ground Pass,,9.702062,,,,,Daniel Alves da Silva,4324.0,,,,,,1,From Goal Kick,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,3,Barcelona,217,['9d351f80-4c55-42fc-bf0e-af6b4775fe0b'],18,,,,,,,,,,,,,,,Barcelona,217,00:01:18.920,Pass,,2014/2015
,,,,,,,,,,,,,,,,,0.578182,,,,,,,,,,,,,6ff9ebc0-9a2a-4047-bf48-923eb5b4f8bf,77,,"[68.9, 62.9]",266142,1,,,,2.235571,,Right Foot,,,,"[66.0, 66.6]",,Ground Pass,,4.7010636,,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,From Goal Kick,Daniel Alves da Silva,4324.0,Right Back,3,Barcelona,217,['f2e811b1-a188-4e28-afc9-556f3b6df342'],22,,,,,,,,,,,,,,,Barcelona,217,00:01:22.843,Pass,,2014/2015
,,,,,,,,,,,,,,,,,0.720595,,,,,,,,,,,,,0dc88960-b35c-4696-980a-b4cb7e9b19d7,80,,"[63.6, 60.7]",266142,1,,,,-1.2963477,,Left Foot,,,,"[66.5, 50.4]",,Ground Pass,,10.700467,,,,,Ivan Rakitić,5470.0,,,,,,1,From Goal Kick,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,3,Barcelona,217,['45bcae1b-6533-477c-992f-267d9f8634b8'],24,,,,,,,,,,,,,,,Barcelona,217,00:01:24.369,Pass,,2014/2015
,,,,,,,,,,,,,,,,,0.786001,,,,,,,,,,,,,92ef7b78-1cdd-419b-bbff-1b292e0e5138,83,,"[67.1, 51.8]",266142,1,,,,1.9243383,,Right Foot,,,,"[64.0, 60.2]",,Ground Pass,,8.95377,,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,From Goal Kick,Ivan Rakitić,5470.0,Right Center Midfield,3,Barcelona,217,['22f1213e-3203-4013-ba78-d936b5a50467'],25,,,,,,,,,,,,,,,Barcelona,217,00:01:25.130,Pass,,2014/2015
,,,,,,,,,,,,,,,,,0.4879,,,,,,,,,,,,,beebc650-6ffe-4982-a87b-3252741d0597,87,,"[66.5, 60.5]",266142,1,,,,0.0,,Left Foot,,,,"[74.0, 60.5]",,Ground Pass,,7.5,,,,,Ivan Rakitić,5470.0,,,,,,1,From Goal Kick,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,3,Barcelona,217,['a789040e-b8d1-4477-826b-517f843745c1'],29,,,,,,,,,,,,,,,Barcelona,217,00:01:29.491,Pass,,2014/2015
,,,,,,,,,,,,,,,,,4.52694,,,,,,,,,,,,,76bc945e-7e75-4b24-8866-eb546a35426d,104,,"[69.9, 49.5]",266142,1,True,,,-1.4944577,,Right Foot,,,,"[72.6, 14.2]",,High Pass,,35.403107,,,,,Jordi Alba Ramos,5211.0,,,,,Free Kick,1,From Free Kick,Ivan Rakitić,5470.0,Right Center Midfield,4,Barcelona,217,['11446d18-6d11-4d22-a540-e5121719153d'],49,,,,,,,,,,,,,,,Barcelona,217,00:01:49.511,Pass,,2014/2015
,,,,,,,,,,,,,,,,,0.961475,,,,,,,,,,,,,42ec5eff-c38c-4ecc-a947-a1dfd46f831b,106,,"[76.9, 8.3]",266142,1,,,,-1.3378171,,Right Foot,,,,"[78.3, 2.4]",,Ground Pass,,6.063827,,,,,Neymar da Silva Santos Junior,4320.0,,,,,,1,From Free Kick,Jordi Alba Ramos,5211.0,Left Back,4,Barcelona,217,['f776fae7-4a30-41a5-8afa-adba3a4171d3'],56,,,,,,,,,,,,,,,Barcelona,217,00:01:56.352,Pass,,2014/2015
,,,,,,,,,,,,,,,,,1.340846,,,,,,,,,,,,,5eb5486c-c9a1-4c3a-99d2-05de77a8b6ae,109,,"[76.4, 3.1]",266142,1,,,,2.3395293,,Right Foot,,,,"[70.5, 9.2]",,Ground Pass,,8.48646,,,,,Andrés Iniesta Luján,5216.0,,,,,,1,From Free Kick,Neymar da Silva Santos Junior,4320.0,Left Wing,4,Barcelona,217,['8fc3c8cd-18d8-4125-9112-dd31068794df'],57,,,,,,,,,,,,,,,Barcelona,217,00:01:57.878,Pass,,2014/2015
,,,,,,,,,,,,,,,,,1.553221,,,,,,,,,,,,,4257879d-d1cc-42e7-a026-4b31baf621e7,112,,"[70.7, 9.9]",266142,1,,,,1.9866986,,Right Foot,,,,"[65.4, 21.9]",,Ground Pass,,13.118308,,,,,Sergio Busquets i Burgos,5203.0,,,,,,1,From Free Kick,Andrés Iniesta Luján,5216.0,Left Center Midfield,4,Barcelona,217,['292e6994-fd95-4100-94bb-3949adb58c1a'],59,,,,,,,,,,,,,,,Barcelona,217,00:01:59.941,Pass,,2014/2015
,,,,,,,,,,,,,,,,,0.9906,,,,,,,,,,,,,4bf0d4d3-1313-46cd-ad74-9ce93a7dd64d,115,,"[67.6, 24.6]",266142,2,,,,-0.68767124,,Right Foot,,,,"[73.2, 20.0]",,Ground Pass,,7.2470684,,,,,Andrés Iniesta Luján,5216.0,,,,,,1,From Free Kick,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,4,Barcelona,217,['065a40f0-b02c-4d2d-86c7-5dc112e5d0fb'],1,,,,,,,,,,,,,,,Barcelona,217,00:02:01.534,Pass,,2014/2015
,,,,,,,,,,,,,,,,,0.978961,,,,,,,,,,,,,d2444c1d-2bbf-4c0d-bd44-1d58a823c09e,117,,"[72.7, 21.7]",266142,2,,,,2.9441972,,Right Foot,,,,"[64.7, 23.3]",,Ground Pass,,8.158431,,,,,Sergio Busquets i Burgos,5203.0,,,,,,1,From Free Kick,Andrés Iniesta Luján,5216.0,Left Center Midfield,4,Barcelona,217,['ad838fab-e7b5-4a4f-893d-94300633f07b'],2,,,,,,,,,,,,,,,Barcelona,217,00:02:02.524,Pass,,2014/2015
,,,,,,,,,,,,,,,,,1.394024,,,,,,,,,,,,,85bb9362-9ebe-43a1-a5d3-1a9f46a6cb32,120,,"[66.3, 30.4]",266142,2,,,,1.682301,,Right Foot,,,,"[63.4, 56.3]",,Low Pass,,26.06185,,,,,Daniel Alves da Silva,4324.0,,,,,,1,From Free Kick,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,4,Barcelona,217,['abf9da8f-1539-4982-bba6-983a2c41cccf'],4,,,,,,,,,,,,,,,Barcelona,217,00:02:04.526,Pass,,2014/2015
,,,,,,,,,,,,,,,,,0.91735,,,,,,,,,,,,,04c11fa0-aac0-4583-94c4-aec3d4f59223,123,,"[63.4, 56.5]",266142,2,,,,1.1391013,,Left Foot,,,,"[71.6, 74.3]",,Low Pass,,19.59796,,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,From Free Kick,Daniel Alves da Silva,4324.0,Right Back,4,Barcelona,217,['50cbd22b-4035-46f4-8fd3-29759e86e604'],6,,,,,,,,,,,,,,,Barcelona,217,00:02:06.638,Pass,,2014/2015
,,,,,,,,,,,,,,,,,1.289662,,,,,,,,,,,,,3a4f59e1-a440-497a-8354-5ee3ed8bcfab,126,,"[69.2, 72.6]",266142,2,,,,-1.9352039,,Right Foot,,,,"[65.5, 62.9]",,Ground Pass,,10.381715,,,,,Daniel Alves da Silva,4324.0,,,,,,1,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,4,Barcelona,217,['9c15e866-65ba-4152-8076-48b85780c09f'],8,,,,,,,,,,,,,,,Barcelona,217,00:02:08.382,Pass,,2014/2015
,,,,,,,,,,,,,,,,,3.2133,,,,,,,,,,,,,7c6b451d-37da-4fc6-ab1c-ebadc54e40bf,129,,"[65.9, 57.1]",266142,2,,,,-1.4823953,,Right Foot,,,,"[70.5, 5.2]",,High Pass,,52.103455,,,,,Jordi Alba Ramos,5211.0,,True,,,,1,From Free Kick,Daniel Alves da Silva,4324.0,Right Back,4,Barcelona,217,['d79e09ae-53a9-4615-82b0-0b53d3323bfd'],11,,,,,,,,,,,,,,,Barcelona,217,00:02:11.038,Pass,,2014/2015
,,,,,,,,,,,,,,,,,1.1795,,,,,,,,,,,,,a73a7aa0-59a4-4ee6-b35f-91efe346d295,132,,"[70.1, 5.4]",266142,2,,,,1.5940479,,Left Foot,,,,"[69.9, 14.0]",,Ground Pass,,8.602325,,,,,Andrés Iniesta Luján,5216.0,,,,,,1,From Free Kick,Jordi Alba Ramos,5211.0,Left Back,4,Barcelona,217,['86623899-7387-41c2-b26f-364abe2c95b1'],14,,,,,,,,,,,,,,,Barcelona,217,00:02:14.931,Pass,,2014/2015
,,,,,,,,,,,,,,,,,0.8696,,,,,,,,,,,,,02bcb532-2a99-402f-8db7-102a47f8f344,135,,"[70.8, 14.9]",266142,2,,,,0.65073425,,Right Foot,,,,"[79.6, 21.6]",,Ground Pass,,11.060289,,,,,Luis Alberto Suárez Díaz,5246.0,,,,,,1,From Free Kick,Andrés Iniesta Luján,5216.0,Left Center Midfield,4,Barcelona,217,['19667332-385d-4618-bd5b-cadf10683469'],17,,,,,,,,,,,,,,,Barcelona,217,00:02:17.498,Pass,,2014/2015
