50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,34ff56cb-1521-4daa-9b82-bc27c9d0732a,1,,,,303548,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Mallorca,1043,,0,,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 24083, 'name': 'Manuel Reina Rodríguez'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 24613, 'name': 'Alejandro Pozo Pozo'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 7}, {'player': {'id': 24084, 'name': 'Martin Valjent'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 24}, {'player': {'id': 24086, 'name': 'Antonio José Raillo Arenas'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 21}, {'player': {'id': 24089, 'name': 'Joan Sastre Vanrell'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 2}, {'player': {'id': 24269, 'name': 'Marc Pedraza Sarto'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 24072, 'name': 'Salvador Sevilla López'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 31090, 'name': 'Takefusa Kubo'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 26}, {'player': {'id': 24088, 'name': 'Daniel José Rodríguez Vázquez'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 14}, {'player': {'id': 11671, 'name': 'Juan Camilo Hernández Suárez'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 29}, {'player': {'id': 8654, 'name': 'Ante Budimir'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 22}]}",Mallorca,1043,00:00:00.000,Starting XI,,2019/2020
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,8f1141b2-c153-4f8a-8e8a-06dc2b28e267,2,,,,303548,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Mallorca,1043,,0,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 20055, 'name': 'Marc-André ter Stegen'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 6379, 'name': 'Sergi Roberto Carnicer'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 20}, {'player': {'id': 5213, 'name': 'Gerard Piqué Bernabéu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 32480, 'name': 'Ronald Federico Araújo da Silva'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 33}, {'player': {'id': 5211, 'name': 'Jordi Alba Ramos'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 18}, {'player': {'id': 5203, 'name': 'Sergio Busquets i Burgos'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 8206, 'name': 'Arturo Erasmo Vidal Pardo'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 22}, {'player': {'id': 8118, 'name': 'Frenkie de Jong'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 21}, {'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 10}, {'player': {'id': 4447, 'name': 'Martin Braithwaite Christensen'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 19}, {'player': {'id': 5487, 'name': 'Antoine Griezmann'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 17}]}",Barcelona,217,00:00:00.000,Starting XI,,2019/2020
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,a97a5481-4321-4b89-be6d-9592434eda22,3,,,,303548,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Mallorca,1043,['920ad032-ea4d-4b03-a3f6-033a44f65158'],0,,,,,,,,,,,,,,,,,,Mallorca,1043,00:00:00.000,Half Start,,2019/2020
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,920ad032-ea4d-4b03-a3f6-033a44f65158,4,,,,303548,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Mallorca,1043,['a97a5481-4321-4b89-be6d-9592434eda22'],0,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.000,Half Start,,2019/2020
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,a6ff03be-c3bb-47a3-a1ea-a04ab866a9c4,2031,,,,303548,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,82,Barcelona,217,['52f9df6e-4c95-40ec-93aa-e324c06be740'],0,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.000,Half Start,,2019/2020
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,52f9df6e-4c95-40ec-93aa-e324c06be740,2032,,,,303548,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,82,Barcelona,217,['a6ff03be-c3bb-47a3-a1ea-a04ab866a9c4'],0,,,,,,,,,,,,,,,,,,Mallorca,1043,00:00:00.000,Half Start,,2019/2020
,,,,,,,,,,,,,,,,0.975777,,,,,,,,,,,,,7eadb70b-59e8-4a32-b5ee-7fd2dd603139,5,,,"[60.0, 40.0]",303548,0,,,,,-3.1002939,,Left Foot,,,"[47.9, 39.5]",,Ground Pass,,12.110326,,,,Sergio Busquets i Burgos,5203.0,,,,,Kick Off,1,From Kick Off,Antoine Griezmann,5487.0,Center Forward,2,Barcelona,217,['6efe8343-687f-49e4-ab67-cdfdea48ba7c'],0,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.479,Pass,,2019/2020
,,,,,,,,,,,,,,,,1.45343,,,,,,,,,,,,,0a7a2fbf-eec2-4430-959a-3b567d974bd6,8,,,"[53.8, 40.7]",303548,0,,,,,-2.1086874,,Right Foot,,,"[39.9, 17.4]",,Ground Pass,,27.131163,,,,Ronald Federico Araújo da Silva,32480.0,,,,,,1,From Kick Off,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,2,Barcelona,217,['f3551c64-6ab2-4824-b361-2ae8b4b36d89'],3,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:03.610,Pass,,2019/2020
,,,,,,,,,,,,,,,,1.434617,,,,,,,,,,,,,07e6aa61-e1b8-442d-bc16-81bd1643c9cd,11,,,"[39.9, 15.8]",303548,0,,,,,-0.82067764,,Right Foot,,,"[48.1, 7.0]",,Ground Pass,,12.0283,,,,Jordi Alba Ramos,5211.0,,,,,,1,From Kick Off,Ronald Federico Araújo da Silva,32480.0,Left Center Back,2,Barcelona,217,['781b43ea-17b5-46a2-bcdb-092d879c85d8'],6,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:06.807,Pass,,2019/2020
,,,,,,,,,,,,,,,,1.399825,,,,,,,,,,,,,415fd1e7-c216-4202-8814-92d2bc0a3b6d,14,,,"[48.1, 7.7]",303548,0,,,,,1.294469,,Left Foot,,,"[53.8, 27.8]",,Ground Pass,,20.892582,,,,Sergio Busquets i Burgos,5203.0,,,,,,1,From Kick Off,Jordi Alba Ramos,5211.0,Left Back,2,Barcelona,217,['20074b2f-9f91-4ce1-870e-6940dd2e40a0'],8,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:08.646,Pass,,2019/2020
,,,,,,,,,,,,,,,,1.383889,,,,,,,,,,,,,4ea0307d-93d4-4743-9d60-356922360795,17,,,"[54.6, 21.0]",303548,0,,,,,-1.897623,,Right Foot,,,"[50.6, 9.2]",,Ground Pass,,12.459535,,,,Jordi Alba Ramos,5211.0,,,,,,1,From Kick Off,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,2,Barcelona,217,['da2675e9-17e5-4eb9-bf3a-41f2a5a3da4b'],11,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:11.721,Pass,,2019/2020
,,,,,,,,,,,,,,,,1.783928,,,,,,,,,,,,,d0bc603e-5d2f-42a6-94d7-9ef4501bd108,20,,,"[50.6, 10.6]",303548,0,,,,,1.7978088,,Left Foot,,,"[42.7, 44.8]",,Ground Pass,,35.10057,,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,From Kick Off,Jordi Alba Ramos,5211.0,Left Back,2,Barcelona,217,['e834849b-0ac1-4b35-84e3-5df9adfb322c'],13,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:13.185,Pass,,2019/2020
,,,,,,,,,,,,,,,,1.411755,,,,,,,,,,,,,dbf6bf4f-e59f-44b1-a1cf-a9dfe19043c8,23,,,"[42.7, 57.7]",303548,0,,,,,0.8850668,,Right Foot,,,"[54.4, 72.0]",,Ground Pass,,18.47647,,,,Sergi Roberto Carnicer,6379.0,,,,,,1,From Kick Off,Gerard Piqué Bernabéu,5213.0,Right Center Back,2,Barcelona,217,['e5f1b070-dd1c-472c-aa26-8671b6f4453b'],17,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:17.118,Pass,,2019/2020
,,,,,,,,,,,,,,,,0.991978,,,,,,,,,,,,,134c214d-66e6-4175-9de2-5fa69cee959d,26,,,"[54.6, 72.0]",303548,0,,,,,0.36397895,,Right Foot,,,"[65.1, 76.0]",,Ground Pass,,11.236102,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,From Kick Off,Sergi Roberto Carnicer,6379.0,Right Back,2,Barcelona,217,['dd0cb1a9-0fd3-47cb-9fcb-706d21f7cba5'],19,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:19.152,Pass,,2019/2020
,,,,,,,,,,,,,,,,1.01552,,,,,,,,,,,,,7ef82a08-1307-4977-9a10-c045b17fc439,28,,,"[64.2, 74.7]",303548,0,,,,,-3.024027,,Right Foot,,,"[51.5, 73.2]",,Ground Pass,,12.788276,,,,Sergi Roberto Carnicer,6379.0,,,,,,1,From Kick Off,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,2,Barcelona,217,['fc8008df-4a56-48c8-b1ec-15fd00cb24f3'],20,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:20.144,Pass,,2019/2020
,,,,,,,,,,,,,,,,1.17001,,,,,,,,,,,,,4a1edce9-24d0-421d-80a1-d5dae8d94152,31,,,"[51.0, 72.0]",303548,0,,,,,-2.1917732,,Right Foot,,,"[41.7, 59.0]",,Ground Pass,,15.984055,,,,Sergio Busquets i Burgos,5203.0,,,,,,1,From Kick Off,Sergi Roberto Carnicer,6379.0,Right Back,2,Barcelona,217,['c2313289-3365-42dc-b3d4-91e511d4d94d'],21,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:21.993,Pass,,2019/2020
,,,,,,,,,,,,,,,,2.185354,,,,,,,,,,,,,3fb81011-ddb8-4162-898f-90feee6c14b3,34,,,"[42.2, 58.0]",303548,0,,,,,-1.429262,,Right Foot,,,"[47.7, 19.4]",,Ground Pass,,38.989872,,,,Ronald Federico Araújo da Silva,32480.0,,,,,,1,From Kick Off,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,2,Barcelona,217,['15d58aa6-7718-4e3a-9ee7-472472476875'],24,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:24.107,Pass,,2019/2020
,,,,,,,,,,,,,,,,1.243817,,,,,,,,,,,,,75c928d1-0cde-4796-88f1-29a1a822435a,37,,,"[56.9, 14.9]",303548,0,,,,,-1.0040671,,Right Foot,,,"[65.3, 1.7]",,Ground Pass,,15.646086,,,,Jordi Alba Ramos,5211.0,,,,,,1,From Kick Off,Ronald Federico Araújo da Silva,32480.0,Left Center Back,2,Barcelona,217,['49f9f5a2-dd9b-44a5-bca7-ef82e3f5b322'],28,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:28.114,Pass,,2019/2020
,,,,,,,,,,,,,,,,1.801253,,,,,,,,,,,,,b0691bf0-1b18-43a4-b71d-215f7985d3ae,40,,,"[63.5, 1.9]",303548,0,,,,,2.8706458,,Left Foot,,,"[43.7, 7.4]",,Ground Pass,,20.549696,,,,Ronald Federico Araújo da Silva,32480.0,,,,,,1,From Kick Off,Jordi Alba Ramos,5211.0,Left Back,2,Barcelona,217,['1c2ed064-4f4e-49e6-878b-463c9b088f59'],30,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:30.559,Pass,,2019/2020
,,,,,,,,,,,,,,,,1.248131,,,,,,,,,,,,,a3af9998-3ee1-4dab-ba20-0e552da1ba16,43,,,"[46.3, 9.0]",303548,0,,,,,-0.73118776,,Right Foot,,,"[53.1, 2.9]",,Ground Pass,,9.1350975,,,,Jordi Alba Ramos,5211.0,,,,,,1,From Kick Off,Ronald Federico Araújo da Silva,32480.0,Left Center Back,2,Barcelona,217,['37b81363-5d53-43ce-82e2-c0b8d4f7b4cd'],36,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:36.252,Pass,,2019/2020
,,,,,,,,,,,,,,,,1.542258,,,,,,,,,,,,,4d2cd6ea-f1cf-4e14-a8b7-7e9d7144b93e,46,,,"[54.4, 12.0]",303548,0,,,,,2.7682164,,Left Foot,,,"[44.7, 15.8]",,Ground Pass,,10.417773,,,,Ronald Federico Araújo da Silva,32480.0,,,,,,1,From Kick Off,Jordi Alba Ramos,5211.0,Left Back,2,Barcelona,217,['6df947c8-0cb5-4f61-a08c-f9e68199beaf'],41,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:41.429,Pass,,2019/2020
,,,,,,,,,,,,,,,,0.960258,,,,,,,,,,,,,7942327d-9eca-4d77-9eac-cbaede430379,49,,,"[54.9, 19.7]",303548,0,,,,,0.47007838,,Right Foot,,,"[67.3, 26.0]",,Ground Pass,,13.90863,,,,Antoine Griezmann,5487.0,,,,,,1,From Kick Off,Ronald Federico Araújo da Silva,32480.0,Left Center Back,2,Barcelona,217,['888198b6-1979-4e0f-816d-b7ae7c01acc0'],46,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:46.176,Pass,,2019/2020
,,,,,,,,,,,,,,,,1.10101,,,,,,,,,,,,,1736066e-0aed-46f4-9180-d87d67db35b7,53,,,"[66.5, 25.3]",303548,0,,,,,-1.967505,,Left Foot,,,"[57.2, 3.1]",,Ground Pass,,24.069275,,,,Jordi Alba Ramos,5211.0,,,,,,1,From Kick Off,Antoine Griezmann,5487.0,Center Forward,2,Barcelona,217,['53a4cf14-e1ca-42ed-a029-2e791d061c00'],48,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:48.414,Pass,,2019/2020
,,,,,,,,,,,,,,,,3.387887,,,,,,,,,,,,,681ebb60-8db6-4e35-8d81-4aedfb1d2f32,56,,,"[57.2, 3.1]",303548,0,,,,,-0.043640397,,Left Foot,,,"[103.0, 1.1]",,High Pass,,45.843647,,,,Martin Braithwaite Christensen,4447.0,,,,,,1,From Kick Off,Jordi Alba Ramos,5211.0,Left Back,2,Barcelona,217,['149c9f86-e73a-4ca4-98c5-806a7fa3c68e'],50,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:50.647,Pass,,2019/2020
,,,,,,,,,,,,,,,,1.115006,,,,,,,,,,,,,42633efa-082b-4cc0-97e0-75b11562da63,59,,,"[105.9, 2.4]",303548,0,,,,,2.6011732,,Right Foot,,,"[91.9, 10.8]",,Ground Pass,,16.326666,,Incomplete,,Frenkie de Jong,8118.0,,,,,,1,From Kick Off,Martin Braithwaite Christensen,4447.0,Left Wing,2,Barcelona,217,"['5e3bd486-6c44-4657-8dc7-0aeae190b0ce', '7a1c96a8-4dcf-4b3e-89f3-16b6db30b620']",56,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:56.184,Pass,,2019/2020
,,,,,,,,,,,,,,,,1.183124,,,,,,,,,,,,,f82d93ed-8f51-4448-be6d-1b113441f139,67,,,"[90.7, 18.1]",303548,1,,,,,-1.4085975,,Right Foot,,,"[91.6, 12.6]",,Ground Pass,,5.5731497,,,,Jordi Alba Ramos,5211.0,,,,,,1,From Kick Off,Frenkie de Jong,8118.0,Left Center Midfield,2,Barcelona,217,['623f3709-02fc-4548-93fb-4e21b7c9b1e0'],1,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:01.455,Pass,,2019/2020
,,,,,,,,,,,,,,,,1.422388,,,,,,,,,,,,,191bc9fb-080b-44bd-9d49-a47067af4571,70,,,"[92.5, 12.6]",303548,1,,,,,1.0750313,f5ce6094-25e7-4420-a88e-1dc86d481ac7,Left Foot,True,,"[108.4, 42.0]",True,High Pass,,33.42409,,,,Arturo Erasmo Vidal Pardo,8206.0,,,,,,1,From Kick Off,Jordi Alba Ramos,5211.0,Left Back,2,Barcelona,217,['00df2e7c-9984-452a-8448-79945f26ca4d'],3,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:03.446,Pass,,2019/2020
,,,,,,,,,,,,,,,,1.519332,,,,,,,,,,,,,a472628e-f953-416b-afc2-1e7442268531,75,,,"[61.0, 40.1]",303548,1,,True,,,2.4635496,,Right Foot,,,"[38.9, 57.9]",,Ground Pass,,28.376926,,,,Martin Valjent,24084.0,,,,,Kick Off,1,From Kick Off,Ante Budimir,8654.0,Left Center Forward,3,Mallorca,1043,['77d73e6e-b356-4633-aae2-33ebf1ef97ad'],59,,,,,,,,,,,,,,,,,,Mallorca,1043,00:01:59.927,Pass,,2019/2020
,,,,,,,,,,,,,,,,1.698376,,,,,,,,,,,,,4c01c1d8-76ac-4ed4-9dfe-e01c7e0bf4f2,77,,,"[39.1, 57.6]",303548,2,,,,,-1.800954,,Right Foot,,,"[33.5, 33.7]",,Ground Pass,,24.5473,,,,Antonio José Raillo Arenas,24086.0,,,,,,1,From Kick Off,Martin Valjent,24084.0,Right Center Back,3,Mallorca,1043,['7201d3b7-6d06-4942-8784-9ca64f0780db'],5,,,,,,,,,,,,,,,,,,Mallorca,1043,00:02:05.390,Pass,,2019/2020
,,,,,,,,,,,,,,,,2.041066,,,,,,,,,,,,,9fd7e5b7-682d-4527-94c4-e135d49d06f2,81,,,"[39.6, 26.4]",303548,2,,,,,-0.51406354,,Right Foot,,,"[73.6, 7.2]",,High Pass,,39.04664,,Incomplete,,Martin Valjent,24084.0,,,,,,1,From Kick Off,Antonio José Raillo Arenas,24086.0,Left Center Back,3,Mallorca,1043,"['7166ac7a-e919-4705-9e9e-dea36bd6e093', 'd5c44c56-cec1-44ec-8874-4ced9812e479']",9,,,,,,,,,,,,,,,,,,Mallorca,1043,00:02:09.193,Pass,,2019/2020
,,,,,,,,,,,,,,,,1.163132,,,,,,,,,,,,,d5c44c56-cec1-44ec-8874-4ced9812e479,83,,,"[46.5, 72.9]",303548,2,,,,,-0.8846382,,Head,,,"[56.9, 60.2]",,Low Pass,,16.414932,,,,Arturo Erasmo Vidal Pardo,8206.0,,,,,Recovery,1,Regular Play,Sergi Roberto Carnicer,6379.0,Right Back,4,Barcelona,217,"['4b53e651-227e-4d9b-8b4f-8e6085fac611', '9fd7e5b7-682d-4527-94c4-e135d49d06f2']",11,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:11.234,Pass,,2019/2020
,,,,,,,,,,,,,,,,0.697255,,,,,,,,,,,,,d5fbff81-6e8e-4980-b70a-ed13712fc605,85,,,"[56.9, 60.0]",303548,2,,,,,-2.2794225,,Right Foot,,,"[51.5, 53.7]",,Low Pass,,8.29759,,,,Sergio Busquets i Burgos,5203.0,,,,,,1,Regular Play,Arturo Erasmo Vidal Pardo,8206.0,Right Center Midfield,4,Barcelona,217,['1428c835-3400-40cc-afda-fff361768f8d'],12,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:12.397,Pass,,2019/2020
,,,,,,,,,,,,,,,,1.240766,,,,,,,,,,,,,1a5e7435-ec81-4a6c-80dc-5d6ced9eab53,88,,,"[51.8, 53.4]",303548,2,,,,,-0.19502027,,Left Foot,,,"[68.0, 50.2]",,Ground Pass,,16.513025,,,,Antoine Griezmann,5487.0,,,,,,1,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,4,Barcelona,217,['5610ceea-5254-4c89-b087-df4b2f93e4d4'],13,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:13.131,Pass,,2019/2020
,,,,,,,,,,,,,,,,0.858503,,,,,,,,,,,,,78a72ae0-8cce-48f4-af7b-18acc3c571c8,91,,,"[66.7, 45.8]",303548,2,,,,,-0.95658743,,Left Foot,,,"[78.9, 28.5]",,Ground Pass,,21.16908,,,,Martin Braithwaite Christensen,4447.0,,,,,,1,Regular Play,Antoine Griezmann,5487.0,Center Forward,4,Barcelona,217,['34464704-8818-4bff-8572-a3eac49dc6e1'],14,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:14.833,Pass,,2019/2020
,,,,,,,,,,,,,,,,0.843689,,,,,,,,,,,,,1a01b336-ba72-4a27-96d2-49da7900bf06,94,,,"[78.9, 36.9]",303548,2,,,,,2.1685548,,Right Foot,,,"[75.7, 41.6]",,Ground Pass,,5.6859474,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,Regular Play,Martin Braithwaite Christensen,4447.0,Left Wing,4,Barcelona,217,['2b829a1f-a021-48ea-a93a-50cdf772ae17'],16,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:16.775,Pass,,2019/2020
,,,,,,,,,,,,,,,,3.091779,,,,,,,,,,,,,a54bb099-2fb3-4abf-9fdb-dd4719c15b4f,97,,,"[77.1, 40.0]",303548,2,,,,,-0.91917694,,Left Foot,,,"[102.5, 6.7]",,Ground Pass,,41.881382,,,,Frenkie de Jong,8118.0,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,4,Barcelona,217,['c9cdaebe-f47e-4e03-81ad-754d7c5bda9e'],18,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:18.671,Pass,,2019/2020
,,,,,,,,,,,,,,,,1.060274,,,,,,,,,,,,,fae00a8d-5376-4707-928b-564898241602,100,,,"[102.5, 6.5]",303548,2,,,,,3.1048446,,Right Foot,,,"[88.9, 7.0]",,Ground Pass,,13.609188,,,,Jordi Alba Ramos,5211.0,,,,,,1,Regular Play,Frenkie de Jong,8118.0,Left Center Midfield,4,Barcelona,217,['7f3d8522-4eef-427a-b848-6ad1b7e58069'],23,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:23.214,Pass,,2019/2020
,,,,,,,,,,,,,,,,1.044364,,,,,,,,,,,,,9c772619-20da-4e5d-945c-8d45a283296b,103,,,"[90.1, 7.7]",303548,2,,,,,1.9882722,,Left Foot,,,"[84.6, 20.1]",,Ground Pass,,13.565028,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,Regular Play,Jordi Alba Ramos,5211.0,Left Back,4,Barcelona,217,['61ccb8bc-c968-425f-861e-a276973adba0'],25,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:25.030,Pass,,2019/2020
,,,,,,,,,,,,,,,,0.82822,,,,,,,,,,,,,95aaa6da-2f5d-45ce-9fba-e51173f885d8,105,,,"[84.4, 20.2]",303548,2,,,,,0.16743177,,Left Foot,,,"[98.6, 22.6]",,Ground Pass,,14.401389,,Incomplete,,Frenkie de Jong,8118.0,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,4,Barcelona,217,"['8be404f9-2a20-46b8-a321-09e22bdad0b1', 'a928ef5e-81fb-492d-9e5d-74c97b91aaa4']",26,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:26.074,Pass,,2019/2020
,,,,,,,,,,,,,,,,0.974172,,,,,,,,,,,,,d0ce13d2-8237-4e56-a6e5-3610efd94196,118,,,"[93.7, 40.3]",303548,2,,,,,1.2786981,,Left Foot,,,"[98.0, 54.6]",,Ground Pass,,14.932515,,,,Arturo Erasmo Vidal Pardo,8206.0,,,,,,1,Regular Play,Antoine Griezmann,5487.0,Center Forward,4,Barcelona,217,['8c27bcc6-6cdb-4d99-9066-84aa534d2476'],32,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:32.530,Pass,,2019/2020
,,,,,,,,,,,,,,,,1.223826,,,,,,,,,,,,,15da2758-3632-4bcc-8096-8c4d0831d847,121,,,"[98.0, 54.6]",303548,2,,,,,-1.1401038,,Left Foot,,,"[106.5, 36.1]",,High Pass,,20.359274,,Incomplete,,,,,,,,,1,Regular Play,Arturo Erasmo Vidal Pardo,8206.0,Right Center Midfield,4,Barcelona,217,['9fc71295-de5a-4871-8c3b-c22be0624489'],34,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:34.699,Pass,,2019/2020
,,,,,,,,,,,,,,,,1.72156,,,,,,,,,,,,,3efa1de0-9e5a-4661-97e0-c8359d2ccf11,124,,,"[81.9, 26.1]",303548,2,,,,True,-0.26299474,,,,,"[94.9, 22.6]",,High Pass,,13.462912,,Incomplete,,,,,,,,Recovery,1,Regular Play,Ronald Federico Araújo da Silva,32480.0,Left Center Back,4,Barcelona,217,"['99fc3cfa-c667-474e-a01f-5de66ac9232e', 'c9db9725-4d5a-420e-b512-72ab1f89ca37']",37,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:37.970,Pass,True,2019/2020
,,,,,,,,,,,,,,,,3.127874,,,,,,,,,,,,,c9db9725-4d5a-420e-b512-72ab1f89ca37,126,,,"[25.2, 57.5]",303548,2,,,,True,0.7564208,,,,,"[39.4, 70.9]",,Low Pass,,19.524343,,,,Takefusa Kubo,31090.0,,,,,Recovery,1,Regular Play,Alejandro Pozo Pozo,24613.0,Right Back,4,Barcelona,217,"['1cb35055-9594-4d72-b451-899c233d9b1b', '3efa1de0-9e5a-4661-97e0-c8359d2ccf11', 'b323b6ab-77c8-4c27-af13-47bf83fff8d6']",39,,,,,,,,,,,,,,,,,,Mallorca,1043,00:02:39.692,Pass,True,2019/2020
,,,,,,,,,,,,,,,,1.960253,,,,,,,,,,,,,78f70f86-6ba6-45bc-9270-31924cc07ec8,131,,,"[56.7, 0.1]",303548,2,,,,,2.8049178,,,,,"[42.7, 5.0]",,High Pass,,14.832734,,,,Ronald Federico Araújo da Silva,32480.0,,,,,Throw-in,1,From Throw In,Jordi Alba Ramos,5211.0,Left Back,5,Barcelona,217,['ac5ce332-197e-40a9-a2c5-d41d29a744c0'],59,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:59.752,Pass,,2019/2020
