50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_success_in_play,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,2.464214,,,,,,,,,,,,,,1070b484-59d4-40d4-af7f-8114afde5de8,4735,,"[73.0, 50.2]",70305,92,,,,,-0.76643026,,Right Foot,,,"[110.6, 14.0]",,High Pass,,52.19387,,Cristian Tello Herrera,6658.0,,,,,,2,Regular Play,Daniel Alves da Silva,4324.0,Right Back,181,Barcelona,217,['78827b10-7b22-4b5a-94ed-e501e82364b2'],50,,,,,,,,,,,,,,,Barcelona,217,00:47:50.170,Pass,,2012/2013
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,df121b7e-398b-48ac-b738-76ee12b4926b,6,,"[61.7, 43.0]",70305,0,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Juan Carlos Valerón Santana,15602.0,Center Attacking Midfield,2,RC Deportivo La Coruña,219,['020cc9f4-04e4-427f-88a1-276c13b09a7f'],1,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:00:01.000,Ball Receipt*,,2012/2013
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bf44bbe8-46ef-4f74-932f-7de49817727f,8,,"[36.0, 47.4]",70305,0,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Pablo Ínsua Blanco,21399.0,Left Center Back,2,RC Deportivo La Coruña,219,['a87817ee-b212-415f-87f8-5ef3a79363d2'],3,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:00:03.369,Ball Receipt*,,2012/2013
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,674c4787-f1f4-435a-9e02-daad2a429e39,12,,"[74.0, 37.8]",70305,0,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Nélson Miguel Castro Oliveira,20137.0,Center Forward,2,RC Deportivo La Coruña,219,['54bde5c9-ccf9-4475-98de-f9c18f663090'],7,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:00:07.466,Ball Receipt*,,2012/2013
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48fd9606-8928-4377-a0e6-ea740a9a87db,15,,"[74.5, 50.4]",70305,0,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Bruno Alexandre Vilela Gama,6868.0,Right Wing,2,RC Deportivo La Coruña,219,['a9f2936e-07eb-4f72-a6d3-39ed7fcf0158'],8,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:00:08.690,Ball Receipt*,,2012/2013
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e540a14b-c93f-44ab-a9db-c9f6187a5578,17,,"[75.1, 34.5]",70305,0,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Nélson Miguel Castro Oliveira,20137.0,Center Forward,2,RC Deportivo La Coruña,219,['32583ee1-06bf-40a4-aeb9-ee49b1cfe2cc'],11,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:00:11.164,Ball Receipt*,,2012/2013
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70831e9f-e3b7-479e-938c-e0187c41fab6,22,,"[56.3, 70.6]",70305,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Alexis Alejandro Sánchez Sánchez,3385.0,Right Wing,3,Barcelona,217,['857df6ef-b82b-48fb-8c09-1df171a29845'],13,,,,,,,,,,,,,,,Barcelona,217,00:00:13.094,Ball Receipt*,,2012/2013
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3eb33590-55c1-49be-a483-62e140be4f97,25,,"[48.0, 52.4]",70305,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Alexandre Dimitri Song-Billong,27053.0,Center Defensive Midfield,3,Barcelona,217,['9f159602-7719-4d21-a55d-647a7e4bc89a'],14,,,,,,,,,,,,,,,Barcelona,217,00:00:14.597,Ball Receipt*,,2012/2013
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,029a7e03-5b15-4b4d-a4b5-d40ca5f4a39e,28,,"[41.3, 36.0]",70305,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Javier Alejandro Mascherano,5506.0,Left Center Back,3,Barcelona,217,['5f9e75d5-094d-4eae-8150-3548d3d6e144'],16,,,,,,,,,,,,,,,Barcelona,217,00:00:16.987,Ball Receipt*,,2012/2013
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8c7ce687-acb9-4b69-81bf-2bc7ca8142de,31,,"[58.7, 23.6]",70305,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Francesc Fàbregas i Soler,3478.0,Left Center Midfield,3,Barcelona,217,['caaa27a4-1858-48c2-9973-058085acd078'],18,,,,,,,,,,,,,,,Barcelona,217,00:00:18.940,Ball Receipt*,,2012/2013
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1fd74145-f96a-4f39-890b-668d1021fac8,35,,"[64.6, 4.0]",70305,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Cristian Tello Herrera,6658.0,Left Wing,3,Barcelona,217,['c51a7c33-24bf-45a4-8964-0954b278f577'],21,,,,,,,,,,,,,,,Barcelona,217,00:00:21.196,Ball Receipt*,,2012/2013
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390f79e0-856f-425c-b334-c7cba357b1aa,38,,"[48.9, 6.0]",70305,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Adriano Correia Claro,22102.0,Left Back,3,Barcelona,217,['98be885a-427a-46dc-be29-9c7956dec6b8'],23,,,,,,,,,,,,,,,Barcelona,217,00:00:23.231,Ball Receipt*,,2012/2013
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17158063-085e-4c21-bcc7-baa0b1f41fc9,41,,"[42.6, 24.1]",70305,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Javier Alejandro Mascherano,5506.0,Left Center Back,3,Barcelona,217,['9249bfab-c1e9-4080-b78b-69acd088c9cf'],25,,,,,,,,,,,,,,,Barcelona,217,00:00:25.229,Ball Receipt*,,2012/2013
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36d36d72-3be9-454a-b173-091fa15c7ed7,44,,"[44.1, 57.4]",70305,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Carles Puyol i Saforcada,20125.0,Right Center Back,3,Barcelona,217,['c8d64fc8-fc11-4568-9c5f-3db4323501ed'],30,,,,,,,,,,,,,,,Barcelona,217,00:00:30.010,Ball Receipt*,,2012/2013
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ffad7a5f-dfe9-497a-a095-eeb264defc54,47,,"[57.0, 63.0]",70305,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Thiago Alcântara do Nascimento,5208.0,Right Center Midfield,3,Barcelona,217,['114d33fd-4435-498d-a00c-8635f2e9c7b6'],31,,,,,,,,,,,,,,,Barcelona,217,00:00:31.814,Ball Receipt*,,2012/2013
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0a701512-d7f5-48f3-84db-65322996a2b0,50,,"[45.0, 50.8]",70305,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Alexandre Dimitri Song-Billong,27053.0,Center Defensive Midfield,3,Barcelona,217,['45c599cf-fb2c-471e-babf-4300934282fb'],35,,,,,,,,,,,,,,,Barcelona,217,00:00:35.644,Ball Receipt*,,2012/2013
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39bab8a6-4035-45ce-bb61-3834c6764873,53,,"[59.1, 34.9]",70305,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Francesc Fàbregas i Soler,3478.0,Left Center Midfield,3,Barcelona,217,['977a74e7-76f8-4c07-8a97-5dad4b0753f8'],37,,,,,,,,,,,,,,,Barcelona,217,00:00:37.793,Ball Receipt*,,2012/2013
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e9617104-6d45-48d1-8fc2-4d6b8358f972,57,,"[45.9, 41.9]",70305,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Alexandre Dimitri Song-Billong,27053.0,Center Defensive Midfield,3,Barcelona,217,['9aa3484c-25df-4103-936a-a58d84c52137'],39,,,,,,,,,,,,,,,Barcelona,217,00:00:39.144,Ball Receipt*,,2012/2013
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,df99eece-343c-441a-aab4-c64e98ada245,60,,"[54.1, 59.3]",70305,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Thiago Alcântara do Nascimento,5208.0,Right Center Midfield,3,Barcelona,217,['cbf736c7-c745-4783-a4e8-9a9ca955ad13'],41,,,,,,,,,,,,,,,Barcelona,217,00:00:41.814,Ball Receipt*,,2012/2013
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0c22a860-9300-4f94-9168-79c67a9ac2e0,64,,"[56.5, 77.2]",70305,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Daniel Alves da Silva,4324.0,Right Back,3,Barcelona,217,['653f7a32-e2c3-4b52-a565-6dac67b0ca93'],45,,,,,,,,,,,,,,,Barcelona,217,00:00:45.879,Ball Receipt*,,2012/2013
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dcf96515-64c5-4e31-95ea-6ba42252f041,67,,"[43.7, 64.8]",70305,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Carles Puyol i Saforcada,20125.0,Right Center Back,3,Barcelona,217,['d87aee24-8ea9-44a4-b2d3-47cf931444bc'],47,,,,,,,,,,,,,,,Barcelona,217,00:00:47.806,Ball Receipt*,,2012/2013
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57f5ec44-30a5-4c1b-b912-38861dd3a905,70,,"[48.0, 40.2]",70305,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Alexandre Dimitri Song-Billong,27053.0,Center Defensive Midfield,3,Barcelona,217,['f752ccda-eb27-4699-872f-e60ca84b40e5'],52,,,,,,,,,,,,,,,Barcelona,217,00:00:52.393,Ball Receipt*,,2012/2013
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51ad236d-05fa-4d33-b534-655bd16f048d,79,,"[69.6, 45.9]",70305,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Nélson Miguel Castro Oliveira,20137.0,Center Forward,3,Barcelona,217,"['9549d0aa-b808-407f-a031-d367e170584f', 'feccb431-2f89-4344-8a78-3cec398fbd69']",59,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:00:59.869,Ball Receipt*,True,2012/2013
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2516e869-c50e-4167-99d3-19910f469e08,86,,"[58.9, 61.9]",70305,1,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Alexis Alejandro Sánchez Sánchez,3385.0,Right Wing,3,Barcelona,217,['a1a702a5-03bf-4f56-bff7-6276021c6267'],4,,,,,,,,,,,,,,,Barcelona,217,00:01:04.865,Ball Receipt*,,2012/2013
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22acdf5d-51aa-4bbf-8a73-84db0c081373,92,,"[54.5, 18.0]",70305,1,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Sílvio Manuel Azevedo Ferreira Sá Pereira,23364.0,Left Back,3,Barcelona,217,['2386c8e3-5284-411b-908b-6e4e6d7676e2'],7,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:01:07.542,Ball Receipt*,,2012/2013
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,463a3f3d-bcbe-4cb6-8866-90a077d67982,98,,"[72.4, 30.1]",70305,1,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Francesc Fàbregas i Soler,3478.0,Left Center Midfield,3,Barcelona,217,['48b2091b-39fd-4297-9285-2de57fad7b22'],11,,,,,,,,,,,,,,,Barcelona,217,00:01:11.088,Ball Receipt*,,2012/2013
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8e87d323-8be4-49d2-aeaa-44d69bb6f270,104,,"[44.2, 45.0]",70305,1,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Abel Enrique Aguilar Tapia,6192.0,Left Center Midfield,4,RC Deportivo La Coruña,219,['36d48711-5208-4f60-8b88-d0e97045f0aa'],14,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:01:14.948,Ball Receipt*,,2012/2013
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53a84002-e4cb-403d-aa35-27e64b25d8bd,108,,"[51.4, 51.9]",70305,1,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Juan Carlos Valerón Santana,15602.0,Center Attacking Midfield,4,RC Deportivo La Coruña,219,['df828c99-987d-491c-85b4-937ab93bec75'],16,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:01:16.640,Ball Receipt*,,2012/2013
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8051933f-eda5-4bd4-83df-e1c6bbfe392f,112,,"[46.4, 47.2]",70305,1,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Abel Enrique Aguilar Tapia,6192.0,Left Center Midfield,4,RC Deportivo La Coruña,219,"['833f0b18-91bd-4e47-9c9c-b7ab61e061a3', 'e2c9f894-ad38-4f67-b7d2-c11ee80f828b']",17,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:01:17.478,Ball Receipt*,True,2012/2013
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75d2fdc1-4362-48d9-a3f0-de8f697f23cd,117,,"[51.6, 23.2]",70305,1,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Luís Miguel Afonso Fernandes,10325.0,Left Wing,4,RC Deportivo La Coruña,219,['eaee6c75-cab9-452d-8f3c-dfd8574f54d5'],19,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:01:19.896,Ball Receipt*,,2012/2013
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307bb11f-6cd9-4940-bee4-b0af33721fd8,121,,"[67.3, 6.7]",70305,1,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Sílvio Manuel Azevedo Ferreira Sá Pereira,23364.0,Left Back,4,RC Deportivo La Coruña,219,['764f7392-ab0d-4742-9fc0-c406640cd295'],24,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:01:24.769,Ball Receipt*,,2012/2013
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,643ced92-7f2f-449e-a9f3-45480a70b2e8,127,,"[89.3, 24.1]",70305,1,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Nélson Miguel Castro Oliveira,20137.0,Center Forward,4,RC Deportivo La Coruña,219,['b5afbb95-3405-4a4d-b4ac-86a0ffd6bf90'],33,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:01:33.999,Ball Receipt*,,2012/2013
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c9207945-c373-4cb4-9768-7d9eb0da6c27,129,,"[28.7, 66.5]",70305,1,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Carles Puyol i Saforcada,20125.0,Right Center Back,5,Barcelona,217,['ea9bdd9c-644e-4f6a-816d-5d664d33a3b8'],34,,,,,,,,,,,,,,,Barcelona,217,00:01:34.873,Ball Receipt*,,2012/2013
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67b06c72-f18c-4420-8f71-4e9eca06775f,132,,"[23.3, 52.4]",70305,1,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Alexandre Dimitri Song-Billong,27053.0,Center Defensive Midfield,5,Barcelona,217,['008e6ae0-df88-487f-b9f7-3be83783379d'],36,,,,,,,,,,,,,,,Barcelona,217,00:01:36.203,Ball Receipt*,,2012/2013
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1510f167-1f60-4df6-bdbd-fa2cadcfaae9,135,,"[41.9, 53.4]",70305,1,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Francesc Fàbregas i Soler,3478.0,Left Center Midfield,5,Barcelona,217,['c6110d29-21d9-4e99-b306-7ed497022c8a'],39,,,,,,,,,,,,,,,Barcelona,217,00:01:39.297,Ball Receipt*,,2012/2013
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7bac3138-f259-4eb9-bc68-9fc222605fd7,138,,"[33.9, 41.5]",70305,1,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Alexandre Dimitri Song-Billong,27053.0,Center Defensive Midfield,5,Barcelona,217,['8e017483-9ab0-4ad8-84ba-7f55cc0edf9e'],40,,,,,,,,,,,,,,,Barcelona,217,00:01:40.898,Ball Receipt*,,2012/2013
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,018938a5-b245-4d41-bcc0-056f961fb61c,141,,"[36.9, 24.9]",70305,1,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Javier Alejandro Mascherano,5506.0,Left Center Back,5,Barcelona,217,['1b16c426-f713-40d1-8d7d-6b83115dcfc2'],43,,,,,,,,,,,,,,,Barcelona,217,00:01:43.082,Ball Receipt*,,2012/2013
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c0bd54f5-ebdc-4120-9af8-6a242af45cc6,144,,"[56.7, 3.2]",70305,1,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Cristian Tello Herrera,6658.0,Left Wing,5,Barcelona,217,['778f2f8c-a325-456d-8966-d47bc3fa1a6b'],46,,,,,,,,,,,,,,,Barcelona,217,00:01:46.225,Ball Receipt*,,2012/2013
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77c4d8b8-6f9c-44e6-9bff-ba4eeb44fe51,148,,"[41.9, 8.8]",70305,1,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Javier Alejandro Mascherano,5506.0,Left Center Back,5,Barcelona,217,['f70bbc6e-a812-4f97-9789-61a104e63eff'],47,,,,,,,,,,,,,,,Barcelona,217,00:01:47.991,Ball Receipt*,,2012/2013
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3d4b026c-245c-4217-a719-b3a23dc1fbdb,151,,"[38.9, 50.6]",70305,1,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Carles Puyol i Saforcada,20125.0,Right Center Back,5,Barcelona,217,['8907d15e-c149-45fc-9a81-1b737c064588'],51,,,,,,,,,,,,,,,Barcelona,217,00:01:51.363,Ball Receipt*,,2012/2013
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0361d14a-ef24-489e-b1b0-7d424a8217ea,154,,"[57.0, 60.6]",70305,1,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Thiago Alcântara do Nascimento,5208.0,Right Center Midfield,5,Barcelona,217,['eeb1ee20-ef6f-4205-9d73-a560a273ac70'],55,,,,,,,,,,,,,,,Barcelona,217,00:01:55.803,Ball Receipt*,,2012/2013
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a92ca3a3-3f11-405d-8d79-65749d3eb40b,158,,"[74.6, 59.8]",70305,1,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Alexis Alejandro Sánchez Sánchez,3385.0,Right Wing,5,Barcelona,217,['ceeb7707-bb05-4d27-bf07-acca58c9de7a'],58,,,,,,,,,,,,,,,Barcelona,217,00:01:58.691,Ball Receipt*,,2012/2013
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cdb9844f-3aec-4345-904a-c2fdff891541,162,,"[68.9, 55.2]",70305,1,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Thiago Alcântara do Nascimento,5208.0,Right Center Midfield,5,Barcelona,217,"['21da5a2a-f0fb-4c6d-8601-fd5391922678', 'c072d94b-5802-4d4e-ba4e-9fddd93610c6']",59,,,,,,,,,,,,,,,Barcelona,217,00:01:59.408,Ball Receipt*,True,2012/2013
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9ec1fde0-2b2a-4aff-ac29-dc0ee85961fd,165,,"[83.7, 36.7]",70305,2,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Francesc Fàbregas i Soler,3478.0,Left Center Midfield,5,Barcelona,217,['d1f6b9f7-1091-4074-be56-d585d7c2104b'],3,,,,,,,,,,,,,,,Barcelona,217,00:02:03.780,Ball Receipt*,,2012/2013
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cb7cda47-0427-43e4-b6e2-29f1da6ac273,170,,"[51.2, 22.8]",70305,2,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Luís Miguel Afonso Fernandes,10325.0,Left Wing,6,RC Deportivo La Coruña,219,['1ac33697-1208-4425-9c26-b37c1f1c4089'],7,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:02:07.004,Ball Receipt*,,2012/2013
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57c23a68-63ce-419a-88b7-5b9f754c524c,175,,"[54.7, 41.5]",70305,2,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Paulo Assunção da Silva,26502.0,Right Center Midfield,7,RC Deportivo La Coruña,219,['4969212d-dbbb-4251-a839-370f1f15242e'],23,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:02:23.510,Ball Receipt*,,2012/2013
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1ba24745-e161-4f91-82f8-a45f99c00764,178,,"[42.5, 54.6]",70305,2,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Pablo Ínsua Blanco,21399.0,Left Center Back,7,RC Deportivo La Coruña,219,['7b21d670-f9a7-4e4a-8596-f7929d32247f'],25,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:02:25.736,Ball Receipt*,,2012/2013
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fa821598-40f7-418d-bcbc-814343040f40,182,,"[68.4, 61.5]",70305,2,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Juan Carlos Valerón Santana,15602.0,Center Attacking Midfield,7,RC Deportivo La Coruña,219,['7b9782b7-3816-44e1-a5a6-41dec56e3ec2'],30,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:02:30.012,Ball Receipt*,,2012/2013
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ae46eb2a-f78b-4f3c-a3d3-829f04156797,185,,"[64.7, 78.5]",70305,2,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Bruno Alexandre Vilela Gama,6868.0,Right Wing,7,RC Deportivo La Coruña,219,['fcd93a0d-2cf7-44df-a365-d2d38fa31c58'],31,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:02:31.064,Ball Receipt*,,2012/2013
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a36feab6-f637-437b-aaa4-4c90dd6fdc85,191,,"[49.2, 74.8]",70305,2,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Manuel Pablo García Díaz,26209.0,Right Back,7,RC Deportivo La Coruña,219,['59200151-a371-4752-b5a9-688757f2b7a7'],34,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:02:34.925,Ball Receipt*,,2012/2013
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17418f58-2306-4c2b-9288-6461d7104896,194,,"[66.9, 55.2]",70305,2,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Nélson Miguel Castro Oliveira,20137.0,Center Forward,7,RC Deportivo La Coruña,219,['580f9978-4aa7-4716-92cc-758a87156a1f'],37,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:02:37.082,Ball Receipt*,,2012/2013
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91736e3a-3aca-4156-9b5e-8548d7214471,198,,"[14.9, 39.9]",70305,2,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,José Manuel Pinto Colorado,26005.0,Goalkeeper,8,Barcelona,217,['1fa94600-6c7f-4651-b266-d17a71a2a29c'],42,,,,,,,,,,,,,,,Barcelona,217,00:02:42.046,Ball Receipt*,,2012/2013
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e75f93fa-45e8-41c6-a879-3f03e3e94a9d,201,,"[26.5, 50.6]",70305,2,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Carles Puyol i Saforcada,20125.0,Right Center Back,8,Barcelona,217,['9a2cac90-cdd8-48a9-9619-626728102ef8'],44,,,,,,,,,,,,,,,Barcelona,217,00:02:44.492,Ball Receipt*,,2012/2013
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b0377f1b-9f35-42a8-87e2-74d188e7276c,204,,"[35.0, 28.0]",70305,2,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Javier Alejandro Mascherano,5506.0,Left Center Back,8,Barcelona,217,['b50a2e4c-5bf1-4669-9b28-14b939057965'],49,,,,,,,,,,,,,,,Barcelona,217,00:02:49.199,Ball Receipt*,,2012/2013
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10066c41-4b10-4dad-a20f-677d8a63128a,207,,"[50.0, 20.8]",70305,2,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Francesc Fàbregas i Soler,3478.0,Left Center Midfield,8,Barcelona,217,['74bb4c4c-3ccc-4b11-b8c8-a6d27c6a6212'],51,,,,,,,,,,,,,,,Barcelona,217,00:02:51.068,Ball Receipt*,,2012/2013
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3278984b-7227-4960-9c2f-bbf32465d097,210,,"[75.2, 3.6]",70305,2,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Cristian Tello Herrera,6658.0,Left Wing,8,Barcelona,217,['316f7b50-b8fd-409d-a244-f5a59acda9d7'],53,,,,,,,,,,,,,,,Barcelona,217,00:02:53.399,Ball Receipt*,,2012/2013
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17804d81-db18-4416-a30d-e50c69fcb896,218,,"[20.1, 75.2]",70305,3,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Bruno Alexandre Vilela Gama,6868.0,Right Wing,9,RC Deportivo La Coruña,219,"['b4e25a8b-c45c-4122-a34f-18a128d5b8cd', 'f3697ced-736d-44ce-8a59-9f04efe5ec92']",1,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:03:01.633,Ball Receipt*,True,2012/2013
