ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,1.506416,,,,,,,,,,,,,610639de-fbe7-4656-82c4-6086a047abb6,3706,,"[62.8, 62.8]",68341,77,,,,2.1842017,,Right Foot,,,"[54.0, 75.3]",,Ground Pass,15.286922,,,,Gianluca Zambrotta,15774.0,,,,,,2,From Goal Kick,Xavier Hernández Creus,20131.0,Right Center Midfield,159,Barcelona,217,"['3bd3b0db-a006-471f-a482-f7e2e116cc28', 'dce4e542-ccd5-4e20-bd5b-9e9ad2a07fac']",48,,,,,,,,,,,,,,,,,Barcelona,217,00:32:48.547,Pass,True,2006/2007
,,,,,,,,,,,,,,,1.899947,,,,,,,,,,,,,3b78458f-5ac5-4e85-a3c0-2d712ef87794,3709,,"[54.0, 75.3]",68341,77,,,,-2.2471056,,Right Foot,,,"[35.3, 52.0]",,Ground Pass,29.876078,,,,Lilian Thuram,15071.0,,,,,,2,From Goal Kick,Gianluca Zambrotta,15774.0,Right Back,159,Barcelona,217,['2adde557-d622-446e-87cc-c2578bd29fd4'],51,,,,,,,,,,,,,,,,,Barcelona,217,00:32:51.190,Pass,,2006/2007
,,,,,,,,,,,,,,,1.456185,,,,,,,,,,,,,f4e6a715-205d-4e25-ace0-9560a350349a,3712,,"[35.3, 52.0]",68341,77,,,,1.502355,,Left Foot,,,"[37.0, 76.8]",,Ground Pass,24.858198,,,,Gianluca Zambrotta,15774.0,,,,,,2,From Goal Kick,Lilian Thuram,15071.0,Right Center Back,159,Barcelona,217,['67b5aaf6-d562-4020-ab8d-3cc2b0ca464d'],55,,,,,,,,,,,,,,,,,Barcelona,217,00:32:55.638,Pass,,2006/2007
,,,,,,,,,,,,,,,0.503009,,,,,,,,,,,,,4febf2fc-bb77-4109-b48a-896e2f9551ef,3716,,"[31.4, 74.6]",68341,77,,,,-0.9786842,,Right Foot,,,"[42.7, 57.8]",,Ground Pass,20.246729,,,,Xavier Hernández Creus,20131.0,,,,,,2,From Goal Kick,Gianluca Zambrotta,15774.0,Right Back,159,Barcelona,217,"['8e25bc8c-c508-4aaa-9b6e-9e808e1e9634', 'a0ab65d0-d038-42d1-aeb3-950129ef6871']",59,,,,,,,,,,,,,,,,,Barcelona,217,00:32:59.568,Pass,True,2006/2007
,,,,,,,,,,,,,,,0.728153,,,,,,,,,,,,,2663cb1c-61fc-4445-8ec9-7203bd077f3e,3720,,"[73.9, 5.1]",68341,78,,,,2.231167,,Right Foot,,,"[65.9, 15.4]",,Ground Pass,13.041856,,,,César Arzo Amposta,25848.0,,,,,Recovery,2,Regular Play,Daniel Bautista Pina,26076.0,Left Back,160,Recreativo Huelva,1220,['98c9ef7d-a5ad-4461-b009-652cd90bdb65'],2,,,,,,,,,,,,,,,,,Recreativo Huelva,1220,00:33:02.612,Pass,,2006/2007
,,,,,,,,,,,,,,,1.753901,,,,,,,,,,,,,cbad9371-cc06-4940-bf83-7a6b660ca179,3723,,"[66.1, 17.8]",68341,78,,,,1.8908168,,Left Foot,,,"[54.6, 52.5]",,High Pass,36.555984,,,,Juan Merino Ruíz,26082.0,,,,,,2,Regular Play,César Arzo Amposta,25848.0,Left Defensive Midfield,160,Recreativo Huelva,1220,['2db4c8d9-be31-4895-b11b-d903fd813aa0'],4,,,,,,,,,,,,,,,,,Recreativo Huelva,1220,00:33:04.614,Pass,,2006/2007
,,,,,,,,,,,,,,,1.385568,,,,,,,,,,,,,56237fe5-f027-49b9-abf1-89666fe97550,3732,,"[67.6, 6.8]",68341,78,,,,2.863293,,Left Foot,,,"[62.7, 8.2]",,Ground Pass,5.096077,,,,Ronaldo de Assis Moreira,25879.0,,,,,Free Kick,2,From Free Kick,Sylvio Mendes Campos Junior,25854.0,Left Back,162,Barcelona,217,['9e56c4c4-fa17-4357-a843-b39ca6c812be'],23,,,,,,,,,,,,,,,,,Barcelona,217,00:33:23.374,Pass,,2006/2007
,,,,,,,,,,,,,,,2.38932,,,,,,,,,,,,,2f3f54bc-61c3-4bf9-8aa0-33a2fcf95893,3735,,"[62.7, 8.2]",68341,78,,,,2.1509476,,Right Foot,,,"[41.4, 40.7]",,High Pass,38.85795,,,,Gianluca Zambrotta,15774.0,,,,,,2,From Free Kick,Ronaldo de Assis Moreira,25879.0,Left Wing,162,Barcelona,217,['7d5845a9-2c28-41fb-a16e-a6d1526ff798'],25,,,,,,,,,,,,,,,,,Barcelona,217,00:33:25.938,Pass,,2006/2007
,,,,,,,,,,,,,,,2.077101,,,,,,,,,,,,,67f5b49f-72a8-4229-acb6-35d4e14ccb01,3738,,"[48.3, 55.9]",68341,78,,,,-2.3692942,,Right Foot,,,"[36.7, 44.6]",,Ground Pass,16.194136,,,,Lilian Thuram,15071.0,,,,,,2,From Free Kick,Gianluca Zambrotta,15774.0,Right Back,162,Barcelona,217,['d3cb3de4-701c-4e37-9ad1-a740d8a11c3e'],32,,,,,,,,,,,,,,,,,Barcelona,217,00:33:32.813,Pass,,2006/2007
,,,,,,,,,,,,,,,1.538686,,,,,,,,,,,,,bfd12f0f-f3c1-40f5-a156-de48d0b6e8a3,3741,,"[36.7, 44.6]",68341,78,,,,1.2095926,,Right Foot,,,"[46.9, 71.6]",,Ground Pass,28.862432,,,,Gianluca Zambrotta,15774.0,,,,,,2,From Free Kick,Lilian Thuram,15071.0,Right Center Back,162,Barcelona,217,['fac8904f-4efb-427d-9d10-4287cb501664'],36,,,,,,,,,,,,,,,,,Barcelona,217,00:33:36.515,Pass,,2006/2007
,,,,,,,,,,,,,,,0.673759,,,,,,,,,,,,,8c16ac11-6b30-4aaa-a6e3-bb155583b515,3744,,"[47.6, 74.6]",68341,78,,,,0.12706502,,Right Foot,,,"[70.3, 77.5]",,Ground Pass,22.884493,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,2,From Free Kick,Gianluca Zambrotta,15774.0,Right Back,162,Barcelona,217,['2c60203d-2199-49c1-9691-4a25d5b038bd'],39,,,,,,,,,,,,,,,,,Barcelona,217,00:33:39.396,Pass,,2006/2007
,,,,,,,,,,,,,,,0.880813,,,,,,,,,,,,,17406688-db2f-4d31-9017-c3fd6d240525,3748,,"[70.1, 76.9]",68341,78,,,,-3.0386965,,Left Foot,,,"[51.7, 75.0]",,Ground Pass,18.497837,,,,Gianluca Zambrotta,15774.0,,,,,,2,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,162,Barcelona,217,"['8a3e383d-7ef3-40e2-a2b2-c2dd4a54fa72', 'faacbd01-ed0f-436b-8a2a-4d9b8d2b89e8']",41,,,,,,,,,,,,,,,,,Barcelona,217,00:33:41.167,Pass,True,2006/2007
,,,,,,,,,,,,,,,1.548717,,,,,,,,,,,,,545c41e4-a56f-46a6-9175-125738821d0c,3751,,"[51.7, 75.0]",68341,78,,,,-1.3734008,,Right Foot,,,"[55.1, 58.0]",,Ground Pass,17.336666,,,,Xavier Hernández Creus,20131.0,,,,,,2,From Free Kick,Gianluca Zambrotta,15774.0,Right Back,162,Barcelona,217,['fd050724-4688-4970-8fd3-577b4b95f7b2'],42,,,,,,,,,,,,,,,,,Barcelona,217,00:33:42.964,Pass,,2006/2007
,,,,,,,,,,,,,,,2.498682,,,,,,,,,,,,,a2bf68c1-afa8-4184-9317-21b50169b345,3754,,"[54.2, 51.5]",68341,78,,,,-2.7297854,,Right Foot,,,"[36.8, 43.9]",,Ground Pass,18.987364,,,,Lilian Thuram,15071.0,,,,,,2,From Free Kick,Xavier Hernández Creus,20131.0,Right Center Midfield,162,Barcelona,217,['722f6972-512c-4be7-9568-d46640b38caa'],45,,,,,,,,,,,,,,,,,Barcelona,217,00:33:45.746,Pass,,2006/2007
,,,,,,,,,,,,,,,1.11335,,,,,,,,,,,,,293ee0d2-02a5-4729-92e7-8586b124e386,3757,,"[36.8, 43.9]",68341,78,,,,-0.65499485,,Right Foot,,,"[43.7, 38.6]",,Ground Pass,8.700575,,,,Xavier Hernández Creus,20131.0,,,,,,2,From Free Kick,Lilian Thuram,15071.0,Right Center Back,162,Barcelona,217,['289b0d73-67c6-4b2e-b4cc-c9a9cb76f040'],48,,,,,,,,,,,,,,,,,Barcelona,217,00:33:48.822,Pass,,2006/2007
,,,,,,,,,,,,,,,0.498534,,,,,,,,,,,,,10304cb6-a5f2-426b-9cbe-5f00164ad642,3761,,"[43.7, 37.5]",68341,78,,,,1.1781589,,Right Foot,,,"[47.8, 47.4]",,Ground Pass,10.715409,,,,Andrés Iniesta Luján,5216.0,,,,,,2,From Free Kick,Xavier Hernández Creus,20131.0,Right Center Midfield,162,Barcelona,217,['c939a6b5-7706-4050-84d9-8b1d9383a8d5'],52,,,,,,,,,,,,,,,,,Barcelona,217,00:33:52.964,Pass,,2006/2007
,,,,,,,,,,,,,,,1.086,,,,,,,,,,,,,acad9ab7-f52c-41cc-91de-2feab36fa897,3764,,"[47.6, 48.5]",68341,78,,,,-0.7221025,,Right Foot,,,"[62.7, 35.2]",,Low Pass,20.122128,,,,Samuel Eto''o Fils,19298.0,,,,,,2,From Free Kick,Andrés Iniesta Luján,5216.0,Center Defensive Midfield,162,Barcelona,217,['4a0406fb-30c7-4612-8dfd-c64056432d84'],54,,,,,,,,,,,,,,,,,Barcelona,217,00:33:54.626,Pass,,2006/2007
,,,,,,,,,,,,,,,1.3552,,,,,,,,,,,,,863906fc-6cde-4c19-be6a-f59603a202fa,3767,,"[62.7, 35.2]",68341,78,,,,0.3988036,,Right Foot,,,"[78.6, 41.9]",,Ground Pass,17.253984,,Incomplete,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,2,From Free Kick,Samuel Eto''o Fils,19298.0,Center Forward,162,Barcelona,217,"['8ad656af-fbf4-4f49-b6aa-4c4214692374', 'eb51138a-e749-4c26-9d64-cefab84c6319']",55,,,,,,,,,,,,,,,,,Barcelona,217,00:33:55.752,Pass,,2006/2007
,,,,,,,,,,,,,,,0.667506,,,,,,,,,,,,,193fb493-e4d6-40aa-ad44-c7adaea9614e,3770,,"[65.5, 37.5]",68341,78,,,,0.28605145,,Right Foot,,,"[74.0, 40.0]",,Ground Pass,8.860023,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,Recovery,2,From Free Kick,Samuel Eto''o Fils,19298.0,Center Forward,162,Barcelona,217,['798b9cbc-0576-4c5c-bec5-abba3544fa7e'],57,,,,,,,,,,,,,,,,,Barcelona,217,00:33:57.877,Pass,,2006/2007
,,,,,,,,,,,,,,,2.285396,,,,,,,,,,,,,f4dbb4dd-b4bb-494f-8155-3f3171d9e729,3777,,"[65.7, 36.3]",68341,79,,,,-1.33549,,Left Foot,,,"[73.3, 4.6]",,Low Pass,32.598312,,,,Ronaldo de Assis Moreira,25879.0,,,,,,2,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,162,Barcelona,217,['ab96bcea-f037-4647-92d8-68e08aa872a7'],3,,,,,,,,,,,,,,,,,Barcelona,217,00:34:03.215,Pass,,2006/2007
,,,,,,,,,,,,,,,1.466568,,,,,,,,,,,,,60a35768-f0ee-4dba-99eb-c003a6a02170,3781,,"[88.1, 12.9]",68341,79,,,,0.83842695,,Right Foot,True,,"[110.4, 37.7]",,High Pass,33.351612,,Incomplete,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,2,From Free Kick,Ronaldo de Assis Moreira,25879.0,Left Wing,162,Barcelona,217,"['233a11f1-ac1e-466a-9e6d-9a8b4da12e8d', '67c02d42-b6e3-456d-a265-7f59fbf16f23']",10,,,,,,,,,,,,,,,,,Barcelona,217,00:34:10.421,Pass,,2006/2007
,,,,,,,,,,,,,,,0.99839,,,,,,,,,,,,,06354f55-f8ed-49f1-a3e1-5c175b57006b,3789,,"[13.1, 47.2]",68341,79,,,,-0.6383198,,Left Foot,,,"[19.3, 42.6]",,Ground Pass,7.7201037,,,,César Arzo Amposta,25848.0,,,,,Recovery,2,Regular Play,Antonio Jesús Vázquez Muñoz,26077.0,Right Defensive Midfield,163,Recreativo Huelva,1220,['b7c8ea40-aea8-435c-9188-2f4c0f53aad4'],14,,,,,,,,,,,,,,,,,Recreativo Huelva,1220,00:34:14.750,Pass,,2006/2007
,,,,,,,,,,,,,,,0.674946,,,,,,,,,,,,,5b418a5a-a0fd-4563-94d9-1e8e370296f7,3792,,"[29.2, 39.4]",68341,79,,,,-0.75747246,,Right Foot,,,"[38.4, 30.7]",,Ground Pass,12.662148,,,,Aitor Tornavaca Fernández,26078.0,,,,,,2,Regular Play,César Arzo Amposta,25848.0,Left Defensive Midfield,163,Recreativo Huelva,1220,['c6f09ec4-f298-4095-80a3-af8aa7b1a01f'],17,,,,,,,,,,,,,,,,,Recreativo Huelva,1220,00:34:17.187,Pass,,2006/2007
,,,,,,,,,,,,,,,1.3986,,,,,,,,,,,,,e2bfd821-997f-4b48-b8c8-2c7598aa3092,3795,,"[54.6, 59.7]",68341,79,,,,3.0648208,,Left Foot,,,"[40.3, 60.8]",,Ground Pass,14.342245,,,,Juan Merino Ruíz,26082.0,,,,,,2,Regular Play,Aitor Tornavaca Fernández,26078.0,Left Midfield,163,Recreativo Huelva,1220,['4ceb7c35-aa22-4664-b9b4-e457d0d4b65e'],22,,,,,,,,,,,,,,,,,Recreativo Huelva,1220,00:34:22.635,Pass,,2006/2007
,,,,,,,,,,,,,,,0.778595,,,,,,,,,,,,,529b8244-33e6-4634-a4a6-f44494c0939d,3798,,"[44.5, 59.2]",68341,79,,,,-1.1682969,,Right Foot,,,"[48.8, 49.1]",,Ground Pass,10.977249,,,,Antonio Jesús Vázquez Muñoz,26077.0,,,,,,2,Regular Play,Juan Merino Ruíz,26082.0,Right Back,163,Recreativo Huelva,1220,['102f2fcf-9112-41ba-ad93-ae55c3ee49b6'],26,,,,,,,,,,,,,,,,,Recreativo Huelva,1220,00:34:26.164,Pass,,2006/2007
,,,,,,,,,,,,,,,1.510139,,,,,,,,,,,,,cef8bcab-e000-4441-b4f2-649b88818011,3802,,"[48.1, 47.2]",68341,79,,,,-1.3845197,,Left Foot,,,"[53.0, 21.2]",,Ground Pass,26.457703,,,,Daniel Bautista Pina,26076.0,,,,,,2,Regular Play,Antonio Jesús Vázquez Muñoz,26077.0,Right Defensive Midfield,163,Recreativo Huelva,1220,['4b773f22-66e6-47bc-8a59-34edf48f30d4'],28,,,,,,,,,,,,,,,,,Recreativo Huelva,1220,00:34:28.792,Pass,,2006/2007
,,,,,,,,,,,,,,,1.316442,,,,,,,,,,,,,ac2f2195-dcc5-4714-9e80-229eba1bbdc6,3805,,"[53.0, 21.0]",68341,79,,,,2.3607194,,Right Foot,,,"[41.9, 32.0]",,Ground Pass,15.62722,,,,Pedro Mario Álvarez Abrante,26081.0,,,,,,2,Regular Play,Daniel Bautista Pina,26076.0,Left Back,163,Recreativo Huelva,1220,['ab5f5a35-60ad-4736-b490-72ad40c2d0b7'],32,,,,,,,,,,,,,,,,,Recreativo Huelva,1220,00:34:32.410,Pass,,2006/2007
,,,,,,,,,,,,,,,0.883029,,,,,,,,,,,,,5944fa51-f7e2-4203-9459-75640775be24,3808,,"[41.9, 32.0]",68341,79,,,,0.7853982,,Left Foot,,,"[46.1, 36.2]",,Ground Pass,5.939697,,,,Antonio Jesús Vázquez Muñoz,26077.0,,,,,,2,Regular Play,Pedro Mario Álvarez Abrante,26081.0,Right Center Back,163,Recreativo Huelva,1220,['5aa2deff-3853-43e1-b86e-edf320498594'],34,,,,,,,,,,,,,,,,,Recreativo Huelva,1220,00:34:34.879,Pass,,2006/2007
,,,,,,,,,,,,,,,1.002156,,,,,,,,,,,,,d32aa6e2-518a-4fb9-9608-dcb7773c2516,3811,,"[46.1, 36.2]",68341,79,,,,-1.0293119,,Left Foot,,,"[54.4, 22.4]",,Ground Pass,16.103725,,,,César Arzo Amposta,25848.0,,,,,,2,Regular Play,Antonio Jesús Vázquez Muñoz,26077.0,Right Defensive Midfield,163,Recreativo Huelva,1220,['1877bd38-9284-41cc-b84e-ce9e234d1980'],36,,,,,,,,,,,,,,,,,Recreativo Huelva,1220,00:34:36.619,Pass,,2006/2007
,,,,,,,,,,,,,,,0.567962,,,,,,,,,,,,,fc570780-48e3-423f-8d3f-897d2d7d584b,3815,,"[70.5, 20.7]",68341,79,,,,0.29505068,,Right Foot,,,"[90.9, 26.9]",,Ground Pass,21.32135,,,,Laurențiu Dumitru Roșu,17726.0,,,,,,2,Regular Play,César Arzo Amposta,25848.0,Left Defensive Midfield,163,Recreativo Huelva,1220,['f229d8b1-7e31-4c27-a837-60bb7ede5fe9'],42,,,,,,,,,,,,,,,,,Recreativo Huelva,1220,00:34:42.487,Pass,,2006/2007
,,,,,,,,,,,,,,,1.6845,,,,,,,,,,,,,def58bef-5ece-4a84-a000-98035096036a,3818,,"[93.5, 29.0]",68341,79,,,,0.0,d269e909-f7c4-4efe-9883-e51e360dc596,Left Foot,,,"[112.8, 29.0]",,Ground Pass,19.3,,,,Ikechukwu Uche,23930.0,True,,,,,2,Regular Play,Laurențiu Dumitru Roșu,17726.0,Left Center Forward,163,Recreativo Huelva,1220,['4b8ad045-b59e-4964-9f9b-e10ec8cb6fca'],44,,,,,,,,,,,,,,,,,Recreativo Huelva,1220,00:34:44.570,Pass,,2006/2007
,,,,,,,,,,,,,,,3.0007,,,,,,,,,,,,,7a305168-934b-408b-abef-8d717fa6c2c3,3824,,"[6.0, 44.0]",68341,80,,,,-0.2869147,,Right Foot,,,"[68.7, 25.5]",,High Pass,65.37232,,Incomplete,,Eiður Smári Guðjohnsen,11270.0,,,,,Goal Kick,2,From Goal Kick,Víctor Valdés Arribas,20176.0,Goalkeeper,164,Barcelona,217,"['aa180a62-d17b-4ff5-bf03-60a4e5067442', 'd77b1108-af99-409d-a76d-43d01363e862']",35,,,,,,,,,,,,,,,,,Barcelona,217,00:35:35.963,Pass,,2006/2007
,,,,,,,,,,,,,,,1.199345,,,,,,,,,,,,,d77b1108-af99-409d-a76d-43d01363e862,3827,,"[51.4, 54.6]",68341,80,,,True,2.8839364,,,,,"[36.6, 58.5]",,High Pass,15.305228,,,,Juan Merino Ruíz,26082.0,,,,,Recovery,2,Regular Play,César Arzo Amposta,25848.0,Left Defensive Midfield,165,Recreativo Huelva,1220,"['43fb4c56-56cb-4058-a753-b4f1aeaf4372', '7a305168-934b-408b-abef-8d717fa6c2c3', 'ae05a78e-2df9-4e99-b256-dca14ee911e8']",38,,,,,,,,,,,,,,,,,Recreativo Huelva,1220,00:35:38.964,Pass,True,2006/2007
,,,,,,,,,,,,,,,1.023508,,,,,,,,,,,,,09292c83-ae7c-4b6d-881e-dc972a9d555d,3830,,"[36.4, 58.7]",68341,80,,,,0.8208443,,Right Foot,,,"[50.0, 73.3]",,Ground Pass,19.952944,,,,José Manuel González Ortiz,26075.0,,,,,,2,Regular Play,Juan Merino Ruíz,26082.0,Right Back,165,Recreativo Huelva,1220,['16626d5c-b07e-4f86-be33-fe3e05274811'],41,,,,,,,,,,,,,,,,,Recreativo Huelva,1220,00:35:41.763,Pass,,2006/2007
,,,,,,,,,,,,,,,1.652771,,,,,,,,,,,,,208bbaf1-25c6-4438-b666-c0c7de9f6bf8,3839,,"[37.9, 15.9]",68341,80,,,,2.691596,,Right Foot,,,"[26.1, 21.6]",,Ground Pass,13.104579,,,,Lilian Thuram,15071.0,,,,,,2,Regular Play,Andrés Iniesta Luján,5216.0,Center Defensive Midfield,166,Barcelona,217,['9e5861bc-5e7e-44d8-9f31-40d582e8c3c1'],49,,,,,,,,,,,,,,,,,Barcelona,217,00:35:49.499,Pass,,2006/2007
,,,,,,,,,,,,,,,1.3718,,,,,,,,,,,,,312e41e3-1e59-4a09-abf4-b54d65d7a14c,3843,,"[23.6, 26.9]",68341,80,,,,2.4705865,,Right Foot,,,"[10.5, 37.3]",,Ground Pass,16.726326,,,,Víctor Valdés Arribas,20176.0,,,,,,2,Regular Play,Lilian Thuram,15071.0,Right Center Back,166,Barcelona,217,"['4135fdba-8198-463f-b7d0-0dcfe1b5394a', '98f39ec8-34cf-4b2d-b9fe-9b195b7ac9b6']",52,,,,,,,,,,,,,,,,,Barcelona,217,00:35:52.336,Pass,True,2006/2007
,,,,,,,,,,,,,,,4.0343,,,,,,,,,,,,,766eef85-8c47-4e9a-86f9-c04cc6681ab6,3846,,"[10.5, 37.3]",68341,80,,,,0.195195,,Right Foot,,,"[71.7, 49.4]",,High Pass,62.384693,,Incomplete,,,,,,,,,2,Regular Play,Víctor Valdés Arribas,20176.0,Goalkeeper,166,Barcelona,217,['e733292d-19ff-458f-947a-7cfd33229e22'],53,,,,,,,,,,,,,,,,,Barcelona,217,00:35:53.748,Pass,,2006/2007
,,,,,,,,,,,,,,,1.41951,,,,,,,,,,,,,e733292d-19ff-458f-947a-7cfd33229e22,3847,,"[48.4, 30.7]",68341,80,,,,-0.6653748,,Right Foot,,,"[70.7, 13.2]",,Low Pass,28.34678,,,,Daniel Bautista Pina,26076.0,,,,,Recovery,2,Regular Play,Pedro Mario Álvarez Abrante,26081.0,Right Center Back,166,Barcelona,217,"['766eef85-8c47-4e9a-86f9-c04cc6681ab6', '7ceb8284-d212-493e-9451-fbf15ef9dc67']",57,,,,,,,,,,,,,,,,,Recreativo Huelva,1220,00:35:57.782,Pass,,2006/2007
,,,,,,,,,,,,,,,2.625846,,,,,,,,,,,,,d1805ad7-12ab-43e6-8ce9-2140f7ecfd78,3850,,"[70.0, 7.8]",68341,81,,,,0.27250907,,Left Foot,,,"[99.7, 16.1]",,Ground Pass,30.837963,,Incomplete,,Ikechukwu Uche,23930.0,,,,,,2,Regular Play,Daniel Bautista Pina,26076.0,Left Back,166,Barcelona,217,"['a61ddde9-6c66-4690-8495-44595217eb88', 'e5df5273-40eb-42cd-bc81-e594dbeee553']",1,,,,,,,,,,,,,,,,,Recreativo Huelva,1220,00:36:01.378,Pass,,2006/2007
,,,,,,,,,,,,,,,2.434195,,,,,,,,,,,,,22da2952-3c4f-4273-80de-1de37bd8681e,3853,,"[24.5, 59.1]",68341,81,True,,,-1.3714087,,Right Foot,,,"[28.4, 39.8]",,Ground Pass,19.6901,,,,Andrés Iniesta Luján,5216.0,,,,,,2,Regular Play,Lilian Thuram,15071.0,Right Center Back,166,Barcelona,217,['2adb3e96-0529-455d-be71-c07689ee4056'],6,,,,,,,,,,,,,,,,,Barcelona,217,00:36:06.017,Pass,,2006/2007
,,,,,,,,,,,,,,,1.644798,,,,,,,,,,,,,3ba3a2e7-0ab7-425a-a7bd-bc0068772b08,3855,,"[28.4, 39.8]",68341,81,True,,,-1.4221426,,Right Foot,,,"[31.5, 19.1]",,Ground Pass,20.930838,,,,Sylvio Mendes Campos Junior,25854.0,,,,,,2,Regular Play,Andrés Iniesta Luján,5216.0,Center Defensive Midfield,166,Barcelona,217,['6800ff63-b7b6-4b15-86b2-265ea2d9e5d8'],9,,,,,,,,,,,,,,,,,Barcelona,217,00:36:09.286,Pass,,2006/2007
,,,,,,,,,,,,,,,0.901978,,,,,,,,,,,,,dc08b02a-7e1a-40a8-bc00-f2671c004af4,3857,,"[31.0, 16.3]",68341,81,,,,-0.45176363,,Left Foot,,,"[54.7, 4.8]",,Ground Pass,26.342741,,,,Eiður Smári Guðjohnsen,11270.0,,,,,,2,Regular Play,Sylvio Mendes Campos Junior,25854.0,Left Back,166,Barcelona,217,['f9c3fde8-ff8f-430a-b3ab-1a79494008a0'],12,,,,,,,,,,,,,,,,,Barcelona,217,00:36:12.851,Pass,,2006/2007
,,,,,,,,,,,,,,,0.861913,,,,,,,,,,,,,766c2c4f-f858-4878-84ea-5fbe47beb3eb,3861,,"[56.3, 5.7]",68341,81,,,,3.0924518,,Right Foot,,,"[31.9, 6.9]",,Ground Pass,24.429491,,,,Sylvio Mendes Campos Junior,25854.0,,,,,,2,Regular Play,Eiður Smári Guðjohnsen,11270.0,Left Wing,166,Barcelona,217,['50ff2290-3304-4105-b3e2-f864bc18cf0e'],15,,,,,,,,,,,,,,,,,Barcelona,217,00:36:15.760,Pass,,2006/2007
,,,,,,,,,,,,,,,0.519609,,,,,,,,,,,,,1f51d5d4-b80d-4a1f-8f9e-627f7368471f,3864,,"[31.9, 6.9]",68341,81,,,,0.98279375,,Left Foot,,,"[36.3, 13.5]",,Ground Pass,7.932213,,,,Xavier Hernández Creus,20131.0,,,,,,2,Regular Play,Sylvio Mendes Campos Junior,25854.0,Left Back,166,Barcelona,217,['6ac02bc1-b0bc-4f1b-b694-5f96887253bf'],17,,,,,,,,,,,,,,,,,Barcelona,217,00:36:17.992,Pass,,2006/2007
,,,,,,,,,,,,,,,0.735439,,,,,,,,,,,,,54ac87c4-0a9b-48df-af9e-26d4a51f55e5,3867,,"[37.7, 14.5]",68341,81,,,,-2.2911973,,Right Foot,,,"[29.8, 5.5]",,Ground Pass,11.975391,,,,Sylvio Mendes Campos Junior,25854.0,,,,,,2,Regular Play,Xavier Hernández Creus,20131.0,Right Center Midfield,166,Barcelona,217,['e628cbc3-60b7-4b5d-82bd-4aec83e40970'],18,,,,,,,,,,,,,,,,,Barcelona,217,00:36:18.552,Pass,,2006/2007
,,,,,,,,,,,,,,,1.5356,,,,,,,,,,,,,cf667670-0294-4200-863f-b6094b615d16,3870,,"[28.4, 8.0]",68341,81,,,,-0.05778683,,Left Foot,,,"[52.6, 6.6]",,High Pass,24.240461,,Incomplete,,Eiður Smári Guðjohnsen,11270.0,,,,,,2,Regular Play,Sylvio Mendes Campos Junior,25854.0,Left Back,166,Barcelona,217,"['d1db13c1-a677-4dc5-940d-488e2caf80bc', 'f6d2e40e-eb4f-4a0a-9ff1-7265959fb6a4']",21,,,,,,,,,,,,,,,,,Barcelona,217,00:36:21.140,Pass,,2006/2007
,,,,,,,,,,,,,,,0.626965,,,,,,,,,,,,,9facd288-15a9-4915-a608-0e99547463aa,3875,,"[84.3, 74.1]",68341,81,,,,-2.4865978,,Right Foot,,,"[77.4, 68.8]",,Ground Pass,8.700575,,,,Antonio Jesús Vázquez Muñoz,26077.0,,,,,,2,Regular Play,José Manuel González Ortiz,26075.0,Right Midfield,167,Recreativo Huelva,1220,['13d364c1-38fe-4ec0-bb7e-54907f6a2174'],24,,,,,,,,,,,,,,,,,Recreativo Huelva,1220,00:36:24.649,Pass,,2006/2007
