ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,1.4177,,,,,,,,,,,,,e5a495e4-d042-47eb-8181-a2dcb0631566,3047,,"[98.3, 69.2]",267499,86,True,,,2.983824,,Right Foot,,,"[85.1, 71.3]",,Ground Pass,,13.366002,,,Ivan Rakitić,5470.0,,,,,,2,From Free Kick,Luis Alberto Suárez Díaz,5246.0,Center Forward,166,Barcelona,217,['2b5a8495-0b65-4994-9c07-2ed320c176ba'],43,,,,,,,,,,,,,,,,,,Barcelona,217,00:41:43.288,Pass,,2014/2015
,,,,,,,,,,,,,,,1.3644,,,,,,,,,,,,,0b4e1cde-b638-4d84-9d61-04a8a7d3cfd2,3049,,"[84.5, 71.8]",267499,86,,,,-2.0136137,,Right Foot,,,"[79.9, 62.1]",,Ground Pass,,10.7354555,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,2,From Free Kick,Ivan Rakitić,5470.0,Right Center Midfield,166,Barcelona,217,['775f4464-4072-4189-9ed0-1aece8492abe'],45,,,,,,,,,,,,,,,,,,Barcelona,217,00:41:45.083,Pass,,2014/2015
,,,,,,,,,,,,,,,1.4057,,,,,,,,,,,,,da1bd471-523b-4fac-b454-b381cb1fd510,3053,,"[79.6, 60.4]",267499,86,,,,-2.2410598,,Left Foot,,,"[73.1, 52.2]",,Ground Pass,,10.463747,,,Xavier Hernández Creus,20131.0,,,,,,2,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,166,Barcelona,217,"['c1e4ee2a-0e3c-4253-b522-855e74bcdd56', 'eb4c8c44-01c7-404d-a070-1121e29f6773']",47,,,,,,,,,,,,,,,,,,Barcelona,217,00:41:47.369,Pass,True,2014/2015
,,,,,,,,,,,,,,,1.3542,,,,,,,,,,,,,6468ce62-1eb3-4df1-90ed-7009cebd08b6,3055,,"[73.1, 52.2]",267499,86,,,,2.185046,,Right Foot,,,"[66.4, 61.7]",,Ground Pass,,11.624973,,,Adriano Correia Claro,22102.0,,,,,,2,From Free Kick,Xavier Hernández Creus,20131.0,Center Defensive Midfield,166,Barcelona,217,['c4d96b82-7f35-4fba-903b-3646a178bd63'],48,,,,,,,,,,,,,,,,,,Barcelona,217,00:41:48.775,Pass,,2014/2015
,,,,,,,,,,,,,,,1.565326,,,,,,,,,,,,,2a56f6d9-dacc-4bcc-87a8-d1319522ec43,3058,,"[67.0, 61.7]",267499,86,,,,-1.786154,,Left Foot,,,"[63.5, 45.7]",,Ground Pass,,16.37834,,,Javier Alejandro Mascherano,5506.0,,,,,,2,From Free Kick,Adriano Correia Claro,22102.0,Right Back,166,Barcelona,217,['1ef69ff8-362d-420b-80d7-b4161634747a'],50,,,,,,,,,,,,,,,,,,Barcelona,217,00:41:50.169,Pass,,2014/2015
,,,,,,,,,,,,,,,1.9295,,,,,,,,,,,,,c2ce87e8-bcb6-4ca3-b6ac-c4335ac285e9,3062,,"[63.7, 47.6]",267499,86,,,,1.1431442,,Right Foot,,,"[77.1, 77.0]",,High Pass,,32.30975,,,Ivan Rakitić,5470.0,,,,,,2,From Free Kick,Javier Alejandro Mascherano,5506.0,Right Center Back,166,Barcelona,217,['333ab9b5-410c-4130-b3b3-0f3f2ad868eb'],52,,,,,,,,,,,,,,,,,,Barcelona,217,00:41:52.901,Pass,,2014/2015
,,,,,,,,,,,,,,,1.1177,,,,,,,,,,,,,e5d9d6ac-ec9b-49d2-a3f3-e175c8ce940d,3065,,"[77.1, 74.9]",267499,86,,,,-1.6919394,,Right Foot,,,"[75.7, 63.4]",,Ground Pass,,11.584904,,,Xavier Hernández Creus,20131.0,,,,,,2,From Free Kick,Ivan Rakitić,5470.0,Right Center Midfield,166,Barcelona,217,['d58a7879-eb47-4f55-b6ca-22525fd13bf3'],57,,,,,,,,,,,,,,,,,,Barcelona,217,00:41:57.202,Pass,,2014/2015
,,,,,,,,,,,,,,,1.6167,,,,,,,,,,,,,06493d1b-3d38-42bf-9046-7601d0ad6f4f,3068,,"[75.7, 63.4]",267499,86,,,,0.3453901,,Right Foot,,,"[97.1, 71.1]",,Ground Pass,,22.743132,,,Luis Alberto Suárez Díaz,5246.0,,,,,,2,From Free Kick,Xavier Hernández Creus,20131.0,Center Defensive Midfield,166,Barcelona,217,['da271523-828e-4956-a5dd-81ae02077d83'],58,,,,,,,,,,,,,,,,,,Barcelona,217,00:41:58.399,Pass,,2014/2015
,,,,,,,,,,,,,,,1.1285,,,,,,,,,,,,,a2d0bd5a-8e05-425d-b56f-45aa2e8a23d5,3071,,"[98.8, 56.8]",267499,87,,,,-0.6192424,,Right Foot,,,"[108.2, 50.1]",,Ground Pass,,11.543396,,,Neymar da Silva Santos Junior,4320.0,,,,,,2,From Free Kick,Luis Alberto Suárez Díaz,5246.0,Center Forward,166,Barcelona,217,['7a69e6c1-eedb-4fe9-8ef6-31a0049d1f11'],3,,,,,,,,,,,,,,,,,,Barcelona,217,00:42:03.276,Pass,,2014/2015
,,,,,,,,,,,,,,,0.9878,,,,,,,,,,,,,ebf0deaa-0a36-4ff5-8a18-014c92c44159,3073,,"[108.2, 50.1]",267499,87,,,,-1.456542,,Right Foot,,,"[108.9, 44.0]",,Ground Pass,,6.140033,Incomplete,,Luis Alberto Suárez Díaz,5246.0,,,,,,2,From Free Kick,Neymar da Silva Santos Junior,4320.0,Left Wing,166,Barcelona,217,"['843a240e-e4a1-45f4-8bf3-65804052ba16', 'dcade569-a33e-416f-92d1-840b47af293d']",4,,,,,,,,,,,,,,,,,,Barcelona,217,00:42:04.404,Pass,,2014/2015
,,,,,,,,,,,,,,,1.1908,,,,,,,,,,,,,f98a8590-7122-4e09-bb82-02ddba38a383,3076,,"[32.9, 15.5]",267499,87,,,,1.0235875,,Right Foot,,,"[42.1, 30.6]",,Low Pass,,17.681911,,,Edgar Antonio Méndez Ortega,26387.0,,,,,Recovery,2,Regular Play,Tomer Hemed,3040.0,Center Attacking Midfield,167,Almería,403,['d1c92021-08c9-4e45-961a-5a05a30cc954'],8,,,,,,,,,,,,,,,,,,Almería,403,00:42:08.667,Pass,,2014/2015
,,,,,,,,,,,,,,,3.0482,,,,,,,,,,,,,32a0783b-2e4b-41f0-b86d-664f735a78eb,3082,,"[6.0, 44.0]",267499,87,,,,0.53977144,,Right Foot,,,"[51.4, 71.2]",,High Pass,,52.924473,Incomplete,,Joaquín Navarro Jiménez,6923.0,,,,,Goal Kick,2,From Goal Kick,Rubén Iván Martínez Andrade,6730.0,Goalkeeper,168,Almería,403,"['31ed4a79-1cd0-4059-b1a0-cdfdb6aef1be', '82bc4177-2a52-47cd-9b81-a161d1024554']",26,,,,,,,,,,,,,,,,,,Almería,403,00:42:26.861,Pass,,2014/2015
,,,,,,,,,,,,,,,1.6762,,,,,,,,,,,,,aec57ae0-d920-4899-9fbd-18841e012cdf,3086,,"[63.8, 80.0]",267499,87,,,,-0.69030124,,,,,"[81.6, 65.3]",,High Pass,,23.085278,,,Jonathan Sundy Zongo,27458.0,,,,,Throw-in,2,From Throw In,Joaquín Navarro Jiménez,6923.0,Right Back,169,Almería,403,['73ba0506-18fc-47d2-93e8-245c1743c5c7'],38,,,,,,,,,,,,,,,,,,Almería,403,00:42:38.899,Pass,,2014/2015
,,,,,,,,,,,,,,,0.6473,,,,,,,,,,,,,53024998-06a0-48ba-8699-2aae4ec0a522,3089,,"[81.4, 65.7]",267499,87,,,,-2.9361973,,Other,,,"[76.6, 64.7]",,Low Pass,,4.9030604,Incomplete,,Wellington Alves da Silva,25723.0,,,,,,2,From Throw In,Jonathan Sundy Zongo,27458.0,Left Wing,169,Almería,403,"['3a603111-9eaf-493e-bbae-27ae30819e10', '4350586e-8d2a-4e5e-bd44-d29ed84f9359']",40,,,,,,,,,,,,,,,,,,Almería,403,00:42:40.655,Pass,,2014/2015
,,,,,,,,,,,,,,,1.6358,,,,,,,,,,,,,121edaf4-e96c-44ad-9956-16f555b4cb2f,3093,,"[65.3, 80.0]",267499,87,,,,-0.6778014,,,,,"[81.2, 67.2]",,High Pass,,20.412006,,,Jonathan Sundy Zongo,27458.0,,,,,Throw-in,2,From Throw In,Joaquín Navarro Jiménez,6923.0,Right Back,170,Almería,403,['86a1f722-ef7b-405c-8d3d-5273ca76cba5'],46,,,,,,,,,,,,,,,,,,Almería,403,00:42:46.960,Pass,,2014/2015
,,,,,,,,,,,,,,,0.8269,,,,,,,,,,,,,ca8ebddb-8d55-48f1-aeae-3ab5956da69f,3098,,"[86.1, 64.9]",267499,87,,,,-0.69702137,,Right Foot,,,"[94.7, 57.7]",,Low Pass,,11.21606,,,Wellington Alves da Silva,25723.0,,,,,,2,From Throw In,Jonathan Sundy Zongo,27458.0,Left Wing,170,Almería,403,['0702f356-2e1e-4030-b9f7-0595f02b8c3e'],49,,,,,,,,,,,,,,,,,,Almería,403,00:42:49.820,Pass,,2014/2015
,,,,,,,,,,,,,,,1.4302,,,,,,,,,,,,,61f625a8-6b9f-4c9d-b872-8bd645db8047,3102,,"[96.1, 56.3]",267499,87,,,,0.96488035,,Right Foot,,,"[105.8, 70.3]",,Low Pass,,17.032028,,,Edgar Antonio Méndez Ortega,26387.0,,,,,,2,From Throw In,Wellington Alves da Silva,25723.0,Right Wing,170,Almería,403,"['58c81f61-0526-4117-bcc6-72ae85ee2433', '60c22167-e5ad-4bdf-b423-bccc23e21ff8']",50,,,,,,,,,,,,,,,,,,Almería,403,00:42:50.727,Pass,True,2014/2015
,,,,,,,,,,,,,,,0.1885,,,,,,,,,,,,,b82c9b44-ba54-46ba-adb5-55c5f03a4916,3106,,"[113.4, 73.5]",267499,87,,,,-1.7454685,,Right Foot,,,"[112.5, 68.4]",,Low Pass,,5.178803,Incomplete,,Tomer Hemed,3040.0,,,,,,2,From Throw In,Edgar Antonio Méndez Ortega,26387.0,Center Forward,170,Almería,403,"['317800da-def8-47e2-b4e9-983ca1f9e700', '7f492baf-b055-49cd-baff-4cc2e6172de9', '8f676416-43dd-436d-a134-c72337b7d3cd']",53,,,,,,,,,,,,,,,,,,Almería,403,00:42:53.500,Pass,True,2014/2015
,,,,,,,,,,,,,,,1.7327,,,,,,,,,,,,,8e29bab4-70ce-4655-a764-4ab66aaebfdb,3109,,"[111.1, 80.0]",267499,88,,,,-1.649941,,,,,"[108.8, 51.0]",,High Pass,,29.091064,Incomplete,,Francisco Manuel Vélez Jiménez,27461.0,,,,,Throw-in,2,From Throw In,Joaquín Navarro Jiménez,6923.0,Right Back,171,Almería,403,"['63db00d9-b19d-405f-9e95-6fb084c82a1d', 'bdfb1170-f66b-46e9-9694-0d6d974313c9']",22,,,,,,,,,,,,,,,,,,Almería,403,00:43:22.104,Pass,,2014/2015
,,,,,,,,,,,,,,,0.7061,,,,,,,,,,,,,12469e99-7283-4545-a5cf-bf2f28941c7e,3116,,"[98.6, 23.6]",267499,88,,,,1.3675357,,Left Foot,,,"[101.3, 36.7]",,Ground Pass,,13.37535,Incomplete,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,2,From Throw In,Neymar da Silva Santos Junior,4320.0,Left Wing,171,Almería,403,"['4e81c01f-6849-4aa0-873c-9837b16e11c5', '64154675-8518-49e7-9c59-92fb124bd196']",32,,,,,,,,,,,,,,,,,,Barcelona,217,00:43:32.870,Pass,,2014/2015
,,,,,,,,,,,,,,,0.6014,,,,,,,,,,,,,678cda1a-9255-4707-99b9-4371a8329a7e,3120,,"[12.7, 46.6]",267499,88,,,,1.6278771,,Right Foot,,,"[12.1, 57.1]",,Ground Pass,,10.517129,,,José Antonio García Rabasco,24149.0,,,,,,2,From Throw In,Ángel Trujillo Canorea,25824.0,Right Center Back,171,Almería,403,['037a7f48-e9a3-4943-ba79-a0cb5ce08186'],35,,,,,,,,,,,,,,,,,,Almería,403,00:43:35.478,Pass,,2014/2015
,,,,,,,,,,,,,,,1.8318,,,,,,,,,,,,,15a9cf61-608e-4faf-ab07-c8347b151966,3124,,"[10.0, 64.9]",267499,88,,,,0.25238094,,Right Foot,,,"[44.9, 73.9]",,Ground Pass,,36.041782,,,Wellington Alves da Silva,25723.0,,,,,,2,From Throw In,José Antonio García Rabasco,24149.0,Right Defensive Midfield,171,Almería,403,['4dff3dab-06e4-4cfd-9b3b-a2a657e8f072'],37,,,,,,,,,,,,,,,,,,Almería,403,00:43:37.474,Pass,,2014/2015
,,,,,,,,,,,,,,,0.8813,,,,,,,,,,,,,75943392-9bbb-4a42-9fef-9bae9d7b0eb6,3133,,"[80.3, 22.8]",267499,88,,,,1.0191413,,Left Foot,,,"[85.1, 30.6]",,Ground Pass,,9.158603,,,Luis Alberto Suárez Díaz,5246.0,,,,,,2,Regular Play,Rafael Alcântara do Nascimento,6998.0,Left Center Midfield,172,Barcelona,217,"['cc4fe97d-73aa-44e9-bd66-8bd6f0d4df7d', 'e0e68d7c-2a30-4585-a055-8491d38eccf6']",42,,,,,,,,,,,,,,,,,,Barcelona,217,00:43:42.930,Pass,True,2014/2015
,,,,,,,,,,,,,,,1.3419,,,,,,,,,,,,,368a34ce-3bcd-47b6-b92e-5ec15dd0800f,3135,,"[85.1, 30.6]",267499,88,,,,-2.3830338,,Right Foot,,,"[69.8, 16.1]",,Ground Pass,,21.079374,,,Jordi Alba Ramos,5211.0,,,,,,2,Regular Play,Luis Alberto Suárez Díaz,5246.0,Center Forward,172,Barcelona,217,['b00f5ebd-58fe-4d9f-9ef3-7aca556bd883'],43,,,,,,,,,,,,,,,,,,Barcelona,217,00:43:43.811,Pass,,2014/2015
,,,,,,,,,,,,,,,1.4283,,,,,,,,,,,,,e18de2e4-4e54-4ee7-b5a5-fa3cd16fcf32,3137,,"[69.6, 15.9]",267499,88,,,,1.9839251,,Left Foot,,,"[66.4, 23.2]",,Ground Pass,,7.970571,,,Xavier Hernández Creus,20131.0,,,,,,2,Regular Play,Jordi Alba Ramos,5211.0,Left Back,172,Barcelona,217,['1d2cdfea-1d86-4072-92ea-149ac93ccc27'],45,,,,,,,,,,,,,,,,,,Barcelona,217,00:43:45.153,Pass,,2014/2015
,,,,,,,,,,,,,,,1.314393,,,,,,,,,,,,,0a51a3fe-9e4a-4a56-be86-89f8bf02cde3,3140,,"[75.0, 32.7]",267499,88,,,,1.0031991,,Right Foot,,,"[84.5, 47.6]",,Ground Pass,,17.67088,,,Ivan Rakitić,5470.0,,,,,,2,Regular Play,Xavier Hernández Creus,20131.0,Center Defensive Midfield,172,Barcelona,217,['ce04fbda-9e27-4ce4-bf75-b6d98977f519'],47,,,,,,,,,,,,,,,,,,Barcelona,217,00:43:47.430,Pass,,2014/2015
,,,,,,,,,,,,,,,0.3742,,,,,,,,,,,,,ca8dd282-bb4e-44b5-9640-e7b533d5c0df,3143,,"[93.5, 46.5]",267499,88,,,,-1.665748,,Right Foot,,,"[92.9, 40.2]",,Ground Pass,,6.328507,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,2,Regular Play,Ivan Rakitić,5470.0,Right Center Midfield,172,Barcelona,217,['b6b09303-e615-47dd-bed5-dec0dcb014f9'],50,,,,,,,,,,,,,,,,,,Barcelona,217,00:43:50.256,Pass,,2014/2015
,,,,,,,,,,,,,,,3.5668,,,,,,,,,,,,,966a8604-4fce-4813-a82f-011518db1756,3147,,"[86.8, 37.5]",267499,88,,,,1.7851012,,Right Foot,,,"[79.4, 71.5]",,Low Pass,,34.79598,,,Adriano Correia Claro,22102.0,,,,,,2,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,172,Barcelona,217,['8fa01ffb-eb74-4c82-9f22-e5f8a324cfd3'],55,,,,,,,,,,,,,,,,,,Barcelona,217,00:43:55.297,Pass,,2014/2015
,,,,,,,,,,,,,,,1.7372,,,,,,,,,,,,,e6debee1-70a6-4e6a-9932-4d95eadf12e4,3149,,"[79.4, 71.5]",267499,88,,,,0.30805278,,Right Foot,,,"[94.8, 76.4]",,Ground Pass,,16.160755,,,Ivan Rakitić,5470.0,,,,,,2,Regular Play,Adriano Correia Claro,22102.0,Right Back,172,Barcelona,217,['21cd996d-ec88-4691-9479-8b07078e5712'],58,,,,,,,,,,,,,,,,,,Barcelona,217,00:43:58.864,Pass,,2014/2015
,,,,,,,,,,,,,,,1.9556,,,,,,,,,,,,,72ef49a1-870e-4bd5-951a-7ea4e231b50f,3153,,"[84.3, 74.7]",267499,89,,,,-1.581378,,Left Foot,,,"[84.1, 55.8]",,Ground Pass,,18.901058,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,2,Regular Play,Ivan Rakitić,5470.0,Right Center Midfield,172,Barcelona,217,['cf6eb0aa-95c0-4702-b691-1b80d3a27061'],3,,,,,,,,,,,,,,,,,,Barcelona,217,00:44:03.651,Pass,,2014/2015
,,,,,,,,,,,,,,,0.639071,,,,,,,,,,,,,2f89b318-acb1-41ba-b0e8-fbe310774ff1,3156,,"[87.2, 49.5]",267499,89,,,,-2.3355079,,Left Foot,,,"[80.1, 42.1]",,Ground Pass,,10.255242,,,Rafael Alcântara do Nascimento,6998.0,,,,,,2,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,172,Barcelona,217,['82e68628-77d3-4153-a600-e1abecad4a69'],7,,,,,,,,,,,,,,,,,,Barcelona,217,00:44:07.900,Pass,,2014/2015
,,,,,,,,,,,,,,,0.6413,,,,,,,,,,,,,a817b6f6-5195-4c5f-aeb1-e7c140d87ae2,3159,,"[80.1, 42.1]",267499,89,,,,1.3106418,,Left Foot,,,"[83.8, 56.0]",,Ground Pass,,14.384019,,,Luis Alberto Suárez Díaz,5246.0,,,,,,2,Regular Play,Rafael Alcântara do Nascimento,6998.0,Left Center Midfield,172,Barcelona,217,['aa4078db-88bf-4418-a39c-57fa17107133'],10,,,,,,,,,,,,,,,,,,Barcelona,217,00:44:10.150,Pass,,2014/2015
,,,,,,,,,,,,,,,1.0657,,,,,,,,,,,,,e16ace86-fd44-4c1b-a29d-da83ea552c33,3161,,"[83.8, 56.0]",267499,89,,,,-2.9549034,,Right Foot,,,"[74.8, 54.3]",,Ground Pass,,9.159148,,,Rafael Alcântara do Nascimento,6998.0,,,,,,2,Regular Play,Luis Alberto Suárez Díaz,5246.0,Center Forward,172,Barcelona,217,['206574fd-a492-4a5f-947c-fa0a238d76f5'],10,,,,,,,,,,,,,,,,,,Barcelona,217,00:44:10.791,Pass,,2014/2015
,,,,,,,,,,,,,,,1.4861,,,,,,,,,,,,,e4b2b04d-111a-41c4-a4c0-54379b61a6f9,3164,,"[74.8, 54.3]",267499,89,,,,2.2390857,,Left Foot,,,"[65.8, 65.7]",,Ground Pass,,14.524462,,,Adriano Correia Claro,22102.0,,,,,,2,Regular Play,Rafael Alcântara do Nascimento,6998.0,Left Center Midfield,172,Barcelona,217,['4665d6cc-cbca-4871-8971-0192b6ea5825'],12,,,,,,,,,,,,,,,,,,Barcelona,217,00:44:12.571,Pass,,2014/2015
,,,,,,,,,,,,,,,2.3754,,,,,,,,,,,,,07b1a477-0aa0-4910-ae0e-10b743271f2f,3167,,"[65.8, 65.7]",267499,89,,,,-1.9995743,,Left Foot,,,"[53.0, 37.7]",,Ground Pass,,30.78701,,,Marc Bartra Aregall,7068.0,,,,,,2,Regular Play,Adriano Correia Claro,22102.0,Right Back,172,Barcelona,217,['9c3bbcf6-a9bf-40d9-b9f8-5587d46c26ff'],14,,,,,,,,,,,,,,,,,,Barcelona,217,00:44:14.667,Pass,,2014/2015
,,,,,,,,,,,,,,,3.0948,,,,,,,,,,,,,cc7ef247-feb4-4db8-ba61-2454d6e38766,3171,,"[54.2, 37.3]",267499,89,,,,-1.5271999,,Right Foot,,,"[55.5, 7.5]",,Ground Pass,,29.828342,,,Jordi Alba Ramos,5211.0,,,,,,2,Regular Play,Marc Bartra Aregall,7068.0,Left Center Back,172,Barcelona,217,['2d2ed5fe-6126-4c9a-bc04-985e2620c0ad'],17,,,,,,,,,,,,,,,,,,Barcelona,217,00:44:17.606,Pass,,2014/2015
,,,,,,,,,,,,,,,1.9701,,,,,,,,,,,,,0a2e1275-f882-480c-bb0b-4dc1ab354f9a,3174,,"[55.9, 4.7]",267499,89,,,,0.8795812,,Left Foot,,,"[69.8, 21.5]",,Ground Pass,,21.804815,,,Xavier Hernández Creus,20131.0,,,,,,2,Regular Play,Jordi Alba Ramos,5211.0,Left Back,172,Barcelona,217,['76571508-2521-49ce-9f06-9cab3c4f005f'],20,,,,,,,,,,,,,,,,,,Barcelona,217,00:44:20.740,Pass,,2014/2015
,,,,,,,,,,,,,,,0.9028,,,,,,,,,,,,,3257930b-7e1a-4f83-823d-e958efea3c08,3178,,"[73.3, 16.9]",267499,89,,,,0.19739556,,Right Foot,,,"[83.8, 19.0]",,Ground Pass,,10.707941,,,Neymar da Silva Santos Junior,4320.0,,,,,,2,Regular Play,Xavier Hernández Creus,20131.0,Center Defensive Midfield,172,Barcelona,217,"['260023d6-897e-4123-b3f4-837510398be3', 'c5af7b57-2c65-4697-a9ef-9e0714b0ea93']",24,,,,,,,,,,,,,,,,,,Barcelona,217,00:44:24.139,Pass,True,2014/2015
,,,,,,,,,,,,,,,0.9492,,,,,,,,,,,,,28507783-c90e-4c98-84c4-71f3394c6c58,3184,,"[80.3, 22.4]",267499,89,,,,1.5164282,,Right Foot,,,"[81.1, 37.1]",,Ground Pass,,14.721752,,,Ivan Rakitić,5470.0,,,,,Free Kick,2,From Free Kick,Xavier Hernández Creus,20131.0,Center Defensive Midfield,173,Barcelona,217,['18293205-d112-41d9-8553-5ede8c183927'],58,,,,,,,,,,,,,,,,,,Barcelona,217,00:44:58.289,Pass,,2014/2015
,,,,,,,,,,,,,,,1.8899,,,,,,,,,,,,,23444432-da9f-4cbc-9fb7-535778212fb1,3187,,"[81.1, 37.1]",267499,89,,,,2.845841,,Right Foot,,,"[55.5, 44.9]",,Ground Pass,,26.761913,,,Javier Alejandro Mascherano,5506.0,,,,,,2,From Free Kick,Ivan Rakitić,5470.0,Right Center Midfield,173,Barcelona,217,['8696bae2-e775-4e39-b424-ef91d0ddc59b'],59,,,,,,,,,,,,,,,,,,Barcelona,217,00:44:59.278,Pass,,2014/2015
,,,,,,,,,,,,,,,1.1252,,,,,,,,,,,,,c8332498-4aba-4d61-8638-d0bbe262fcaf,3190,,"[55.9, 45.1]",267499,90,,,,0.72739875,,Right Foot,,,"[64.1, 52.4]",,Ground Pass,,10.978616,,,Adriano Correia Claro,22102.0,,,,,,2,From Free Kick,Javier Alejandro Mascherano,5506.0,Right Center Back,173,Barcelona,217,['6136a828-2c17-4b74-b6c8-90cd7a0b1846'],1,,,,,,,,,,,,,,,,,,Barcelona,217,00:45:01.208,Pass,,2014/2015
,,,,,,,,,,,,,,,3.2048,,,,,,,,,,,,,b0034332-b616-4017-b226-4e7d94682e75,3194,,"[56.7, 55.2]",267499,90,,,,-2.9657512,,Left Foot,,,"[12.8, 47.4]",,Low Pass,,44.587555,,,Claudio Andrés Bravo Muñoz,4691.0,,,,,,2,From Free Kick,Adriano Correia Claro,22102.0,Right Back,173,Barcelona,217,['c01a4d3c-a3c3-4dc5-81a9-669626d96d6a'],4,,,,,,,,,,,,,,,,,,Barcelona,217,00:45:04.452,Pass,,2014/2015
,,,,,,,,,,,,,,,2.9882,,,,,,,,,,,,,c82f4ffc-38c7-4598-80cd-cf869b37d768,3197,,"[12.8, 48.0]",267499,90,,,,-0.26185304,,Right Foot,,,"[72.5, 32.0]",,High Pass,,61.806877,Incomplete,,,,,,,,,2,From Free Kick,Claudio Andrés Bravo Muñoz,4691.0,Goalkeeper,173,Barcelona,217,['ae41f776-4e3c-4cbb-83f9-38da271ba809'],9,,,,,,,,,,,,,,,,,,Barcelona,217,00:45:09.219,Pass,,2014/2015
,,,,,,,,,,,,,,,1.0583,,,,,,,,,,,,,1f6328d7-9bd4-4b58-9c3e-f44976fcd101,3201,,"[45.3, 47.6]",267499,90,,,,1.0943289,,Right Foot,,,"[58.1, 72.4]",,Low Pass,,27.908422,,,Wellington Alves da Silva,25723.0,,,,,,2,From Free Kick,Francisco Manuel Vélez Jiménez,27461.0,Left Center Back,173,Barcelona,217,"['8393f884-e638-4f64-b0c8-16e229e74d28', 'ee8497f8-71d6-4d19-8ff1-1a961ab55c14']",13,,,,,,,,,,,,,,,,,,Almería,403,00:45:13.120,Pass,True,2014/2015
,,,,,,,,,,,,,,,2.718965,,,,,,,,,,,,,f12db22d-1e1e-442d-82cc-5a60965f30de,3205,,"[59.5, 0.1]",267499,90,,,,2.4900596,,,,,"[39.7, 15.2]",,High Pass,,24.900803,,,Marc Bartra Aregall,7068.0,,,,,Throw-in,2,From Throw In,Jordi Alba Ramos,5211.0,Left Back,174,Barcelona,217,['a85ff8ca-038e-438a-8ae8-19cc2cdcf30b'],21,,,,,,,,,,,,,,,,,,Barcelona,217,00:45:21.633,Pass,,2014/2015
,,,,,,,,,,,,,,,2.1825,,,,,,,,,,,,,30694f85-ff4a-4756-a9b7-6a4ca7128e1c,3208,,"[39.5, 15.4]",267499,90,,,,0.6473179,,Right Foot,,,"[81.3, 47.0]",,High Pass,,52.400383,Incomplete,,Luis Alberto Suárez Díaz,5246.0,,,,,,2,From Throw In,Marc Bartra Aregall,7068.0,Left Center Back,174,Barcelona,217,"['a6a98e61-26be-4bea-9be7-f504e6977bda', 'b872bc58-ea28-4c56-92bb-ed3b7b24f2fe']",24,,,,,,,,,,,,,,,,,,Barcelona,217,00:45:24.512,Pass,,2014/2015
,,,,,,,,,,,,,,,0.6998,,,,,,,,,,,,,134fcfc4-d269-46ba-be83-d752b504c52d,3214,,"[90.4, 9.6]",267499,90,,,,-1.6929915,,Left Foot,,,"[89.7, 3.9]",,Ground Pass,,5.7428217,,,Neymar da Silva Santos Junior,4320.0,,,,,,2,From Throw In,Rafael Alcântara do Nascimento,6998.0,Left Center Midfield,174,Barcelona,217,"['6ad7ad46-83c4-4ebf-9a56-2742d39cb03e', '6cd71e53-a843-4052-b144-05f7cf5d698e']",34,,,,,,,,,,,,,,,,,,Barcelona,217,00:45:34.014,Pass,True,2014/2015
,,,,,,,,,,,,,,,2.0028,,,,,,,,,,,,,a11c08ad-6aad-40f5-9d29-9df80d93df88,3217,,"[89.7, 3.9]",267499,90,,,,0.27952215,,Left Foot,,,"[100.5, 7.0]",,Ground Pass,,11.236102,,,Rafael Alcântara do Nascimento,6998.0,,,,,,2,From Throw In,Neymar da Silva Santos Junior,4320.0,Left Wing,174,Barcelona,217,['daced621-3e78-47a4-aada-f134d1a0c0a3'],35,,,,,,,,,,,,,,,,,,Barcelona,217,00:45:35.502,Pass,,2014/2015
