50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,"[75.8, 74.4]",,,,,,,,,,,,2.19085,,,,,,,,,,,,,fa212a73-f3fa-42e8-a61d-2056c0db04d2,194,,,"[77.7, 76.9]",3773660,4,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Antoine Griezmann,5487.0,Right Wing,11,Barcelona,217,"['08b0842d-ee71-42b1-8287-b77c3c49d28e', '252e2223-520e-49bb-bd12-361137acb054', '29a4017a-ccea-4aa6-ae01-afae6f8fb2fe']",52,,,,,,,,,,,,,,,,,Barcelona,217,00:04:52.303,Carry,True,2020/2021
,,,,,"[42.8, 13.0]",,,,,,,,,,,,1.520158,,,,,,,,,,,,,6bf47893-a909-4ae8-b008-41bca3b081fa,200,,,"[42.8, 13.0]",3773660,4,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Mickaël Malsa,23966.0,Left Defensive Midfield,12,Levante UD,221,"['a0c719ca-ef67-401d-8b0c-81f3b18cbe40', 'ae985e15-12bf-44c3-9294-1fd61c07540d']",55,,,,,,,,,,,,,,,,,Levante UD,221,00:04:55.115,Carry,,2020/2021
,,,,,"[71.3, 18.1]",,,,,,,,,,,,2.783843,,,,,,,,,,,,,bc651a11-9fb9-4983-a384-dd1626cbb19d,203,,,"[55.0, 24.3]",3773660,4,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Roger Martí Salvador,6684.0,Left Center Forward,12,Levante UD,221,"['cbfb588c-c908-4b02-bbe6-4edf577cde76', 'ee961679-ad14-4db5-b769-cf7b9e6a3f48']",57,,,,,,,,,,,,,,,,,Levante UD,221,00:04:57.759,Carry,,2020/2021
,,,,,"[91.4, 7.2]",,,,,,,,,,,,1.490809,,,,,,,,,,,,,feb6ab99-227e-4bab-9e4e-f78c906a5bbd,206,,,"[78.1, 4.2]",3773660,5,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Gonzalo Julián Melero Manzanares,11669.0,Left Midfield,12,Levante UD,221,"['626a1d5c-1cb5-441a-8665-cebdf233b4fe', 'b5d6e1f1-64d4-4806-bfc8-e3ec4d9a3392']",1,,,,,,,,,,,,,,,,,Levante UD,221,00:05:01.883,Carry,,2020/2021
,,,,,"[89.7, 4.0]",,,,,,,,,,,,0.04,,,,,,,,,,,,,4d8f819e-b3db-4e23-8961-790dd51733db,209,,,"[89.7, 4.0]",3773660,5,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Daniel Gómez Alcón,30593.0,Right Center Forward,12,Levante UD,221,"['1fed47df-27d1-46bb-90b3-81001fce201c', '8ade54d0-47bd-4380-92fb-1992843d6380']",4,,,,,,,,,,,,,,,,,Levante UD,221,00:05:04.594,Carry,,2020/2021
,,,,,"[76.8, 17.1]",,,,,,,,,,,,3.428367,,,,,,,,,,,,,775e68d7-5f0a-42b5-9d4d-a5bb3ffca37a,212,,,"[74.3, 12.4]",3773660,5,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Mickaël Malsa,23966.0,Left Defensive Midfield,12,Levante UD,221,"['a238ef11-aca7-467c-854b-7f3dddfc3686', 'c7862f9e-f354-42f1-af59-02a7fd34b0ff']",5,,,,,,,,,,,,,,,,,Levante UD,221,00:05:05.793,Carry,,2020/2021
,,,,,"[107.2, 31.0]",,,,,,,,,,,,0.04,,,,,,,,,,,,,381d2d1e-a0c1-4a97-8bfa-316ea9960be0,215,,,"[106.8, 30.5]",3773660,5,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jorge De Frutos Sebastián,32673.0,Right Midfield,12,Levante UD,221,"['7519ebee-94ea-41ef-8c75-64db2274d5ad', '8da8f11a-31e4-43b8-a5f6-c571f726f622']",11,,,,,,,,,,,,,,,,,Levante UD,221,00:05:11.236,Carry,,2020/2021
,,,,,"[2.4, 69.9]",,,,,,,,,,,,3.080186,,,,,,,,,,,,,6a33acd0-27a6-4de2-8c30-a4ea5c400c22,219,,,"[8.6, 48.9]",3773660,5,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jordi Alba Ramos,5211.0,Left Back,13,Barcelona,217,"['2398956f-aae1-476f-89fc-90487fe5ecc7', '23d0f629-32be-4958-8c7c-6570e0c5c30d', 'd3ccbb0d-99d9-4dc8-b3ff-90270610885f']",12,,,,,,,,,,,,,,,,,Barcelona,217,00:05:12.070,Carry,True,2020/2021
,,,,,"[45.8, 75.9]",,,,,,,,,,,,3.122734,,,,,,,,,,,,,c2f27c13-e88d-4707-8ee3-93abd2c573bc,222,,,"[28.5, 75.4]",3773660,5,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Frenkie de Jong,8118.0,Left Center Midfield,13,Barcelona,217,"['5cd1a1d1-cb22-4558-9cf5-fa6333c3b12d', 'a9964ba4-1e99-4d20-a4a9-78e907e7b283', 'dd548d78-172c-4a16-8b3f-2b367ae5a6c1']",16,,,,,,,,,,,,,,,,,Barcelona,217,00:05:16.640,Carry,True,2020/2021
,,,,,"[46.9, 21.3]",,,,,,,,,,,,2.78164,,,,,,,,,,,,,ae483ac5-0db7-4fa4-b30c-c4d2155728e5,234,,,"[40.3, 21.3]",3773660,5,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Jordi Alba Ramos,5211.0,Left Back,14,Barcelona,217,"['76a56212-1177-404c-9aec-078c748f01d8', '78433216-cad2-404e-ad33-3c1fc94eb181']",57,,,,,,,,,,,,,,,,,Barcelona,217,00:05:57.335,Carry,,2020/2021
,,,,,"[45.2, 32.2]",,,,,,,,,,,,1.599998,,,,,,,,,,,,,db0f7b36-f158-4ab6-a7cf-406be6cfeb1d,237,,,"[43.9, 28.6]",3773660,6,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Sergio Busquets i Burgos,5203.0,Right Center Midfield,14,Barcelona,217,"['5160e4d1-493a-40df-816a-70b15b956ac2', '81c0c4ed-98c3-41c7-a9e1-6b0cc631bfc2']",1,,,,,,,,,,,,,,,,,Barcelona,217,00:06:01.423,Carry,,2020/2021
,,,,,"[49.5, 60.9]",,,,,,,,,,,,1.999999,,,,,,,,,,,,,deed8860-17b6-49d6-8f12-6c3b00a9b695,240,,,"[49.3, 62.8]",3773660,6,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Ronald Federico Araújo da Silva,32480.0,Right Center Back,14,Barcelona,217,"['a6dcab8c-40b8-4020-babe-40dda9f1d04d', 'db15143a-5e93-408c-8d66-4446595dce76']",4,,,,,,,,,,,,,,,,,Barcelona,217,00:06:04.623,Carry,,2020/2021
,,,,,"[56.1, 39.1]",,,,,,,,,,,,2.87235,,,,,,,,,,,,,d379a5d0-c0f7-4329-9f84-a5013353c08d,243,,,"[45.8, 48.1]",3773660,6,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Sergio Busquets i Burgos,5203.0,Right Center Midfield,14,Barcelona,217,"['0d677112-8b18-4e2a-8587-de396756b020', 'fed0279f-2903-4a06-9f02-568f921f2baf']",7,,,,,,,,,,,,,,,,,Barcelona,217,00:06:07.823,Carry,,2020/2021
,,,,,"[68.7, 12.8]",,,,,,,,,,,,2.587413,,,,,,,,,,,,,93cd4ea7-cd09-438d-a13f-37e04ccf99f7,246,,,"[57.6, 19.2]",3773660,6,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Clément Lenglet,6826.0,Left Center Back,14,Barcelona,217,"['5db58963-47ca-4bc4-83bd-ecd9c193c68e', 'd84ab717-e41a-4292-9dda-f2d01e47628f']",12,,,,,,,,,,,,,,,,,Barcelona,217,00:06:12.093,Carry,,2020/2021
,,,,,"[76.9, 5.3]",,,,,,,,,,,,0.49502,,,,,,,,,,,,,ce376d6d-6057-4761-93f4-5a2ef0461d97,252,,,"[76.0, 5.5]",3773660,6,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Martin Braithwaite Christensen,4447.0,Left Wing,14,Barcelona,217,"['39811d2f-0f2f-474d-be43-792e072a2f78', 'c7f4354b-d3bb-48c2-8424-65eb5532acd8']",16,,,,,,,,,,,,,,,,,Barcelona,217,00:06:16.579,Carry,,2020/2021
,,,,,"[87.8, 19.6]",,,,,,,,,,,,0.373104,,,,,,,,,,,,,87e751ba-ad30-4018-89f2-5bce3fc612a5,267,,,"[87.1, 19.6]",3773660,6,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Philippe Coutinho Correia,3501.0,Center Attacking Midfield,15,Barcelona,217,"['ba9f981b-726e-467f-a175-f6b1a3e1a5e6', 'd51660d9-a075-44d1-8227-c12a10e887eb']",31,,,,,,,,,,,,,,,,,Barcelona,217,00:06:31.308,Carry,,2020/2021
,,,,,"[83.1, 20.7]",,,,,,,,,,,,0.499411,,,,,,,,,,,,,0483d057-fc81-40fe-8e88-d327fd97c3fc,271,,,"[82.2, 19.8]",3773660,6,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,15,Barcelona,217,"['b5f25fc4-ac37-41fd-a55b-4f3cc0ef8fd3', 'c40b4945-2e76-4821-9a87-0c0fa53e0218', 'db0c72b2-d686-4edd-b0bb-11a6380ad961']",32,,,,,,,,,,,,,,,,,Barcelona,217,00:06:32.431,Carry,True,2020/2021
,,,,,"[83.9, 9.8]",,,,,,,,,,,,2.242411,,,,,,,,,,,,,708b21ae-81c3-42ef-ae55-e7349dadcf8f,274,,,"[83.1, 12.8]",3773660,6,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Jordi Alba Ramos,5211.0,Left Back,15,Barcelona,217,"['16f0bbb7-dcf7-4ce9-a9f4-9fc35a213e55', '29c039bd-ade9-4a97-b5e6-b884a067b100']",33,,,,,,,,,,,,,,,,,Barcelona,217,00:06:33.842,Carry,,2020/2021
,,,,,"[89.3, 2.5]",,,,,,,,,,,,1.052678,,,,,,,,,,,,,a4ebff8e-fe57-49e4-8979-d7d8e0bf4747,277,,,"[89.3, 2.5]",3773660,6,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Martin Braithwaite Christensen,4447.0,Left Wing,15,Barcelona,217,"['10478e70-aa0c-4282-a8b5-bc30636915d3', 'ac2687eb-21c6-4033-948b-6be4b05d75cb']",37,,,,,,,,,,,,,,,,,Barcelona,217,00:06:37.046,Carry,,2020/2021
,,,,,"[84.3, 5.3]",,,,,,,,,,,,0.810892,,,,,,,,,,,,,adc71a65-4f4b-4420-bf15-d9e269f695c2,280,,,"[84.3, 5.3]",3773660,6,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Jordi Alba Ramos,5211.0,Left Back,15,Barcelona,217,"['85024ef7-b9b6-4a60-a0af-b1c0561ab85c', 'fe79876a-75d0-4cb4-90d0-9801e8ccfee7']",39,,,,,,,,,,,,,,,,,Barcelona,217,00:06:39.049,Carry,,2020/2021
,,,,,"[63.8, 17.5]",,,,,,,,,,,,0.903067,,,,,,,,,,,,,083fedc7-ea4f-4893-9c1c-69b0ec87aa0c,283,,,"[63.8, 16.6]",3773660,6,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Clément Lenglet,6826.0,Left Center Back,15,Barcelona,217,"['032ef157-7896-4d1e-843b-f4872bdfab24', '66a94d0c-6a91-4e3f-9b5c-efcaf0935f44']",41,,,,,,,,,,,,,,,,,Barcelona,217,00:06:41.459,Carry,,2020/2021
,,,,,"[49.0, 45.9]",,,,,,,,,,,,0.531444,,,,,,,,,,,,,839c7c09-aa5d-4620-a2df-03a6138ac1a6,286,,,"[50.3, 43.8]",3773660,6,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Ronald Federico Araújo da Silva,32480.0,Right Center Back,15,Barcelona,217,"['bc65d552-7bff-4988-a9bd-e76b3d2db035', 'dd3803d3-f9c0-4cb4-a4ff-9993956ff908']",44,,,,,,,,,,,,,,,,,Barcelona,217,00:06:44.363,Carry,,2020/2021
,,,,,"[79.6, 76.7]",,,,,,,,,,,,0.799998,,,,,,,,,,,,,aa4a622d-4937-4453-b12d-142af514992a,289,,,"[77.5, 76.9]",3773660,6,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Sergino Dest,21881.0,Right Back,15,Barcelona,217,"['4022bfe7-5f1f-4d10-8b1e-17366c076f56', '7ba4608e-9932-4010-b084-38fd1af775e8']",46,,,,,,,,,,,,,,,,,Barcelona,217,00:06:46.961,Carry,,2020/2021
,,,,,"[67.9, 71.4]",,,,,,,,,,,,0.799999,,,,,,,,,,,,,43cf1a24-8eb2-4fb9-81b8-9dcc4d7f51c4,292,,,"[68.3, 72.9]",3773660,6,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Frenkie de Jong,8118.0,Left Center Midfield,15,Barcelona,217,"['937ea3c6-a117-497a-88f4-a16d0eeac506', 'a5104ce0-87c2-4991-893b-7a5e9532e393']",48,,,,,,,,,,,,,,,,,Barcelona,217,00:06:48.961,Carry,,2020/2021
,,,,,"[77.3, 57.5]",,,,,,,,,,,,0.950562,,,,,,,,,,,,,7ebb42b8-5b7f-4de0-815f-9da27d9a02a2,295,,,"[72.1, 61.5]",3773660,6,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Sergio Busquets i Burgos,5203.0,Right Center Midfield,15,Barcelona,217,"['747524a4-f238-4522-b2d1-ca9919816f61', '79030320-3276-42ff-9e46-3835065e471b']",50,,,,,,,,,,,,,,,,,Barcelona,217,00:06:50.561,Carry,,2020/2021
,,,,,"[77.5, 46.8]",,,,,,,,,,,,0.723477,,,,,,,,,,,,,9e30ee81-af90-474c-9e74-da193df8a399,299,,,"[76.2, 44.4]",3773660,6,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,15,Barcelona,217,"['450201f4-8d4f-4ab3-b71a-34d87b7fd8c2', '596a4dfe-4050-45bc-90f4-bb60c5079109', 'd8df3fec-7ecf-4171-b094-b5d3ae6dd5eb']",52,,,,,,,,,,,,,,,,,Barcelona,217,00:06:52.798,Carry,True,2020/2021
,,,,,"[43.9, 36.3]",,,,,,,,,,,,3.304298,,,,,,,,,,,,,4b134868-6ff1-4886-80c1-9eaf2dda044f,303,,,"[45.0, 24.6]",3773660,6,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Mickaël Malsa,23966.0,Left Defensive Midfield,16,Levante UD,221,"['24277361-9663-4986-87bb-0cb6d9583f56', 'a82bcc5f-204a-4c72-a906-ede4fa464903']",54,,,,,,,,,,,,,,,,,Levante UD,221,00:06:54.198,Carry,,2020/2021
,,,,,"[50.7, 30.8]",,,,,,,,,,,,1.731547,,,,,,,,,,,,,11006159-48bd-4a69-aa71-231eb2c7b45f,308,,,"[56.1, 36.1]",3773660,6,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Daniel Gómez Alcón,30593.0,Right Center Forward,16,Levante UD,221,"['9d402625-12a1-4134-b70e-4fa912585869', 'cb4cef29-1541-4a41-aa09-28e10a12fea3']",59,,,,,,,,,,,,,,,,,Levante UD,221,00:06:59.759,Carry,,2020/2021
,,,,,"[37.7, 31.2]",,,,,,,,,,,,4.396506,,,,,,,,,,,,,1f5dd0f8-d972-43ef-bc2b-f4262551229a,311,,,"[37.7, 26.0]",3773660,7,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Rúben Miguel Nunes Vezo,6592.0,Left Center Back,16,Levante UD,221,"['b49bb51f-3fd3-4f82-b574-5421ce283f2f', 'd57a1cca-1f6a-43cf-a36b-b704721c75c6']",2,,,,,,,,,,,,,,,,,Levante UD,221,00:07:02.751,Carry,,2020/2021
,,,,,"[68.5, 4.2]",,,,,,,,,,,,1.283002,,,,,,,,,,,,,2d60c2db-6d22-43f6-9b16-1780e025873a,314,,,"[69.8, 4.2]",3773660,7,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Carlos Clerc Martínez,23948.0,Left Back,16,Levante UD,221,"['1c7f5e89-9e9e-4d99-b574-2663a7d14f12', 'b821daa8-25b3-4727-9921-89a07411bce5', 'c134dbbe-b175-48f3-aba2-5e98bc5eae7e']",9,,,,,,,,,,,,,,,,,Levante UD,221,00:07:09.463,Carry,True,2020/2021
,,,,,"[70.4, 14.7]",,,,,,,,,,,,0.465104,,,,,,,,,,,,,94500fad-c4e4-4f64-b2ed-a71c74611044,319,,,"[71.1, 14.7]",3773660,7,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Daniel Gómez Alcón,30593.0,Right Center Forward,16,Levante UD,221,"['0481cd05-e0cc-4290-a160-c33202baea00', '1d16dbae-0c92-48eb-8c55-a270f5ee8684', '563d596b-fa95-4385-9c82-04aebc58096c']",12,,,,,,,,,,,,,,,,,Levante UD,221,00:07:12.791,Carry,True,2020/2021
,,,,,"[70.8, 4.4]",,,,,,,,,,,,0.213997,,,,,,,,,,,,,0fe364e4-2b16-4975-886a-df715908c57a,323,,,"[71.1, 4.4]",3773660,7,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Carlos Clerc Martínez,23948.0,Left Back,16,Levante UD,221,"['2b4c6b43-8705-44f4-94ae-829065434780', '9822d88e-dc41-4b08-9625-12c4924c24bd', 'c4a846b0-7c86-4024-9468-ad4bbc9f1bfb', 'fb5ed792-e5b2-4d86-9c06-2697c0d26c64']",15,,,,,,,,,,,,,,,,,Levante UD,221,00:07:15.179,Carry,True,2020/2021
,,,,,"[48.4, 18.1]",,,,,,,,,,,,3.649384,,,,,,,,,,,,,50d2c37a-e6eb-4df6-ac6d-715dad7c69ac,330,,,"[21.5, 25.0]",3773660,7,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Clément Lenglet,6826.0,Left Center Back,17,Barcelona,217,"['9d1f4dc5-219f-4c74-9c1e-aa3ae5d8e328', 'bc977fcf-f504-4ed2-a85e-0c0aee688847']",27,,,,,,,,,,,,,,,,,Barcelona,217,00:07:27.408,Carry,,2020/2021
,,,,,"[76.4, 5.7]",,,,,,,,,,,,0.930953,,,,,,,,,,,,,4062cf1f-71bf-4e70-ba69-537d0bf2cee3,333,,,"[66.2, 5.7]",3773660,7,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Jordi Alba Ramos,5211.0,Left Back,17,Barcelona,217,"['af977da3-542e-452a-a60a-783522d63870', 'cede0c99-cbc8-4079-bc49-2a62c1af22a3']",33,,,,,,,,,,,,,,,,,Barcelona,217,00:07:33.193,Carry,,2020/2021
,,,,,"[91.2, 22.2]",,,,,,,,,,,,0.065366,,,,,,,,,,,,,4ed3bf8a-cb8d-4683-9ada-d0206542effe,336,,,"[91.2, 22.2]",3773660,7,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Martin Braithwaite Christensen,4447.0,Left Wing,17,Barcelona,217,"['c837f201-1cfd-4045-abad-1c1ffa26b5fe', 'cef4fabe-d71d-433e-b618-48a93895676f']",35,,,,,,,,,,,,,,,,,Barcelona,217,00:07:35.302,Carry,,2020/2021
,,,,,"[3.7, 42.3]",,,,,,,,,,,,1.095209,,,,,,,,,,,,,9b0efc90-1c1f-4e8d-92d2-0e9ee776c129,345,,,"[4.3, 42.1]",3773660,7,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Aitor Fernández Abarisketa,23344.0,Goalkeeper,18,Levante UD,221,"['0bfa655b-9849-47fe-8aa3-ce5afbe4eca2', '626e4f02-ef3c-484b-9f09-b2d41da93489', 'b74243fa-80e1-4d7b-8865-f6c3c71adc77']",40,,,,,,,,,,,,,,,,,Levante UD,221,00:07:40.650,Carry,True,2020/2021
,,,,,"[27.8, 20.7]",,,,,,,,,,,,2.375384,,,,,,,,,,,,,6a368d0b-3b9a-4b24-ae87-bc08cc516c58,355,,,"[27.6, 23.9]",3773660,7,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Rúben Miguel Nunes Vezo,6592.0,Left Center Back,18,Levante UD,221,"['33cc5efc-aa07-4d8d-9326-830ca5d368f4', '3c52b4ff-424f-426e-b54f-523e819be510']",47,,,,,,,,,,,,,,,,,Levante UD,221,00:07:47.250,Carry,,2020/2021
,,,,,"[78.6, 73.9]",,,,,,,,,,,,2.247315,,,,,,,,,,,,,611e8f84-7127-4c8b-a9b9-1d2aca7a8ba5,370,,,"[73.6, 76.3]",3773660,8,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Sergino Dest,21881.0,Right Back,20,Barcelona,217,"['52b8efaa-c6ff-4b85-a304-f461993e350c', '9f29ac6f-8ba3-424e-b616-4897fcf6fe13']",30,,,,,,,,,,,,,,,,,Barcelona,217,00:08:30.984,Carry,,2020/2021
,,,,,"[83.1, 73.5]",,,,,,,,,,,,1.248524,,,,,,,,,,,,,85c9eece-e554-4b2f-95a0-6888a0310fbe,373,,,"[86.7, 76.5]",3773660,8,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Antoine Griezmann,5487.0,Right Wing,20,Barcelona,217,"['2e06fd67-a618-46da-a64b-8ce2ecab00ce', '869b9597-d6bf-40ae-98f8-4fc04e5ae198']",34,,,,,,,,,,,,,,,,,Barcelona,217,00:08:34.032,Carry,,2020/2021
,,,,,"[76.0, 56.6]",,,,,,,,,,,,0.910166,,,,,,,,,,,,,efc4ebb9-9d3e-4b80-a225-0fda4ff433d0,376,,,"[75.4, 61.8]",3773660,8,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,20,Barcelona,217,"['716843aa-37c7-47cb-aa2c-c2ca56713ac5', 'a1e829a6-f99d-42f8-8d9d-a252af2dab99', 'ed2f143c-5209-4395-a6d0-795de65e38dd']",36,,,,,,,,,,,,,,,,,Barcelona,217,00:08:36.880,Carry,True,2020/2021
,,,,,"[64.4, 21.5]",,,,,,,,,,,,1.543337,,,,,,,,,,,,,ea609222-867a-42ff-884f-26b6ae5dc474,382,,,"[64.9, 31.2]",3773660,8,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Clément Lenglet,6826.0,Left Center Back,20,Barcelona,217,"['436ac420-77da-4c25-917f-0a11808d255c', '6b3a90fb-a759-496e-85e3-0f5d6899afcf']",40,,,,,,,,,,,,,,,,,Barcelona,217,00:08:40.387,Carry,,2020/2021
,,,,,"[87.3, 5.5]",,,,,,,,,,,,1.743122,,,,,,,,,,,,,661ec946-9abe-4e66-92b4-773607c5b904,385,,,"[84.8, 6.6]",3773660,8,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Jordi Alba Ramos,5211.0,Left Back,20,Barcelona,217,"['28207ae0-384e-463a-8dc6-dc081d2ae64e', 'bbb65de2-d9fd-4923-bc4c-134592501854']",43,,,,,,,,,,,,,,,,,Barcelona,217,00:08:43.890,Carry,,2020/2021
,,,,,"[83.1, 11.3]",,,,,,,,,,,,1.999302,,,,,,,,,,,,,26cdc694-5c76-4934-822f-621bc6a28a9b,388,,,"[80.5, 11.1]",3773660,8,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Philippe Coutinho Correia,3501.0,Center Attacking Midfield,20,Barcelona,217,"['61e0c55a-e838-418e-8747-ed3b5dc9a239', '75dd74d5-eec4-4b99-b50e-8b643c383c09']",46,,,,,,,,,,,,,,,,,Barcelona,217,00:08:46.434,Carry,,2020/2021
,,,,,"[92.0, 6.6]",,,,,,,,,,,,0.740697,,,,,,,,,,,,,7c14323c-8894-4a02-8216-1b55a28835ff,391,,,"[94.6, 4.6]",3773660,8,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Jordi Alba Ramos,5211.0,Left Back,20,Barcelona,217,"['c58bf9d7-d097-40d8-a5af-f03d7f12bcd2', 'ec02b589-3658-4771-8fef-ab76756d50a5']",49,,,,,,,,,,,,,,,,,Barcelona,217,00:08:49.657,Carry,,2020/2021
,,,,,"[83.7, 15.8]",,,,,,,,,,,,0.390584,,,,,,,,,,,,,d822b116-2389-4e38-82c1-ef8051db98f7,394,,,"[84.1, 15.3]",3773660,8,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Philippe Coutinho Correia,3501.0,Center Attacking Midfield,20,Barcelona,217,"['410ee25c-5fb5-4be8-b681-ec5a9bef99a9', '6a9c7afb-e014-4624-8aa9-5bce06a2447f', 'bfbde27f-e091-4c02-971a-a1a45679c50e']",51,,,,,,,,,,,,,,,,,Barcelona,217,00:08:51.598,Carry,True,2020/2021
,,,,,"[66.8, 29.9]",,,,,,,,,,,,1.071553,,,,,,,,,,,,,51c1fec8-a49b-435f-87aa-f46c411d64ea,400,,,"[66.8, 27.7]",3773660,8,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Sergio Busquets i Burgos,5203.0,Right Center Midfield,20,Barcelona,217,"['4ee44761-cb0e-4070-b0cd-448ad983e9ef', '92349dd9-0a46-4131-bcc4-1bf537858233']",54,,,,,,,,,,,,,,,,,Barcelona,217,00:08:54.739,Carry,,2020/2021
,,,,,"[70.0, 65.4]",,,,,,,,,,,,0.728645,,,,,,,,,,,,,9c18509a-3aad-44f4-97cb-27da6932c90b,403,,,"[69.4, 60.7]",3773660,8,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Ronald Federico Araújo da Silva,32480.0,Right Center Back,20,Barcelona,217,"['a221b997-9c17-4fcb-8649-34f6a76cd6eb', 'f6ed7c8c-a06b-4083-a8ee-ba63067b7687']",57,,,,,,,,,,,,,,,,,Barcelona,217,00:08:57.486,Carry,,2020/2021
,,,,,"[90.5, 77.2]",,,,,,,,,,,,1.007704,,,,,,,,,,,,,7eef944c-13aa-4f54-9dd2-0621484490aa,406,,,"[87.8, 77.6]",3773660,9,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Sergino Dest,21881.0,Right Back,20,Barcelona,217,"['2444825d-44a9-4347-9847-2b40b2e8c2cd', 'e546eca9-35bf-443b-a411-7f70224ace5a']",0,,,,,,,,,,,,,,,,,Barcelona,217,00:09:00.103,Carry,,2020/2021
