50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,1.119145,,,,,,,,,,,,,1c98738e-7c71-4c8d-8313-f7b6d6c99992,2402,,,"[50.9, 76.2]",3773660,58,,,,0.07736466,,Right Foot,,,,"[63.8, 77.2]",,Ground Pass,,12.938702,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,2,From Throw In,Sergino Dest,21881.0,Right Back,123,Barcelona,217,['780d7b8a-29d4-4288-9d65-d64bc1342375'],7,,,,,,,,,,,,,,,,,Barcelona,217,00:13:07.213,Pass,,2020/2021
,,,,,,,,,,,,,,,,,1.025032,,,,,,,,,,,,,9bf1385f-b86f-47e5-b7a2-863b7f20c85f,2405,,,"[77.0, 61.9]",3773660,58,,,,-1.6463281,,Left Foot,,,,"[75.6, 43.4]",,Ground Pass,,18.552896,,,,Pedro González López,30486.0,,,,,,,2,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,123,Barcelona,217,['4d65f21c-51fc-4e20-96df-f322897c9d95'],13,,,,,,,,,,,,,,,,,Barcelona,217,00:13:13.425,Pass,,2020/2021
,,,,,,,,,,,,,,,,,1.317967,,,,,,,,,,,,,0b7d6ad4-bd86-4e03-bc44-e7ad6cfa4485,2408,,,"[75.6, 43.4]",3773660,58,,,,-1.3275876,,Right Foot,,,,"[82.2, 16.8]",,Ground Pass,,27.406569,,,,Jordi Alba Ramos,5211.0,,,,,,,2,From Throw In,Pedro González López,30486.0,Right Center Midfield,123,Barcelona,217,['d4449693-b4bc-47e6-94a8-dc9c3ced6cc0'],16,,,,,,,,,,,,,,,,,Barcelona,217,00:13:16.398,Pass,,2020/2021
,,,,,,,,,,,,,,,,,1.791696,,,,,,,,,,,,,76a95c56-f19c-4b39-86d5-8953ed4c29a8,2411,,,"[84.9, 15.4]",3773660,58,,,,-0.6066051,,Left Foot,,,,"[99.6, 5.2]",,Ground Pass,,17.892178,,,,Philippe Coutinho Correia,3501.0,,,,,,,2,From Throw In,Jordi Alba Ramos,5211.0,Left Back,123,Barcelona,217,['0919d1fe-e29e-4e50-ab4b-cf5370aad6af'],18,,,,,,,,,,,,,,,,,Barcelona,217,00:13:18.433,Pass,,2020/2021
,,,,,,,,,,,,,,,,,0.885434,,,,,,,,,,,,,a9ebdb10-a302-4f3c-b2a4-738741142cc7,2414,,,"[110.3, 20.5]",3773660,58,,,,2.5877383,,Right Foot,,,,"[102.7, 25.2]",,Ground Pass,,8.935883,,,,Antoine Griezmann,5487.0,,,,,,,2,From Throw In,Philippe Coutinho Correia,3501.0,Left Wing,123,Barcelona,217,['5687059b-6850-45d9-bf6b-cbc4d035d555'],23,,,,,,,,,,,,,,,,,Barcelona,217,00:13:23.105,Pass,,2020/2021
,,,,,,,,,,,,,,,,,0.84,,,,,,,,,,,,,66727df7-75ad-4944-bbaa-f4d07fde305b,2417,,,"[104.4, 25.2]",3773660,58,,,,-1.3481354,,Left Foot,,,,"[106.8, 14.6]",,Ground Pass,,10.868302,,,,Jordi Alba Ramos,5211.0,,,,,,,2,From Throw In,Antoine Griezmann,5487.0,Center Attacking Midfield,123,Barcelona,217,['c2eb10a0-20f6-4202-a5c5-da918aab7463'],24,,,,,,,,,,,,,,,,,Barcelona,217,00:13:24.799,Pass,,2020/2021
,,,,,,,,,,,,,,,,,0.593967,,,,,,,,,,,,,d67596a7-b484-4780-bf8f-0b1eff305967,2420,,,"[106.8, 14.6]",3773660,58,,,,1.4801364,,Left Foot,,,,"[108.1, 28.9]",,Ground Pass,,14.35897,,Incomplete,,Pedro González López,30486.0,,,,,,,2,From Throw In,Jordi Alba Ramos,5211.0,Left Back,123,Barcelona,217,"['0b290246-2fb3-4404-8c76-7c490160c786', '1ca32814-4f22-4e5e-b406-caa030a0a45b']",26,,,,,,,,,,,,,,,,,Barcelona,217,00:13:26.943,Pass,,2020/2021
,,,,,,,,,,,,,,,,,2.071658,,,,,,,,,,,,,0e8dded7-ebb6-42b8-8221-905a991dac9a,2425,,,"[21.5, 54.7]",3773660,58,,,,0.801578,,Left Foot,,,,"[36.7, 70.4]",,Low Pass,,21.852459,,Incomplete,,Jorge De Frutos Sebastián,32673.0,,,,,,,2,From Throw In,Daniel Gómez Alcón,30593.0,Right Center Forward,123,Barcelona,217,"['cb02b9cd-de24-4068-878c-c8896212e069', 'e257604d-9fa2-4835-a730-7c61bf07eba9']",29,,,,,,,,,,,,,,,,,Levante UD,221,00:13:29.770,Pass,,2020/2021
,,,,,,,,,,,,,,,,,2.091306,,,,,,,,,,,,,2f3176b7-2e23-43a8-a4bb-a7600ac10a20,2429,,,"[68.9, 9.3]",3773660,58,,,,-0.3109983,,Left Foot,,,,"[85.7, 3.9]",,Ground Pass,,17.64653,,,,Jordi Alba Ramos,5211.0,,,,,,,2,From Throw In,Clément Lenglet,6826.0,Left Center Back,123,Barcelona,217,['a71e2e1a-2e21-4994-af3d-176dd74f29e5'],34,,,,,,,,,,,,,,,,,Barcelona,217,00:13:34.844,Pass,,2020/2021
,,,,,,,,,,,,,,,,,1.134989,,,,,,,,,,,,,183a8a66-4513-4a99-83ea-f0f7e79ff2b8,2432,,,"[91.7, 4.9]",3773660,58,,,,1.7775549,,Left Foot,,,,"[87.4, 25.4]",,Ground Pass,,20.946121,,,,Antoine Griezmann,5487.0,,,,,,,2,From Throw In,Jordi Alba Ramos,5211.0,Left Back,123,Barcelona,217,['5f14e67b-c355-4b76-86ca-f2cb6b3be8a8'],37,,,,,,,,,,,,,,,,,Barcelona,217,00:13:37.582,Pass,,2020/2021
,,,,,,,,,,,,,,,,,1.379282,,,,,,,,,,,,,72f77584-a3df-472f-b354-14cf2cc5c1ba,2435,,,"[87.4, 25.4]",3773660,58,,,,1.4967271,,Left Foot,,,,"[89.5, 53.7]",,Ground Pass,,28.377808,,,,Sergino Dest,21881.0,,,,,,,2,From Throw In,Antoine Griezmann,5487.0,Center Attacking Midfield,123,Barcelona,217,['efd0a85d-3190-429f-8ffe-97a136a27259'],39,,,,,,,,,,,,,,,,,Barcelona,217,00:13:39.804,Pass,,2020/2021
,,,,,,,,,,,,,,,,,0.986014,,,,,,,,,,,,,064a7582-9b8d-4aa3-973f-9caa86d3e4cb,2438,,,"[91.2, 54.4]",3773660,58,,,,-2.1662061,,Right Foot,,,,"[84.9, 45.1]",,Ground Pass,,11.232987,,,,Frenkie de Jong,8118.0,,,,,,,2,From Throw In,Sergino Dest,21881.0,Right Back,123,Barcelona,217,['c983b0b9-0249-4976-b3fb-78766eac7d83'],42,,,,,,,,,,,,,,,,,Barcelona,217,00:13:42.441,Pass,,2020/2021
,,,,,,,,,,,,,,,,,1.45758,,,,,,,,,,,,,79fda0a4-e729-415d-89f3-7a7119fd8d70,2441,,,"[90.9, 55.7]",3773660,58,,,,1.067601,,Right Foot,,,,"[96.9, 66.6]",,Ground Pass,,12.442266,,,,Sergino Dest,21881.0,,,,,,,2,From Throw In,Frenkie de Jong,8118.0,Left Center Midfield,123,Barcelona,217,['e2de3352-5ffa-4425-b391-61abe490d7cf'],46,,,,,,,,,,,,,,,,,Barcelona,217,00:13:46.295,Pass,,2020/2021
,,,,,,,,,,,,,,,,,0.998755,,,,,,,,,,,,,84eafaca-80ce-4b17-80c1-9a292f2703de,2444,,,"[96.9, 66.6]",3773660,58,,,,-1.0592402,,Right Foot,True,,,"[106.5, 49.5]",,Ground Pass,,19.610456,,,,Martin Braithwaite Christensen,4447.0,,,,,,,2,From Throw In,Sergino Dest,21881.0,Right Back,123,Barcelona,217,['2dd65103-c28b-4240-8d88-5f8d08469c5a'],49,,,,,,,,,,,,,,,,,Barcelona,217,00:13:49.375,Pass,,2020/2021
,,,,,,,,,,,,,,,,,1.57324,,,,,,,,,,,,,88ebc12a-4bf8-4adc-af46-193a8d2dcb98,2450,,,"[120.0, 80.0]",3773660,60,,,,-1.6594522,,Left Foot,,,,"[116.4, 39.5]",,High Pass,True,40.659687,,Incomplete,,,,,,True,Inswinging,,Corner,2,From Corner,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,124,Barcelona,217,['c00b688a-f722-48d4-9570-0b3a6398af59'],3,,,,,,,,,,,,,,,,,Barcelona,217,00:15:03.231,Pass,,2020/2021
,,,,,,,,,,,,,,,,,3.53979,,,,,,,,,,,,,c994a9a2-8203-4d3b-a7eb-8f92cb6c4730,2453,,,"[13.0, 33.6]",3773660,60,,,,-0.64308757,,Keeper Arm,,,,"[51.7, 4.6]",,Low Pass,,48.360004,,,,Jorge De Frutos Sebastián,32673.0,,,,,,,2,From Keeper,Aitor Fernández Abarisketa,23344.0,Goalkeeper,125,Levante UD,221,['e43a5a0f-483d-4b3a-9d6c-e23d47d9810f'],10,,,,,,,,,,,,,,,,,Levante UD,221,00:15:10.335,Pass,,2020/2021
,,,,,,,,,,,,,,,,,1.581012,,,,,,,,,,,,,fdbfaeba-2077-4e12-ab41-96b678da0971,2456,,,"[76.2, 4.2]",3773660,60,,,,2.1234934,,Right Foot,,,,"[69.6, 14.9]",,Ground Pass,,12.571794,,,,Gonzalo Julián Melero Manzanares,11669.0,,,,,,,2,From Keeper,Jorge De Frutos Sebastián,32673.0,Right Midfield,125,Levante UD,221,['939e396c-3960-42f1-a55a-bb4f7a376265'],17,,,,,,,,,,,,,,,,,Levante UD,221,00:15:17.278,Pass,,2020/2021
,,,,,,,,,,,,,,,,,0.935373,,,,,,,,,,,,,47ec2aac-add7-40d7-8205-0b1b5c53e865,2459,,,"[69.6, 14.9]",3773660,60,,,,1.5247762,,Right Foot,,,,"[70.3, 30.1]",,Ground Pass,,15.21611,,,,Mickaël Malsa,23966.0,,,,,,,2,From Keeper,Gonzalo Julián Melero Manzanares,11669.0,Left Midfield,125,Levante UD,221,['503f26ed-6cb7-4f2a-b49c-de6d686f2c29'],20,,,,,,,,,,,,,,,,,Levante UD,221,00:15:20.959,Pass,,2020/2021
,,,,,,,,,,,,,,,,,1.126451,,,,,,,,,,,,,18da0bb6-e198-4168-acc5-17d3d802980b,2462,,,"[70.3, 30.1]",3773660,60,,,,-2.320915,,Left Foot,,,,"[66.2, 25.7]",,Ground Pass,,6.01415,,,,Nikola Vukčević,17303.0,,,,,,,2,From Keeper,Mickaël Malsa,23966.0,Left Defensive Midfield,125,Levante UD,221,['c674974b-00a2-4611-9bc4-e8c13b746b7d'],23,,,,,,,,,,,,,,,,,Levante UD,221,00:15:23.999,Pass,,2020/2021
,,,,,,,,,,,,,,,,,0.817296,,,,,,,,,,,,,c6e43c31-d4eb-47c0-ac4f-8cbc0ed7f652,2466,,,"[68.6, 22.4]",3773660,60,,,,0.6453808,,Left Foot,,,,"[77.1, 28.8]",,Ground Pass,,10.640018,,,,Roger Martí Salvador,6684.0,,,,,,,2,From Keeper,Nikola Vukčević,17303.0,Right Defensive Midfield,125,Levante UD,221,"['1de95740-0aac-411a-a10b-22e950228ad3', 'c519def4-e5dc-4d25-85c0-9c8ed7eecea3']",26,,,,,,,,,,,,,,,,,Levante UD,221,00:15:26.015,Pass,True,2020/2021
,,,,,,,,,,,,,,,,,1.946865,,,,,,,,,,,,,c101d554-68af-4551-80dd-0d4f1b7b428d,2469,,,"[77.4, 28.9]",3773660,60,,,,0.6874223,,Right Foot,,,,"[103.1, 50.0]",,High Pass,,33.252068,,Incomplete,,Daniel Gómez Alcón,30593.0,,,,,,,2,From Keeper,Roger Martí Salvador,6684.0,Left Center Forward,125,Levante UD,221,"['082c6545-455c-4f14-a23e-ca8131daf17c', 'a25849e9-9d65-4925-a9e9-bc84a8c2254e']",27,,,,,,,,,,,,,,,,,Levante UD,221,00:15:27.622,Pass,,2020/2021
,,,,,,,,,,,,,,,,,1.353539,,,,,,,,,,,,,a8f07e80-df4e-4a0d-8161-a19cdcb50e07,2473,,,"[24.1, 38.8]",3773660,60,,,,1.0971156,,Left Foot,,,,"[30.2, 50.7]",,Ground Pass,,13.372359,,,,Frenkie de Jong,8118.0,,,,,,,2,Regular Play,Jordi Alba Ramos,5211.0,Left Back,126,Barcelona,217,['13cca06c-4f02-4347-9fb2-4fe4429a8202'],33,,,,,,,,,,,,,,,,,Barcelona,217,00:15:33.583,Pass,,2020/2021
,,,,,,,,,,,,,,,,,1.551257,,,,,,,,,,,,,604a4a43-9fc8-428a-8b4a-9fd75215ed4a,2476,,,"[43.5, 45.7]",3773660,60,,,,-1.1176379,,Right Foot,,,,"[54.7, 22.7]",,Low Pass,,25.582026,,,,Pedro González López,30486.0,,,,,,,2,Regular Play,Frenkie de Jong,8118.0,Left Center Midfield,126,Barcelona,217,['e451e4e6-47c2-432b-9681-ee092d78b01b'],39,,,,,,,,,,,,,,,,,Barcelona,217,00:15:39.439,Pass,,2020/2021
,,,,,,,,,,,,,,,,,1.999999,,,,,,,,,,,,,337ee7a2-4498-4894-a7da-7db7ab4f4a2e,2479,,,"[54.2, 21.0]",3773660,60,,,,-0.9764547,,Left Foot,,,,"[64.0, 6.5]",,Ground Pass,,17.501143,,,,Philippe Coutinho Correia,3501.0,,,,,,,2,Regular Play,Pedro González López,30486.0,Right Center Midfield,126,Barcelona,217,['52815d4b-d215-49a5-8869-097fa3015f75'],41,,,,,,,,,,,,,,,,,Barcelona,217,00:15:41.092,Pass,,2020/2021
,,,,,,,,,,,,,,,,,1.10575,,,,,,,,,,,,,beedd36b-4df5-4291-a9d8-edd302df7192,2482,,,"[78.3, 8.5]",3773660,60,,,,1.6470371,,Right Foot,,,,"[77.2, 22.9]",,Ground Pass,,14.441953,,,,Pedro González López,30486.0,,,,,,,2,Regular Play,Philippe Coutinho Correia,3501.0,Left Wing,126,Barcelona,217,['94fdaf95-9b63-450b-b6ba-8fbc06c2ab5d'],45,,,,,,,,,,,,,,,,,Barcelona,217,00:15:45.319,Pass,,2020/2021
,,,,,,,,,,,,,,,,,1.358055,,,,,,,,,,,,,115c2b31-754c-4473-984e-542aae598942,2485,,,"[89.2, 19.3]",3773660,60,,,,-0.8329813,,Right Foot,,,,"[98.2, 9.4]",,Ground Pass,,13.379462,,,,Philippe Coutinho Correia,3501.0,,,,,,,2,Regular Play,Pedro González López,30486.0,Right Center Midfield,126,Barcelona,217,['04c41d39-6731-42d1-8524-d0fc45416e93'],48,,,,,,,,,,,,,,,,,Barcelona,217,00:15:48.158,Pass,,2020/2021
,,,,,,,,,,,,,,,,,1.504743,,,,,,,,,,,,,bc870467-200a-4833-9633-f2bc48739a68,2492,,,"[55.1, 63.7]",3773660,60,,,,0.4419119,,Right Foot,,,,"[73.7, 72.5]",,Ground Pass,,20.576685,,,,Daniel Gómez Alcón,30593.0,,,,,,,2,Regular Play,Sergio Postigo Redondo,6682.0,Right Center Back,126,Barcelona,217,['4bb9a6c9-2f33-4cbf-96d7-9386776c99bc'],58,,,,,,,,,,,,,,,,,Levante UD,221,00:15:58.402,Pass,,2020/2021
,,,,,,,,,,,,,,,,,2.287144,,,,,,,,,,,,,8fd59b98-48a9-4b0b-9608-0dd21e81cf12,2495,,,"[92.2, 69.9]",3773660,61,,,,-0.7913861,,Right Foot,True,,,"[117.1, 44.7]",,Ground Pass,,35.426685,,Incomplete,,Sergio Postigo Redondo,6682.0,,,,Through Ball,True,,2,Regular Play,Daniel Gómez Alcón,30593.0,Right Center Forward,126,Barcelona,217,"['2d1df8f3-327e-45f6-af30-cebde95ade6d', '7bb30cee-69c9-4af2-995a-b2b58a124af5']",3,,,,,,,,,,,,,,,,,Levante UD,221,00:16:03.270,Pass,,2020/2021
,,,,,,,,,,,,,,,,,1.838786,,,,,,,,,,,,,c44e171c-6ea5-47e8-b318-c70c75192bce,2498,,,"[15.5, 38.7]",3773660,61,True,,,-0.04702413,,Keeper Arm,,,,"[24.0, 38.3]",,Ground Pass,,8.509406,,,,Frenkie de Jong,8118.0,,,,,,,2,Regular Play,Marc-André ter Stegen,20055.0,Goalkeeper,126,Barcelona,217,['917e4a72-98bc-4f6c-9901-c56c28296a80'],12,,,,,,,,,,,,,,,,,Barcelona,217,00:16:12.251,Pass,,2020/2021
,,,,,,,,,,,,,,,,,0.989265,,,,,,,,,,,,,c7747733-cccb-4b7d-8a84-5fab9b9e22c5,2500,,,"[38.7, 46.5]",3773660,61,,,,-0.97217196,,Right Foot,,,,"[49.0, 31.4]",,Ground Pass,,18.278402,,,,Pedro González López,30486.0,,,,,,,2,Regular Play,Frenkie de Jong,8118.0,Left Center Midfield,126,Barcelona,217,['c3502090-7c5a-4305-91ee-f22056081a7f'],17,,,,,,,,,,,,,,,,,Barcelona,217,00:16:17.548,Pass,,2020/2021
,,,,,,,,,,,,,,,,,1.41246,,,,,,,,,,,,,cc4fc031-731f-4811-b24d-bc3177ecb3be,2504,,,"[49.0, 31.8]",3773660,61,,,,1.6556981,,Right Foot,,,,"[48.2, 41.2]",,Ground Pass,,9.433981,,,,Frenkie de Jong,8118.0,,,,,,,2,Regular Play,Pedro González López,30486.0,Right Center Midfield,126,Barcelona,217,['8e5c9eaf-5093-4531-b89f-648b67482f69'],18,,,,,,,,,,,,,,,,,Barcelona,217,00:16:18.863,Pass,,2020/2021
,,,,,,,,,,,,,,,,,1.487955,,,,,,,,,,,,,97c9a572-0d68-4a9c-a494-004005f4fa7b,2514,,,"[86.6, 38.8]",3773660,61,,,,0.83414,,Right Foot,,,,"[98.3, 51.7]",,Ground Pass,,17.41551,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,2,Regular Play,Frenkie de Jong,8118.0,Left Center Midfield,126,Barcelona,217,['e054a52c-a060-4b4e-a2a8-6c5a74013e42'],25,,,,,,,,,,,,,,,,,Barcelona,217,00:16:25.898,Pass,,2020/2021
,,,,,,,,,,,,,,,,,3.720276,,,,,,,,,,,,,7dfd40d0-c2c2-42fb-a6f1-a77f8b03ab18,2523,,,"[6.0, 44.0]",3773660,62,,,,-0.12700751,,Left Foot,,,,"[66.3, 36.3]",,High Pass,,60.78964,,Incomplete,,Daniel Gómez Alcón,30593.0,,,,,,Goal Kick,2,From Goal Kick,Aitor Fernández Abarisketa,23344.0,Goalkeeper,127,Levante UD,221,"['1108b4f1-a9b6-4e61-be2c-d0c3422f575c', 'a7892306-1953-4534-b5de-366cb579ecad']",4,,,,,,,,,,,,,,,,,Levante UD,221,00:17:04.147,Pass,,2020/2021
,,,,,,,,,,,,,,,,,2.005921,,,,,,,,,,,,,1108b4f1-a9b6-4e61-be2c-d0c3422f575c,2526,,,"[53.8, 43.8]",3773660,62,,,True,-0.7853982,,,,,,"[62.3, 35.3]",,High Pass,,12.020815,,,,Philippe Coutinho Correia,3501.0,,,,,,Recovery,2,Regular Play,Pedro González López,30486.0,Right Center Midfield,128,Barcelona,217,"['7dfd40d0-c2c2-42fb-a6f1-a77f8b03ab18', 'af14f513-f2be-4679-8c5a-6d54dfbc027d', 'd9620a5d-649b-4694-91ae-b6a932ed290f']",7,,,,,,,,,,,,,,,,,Barcelona,217,00:17:07.868,Pass,True,2020/2021
,,,,,,,,,,,,,,,,,0.935365,,,,,,,,,,,,,c8f6c6fe-7322-433d-ba40-469087ca84a4,2528,,,"[62.3, 35.3]",3773660,62,,,,1.3481354,,Head,,,,"[64.7, 45.9]",,High Pass,,10.868302,,,,Antoine Griezmann,5487.0,,,,,,,2,Regular Play,Philippe Coutinho Correia,3501.0,Left Wing,128,Barcelona,217,['d16019e1-bc13-4204-936d-32f2a47b3b45'],9,,,,,,,,,,,,,,,,,Barcelona,217,00:17:09.873,Pass,,2020/2021
,,,,,,,,,,,,,,,,,1.236878,,,,,,,,,,,,,b73c8271-3709-4501-946b-a6354ffd70dc,2530,,,"[64.7, 45.9]",3773660,62,,,,0.7922008,,Head,,,,"[72.0, 53.3]",,Low Pass,,10.394711,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,2,Regular Play,Antoine Griezmann,5487.0,Center Attacking Midfield,128,Barcelona,217,['01afd17e-ed1d-4935-97f9-333a4abe826a'],10,,,,,,,,,,,,,,,,,Barcelona,217,00:17:10.809,Pass,,2020/2021
,,,,,,,,,,,,,,,,,0.639116,,,,,,,,,,,,,526b63b6-c889-4e59-8496-086773bee787,2534,,,"[70.1, 52.9]",3773660,62,,,,-2.0449147,,Left Foot,,,,"[66.2, 45.3]",,Ground Pass,,8.542248,,,,Pedro González López,30486.0,,,,,,,2,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,128,Barcelona,217,['fab950ca-28cb-427c-9fdc-0d87ffecf5dd'],12,,,,,,,,,,,,,,,,,Barcelona,217,00:17:12.909,Pass,,2020/2021
,,,,,,,,,,,,,,,,,0.969618,,,,,,,,,,,,,dd42a597-e377-4397-92c2-0be31e14e77e,2537,,,"[66.2, 45.3]",3773660,62,,,,-0.8719395,,Right Foot,,,,"[76.2, 33.4]",,Ground Pass,,15.543809,,,,Philippe Coutinho Correia,3501.0,,,,,,,2,Regular Play,Pedro González López,30486.0,Right Center Midfield,128,Barcelona,217,['8c38d5ce-33bc-4541-9f5c-a5304b8a3535'],14,,,,,,,,,,,,,,,,,Barcelona,217,00:17:14.496,Pass,,2020/2021
,,,,,,,,,,,,,,,,,1.693169,,,,,,,,,,,,,8e02505e-6e6c-48e5-bb99-791019fae798,2540,,,"[78.3, 29.6]",3773660,62,,,,-1.193183,,Right Foot,,,,"[85.4, 11.7]",,Ground Pass,,19.256687,,,,Jordi Alba Ramos,5211.0,,,,,,,2,Regular Play,Philippe Coutinho Correia,3501.0,Left Wing,128,Barcelona,217,['5fa367e9-284a-4a38-893a-7f5cefe0147e'],16,,,,,,,,,,,,,,,,,Barcelona,217,00:17:16.496,Pass,,2020/2021
,,,,,,,,,,,,,,,,,1.027378,,,,,,,,,,,,,4921e1a1-aaee-48c3-a27b-9c68326d9346,2543,,,"[92.5, 10.3]",3773660,62,,,,2.1366506,,Left Foot,,,,"[87.8, 17.7]",,Ground Pass,,8.766413,,,,Philippe Coutinho Correia,3501.0,,,,,,,2,Regular Play,Jordi Alba Ramos,5211.0,Left Back,128,Barcelona,217,['d5db0fd8-d8bb-4e7b-a5b3-b25b287a7a0f'],18,,,,,,,,,,,,,,,,,Barcelona,217,00:17:18.707,Pass,,2020/2021
,,,,,,,,,,,,,,,,,2.405524,,,,,,,,,,,,,c2415c55-2294-4f0c-8e2a-2d6aa3a926be,2546,,,"[91.5, 28.4]",3773660,62,,,,1.4696391,,Right Foot,,,,"[94.2, 55.0]",,Ground Pass,,26.73668,,,,Sergino Dest,21881.0,,,,,,,2,Regular Play,Philippe Coutinho Correia,3501.0,Left Wing,128,Barcelona,217,['947f8508-58d6-4d7e-903c-f8a9cfad3e53'],22,,,,,,,,,,,,,,,,,Barcelona,217,00:17:22.464,Pass,,2020/2021
,,,,,,,,,,,,,,,,,1.005164,,,,,,,,,,,,,8de93619-e35e-492d-a412-a23c96912923,2549,,,"[94.2, 55.0]",3773660,62,,,,-1.957672,,Right Foot,,,,"[90.9, 46.9]",,Ground Pass,,8.746428,,,,Pedro González López,30486.0,,,,,,,2,Regular Play,Sergino Dest,21881.0,Right Back,128,Barcelona,217,['1aa57b8f-c82f-4d2b-b3e8-b5b2a07a9ca1'],25,,,,,,,,,,,,,,,,,Barcelona,217,00:17:25.118,Pass,,2020/2021
,,,,,,,,,,,,,,,,,1.697305,,,,,,,,,,,,,02e2e015-7b5d-4f44-bb29-0ff5f6a2c09b,2553,,,"[85.3, 42.9]",3773660,62,,,,-1.922949,,Left Foot,,,,"[79.2, 26.3]",,Ground Pass,,17.685305,,,,Clément Lenglet,6826.0,,,,,,,2,Regular Play,Pedro González López,30486.0,Right Center Midfield,128,Barcelona,217,['b403e73b-61a6-463e-b020-0c709bfecf8a'],28,,,,,,,,,,,,,,,,,Barcelona,217,00:17:28.335,Pass,,2020/2021
,,,,,,,,,,,,,,,,,1.599998,,,,,,,,,,,,,73df1c5a-b1e8-4cea-8bc1-24176570d4c2,2556,,,"[82.4, 25.8]",3773660,62,,,,-0.84853256,,Left Foot,,,,"[98.7, 7.3]",,Ground Pass,,24.656439,,,,Jordi Alba Ramos,5211.0,,,,,,,2,Regular Play,Clément Lenglet,6826.0,Left Center Back,128,Barcelona,217,['8819f97c-fe3d-4859-ad93-8d9193842e17'],30,,,,,,,,,,,,,,,,,Barcelona,217,00:17:30.261,Pass,,2020/2021
,,,,,,,,,,,,,,,,,1.343746,,,,,,,,,,,,,d9f770ce-c3a3-4cbb-8608-d5a28b06dd2e,2559,,,"[98.7, 7.3]",3773660,62,,,,1.8268521,,Left Foot,,,,"[92.6, 30.6]",,Ground Pass,,24.085266,,,,Pedro González López,30486.0,,,,,,,2,Regular Play,Jordi Alba Ramos,5211.0,Left Back,128,Barcelona,217,['2e5bacb3-91de-47bc-8695-902ac56e6ca0'],32,,,,,,,,,,,,,,,,,Barcelona,217,00:17:32.915,Pass,,2020/2021
,,,,,,,,,,,,,,,,,1.132526,,,,,,,,,,,,,716dfaf2-6a39-4edd-b215-b5ded7fe7f0b,2562,,,"[92.6, 30.6]",3773660,62,,,,-0.40749368,,Right Foot,,,,"[106.5, 24.6]",,Ground Pass,,15.139683,,,,Antoine Griezmann,5487.0,,,,,,,2,Regular Play,Pedro González López,30486.0,Right Center Midfield,128,Barcelona,217,['d8ec8527-67c6-4d46-8f00-66cf979a5121'],35,,,,,,,,,,,,,,,,,Barcelona,217,00:17:35.148,Pass,,2020/2021
,,,,,,,,,,,,,,,,,0.583067,,,,,,,,,,,,,e72181b7-b033-4327-9ac3-c49b0140f8e4,2565,,,"[116.8, 22.3]",3773660,62,,,,2.393677,d32c65a8-adff-490f-9f1b-90a4b1a3560a,Left Foot,True,True,,"[108.5, 30.0]",,Ground Pass,,11.321661,,,,Lionel Andrés Messi Cuccittini,5503.0,True,,,,,,2,Regular Play,Antoine Griezmann,5487.0,Center Attacking Midfield,128,Barcelona,217,['d1043e69-3a66-47f7-b77b-e67af175059f'],38,,,,,,,,,,,,,,,,,Barcelona,217,00:17:38.017,Pass,,2020/2021
,,,,,,,,,,,,,,,,,3.186437,,,,,,,,,,,,,6d141019-611b-44bf-b879-4a8a1208e303,2569,,,"[9.0, 37.2]",3773660,62,,,,0.013960699,,Right Foot,,,,"[66.3, 38.0]",,High Pass,,57.305584,,Incomplete,,Daniel Gómez Alcón,30593.0,,,,,,,2,From Keeper,Aitor Fernández Abarisketa,23344.0,Goalkeeper,129,Levante UD,221,"['9c9d0183-7d95-4ca7-8b05-c424a35dfe4c', 'fe185294-a29f-4128-8557-7bc49110f030']",54,,,,,,,,,,,,,,,,,Levante UD,221,00:17:54.555,Pass,,2020/2021
