ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,1.624593,,,,,,,,,,,,,586d2062-560d-4ed8-84e2-d9e2ed3f17dd,839,,"[75.4, 74.2]",68336,21,,,,-2.352661,,Right Foot,,,"[61.3, 60.0]",,Ground Pass,20.011248,,,,Lilian Thuram,15071.0,,,,,,,1,Regular Play,Gianluca Zambrotta,15774.0,Right Back,56,Barcelona,217,['a97c168a-4ae5-4692-bfd5-ab030e3900e0'],42,,,,,,,,,,,,,,,,,,Barcelona,217,00:21:42.156,Pass,,2006/2007
,,,,,,,,,,,,,,,,0.973639,,,,,,,,,,,,,8ae97ffa-fc40-4664-b619-f48297ea7570,842,,"[61.3, 61.9]",68336,21,,,,-1.4687895,,Right Foot,,,"[62.6, 49.2]",,Ground Pass,12.766362,,,,Xavier Hernández Creus,20131.0,,,,,,,1,Regular Play,Lilian Thuram,15071.0,Right Center Back,56,Barcelona,217,['cc173553-abcb-4f00-9fc9-ccdff2e73543'],44,,,,,,,,,,,,,,,,,,Barcelona,217,00:21:44.815,Pass,,2006/2007
,,,,,,,,,,,,,,,,1.466929,,,,,,,,,,,,,033b9d94-2f82-4268-bbc1-3e2d7a5c4c83,845,,"[57.2, 49.7]",68336,21,,,,-1.6447353,,Right Foot,,,"[55.6, 28.1]",,Ground Pass,21.659178,,,,Andrés Iniesta Luján,5216.0,,,,,,,1,Regular Play,Xavier Hernández Creus,20131.0,Right Center Midfield,56,Barcelona,217,['43625a9e-40c6-4239-af1f-193489db942f'],46,,,,,,,,,,,,,,,,,,Barcelona,217,00:21:46.929,Pass,,2006/2007
,,,,,,,,,,,,,,,,1.047702,,,,,,,,,,,,,d8a930d6-a5cb-49db-81b0-0d6f7204e215,850,,"[54.8, 37.5]",68336,21,,,,-1.4377836,,Right Foot,,,"[56.7, 23.3]",,Ground Pass,14.326549,,,,Anderson Luís de Souza,19757.0,,,,,,,1,Regular Play,Andrés Iniesta Luján,5216.0,Center Defensive Midfield,56,Barcelona,217,['bb337992-ceab-4192-8cc4-8e6ffca992df'],52,,,,,,,,,,,,,,,,,,Barcelona,217,00:21:52.663,Pass,,2006/2007
,,,,,,,,,,,,,,,,1.165505,,,,,,,,,,,,,1b1493f8-71a1-464f-957f-0ba12bf5d5c3,853,,"[56.7, 23.3]",68336,21,,,,2.9565978,,Right Foot,,,"[39.6, 26.5]",,Ground Pass,17.39684,,,,Carles Puyol i Saforcada,20125.0,,,,,,,1,Regular Play,Anderson Luís de Souza,19757.0,Left Center Midfield,56,Barcelona,217,['975d0f78-0443-41b3-98d2-12d699466582'],53,,,,,,,,,,,,,,,,,,Barcelona,217,00:21:53.751,Pass,,2006/2007
,,,,,,,,,,,,,,,,1.07411,,,,,,,,,,,,,96c9fdb6-b7c1-4386-932c-7972c672d680,856,,"[39.6, 26.5]",68336,21,,,,1.6756732,,Right Foot,,,"[35.6, 64.5]",,Ground Pass,38.209946,,,,Lilian Thuram,15071.0,,,,,,,1,Regular Play,Carles Puyol i Saforcada,20125.0,Left Center Back,56,Barcelona,217,['737dc1f9-3208-4aef-b31f-ba485f6ff4cb'],55,,,,,,,,,,,,,,,,,,Barcelona,217,00:21:55.715,Pass,,2006/2007
,,,,,,,,,,,,,,,,0.916846,,,,,,,,,,,,,26907199-0a3a-48b0-acfc-d475fab9be8d,859,,"[36.0, 64.5]",68336,21,,,,0.025635408,,Right Foot,,,"[47.7, 64.8]",,Ground Pass,11.703846,,,,Xavier Hernández Creus,20131.0,,,,,,,1,Regular Play,Lilian Thuram,15071.0,Right Center Back,56,Barcelona,217,['7304c15e-cbe7-4053-8077-23808b81f0dd'],58,,,,,,,,,,,,,,,,,,Barcelona,217,00:21:58.154,Pass,,2006/2007
,,,,,,,,,,,,,,,,0.849172,,,,,,,,,,,,,9f6c1999-8d1e-48f6-a39e-f37c1b5822f3,862,,"[49.4, 65.9]",68336,22,,,,-0.9349579,,Right Foot,,,"[61.8, 49.1]",,Ground Pass,20.880613,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,1,Regular Play,Xavier Hernández Creus,20131.0,Right Center Midfield,56,Barcelona,217,['a2af88cc-2471-497e-ac06-8e98c4a271e0'],0,,,,,,,,,,,,,,,,,,Barcelona,217,00:22:00.705,Pass,,2006/2007
,,,,,,,,,,,,,,,,1.058656,,,,,,,,,,,,,70bae7a2-c497-430a-9e0d-55ba369f2881,865,,"[71.0, 51.1]",68336,22,,,,-1.2554973,,Left Foot,,,"[78.6, 27.8]",,Ground Pass,24.508162,,,,Anderson Luís de Souza,19757.0,,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,56,Barcelona,217,['4d278986-feee-4e71-9063-0597af484213'],4,,,,,,,,,,,,,,,,,,Barcelona,217,00:22:04.050,Pass,,2006/2007
,,,,,,,,,,,,,,,,1.447818,,,,,,,,,,,,,dc6fb44e-33e0-4614-bb39-2dbf3b990c15,868,,"[90.5, 27.2]",68336,22,,,,-0.91655576,,Right Foot,,,"[100.7, 13.9]",,Ground Pass,16.760967,,,,Ronaldo de Assis Moreira,25879.0,,,,,,,1,Regular Play,Anderson Luís de Souza,19757.0,Left Center Midfield,56,Barcelona,217,['629f78c9-91a9-4a14-90ea-1b3c34b16010'],7,,,,,,,,,,,,,,,,,,Barcelona,217,00:22:07.034,Pass,,2006/2007
,,,,,,,,,,,,,,,,3.8928,,,,,,,,,,,,,2cf778a0-d3d7-4ea8-b75c-37ce0e9ec0f3,874,,"[7.0, 45.0]",68336,22,,,,0.3452913,,Right Foot,,,"[74.0, 69.1]",,High Pass,71.2026,,Incomplete,,Ismael Marchal Razquín,26049.0,,,,,,Goal Kick,1,From Goal Kick,Rubén Pérez Chueca,26041.0,Goalkeeper,57,Gimnàstic Tarragona,1036,"['6cf6cd0c-4b3b-4364-a8cc-ac97a5702222', '79c03730-5488-4714-bda9-11562c30af79']",33,,,,,,,,,,,,,,,,,,Gimnàstic Tarragona,1036,00:22:33.970,Pass,,2006/2007
,,,,,,,,,,,,,,,,2.316269,,,,,,,,,,,,,d301f1ad-ad69-4ab5-90a9-8b4cefdd583c,878,,"[43.8, 66.6]",68336,22,,,,-2.7288563,,Left Foot,,,"[11.6, 52.5]",,Low Pass,35.151814,,,,Rubén Pérez Chueca,26041.0,,,,,,Recovery,1,From Goal Kick,José María Calvo,26042.0,Right Back,57,Gimnàstic Tarragona,1036,['b7681328-d909-48d8-917e-f45f6ea3387a'],41,,,,,,,,,,,,,,,,,,Gimnàstic Tarragona,1036,00:22:41.917,Pass,,2006/2007
,,,,,,,,,,,,,,,,2.718,,,,,,,,,,,,,97f2eadf-2e7d-4937-93a8-a5f4ebc82e46,882,,"[13.6, 49.7]",68336,22,,,,-0.28177187,,Left Foot,,,"[55.4, 37.6]",,High Pass,43.51609,,,,David Cuéllar Tainta,26045.0,,,,,,,1,From Goal Kick,Rubén Pérez Chueca,26041.0,Goalkeeper,57,Gimnàstic Tarragona,1036,"['201c64a2-f862-446a-8a4c-5abf1e1a4208', '60f43529-1184-4a38-ae2f-58c666d0dde1']",45,,,,,,,,,,,,,,,,,,Gimnàstic Tarragona,1036,00:22:45.631,Pass,True,2006/2007
,,,,,,,,,,,,,,,,1.156393,,,,,,,,,,,,,0efdc994-640c-4b7f-ac02-554ca863d5cf,884,,"[55.4, 37.6]",68336,22,,,True,0.41741723,,,,,"[66.9, 42.7]",,Low Pass,12.580143,,Incomplete,,,,,,,,,,1,From Goal Kick,David Cuéllar Tainta,26045.0,Left Wing,57,Gimnàstic Tarragona,1036,"['1873e98f-5599-4d6c-a8ef-f74330193d67', 'ab0ea9f3-01e4-41b4-8e1c-83477b8e1b0a']",48,,,,,,,,,,,,,,,,,,Gimnàstic Tarragona,1036,00:22:48.389,Pass,True,2006/2007
,,,,,,,,,,,,,,,,1.236271,,,,,,,,,,,,,5ef4a8e9-a151-4f01-813b-9a7fecce9162,891,,"[55.3, 45.9]",68336,23,True,,,-2.0493047,,Right Foot,,,"[45.6, 27.2]",,Ground Pass,21.066086,,,,Lilian Thuram,15071.0,,,,,,Free Kick,1,From Free Kick,Andrés Iniesta Luján,5216.0,Center Defensive Midfield,59,Barcelona,217,['0bddf356-6e39-4e25-93f3-4cbe2e62ec5e'],6,,,,,,,,,,,,,,,,,,Barcelona,217,00:23:06.415,Pass,,2006/2007
,,,,,,,,,,,,,,,,1.701564,,,,,,,,,,,,,d40730f3-2b8c-43b4-a975-d6e6a294a980,893,,"[45.6, 27.2]",68336,23,True,,,-1.9308556,,Right Foot,,,"[42.4, 18.7]",,Ground Pass,9.0824,,,,Carles Puyol i Saforcada,20125.0,,,,,,,1,From Free Kick,Lilian Thuram,15071.0,Right Center Back,59,Barcelona,217,['1212d2bc-bc8b-4ca4-99c7-05f1edb115d3'],7,,,,,,,,,,,,,,,,,,Barcelona,217,00:23:07.677,Pass,,2006/2007
,,,,,,,,,,,,,,,,1.324771,,,,,,,,,,,,,13076a70-8607-4dc7-8b07-8084cbb5e76b,895,,"[42.4, 18.7]",68336,23,,,,1.6100774,,Left Foot,,,"[41.5, 41.6]",,Ground Pass,22.917679,,,,Lilian Thuram,15071.0,,,,,,,1,From Free Kick,Carles Puyol i Saforcada,20125.0,Left Center Back,59,Barcelona,217,['c21a0d6b-c999-4e9f-9057-64e7ce8d3438'],11,,,,,,,,,,,,,,,,,,Barcelona,217,00:23:11.415,Pass,,2006/2007
,,,,,,,,,,,,,,,,1.111774,,,,,,,,,,,,,39e94068-cbd4-4f11-8f11-688f7b58a87e,898,,"[40.9, 43.4]",68336,23,,,,1.1052366,,Right Foot,,,"[51.4, 64.3]",,Ground Pass,23.389315,,,,Xavier Hernández Creus,20131.0,,,,,,,1,From Free Kick,Lilian Thuram,15071.0,Right Center Back,59,Barcelona,217,['32dd674d-e730-428a-8717-a3f90ae97181'],13,,,,,,,,,,,,,,,,,,Barcelona,217,00:23:13.751,Pass,,2006/2007
,,,,,,,,,,,,,,,,0.306517,,,,,,,,,,,,,e5f76dcb-a89e-452d-9b65-2a3485df5fa2,901,,"[52.1, 65.3]",68336,23,,,,0.5865679,,Right Foot,,,"[68.2, 76.0]",,Ground Pass,19.331322,,,,Gianluca Zambrotta,15774.0,,,,,,,1,From Free Kick,Xavier Hernández Creus,20131.0,Right Center Midfield,59,Barcelona,217,['aab94516-ea98-4762-b1bd-512eb78fb908'],18,,,,,,,,,,,,,,,,,,Barcelona,217,00:23:18.176,Pass,,2006/2007
,,,,,,,,,,,,,,,,1.667593,,,,,,,,,,,,,bbf62590-f56d-4574-9975-9021fc2c9536,904,,"[67.5, 73.9]",68336,23,,,,-3.033322,,Right Foot,,,"[44.5, 71.4]",,Ground Pass,23.135471,,,,Xavier Hernández Creus,20131.0,,,,,,,1,From Free Kick,Gianluca Zambrotta,15774.0,Right Back,59,Barcelona,217,['ac392cc5-c98f-4fee-a6bb-07825bfaefa6'],19,,,,,,,,,,,,,,,,,,Barcelona,217,00:23:19.207,Pass,,2006/2007
,,,,,,,,,,,,,,,,2.06084,,,,,,,,,,,,,6dbc0628-0469-443e-9ba0-1116edfafe4a,907,,"[43.8, 70.6]",68336,23,,,,-2.389739,,Right Foot,,,"[13.0, 41.8]",,Low Pass,42.167286,,,,Víctor Valdés Arribas,20176.0,,,,,,,1,From Free Kick,Xavier Hernández Creus,20131.0,Right Center Midfield,59,Barcelona,217,['bc709191-2be0-4b9b-a4b9-d588dfb70e57'],21,,,,,,,,,,,,,,,,,,Barcelona,217,00:23:21.708,Pass,,2006/2007
,,,,,,,,,,,,,,,,0.637509,,,,,,,,,,,,,ca78190e-419f-4713-a6d9-88f038d6b6e9,910,,"[14.1, 41.3]",68336,23,,,,-1.04947,,Right Foot,,,"[22.6, 26.5]",,Ground Pass,17.06722,,,,Carles Puyol i Saforcada,20125.0,,,,,,,1,From Free Kick,Víctor Valdés Arribas,20176.0,Goalkeeper,59,Barcelona,217,['977046cb-b7d2-4c16-adce-2385b845f26a'],25,,,,,,,,,,,,,,,,,,Barcelona,217,00:23:25.720,Pass,,2006/2007
,,,,,,,,,,,,,,,,1.509522,,,,,,,,,,,,,f9eadf39-a5fb-48ac-bc32-98465e76523d,913,,"[25.1, 26.5]",68336,23,,,,1.6233793,,Right Foot,,,"[23.3, 60.7]",,Ground Pass,34.247337,,,,Lilian Thuram,15071.0,,,,,,,1,From Free Kick,Carles Puyol i Saforcada,20125.0,Left Center Back,59,Barcelona,217,['5b921840-87ae-4ff9-8b73-5140933ced3e'],29,,,,,,,,,,,,,,,,,,Barcelona,217,00:23:29.028,Pass,,2006/2007
,,,,,,,,,,,,,,,,1.329069,,,,,,,,,,,,,4b7bc06a-4ddb-4c70-b09f-3d8087eeedbc,916,,"[24.6, 64.3]",68336,23,,,,0.5185821,,Right Foot,,,"[43.7, 75.2]",,Ground Pass,21.991362,,,,Gianluca Zambrotta,15774.0,,,,,,,1,From Free Kick,Lilian Thuram,15071.0,Right Center Back,59,Barcelona,217,['9ed458e9-7825-49bf-acff-bc158c1c6a9e'],32,,,,,,,,,,,,,,,,,,Barcelona,217,00:23:32.808,Pass,,2006/2007
,,,,,,,,,,,,,,,,1.66628,,,,,,,,,,,,,e863ea34-7412-42d5-b826-e223c0a010c5,919,,"[38.2, 69.9]",68336,23,,,,-2.0935855,,Right Foot,,,"[21.2, 40.4]",,Low Pass,34.04776,,,,Carles Puyol i Saforcada,20125.0,,,,,,,1,From Free Kick,Gianluca Zambrotta,15774.0,Right Back,59,Barcelona,217,['da8e5f47-4482-4f05-addf-df7d30addd91'],36,,,,,,,,,,,,,,,,,,Barcelona,217,00:23:36.750,Pass,,2006/2007
,,,,,,,,,,,,,,,,0.747846,,,,,,,,,,,,,b7bd9120-d25a-4e1c-95a2-ca655272843d,922,,"[22.2, 34.6]",68336,23,,,,1.5464109,,Left Foot,,,"[22.6, 51.0]",,Ground Pass,16.404877,,,,Lilian Thuram,15071.0,,,,,,,1,From Free Kick,Carles Puyol i Saforcada,20125.0,Left Center Back,59,Barcelona,217,['5fe75332-b6e3-4179-8466-3f94f2bc9bd3'],42,,,,,,,,,,,,,,,,,,Barcelona,217,00:23:42.459,Pass,,2006/2007
,,,,,,,,,,,,,,,,1.112743,,,,,,,,,,,,,c6003aac-c73b-4405-92aa-2b64c6f120a1,925,,"[23.2, 49.5]",68336,23,,,,0.8301444,,Right Foot,,,"[26.4, 53.0]",,Ground Pass,4.7423625,,,,Andrés Iniesta Luján,5216.0,,,,,,,1,From Free Kick,Lilian Thuram,15071.0,Right Center Back,59,Barcelona,217,['885cafce-2c4f-423a-8124-d01bb0025be7'],44,,,,,,,,,,,,,,,,,,Barcelona,217,00:23:44.622,Pass,,2006/2007
,,,,,,,,,,,,,,,,0.959812,,,,,,,,,,,,,1c0b10a8-76e8-4f2b-8d83-86236b1877ab,929,,"[29.5, 52.9]",68336,23,,,,-2.9229238,,Right Foot,,,"[20.5, 50.9]",,Ground Pass,9.219544,,,,Lilian Thuram,15071.0,,,,,,,1,From Free Kick,Andrés Iniesta Luján,5216.0,Center Defensive Midfield,59,Barcelona,217,"['070e4ff4-bfee-49c0-9b78-83a78b6ada75', 'aac71b23-4b97-4848-9791-b13c0e89b67b']",47,,,,,,,,,,,,,,,,,,Barcelona,217,00:23:47.796,Pass,True,2006/2007
,,,,,,,,,,,,,,,,1.41564,,,,,,,,,,,,,864dbe90-eb70-4931-92ed-3ed33098b52e,932,,"[43.3, 65.7]",68336,23,,,,-0.75837773,,Right Foot,,,"[58.5, 51.3]",,Ground Pass,20.938004,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,1,From Free Kick,Lilian Thuram,15071.0,Right Center Back,59,Barcelona,217,['e23f1ad9-ddfb-49b6-b795-87b9156747d0'],55,,,,,,,,,,,,,,,,,,Barcelona,217,00:23:55.323,Pass,,2006/2007
,,,,,,,,,,,,,,,,1.41603,,,,,,,,,,,,,fdf6d7a6-e191-4522-aff8-80b40861bc37,942,,"[41.6, 41.0]",68336,24,,,,-0.47025543,30cae385-3922-4b29-999f-446239df1705,Left Foot,,,"[59.7, 31.8]",,Ground Pass,20.30394,,,,Anderson Luís de Souza,19757.0,True,,,,,,1,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,59,Barcelona,217,['76187c7c-ed62-459b-adc4-411d418cde85'],1,,,,,,,,,,,,,,,,,,Barcelona,217,00:24:01.396,Pass,,2006/2007
,,,,,,,,,,,,,,,,2.692888,,,,,,,,,,,,,fc44f1b8-d891-4f8a-9f42-c0d5a947c64c,947,,"[7.0, 45.0]",68336,24,True,,,0.15354379,,Left Foot,,,"[65.8, 54.1]",,High Pass,59.5,,,,Sebastien Chabaud,26048.0,,,,,,Goal Kick,1,From Goal Kick,Rubén Pérez Chueca,26041.0,Goalkeeper,60,Gimnàstic Tarragona,1036,['6ab5d8a2-6165-4f24-b1e3-51ff00d88a5a'],41,,,,,,,,,,,,,,,,,,Gimnàstic Tarragona,1036,00:24:41.385,Pass,,2006/2007
,,,,,,,,,,,,,,,,1.477598,,,,,,,,,,,,,9ce529b6-3432-4a60-ac29-cba3e3689be3,949,,"[66.4, 54.5]",68336,24,,,,0.105377436,,Right Foot,,,"[76.8, 55.6]",,Low Pass,10.458012,,,,Ismael Marchal Razquín,26049.0,,,,,,,1,From Goal Kick,Sebastien Chabaud,26048.0,Left Center Midfield,60,Gimnàstic Tarragona,1036,['f95a2c0a-1ce0-48fd-a880-b8dd9b7769a3'],44,,,,,,,,,,,,,,,,,,Gimnàstic Tarragona,1036,00:24:44.178,Pass,,2006/2007
,,,,,,,,,,,,,,,,0.615955,,,,,,,,,,,,,ce04eeee-41dd-4fa4-9ef2-eb470db6ae72,956,,"[67.1, 57.3]",68336,24,,,,2.787717,,Right Foot,,,"[51.4, 63.1]",,Ground Pass,16.737085,,,,César González Navas,26044.0,,,,,,,1,From Goal Kick,Ismael Marchal Razquín,26049.0,Right Wing,60,Gimnàstic Tarragona,1036,['9bfc3e41-3024-441e-8272-73cff29c5172'],48,,,,,,,,,,,,,,,,,,Gimnàstic Tarragona,1036,00:24:48.139,Pass,,2006/2007
,,,,,,,,,,,,,,,,2.135401,,,,,,,,,,,,,7fe10b92-83c4-48ed-b81f-415043d975c1,959,,"[50.3, 54.1]",68336,24,,,,-0.6633315,,Left Foot,,,"[80.5, 30.5]",,Ground Pass,38.327538,,,,David Cuéllar Tainta,26045.0,,,,,,,1,From Goal Kick,César González Navas,26044.0,Right Center Back,60,Gimnàstic Tarragona,1036,['4140e6d9-df91-483a-970a-de17acbb27a2'],50,,,,,,,,,,,,,,,,,,Gimnàstic Tarragona,1036,00:24:50.603,Pass,,2006/2007
,,,,,,,,,,,,,,,,0.849032,,,,,,,,,,,,,a5d23bf7-49d4-41f1-bd53-1c9defc0fd00,963,,"[71.5, 34.6]",68336,24,,,,1.1144478,,Right Foot,,,"[76.9, 45.6]",,Ground Pass,12.253979,,,,David Generelo Miranda,26043.0,,,,,,,1,From Goal Kick,David Cuéllar Tainta,26045.0,Left Wing,60,Gimnàstic Tarragona,1036,['e83b847e-483f-452f-bc07-aa04401a90ef'],55,,,,,,,,,,,,,,,,,,Gimnàstic Tarragona,1036,00:24:55.592,Pass,,2006/2007
,,,,,,,,,,,,,,,,0.866832,,,,,,,,,,,,,ab0f4fef-3af1-48aa-a4fd-928454c427ce,966,,"[76.9, 45.6]",68336,24,,,,-0.578223,,Right Foot,,,"[86.4, 39.4]",,Ground Pass,11.344161,,,,David Cuéllar Tainta,26045.0,,,,,,,1,From Goal Kick,David Generelo Miranda,26043.0,Center Defensive Midfield,60,Gimnàstic Tarragona,1036,['c65d5d41-34ad-457f-ac23-e0c4e5a84a2f'],56,,,,,,,,,,,,,,,,,,Gimnàstic Tarragona,1036,00:24:56.481,Pass,,2006/2007
,,,,,,,,,,,,,,,,0.601867,,,,,,,,,,,,,638ced7e-7f66-4b3d-965f-15c956697219,970,,"[33.2, 42.4]",68336,24,,,,-1.5053163,,Left Foot,,,"[33.6, 36.3]",,Ground Pass,6.1131005,,,,Anderson Luís de Souza,19757.0,,,,,,Recovery,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,61,Barcelona,217,['3fbee467-75e5-4c7f-a96b-f05f8ce4b0e9'],57,,,,,,,,,,,,,,,,,,Barcelona,217,00:24:57.629,Pass,,2006/2007
,,,,,,,,,,,,,,,,1.173597,,,,,,,,,,,,,00dc1ff2-174a-4bac-a2cd-d7090c788cca,973,,"[34.5, 30.4]",68336,24,,,,-2.0588293,,Right Foot,,,"[30.2, 22.3]",,Ground Pass,9.170606,,,,Giovanni van Bronckhorst,17797.0,,,,,,,1,Regular Play,Anderson Luís de Souza,19757.0,Left Center Midfield,61,Barcelona,217,['59d17bad-8b0b-45ed-acef-12155d4fbab0'],59,,,,,,,,,,,,,,,,,,Barcelona,217,00:24:59.222,Pass,,2006/2007
,,,,,,,,,,,,,,,,1.362563,,,,,,,,,,,,,3ce4de2a-7c63-43d5-830e-9e2c490413db,976,,"[30.9, 22.3]",68336,25,,,,2.0763774,,Left Foot,,,"[27.8, 27.9]",,Ground Pass,6.400781,,,,Carles Puyol i Saforcada,20125.0,,,,,,,1,Regular Play,Giovanni van Bronckhorst,17797.0,Left Back,61,Barcelona,217,['2c09969d-fdb3-4052-9af2-d4773c5e97d0'],0,,,,,,,,,,,,,,,,,,Barcelona,217,00:25:00.437,Pass,,2006/2007
,,,,,,,,,,,,,,,,1.341615,,,,,,,,,,,,,920b3576-f899-49e5-b69c-16ba36bc91d1,979,,"[25.0, 31.5]",68336,25,,,,1.6721429,,Left Foot,,,"[22.6, 55.1]",,Low Pass,23.72172,,,,Lilian Thuram,15071.0,,,,,,,1,Regular Play,Carles Puyol i Saforcada,20125.0,Left Center Back,61,Barcelona,217,['00bfeeda-ba9e-4c58-b93f-d9cd15f2562b'],2,,,,,,,,,,,,,,,,,,Barcelona,217,00:25:02.311,Pass,,2006/2007
,,,,,,,,,,,,,,,,0.976033,,,,,,,,,,,,,d93625f0-a628-4fa5-958a-a27438227222,982,,"[24.4, 57.9]",68336,25,,,,-0.30739748,,Right Foot,,,"[43.3, 51.9]",,Ground Pass,19.829523,,,,Xavier Hernández Creus,20131.0,,,,,,,1,Regular Play,Lilian Thuram,15071.0,Right Center Back,61,Barcelona,217,['608c4259-479b-4f98-8afd-cd50ac141262'],6,,,,,,,,,,,,,,,,,,Barcelona,217,00:25:06.274,Pass,,2006/2007
,,,,,,,,,,,,,,,,1.022648,,,,,,,,,,,,,8746214b-84d7-4017-84c3-44e982c53044,985,,"[44.5, 52.9]",68336,25,,,,-1.3045443,,Right Foot,,,"[46.6, 45.2]",,Ground Pass,7.981228,,,,Andrés Iniesta Luján,5216.0,,,,,,,1,Regular Play,Xavier Hernández Creus,20131.0,Right Center Midfield,61,Barcelona,217,['ecfff8b0-74aa-4114-9aab-a19ac8574d19'],10,,,,,,,,,,,,,,,,,,Barcelona,217,00:25:10.071,Pass,,2006/2007
,,,,,,,,,,,,,,,,0.778404,,,,,,,,,,,,,66017e81-12f7-4e5c-8b9f-43b057e22b8d,988,,"[53.7, 40.0]",68336,25,,,,-0.7419473,,Right Foot,,,"[65.7, 29.0]",,Ground Pass,16.27882,,,,Anderson Luís de Souza,19757.0,,,,,,,1,Regular Play,Andrés Iniesta Luján,5216.0,Center Defensive Midfield,61,Barcelona,217,['b30975e6-cfce-4531-8cdd-56db5af480ef'],12,,,,,,,,,,,,,,,,,,Barcelona,217,00:25:12.742,Pass,,2006/2007
,,,,,,,,,,,,,,,,1.269954,,,,,,,,,,,,,0cd76d44-20b2-4508-b7e2-8fc2adf3c715,991,,"[65.7, 29.0]",68336,25,,,,2.4625874,,Left Foot,,,"[60.0, 33.6]",,Ground Pass,7.324616,,,,Andrés Iniesta Luján,5216.0,,,,,,,1,Regular Play,Anderson Luís de Souza,19757.0,Left Center Midfield,61,Barcelona,217,['9a343c64-deab-4914-9e40-429cb45abe4e'],13,,,,,,,,,,,,,,,,,,Barcelona,217,00:25:13.561,Pass,,2006/2007
,,,,,,,,,,,,,,,,1.617938,,,,,,,,,,,,,25a72b47-aa01-41d7-a194-dd36c71fe0a5,994,,"[60.0, 33.6]",68336,25,,,,0.36850008,,Right Foot,,,"[80.2, 41.4]",,Ground Pass,21.653637,,,,Samuel Eto''o Fils,19298.0,,,,,,,1,Regular Play,Andrés Iniesta Luján,5216.0,Center Defensive Midfield,61,Barcelona,217,['1a9d5101-9e08-4278-980f-dfcdd002af6b'],15,,,,,,,,,,,,,,,,,,Barcelona,217,00:25:15.030,Pass,,2006/2007
,,,,,,,,,,,,,,,,2.275912,,,,,,,,,,,,,c6a71f75-1854-4184-9985-19fdc14aeba2,997,,"[81.2, 46.0]",68336,25,,,,0.33029735,,Right Foot,,,"[116.2, 58.0]",,Ground Pass,37.0,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,1,Regular Play,Samuel Eto''o Fils,19298.0,Center Forward,61,Barcelona,217,['c27d4e6a-c0ce-4e0e-a9c3-2f2f371117d6'],17,,,,,,,,,,,,,,,,,,Barcelona,217,00:25:17.756,Pass,,2006/2007
,,,,,,,,,,,,,,,,2.453069,,,,,,,,,,,,,229ddb3a-3a94-45cb-a8bf-1763363828c2,1001,,"[115.8, 57.7]",68336,25,,,,-1.7960731,,Left Foot,True,,"[108.1, 24.1]",,High Pass,34.471,,,,Ronaldo de Assis Moreira,25879.0,,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,61,Barcelona,217,"['4e217df3-15ab-45ba-b2fa-c48a01ae19c3', 'a17fe9c8-5c70-434a-92b1-e5891d824a6c']",22,,,,,,,,,,,,,,,,,,Barcelona,217,00:25:22.912,Pass,True,2006/2007
,,,,,,,,,,,,,,,,1.0754,,,,,,,,,,,,,d515ba47-5b95-47c9-8569-cb49bc4414ad,1004,,"[108.1, 24.1]",68336,25,,,,1.579887,,Other,,,"[108.0, 35.1]",,Low Pass,11.000455,,Incomplete,,Samuel Eto''o Fils,19298.0,,,,,,,1,Regular Play,Ronaldo de Assis Moreira,25879.0,Left Wing,61,Barcelona,217,"['a541632f-a2dc-43e3-9d0c-333c9a9a1ccb', 'd3123b1d-efe9-4c31-b57d-d451af14ca59']",25,,,,,,,,,,,,,,,,,,Barcelona,217,00:25:25.445,Pass,,2006/2007
