bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,0.963971,,,,,,,,,,,,,,f31ad102-6b69-4a83-9ebd-7aadfd7d83cd,1015,,"[52.0, 14.6]",266033,25,,,,1.2977877,,Right Foot,,,"[56.2, 29.6]",,Ground Pass,,15.576906,,,,Enzo Nicolás Pérez,5741.0,,,,,,1,Regular Play,Mario Suárez Mata,23488.0,Left Defensive Midfield,38,Valencia,207,['2a67bad6-af68-414f-ba03-a6c0d6dfd517'],54,,,,,,,,,,,,,,,,Valencia,207,00:25:54.628,Pass,,2016/2017
,,,,,,,,,,,,,,,,,1.649402,,,,,,,,,,,,,,b859416d-149c-44ff-ba0d-dd71cde8d065,1019,,"[55.6, 31.9]",266033,25,,,,2.2041512,,Right Foot,,,"[45.1, 46.2]",,Ground Pass,,17.740913,,,,Ezequiel Marcelo Garay,6891.0,,,,,,1,Regular Play,Enzo Nicolás Pérez,5741.0,Right Defensive Midfield,38,Valencia,207,"['495bb1ad-3b0a-498e-bfd5-d408be43a6f5', '594b8c91-c424-477e-8c70-bb0d6b68e6ff']",56,,,,,,,,,,,,,,,,Valencia,207,00:25:56.029,Pass,True,2016/2017
,,,,,,,,,,,,,,,,,1.7505,,,,,,,,,,,,,,0eda48fe-1234-4856-b63a-c0046ba13084,1023,,"[41.3, 54.2]",266033,25,,,,1.2329181,,Right Foot,,,"[49.1, 76.4]",,Ground Pass,,23.530405,,,,Martín Montoya Torralbo,6593.0,,,,,,1,Regular Play,Ezequiel Marcelo Garay,6891.0,Right Center Back,38,Valencia,207,"['b80f1256-3507-4ac9-b144-55cc8a665b6d', 'c9c117b3-99ba-4d08-a0c4-0ae237bd083d']",59,,,,,,,,,,,,,,,,Valencia,207,00:25:59.216,Pass,True,2016/2017
,,,,,,,,,,,,,,,,,1.417175,,,,,,,,,,,,,,41f0dbbc-0687-4f51-a446-4844b61a2558,1027,,"[48.4, 73.9]",266033,26,,,,0.42483217,,Right Foot,,,"[61.0, 79.6]",,Low Pass,,13.829317,,Out,,João Pedro Cavaco Cancelo,7005.0,,,,,,1,Regular Play,Martín Montoya Torralbo,6593.0,Right Back,38,Valencia,207,"['565220f9-f060-49f6-a2cb-8432d26e5a08', '6f7a90a1-d945-4d3a-bff9-fae168c91446']",1,,,,,,,,,,,,,,,,Valencia,207,00:26:01.007,Pass,True,2016/2017
,,,,,,,,,,,,,,,,,3.810584,,,,,,,,,,,,,,db08b317-e48a-4728-8fd4-c5823a9a1d23,1029,,"[51.3, 0.1]",266033,26,,,,2.722429,,,,,"[11.8, 17.7]",,Low Pass,,43.24361,,,,Marc-André ter Stegen,20055.0,,,,,Throw-in,1,From Throw In,Lucas Digne,6849.0,Left Back,39,Barcelona,217,['abb3fd13-042e-44ac-9b08-8611c1fc5b69'],7,,,,,,,,,,,,,,,,Barcelona,217,00:26:07.337,Pass,,2016/2017
,,,,,,,,,,,,,,,,,1.731855,,,,,,,,,,,,,,50fa124d-ec26-43b1-ac3c-db13298c6ac3,1032,,"[11.1, 21.7]",266033,26,,,,1.221081,,Right Foot,,,"[20.4, 47.2]",,Ground Pass,,27.142956,,,,Javier Alejandro Mascherano,5506.0,,,,,,1,From Throw In,Marc-André ter Stegen,20055.0,Goalkeeper,39,Barcelona,217,['f7cb0058-c1c6-4c15-b56a-5e9746e39d84'],12,,,,,,,,,,,,,,,,Barcelona,217,00:26:12.373,Pass,,2016/2017
,,,,,,,,,,,,,,,,,1.913391,,,,,,,,,,,,,,f22a8fce-1c92-4bc5-99e2-b7d2872b9cba,1035,,"[31.3, 53.3]",266033,26,,,,-1.3938777,,Right Foot,,,"[37.2, 20.3]",,Ground Pass,,33.523277,,,,Samuel Yves Umtiti,5492.0,,,,,,1,From Throw In,Javier Alejandro Mascherano,5506.0,Right Center Back,39,Barcelona,217,['91fcc943-acb2-4ad3-b611-cc7b59ff913b'],18,,,,,,,,,,,,,,,,Barcelona,217,00:26:18.071,Pass,,2016/2017
,,,,,,,,,,,,,,,,,0.751717,,,,,,,,,,,,,,abe37c76-bb15-43f3-b8b7-074c714cc146,1038,,"[39.7, 19.9]",266033,26,,,,-0.9132681,,Right Foot,,,"[51.9, 4.1]",,Ground Pass,,19.961964,,,,Lucas Digne,6849.0,,,,,,1,From Throw In,Samuel Yves Umtiti,5492.0,Left Center Back,39,Barcelona,217,['e922a9c8-f57c-4dea-ad0d-8471e16bfbd7'],21,,,,,,,,,,,,,,,,Barcelona,217,00:26:21.570,Pass,,2016/2017
,,,,,,,,,,,,,,,,,1.218465,,,,,,,,,,,,,,33c6eab6-a7b2-45a3-a75c-4de58d086c44,1041,,"[52.1, 4.3]",266033,26,,,,2.4498425,,Left Foot,,,"[42.2, 12.5]",,Ground Pass,,12.85496,,,,Samuel Yves Umtiti,5492.0,,,,,,1,From Throw In,Lucas Digne,6849.0,Left Back,39,Barcelona,217,['8f1bdc7b-abd7-49d6-81d2-d60017379bdc'],22,,,,,,,,,,,,,,,,Barcelona,217,00:26:22.360,Pass,,2016/2017
,,,,,,,,,,,,,,,,,1.887382,,,,,,,,,,,,,,73de47c5-72c1-4d22-a8da-5aa4a86fd4e6,1044,,"[42.0, 12.7]",266033,26,,,,1.5279183,,Left Foot,,,"[43.3, 43.0]",,Ground Pass,,30.327875,,,,Javier Alejandro Mascherano,5506.0,,,,,,1,From Throw In,Samuel Yves Umtiti,5492.0,Left Center Back,39,Barcelona,217,['6d7a140c-9cf5-4f74-9f16-6f90643175fe'],24,,,,,,,,,,,,,,,,Barcelona,217,00:26:24.533,Pass,,2016/2017
,,,,,,,,,,,,,,,,,1.460519,,,,,,,,,,,,,,8e4c9131-9bea-4889-a84e-213c7c5736d2,1047,,"[45.4, 45.9]",266033,26,,,,1.2372121,,Right Foot,,,"[55.9, 76.2]",,Ground Pass,,32.06774,,,,Sergi Roberto Carnicer,6379.0,,,,,,1,From Throw In,Javier Alejandro Mascherano,5506.0,Right Center Back,39,Barcelona,217,['a6ce4c9c-aaa2-4821-b4e8-e6eb277db2ea'],27,,,,,,,,,,,,,,,,Barcelona,217,00:26:27.680,Pass,,2016/2017
,,,,,,,,,,,,,,,,,2.612724,,,,,,,,,,,,,,75506068-9a7f-44aa-9b9f-441933c7a599,1050,,"[47.7, 73.7]",266033,26,,,,-2.5792255,,Right Foot,,,"[12.0, 51.2]",,Ground Pass,,42.198814,,,,Marc-André ter Stegen,20055.0,,,,,,1,From Throw In,Sergi Roberto Carnicer,6379.0,Right Back,39,Barcelona,217,['e28cfd8e-d7bf-4004-80c1-37e5ef113e35'],32,,,,,,,,,,,,,,,,Barcelona,217,00:26:32.273,Pass,,2016/2017
,,,,,,,,,,,,,,,,,1.324812,,,,,,,,,,,,,,c5f3369c-3a16-42e0-9e4b-ed40f238bebf,1054,,"[14.3, 46.3]",266033,26,,,,-1.1131366,,Right Foot,,,"[24.2, 26.2]",,Ground Pass,,22.405804,,,,Samuel Yves Umtiti,5492.0,,,,,,1,From Throw In,Marc-André ter Stegen,20055.0,Goalkeeper,39,Barcelona,217,['b82e5047-f0ec-4da0-bbee-77d5a431338b'],36,,,,,,,,,,,,,,,,Barcelona,217,00:26:36.044,Pass,,2016/2017
,,,,,,,,,,,,,,,,,1.278218,,,,,,,,,,,,,,4105cef3-d33d-4573-bc2c-c3d5a0045b8e,1057,,"[31.9, 25.7]",266033,26,,,,1.4662834,,Left Foot,,,"[34.9, 54.3]",,Ground Pass,,28.756912,,,,Javier Alejandro Mascherano,5506.0,,,,,,1,From Throw In,Samuel Yves Umtiti,5492.0,Left Center Back,39,Barcelona,217,['6cdc9c0f-6501-4296-93d5-d638af64f555'],41,,,,,,,,,,,,,,,,Barcelona,217,00:26:41.210,Pass,,2016/2017
,,,,,,,,,,,,,,,,,1.211097,,,,,,,,,,,,,,54ced13a-4352-4117-8cf3-f8f5b1f55183,1060,,"[42.4, 62.1]",266033,26,,,,0.66420025,,Right Foot,,,"[59.9, 75.8]",,Ground Pass,,22.22476,,,,Sergi Roberto Carnicer,6379.0,,,,,,1,From Throw In,Javier Alejandro Mascherano,5506.0,Right Center Back,39,Barcelona,217,['b81b9ae0-110a-4fed-b71a-dcdba2f78000'],44,,,,,,,,,,,,,,,,Barcelona,217,00:26:44.541,Pass,,2016/2017
,,,,,,,,,,,,,,,,,2.915048,,,,,,,,,,,,,,0fdd8dd4-effb-40c2-b314-0e36762491ef,1063,,"[59.9, 75.8]",266033,26,,,,-0.38954774,,Left Foot,,,"[97.9, 60.2]",,High Pass,,41.077488,,Pass Offside,,Luis Alberto Suárez Díaz,5246.0,,,,,,1,From Throw In,Sergi Roberto Carnicer,6379.0,Right Back,39,Barcelona,217,['542e9e0c-3c71-49cf-abbd-3165217f08dc'],45,,,,,,,,,,,,,,,,Barcelona,217,00:26:45.912,Pass,,2016/2017
,,,,,,,,,,,,,,,,,2.283197,,,,,,,,,,,,,,fc8275fe-fc05-4901-90c7-b972cd49800d,1066,,"[21.8, 22.8]",266033,27,True,,,-0.3705284,,Right Foot,,,"[61.7, 7.3]",,Low Pass,,42.804905,,,,Mario Suárez Mata,23488.0,,,,,Free Kick,1,From Free Kick,Diego Alves Carreira,25144.0,Goalkeeper,40,Valencia,207,['f95840ec-b08b-41a4-945f-147cee9a7d56'],40,,,,,,,,,,,,,,,,Valencia,207,00:27:40.043,Pass,,2016/2017
,,,,,,,,,,,,,,,,,2.612763,,,,,,,,,,,,,,12124e6e-302f-424d-a43f-d192b06c221e,1070,,"[74.7, 6.2]",266033,27,,,,1.0369021,,Right Foot,,,"[85.4, 24.3]",,Ground Pass,,21.026175,,Incomplete,,,,,,,,,1,From Free Kick,Mario Suárez Mata,23488.0,Left Defensive Midfield,40,Valencia,207,['f1c8b6c8-078d-4959-ad0d-36ed735aa125'],43,,,,,,,,,,,,,,,,Valencia,207,00:27:43.915,Pass,,2016/2017
,,,,,,,,,,,,,,,,,0.904785,,,,,,,,,,,,,,f1c8b6c8-078d-4959-ad0d-36ed735aa125,1071,,"[34.7, 55.8]",266033,27,,,,-1.0133075,,Left Foot,,,"[44.8, 39.6]",,Ground Pass,,19.090574,,,,Neymar da Silva Santos Junior,4320.0,,,,,Recovery,1,Regular Play,Samuel Yves Umtiti,5492.0,Left Center Back,41,Barcelona,217,"['12124e6e-302f-424d-a43f-d192b06c221e', '22365603-443a-440c-8472-091a1203646e']",46,,,,,,,,,,,,,,,,Barcelona,217,00:27:46.528,Pass,,2016/2017
,,,,,,,,,,,,,,,,,2.595212,,,,,,,,,,,,,,8e4f486b-84f0-47b6-b99b-e533ffea0a7a,1077,,"[41.6, 39.6]",266033,28,True,,,-1.2247143,,Right Foot,,,"[51.3, 12.7]",,Ground Pass,,28.595453,,,,Samuel Yves Umtiti,5492.0,,,,,Free Kick,1,From Free Kick,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,42,Barcelona,217,['28019d0a-ee2c-4904-8527-e0dc08a3eb55'],9,,,,,,,,,,,,,,,,Barcelona,217,00:28:09.217,Pass,,2016/2017
,,,,,,,,,,,,,,,,,1.397847,,,,,,,,,,,,,,ecf0bf91-16f1-49c3-8663-0df280cf8cc2,1079,,"[52.7, 12.9]",266033,28,,,,2.0113266,,Left Foot,,,"[39.5, 40.9]",,Ground Pass,,30.955452,,,,Sergio Busquets i Burgos,5203.0,,,,,,1,From Free Kick,Samuel Yves Umtiti,5492.0,Left Center Back,42,Barcelona,217,['03ba6d46-0471-456f-a8f7-f811c00116d0'],12,,,,,,,,,,,,,,,,Barcelona,217,00:28:12.518,Pass,,2016/2017
,,,,,,,,,,,,,,,,,2.319066,,,,,,,,,,,,,,a4a2f72a-6f9b-496d-8061-b922ff8c780a,1082,,"[47.1, 38.3]",266033,28,,,,-1.45339,,Right Foot,,,"[49.4, 18.8]",,Ground Pass,,19.635172,,,,Samuel Yves Umtiti,5492.0,,,,,,1,From Free Kick,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,42,Barcelona,217,['14a84b83-3532-4c97-9a1a-8ee6c34ec174'],16,,,,,,,,,,,,,,,,Barcelona,217,00:28:16.767,Pass,,2016/2017
,,,,,,,,,,,,,,,,,2.654237,,,,,,,,,,,,,,50ca19bd-75ec-4479-9add-5409b555298e,1085,,"[49.6, 19.0]",266033,28,,,,2.5158224,,Left Foot,,,"[24.0, 37.5]",,Ground Pass,,31.584965,,,,Marc-André ter Stegen,20055.0,,,,,,1,From Free Kick,Samuel Yves Umtiti,5492.0,Left Center Back,42,Barcelona,217,['30ec11bb-4fa8-41db-bdf6-76c19eef1433'],20,,,,,,,,,,,,,,,,Barcelona,217,00:28:20.976,Pass,,2016/2017
,,,,,,,,,,,,,,,,,1.493847,,,,,,,,,,,,,,77d90855-1c88-4440-8432-fbfad9b4879e,1088,,"[24.0, 37.5]",266033,28,,,,0.60228735,,Right Foot,,,"[36.8, 46.3]",,Ground Pass,,15.533191,,,,Sergio Busquets i Burgos,5203.0,,,,,,1,From Free Kick,Marc-André ter Stegen,20055.0,Goalkeeper,42,Barcelona,217,['b0e43763-d0fc-4260-9a61-ae2205bc36f5'],23,,,,,,,,,,,,,,,,Barcelona,217,00:28:23.669,Pass,,2016/2017
,,,,,,,,,,,,,,,,,1.706716,,,,,,,,,,,,,,5a8fbc45-38f2-4a58-a653-7cc4195235e6,1091,,"[37.2, 46.3]",266033,28,,,,-1.662538,,Right Foot,,,"[34.9, 21.3]",,Ground Pass,,25.105577,,,,Samuel Yves Umtiti,5492.0,,,,,,1,From Free Kick,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,42,Barcelona,217,['b7abe535-154b-4926-90ed-6679447185e2'],26,,,,,,,,,,,,,,,,Barcelona,217,00:28:26.507,Pass,,2016/2017
,,,,,,,,,,,,,,,,,1.754378,,,,,,,,,,,,,,49a9f19e-b69a-4746-ba92-f1517dc79853,1094,,"[42.9, 18.2]",266033,28,,,,1.8251644,,Left Foot,,,"[36.4, 43.2]",,Ground Pass,,25.831182,,,,Sergio Busquets i Burgos,5203.0,,,,,,1,From Free Kick,Samuel Yves Umtiti,5492.0,Left Center Back,42,Barcelona,217,['35226b4a-4552-4a67-a52c-235488951d04'],32,,,,,,,,,,,,,,,,Barcelona,217,00:28:32.558,Pass,,2016/2017
,,,,,,,,,,,,,,,,,1.404311,,,,,,,,,,,,,,bdda6e15-6123-412c-9fa8-307070f01f4d,1097,,"[36.4, 43.2]",266033,28,,,,1.1636035,,Right Foot,,,"[47.7, 69.4]",,Ground Pass,,28.532963,,,,Javier Alejandro Mascherano,5506.0,,,,,,1,From Free Kick,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,42,Barcelona,217,['afad266f-ecab-42af-be91-120802ce530c'],36,,,,,,,,,,,,,,,,Barcelona,217,00:28:36.014,Pass,,2016/2017
,,,,,,,,,,,,,,,,,0.851328,,,,,,,,,,,,,,6e9f8ee7-dc1d-4009-916a-cd81808bf46f,1100,,"[50.9, 77.0]",266033,28,,,,0.038815446,,Right Foot,,,"[61.2, 77.4]",,Ground Pass,,10.307764,,,,Sergi Roberto Carnicer,6379.0,,,,,,1,From Free Kick,Javier Alejandro Mascherano,5506.0,Right Center Back,42,Barcelona,217,['d89f9c1c-5dc4-451b-8d9a-87269de1d0c6'],38,,,,,,,,,,,,,,,,Barcelona,217,00:28:38.947,Pass,,2016/2017
,,,,,,,,,,,,,,,,,0.993125,,,,,,,,,,,,,,62342cdd-75d4-4ee4-abe6-6b4c1b752f7d,1103,,"[61.2, 77.4]",266033,28,,,,-3.0492632,,Right Foot,,,"[50.4, 76.4]",,Ground Pass,,10.846197,,,,Javier Alejandro Mascherano,5506.0,,,,,,1,From Free Kick,Sergi Roberto Carnicer,6379.0,Right Back,42,Barcelona,217,['a0025a46-8377-415a-b809-1cfc870f555a'],40,,,,,,,,,,,,,,,,Barcelona,217,00:28:40.071,Pass,,2016/2017
,,,,,,,,,,,,,,,,,1.089278,,,,,,,,,,,,,,276df210-1472-4ab6-b405-fd11697b9417,1107,,"[49.8, 75.1]",266033,28,,,,-1.515806,,Right Foot,,,"[50.4, 64.2]",,Ground Pass,,10.916501,,,,Ivan Rakitić,5470.0,,,,,,1,From Free Kick,Javier Alejandro Mascherano,5506.0,Right Center Back,42,Barcelona,217,"['4b98a6f6-72a4-4a29-b11e-6e62c677235b', '5d475f6a-3901-41c2-80c5-be60e74a32e7']",44,,,,,,,,,,,,,,,,Barcelona,217,00:28:44.197,Pass,True,2016/2017
,,,,,,,,,,,,,,,,,1.774519,,,,,,,,,,,,,,74fadbff-4655-43b7-aaad-1e5c7b32340e,1110,,"[54.0, 59.2]",266033,28,,,,-1.4943328,,Right Foot,,,"[55.9, 34.4]",,Ground Pass,,24.872675,,,,André Filipe Tavares Gomes,10802.0,,,,,,1,From Free Kick,Ivan Rakitić,5470.0,Left Center Midfield,42,Barcelona,217,['cd637393-6c53-4ca2-aacf-6afaa0105cd0'],46,,,,,,,,,,,,,,,,Barcelona,217,00:28:46.338,Pass,,2016/2017
,,,,,,,,,,,,,,,,,0.74656,,,,,,,,,,,,,,e94fa35c-8b8c-457e-b105-44e63ad4707b,1113,,"[56.1, 34.1]",266033,28,,,,-0.29446205,,Right Foot,,,"[68.3, 30.4]",,Ground Pass,,12.748726,,,,Neymar da Silva Santos Junior,4320.0,,,,,,1,From Free Kick,André Filipe Tavares Gomes,10802.0,Right Center Midfield,42,Barcelona,217,['ebb8c9f6-8508-438e-bff4-6cdfc1b13ecf'],49,,,,,,,,,,,,,,,,Barcelona,217,00:28:49.042,Pass,,2016/2017
,,,,,,,,,,,,,,,,,1.390374,,,,,,,,,,,,,,dad95fa6-3751-4551-9b33-ef9d8ac8050b,1116,,"[70.6, 43.0]",266033,28,,,,1.4597993,,Right Foot,,,"[74.2, 75.3]",,Ground Pass,,32.5,,,,Sergi Roberto Carnicer,6379.0,,,,,,1,From Free Kick,Neymar da Silva Santos Junior,4320.0,Left Wing,42,Barcelona,217,['9f728a3b-278a-4584-b0ed-1da67ea0a07b'],53,,,,,,,,,,,,,,,,Barcelona,217,00:28:53.741,Pass,,2016/2017
,,,,,,,,,,,,,,,,,0.876735,,,,,,,,,,,,,,3048bc19-b8b9-415c-ab87-46f1f51f56f8,1119,,"[74.2, 75.3]",266033,28,,,,-2.407245,,Right Foot,,,"[67.0, 68.8]",,Ground Pass,,9.7,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,From Free Kick,Sergi Roberto Carnicer,6379.0,Right Back,42,Barcelona,217,['c241bcf8-e35a-4d73-b83c-0b5dfa4b8d1f'],56,,,,,,,,,,,,,,,,Barcelona,217,00:28:56.874,Pass,,2016/2017
,,,,,,,,,,,,,,,,,1.293327,,,,,,,,,,,,,,e6839b77-c96d-4816-844c-2012b51db186,1122,,"[67.0, 68.8]",266033,28,,,,-2.1945732,,Right Foot,,,"[59.3, 58.1]",,Ground Pass,,13.182564,,,,Javier Alejandro Mascherano,5506.0,,,,,,1,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,42,Barcelona,217,['c1c25edc-329d-4b26-beef-4d2c3c9b5e86'],59,,,,,,,,,,,,,,,,Barcelona,217,00:28:59.658,Pass,,2016/2017
,,,,,,,,,,,,,,,,,1.947,,,,,,,,,,,,,,5f5b28aa-1b7b-4809-955b-dba4cfc1a7cf,1125,,"[59.3, 58.1]",266033,29,,,,-1.6332152,,Right Foot,,,"[56.7, 16.5]",,Ground Pass,,41.68117,,,,Samuel Yves Umtiti,5492.0,,True,,,,1,From Free Kick,Javier Alejandro Mascherano,5506.0,Right Center Back,42,Barcelona,217,['d8815bcb-1bda-46f9-aa65-50cd2013a03a'],3,,,,,,,,,,,,,,,,Barcelona,217,00:29:03.482,Pass,,2016/2017
,,,,,,,,,,,,,,,,,1.045166,,,,,,,,,,,,,,3dffd672-81f8-455b-93d0-b9884dacd377,1128,,"[59.1, 17.1]",266033,29,,,,1.8514252,,Left Foot,,,"[54.2, 34.1]",,Ground Pass,,17.69209,,,,Sergio Busquets i Burgos,5203.0,,,,,,1,From Free Kick,Samuel Yves Umtiti,5492.0,Left Center Back,42,Barcelona,217,['771cc117-2b9c-4075-823d-c306120e6ffa'],7,,,,,,,,,,,,,,,,Barcelona,217,00:29:07.908,Pass,,2016/2017
,,,,,,,,,,,,,,,,,0.910994,,,,,,,,,,,,,,1865f384-9242-4c4a-9494-557ee4eb524a,1131,,"[54.2, 34.1]",266033,29,,,,-1.4437072,,Right Foot,,,"[56.5, 16.1]",,Ground Pass,,18.146349,,,,Samuel Yves Umtiti,5492.0,,,,,,1,From Free Kick,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,42,Barcelona,217,['7d9bfb57-4ef5-448f-bf83-1d0853e7d6b1'],11,,,,,,,,,,,,,,,,Barcelona,217,00:29:11.329,Pass,,2016/2017
,,,,,,,,,,,,,,,,,0.882839,,,,,,,,,,,,,,baec9c2d-c1e4-4ae1-9661-f5284f122abf,1134,,"[56.5, 16.1]",266033,29,,,,0.198644,,Left Foot,,,"[71.9, 19.2]",,Ground Pass,,15.708915,,,,Neymar da Silva Santos Junior,4320.0,,,,,,1,From Free Kick,Samuel Yves Umtiti,5492.0,Left Center Back,42,Barcelona,217,['ef27c02e-0dd7-4559-b1ce-6610fc4089a8'],13,,,,,,,,,,,,,,,,Barcelona,217,00:29:13.458,Pass,,2016/2017
,,,,,,,,,,,,,,,,,0.609854,,,,,,,,,,,,,,446e3879-0277-46b1-99eb-6ac61403b23b,1137,,"[71.9, 19.2]",266033,29,,,,2.138334,,Right Foot,,,"[66.8, 27.2]",,Ground Pass,,9.48736,,,,André Filipe Tavares Gomes,10802.0,,,,,,1,From Free Kick,Neymar da Silva Santos Junior,4320.0,Left Wing,42,Barcelona,217,['859f43fc-81f7-4603-8ce5-6eb05ef6eafd'],14,,,,,,,,,,,,,,,,Barcelona,217,00:29:14.429,Pass,,2016/2017
,,,,,,,,,,,,,,,,,1.448326,,,,,,,,,,,,,,5f4211c0-280a-494b-bf31-163f0afa2fe8,1140,,"[66.8, 27.2]",266033,29,,,,2.7255282,,Right Foot,,,"[49.6, 34.8]",,Ground Pass,,18.804255,,,,Sergio Busquets i Burgos,5203.0,,,,,,1,From Free Kick,André Filipe Tavares Gomes,10802.0,Right Center Midfield,42,Barcelona,217,['d3707ddb-e805-472e-ad35-f0a7040a98bf'],15,,,,,,,,,,,,,,,,Barcelona,217,00:29:15.568,Pass,,2016/2017
,,,,,,,,,,,,,,,,,1.091891,,,,,,,,,,,,,,f293d22b-33aa-4b05-a84e-8abab624d998,1143,,"[49.6, 34.8]",266033,29,,,,1.4274023,,Right Foot,,,"[52.3, 53.5]",,Ground Pass,,18.893915,,,,Javier Alejandro Mascherano,5506.0,,,,,,1,From Free Kick,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,42,Barcelona,217,['6cb8bbdb-94f1-4f55-ad99-8a3e79365a6f'],17,,,,,,,,,,,,,,,,Barcelona,217,00:29:17.535,Pass,,2016/2017
,,,,,,,,,,,,,,,,,1.452065,,,,,,,,,,,,,,147d4e91-3ba6-45c4-b615-67069bfa5ffb,1146,,"[52.3, 53.5]",266033,29,,,,0.87297845,,Right Foot,,,"[71.0, 75.8]",,Ground Pass,,29.10292,,,,Sergi Roberto Carnicer,6379.0,,,,,,1,From Free Kick,Javier Alejandro Mascherano,5506.0,Right Center Back,42,Barcelona,217,['ed28409c-6edd-4d19-a4f2-ed31bbda6d73'],19,,,,,,,,,,,,,,,,Barcelona,217,00:29:19.501,Pass,,2016/2017
,,,,,,,,,,,,,,,,,1.531802,,,,,,,,,,,,,,d1e18cd0-a5d2-4c71-a3de-6bf6fd52fe69,1149,,"[71.0, 75.8]",266033,29,,,,-1.8653427,,Right Foot,,,"[68.3, 66.9]",,Ground Pass,,9.300538,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,From Free Kick,Sergi Roberto Carnicer,6379.0,Right Back,42,Barcelona,217,['4923970b-5d49-431b-9dd2-f348ddeb2e47'],22,,,,,,,,,,,,,,,,Barcelona,217,00:29:22.111,Pass,,2016/2017
,,,,,,,,,,,,,,,,,0.563998,,,,,,,,,,,,,,faf4beb8-902e-4fe2-a0d7-4aeb5f78e195,1157,,"[63.7, 50.3]",266033,29,,,,2.4178448,,Left Foot,,,"[55.1, 57.9]",,Ground Pass,,11.4769335,,,,Javier Alejandro Mascherano,5506.0,,,,,,1,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,42,Barcelona,217,"['545c3f74-8d59-4c99-b6c0-a61c645a02f8', '627925ab-56b6-4e63-9cae-6d7da107f7cd']",29,,,,,,,,,,,,,,,,Barcelona,217,00:29:29.291,Pass,True,2016/2017
,,,,,,,,,,,,,,,,,1.310621,,,,,,,,,,,,,,216c6310-f2af-4745-9dc8-711629923aea,1160,,"[55.3, 58.1]",266033,29,,,,0.90602183,,Right Foot,,,"[69.8, 76.6]",,Ground Pass,,23.505318,,,,Sergi Roberto Carnicer,6379.0,,,,,,1,From Free Kick,Javier Alejandro Mascherano,5506.0,Right Center Back,42,Barcelona,217,['015b841a-1b6e-44e4-a019-6e3c47d99ba8'],31,,,,,,,,,,,,,,,,Barcelona,217,00:29:31.012,Pass,,2016/2017
,,,,,,,,,,,,,,,,,1.095876,,,,,,,,,,,,,,ea516efa-26b9-45f7-9134-ca45e42c6df1,1166,,"[73.1, 80.0]",266033,29,,,,-1.4377291,,,,,"[74.8, 67.3]",,Low Pass,,12.813274,,,,Luis Alberto Suárez Díaz,5246.0,,,,,Throw-in,1,From Throw In,Sergi Roberto Carnicer,6379.0,Right Back,43,Barcelona,217,['fd9993a6-7ae8-40d6-b9a9-c39415bacaa7'],41,,,,,,,,,,,,,,,,Barcelona,217,00:29:41.159,Pass,,2016/2017
,,,,,,,,,,,,,,,,,3.50543,,,,,,,,,,,,,,54ac96ee-d8b8-4117-ab4c-aead8bbd97d7,1170,,"[66.0, 73.9]",266033,29,,,,-2.590421,,Left Foot,,,"[19.8, 45.5]",,High Pass,,54.230988,,,,Marc-André ter Stegen,20055.0,,,,,,1,From Throw In,Luis Alberto Suárez Díaz,5246.0,Center Forward,43,Barcelona,217,"['ba7ee3cf-493c-4ae9-8a66-9a75cd90f0e2', 'bda2c34a-bff3-49de-8982-fd36e0cdf905']",44,,,,,,,,,,,,,,,,Barcelona,217,00:29:44.152,Pass,True,2016/2017
