50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,8a9d0cbb-179f-4ba1-bd0a-c369bc0c0902,1,,,9794,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Barcelona,217,,0,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 20055, 'name': 'Marc-André ter Stegen'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 6379, 'name': 'Sergi Roberto Carnicer'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 20}, {'player': {'id': 6196, 'name': 'Yerry Fernando Mina González'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 24}, {'player': {'id': 6849, 'name': 'Lucas Digne'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 19}, {'player': {'id': 5211, 'name': 'Jordi Alba Ramos'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 18}, {'player': {'id': 5470, 'name': 'Ivan Rakitić'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 5203, 'name': 'Sergio Busquets i Burgos'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 6402, 'name': 'Francisco Alcácer García'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 17}, {'player': {'id': 3501, 'name': 'Philippe Coutinho Correia'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 14}, {'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 10}, {'player': {'id': 5246, 'name': 'Luis Alberto Suárez Díaz'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 9}]}",Barcelona,217,00:00:00.000,Starting XI,,2017/2018
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,18be6738-c0a2-46b0-be53-8b4ae8cdd8e3,2,,,9794,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Barcelona,217,,0,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 6625, 'name': 'Vicente Guaita Panadero'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 6627, 'name': 'Damián Nicolás Suárez Suárez'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 22}, {'player': {'id': 6634, 'name': 'Djené Dakonam Ortega'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 2}, {'player': {'id': 6872, 'name': 'Bruno González Cabrera'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 6619, 'name': 'Vitorino Gabriel Pacheco Antunes'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 6863, 'name': 'Mauro Wilney Arambarri Rosa'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 18}, {'player': {'id': 5724, 'name': 'Fayçal Fajr'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 21}, {'player': {'id': 6873, 'name': 'Francisco Portillo Soler'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 12}, {'player': {'id': 6621, 'name': 'Amath Ndiaye'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 23}, {'player': {'id': 5693, 'name': 'Gaku Shibasaki'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 10}, {'player': {'id': 6611, 'name': 'Ángel Luis Rodríguez Díaz'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 9}]}",Getafe,216,00:00:00.000,Starting XI,,2017/2018
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,a77a4e91-659f-49f0-a72c-f2836dde8cbf,3,,,9794,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Barcelona,217,['b5d73db8-7309-470c-a0a8-0c9e544e5106'],0,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.000,Half Start,,2017/2018
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,b5d73db8-7309-470c-a0a8-0c9e544e5106,4,,,9794,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Barcelona,217,['a77a4e91-659f-49f0-a72c-f2836dde8cbf'],0,,,,,,,,,,,,,,,,Getafe,216,00:00:00.000,Half Start,,2017/2018
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,f1380779-2687-4a76-aae5-46b05e981f1b,1960,,,9794,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Keeper,,,,73,Barcelona,217,['f7eb589b-f6f1-40e0-9f27-b5a07ace28de'],0,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.000,Half Start,,2017/2018
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,f7eb589b-f6f1-40e0-9f27-b5a07ace28de,1961,,,9794,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Keeper,,,,73,Barcelona,217,['f1380779-2687-4a76-aae5-46b05e981f1b'],0,,,,,,,,,,,,,,,,Getafe,216,00:00:00.000,Half Start,,2017/2018
,,,,,,,,,,,,,,,,,0.610649,,,,,,,,,,,,33f7cab3-7ebe-42b3-bae2-d1f04e0c3e1f,5,,"[61.0, 40.1]",9794,0,,True,,,1.1964628,,Right Foot,,,"[62.1, 42.9]",Ground Pass,,3.0083218,,,,Ángel Luis Rodríguez Díaz,6611.0,,,,,,Kick Off,1,From Kick Off,Gaku Shibasaki,5693.0,Right Center Forward,2,Getafe,216,['12f78096-a0a2-4949-805d-4cf28cb5bb5b'],1,,,,,,,,,,,,,,,,Getafe,216,00:00:01.227,Pass,,2017/2018
,,,,,,,,,,,,,,,,,1.491151,,,,,,,,,,,,280a8a7d-bcbe-4703-8400-a8dbf196e154,7,,"[60.6, 41.5]",9794,0,,,,,-2.4084883,,Right Foot,,,"[41.5, 24.3]",Ground Pass,,25.703114,,,,Bruno González Cabrera,6872.0,,,,,,,1,From Kick Off,Ángel Luis Rodríguez Díaz,6611.0,Left Center Forward,2,Getafe,216,['537aa96f-a695-49cb-a3d1-254b52d5910f'],2,,,,,,,,,,,,,,,,Getafe,216,00:00:02.209,Pass,,2017/2018
,,,,,,,,,,,,,,,,,1.361139,,,,,,,,,,,,c358452e-63b1-452c-a776-317bc926429e,10,,"[41.3, 23.1]",9794,0,,,,,-1.3858827,,Right Foot,,,"[43.9, 9.2]",Ground Pass,,14.141075,,,,Vitorino Gabriel Pacheco Antunes,6619.0,,,,,,,1,From Kick Off,Bruno González Cabrera,6872.0,Left Center Back,2,Getafe,216,['09b46adc-c2d9-4a72-8839-d36b7c0e2bd8'],4,,,,,,,,,,,,,,,,Getafe,216,00:00:04.469,Pass,,2017/2018
,,,,,,,,,,,,,,,,,2.422312,,,,,,,,,,,,0b54c349-4dc7-4c7c-8b5d-dc2ff3c8d8f9,13,,"[44.5, 8.1]",9794,0,,,,,0.18900023,,Left Foot,,,"[85.8, 16.0]",High Pass,,42.048782,,Incomplete,,,,,,,,,,1,From Kick Off,Vitorino Gabriel Pacheco Antunes,6619.0,Left Back,2,Getafe,216,['6efa2edd-37dd-4cc8-810c-f665e7dc94e4'],7,,,,,,,,,,,,,,,,Getafe,216,00:00:07.498,Pass,,2017/2018
