50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,1.329787,,,,,,,,,,,,6efa2edd-37dd-4cc8-810c-f665e7dc94e4,14,,"[34.3, 64.1]",9794,0,,,,True,0.4274643,,,,,"[43.3, 68.2]",High Pass,,9.889894,,Incomplete,,,,,,,,,Recovery,1,From Kick Off,Yerry Fernando Mina González,6196.0,Right Center Back,2,Getafe,216,"['068e17a8-87b2-45ae-8134-33bb5c4b3ef4', '0b54c349-4dc7-4c7c-8b5d-dc2ff3c8d8f9', 'c7155e21-f7e7-4c19-8ce4-a47cb6ec44a8']",9,,,,,,,,,,,,,,,,Barcelona,217,00:00:09.920,Pass,True,2017/2018
,,,,,,,,,,,,,,,,,1.289742,,,,,,,,,,,,c7155e21-f7e7-4c19-8ce4-a47cb6ec44a8,16,,"[76.8, 11.9]",9794,0,,,,,0.1065136,,Head,,,"[92.7, 13.6]",High Pass,,15.9906225,,Pass Offside,,Ángel Luis Rodríguez Díaz,6611.0,,,,,,Recovery,1,From Kick Off,Amath Ndiaye,6621.0,Left Midfield,2,Getafe,216,"['6efa2edd-37dd-4cc8-810c-f665e7dc94e4', 'd524fe42-f552-456c-8570-b5e54607814a']",11,,,,,,,,,,,,,,,,Getafe,216,00:00:11.250,Pass,,2017/2018
,,,,,,,,,,,,,,,,,2.091192,,,,,,,,,,,,4f5a7cc5-a9e5-4dbe-85ef-b19886d04751,18,,"[29.2, 69.2]",9794,0,,,,,-2.1977174,,Right Foot,,,"[10.8, 43.8]",Ground Pass,,31.364311,,,,Marc-André ter Stegen,20055.0,,,,,,Free Kick,1,From Free Kick,Yerry Fernando Mina González,6196.0,Right Center Back,3,Barcelona,217,['5a82a23f-0add-4eef-851e-288032a0db06'],22,,,,,,,,,,,,,,,,Barcelona,217,00:00:22.461,Pass,,2017/2018
,,,,,,,,,,,,,,,,,1.629766,,,,,,,,,,,,d564f0e9-aaf9-46c9-953a-5eff20d7e5a7,21,,"[10.8, 43.8]",9794,0,,,,,-1.3789696,,Right Foot,,,"[15.5, 19.6]",Ground Pass,,24.65218,,,,Lucas Digne,6849.0,,,,,,,1,From Free Kick,Marc-André ter Stegen,20055.0,Goalkeeper,3,Barcelona,217,['46b0811d-ddf0-4df4-bc31-d812e2c4a5e5'],24,,,,,,,,,,,,,,,,Barcelona,217,00:00:24.564,Pass,,2017/2018
,,,,,,,,,,,,,,,,,0.727781,,,,,,,,,,,,74ca05b9-babf-42a0-bf74-47f53e411d12,25,,"[21.2, 5.7]",9794,0,,,,,-0.43424433,,Left Foot,,,"[28.1, 2.5]",Ground Pass,,7.605919,,,,Jordi Alba Ramos,5211.0,,,,,,,1,From Free Kick,Lucas Digne,6849.0,Left Center Back,3,Barcelona,217,"['9f48a4fd-1ee9-4cf1-aef4-b41e0374b91c', 'ea619c17-8153-4634-814a-5e35ba3c1b73']",28,,,,,,,,,,,,,,,,Barcelona,217,00:00:28.681,Pass,True,2017/2018
,,,,,,,,,,,,,,,,,1.302461,,,,,,,,,,,,0b4daa74-9c71-4f9f-92f6-900077759f84,29,,"[29.6, 2.1]",9794,0,,,,,3.0330467,,Left Foot,,,"[14.0, 3.8]",Ground Pass,,15.692355,,,,Lucas Digne,6849.0,,,,,,,1,From Free Kick,Jordi Alba Ramos,5211.0,Left Back,3,Barcelona,217,['8b42a36f-c9dc-49ec-9601-9913807d7404'],30,,,,,,,,,,,,,,,,Barcelona,217,00:00:30.396,Pass,,2017/2018
,,,,,,,,,,,,,,,,,1.554958,,,,,,,,,,,,31bd57ef-b4e7-4751-9d33-4f7f7c6901bd,32,,"[13.3, 5.1]",9794,0,,,,,2.0717075,,Left Foot,,,"[3.5, 23.0]",Ground Pass,,20.407106,,,,Marc-André ter Stegen,20055.0,,,,,,,1,From Free Kick,Lucas Digne,6849.0,Left Center Back,3,Barcelona,217,['f04ee595-7aef-4fa7-8cd2-844049c51198'],32,,,,,,,,,,,,,,,,Barcelona,217,00:00:32.546,Pass,,2017/2018
,,,,,,,,,,,,,,,,,0.819306,,,,,,,,,,,,40f49564-159b-477b-9180-0cc5ee3bf8e4,39,,"[3.9, 22.6]",9794,0,,,,,-1.4163476,,Right Foot,,,"[6.5, 5.9]",Ground Pass,,16.901184,,,,Lucas Digne,6849.0,,,,,,,1,From Free Kick,Marc-André ter Stegen,20055.0,Goalkeeper,3,Barcelona,217,['353d31f3-2675-4d73-8dba-b99e52881920'],36,,,,,,,,,,,,,,,,Barcelona,217,00:00:36.920,Pass,,2017/2018
,,,,,,,,,,,,,,,,,0.639939,,,,,,,,,,,,70fa120c-b418-42b4-aaae-a0b310915f4e,42,,"[6.5, 5.9]",9794,0,,,,,-0.4457123,,Left Foot,,,"[15.5, 1.6]",Ground Pass,,9.974467,,,,Jordi Alba Ramos,5211.0,,,,,,,1,From Free Kick,Lucas Digne,6849.0,Left Center Back,3,Barcelona,217,['35f126b3-bd88-4716-a255-903919ae3259'],38,,,,,,,,,,,,,,,,Barcelona,217,00:00:38.681,Pass,,2017/2018
,,,,,,,,,,,,,,,,,0.82034,,,,,,,,,,,,76659c1e-1ee0-4d53-a293-a3731d75530b,46,,"[13.5, 2.1]",9794,0,,,,,1.1119796,,Left Foot,,,"[17.6, 10.4]",Ground Pass,,9.257429,,,,Sergio Busquets i Burgos,5203.0,,,,,,,1,From Free Kick,Jordi Alba Ramos,5211.0,Left Back,3,Barcelona,217,"['2deae8f7-a1c8-41c6-a3d1-ec2926f0f6e0', 'c69be030-028a-4a93-9b45-7db445711311']",40,,,,,,,,,,,,,,,,Barcelona,217,00:00:40.088,Pass,True,2017/2018
,,,,,,,,,,,,,,,,,1.649261,,,,,,,,,,,,f29487cc-b19b-4ea5-8aa8-3525a91d9af9,52,,"[18.5, 9.6]",9794,0,,True,,,1.3486174,,Right Foot,,,"[32.8, 72.9]",Ground Pass,,64.89515,,,,Yerry Fernando Mina González,6196.0,,,True,,,Free Kick,1,From Free Kick,Marc-André ter Stegen,20055.0,Goalkeeper,4,Barcelona,217,['ca15395e-d088-436f-b8e0-e5c52a83350b'],56,,,,,,,,,,,,,,,,Barcelona,217,00:00:56.993,Pass,,2017/2018
,,,,,,,,,,,,,,,,,0.602641,,,,,,,,,,,,078d3db1-7414-4291-a87e-82aef22ffd6c,54,,"[35.1, 68.0]",9794,0,,,,,-0.91252834,,Right Foot,,,"[40.9, 60.5]",Ground Pass,,9.481033,,,,Ivan Rakitić,5470.0,,,,,,,1,From Free Kick,Yerry Fernando Mina González,6196.0,Right Center Back,4,Barcelona,217,['961f3f60-b8bd-45dd-a24a-d524bc20a257'],59,,,,,,,,,,,,,,,,Barcelona,217,00:00:59.646,Pass,,2017/2018
,,,,,,,,,,,,,,,,,1.067812,,,,,,,,,,,,b891250a-bbfc-44e5-83e4-feed8e22eaa6,58,,"[38.6, 60.0]",9794,1,,,,,-2.2701132,,Left Foot,,,"[29.6, 49.3]",Ground Pass,,13.981773,,,,Sergio Busquets i Burgos,5203.0,,,,,,,1,From Free Kick,Ivan Rakitić,5470.0,Right Defensive Midfield,4,Barcelona,217,"['2ea712a1-158f-4314-9473-63ba9a20a330', 'b9176af5-cd11-4552-85fb-8b7aafa1288b']",1,,,,,,,,,,,,,,,,Barcelona,217,00:01:01.428,Pass,True,2017/2018
,,,,,,,,,,,,,,,,,1.48563,,,,,,,,,,,,20d237f5-8b96-4ae7-bfde-bf11b75a5c93,61,,"[29.6, 49.3]",9794,1,,,,,-1.5546687,,Right Foot,,,"[30.2, 12.1]",Ground Pass,,37.204838,,,,Lucas Digne,6849.0,,,,,,,1,From Free Kick,Sergio Busquets i Burgos,5203.0,Left Defensive Midfield,4,Barcelona,217,['8fcefe39-706e-4552-a950-cfb6535f5e17'],3,,,,,,,,,,,,,,,,Barcelona,217,00:01:03.222,Pass,,2017/2018
,,,,,,,,,,,,,,,,,1.03549,,,,,,,,,,,,f13acb27-d5fa-469f-9158-2863eddf0966,64,,"[43.3, 12.1]",9794,1,,,,,1.3205173,,Left Foot,,,"[46.7, 25.4]",Ground Pass,,13.727709,,,,Ivan Rakitić,5470.0,,,,,,,1,From Free Kick,Lucas Digne,6849.0,Left Center Back,4,Barcelona,217,['4a1ca163-77ea-459c-b64b-a4c1d34c4f33'],7,,,,,,,,,,,,,,,,Barcelona,217,00:01:07.059,Pass,,2017/2018
,,,,,,,,,,,,,,,,,1.760649,,,,,,,,,,,,3896a3c0-752d-4a83-915e-d93244f885cd,68,,"[48.2, 26.0]",9794,1,,,,,-0.9462988,,Right Foot,,,"[64.2, 3.8]",Ground Pass,,27.36494,,,,Jordi Alba Ramos,5211.0,,,,,,,1,From Free Kick,Ivan Rakitić,5470.0,Right Defensive Midfield,4,Barcelona,217,"['7976e4e3-341f-467e-af31-2a1c982f0ef7', 'df631481-720e-43d5-a4ab-adffae88700a']",9,,,,,,,,,,,,,,,,Barcelona,217,00:01:09.040,Pass,True,2017/2018
,,,,,,,,,,,,,,,,,0.856309,,,,,,,,,,,,7036f130-3b75-4605-9fd6-c8e1b667e523,71,,"[70.2, 9.8]",9794,1,,,,,-1.6485612,,Left Foot,,,"[69.6, 2.1]",Ground Pass,,7.7233415,,,,Philippe Coutinho Correia,3501.0,,,,,,,1,From Free Kick,Jordi Alba Ramos,5211.0,Left Back,4,Barcelona,217,['57d7cbc3-c48b-4ad0-b1f7-5936c3ec72b4'],14,,,,,,,,,,,,,,,,Barcelona,217,00:01:14.089,Pass,,2017/2018
,,,,,,,,,,,,,,,,,1.513816,,,,,,,,,,,,9f829199-7459-4912-9391-68f9c066be5c,74,,"[65.3, 2.7]",9794,1,,,,,2.9081647,,Right Foot,,,"[51.0, 6.1]",Ground Pass,,14.698639,,,,Lucas Digne,6849.0,,,,,,,1,From Free Kick,Philippe Coutinho Correia,3501.0,Left Midfield,4,Barcelona,217,['7f4700d8-bb53-4d96-a285-222f34dfd149'],16,,,,,,,,,,,,,,,,Barcelona,217,00:01:16.354,Pass,,2017/2018
,,,,,,,,,,,,,,,,,0.857092,,,,,,,,,,,,8b34df8b-2543-4d6f-b2b7-621e34cd6e36,78,,"[50.1, 4.2]",9794,1,,,,,-0.15895297,,Left Foot,,,"[63.2, 2.1]",Ground Pass,,13.267253,,,,Jordi Alba Ramos,5211.0,,,,,,,1,From Free Kick,Lucas Digne,6849.0,Left Center Back,4,Barcelona,217,"['7bdd0ac6-bd93-41e0-aa78-dccb79bcee0f', 'e7588873-a850-4d00-8326-381a43a3529a']",20,,,,,,,,,,,,,,,,Barcelona,217,00:01:20.365,Pass,True,2017/2018
,,,,,,,,,,,,,,,,,2.273069,,,,,,,,,,,,48c9a8ed-1170-4e04-8692-b51b251f4c2e,81,,"[63.6, 2.3]",9794,1,,,,,1.5627965,,Right Foot,,,"[63.8, 27.3]",Ground Pass,,25.0008,,Incomplete,,Ivan Rakitić,5470.0,,,,,,,1,From Free Kick,Jordi Alba Ramos,5211.0,Left Back,4,Barcelona,217,"['ab273e84-d754-42d4-ba9e-eb678a5005ec', 'e5bb1117-3193-4ecb-9407-5a11dab2f00c']",21,,,,,,,,,,,,,,,,Barcelona,217,00:01:21.404,Pass,,2017/2018
,,,,,,,,,,,,,,,,,1.456376,,,,,,,,,,,,7461938a-72d1-4334-b076-503d582cd297,85,,"[75.8, 36.7]",9794,1,,,,,-0.42475015,,Right Foot,,,"[99.9, 25.8]",Ground Pass,,26.45033,,Pass Offside,,Amath Ndiaye,6621.0,,,,Through Ball,True,,1,From Free Kick,Fayçal Fajr,5724.0,Left Defensive Midfield,4,Barcelona,217,['2da33579-7326-42d2-b4c7-715981c491d3'],27,,,,,,,,,,,,,,,,Getafe,216,00:01:27.068,Pass,,2017/2018
,,,,,,,,,,,,,,,,,0.872078,,,,,,,,,,,,1ffb4dfe-f156-44ea-b386-9974bc612e7b,87,,"[25.9, 36.9]",9794,1,,,,,0.47040427,,Right Foot,,,"[37.7, 42.9]",Ground Pass,,13.237824,,,,Ivan Rakitić,5470.0,,,,,,Free Kick,1,From Free Kick,Sergio Busquets i Burgos,5203.0,Left Defensive Midfield,5,Barcelona,217,['11aff8d1-47fa-4b92-8a66-71f6b978a17d'],47,,,,,,,,,,,,,,,,Barcelona,217,00:01:47.494,Pass,,2017/2018
,,,,,,,,,,,,,,,,,1.111497,,,,,,,,,,,,58bfe378-5878-4ece-88c2-889493d76f6c,90,,"[37.1, 39.7]",9794,1,,,,,-3.0866022,,Right Foot,,,"[26.2, 39.1]",Ground Pass,,10.916501,,,,Sergio Busquets i Burgos,5203.0,,,,,,,1,From Free Kick,Ivan Rakitić,5470.0,Right Defensive Midfield,5,Barcelona,217,['71e15484-7736-4c09-aad7-6f2754c34cee'],50,,,,,,,,,,,,,,,,Barcelona,217,00:01:50.203,Pass,,2017/2018
,,,,,,,,,,,,,,,,,1.726106,,,,,,,,,,,,556c1226-653f-4a37-833b-9bd45846d368,93,,"[25.7, 39.7]",9794,1,,,,,1.7228396,,Right Foot,,,"[21.9, 64.5]",Ground Pass,,25.08944,,,,Yerry Fernando Mina González,6196.0,,,,,,,1,From Free Kick,Sergio Busquets i Burgos,5203.0,Left Defensive Midfield,5,Barcelona,217,['b166dea5-5285-40c1-b820-b9bf6a4320e7'],52,,,,,,,,,,,,,,,,Barcelona,217,00:01:52.427,Pass,,2017/2018
,,,,,,,,,,,,,,,,,0.885975,,,,,,,,,,,,50aacd63-b810-4480-9bbf-48a11377e48d,97,,"[27.4, 68.8]",9794,1,,,,,0.5880026,,Right Foot,,,"[35.8, 74.4]",Ground Pass,,10.095544,,,,Sergi Roberto Carnicer,6379.0,,,,,,,1,From Free Kick,Yerry Fernando Mina González,6196.0,Right Center Back,5,Barcelona,217,"['2cd256c7-3110-46bd-a047-09164698ddc1', 'ef300d70-f7bb-486a-8e21-eb6373325d47']",57,,,,,,,,,,,,,,,,Barcelona,217,00:01:57.110,Pass,True,2017/2018
,,,,,,,,,,,,,,,,,1.009001,,,,,,,,,,,,b736e3d5-3748-429b-ad73-e82e2d845249,101,,"[21.7, 72.0]",9794,2,,,,,-2.8926299,,Left Foot,,,"[9.9, 69.0]",Ground Pass,,12.175385,,,,Yerry Fernando Mina González,6196.0,,,,,,,1,From Free Kick,Sergi Roberto Carnicer,6379.0,Right Back,5,Barcelona,217,['d9f69cc8-4bfa-4a5b-9b91-8285ef8d5cb7'],2,,,,,,,,,,,,,,,,Barcelona,217,00:02:02.936,Pass,,2017/2018
,,,,,,,,,,,,,,,,,2.07213,,,,,,,,,,,,eb9cdcfc-0fa2-415e-b09b-9806943bf8a8,105,,"[8.0, 67.1]",9794,2,,,,,-1.5338674,,Right Foot,,,"[9.5, 26.5]",Ground Pass,,40.6277,,,,Lucas Digne,6849.0,,,True,,,,1,From Free Kick,Yerry Fernando Mina González,6196.0,Right Center Back,5,Barcelona,217,['d98562ca-25be-4b8d-8e8a-080a1a58d246'],5,,,,,,,,,,,,,,,,Barcelona,217,00:02:05.694,Pass,,2017/2018
,,,,,,,,,,,,,,,,,0.956873,,,,,,,,,,,,d5d91d2b-e1d2-4015-a266-6eefc674a821,108,,"[30.0, 16.2]",9794,2,,,,,0.4061418,,Left Foot,,,"[49.3, 24.5]",Ground Pass,,21.009047,,,,Luis Alberto Suárez Díaz,5246.0,,,,,,,1,From Free Kick,Lucas Digne,6849.0,Left Center Back,5,Barcelona,217,['33123d93-fb4b-4ea1-9582-eff3f75499b1'],11,,,,,,,,,,,,,,,,Barcelona,217,00:02:11.814,Pass,,2017/2018
,,,,,,,,,,,,,,,,,2.093644,,,,,,,,,,,,50fdcca3-173d-40b3-98ed-beda9a2f1e1a,111,,"[49.3, 24.5]",9794,2,,,,,-1.4174639,,Right Foot,,,"[52.7, 2.5]",Low Pass,,22.261177,,,,Jordi Alba Ramos,5211.0,,,,,,,1,From Free Kick,Luis Alberto Suárez Díaz,5246.0,Left Center Forward,5,Barcelona,217,['feeaffe0-336a-4ad0-8454-bce34d356fef'],12,,,,,,,,,,,,,,,,Barcelona,217,00:02:12.971,Pass,,2017/2018
,,,,,,,,,,,,,,,,,1.77248,,,,,,,,,,,,13292a8f-ed5a-4bc1-b437-f017a4f27043,114,,"[101.7, 5.3]",9794,2,,,,,2.508844,,Left Foot,,,"[89.7, 14.1]",Ground Pass,,14.88086,,,,Luis Alberto Suárez Díaz,5246.0,,,,,,,1,From Free Kick,Jordi Alba Ramos,5211.0,Left Back,5,Barcelona,217,['c5b13231-3c2f-4ebc-bd2d-4e0bd39e263f'],19,,,,,,,,,,,,,,,,Barcelona,217,00:02:19.617,Pass,,2017/2018
,,,,,,,,,,,,,,,,,1.594885,,,,,,,,,,,,1510ad6d-22a4-4256-8ad3-0905ab52e943,117,,"[92.3, 15.1]",9794,2,,,,,1.9500527,,Left Foot,,,"[81.3, 42.7]",Ground Pass,,29.711277,,,,Ivan Rakitić,5470.0,,,,,,,1,From Free Kick,Luis Alberto Suárez Díaz,5246.0,Left Center Forward,5,Barcelona,217,['49ed0014-7846-45d0-878d-56cd4f343a76'],21,,,,,,,,,,,,,,,,Barcelona,217,00:02:21.941,Pass,,2017/2018
,,,,,,,,,,,,,,,,,1.689077,,,,,,,,,,,,d348e7de-e5e5-4ec6-85df-04de7995277b,120,,"[81.3, 46.1]",9794,2,,,,,0.9876575,,Right Foot,,,"[97.0, 69.9]",Ground Pass,,28.511927,,,,Sergi Roberto Carnicer,6379.0,,,,,,,1,From Free Kick,Ivan Rakitić,5470.0,Right Defensive Midfield,5,Barcelona,217,['d31e351b-cae8-4875-902d-f85dcaacb2cb'],24,,,,,,,,,,,,,,,,Barcelona,217,00:02:24.166,Pass,,2017/2018
