50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,0.3864,,,,,,,,,,,,,e9a297dc-6317-400b-a0a9-2a93648d6153,17,,,"[38.5, 75.7]",266921,0,,,,0.104876935,,Right Foot,,,,"[42.3, 76.1]",,Ground Pass,,3.8209946,,,Incomplete,,Mario Pašalić,11603.0,,,,,,1,From Kick Off,Damián Nicolás Suárez Suárez,6627.0,Right Back,2,Elche,1042,"['3854c51c-170c-4747-8384-de4160ff9998', '4a831ce8-cea0-4743-a909-8a96f82f8cbf']",10,,,,,,,,,,,,,,,,Elche,1042,00:00:10.800,Pass,,2014/2015
,,,,,,,,,,,,,,,,,1.2412,,,,,,,,,,,,,754b1d09-cc6d-4854-8371-8164ae2ebf7b,20,,,"[49.5, 80.0]",266921,0,,,,-0.9849535,,,,,,"[56.6, 69.3]",,Low Pass,,12.841339,,,,,Jonathas Cristian de Jesus,8584.0,,,,,Throw-in,1,From Throw In,Damián Nicolás Suárez Suárez,6627.0,Right Back,3,Elche,1042,['b01a9183-aca3-4750-b467-54f587434303'],21,,,,,,,,,,,,,,,,Elche,1042,00:00:21.694,Pass,,2014/2015
,,,,,,,,,,,,,,,,,0.985038,,,,,,,,,,,,,dd7e6217-024f-41d1-a810-a5a52f4f88fc,23,,,"[56.6, 69.3]",266921,0,,,,2.7258787,,Right Foot,,,,"[45.5, 74.2]",,Low Pass,,12.133425,,,,,Damián Nicolás Suárez Suárez,6627.0,,,,,,1,From Throw In,Jonathas Cristian de Jesus,8584.0,Center Forward,3,Elche,1042,['ec1d4880-6764-42e4-80e2-8e00685a766a'],23,,,,,,,,,,,,,,,,Elche,1042,00:00:23.015,Pass,,2014/2015
,,,,,,,,,,,,,,,,,1.356849,,,,,,,,,,,,,4b846eae-5dc4-4338-b4f9-f4e537cd32c3,27,,,"[44.4, 72.3]",266921,0,,,,0.35751042,,Left Foot,,,,"[61.8, 78.8]",,Low Pass,,18.574446,,,,,Mario Pašalić,11603.0,,,,,,1,From Throw In,Damián Nicolás Suárez Suárez,6627.0,Right Back,3,Elche,1042,"['d4d524a9-e720-45e9-9081-0db11ad2e844', 'e782c4eb-e808-4563-b723-49b4a4e8eed4']",24,,,,,,,,,,,,,,,,Elche,1042,00:00:24.363,Pass,True,2014/2015
,,,,,,,,,,,,,,,,,1.978047,,,,,,,,,,,,,9720ddeb-0228-490f-b3ef-8a2051aa38fb,32,,,"[45.0, 1.0]",266921,2,,,,2.6536672,,,,,,"[27.1, 10.5]",,Low Pass,,20.264748,,,,,Jérémy Mathieu,10609.0,,,,,Throw-in,1,From Throw In,Jordi Alba Ramos,5211.0,Left Back,4,Barcelona,217,['f59893e8-6162-462c-b62f-b3015354d0d6'],27,,,,,,,,,,,,,,,,Barcelona,217,00:02:27.904,Pass,,2014/2015
,,,,,,,,,,,,,,,,,1.864955,,,,,,,,,,,,,bb6a8826-9396-4784-8e54-5a8238c80891,35,,,"[28.3, 15.7]",266921,2,,,,1.8679214,,Left Foot,,,,"[18.9, 46.4]",,Ground Pass,,32.106853,,,,,Javier Alejandro Mascherano,5506.0,,,,,,1,From Throw In,Jérémy Mathieu,10609.0,Left Center Back,4,Barcelona,217,['75747d39-971e-4099-acf7-1fc7d72a9f79'],31,,,,,,,,,,,,,,,,Barcelona,217,00:02:31.551,Pass,,2014/2015
,,,,,,,,,,,,,,,,,1.478062,,,,,,,,,,,,,362e727b-00e7-42c6-b363-1affa0b8c400,38,,,"[22.8, 53.8]",266921,2,,,,0.94378257,,Right Foot,,,,"[34.9, 70.5]",,Ground Pass,,20.622803,,,,,Daniel Alves da Silva,4324.0,,,,,,1,From Throw In,Javier Alejandro Mascherano,5506.0,Right Center Back,4,Barcelona,217,['4579124b-f26b-4e9b-8e13-4604f385c887'],35,,,,,,,,,,,,,,,,Barcelona,217,00:02:35.312,Pass,,2014/2015
,,,,,,,,,,,,,,,,,1.478846,,,,,,,,,,,,,deda744d-af60-4ab9-b534-95a677dc75bd,41,,,"[37.3, 70.7]",266921,2,,,,-2.198633,,Right Foot,,,,"[28.3, 58.3]",,Ground Pass,,15.321879,,,,,Javier Alejandro Mascherano,5506.0,,,,,,1,From Throw In,Daniel Alves da Silva,4324.0,Right Back,4,Barcelona,217,['c63e5fed-9983-496e-9c1a-6d93439afa87'],36,,,,,,,,,,,,,,,,Barcelona,217,00:02:36.950,Pass,,2014/2015
,,,,,,,,,,,,,,,,,1.235482,,,,,,,,,,,,,39d0a193-0ab9-4f3d-a62d-7646c0b893e4,44,,,"[28.3, 58.0]",266921,2,,,,-1.7857339,,Right Foot,,,,"[25.2, 43.8]",,Ground Pass,,14.534442,,,,,Sergio Busquets i Burgos,5203.0,,,,,,1,From Throw In,Javier Alejandro Mascherano,5506.0,Right Center Back,4,Barcelona,217,['166ea0e9-1208-4174-b868-c71026856e5d'],39,,,,,,,,,,,,,,,,Barcelona,217,00:02:39.593,Pass,,2014/2015
,,,,,,,,,,,,,,,,,1.186093,,,,,,,,,,,,,89e107d1-7792-4c22-bf23-f424fc444210,47,,,"[31.7, 42.9]",266921,2,,,,0.96270716,,Right Foot,,,,"[45.9, 63.3]",,Ground Pass,,24.855583,,,,,Javier Alejandro Mascherano,5506.0,,,,,,1,From Throw In,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,4,Barcelona,217,['e70dd4aa-6cad-4258-a550-6fa14aa9e712'],43,,,,,,,,,,,,,,,,Barcelona,217,00:02:43.865,Pass,,2014/2015
,,,,,,,,,,,,,,,,,1.529553,,,,,,,,,,,,,67746b47-4107-430e-b8c8-c9efec6996c8,50,,,"[57.6, 63.3]",266921,2,,,,-2.0806835,,Right Foot,,,,"[49.1, 48.1]",,Ground Pass,,17.415224,,,,,Sergio Busquets i Burgos,5203.0,,,,,,1,From Throw In,Javier Alejandro Mascherano,5506.0,Right Center Back,4,Barcelona,217,['091bc1a7-3683-466f-9977-e7d40ef6c575'],47,,,,,,,,,,,,,,,,Barcelona,217,00:02:47.203,Pass,,2014/2015
,,,,,,,,,,,,,,,,,1.073334,,,,,,,,,,,,,a192eeb8-0e5c-4b54-861c-9cb2d160eca3,53,,,"[51.6, 42.3]",266921,2,,,,-1.0347563,,Right Foot,,,,"[63.6, 22.1]",,Ground Pass,,23.495531,,,,,Andrés Iniesta Luján,5216.0,,,,,,1,From Throw In,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,4,Barcelona,217,['0637f992-5677-43cd-a9d4-9f42a71e523b'],50,,,,,,,,,,,,,,,,Barcelona,217,00:02:50.401,Pass,,2014/2015
,,,,,,,,,,,,,,,,,1.220541,,,,,,,,,,,,,d785f460-44dd-46bc-9041-d75bf398c03b,56,,,"[62.6, 21.0]",266921,2,,,,-1.2916164,,Right Foot,,,,"[66.9, 6.0]",,Ground Pass,,15.604166,,,,,Jordi Alba Ramos,5211.0,,,,,,1,From Throw In,Andrés Iniesta Luján,5216.0,Left Center Midfield,4,Barcelona,217,['43c20f43-4e36-4c6b-b050-221e65387251'],53,,,,,,,,,,,,,,,,Barcelona,217,00:02:53.150,Pass,,2014/2015
,,,,,,,,,,,,,,,,,1.446115,,,,,,,,,,,,,5c6443d8-62c3-431d-a4f4-ba078bc57626,59,,,"[66.9, 6.0]",266921,2,,,,2.5795245,,Left Foot,,,,"[48.8, 17.4]",,Low Pass,,21.390886,,,,,Jérémy Mathieu,10609.0,,,,,,1,From Throw In,Jordi Alba Ramos,5211.0,Left Back,4,Barcelona,217,['ff160f09-37e8-41df-a4bd-05020adbba6e'],54,,,,,,,,,,,,,,,,Barcelona,217,00:02:54.411,Pass,,2014/2015
,,,,,,,,,,,,,,,,,1.33498,,,,,,,,,,,,,fd706e94-5616-4236-a9f1-461672666528,62,,,"[49.6, 19.0]",266921,2,,,,1.5594974,,Left Foot,,,,"[49.8, 36.7]",,Ground Pass,,17.70113,,,,,Sergio Busquets i Burgos,5203.0,,,,,,1,From Throw In,Jérémy Mathieu,10609.0,Left Center Back,4,Barcelona,217,['96e072a6-7f13-43fa-a4c6-1e8b593d827b'],56,,,,,,,,,,,,,,,,Barcelona,217,00:02:56.436,Pass,,2014/2015
,,,,,,,,,,,,,,,,,1.135073,,,,,,,,,,,,,255b2c4a-4b0c-499e-9897-2703eab0775b,65,,,"[52.7, 40.0]",266921,2,,,,1.4397684,,Right Foot,,,,"[54.4, 52.9]",,Ground Pass,,13.011534,,,,,Javier Alejandro Mascherano,5506.0,,,,,,1,From Throw In,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,4,Barcelona,217,['f15272e3-2c88-44b2-a2e4-a915f256a677'],59,,,,,,,,,,,,,,,,Barcelona,217,00:02:59.801,Pass,,2014/2015
,,,,,,,,,,,,,,,,,1.469424,,,,,,,,,,,,,4517e68d-616e-4846-8e18-e0504e8302a0,68,,,"[61.9, 56.2]",266921,3,,,,1.035239,,Right Foot,,,,"[72.7, 74.4]",,Ground Pass,,21.163176,,,,,Daniel Alves da Silva,4324.0,,,,,,1,From Throw In,Javier Alejandro Mascherano,5506.0,Right Center Back,4,Barcelona,217,['233bba66-962e-408b-b667-353ddff57efa'],4,,,,,,,,,,,,,,,,Barcelona,217,00:03:04.375,Pass,,2014/2015
,,,,,,,,,,,,,,,,,1.130619,,,,,,,,,,,,,a2cb5354-79c5-4880-8592-e90dcd42bf00,71,,,"[72.7, 74.4]",266921,3,,,,-2.596493,,Right Foot,,,,"[63.3, 68.7]",,Ground Pass,,10.993179,,,,,Ivan Rakitić,5470.0,,,,,,1,From Throw In,Daniel Alves da Silva,4324.0,Right Back,4,Barcelona,217,['9e75a587-e481-4fa0-820c-33960ef8991d'],5,,,,,,,,,,,,,,,,Barcelona,217,00:03:05.924,Pass,,2014/2015
,,,,,,,,,,,,,,,,,2.202301,,,,,,,,,,,,,084cf24c-6289-4bd7-b0af-5976b629daaa,75,,,"[63.3, 67.9]",266921,3,,,,-1.897623,,Right Foot,,,,"[53.3, 38.4]",,Ground Pass,,31.148836,,,,,Jérémy Mathieu,10609.0,,,,,,1,From Throw In,Ivan Rakitić,5470.0,Right Center Midfield,4,Barcelona,217,"['08158725-3b7e-4edf-b64d-8cba699425f1', '630675ec-9221-4d29-be6d-9247aff88da3']",8,,,,,,,,,,,,,,,,Barcelona,217,00:03:08.261,Pass,True,2014/2015
,,,,,,,,,,,,,,,,,1.254407,,,,,,,,,,,,,432aa519-409c-4292-be27-2ae66478cc21,78,,,"[56.1, 32.6]",266921,3,,,,-0.8227639,,Left Foot,,,,"[66.4, 21.5]",,Ground Pass,,15.142655,,,,,Andrés Iniesta Luján,5216.0,,,,,,1,From Throw In,Jérémy Mathieu,10609.0,Left Center Back,4,Barcelona,217,['4648d3db-2508-49ec-b1ff-ed540b5e9f1f'],11,,,,,,,,,,,,,,,,Barcelona,217,00:03:11.784,Pass,,2014/2015
,,,,,,,,,,,,,,,,,1.2294,,,,,,,,,,,,,15c9b7db-9b8d-4684-820e-2e6d24ed89d0,81,,,"[74.6, 31.6]",266921,3,,,,1.0711437,,Right Foot,,,,"[87.1, 54.5]",,Low Pass,,26.089462,,,Incomplete,,Daniel Alves da Silva,4324.0,,,,,,1,From Throw In,Andrés Iniesta Luján,5216.0,Left Center Midfield,4,Barcelona,217,"['5d7dcd21-1b11-49f0-9859-7e0296c55af0', 'c96865ea-aa73-47d1-a749-2e97d43f252f']",17,,,,,,,,,,,,,,,,Barcelona,217,00:03:17.383,Pass,,2014/2015
,,,,,,,,,,,,,,,,,1.5855,,,,,,,,,,,,,c96865ea-aa73-47d1-a749-2e97d43f252f,83,,,"[33.9, 26.5]",266921,3,,,,0.45815316,,Right Foot,,,,"[41.2, 30.1]",,Low Pass,,8.13941,,,,,Pedro Mosquera Parada,6733.0,,,,,Interception,1,Regular Play,Garry Mendes Rodrigues,16001.0,Left Midfield,5,Elche,1042,"['15c9b7db-9b8d-4684-820e-2e6d24ed89d0', 'f4ecb085-61f4-4e74-b77b-3086886bf349']",18,,,,,,,,,,,,,,,,Elche,1042,00:03:18.612,Pass,,2014/2015
,,,,,,,,,,,,,,,,,1.353508,,,,,,,,,,,,,c4d2e761-cc35-45ab-a66f-f1932d74e262,88,,,"[45.8, 26.1]",266921,3,,,,-1.0860991,,Right Foot,,,,"[55.7, 7.3]",,Ground Pass,,21.247353,,,,,José Eduardo Albácar Gallego,27245.0,,,,,Free Kick,1,From Free Kick,Sergio Pelegrín López,27206.0,Left Center Back,6,Elche,1042,['ec26a1db-65bc-4ef2-8dd0-281b94268d21'],41,,,,,,,,,,,,,,,,Elche,1042,00:03:41.987,Pass,,2014/2015
,,,,,,,,,,,,,,,,,2.125608,,,,,,,,,,,,,fa49734d-d229-499a-b8ef-c81f7675d1e8,92,,,"[55.2, 7.1]",266921,3,,,,0.56536865,49a410d2-452c-4eb9-b4ec-2e74c81d37aa,Left Foot,,,,"[79.0, 22.2]",,Ground Pass,,28.18599,,,,,Garry Mendes Rodrigues,16001.0,True,,,,,1,From Free Kick,José Eduardo Albácar Gallego,27245.0,Left Back,6,Elche,1042,"['1a2e5401-55b0-4e04-ac8f-c0acb1bafc27', '5fd22028-9e98-40f2-8355-e002ed7b68cf']",44,,,,,,,,,,,,,,,,Elche,1042,00:03:44.055,Pass,True,2014/2015
,,,,,,,,,,,,,,,,,1.9089,,,,,,,,,,,,,67fd36e6-4199-48f5-8d01-dbb2e0cc0f07,98,,,"[6.0, 36.0]",266921,3,True,,,0.26836622,,Right Foot,,,,"[22.0, 40.4]",,Ground Pass,,16.593975,,,,,Sergio Busquets i Burgos,5203.0,,,,,Goal Kick,1,From Goal Kick,Claudio Andrés Bravo Muñoz,4691.0,Goalkeeper,7,Barcelona,217,['6f17df8d-ebd6-412e-9597-9f73285289fe'],56,,,,,,,,,,,,,,,,Barcelona,217,00:03:56.135,Pass,,2014/2015
,,,,,,,,,,,,,,,,,2.183708,,,,,,,,,,,,,03923dae-492a-47aa-af55-a4d2eb150e2d,100,,,"[40.8, 42.6]",266921,4,,,,1.4617074,,Right Foot,,,,"[43.1, 63.6]",,Ground Pass,,21.125576,,,,,Javier Alejandro Mascherano,5506.0,,,,,,1,From Goal Kick,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,7,Barcelona,217,['35d23974-f892-4fd1-bd36-b64e6f35b2e1'],3,,,,,,,,,,,,,,,,Barcelona,217,00:04:03.111,Pass,,2014/2015
,,,,,,,,,,,,,,,,,0.595147,,,,,,,,,,,,,0c9f54e6-dce0-43db-b633-3a9ea4394d9e,103,,,"[55.9, 69.3]",266921,4,,,,-1.1583859,,Right Foot,,,,"[61.5, 56.5]",,Ground Pass,,13.971399,,,,,Ivan Rakitić,5470.0,,,,,,1,From Goal Kick,Javier Alejandro Mascherano,5506.0,Right Center Back,7,Barcelona,217,['ffb44260-84a6-46fc-a001-d08ccc4fddad'],7,,,,,,,,,,,,,,,,Barcelona,217,00:04:07.410,Pass,,2014/2015
,,,,,,,,,,,,,,,,,0.83506,,,,,,,,,,,,,82904dd7-833b-453e-a36d-7b872c6810e4,107,,,"[63.0, 57.5]",266921,4,,,,2.1659758,,Right Foot,,,,"[56.5, 67.1]",,Ground Pass,,11.593533,,,,,Javier Alejandro Mascherano,5506.0,,,,,,1,From Goal Kick,Ivan Rakitić,5470.0,Right Center Midfield,7,Barcelona,217,"['37926333-bc0d-4017-914b-6165082c5dc8', 'c96e0527-d3f6-41a8-b26c-05b2bd3d99da']",8,,,,,,,,,,,,,,,,Barcelona,217,00:04:08.085,Pass,True,2014/2015
,,,,,,,,,,,,,,,,,2.453717,,,,,,,,,,,,,87fdad53-e06a-4126-95a4-2dec41aea054,110,,,"[62.7, 54.2]",266921,4,,,,-1.0655382,,Right Foot,,,,"[90.8, 3.4]",,High Pass,,58.053856,,,,,Jordi Alba Ramos,5211.0,,True,,,,1,From Goal Kick,Javier Alejandro Mascherano,5506.0,Right Center Back,7,Barcelona,217,['e2851c3a-171e-4b49-ae5d-e3af1a865d7c'],15,,,,,,,,,,,,,,,,Barcelona,217,00:04:15.396,Pass,,2014/2015
,,,,,,,,,,,,,,,,,1.5968,,,,,,,,,,,,,765bbad5-ef3e-4081-8c33-e49c5ede8bea,114,,,"[35.2, 80.0]",266921,4,,,,-0.24497867,,,,,,"[58.4, 74.2]",,High Pass,,23.914013,,,,,Jonathas Cristian de Jesus,8584.0,,,,,Throw-in,1,From Throw In,Damián Nicolás Suárez Suárez,6627.0,Right Back,8,Elche,1042,['8ad8fd1c-659f-48ab-8c6e-3eab374122f3'],38,,,,,,,,,,,,,,,,Elche,1042,00:04:38.073,Pass,,2014/2015
,,,,,,,,,,,,,,,,,0.582245,,,,,,,,,,,,,581f93c9-4c34-4a2c-82b8-97b8279d4fb5,120,,,"[61.5, 12.7]",266921,4,,,,-0.97632134,,Right Foot,,,,"[66.3, 5.6]",,Low Pass,,8.570297,,,,,Andrés Iniesta Luján,5216.0,,,,,Recovery,1,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,9,Barcelona,217,['2662a475-921f-4482-b727-9a6a531c4b6c'],40,,,,,,,,,,,,,,,,Barcelona,217,00:04:40.883,Pass,,2014/2015
