ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,1.147814,,,,,,,,,,,525a9ae2-0eff-422e-9375-0a52e48141e3,2691,,,"[37.5, 42.5]",3825645,67,,,,,1.0379524,,Head,,,"[39.8, 46.4]",,High Pass,,4.527693,,,,Gerard Piqué Bernabéu,5213.0,,,,,Recovery,2,Regular Play,Jérémy Mathieu,10609.0,Left Center Back,148,Barcelona,217,"['6b35fa3d-75f2-407c-9a84-87fd4fa7d066', 'c6919ceb-8b7b-4ac4-982c-e7d09446b2d4']",33,,,,,,,,,,,,,,,,,Barcelona,217,00:22:33.652,Pass,,2015/2016
,,,,,,,,,,,,,,,,1.061646,,,,,,,,,,,ba10fa45-bfff-4441-9ff5-a7264456e922,2694,,,"[40.7, 46.4]",3825645,67,,,,,-1.0287074,,Right Foot,,,"[46.0, 37.6]",,Ground Pass,,10.272779,,,,Ivan Rakitić,5470.0,,,,,,2,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,148,Barcelona,217,['5586d1b5-6fa2-4857-9440-a3a2e3cbc05b'],36,,,,,,,,,,,,,,,,,Barcelona,217,00:22:36.000,Pass,,2015/2016
,,,,,,,,,,,,,,,,0.878889,,,,,,,,,,,7fcec689-bd61-4db2-af83-eb5cf42891ed,2697,,,"[51.2, 41.5]",3825645,67,,,,,0.30636716,,Right Foot,,,"[70.8, 47.7]",,Ground Pass,,20.557238,,,,Sergi Roberto Carnicer,6379.0,,,,,,2,Regular Play,Ivan Rakitić,5470.0,Right Center Midfield,148,Barcelona,217,['d40d0039-85fe-4a6a-aa21-c2064482fae3'],39,,,,,,,,,,,,,,,,,Barcelona,217,00:22:39.014,Pass,,2015/2016
,,,,,,,,,,,,,,,,0.44232,,,,,,,,,,,3d8bc468-1898-45a4-a60f-48b92af04599,2701,,,"[72.1, 45.1]",3825645,67,,,,,-2.204819,,Right Foot,,,"[69.6, 41.7]",,Ground Pass,,4.2201896,,,,Neymar da Silva Santos Junior,4320.0,,,,,,2,Regular Play,Sergi Roberto Carnicer,6379.0,Right Midfield,148,Barcelona,217,"['76ed61a7-2cf8-46f5-9bb6-c7e4882fb9f2', '8f7fa9d4-7f7c-47c0-ba2e-8debb11a9069']",39,,,,,,,,,,,,,,,,,Barcelona,217,00:22:39.990,Pass,True,2015/2016
,,,,,,,,,,,,,,,,0.969455,,,,,,,,,,,5c025c98-e11a-489e-9e85-98e6a59b2e8b,2704,,,"[74.3, 44.7]",3825645,67,,,,,0.97548693,,Right Foot,,,"[89.2, 66.7]",,Ground Pass,,26.570848,,,,Luis Alberto Suárez Díaz,5246.0,,,,,,2,Regular Play,Neymar da Silva Santos Junior,4320.0,Left Midfield,148,Barcelona,217,['b4037308-8fdf-4090-8f68-a55f6bb5a860'],41,,,,,,,,,,,,,,,,,Barcelona,217,00:22:41.905,Pass,,2015/2016
,,,,,,,,,,,,,,,,1.427719,,,,,,,,,,,e8ae2f83-2f17-42b9-971f-f3d81e9ca35d,2707,,,"[101.6, 59.4]",3825645,67,,,,,0.99487776,,Left Foot,,,"[106.6, 67.1]",,Ground Pass,,9.180959,,,,Daniel Alves da Silva,4324.0,,,,,,2,Regular Play,Luis Alberto Suárez Díaz,5246.0,Center Forward,148,Barcelona,217,['cf19f3d0-4962-4745-bc0f-aa892ced2335'],46,,,,,,,,,,,,,,,,,Barcelona,217,00:22:46.089,Pass,,2015/2016
,,,,,,,,,,,,,,,,1.755898,,,,,,,,,,,03e3e005-93f7-4eca-9674-a6a1c37ce048,2710,,,"[110.2, 67.8]",3825645,67,,,,,-1.6247009,,Right Foot,True,,"[108.7, 40.0]",,High Pass,,27.840439,,Incomplete,,Neymar da Silva Santos Junior,4320.0,,,,,,2,Regular Play,Daniel Alves da Silva,4324.0,Right Back,148,Barcelona,217,"['0da74334-1687-4ff0-b674-33304f909038', '7f4cf3b4-d194-4951-b6bd-cb2a982fd2f3']",48,,,,,,,,,,,,,,,,,Barcelona,217,00:22:48.596,Pass,,2015/2016
,,,,,,,,,,,,,,,,0.337695,,,,,,,,,,,c94e4da0-85df-4415-8b1f-a2e719ab3ac7,2713,,,"[102.3, 31.2]",3825645,67,,,,,1.1643778,,Head,,,"[105.7, 39.1]",,High Pass,,8.600581,,Incomplete,,Neymar da Silva Santos Junior,4320.0,,,,,Recovery,2,Regular Play,Sergi Roberto Carnicer,6379.0,Right Midfield,148,Barcelona,217,"['69ce1ba8-7b98-4e55-8325-9d42590c42bd', 'c752b03a-91b4-46ff-9c6d-b6dc3e73a579']",52,,,,,,,,,,,,,,,,,Barcelona,217,00:22:52.435,Pass,,2015/2016
,,,,,,,,,,,,,,,,1.682072,,,,,,,,,,,53097043-503d-4c9e-9758-244ee8aac662,2716,,,"[90.1, 39.5]",3825645,67,,,,,0.03588203,,Right Foot,,,"[109.6, 40.2]",,High Pass,,19.51256,,Pass Offside,,Neymar da Silva Santos Junior,4320.0,,,Through Ball,True,Recovery,2,Regular Play,Andrés Iniesta Luján,5216.0,Left Center Midfield,148,Barcelona,217,['a0f32680-aa3b-468d-bcd6-0969e762d04a'],55,,,,,,,,,,,,,,,,,Barcelona,217,00:22:55.112,Pass,,2015/2016
,,,,,,,,,,,,,,,,1.021291,,,,,,,,,,,6b07e18f-5faf-4e25-88db-0ed6d2b23d1e,2719,,,"[12.5, 39.9]",3825645,68,,True,,,-1.1752734,,Right Foot,,,"[20.6, 20.5]",,Ground Pass,,21.023083,,,,Alexis Ruano Delgado,6614.0,,,,,Free Kick,2,From Free Kick,Vicente Guaita Panadero,6625.0,Goalkeeper,149,Getafe,216,['30763b1b-c6c8-4588-8594-ae9344b1ca69'],21,,,,,,,,,,,,,,,,,Getafe,216,00:23:21.702,Pass,,2015/2016
,,,,,,,,,,,,,,,,2.573184,,,,,,,,,,,8222f348-c9b6-46cd-8c5e-78aac98ad74c,2721,,,"[22.3, 20.5]",3825645,68,,,,,2.074329,,Left Foot,,,"[13.1, 37.2]",,Ground Pass,,19.066463,,,,Vicente Guaita Panadero,6625.0,,,,,,2,From Free Kick,Alexis Ruano Delgado,6614.0,Left Center Back,149,Getafe,216,['a2bb2fbd-575f-46ae-92f4-e0064007435e'],24,,,,,,,,,,,,,,,,,Getafe,216,00:23:24.594,Pass,,2015/2016
,,,,,,,,,,,,,,,,3.388797,,,,,,,,,,,6370e47a-a900-43fc-86bb-ca78358179f2,2724,,,"[13.1, 37.2]",3825645,68,,,,,0.11242713,,Right Foot,,,"[56.5, 42.1]",,High Pass,,43.675735,,Pass Offside,,Stefan Šćepović,23416.0,,,,,,2,From Free Kick,Vicente Guaita Panadero,6625.0,Goalkeeper,149,Getafe,216,['62309bc9-527c-4280-9967-aa8ada485859'],27,,,,,,,,,,,,,,,,,Getafe,216,00:23:27.326,Pass,,2015/2016
,,,,,,,,,,,,,,,,0.837322,,,,,,,,,,,ed8d5b89-506c-4b55-9c8e-2607c935ce42,2726,,,"[58.9, 31.0]",3825645,68,,,,,-0.6486425,,Right Foot,,,"[65.1, 26.3]",,Ground Pass,,7.7801027,,,,Andrés Iniesta Luján,5216.0,,,,,Free Kick,2,From Free Kick,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,150,Barcelona,217,['c68abae0-05ce-44b0-b23b-f0b4847b1ed4'],45,,,,,,,,,,,,,,,,,Barcelona,217,00:23:45.398,Pass,,2015/2016
,,,,,,,,,,,,,,,,1.075917,,,,,,,,,,,2f33e932-2421-4b28-8eed-e0f2a7c4b639,2730,,,"[64.2, 22.2]",3825645,68,,,,,-1.7047412,,Right Foot,,,"[62.3, 8.1]",,Ground Pass,,14.227438,,,,Jordi Alba Ramos,5211.0,,,,,,2,From Free Kick,Andrés Iniesta Luján,5216.0,Left Center Midfield,150,Barcelona,217,['bd7864d7-140b-4fcb-a88f-734d217e2fda'],47,,,,,,,,,,,,,,,,,Barcelona,217,00:23:47.018,Pass,,2015/2016
,,,,,,,,,,,,,,,,2.375571,,,,,,,,,,,b41b0616-24dc-4069-b999-63ee6ef7b223,2733,,,"[58.9, 13.2]",3825645,68,,,,,2.9205928,,Left Foot,,,"[36.2, 18.3]",,Ground Pass,,23.265854,,,,Jérémy Mathieu,10609.0,,,,,,2,From Free Kick,Jordi Alba Ramos,5211.0,Left Back,150,Barcelona,217,['dabb6398-b9a9-42fd-b71d-8c68ea21f5a9'],49,,,,,,,,,,,,,,,,,Barcelona,217,00:23:49.995,Pass,,2015/2016
,,,,,,,,,,,,,,,,1.873775,,,,,,,,,,,eeaa2a66-0969-4da9-ad0a-df11ccf36de1,2735,,,"[35.1, 18.8]",3825645,68,,,,,1.5926269,,Right Foot,,,"[34.1, 64.6]",,Ground Pass,,45.810917,,,,Gerard Piqué Bernabéu,5213.0,,True,,,,2,From Free Kick,Jérémy Mathieu,10609.0,Left Center Back,150,Barcelona,217,['d57e3e99-38bf-4344-910e-5634718ec60e'],52,,,,,,,,,,,,,,,,,Barcelona,217,00:23:52.371,Pass,,2015/2016
,,,,,,,,,,,,,,,,1.425076,,,,,,,,,,,b597e7bd-5de8-458d-b527-c1ec2d660f45,2738,,,"[34.1, 65.2]",3825645,68,,,,,-1.6905904,,Right Foot,,,"[31.5, 43.6]",,Ground Pass,,21.755919,,,,Jérémy Mathieu,10609.0,,,,,,2,From Free Kick,Gerard Piqué Bernabéu,5213.0,Right Center Back,150,Barcelona,217,['93eff0dd-754d-4607-9818-c200d08a461a'],56,,,,,,,,,,,,,,,,,Barcelona,217,00:23:56.337,Pass,,2015/2016
,,,,,,,,,,,,,,,,1.060162,,,,,,,,,,,9464abd3-be87-45ea-b3cd-f52249f7612a,2741,,,"[32.6, 43.6]",3825645,68,,,,,-0.6395224,,Left Foot,,,"[44.7, 34.6]",,Ground Pass,,15.080119,,,,Andrés Iniesta Luján,5216.0,,,,,,2,From Free Kick,Jérémy Mathieu,10609.0,Left Center Back,150,Barcelona,217,['5531e44c-6ab8-40b5-9df4-c6eb9a3f33a7'],58,,,,,,,,,,,,,,,,,Barcelona,217,00:23:58.752,Pass,,2015/2016
,,,,,,,,,,,,,,,,0.78374,,,,,,,,,,,ea1d6277-b9a3-4b33-9da4-4352a8e1401e,2745,,,"[44.7, 32.7]",3825645,69,,,,,-1.4063377,,Right Foot,,,"[48.6, 9.2]",,Ground Pass,,23.821419,,,,Jordi Alba Ramos,5211.0,,,,,,2,From Free Kick,Andrés Iniesta Luján,5216.0,Left Center Midfield,150,Barcelona,217,['4ac26fc4-9f86-46b0-9f50-1bf284d1feb7'],0,,,,,,,,,,,,,,,,,Barcelona,217,00:24:00.943,Pass,,2015/2016
,,,,,,,,,,,,,,,,1.552013,,,,,,,,,,,2e0f89eb-7ce9-4e05-8139-6c98b0b985fc,2748,,,"[73.6, 80.0]",3825645,69,,,,,-1.8662372,,,,,"[69.4, 66.2]",,Low Pass,,14.424978,,,,Mehdi Lacen,6745.0,,,,,Throw-in,2,From Throw In,Damián Nicolás Suárez Suárez,6627.0,Right Back,151,Getafe,216,['ccd30016-5a6e-4697-82bc-201d64055961'],13,,,,,,,,,,,,,,,,,Getafe,216,00:24:13.720,Pass,,2015/2016
,,,,,,,,,,,,,,,,0.927876,,,,,,,,,,,14901a09-2fac-4360-a443-308b7c92e051,2751,,,"[69.4, 66.2]",3825645,69,,,,,-0.38197914,,Left Foot,,,"[81.1, 61.5]",,Low Pass,,12.608727,,,,Juan Antonio Rodríguez Villamuela,25881.0,,,,,,2,From Throw In,Mehdi Lacen,6745.0,Left Defensive Midfield,151,Getafe,216,['b5985c1d-8e20-4284-803a-a92bcc77c298'],15,,,,,,,,,,,,,,,,,Getafe,216,00:24:15.332,Pass,,2015/2016
,,,,,,,,,,,,,,,,1.627931,,,,,,,,,,,a9dc85e8-e36e-4478-83c8-ad32eb397e3d,2755,,,"[77.3, 64.1]",3825645,69,,,,,1.2785279,,Right Foot,,,"[80.7, 75.4]",,Ground Pass,,11.800424,,,,Damián Nicolás Suárez Suárez,6627.0,,,,,,2,From Throw In,Juan Antonio Rodríguez Villamuela,25881.0,Right Defensive Midfield,151,Getafe,216,['008a4b55-7f38-4605-9926-8b529f27a78e'],18,,,,,,,,,,,,,,,,,Getafe,216,00:24:18.569,Pass,,2015/2016
,,,,,,,,,,,,,,,,0.696563,,,,,,,,,,,7dda224e-90c9-440d-9049-8186b47c448f,2758,,,"[85.4, 76.1]",3825645,69,,,,,-0.47354826,,Right Foot,,,"[105.5, 65.8]",,Ground Pass,,22.585394,,Unknown,,Ángel Lafita Castillo,26020.0,,,,,,2,From Throw In,Damián Nicolás Suárez Suárez,6627.0,Right Back,151,Getafe,216,['3ec506c1-a5e1-4d70-bac6-411f1836475e'],21,,,,,,,,,,,,,,,,,Getafe,216,00:24:21.525,Pass,,2015/2016
,,,,,,,,,,,,,,,,1.045441,,,,,,,,,,,c3e0c09e-f37e-43cd-9b9f-bb65c822eb6c,2762,,,"[18.2, 12.4]",3825645,69,,,,,2.4376466,,Left Foot,,,"[12.9, 16.9]",,Ground Pass,,6.9526973,,,,Jérémy Mathieu,10609.0,,,,,Free Kick,2,From Free Kick,Jordi Alba Ramos,5211.0,Left Back,152,Barcelona,217,['7c99f78b-d852-4151-ab02-c4eb09f8c9f6'],38,,,,,,,,,,,,,,,,,Barcelona,217,00:24:38.670,Pass,,2015/2016
,,,,,,,,,,,,,,,,1.341392,,,,,,,,,,,f1a934a3-5c7a-447c-8053-9491a1c5a8bf,2765,,,"[12.9, 16.9]",3825645,69,,,,,1.8700427,,Left Foot,,,"[7.1, 35.7]",,Ground Pass,,19.674349,,,,Claudio Andrés Bravo Muñoz,4691.0,,,,,,2,From Free Kick,Jérémy Mathieu,10609.0,Left Center Back,152,Barcelona,217,['1467feea-ef10-43ea-8313-180436038f60'],40,,,,,,,,,,,,,,,,,Barcelona,217,00:24:40.345,Pass,,2015/2016
,,,,,,,,,,,,,,,,1.07074,,,,,,,,,,,955e759f-baba-4dbe-a7d4-0dfef3ed9a67,2769,,,"[7.5, 36.1]",3825645,69,,,,,-0.3708913,,Right Foot,,,"[20.1, 31.2]",,Ground Pass,,13.519245,,,,Sergio Busquets i Burgos,5203.0,,,,,,2,From Free Kick,Claudio Andrés Bravo Muñoz,4691.0,Goalkeeper,152,Barcelona,217,['15f1272f-3385-4390-801f-0fbe59cad0db'],42,,,,,,,,,,,,,,,,,Barcelona,217,00:24:42.367,Pass,,2015/2016
,,,,,,,,,,,,,,,,1.335369,,,,,,,,,,,a7c4e1d3-e9c3-4196-ab70-c34fa20d57d0,2773,,,"[20.6, 29.9]",3825645,69,,,,,-2.070143,,Right Foot,,,"[12.2, 14.5]",,Ground Pass,,17.54195,,,,Jérémy Mathieu,10609.0,,,,,,2,From Free Kick,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,152,Barcelona,217,['be876211-3627-4425-b8b2-23497b4ee9f5'],45,,,,,,,,,,,,,,,,,Barcelona,217,00:24:45.066,Pass,,2015/2016
,,,,,,,,,,,,,,,,2.039663,,,,,,,,,,,a727ab60-713f-46a9-bbe7-e16fcb3fd1c3,2775,,,"[12.2, 14.5]",3825645,69,,,,,1.7265493,,Left Foot,,,"[8.4, 38.7]",,Ground Pass,,24.49653,,,,Claudio Andrés Bravo Muñoz,4691.0,,,,,,2,From Free Kick,Jérémy Mathieu,10609.0,Left Center Back,152,Barcelona,217,['3727b791-2378-4335-bf25-485f46be3bfc'],46,,,,,,,,,,,,,,,,,Barcelona,217,00:24:46.401,Pass,,2015/2016
,,,,,,,,,,,,,,,,1.623704,,,,,,,,,,,d8aae24d-ec5f-4c55-a35c-60d5f26d0020,2779,,,"[8.6, 39.3]",3825645,69,,,,,1.522447,,Right Foot,,,"[9.5, 57.9]",,Ground Pass,,18.621761,,,,Gerard Piqué Bernabéu,5213.0,,,,,,2,From Free Kick,Claudio Andrés Bravo Muñoz,4691.0,Goalkeeper,152,Barcelona,217,"['c6d1e2e4-6612-46ae-9ba3-7a9b4eaf998a', 'cd764469-ed35-40fd-b468-f6824e64b0ca']",49,,,,,,,,,,,,,,,,,Barcelona,217,00:24:49.613,Pass,True,2015/2016
,,,,,,,,,,,,,,,,1.583182,,,,,,,,,,,d9a041d2-180e-4300-bf8d-079c4bfbb95c,2782,,,"[10.1, 59.4]",3825645,69,,,,,1.0078454,,Right Foot,,,"[23.1, 80.0]",,Low Pass,,24.358982,,Out,,Daniel Alves da Silva,4324.0,,,,,,2,From Free Kick,Gerard Piqué Bernabéu,5213.0,Right Center Back,152,Barcelona,217,['7ee8de8b-1826-4875-9d8c-8ecec916ef04'],52,,,,,,,,,,,,,,,,,Barcelona,217,00:24:52.108,Pass,,2015/2016
,,,,,,,,,,,,,,,,0.646043,,,,,,,,,,,2cbf9789-bca1-4770-9d88-494a6bc0264b,2784,,,"[92.5, 0.1]",3825645,70,,,,,1.5073894,,,,,"[92.9, 6.4]",,Low Pass,,6.3126855,,,,Moisés Gómez Bordonado,11675.0,,,,,Throw-in,2,From Throw In,Mehdi Lacen,6745.0,Left Defensive Midfield,153,Getafe,216,['55cb8ddc-9318-42b4-89a9-c651890e8570'],4,,,,,,,,,,,,,,,,,Getafe,216,00:25:04.443,Pass,,2015/2016
,,,,,,,,,,,,,,,,0.841922,,,,,,,,,,,acf57367-6cf4-41fd-882e-11106b1edeb0,2793,,,"[11.4, 74.4]",3825645,70,,,,,-0.02040533,,Right Foot,,,"[21.2, 74.2]",,Ground Pass,,9.802041,,,,Sergio Busquets i Burgos,5203.0,,,,,,2,Regular Play,Daniel Alves da Silva,4324.0,Right Back,154,Barcelona,217,['7b20a453-b0a0-457e-a923-b039462d9a5f'],11,,,,,,,,,,,,,,,,,Barcelona,217,00:25:11.735,Pass,,2015/2016
,,,,,,,,,,,,,,,,1.161275,,,,,,,,,,,49d16908-3eed-496f-bd65-7d516a3ad4d8,2795,,,"[20.1, 72.7]",3825645,70,,,,,2.1815224,,Right Foot,,,"[15.9, 78.7]",,Ground Pass,,7.3239336,,,,Ivan Rakitić,5470.0,,,,,,2,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,154,Barcelona,217,['02cb1439-6d1f-4ec5-94c5-6f9313fce223'],12,,,,,,,,,,,,,,,,,Barcelona,217,00:25:12.576,Pass,,2015/2016
,,,,,,,,,,,,,,,,1.966316,,,,,,,,,,,a1c348b2-dc20-49dc-a45f-4a9409f3345e,2798,,,"[16.9, 78.2]",3825645,70,,,,,0.016127633,,Right Foot,,,"[35.5, 78.5]",,High Pass,,18.602419,,,,Sergi Roberto Carnicer,6379.0,,,,,,2,Regular Play,Ivan Rakitić,5470.0,Right Center Midfield,154,Barcelona,217,['1e0e9c02-4e75-4e91-aabb-60af81843ae0'],13,,,,,,,,,,,,,,,,,Barcelona,217,00:25:13.738,Pass,,2015/2016
,,,,,,,,,,,,,,,,1.953851,,,,,,,,,,,05af8ea6-3d5f-43c4-91ea-dfbc43797bf4,2801,,,"[90.1, 79.3]",3825645,70,,,,,-0.91580147,,Right Foot,,,"[111.3, 51.7]",,Ground Pass,,34.8023,True,Incomplete,,Luis Alberto Suárez Díaz,5246.0,,,,,,2,Regular Play,Sergi Roberto Carnicer,6379.0,Right Midfield,154,Barcelona,217,"['7e41be31-2c94-432a-9817-659f932d48e0', '7fcb1dee-d7db-4ad4-89cc-6a97976f63b1']",21,,,,,,,,,,,,,,,,,Barcelona,217,00:25:21.872,Pass,,2015/2016
,,,,,,,,,,,,,,,,1.314996,,,,,,,,,,,29c35a1b-429e-4c8f-8e7b-89ea974870cd,2804,,,"[5.0, 37.4]",3825645,70,,True,,,-0.8730111,,Right Foot,,,"[18.5, 21.3]",,Ground Pass,,21.01095,,,,Alexis Ruano Delgado,6614.0,,,,,,2,Regular Play,Vicente Guaita Panadero,6625.0,Goalkeeper,155,Getafe,216,['231b7849-628c-4146-9e2e-028bee1de6aa'],34,,,,,,,,,,,,,,,,,Getafe,216,00:25:34.281,Pass,,2015/2016
,,,,,,,,,,,,,,,,0.104967,,,,,,,,,,,2b6b2621-331c-4b4e-8a72-e5d64e418cd4,2807,,,"[28.3, 5.1]",3825645,70,,,,,-1.076855,,Left Foot,,,"[30.4, 1.2]",,Ground Pass,,4.4294467,,Incomplete,,,,,,,,,2,Regular Play,Alexis Ruano Delgado,6614.0,Left Center Back,155,Getafe,216,"['af35436b-2983-494d-9e23-33fca8bd0b81', 'ecbc0a61-581e-41f7-922d-2cb0000c3964']",44,,,,,,,,,,,,,,,,,Getafe,216,00:25:44.789,Pass,True,2015/2016
,,,,,,,,,,,,,,,,1.804892,,,,,,,,,,,a677dd48-a5f6-40db-b2bf-76a3aaf66922,2809,,,"[43.3, 0.1]",3825645,70,,,,,0.088205904,,,,,"[58.0, 1.4]",,Low Pass,,14.757371,,,,Stefan Šćepović,23416.0,,,,,Throw-in,2,From Throw In,Roberto Lago Soto,27054.0,Left Back,156,Getafe,216,['84c3e8a1-574e-48e9-be76-c1586ac6fc28'],56,,,,,,,,,,,,,,,,,Getafe,216,00:25:56.386,Pass,,2015/2016
,,,,,,,,,,,,,,,,0.871696,,,,,,,,,,,bccb8437-8ea5-442f-b090-a21c6720c37d,2812,,,"[56.3, 1.9]",3825645,70,,,,,3.091003,,Right Foot,,,"[48.4, 2.3]",,Ground Pass,,7.91012,,,,Roberto Lago Soto,27054.0,,,,,,2,From Throw In,Stefan Šćepović,23416.0,Left Center Forward,156,Getafe,216,['83400fea-5fc1-4f6b-9824-bf92a5f390cd'],58,,,,,,,,,,,,,,,,,Getafe,216,00:25:58.257,Pass,,2015/2016
,,,,,,,,,,,,,,,,5.276053,,,,,,,,,,,2639eccb-41fa-47a4-82ae-f95d8129f4f8,2815,,,"[49.0, 3.1]",3825645,70,,,,,0.37218094,,Left Foot,,,"[105.1, 25.0]",,High Pass,,60.223083,,Incomplete,,,,,,,,,2,From Throw In,Roberto Lago Soto,27054.0,Left Back,156,Getafe,216,['b434a82a-189c-4f54-b2d7-71ae709702cd'],59,,,,,,,,,,,,,,,,,Getafe,216,00:25:59.248,Pass,,2015/2016
,,,,,,,,,,,,,,,,1.470638,,,,,,,,,,,8d31c94b-c326-43ab-ba11-9bab3757fa59,2818,,,"[14.6, 56.6]",3825645,71,,,,,0.9729126,,Left Foot,,,"[22.5, 68.2]",,Ground Pass,,14.0346,,,,Gerard Piqué Bernabéu,5213.0,,,,,,2,Regular Play,Claudio Andrés Bravo Muñoz,4691.0,Goalkeeper,157,Barcelona,217,['441fdde6-fafa-4661-9460-debf6fe63353'],8,,,,,,,,,,,,,,,,,Barcelona,217,00:26:08.912,Pass,,2015/2016
,,,,,,,,,,,,,,,,1.283246,,,,,,,,,,,664ba311-0573-4e1a-89c6-017c87ed6c39,2821,,,"[24.6, 72.9]",3825645,71,,,,,-1.2283591,,Right Foot,,,"[32.3, 51.3]",,Ground Pass,,22.93142,,,,Sergio Busquets i Burgos,5203.0,,,,,,2,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,157,Barcelona,217,['e7799e08-bade-40f8-a474-c3baefb3eae2'],13,,,,,,,,,,,,,,,,,Barcelona,217,00:26:13.194,Pass,,2015/2016
,,,,,,,,,,,,,,,,3.529765,,,,,,,,,,,3794b4df-5d3a-4720-828c-2d3a366f95da,2825,,,"[32.8, 50.2]",3825645,71,,,,,-0.77818674,,Right Foot,,,"[74.7, 8.9]",,High Pass,,58.832813,,,,Jordi Alba Ramos,5211.0,,True,,,,2,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,157,Barcelona,217,['5d0a60bc-3b25-4552-8bf5-770fc11b8499'],15,,,,,,,,,,,,,,,,,Barcelona,217,00:26:15.945,Pass,,2015/2016
,,,,,,,,,,,,,,,,1.33454,,,,,,,,,,,e74c9395-783d-4545-9597-8eca8833d30e,2828,,,"[75.3, 9.8]",3825645,71,,,,,2.4375596,,Left Foot,,,"[62.7, 20.5]",,Ground Pass,,16.530275,,,,Andrés Iniesta Luján,5216.0,,,,,,2,Regular Play,Jordi Alba Ramos,5211.0,Left Back,157,Barcelona,217,['7a5b6534-b1ca-4ed7-87f0-cbf45894012f'],20,,,,,,,,,,,,,,,,,Barcelona,217,00:26:20.789,Pass,,2015/2016
,,,,,,,,,,,,,,,,1.371594,,,,,,,,,,,3f0d717f-bbb3-418a-980d-d6b7793cdcb4,2831,,,"[67.2, 17.3]",3825645,71,,,,,0.5880026,,Right Foot,,,"[80.7, 26.3]",,Ground Pass,,16.224981,,,,Luis Alberto Suárez Díaz,5246.0,,,,,,2,Regular Play,Andrés Iniesta Luján,5216.0,Left Center Midfield,157,Barcelona,217,['51d559c6-c0f5-4248-a344-61093a11c601'],23,,,,,,,,,,,,,,,,,Barcelona,217,00:26:23.136,Pass,,2015/2016
,,,,,,,,,,,,,,,,1.745208,,,,,,,,,,,c289070d-a46d-41be-ad7d-237eff21b365,2834,,,"[81.5, 26.7]",3825645,71,,,,,-0.9272952,,Right Foot,,,"[95.0, 8.7]",,Ground Pass,,22.5,,,,Jordi Alba Ramos,5211.0,,,,,,2,Regular Play,Luis Alberto Suárez Díaz,5246.0,Center Forward,157,Barcelona,217,['44e821ca-23af-4dda-ac3e-3eb2f82f5f46'],25,,,,,,,,,,,,,,,,,Barcelona,217,00:26:25.139,Pass,,2015/2016
,,,,,,,,,,,,,,,,1.372585,,,,,,,,,,,95d3654b-c557-4bc8-874f-3de8b6885340,2837,,,"[105.1, 8.1]",3825645,71,,,,,1.412556,,Left Foot,True,,"[109.6, 36.3]",,Low Pass,,28.556786,,Incomplete,,,,,,,,,2,Regular Play,Jordi Alba Ramos,5211.0,Left Back,157,Barcelona,217,['9f5862bc-a650-40b2-a7e6-1f5e346637c2'],28,,,,,,,,,,,,,,,,,Barcelona,217,00:26:28.415,Pass,,2015/2016
,,,,,,,,,,,,,,,,1.221231,,,,,,,,,,,108a6301-e9df-474b-9458-5f5f558fc70b,2839,,,"[120.0, 0.1]",3825645,72,,,,,2.1511946,,Left Foot,,,"[116.0, 6.2]",,Ground Pass,,7.2945185,,,,Andrés Iniesta Luján,5216.0,,,,,Corner,2,From Corner,Neymar da Silva Santos Junior,4320.0,Left Midfield,158,Barcelona,217,['134e6f7c-b616-40d0-ab51-bbd0bd780873'],6,,,,,,,,,,,,,,,,,Barcelona,217,00:27:06.781,Pass,,2015/2016
