50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,0.503449,,,,,,,,,,,,,,de01d84b-dd8a-447f-9e7d-f4bd2b957d86,3722,,"[60.7, 31.8]",303504,92,,,,2.714965,,Right Foot,,,,"[57.4, 33.3]",,Ground Pass,,3.6249137,,,Sergio Busquets i Burgos,5203.0,,,,,,,2,From Goal Kick,Nélson Cabral Semedo,6374.0,Left Back,171,Barcelona,217,['6eab923c-4abf-40a6-b0a8-fc0d31c3c94c'],48,,,,,,,,,,,,,,,,,Barcelona,217,00:47:48.740,Pass,,2019/2020
,,,,,,,,,,,,,,,,,1.493148,,,,,,,,,,,,,,f30f6a19-7b1f-43cf-8b7e-41629b613f37,3725,,"[63.4, 23.0]",303504,92,,,,-0.5423027,,Right Foot,,,,"[86.8, 8.9]",,Ground Pass,,27.319773,,,Nélson Cabral Semedo,6374.0,,,,,,,2,From Goal Kick,Sergio Busquets i Burgos,5203.0,Left Center Midfield,171,Barcelona,217,['3005698b-ddf5-4033-b047-092aab2cf7ea'],50,,,,,,,,,,,,,,,,,Barcelona,217,00:47:50.934,Pass,,2019/2020
,,,,,,,,,,,,,,,,,1.320602,,,,,,,,,,,,,,f8f5730c-0537-47f5-abed-8670d7044ae5,3728,,"[98.5, 19.6]",303504,92,,,,2.5434036,,Right Foot,,,,"[85.0, 28.8]",,Ground Pass,,16.33677,,,Anssumane Fati,30756.0,,,,,,,2,From Goal Kick,Nélson Cabral Semedo,6374.0,Left Back,171,Barcelona,217,['c3706cb8-3e0c-41ef-89a5-d60a3d75e33e'],56,,,,,,,,,,,,,,,,,Barcelona,217,00:47:56.259,Pass,,2019/2020
,,,,,,,,,,,,,,,,,0.512546,,,,,,,,,,,,,,7e273dae-b20b-4c35-a2a5-4b063a45a2bd,3731,,"[85.0, 28.8]",303504,92,,,,1.4019644,,Right Foot,,,,"[86.5, 37.6]",,Ground Pass,,8.926926,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,2,From Goal Kick,Anssumane Fati,30756.0,Left Wing,171,Barcelona,217,['ce9d54fc-5d7f-43e0-8b65-8a526ae18a89'],58,,,,,,,,,,,,,,,,,Barcelona,217,00:47:58.521,Pass,,2019/2020
,,,,,,,,,,,,,,,,,0.602445,,,,,,,,,,,,,,0253d09b-c459-441b-a139-77e169f16ca7,3734,,"[88.0, 35.0]",303504,92,,,,-0.21195763,,Left Foot,,,,"[95.9, 33.3]",,Ground Pass,,8.080841,,,Frenkie de Jong,8118.0,,,,,,,2,From Goal Kick,Lionel Andrés Messi Cuccittini,5503.0,Center Attacking Midfield,171,Barcelona,217,['394637f3-b59a-4ddb-8c78-570e723eef35'],59,,,,,,,,,,,,,,,,,Barcelona,217,00:47:59.717,Pass,,2019/2020
,,,,,,,,,,,,,,,,,0.532436,,,,,,,,,,,,,,a02d0230-f325-4522-a0fd-eb5b52e791f6,3737,,"[95.9, 33.3]",303504,93,,,,-2.488746,,Right Foot,,,,"[92.5, 30.7]",,Ground Pass,,4.280187,,Incomplete,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,2,From Goal Kick,Frenkie de Jong,8118.0,Right Center Midfield,171,Barcelona,217,"['06890e09-9693-432b-901e-23f707a27bea', '8436eb52-fb0d-440b-9b88-7b289c24c7a4']",0,,,,,,,,,,,,,,,,,Barcelona,217,00:48:00.519,Pass,,2019/2020
,,,,,,,,,,,,,,,,,1.104893,,,,,,,,,,,,,,a83d4085-0dbc-479c-bc4f-0c96a3476e7b,3742,,"[26.7, 50.9]",303504,93,,,,-0.6713909,,Left Foot,,,,"[34.0, 45.1]",,Ground Pass,,9.323626,,,Nemanja Radoja,6796.0,,,,,,,2,Regular Play,Nikola Vukčević,17303.0,Left Midfield,172,Levante UD,221,"['6d8227c2-20ca-4c08-8d14-a39fbf3b4c38', '98122010-2b43-48bc-8328-fec8416fe0af']",2,,,,,,,,,,,,,,,,,Levante UD,221,00:48:02.049,Pass,True,2019/2020
,,,,,,,,,,,,,,,,,0.910699,,,,,,,,,,,,,,fb4df7fe-0635-4924-9d2c-8f8c52ea57ea,3746,,"[43.4, 38.7]",303504,93,,,,-2.1748748,,Right Foot,,,,"[38.5, 31.6]",,Ground Pass,,8.626702,,,Gonzalo Julián Melero Manzanares,11669.0,,,,,,,2,Regular Play,Nemanja Radoja,6796.0,Right Defensive Midfield,172,Levante UD,221,"['575bd405-e5b9-4537-8582-0b16c0923e74', 'deb1c643-a47e-4d1e-873d-d0237528da67']",4,,,,,,,,,,,,,,,,,Levante UD,221,00:48:04.772,Pass,True,2019/2020
,,,,,,,,,,,,,,,,,1.078001,,,,,,,,,,,,,,1bc16d20-eeee-44b5-a198-7b24e0e3a28e,3748,,"[38.5, 31.6]",303504,93,,,,2.0844023,,Right Foot,,,,"[36.3, 35.5]",,Ground Pass,,4.4777226,,,Nikola Vukčević,17303.0,,,,,,,2,Regular Play,Gonzalo Julián Melero Manzanares,11669.0,Left Defensive Midfield,172,Levante UD,221,['51d55d68-0968-4ed5-aba7-b1c8370138bb'],5,,,,,,,,,,,,,,,,,Levante UD,221,00:48:05.683,Pass,,2019/2020
,,,,,,,,,,,,,,,,,4.175095,,,,,,,,,,,,,,173e8cb0-0861-4c78-b4da-7ce2fd18b8f0,3752,,"[36.6, 35.7]",303504,93,,,,-0.18012509,,Left Foot,,,,"[101.4, 23.9]",,High Pass,,65.86562,,Incomplete,,,,,,,,,2,Regular Play,Nikola Vukčević,17303.0,Left Midfield,172,Levante UD,221,['964977eb-1023-48a4-b115-0f00e59860ad'],6,,,,,,,,,,,,,,,,,Levante UD,221,00:48:06.761,Pass,,2019/2020
,,,,,,,,,,,,,,,,,1.371524,,,,,,,,,,,,,,7384a8bf-f189-48bb-ae4d-64e8d5540f77,3755,,"[22.8, 54.7]",303504,93,,,,0.01041629,,Right Foot,,,,"[42.0, 54.9]",,Ground Pass,,19.201042,,,Gerard Piqué Bernabéu,5213.0,,,,,,,2,Regular Play,Marc-André ter Stegen,20055.0,Goalkeeper,173,Barcelona,217,['db1c0c31-7c42-4eea-92c6-08d203d0a1fa'],12,,,,,,,,,,,,,,,,,Barcelona,217,00:48:12.639,Pass,,2019/2020
,,,,,,,,,,,,,,,,,1.126686,,,,,,,,,,,,,,e4298db0-2761-448c-8343-863ae21814c5,3758,,"[56.8, 60.9]",303504,93,,,,-0.100254476,,Right Foot,,,,"[73.7, 59.2]",,Ground Pass,,16.985289,,,Carles Pérez Sayol,25006.0,,,,,,,2,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,173,Barcelona,217,['5cb6d6f3-de77-4683-b990-63682a0c1124'],20,,,,,,,,,,,,,,,,,Barcelona,217,00:48:20.306,Pass,,2019/2020
,,,,,,,,,,,,,,,,,0.879306,,,,,,,,,,,,,,2ce86c1c-3387-4fb0-b41c-a6529b68c48d,3762,,"[89.3, 56.4]",303504,93,,,,-2.2011979,,Left Foot,,,,"[81.2, 45.3]",,Ground Pass,,13.7411785,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,2,Regular Play,Carles Pérez Sayol,25006.0,Right Wing,173,Barcelona,217,['6844b0c2-09b5-48d0-a28e-92856721a95b'],26,,,,,,,,,,,,,,,,,Barcelona,217,00:48:26.005,Pass,,2019/2020
,,,,,,,,,,,,,,,,,0.1326,,,,,,,,,,,,,,724b81aa-6545-4fe0-b5bd-968ddd4ae340,3768,,"[83.8, 54.7]",303504,93,,,,0.5144513,,Right Foot,,,,"[86.1, 56.0]",,Ground Pass,,2.641969,,Incomplete,Sergi Roberto Carnicer,6379.0,,,,,,Recovery,2,Regular Play,Sergio Busquets i Burgos,5203.0,Left Center Midfield,173,Barcelona,217,"['118da6d2-8cb4-4529-88f2-2058cda78e82', 'ac63df67-edaf-4295-90ee-ad7581be2d2e']",29,,,,,,,,,,,,,,,,,Barcelona,217,00:48:29.522,Pass,,2019/2020
,,,,,,,,,,,,,,,,,1.530513,,,,,,,,,,,,,,629475b3-2607-4da8-af2e-40c0187daeb1,3781,,"[63.0, 80.0]",303504,93,,,,-1.847957,,,,,,"[56.4, 56.8]",,Low Pass,,24.120531,,,Gerard Piqué Bernabéu,5213.0,,,,,,Throw-in,2,From Throw In,Sergi Roberto Carnicer,6379.0,Right Back,174,Barcelona,217,['97405bf0-868f-4f14-bfa3-fad36f265e96'],41,,,,,,,,,,,,,,,,,Barcelona,217,00:48:41.352,Pass,,2019/2020
,,,,,,,,,,,,,,,,,1.933918,,,,,,,,,,,,,,48855906-ac4f-44b3-9474-f2aeb2c64524,3784,,"[62.8, 51.9]",303504,93,,,,-1.5106837,,Right Foot,,,,"[64.1, 30.3]",,Ground Pass,,21.639086,,,Clément Lenglet,6826.0,,,,,,,2,From Throw In,Gerard Piqué Bernabéu,5213.0,Right Center Back,174,Barcelona,217,['1afc7570-9d87-4084-b8b0-089d314eb55f'],44,,,,,,,,,,,,,,,,,Barcelona,217,00:48:44.607,Pass,,2019/2020
,,,,,,,,,,,,,,,,,1.476111,,,,,,,,,,,,,,fbbf55da-c176-40db-acc7-342912c41bad,3787,,"[65.4, 26.0]",303504,93,,,,-0.67018366,,Left Foot,,,,"[84.2, 11.1]",,Ground Pass,,23.988539,,,Nélson Cabral Semedo,6374.0,,,,,,,2,From Throw In,Clément Lenglet,6826.0,Left Center Back,174,Barcelona,217,['a0b8cbc1-c980-4116-8a8a-0e02b8e8a8c1'],47,,,,,,,,,,,,,,,,,Barcelona,217,00:48:47.017,Pass,,2019/2020
,,,,,,,,,,,,,,,,,0.630891,,,,,,,,,,,,,,3fe1ffb8-cb68-4d3f-bc3f-4f718a7dcfac,3790,,"[94.9, 21.8]",303504,93,,,,1.252346,,Right Foot,,,,"[97.9, 30.9]",,Ground Pass,,9.581754,,,Frenkie de Jong,8118.0,,,,,,,2,From Throw In,Nélson Cabral Semedo,6374.0,Left Back,174,Barcelona,217,['3b5e34d2-19f5-4cfe-afc8-eb1c52a13ecf'],53,,,,,,,,,,,,,,,,,Barcelona,217,00:48:53.865,Pass,,2019/2020
,,,,,,,,,,,,,,,,,1.089396,,,,,,,,,,,,,,577a2207-c34e-4688-b9a7-0f7bc1baa5c2,3794,,"[97.0, 31.4]",303504,93,,,,2.540138,,Right Foot,,,,"[86.8, 38.4]",,Ground Pass,,12.370934,,,Sergio Busquets i Burgos,5203.0,,,,,,,2,From Throw In,Frenkie de Jong,8118.0,Right Center Midfield,174,Barcelona,217,"['331e4a82-8dcb-4106-8803-959479417686', 'f8cc2341-a642-42d1-bf1e-8e44b0fe51e8']",55,,,,,,,,,,,,,,,,,Barcelona,217,00:48:55.213,Pass,True,2019/2020
,,,,,,,,,,,,,,,,,0.249504,,,,,,,,,,,,,,ae554d22-0a00-48ca-b118-ee7a36c4f002,3797,,"[89.1, 42.7]",303504,93,,,,0.7853982,998a2885-6dd0-45c4-8b19-788b6f8913e9,Right Foot,,,,"[98.1, 51.7]",,Ground Pass,,12.727922,,,Lionel Andrés Messi Cuccittini,5503.0,True,,,,,,2,From Throw In,Sergio Busquets i Burgos,5203.0,Left Center Midfield,174,Barcelona,217,['836bf3df-7fd6-4c17-9cdd-52578129f45c'],58,,,,,,,,,,,,,,,,,Barcelona,217,00:48:58.061,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8a65fac5-034d-446b-9f86-675e995c4a2a,6,,"[51.0, 39.7]",303504,0,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Nemanja Radoja,6796.0,Right Defensive Midfield,2,Levante UD,221,['892254e8-aa09-421a-9e6b-c23def1390f8'],1,,,,,,,,,,,,,,,,,Levante UD,221,00:00:01.564,Ball Receipt*,,2019/2020
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7dee648c-72fd-468f-b79a-1955f9c823a3,9,,"[42.0, 63.0]",303504,0,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Jorge Miramón Santagertrudis,11676.0,Right Back,2,Levante UD,221,['be26aed8-f7ef-4446-a4a8-e71bf8c3f696'],4,,,,,,,,,,,,,,,,,Levante UD,221,00:00:04.763,Ball Receipt*,,2019/2020
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42083300-d018-4675-aeed-14d5923a2d4e,12,,"[50.2, 56.0]",303504,0,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,José Ángel Gómez Campaña,6688.0,Right Midfield,2,Levante UD,221,['175f622d-dd15-47b8-b87e-e84906b3b653'],6,,,,,,,,,,,,,,,,,Levante UD,221,00:00:06.090,Ball Receipt*,,2019/2020
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c2a3abe0-174b-4001-8127-d20f283be024,16,,"[72.6, 67.3]",303504,0,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Borja Mayoral Moya,21147.0,Left Center Forward,2,Levante UD,221,"['2ea35a99-a23a-403e-b5f7-a68847fc9a81', '802a883b-29cc-49f0-ad12-259b32005d1f']",8,,,,,,,,,,,,,,,,,Levante UD,221,00:00:08.775,Ball Receipt*,True,2019/2020
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4e27ce11-5f3d-442e-9831-b4168e984577,19,,"[63.4, 76.3]",303504,0,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,José Ángel Gómez Campaña,6688.0,Right Midfield,2,Levante UD,221,['2a2880b9-c214-4243-ac0e-93be3ac9a5b6'],10,,,,,,,,,,,,,,,,,Levante UD,221,00:00:10.500,Ball Receipt*,,2019/2020
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,db617635-2bcf-4eca-8800-ccd5c4a79d40,23,,"[70.9, 66.2]",303504,0,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Enis Bardhi,6782.0,Left Midfield,3,Levante UD,221,"['88fa1841-71fc-4ca9-9592-c396879f06cd', 'dcfe14e5-5190-4b82-b1a1-2c18d44bf0a7']",27,,,,,,,,,,,,,,,,,Levante UD,221,00:00:27.333,Ball Receipt*,True,2019/2020
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5103ccb0-bab7-4c56-95bf-a7cc308e7ca7,26,,"[72.0, 74.2]",303504,0,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Jorge Miramón Santagertrudis,11676.0,Right Back,3,Levante UD,221,['bdfa983d-8e24-47b5-a25d-ba0e9ea2dd6e'],28,,,,,,,,,,,,,,,,,Levante UD,221,00:00:28.916,Ball Receipt*,,2019/2020
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125ea3a1-b70e-4e38-afdd-dcb831ff30f8,29,,"[80.1, 68.0]",303504,0,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Borja Mayoral Moya,21147.0,Left Center Forward,3,Levante UD,221,"['3b2388f2-393f-404a-9447-0320e7f24038', 'f5421875-2033-49a0-bce0-5e16bc687e40']",29,,,,,,,,,,,,,,,,,Levante UD,221,00:00:29.671,Ball Receipt*,True,2019/2020
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3bd85f4c-bde6-4a44-b17b-25b86f55e923,32,,"[93.0, 74.2]",303504,0,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,José Ángel Gómez Campaña,6688.0,Right Midfield,3,Levante UD,221,['8003731c-9a36-479e-a4cd-bfde15a73f23'],31,,,,,,,,,,,,,,,,,Levante UD,221,00:00:31.312,Ball Receipt*,,2019/2020
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88430a33-cfaf-4fd9-a01f-d15a544af082,35,,"[85.5, 67.1]",303504,0,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Enis Bardhi,6782.0,Left Midfield,4,Levante UD,221,['25262491-06c8-4da0-9f2a-ddbea43d21f0'],43,,,,,,,,,,,,,,,,,Levante UD,221,00:00:43.626,Ball Receipt*,,2019/2020
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170ec062-eebf-4f17-88c8-3d7ab4efa010,37,,"[92.1, 75.4]",303504,0,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,José Ángel Gómez Campaña,6688.0,Right Midfield,4,Levante UD,221,['088cc4ec-7846-49c5-a9ac-517e88efb80f'],45,,,,,,,,,,,,,,,,,Levante UD,221,00:00:45.266,Ball Receipt*,,2019/2020
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0ba2bfce-9d27-4901-acca-93cff133bf24,43,,"[98.7, 69.7]",303504,1,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Borja Mayoral Moya,21147.0,Left Center Forward,6,Levante UD,221,"['ad9b04ca-4d63-46fd-9a11-93e62c478457', 'e2d70f47-638f-449b-b0a3-4c76cf9127e3']",8,,,,,,,,,,,,,,,,,Levante UD,221,00:01:08.899,Ball Receipt*,True,2019/2020
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92f16dc2-4689-4ec5-8c4e-dd439622b5ed,47,,"[85.0, 73.3]",303504,1,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Nemanja Radoja,6796.0,Right Defensive Midfield,6,Levante UD,221,['19346be0-c3a6-4a21-b305-aaff95711ad2'],12,,,,,,,,,,,,,,,,,Levante UD,221,00:01:12.350,Ball Receipt*,,2019/2020
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005a7d91-d5f7-4ea7-8257-64b004bf6851,49,,"[77.8, 62.0]",303504,1,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Gonzalo Julián Melero Manzanares,11669.0,Left Defensive Midfield,6,Levante UD,221,['0584d5ed-105d-4eb7-94da-817f61b792d2'],13,,,,,,,,,,,,,,,,,Levante UD,221,00:01:13.892,Ball Receipt*,,2019/2020
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6a8aa6cb-0813-4b46-8b69-bc758600f6a3,52,,"[55.9, 51.9]",303504,1,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Rúben Miguel Nunes Vezo,6592.0,Left Center Back,6,Levante UD,221,['5bd47219-0129-4253-8553-30f14dea3e01'],17,,,,,,,,,,,,,,,,,Levante UD,221,00:01:17.267,Ball Receipt*,,2019/2020
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8feeff97-f64e-4544-9c14-0853be6d3fa3,55,,"[78.6, 42.3]",303504,1,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,José Luis Morales Nogales,6668.0,Right Center Forward,6,Levante UD,221,['14ab95c6-d0d3-4537-8d56-6915023df283'],21,,,,,,,,,,,,,,,,,Levante UD,221,00:01:21.761,Ball Receipt*,,2019/2020
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f147671d-b839-4b1a-bc23-9e3afe3f87c6,58,,"[88.0, 36.7]",303504,1,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Borja Mayoral Moya,21147.0,Left Center Forward,6,Levante UD,221,['ba87f38e-7c3c-4e67-83fe-0f6f3d7ba6cf'],23,,,,,,,,,,,,,,,,,Levante UD,221,00:01:23.102,Ball Receipt*,,2019/2020
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4640eff3-09c6-4420-aa16-b35c36365a38,61,,"[3.4, 41.0]",303504,1,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Marc-André ter Stegen,20055.0,Goalkeeper,7,Barcelona,217,"['5676fd56-5c7e-424e-b84e-d11ea3d92026', 'f24c594e-62e7-4722-986f-a02be277a34e']",25,,,,,,,,,,,,,,,,,Barcelona,217,00:01:25.526,Ball Receipt*,True,2019/2020
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32920ce0-e7a3-4af0-a4c6-12999dd9fdb6,65,,"[20.9, 5.5]",303504,1,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Nélson Cabral Semedo,6374.0,Left Back,7,Barcelona,217,"['191d819f-794a-4d0b-9f19-e3d32613cf67', '6f5caef8-00e6-4055-8108-c1b0527ddb7c']",28,,,,,,,,,,,,,,,,,Barcelona,217,00:01:28.831,Ball Receipt*,True,2019/2020
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e2e48ab7-4946-4d5a-9f87-bcf46f196c7f,69,,"[9.2, 11.9]",303504,1,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Clément Lenglet,6826.0,Left Center Back,7,Barcelona,217,"['11ec85cf-f723-4867-a83c-27281857862c', '5ee30aea-36d8-42cd-9d9f-b30d925b67c2']",33,,,,,,,,,,,,,,,,,Barcelona,217,00:01:33.152,Ball Receipt*,True,2019/2020
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,056b8c33-1e11-4c74-b3d5-4c9d013b82fb,74,,"[50.4, 11.7]",303504,1,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Carlos Clerc Martínez,23948.0,Left Back,8,Levante UD,221,['1ea4079d-04fd-4fbb-8fe6-7882ff72aecd'],42,,,,,,,,,,,,,,,,,Levante UD,221,00:01:42.503,Ball Receipt*,,2019/2020
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b181c90d-1a43-4e97-ad20-13ba198cbbad,77,,"[86.1, 22.4]",303504,1,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,José Ángel Gómez Campaña,6688.0,Right Midfield,8,Levante UD,221,['93b4b7a1-cc61-468d-b65c-3dec08d8d848'],48,,,,,,,,,,,,,,,,,Levante UD,221,00:01:48.610,Ball Receipt*,,2019/2020
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bee1fad9-0ed8-4fa9-8b28-fd0eb04b75ef,80,,"[57.1, 76.3]",303504,1,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,8,Levante UD,221,['6f24bde3-c31c-4cdc-bb90-f27dfddf8143'],53,,,,,,,,,,,,,,,,,Barcelona,217,00:01:53.460,Ball Receipt*,,2019/2020
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,806a699b-4ac5-4c27-8055-fbcc61c9add9,82,,"[42.9, 16.8]",303504,2,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Nemanja Radoja,6796.0,Right Defensive Midfield,9,Levante UD,221,['567c0890-00eb-440a-b24d-9789b2b206fc'],9,,,,,,,,,,,,,,,,,Levante UD,221,00:02:09.738,Ball Receipt*,,2019/2020
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e3ad7904-a7b9-4818-81ca-3b273a9f0e4f,84,,"[25.6, 17.0]",303504,2,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Rúben Miguel Nunes Vezo,6592.0,Left Center Back,9,Levante UD,221,['a8e56ad3-28d6-4df7-adc5-fb18b886779d'],11,,,,,,,,,,,,,,,,,Levante UD,221,00:02:11.901,Ball Receipt*,,2019/2020
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,478d5ad5-0d33-403d-8415-eb84b48a6fc6,90,,"[8.3, 40.6]",303504,2,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Marc-André ter Stegen,20055.0,Goalkeeper,11,Barcelona,217,['388738bd-061a-4309-8002-28a4f490aa0a'],47,,,,,,,,,,,,,,,,,Barcelona,217,00:02:47.899,Ball Receipt*,,2019/2020
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f33b3194-b6ba-485b-859c-dfd25351a98c,94,,"[58.4, 52.8]",303504,2,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,11,Barcelona,217,['e94f802e-897b-446a-a3ff-286388f3ee8f'],54,,,,,,,,,,,,,,,,,Barcelona,217,00:02:54.040,Ball Receipt*,,2019/2020
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27684dbe-3998-4bab-990f-9c304c0b6f53,96,,"[63.6, 26.5]",303504,2,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Gonzalo Julián Melero Manzanares,11669.0,Left Defensive Midfield,11,Barcelona,217,['96a14312-640e-4cfd-a820-436e4432c58b'],55,,,,,,,,,,,,,,,,,Levante UD,221,00:02:55.107,Ball Receipt*,,2019/2020
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b2d652ef-8fc5-4d25-9009-1b6f312f4336,101,,"[44.3, 44.0]",303504,2,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Frenkie de Jong,8118.0,Center Defensive Midfield,11,Barcelona,217,"['6384439a-f4a1-4c53-8c5c-bf5ed68f207f', 'cca1ec40-d11d-4481-8f90-63ba1483ef7f']",58,,,,,,,,,,,,,,,,,Barcelona,217,00:02:58.172,Ball Receipt*,True,2019/2020
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5c8515ad-b7b0-468c-87e7-931a1a6a5efd,106,,"[85.7, 73.9]",303504,3,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jorge Miramón Santagertrudis,11676.0,Right Back,12,Levante UD,221,['f70f9304-0dc7-45b9-81d5-98bb67b417ff'],3,,,,,,,,,,,,,,,,,Levante UD,221,00:03:03.517,Ball Receipt*,,2019/2020
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b38c9df2-2a43-4d9d-88dc-eb90c0b77eea,109,,"[109.6, 70.3]",303504,3,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,José Luis Morales Nogales,6668.0,Right Center Forward,12,Levante UD,221,['2a33784f-9d38-4dcb-8bd8-03e83c6f4c84'],6,,,,,,,,,,,,,,,,,Levante UD,221,00:03:06.350,Ball Receipt*,,2019/2020
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8996d428-ca1b-420a-bc18-121e2fab45dd,112,,"[105.1, 51.5]",303504,3,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,José Ángel Gómez Campaña,6688.0,Right Midfield,12,Levante UD,221,['05f149d9-e5e1-448a-8433-8bfa149df98f'],8,,,,,,,,,,,,,,,,,Levante UD,221,00:03:08.094,Ball Receipt*,,2019/2020
