ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,1.111511,,,,,,,,,,,,,4aa841ff-e1fc-4f95-af74-6a26f8c28d3b,3146,,"[50.9, 17.3]",69306,73,,True,,,1.857735,,Right Foot,,,,"[47.3, 29.5]",,Ground Pass,,12.720063,,,,Santiago Wilmer Acasiete Ariadela,26434.0,,,,,,,2,From Kick Off,Juan Manuel Ortiz Palazón,26440.0,Left Back,140,Almería,403,['343f51c3-38c0-474f-9eff-7f7ac381b560'],44,,,,,,,,,,,,,,,,,,Almería,403,00:28:44.027,Pass,,2010/2011
,,,,,,,,,,,,,,1.767143,,,,,,,,,,,,,6453e88c-fe00-4885-a89f-2a8147dd4ec5,3148,,"[46.7, 37.8]",69306,73,,True,,,1.5145178,,Right Foot,,,,"[48.7, 73.3]",,Ground Pass,,35.556293,,,,Carlos García Badías,26439.0,,,,,,,2,From Kick Off,Santiago Wilmer Acasiete Ariadela,26434.0,Left Center Back,140,Almería,403,['7035f163-1083-46ef-8c33-4039be768cf8'],47,,,,,,,,,,,,,,,,,,Almería,403,00:28:47.838,Pass,,2010/2011
,,,,,,,,,,,,,,1.046138,,,,,,,,,,,,,c7cb3bd8-09ac-4e1c-9689-4e7dabd9c22e,3150,,"[50.9, 71.9]",69306,73,,,,,0.36329144,,Right Foot,,,,"[63.0, 76.5]",,Ground Pass,,12.944883,,,,Míchel Macedo Rocha Machado,6922.0,,,,,,,2,From Kick Off,Carlos García Badías,26439.0,Right Center Back,140,Almería,403,['613a15b1-2e39-44f8-a731-90f926af1d55'],51,,,,,,,,,,,,,,,,,,Almería,403,00:28:51.487,Pass,,2010/2011
,,,,,,,,,,,,,,0.958157,,,,,,,,,,,,,3a02c6ca-a711-490c-895c-976808c699ea,3153,,"[62.6, 72.8]",69306,73,,,,,-2.0934472,,Right Foot,,,,"[57.3, 63.6]",,Ground Pass,,10.617438,,,,Hernán Darío Bernardello,26651.0,,,,,,,2,From Kick Off,Míchel Macedo Rocha Machado,6922.0,Right Back,140,Almería,403,['aca85f47-3f28-4b91-a919-ce84a4179d06'],55,,,,,,,,,,,,,,,,,,Almería,403,00:28:55.057,Pass,,2010/2011
,,,,,,,,,,,,,,1.188701,,,,,,,,,,,,,dbf07ca0-a28a-42d7-820d-487d8f6b6ebf,3156,,"[58.6, 60.6]",69306,73,,,,,0.8627943,,Right Foot,,,,"[69.9, 73.8]",,Ground Pass,,17.376133,,,,Míchel Macedo Rocha Machado,6922.0,,,,,,,2,From Kick Off,Hernán Darío Bernardello,26651.0,Center Defensive Midfield,140,Almería,403,['052f22e1-4c50-42b8-87b2-14531b15176c'],58,,,,,,,,,,,,,,,,,,Almería,403,00:28:58.083,Pass,,2010/2011
,,,,,,,,,,,,,,1.844273,,,,,,,,,,,,,6551d600-50c4-437f-839f-8d3898c8ecac,3163,,"[79.6, 57.2]",69306,74,,,,,-1.2076494,,Right Foot,,,,"[92.9, 22.2]",,High Pass,,37.441822,,Pass Offside,,Henok Goitom,26647.0,,,,,,,2,From Kick Off,Míchel Macedo Rocha Machado,6922.0,Right Back,140,Almería,403,['61e5bf50-4917-41db-a591-0bc7fe514c70'],3,,,,,,,,,,,,,,,,,,Almería,403,00:29:03.388,Pass,,2010/2011
,,,,,,,,,,,,,,1.923703,,,,,,,,,,,,,f616e9bf-1597-49b4-a69c-ff820c545d01,3166,,"[24.0, 55.2]",69306,74,,,,,-1.5420272,,Right Foot,,,,"[24.4, 41.3]",,Low Pass,,13.905754,,,,Javier Alejandro Mascherano,5506.0,,,,,,Free Kick,2,From Free Kick,Carles Puyol i Saforcada,20125.0,Right Center Back,141,Barcelona,217,['8eaa2c7f-df8f-4e80-9584-23aa260ce17f'],19,,,,,,,,,,,,,,,,,,Barcelona,217,00:29:19.021,Pass,,2010/2011
,,,,,,,,,,,,,,2.731509,,,,,,,,,,,,,46859998-4bd2-4872-9c59-dd03a0e6e4d7,3169,,"[26.5, 40.6]",69306,74,,,,,-1.0504868,,Right Foot,,,,"[47.7, 3.6]",,Ground Pass,,42.64317,,,,Maxwell Scherrer Cabelino Andrade,26613.0,,,,,,,2,From Free Kick,Javier Alejandro Mascherano,5506.0,Center Defensive Midfield,141,Barcelona,217,['bae25db1-c1df-470c-bc8a-15835b7a3ccd'],21,,,,,,,,,,,,,,,,,,Barcelona,217,00:29:21.909,Pass,,2010/2011
,,,,,,,,,,,,,,1.194938,,,,,,,,,,,,,6e9699c6-badf-4d28-8b6b-27578b39e596,3172,,"[57.9, 5.4]",69306,74,,,,,-0.36314702,,Left Foot,,,,"[62.9, 3.5]",,Ground Pass,,5.3488317,,,,Bojan Krkíc Pérez,4913.0,,,,,,,2,From Free Kick,Maxwell Scherrer Cabelino Andrade,26613.0,Left Back,141,Barcelona,217,['24ce84bb-b246-4410-842c-f541c2d1d103'],26,,,,,,,,,,,,,,,,,,Barcelona,217,00:29:26.957,Pass,,2010/2011
,,,,,,,,,,,,,,1.153131,,,,,,,,,,,,,f768ca25-2c5a-4bd7-a590-4c7976db43f9,3175,,"[64.6, 2.8]",69306,74,,,,,1.7818897,,Right Foot,,,,"[62.5, 12.6]",,Ground Pass,,10.022474,,,,Seydou Kéita,20169.0,,,,,,,2,From Free Kick,Bojan Krkíc Pérez,4913.0,Left Wing,141,Barcelona,217,['66776a93-9dc4-49aa-a4fe-3c8e8d7aec6b'],28,,,,,,,,,,,,,,,,,,Barcelona,217,00:29:28.692,Pass,,2010/2011
,,,,,,,,,,,,,,1.259261,,,,,,,,,,,,,b793ed75-ee77-4386-912c-f4f9ff71930e,3178,,"[62.9, 16.5]",69306,74,,,,,2.390195,,Left Foot,,,,"[55.3, 23.6]",,Ground Pass,,10.400481,,,,Javier Alejandro Mascherano,5506.0,,,,,,,2,From Free Kick,Seydou Kéita,20169.0,Left Center Midfield,141,Barcelona,217,['25951c43-8777-4c45-a8db-2a1d0df50d62'],32,,,,,,,,,,,,,,,,,,Barcelona,217,00:29:32.377,Pass,,2010/2011
,,,,,,,,,,,,,,0.96,,,,,,,,,,,,,297323f6-8615-49bf-9957-7effe68189c5,3181,,"[51.4, 25.1]",69306,74,,,,,1.2587543,,Right Foot,,,,"[57.4, 43.7]",,Ground Pass,,19.543797,,,,Thiago Alcântara do Nascimento,5208.0,,,,,,,2,From Free Kick,Javier Alejandro Mascherano,5506.0,Center Defensive Midfield,141,Barcelona,217,['69bfe986-5df0-4b1c-88d9-4f1299e089fa'],35,,,,,,,,,,,,,,,,,,Barcelona,217,00:29:35.093,Pass,,2010/2011
,,,,,,,,,,,,,,1.976827,,,,,,,,,,,,,9d6e51f8-0c6c-4550-a383-b4ba0cbf9172,3183,,"[57.1, 42.4]",69306,74,,,,,-2.2867875,,Right Foot,,,,"[48.4, 32.4]",,Ground Pass,,13.25481,,,,Javier Alejandro Mascherano,5506.0,,,,,,,2,From Free Kick,Thiago Alcântara do Nascimento,5208.0,Right Center Midfield,141,Barcelona,217,['8b3dd8a9-fc73-4f45-8be8-778f459ba614'],36,,,,,,,,,,,,,,,,,,Barcelona,217,00:29:36.053,Pass,,2010/2011
,,,,,,,,,,,,,,1.901988,,,,,,,,,,,,,1eac2742-7ba3-4aef-b432-f7eae93d68df,3186,,"[48.4, 34.6]",69306,74,,,,,-0.8550527,,Right Foot,,,,"[56.4, 25.4]",,Ground Pass,,12.1918,,,,Thiago Alcântara do Nascimento,5208.0,,,,,,,2,From Free Kick,Javier Alejandro Mascherano,5506.0,Center Defensive Midfield,141,Barcelona,217,['3d3662d6-be38-4acc-911f-fa513f5213c1'],39,,,,,,,,,,,,,,,,,,Barcelona,217,00:29:39.327,Pass,,2010/2011
,,,,,,,,,,,,,,1.004137,,,,,,,,,,,,,5e7f3bc9-8330-417a-824d-d500b7a3b191,3189,,"[56.5, 26.8]",69306,74,,,,,1.5116936,,Right Foot,,,,"[57.5, 43.7]",,Ground Pass,,16.92956,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,2,From Free Kick,Thiago Alcântara do Nascimento,5208.0,Right Center Midfield,141,Barcelona,217,['9982f161-e232-4c4c-bda0-d40973dc5700'],42,,,,,,,,,,,,,,,,,,Barcelona,217,00:29:42.402,Pass,,2010/2011
,,,,,,,,,,,,,,0.951705,,,,,,,,,,,,,c742e3f1-bd88-48c4-82bb-7ee38abbd06d,3192,,"[57.4, 43.4]",69306,74,,,,,-2.3107712,,Left Foot,,,,"[53.2, 38.8]",,Ground Pass,,6.228965,,,,Javier Alejandro Mascherano,5506.0,,,,,,,2,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,141,Barcelona,217,['e41bb76f-cc56-4d8f-abcc-210cda66a00d'],43,,,,,,,,,,,,,,,,,,Barcelona,217,00:29:43.446,Pass,,2010/2011
,,,,,,,,,,,,,,2.248632,,,,,,,,,,,,,7627cc00-f6d7-417a-b3a9-68078fb6ef53,3195,,"[53.2, 38.8]",69306,74,,,,,1.4853778,,Right Foot,,,,"[56.0, 71.5]",,Ground Pass,,32.81966,,,,Daniel Alves da Silva,4324.0,,,,,,,2,From Free Kick,Javier Alejandro Mascherano,5506.0,Center Defensive Midfield,141,Barcelona,217,['93ac6256-d278-4155-a6ae-2f4bb37c0195'],44,,,,,,,,,,,,,,,,,,Barcelona,217,00:29:44.438,Pass,,2010/2011
,,,,,,,,,,,,,,1.250424,,,,,,,,,,,,,2eb2ffda-7c78-4f25-ac49-b8b675de8e02,3198,,"[56.9, 71.7]",69306,74,,,,,-2.1834192,,Right Foot,,,,"[42.0, 50.5]",,Ground Pass,,25.912352,,,,Carles Puyol i Saforcada,20125.0,,,,,,,2,From Free Kick,Daniel Alves da Silva,4324.0,Right Back,141,Barcelona,217,['3575413f-9334-46b3-bb45-be7c1b180975'],47,,,,,,,,,,,,,,,,,,Barcelona,217,00:29:47.839,Pass,,2010/2011
,,,,,,,,,,,,,,1.389025,,,,,,,,,,,,,5a9d83ea-8bd9-4df7-9354-0265833a9d4c,3201,,"[42.3, 49.2]",69306,74,,,,,-1.4777325,,Right Foot,,,,"[43.7, 34.2]",,Ground Pass,,15.065191,,,,Javier Alejandro Mascherano,5506.0,,,,,,,2,From Free Kick,Carles Puyol i Saforcada,20125.0,Right Center Back,141,Barcelona,217,['abad76c8-be60-4676-b2bd-69d28c319003'],50,,,,,,,,,,,,,,,,,,Barcelona,217,00:29:50.236,Pass,,2010/2011
,,,,,,,,,,,,,,0.9588,,,,,,,,,,,,,094e9835-f46a-4769-ac3f-d05fc94b6718,3204,,"[49.5, 29.0]",69306,74,,,,,-0.3529904,,Right Foot,,,,"[57.1, 26.2]",,Ground Pass,,8.099382,,,,Seydou Kéita,20169.0,,,,,,,2,From Free Kick,Javier Alejandro Mascherano,5506.0,Center Defensive Midfield,141,Barcelona,217,['e17bcec3-ea4b-4382-b9a6-fdca8bd1765a'],53,,,,,,,,,,,,,,,,,,Barcelona,217,00:29:53.790,Pass,,2010/2011
,,,,,,,,,,,,,,1.564097,,,,,,,,,,,,,562619e1-a359-41ec-8456-eb4b3869acd3,3207,,"[67.1, 21.2]",69306,74,,,,,-1.3744937,,Right Foot,,,,"[70.6, 3.6]",,Ground Pass,,17.944637,,,,Maxwell Scherrer Cabelino Andrade,26613.0,,,,,,,2,From Free Kick,Seydou Kéita,20169.0,Left Center Midfield,141,Barcelona,217,['13b9d45d-3cf1-4803-bfee-018cf1a08c0d'],57,,,,,,,,,,,,,,,,,,Barcelona,217,00:29:57.994,Pass,,2010/2011
,,,,,,,,,,,,,,1.002065,,,,,,,,,,,,,0a8d1556-d08e-424e-b723-9359dc84841e,3210,,"[70.6, 3.6]",69306,75,,,,,2.1180806,,Left Foot,,,,"[66.7, 10.0]",,Ground Pass,,7.4946647,,,,Seydou Kéita,20169.0,,,,,,,2,From Free Kick,Maxwell Scherrer Cabelino Andrade,26613.0,Left Back,141,Barcelona,217,['c3d61338-8052-41b8-b833-be4701cafcbe'],1,,,,,,,,,,,,,,,,,,Barcelona,217,00:30:01.753,Pass,,2010/2011
,,,,,,,,,,,,,,1.181657,,,,,,,,,,,,,47ee21c2-0b0c-4d30-959d-33edf795aee0,3213,,"[63.5, 14.1]",69306,75,,,,,2.1865695,,Left Foot,,,,"[56.0, 24.7]",,Ground Pass,,12.984991,,,,Javier Alejandro Mascherano,5506.0,,,,,,,2,From Free Kick,Seydou Kéita,20169.0,Left Center Midfield,141,Barcelona,217,['b250ab7d-31be-498b-90e6-5b0ad8e4d352'],4,,,,,,,,,,,,,,,,,,Barcelona,217,00:30:04.974,Pass,,2010/2011
,,,,,,,,,,,,,,1.816649,,,,,,,,,,,,,02081d2a-5e6e-4255-a052-e45886b9bf80,3216,,"[54.1, 33.8]",69306,75,,,,,1.4564153,,Right Foot,,,,"[58.5, 72.1]",,Low Pass,,38.551914,,,,Daniel Alves da Silva,4324.0,,,,,,,2,From Free Kick,Javier Alejandro Mascherano,5506.0,Center Defensive Midfield,141,Barcelona,217,['20616946-8cca-49dd-9ed1-3d17724c9820'],8,,,,,,,,,,,,,,,,,,Barcelona,217,00:30:08.635,Pass,,2010/2011
,,,,,,,,,,,,,,1.026627,,,,,,,,,,,,,8fdf0807-2a61-4e91-9650-fdd567703888,3219,,"[58.5, 73.8]",69306,75,,,,,-1.4737569,,Right Foot,,,,"[59.6, 62.5]",,Ground Pass,,11.353414,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,2,From Free Kick,Daniel Alves da Silva,4324.0,Right Back,141,Barcelona,217,['110ca001-fd41-4a57-ad6e-b6cb152795e1'],10,,,,,,,,,,,,,,,,,,Barcelona,217,00:30:10.618,Pass,,2010/2011
,,,,,,,,,,,,,,0.761557,,,,,,,,,,,,,30aebd26-b9f9-4d57-9fd2-cdc3ea467296,3222,,"[59.7, 63.3]",69306,75,,,,,1.7577755,,Left Foot,,,,"[58.3, 70.7]",,Ground Pass,,7.531268,,,,Daniel Alves da Silva,4324.0,,,,,,,2,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,141,Barcelona,217,['ac69947a-6c71-438b-947b-6160282554d9'],11,,,,,,,,,,,,,,,,,,Barcelona,217,00:30:11.685,Pass,,2010/2011
,,,,,,,,,,,,,,0.7607,,,,,,,,,,,,,69082426-28db-418b-aedb-ccca37d63e95,3225,,"[58.7, 70.1]",69306,75,,,,,-0.8086498,,Right Foot,,,,"[62.9, 65.7]",,Ground Pass,,6.0827627,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,2,From Free Kick,Daniel Alves da Silva,4324.0,Right Back,141,Barcelona,217,['0d88c3cc-65d9-44fb-8344-d5db289b9853'],12,,,,,,,,,,,,,,,,,,Barcelona,217,00:30:12.486,Pass,,2010/2011
,,,,,,,,,,,,,,0.851011,,,,,,,,,,,,,9133e1e5-0dd1-4936-aa1b-61af91f81ac6,3227,,"[62.9, 65.5]",69306,75,,,,,2.38183,,Left Foot,,,,"[58.9, 69.3]",,Ground Pass,,5.517246,,,,Daniel Alves da Silva,4324.0,,,,,,,2,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,141,Barcelona,217,['6bb166ce-3ee2-408c-8f59-21654d503866'],13,,,,,,,,,,,,,,,,,,Barcelona,217,00:30:13.247,Pass,,2010/2011
,,,,,,,,,,,,,,1.506049,,,,,,,,,,,,,3972ad2c-547e-43fb-8ad1-5bd6d9f97fbc,3230,,"[57.4, 68.1]",69306,75,,,,,-2.4132752,,Right Foot,,,,"[50.0, 61.5]",,Ground Pass,,9.915645,,,,Carles Puyol i Saforcada,20125.0,,,,,,,2,From Free Kick,Daniel Alves da Silva,4324.0,Right Back,141,Barcelona,217,['8846c6e5-e5ed-427d-a3ae-fa19daf64235'],14,,,,,,,,,,,,,,,,,,Barcelona,217,00:30:14.548,Pass,,2010/2011
,,,,,,,,,,,,,,1.514237,,,,,,,,,,,,,9c65249b-eefd-4db8-a48f-110520a96ee1,3233,,"[48.8, 57.0]",69306,75,,,,,-1.5860623,,Right Foot,,,,"[48.4, 30.8]",,Ground Pass,,26.203053,,,,Javier Alejandro Mascherano,5506.0,,,,,,,2,From Free Kick,Carles Puyol i Saforcada,20125.0,Right Center Back,141,Barcelona,217,['069c11ce-e512-44d2-82aa-9ed122331191'],16,,,,,,,,,,,,,,,,,,Barcelona,217,00:30:16.754,Pass,,2010/2011
,,,,,,,,,,,,,,1.633769,,,,,,,,,,,,,16909d93-8c42-46e9-a57b-123af7fde5ca,3236,,"[48.1, 28.2]",69306,75,,,,,-1.0171669,,Right Foot,,,,"[63.8, 2.8]",,Low Pass,,29.86051,,,,Maxwell Scherrer Cabelino Andrade,26613.0,,,,,,,2,From Free Kick,Javier Alejandro Mascherano,5506.0,Center Defensive Midfield,141,Barcelona,217,['97be9708-d5ff-4a5e-876d-d83f601f328c'],19,,,,,,,,,,,,,,,,,,Barcelona,217,00:30:19.689,Pass,,2010/2011
,,,,,,,,,,,,,,0.806272,,,,,,,,,,,,,132949b8-9053-4cef-8327-c8a4db8709ff,3240,,"[51.3, 80.0]",69306,75,,,,,-1.2082521,,,,,,"[53.5, 74.2]",,High Pass,,6.203225,,,,Pablo Daniel Piatti,6763.0,,,,,,Throw-in,2,From Throw In,Míchel Macedo Rocha Machado,6922.0,Right Back,142,Almería,403,['2e27fbf3-57cf-43dd-bc00-62b7a3e79fd5'],34,,,,,,,,,,,,,,,,,,Almería,403,00:30:34.514,Pass,,2010/2011
,,,,,,,,,,,,,,0.806044,,,,,,,,,,,,,d80ec4e1-31b5-4f17-b7fa-b3f604ce53c3,3243,,"[53.5, 74.2]",69306,75,,,,,2.2142975,,Left Foot,,,,"[51.7, 76.6]",,Ground Pass,,3.0,,,,Míchel Macedo Rocha Machado,6922.0,,,,,,,2,From Throw In,Pablo Daniel Piatti,6763.0,Right Center Forward,142,Almería,403,['7ebe0bf3-5fa1-4213-b33a-002456b4ed30'],35,,,,,,,,,,,,,,,,,,Almería,403,00:30:35.927,Pass,,2010/2011
,,,,,,,,,,,,,,1.997858,,,,,,,,,,,,,ef1b8dac-3da7-4e66-9eaa-c011ace4b55e,3246,,"[50.9, 76.5]",69306,75,,,,,-3.057542,,Right Foot,,,,"[23.6, 74.2]",,Low Pass,,27.396715,,,,Carlos García Badías,26439.0,,,,,,,2,From Throw In,Míchel Macedo Rocha Machado,6922.0,Right Back,142,Almería,403,['059d1a96-1940-4896-8882-b10a99a5e383'],37,,,,,,,,,,,,,,,,,,Almería,403,00:30:37.111,Pass,,2010/2011
,,,,,,,,,,,,,,1.451446,,,,,,,,,,,,,bf5a0a39-e23e-4d6f-85e5-95324cd883eb,3250,,"[23.8, 62.9]",69306,75,,,,,-0.8683428,,Right Foot,,,,"[43.1, 40.1]",,Low Pass,,29.871893,,,,Fabián Andrés Vargas Rivera,26766.0,,,,,,,2,From Throw In,Carlos García Badías,26439.0,Right Center Back,142,Almería,403,['6a0341bf-8950-41c4-9ef0-8608acd3e0bc'],41,,,,,,,,,,,,,,,,,,Almería,403,00:30:41.403,Pass,,2010/2011
,,,,,,,,,,,,,,1.454552,,,,,,,,,,,,,5845adfa-c3f1-442a-aa71-938420f90782,3254,,"[42.2, 49.7]",69306,75,,,,,1.2910188,,Right Foot,,,,"[49.9, 76.5]",,High Pass,,27.884226,,,,Míchel Macedo Rocha Machado,6922.0,,,,,,,2,From Throw In,Fabián Andrés Vargas Rivera,26766.0,Left Center Midfield,142,Almería,403,['4621760a-b328-4132-9037-e529ed28259d'],45,,,,,,,,,,,,,,,,,,Almería,403,00:30:45.062,Pass,,2010/2011
,,,,,,,,,,,,,,2.4945,,,,,,,,,,,,,71b21e3f-c5ae-40db-aa27-cc8f02e9edf1,3257,,"[54.9, 73.7]",69306,75,,,,,-0.53443635,,Right Foot,,,,"[91.9, 51.8]",,High Pass,,42.995464,,Incomplete,,Henok Goitom,26647.0,,,,,,,2,From Throw In,Míchel Macedo Rocha Machado,6922.0,Right Back,142,Almería,403,"['cd4f9c72-43f8-4e59-be6c-fd7ada6cf6f5', 'cd5caa66-5ab7-4690-9c9d-90ff88a287bd']",48,,,,,,,,,,,,,,,,,,Almería,403,00:30:48.950,Pass,,2010/2011
,,,,,,,,,,,,,,1.6477,,,,,,,,,,,,,cd4f9c72-43f8-4e59-be6c-fd7ada6cf6f5,3260,,"[28.2, 28.3]",69306,75,,,,True,-0.79249024,,,,,,"[35.2, 21.2]",,Low Pass,,9.970456,,,,Maxwell Scherrer Cabelino Andrade,26613.0,,,,,,Recovery,2,Regular Play,Carles Puyol i Saforcada,20125.0,Right Center Back,143,Barcelona,217,"['71b21e3f-c5ae-40db-aa27-cc8f02e9edf1', 'c0c60930-8cd8-4630-a3f0-0c951be0bb04', 'd08a86c8-4b26-419f-ab1b-84980366ce17']",51,,,,,,,,,,,,,,,,,,Barcelona,217,00:30:51.444,Pass,True,2010/2011
,,,,,,,,,,,,,,1.5374,,,,,,,,,,,,,8173d993-6725-4166-ac24-836a441647ea,3263,,"[34.9, 21.3]",69306,75,,,,,0.5383009,,Left Foot,,,,"[48.8, 29.6]",,High Pass,,16.189503,,,,Thiago Alcântara do Nascimento,5208.0,,,,,,,2,Regular Play,Maxwell Scherrer Cabelino Andrade,26613.0,Left Back,143,Barcelona,217,"['4159c5eb-8e55-473a-8c60-ba17ae43e84f', 'ceec080c-7504-4e30-9bae-dc111f0b0366']",53,,,,,,,,,,,,,,,,,,Barcelona,217,00:30:53.092,Pass,True,2010/2011
,,,,,,,,,,,,,,0.681473,,,,,,,,,,,,,bc318ba6-8e7b-48f0-84fa-89ec465376bf,3265,,"[48.8, 29.6]",69306,75,,,,,-2.5636907,,Right Foot,,,,"[41.9, 25.1]",,Ground Pass,,8.237719,,,,Javier Alejandro Mascherano,5506.0,,,,,,,2,Regular Play,Thiago Alcântara do Nascimento,5208.0,Right Center Midfield,143,Barcelona,217,['acdda548-d1ec-426e-9c7a-726f6eb91adb'],54,,,,,,,,,,,,,,,,,,Barcelona,217,00:30:54.629,Pass,,2010/2011
,,,,,,,,,,,,,,0.919865,,,,,,,,,,,,,142b4b70-b365-4174-a10e-67afc55e6b85,3268,,"[41.9, 25.5]",69306,75,,,,,0.71991813,,Right Foot,,,,"[48.4, 31.2]",,Ground Pass,,8.64523,,,,Thiago Alcântara do Nascimento,5208.0,,,,,,,2,Regular Play,Javier Alejandro Mascherano,5506.0,Center Defensive Midfield,143,Barcelona,217,['9612282f-0fd5-4ddf-839e-a83820feaaae'],56,,,,,,,,,,,,,,,,,,Barcelona,217,00:30:56.120,Pass,,2010/2011
,,,,,,,,,,,,,,1.437261,,,,,,,,,,,,,81ac83bf-376f-46d4-b943-f40241044117,3271,,"[54.7, 40.9]",69306,75,,,,,1.5397985,,Right Foot,,,,"[55.1, 53.8]",,Ground Pass,,12.9062,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,2,Regular Play,Thiago Alcântara do Nascimento,5208.0,Right Center Midfield,143,Barcelona,217,['6f40d633-7fb2-49bf-8e34-ea3b655a9b25'],58,,,,,,,,,,,,,,,,,,Barcelona,217,00:30:58.302,Pass,,2010/2011
,,,,,,,,,,,,,,2.047653,,,,,,,,,,,,,0306e838-fc8e-4412-b90a-e7f7acb2657f,3274,,"[57.9, 61.9]",69306,76,,,,,1.0466167,,Left Foot,,,,"[65.3, 74.7]",,Ground Pass,,14.785128,,,,Daniel Alves da Silva,4324.0,,,,,,,2,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,143,Barcelona,217,['c3ad7eec-5b61-4bf3-8c00-9d28a6dd14f5'],0,,,,,,,,,,,,,,,,,,Barcelona,217,00:31:00.702,Pass,,2010/2011
,,,,,,,,,,,,,,0.889292,,,,,,,,,,,,,0fafb789-6ae5-454b-a566-96529317ea1b,3277,,"[67.4, 71.1]",69306,76,,,,,-2.5782764,,Right Foot,,,,"[61.7, 67.5]",,Ground Pass,,6.7416615,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,2,Regular Play,Daniel Alves da Silva,4324.0,Right Back,143,Barcelona,217,['a5b14dd6-11c7-4099-bc7e-59b628200201'],4,,,,,,,,,,,,,,,,,,Barcelona,217,00:31:04.570,Pass,,2010/2011
,,,,,,,,,,,,,,2.009428,,,,,,,,,,,,,42d17244-ba8c-490f-86cc-12755caeb6fa,3280,,"[59.3, 66.1]",69306,76,,,,,-1.7364664,,Left Foot,,,,"[54.1, 35.0]",,Low Pass,,31.53173,,,,Andreu Fontàs Prat,6890.0,,,,,,,2,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,143,Barcelona,217,['ca5a2d2e-1c0e-4e30-b5df-57d4044930d0'],6,,,,,,,,,,,,,,,,,,Barcelona,217,00:31:06.557,Pass,,2010/2011
,,,,,,,,,,,,,,1.171547,,,,,,,,,,,,,5b8af874-d614-4cfa-b600-f2aedd025540,3283,,"[56.1, 30.5]",69306,76,,,,,-1.5529411,,Left Foot,,,,"[56.4, 13.7]",,Ground Pass,,16.80268,,,,Maxwell Scherrer Cabelino Andrade,26613.0,,,,,,,2,Regular Play,Andreu Fontàs Prat,6890.0,Left Center Back,143,Barcelona,217,['363cc0e2-a543-4c23-b441-5b4f301883c7'],10,,,,,,,,,,,,,,,,,,Barcelona,217,00:31:10.130,Pass,,2010/2011
,,,,,,,,,,,,,,0.842817,,,,,,,,,,,,,470030f5-f520-48d5-8439-6844959889af,3286,,"[57.4, 10.7]",69306,76,,,,,-0.6470472,,Left Foot,,,,"[66.4, 3.9]",,Ground Pass,,11.280071,,,,Bojan Krkíc Pérez,4913.0,,,,,,,2,Regular Play,Maxwell Scherrer Cabelino Andrade,26613.0,Left Back,143,Barcelona,217,['1c1eadda-f58d-4482-a995-78ce172d2f96'],12,,,,,,,,,,,,,,,,,,Barcelona,217,00:31:12.472,Pass,,2010/2011
,,,,,,,,,,,,,,1.113045,,,,,,,,,,,,,d59ab9f9-733e-4df2-aa6a-7daae0a41b0e,3289,,"[65.7, 4.6]",69306,76,,,,,1.4743226,,Right Foot,,,,"[66.6, 13.9]",,Ground Pass,,9.343447,,,,Seydou Kéita,20169.0,,,,,,,2,Regular Play,Bojan Krkíc Pérez,4913.0,Left Wing,143,Barcelona,217,['7575019e-47cc-42ad-8601-07289a9b8f23'],14,,,,,,,,,,,,,,,,,,Barcelona,217,00:31:14.351,Pass,,2010/2011
