bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,,,1.5318,,,,,,,,,,,,,,37432785-83a7-4740-bd40-518a2a097c15,2150,,"[80.0, 28.9]",266871,51,,,,,-1.1228542,,Right Foot,,,,"[91.1, 5.8]",,Ground Pass,25.6285,,,,Neymar da Silva Santos Junior,4320.0,,,,,,2,From Throw In,Xavier Hernández Creus,20131.0,Left Center Midfield,106,Barcelona,217,"['0f7f6bb2-6024-49c6-a757-1e00608fafe8', '8b8f0113-2080-48c2-8ef3-110302bc5995']",42,,,,,,,,,,,,,,,,,,,,Barcelona,217,00:06:42.893,Pass,True,2014/2015
,,,,,,,,,,,,,,,,,,,2.1831,,,,,,,,,,,,,,907e0225-cc9d-4c2c-a1bc-cdf5386cec53,2152,,"[91.1, 5.8]",266871,51,,,,,0.95779896,f22fd1b0-0b39-4a56-bf6f-19bd7b9e282f,Right Foot,,,,"[107.7, 29.4]",,High Pass,28.853422,,,,Luis Alberto Suárez Díaz,5246.0,True,,,,,2,From Throw In,Neymar da Silva Santos Junior,4320.0,Left Wing,106,Barcelona,217,['092b63c0-f5e7-4b1f-b45f-78bc58c1964b'],44,,,,,,,,,,,,,,,,,,,,Barcelona,217,00:06:44.425,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,,2.3061,,,,,,,,,,,,,,b39a9d48-8cb1-4308-bb5b-18516b99b2dd,2156,,"[7.0, 36.1]",266871,52,,True,,,-0.09996071,,Right Foot,,,,"[74.8, 29.3]",,High Pass,68.14015,,Incomplete,,,,,,,,Goal Kick,2,From Goal Kick,Gorka Iraizoz Moreno,6576.0,Goalkeeper,107,Athletic Club,215,['3acb242a-a183-47c8-a96c-d2a630bf7dcd'],14,,,,,,,,,,,,,,,,,,,,Athletic Club,215,00:07:14.787,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,,0.6017,,,,,,,,,,,,,,4a83e631-d906-4549-880e-27454dec4a1f,2160,,"[66.6, 21.3]",266871,52,,,,,-0.08550529,,Right Foot,,,,"[73.6, 20.7]",,Ground Pass,7.025667,,,,Iker Muniain Goñi,6842.0,,,,,,2,From Goal Kick,Mikel Rico Moreno,6656.0,Right Center Midfield,107,Athletic Club,215,['85802121-8052-465e-b081-55f85bf2b624'],20,,,,,,,,,,,,,,,,,,,,Athletic Club,215,00:07:20.631,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,,2.106,,,,,,,,,,,,,,4356d3bd-103c-4515-9cc2-1f14aee602d3,2164,,"[84.5, 17.3]",266871,52,,,,,-1.0828373,,Right Foot,,,,"[91.4, 4.3]",,Ground Pass,14.717676,,,,Jon Aurtenetxe Borde,26788.0,,,,,,2,From Goal Kick,Iker Muniain Goñi,6842.0,Left Wing,107,Athletic Club,215,['53aee5a4-b3ee-4318-9621-60ee77f202da'],22,,,,,,,,,,,,,,,,,,,,Athletic Club,215,00:07:22.487,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,,2.2859,,,,,,,,,,,,,,d1857393-6b7a-45eb-991d-564bb8292857,2166,,"[91.4, 4.3]",266871,52,,,,,1.1203997,,Left Foot,True,,,"[110.5, 43.8]",,High Pass,43.875507,,Incomplete,,,,,,,,,2,From Goal Kick,Jon Aurtenetxe Borde,26788.0,Left Back,107,Athletic Club,215,['17c4117d-508a-4beb-b75d-ad2595691321'],24,,,,,,,,,,,,,,,,,,,,Athletic Club,215,00:07:24.593,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,,0.9175,,,,,,,,,,,,,,662e0ffd-3b41-46bd-840c-b86ff8dd8da9,2168,,"[23.2, 24.1]",266871,52,,,,,-0.28177187,,Right Foot,,,,"[38.4, 19.7]",,High Pass,15.824033,,Incomplete,,Neymar da Silva Santos Junior,4320.0,,,,,Recovery,2,From Goal Kick,Xavier Hernández Creus,20131.0,Left Center Midfield,107,Athletic Club,215,"['30bdedef-0135-42a7-8b96-a3250ee8cb53', 'f90a7a66-18f9-40ab-80b1-a316306aec72']",28,,,,,,,,,,,,,,,,,,,,Barcelona,217,00:07:28.837,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,,1.6667,,,,,,,,,,,,,,f90a7a66-18f9-40ab-80b1-a316306aec72,2170,,"[81.7, 60.4]",266871,52,,,,,-0.7753985,,Head,,,,"[91.8, 50.5]",,Low Pass,14.142842,,Incomplete,,,,,,,,Recovery,2,From Goal Kick,Óscar de Marcos Arana,6649.0,Right Back,107,Athletic Club,215,"['2714241c-e8e1-49cc-864e-91bc921993a5', '662e0ffd-3b41-46bd-840c-b86ff8dd8da9']",29,,,,,,,,,,,,,,,,,,,,Athletic Club,215,00:07:29.755,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,,1.4705,,,,,,,,,,,,,,2714241c-e8e1-49cc-864e-91bc921993a5,2171,,"[28.3, 29.6]",266871,52,,,,,-1.5098034,,Right Foot,,,,"[29.1, 16.5]",,Ground Pass,13.124405,,,,Xavier Hernández Creus,20131.0,,,,,Recovery,2,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,108,Barcelona,217,"['3155431c-e749-4b22-b5d0-fd2a620a6f60', 'f90a7a66-18f9-40ab-80b1-a316306aec72']",31,,,,,,,,,,,,,,,,,,,,Barcelona,217,00:07:31.421,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,,1.0659,,,,,,,,,,,,,,2fbb0a12-14a1-44c6-9270-8511ce62c510,2174,,"[27.6, 9.2]",266871,52,,,,,-0.5273909,,Right Foot,,,,"[36.7, 3.9]",,Ground Pass,10.530907,,,,Neymar da Silva Santos Junior,4320.0,,,,,,2,Regular Play,Xavier Hernández Creus,20131.0,Left Center Midfield,108,Barcelona,217,['8cffe9a2-e624-4240-8ce6-a9fe4609b9b8'],34,,,,,,,,,,,,,,,,,,,,Barcelona,217,00:07:34.081,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,,0.9546,,,,,,,,,,,,,,620449b2-bc9b-4f7a-aa06-68ef76c8946c,2178,,"[32.7, 4.6]",266871,52,,,,,2.8983839,,Right Foot,,,,"[19.4, 7.9]",,Ground Pass,13.703284,,,,Jordi Alba Ramos,5211.0,,,,,,2,Regular Play,Neymar da Silva Santos Junior,4320.0,Left Wing,108,Barcelona,217,['441d6e0b-349c-48a4-8c8b-108e07a970e2'],35,,,,,,,,,,,,,,,,,,,,Barcelona,217,00:07:35.905,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,,0.9656,,,,,,,,,,,,,,8a611d6e-c834-4350-a0f0-ac152948f651,2181,,"[19.4, 7.9]",266871,52,,,,,0.37066257,,Left Foot,,,,"[40.5, 16.1]",,High Pass,22.637358,,,,Xavier Hernández Creus,20131.0,,,,,,2,Regular Play,Jordi Alba Ramos,5211.0,Left Back,108,Barcelona,217,['6d612437-4299-446b-9c06-79236833ffbd'],36,,,,,,,,,,,,,,,,,,,,Barcelona,217,00:07:36.899,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,,0.9029,,,,,,,,,,,,,,b0e98215-a8cf-4468-b453-4684dd11f939,2187,,"[81.1, 63.1]",266871,52,,,,,-0.6152531,,Right Foot,,,,"[94.4, 53.7]",,Ground Pass,16.286497,,Incomplete,,Aritz Aduriz Zubeldia,6394.0,,,,,,2,Regular Play,Mikel San José Domínguez,6389.0,Left Center Midfield,109,Athletic Club,215,"['8c7b84b6-daff-41fc-8cf1-f00b12a14776', 'bb01eb41-a685-4456-b99f-a90c6d84c987']",39,,,,,,,,,,,,,,,,,,,,Athletic Club,215,00:07:39.808,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,,2.1812,,,,,,,,,,,,,,aa1cb5b7-dd22-4a5c-84d9-0b3974502b1d,2197,,"[93.7, 73.9]",266871,52,,,,,-1.1286298,ed883fce-291b-480b-88f4-5f8b380d97f7,Right Foot,True,,,"[113.3, 32.5]",,High Pass,45.80524,,,,Unai López Cabrera,11746.0,True,True,,,,2,From Counter,Óscar de Marcos Arana,6649.0,Right Back,109,Athletic Club,215,['4570f56b-0fbc-4b34-b1ce-57523dc5dc48'],47,,,,,,,,,,,,,,,,,,,,Athletic Club,215,00:07:47.920,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,,1.057862,,,,,,,,,,,,,,6acabc90-a33f-4812-b357-87788f77abb6,2201,,"[6.0, 36.0]",266871,53,,True,,,-0.8659687,,Right Foot,,,,"[35.6, 1.2]",,High Pass,45.685883,,Out,,,,,,,,Goal Kick,2,From Goal Kick,Claudio Andrés Bravo Muñoz,4691.0,Goalkeeper,110,Barcelona,217,,16,,,,,,,,,,,,,,,,,,,,Barcelona,217,00:08:16.873,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,,1.2079,,,,,,,,,,,,,,db3c6384-616c-4b93-bdca-be9cf0cf3808,2202,,"[92.3, 80.0]",266871,53,,,,,-1.2558024,,,,,,"[95.2, 71.1]",,Low Pass,9.360556,,,,Aritz Aduriz Zubeldia,6394.0,,,,,Throw-in,2,From Throw In,Óscar de Marcos Arana,6649.0,Right Back,111,Athletic Club,215,['6d293f54-12f8-4524-a7e5-68d26f9a9076'],33,,,,,,,,,,,,,,,,,,,,Athletic Club,215,00:08:33.738,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,,0.885198,,,,,,,,,,,,,,9d1068a7-ea50-4a88-8335-cb82ea4ef80f,2206,,"[91.4, 71.8]",266871,53,,,,,1.5707964,,Right Foot,,,,"[91.4, 76.6]",,Ground Pass,4.8,,,,Óscar de Marcos Arana,6649.0,,,,,,2,From Throw In,Aritz Aduriz Zubeldia,6394.0,Center Forward,111,Athletic Club,215,['97b4239f-7ccd-47c9-9b07-c4a65cd14b61'],37,,,,,,,,,,,,,,,,,,,,Athletic Club,215,00:08:37.618,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,,0.848602,,,,,,,,,,,,,,1c1c07cf-5781-4e54-912a-a536c1e4eae2,2209,,"[87.4, 76.0]",266871,53,,,,,-1.9513026,,Right Foot,,,,"[83.0, 65.0]",,Ground Pass,11.8473625,,,,Mikel San José Domínguez,6389.0,,,,,,2,From Throw In,Óscar de Marcos Arana,6649.0,Right Back,111,Athletic Club,215,['0fc50883-4c05-489c-b893-608abcb277ce'],39,,,,,,,,,,,,,,,,,,,,Athletic Club,215,00:08:39.256,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,,0.994698,,,,,,,,,,,,,,97f9654b-9136-4fdc-8835-65b9a659f296,2211,,"[83.0, 65.0]",266871,53,,,,,-0.18152387,,Right Foot,,,,"[98.8, 62.1]",,Ground Pass,16.063934,,,,Markel Susaeta Laskurain,6390.0,,,,,,2,From Throw In,Mikel San José Domínguez,6389.0,Left Center Midfield,111,Athletic Club,215,['e9e320d5-f911-433e-9912-fe71745e801f'],40,,,,,,,,,,,,,,,,,,,,Athletic Club,215,00:08:40.104,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,,1.735,,,,,,,,,,,,,,ceb3131b-a2cd-422f-b47e-c5f5a81d7ccf,2226,,"[3.3, 5.4]",266871,53,,,,,-0.029117981,,Left Foot,,,,"[23.9, 4.8]",,High Pass,20.608736,,,,Xavier Hernández Creus,20131.0,,,,,,2,Regular Play,Jordi Alba Ramos,5211.0,Left Back,112,Barcelona,217,"['918ae8d7-9e68-4c74-865d-3a236a04e1d7', 'ff82c771-bf08-4bae-85a6-931c35cbb094']",50,,,,,,,,,,,,,,,,,,,,Barcelona,217,00:08:50.232,Pass,True,2014/2015
,,,,,,,,,,,,,,,,,,,1.793302,,,,,,,,,,,,,,9ad5daab-b79b-4147-a0bf-fc7d2a2b3a01,2229,,"[23.9, 4.8]",266871,53,,,,,0.6533584,,Right Foot,,,,"[38.4, 15.9]",,High Pass,18.260887,,,,Neymar da Silva Santos Junior,4320.0,,,,,,2,Regular Play,Xavier Hernández Creus,20131.0,Left Center Midfield,112,Barcelona,217,['0bec9cf0-2c39-4d6f-8572-978e0c351559'],52,,,,,,,,,,,,,,,,,,,,Barcelona,217,00:08:52.032,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,,0.4776,,,,,,,,,,,,,,a5d0fa8d-c3a2-4aac-961c-690a71ff7859,2239,,"[90.6, 62.1]",266871,53,,,,,-0.3142319,,Right Foot,,,,"[94.6, 60.8]",,Ground Pass,4.2059484,,Incomplete,,Markel Susaeta Laskurain,6390.0,,,,,,2,Regular Play,Mikel San José Domínguez,6389.0,Left Center Midfield,112,Barcelona,217,"['ae454350-29cb-4064-bfcc-a2ca062cce77', 'c57675ad-f53a-4bb5-aefc-155b8dc8ed6f']",56,,,,,,,,,,,,,,,,,,,,Athletic Club,215,00:08:56.670,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,,1.4203,,,,,,,,,,,,,,3c41df53-8de0-4f05-b021-cacd91b9cac6,2246,,"[34.2, 17.4]",266871,54,,True,,,0.9315566,,Right Foot,,,,"[42.6, 28.7]",,Ground Pass,14.080128,,,,Ivan Rakitić,5470.0,,,,,Free Kick,2,From Free Kick,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,113,Barcelona,217,['9b03229d-afac-4941-9142-2a51beccfbcc'],23,,,,,,,,,,,,,,,,,,,,Barcelona,217,00:09:23.078,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,,0.6967,,,,,,,,,,,,,,ad21d46a-155a-4983-8bb0-bca22ee738a6,2248,,"[42.8, 28.9]",266871,54,,,,,-2.2455373,,Right Foot,,,,"[35.6, 19.9]",,Ground Pass,11.525623,,,,Sergio Busquets i Burgos,5203.0,,,,,,2,From Free Kick,Ivan Rakitić,5470.0,Right Center Midfield,113,Barcelona,217,['572b1b4d-7ec7-4911-9b4d-cb6a547385e0'],24,,,,,,,,,,,,,,,,,,,,Barcelona,217,00:09:24.560,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,,1.0623,,,,,,,,,,,,,,be184404-39fb-464d-8f6a-47127b06d17f,2252,,"[34.4, 26.4]",266871,54,,,,,0.2010675,,Right Foot,,,,"[50.1, 29.6]",,Ground Pass,16.022797,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,2,From Free Kick,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,113,Barcelona,217,['8ad39090-0dc5-410e-8f09-f26a25af33d5'],27,,,,,,,,,,,,,,,,,,,,Barcelona,217,00:09:27.572,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,,0.6632,,,,,,,,,,,,,,e33b8fdf-2310-434a-87b5-be358063e69c,2258,,"[68.3, 47.2]",266871,54,,,,,-0.08391463,,Left Foot,,,,"[79.0, 46.3]",,Ground Pass,10.737783,,Incomplete,,Aritz Aduriz Zubeldia,6394.0,,,,,,2,Regular Play,Mikel San José Domínguez,6389.0,Left Center Midfield,114,Athletic Club,215,"['177129ef-88e5-4c3a-a18f-ae350fc1608f', 'eff59979-6c67-4020-8457-65ca14dd7460']",31,,,,,,,,,,,,,,,,,,,,Athletic Club,215,00:09:31.560,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,,1.5283,,,,,,,,,,,,,,f6390d5a-b7ac-4696-a1d0-664ab5a3dd76,2263,,"[90.8, 35.2]",266871,54,,,,,-0.43284503,8ac72feb-d687-4eb9-829a-69b031894cdc,Right Foot,,,,"[105.3, 28.5]",,Ground Pass,15.973103,,,,Aritz Aduriz Zubeldia,6394.0,True,,,,,2,Regular Play,Iker Muniain Goñi,6842.0,Left Wing,114,Athletic Club,215,['41c02af9-3c5c-44c4-97f6-4fcdd086b6fd'],34,,,,,,,,,,,,,,,,,,,,Athletic Club,215,00:09:34.771,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,,1.393,,,,,,,,,,,,,,2dbc4785-da3e-4e98-88cf-86e979a2f93c,2272,,"[111.8, 15.0]",266871,54,,,,,-1.6041173,,Right Foot,,,,"[111.4, 3.0]",,Ground Pass,12.006665,,,,Jon Aurtenetxe Borde,26788.0,,,,,,2,Regular Play,Aritz Aduriz Zubeldia,6394.0,Center Forward,114,Athletic Club,215,"['5ab819c5-7346-4ddb-afb0-492a934cba91', 'fa00ed81-bede-4b3d-aff7-cc50407c2731']",41,,,,,,,,,,,,,,,,,,,,Athletic Club,215,00:09:41.355,Pass,True,2014/2015
,,,,,,,,,,,,,,,,,,,1.3885,,,,,,,,,,,,,,a31b39ff-0e34-462a-9531-2053f9a23b50,2274,,"[111.4, 3.0]",266871,54,,,,,1.664157,,Left Foot,,,,"[108.9, 29.7]",,High Pass,26.816786,,Incomplete,,,,,,,,,2,Regular Play,Jon Aurtenetxe Borde,26788.0,Left Back,114,Athletic Club,215,['8691d9d1-2f8f-483e-8307-cbdef944c490'],42,,,,,,,,,,,,,,,,,,,,Athletic Club,215,00:09:42.748,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,,1.2554,,,,,,,,,,,,,,1030ae11-33d3-4fa4-a45f-0d3223a2729b,2276,,"[82.0, 25.7]",266871,54,,,,,-0.119428925,,Left Foot,,,,"[92.0, 24.5]",,Low Pass,10.071743,,Incomplete,,,,,,,,Recovery,2,Regular Play,Mikel San José Domínguez,6389.0,Left Center Midfield,114,Athletic Club,215,['0bc6ffc8-6d6c-4228-a921-af900cb23f0e'],46,,,,,,,,,,,,,,,,,,,,Athletic Club,215,00:09:46.535,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,,2.7437,,,,,,,,,,,,,,6a730b50-90e7-46d4-8e6b-f1f21cc33fc5,2282,,"[28.7, 51.0]",266871,54,,,,,-0.7241032,,Right Foot,,,,"[43.4, 38.0]",,Ground Pass,19.62371,,,,Xavier Hernández Creus,20131.0,,,,,,2,Regular Play,Daniel Alves da Silva,4324.0,Right Back,115,Barcelona,217,['e12eaae5-4202-4435-aad5-b7562cab7692'],49,,,,,,,,,,,,,,,,,,,,Barcelona,217,00:09:49.760,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,,2.2565,,,,,,,,,,,,,,35ac47da-a9da-4a79-9ad7-dd7cea175554,2284,,"[49.5, 32.5]",266871,54,,,,,-0.93108547,,Right Foot,,,,"[68.4, 7.1]",,Ground Pass,31.660227,,,,Neymar da Silva Santos Junior,4320.0,,,,,,2,Regular Play,Xavier Hernández Creus,20131.0,Left Center Midfield,115,Barcelona,217,['4cb82f07-ca4d-4159-8a20-c174024f42af'],52,,,,,,,,,,,,,,,,,,,,Barcelona,217,00:09:52.504,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,,1.3741,,,,,,,,,,,,,,037170f0-39bd-41b2-a3d5-113cb50c015b,2287,,"[91.5, 18.8]",266871,54,,,,,1.6240792,,Right Foot,,,,"[90.7, 33.8]",,Ground Pass,15.021318,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,2,Regular Play,Neymar da Silva Santos Junior,4320.0,Left Wing,115,Barcelona,217,['af4516a3-eb3a-414a-b280-8b0726ae2a89'],57,,,,,,,,,,,,,,,,,,,,Barcelona,217,00:09:57.548,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,,1.563,,,,,,,,,,,,,,f3e074db-988a-4834-8aa3-919da6dff500,2290,,"[100.3, 41.1]",266871,55,,,,,0.95864385,,Left Foot,,,,"[110.2, 55.2]",,Ground Pass,17.228464,,,,Daniel Alves da Silva,4324.0,,,,,,2,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,115,Barcelona,217,['5cca9382-4678-40ad-a705-04ca1b347370'],0,,,,,,,,,,,,,,,,,,,,Barcelona,217,00:10:00.357,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,,0.6554,,,,,,,,,,,,,,aced0201-71eb-48fd-8f61-cf1104eb062c,2293,,"[110.2, 55.2]",266871,55,,,,,-1.5243182,,Right Foot,,,,"[110.6, 46.6]",,Ground Pass,8.609298,,Incomplete,,,,,,,,,2,Regular Play,Daniel Alves da Silva,4324.0,Right Back,115,Barcelona,217,['38f55cd7-8fe6-4642-aa6a-f0566fe83521'],1,,,,,,,,,,,,,,,,,,,,Barcelona,217,00:10:01.960,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,,0.6217,,,,,,,,,,,,,,f5acad0e-896d-4580-9db0-189cd7f92c9a,2297,,"[110.9, 59.2]",266871,55,,,,,-2.0163736,,Right Foot,,,,"[107.7, 52.5]",,Ground Pass,7.4249578,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,2,Regular Play,Daniel Alves da Silva,4324.0,Right Back,115,Barcelona,217,['5fa5ebb4-31fa-482c-960e-11b3186b196d'],4,,,,,,,,,,,,,,,,,,,,Barcelona,217,00:10:04.477,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,,0.6648,,,,,,,,,,,,,,89853d95-2e33-4130-b4cd-b1a58b27fd84,2300,,"[107.7, 52.5]",266871,55,,,,,-1.131937,ddfd2a3d-77e4-479b-89c6-c89bf3107059,Left Foot,,,,"[110.0, 47.6]",,Ground Pass,5.4129477,,,,Luis Alberto Suárez Díaz,5246.0,True,,,,,2,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,115,Barcelona,217,['d05d6f9a-f02f-49d5-8de6-01d776c5f458'],5,,,,,,,,,,,,,,,,,,,,Barcelona,217,00:10:05.972,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,,1.229529,,,,,,,,,,,,,,e4b30886-ed89-4b73-ade5-019192decd21,2307,,"[120.0, 80.0]",266871,55,,True,,,-2.6524727,,Right Foot,,,,"[101.4, 70.1]",,Ground Pass,21.070595,,,,Ivan Rakitić,5470.0,,,,,Corner,2,From Corner,Daniel Alves da Silva,4324.0,Right Back,116,Barcelona,217,['fd45f6e0-7f94-4c81-83a3-174972d82f51'],17,,,,,,,,,,,,,,,,,,,,Barcelona,217,00:10:17.760,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,,1.0967,,,,,,,,,,,,,,e52ee144-6e09-4536-bf43-bc13cb94e0b6,2309,,"[94.3, 70.5]",266871,55,,True,,,-1.801016,,Right Foot,,,,"[91.3, 57.7]",,Ground Pass,13.146863,,,,Sergio Busquets i Burgos,5203.0,,,,,,2,From Corner,Ivan Rakitić,5470.0,Right Center Midfield,116,Barcelona,217,['c5191e87-94b5-4799-9849-ca22ace5de35'],24,,,,,,,,,,,,,,,,,,,,Barcelona,217,00:10:24.764,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,,1.5166,,,,,,,,,,,,,,6bae656c-f782-45a0-b958-9626a92d4112,2311,,"[91.3, 57.7]",266871,55,,,,,2.0430398,,Right Foot,,,,"[84.2, 71.6]",,Ground Pass,15.608331,,,,Ivan Rakitić,5470.0,,,,,,2,From Corner,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,116,Barcelona,217,['b7fd5d54-c319-4452-aa75-b290507d38c0'],27,,,,,,,,,,,,,,,,,,,,Barcelona,217,00:10:27.074,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,,2.8584,,,,,,,,,,,,,,229cae21-e5db-4fc6-8e31-6bebcbe87eaa,2313,,"[84.2, 71.6]",266871,55,,,,,-2.1984606,,Right Foot,,,,"[57.5, 34.8]",,Low Pass,45.465702,,,,Jordi Alba Ramos,5211.0,,,,,,2,From Corner,Ivan Rakitić,5470.0,Right Center Midfield,116,Barcelona,217,['29096be3-2e92-41da-8cac-ee606a7d759e'],28,,,,,,,,,,,,,,,,,,,,Barcelona,217,00:10:28.591,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,,1.3625,,,,,,,,,,,,,,7da1331c-a3b7-43aa-a53b-6b9abaa0b719,2316,,"[56.0, 33.1]",266871,55,,,,,0.6831914,,Left Foot,,,,"[64.6, 40.1]",,Ground Pass,11.088733,,,,Xavier Hernández Creus,20131.0,,,,,,2,From Corner,Jordi Alba Ramos,5211.0,Left Back,116,Barcelona,217,['4f70315a-86e4-4ddc-81a0-b3858199a18d'],32,,,,,,,,,,,,,,,,,,,,Barcelona,217,00:10:32.295,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,,1.1436,,,,,,,,,,,,,,2aa13f8b-ebff-486f-a69d-2752168fb984,2319,,"[63.2, 35.0]",266871,55,,,,,1.4464413,,Right Foot,,,,"[65.3, 51.8]",,Ground Pass,16.93074,,,,Sergio Busquets i Burgos,5203.0,,,,,,2,From Corner,Xavier Hernández Creus,20131.0,Left Center Midfield,116,Barcelona,217,['b690d0bb-bdbd-42d2-a5a9-e47761b161e6'],37,,,,,,,,,,,,,,,,,,,,Barcelona,217,00:10:37.546,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,,1.3149,,,,,,,,,,,,,,135c0ea7-fc29-4731-8245-87d43edd1224,2322,,"[65.3, 51.8]",266871,55,,,,,1.0413654,,Right Foot,,,,"[78.7, 74.7]",,Ground Pass,26.532433,,,,Daniel Alves da Silva,4324.0,,,,,,2,From Corner,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,116,Barcelona,217,['166a6dec-af9f-4a7d-ab17-47bfb40e89df'],39,,,,,,,,,,,,,,,,,,,,Barcelona,217,00:10:39.899,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,,1.0633,,,,,,,,,,,,,,5e379afa-9bee-4a8c-a2c4-7193ee109f7a,2325,,"[85.0, 75.4]",266871,55,,,,,-1.63025,,Right Foot,,,,"[84.0, 58.6]",,Low Pass,16.829735,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,2,From Corner,Daniel Alves da Silva,4324.0,Right Back,116,Barcelona,217,['30472296-a2d1-4463-8f31-58767b2194e4'],42,,,,,,,,,,,,,,,,,,,,Barcelona,217,00:10:42.649,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,,1.0803,,,,,,,,,,,,,,6d8ef269-642b-4d7c-a99f-db2a936d33a8,2328,,"[84.0, 58.6]",266871,55,,,,,1.7159226,,Left Foot,,,,"[82.1, 71.6]",,Ground Pass,13.138112,,,,Daniel Alves da Silva,4324.0,,,,,,2,From Corner,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,116,Barcelona,217,['ce161776-a3bd-44f4-816b-b5c116d4be16'],44,,,,,,,,,,,,,,,,,,,,Barcelona,217,00:10:44.669,Pass,,2014/2015
