50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,66e0ed7f-044a-492a-a8b7-cb86ba92c14a,1,,,303430,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Barcelona,217,,0,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 20055, 'name': 'Marc-André ter Stegen'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 6374, 'name': 'Nélson Cabral Semedo'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 5213, 'name': 'Gerard Piqué Bernabéu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 6826, 'name': 'Clément Lenglet'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 15}, {'player': {'id': 17304, 'name': 'Héctor Junior Firpo Adames'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 24}, {'player': {'id': 5203, 'name': 'Sergio Busquets i Burgos'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 6379, 'name': 'Sergi Roberto Carnicer'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 20}, {'player': {'id': 11392, 'name': 'Arthur Henrique Ramos de Oliveira Melo'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 10}, {'player': {'id': 5487, 'name': 'Antoine Griezmann'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 17}, {'player': {'id': 5246, 'name': 'Luis Alberto Suárez Díaz'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Barcelona,217,00:00:00.000,Starting XI,,2019/2020
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,2e8f61e9-14d8-44fd-8d90-1239545f4482,2,,,303430,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Barcelona,217,,0,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 6755, 'name': 'Sergio Asenjo Andrés'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 6710, 'name': 'Rubén Peña Jiménez'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 20}, {'player': {'id': 7030, 'name': 'Raúl Albiol i Tortajada'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 6892, 'name': 'Pau Francisco Torres'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 24729, 'name': 'Xavier Quintillà Guasch'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 16}, {'player': {'id': 3141, 'name': 'André-Frank Zambo Anguissa'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 19}, {'player': {'id': 3497, 'name': 'Vicente Iborra De La Fuente'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 10}, {'player': {'id': 16335, 'name': 'Samuel Chimerenka Chukwueze'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 11}, {'player': {'id': 11386, 'name': 'Santiago Cazorla González'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 8}, {'player': {'id': 20063, 'name': 'Javier Ontiveros Parra'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 24}, {'player': {'id': 6766, 'name': 'Gerard Moreno Balaguero'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 7}]}",Villarreal,222,00:00:00.000,Starting XI,,2019/2020
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,48c9a8fe-673a-4ee7-8a18-c5c188f6441d,3,,,303430,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Barcelona,217,['97b8c14c-3e1c-4359-af02-1227f03a61a2'],0,,,,,,,,,,,,,,,,Villarreal,222,00:00:00.000,Half Start,,2019/2020
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,97b8c14c-3e1c-4359-af02-1227f03a61a2,4,,,303430,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Barcelona,217,['48c9a8fe-673a-4ee7-8a18-c5c188f6441d'],0,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.000,Half Start,,2019/2020
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,05bb67b0-6161-48e1-a0b0-be83d8265ea4,2174,,,303430,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,92,Villarreal,222,['3c159d4e-721b-44e3-8d4f-c9f04180f2ae'],0,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.000,Half Start,,2019/2020
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,3c159d4e-721b-44e3-8d4f-c9f04180f2ae,2175,,,303430,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,92,Villarreal,222,['05bb67b0-6161-48e1-a0b0-be83d8265ea4'],0,,,,,,,,,,,,,,,,Villarreal,222,00:00:00.000,Half Start,,2019/2020
,,,,,,,,,,,,,,,,,,1.655196,,,,,,,,,,,,93eec8c9-b3d3-402a-abf7-4ad0d1b6ee68,5,,"[61.0, 41.0]",303430,0,,,,,-2.8084574,,Right Foot,,,,"[29.5, 30.1]",,Ground Pass,,33.332565,,,,,Pau Francisco Torres,6892.0,,,,,Kick Off,1,From Kick Off,Santiago Cazorla González,11386.0,Center Attacking Midfield,2,Villarreal,222,['a95728cd-b7a4-49da-8154-b77a092ec7c0'],0,,,,,,,,,,,,,,,,Villarreal,222,00:00:00.229,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,3.323289,,,,,,,,,,,,1fefb285-8703-4892-bfb5-d1f31e67f580,8,,"[36.8, 29.2]",303430,0,,,,,0.37954637,,Left Foot,,,,"[90.7, 50.7]",,High Pass,,58.02982,,,,,Gerard Moreno Balaguero,6766.0,,,,,,1,From Kick Off,Pau Francisco Torres,6892.0,Left Center Back,2,Villarreal,222,['621a9f71-495e-45d8-aca8-3257275deea4'],4,,,,,,,,,,,,,,,,Villarreal,222,00:00:04.604,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,0.661626,,,,,,,,,,,,98d16fb8-20b8-4bd3-baf6-96cc1ceb1656,10,,"[90.7, 50.7]",303430,0,,,,True,3.0659795,,,,,,"[84.1, 51.2]",,High Pass,,6.618912,,,Incomplete,,,,,,,,,1,From Kick Off,Gerard Moreno Balaguero,6766.0,Center Forward,2,Villarreal,222,"['477f3dee-e52d-4132-a93d-b2449d83a3d5', 'adac977f-81cd-4adc-bb57-35412e77b479']",7,,,,,,,,,,,,,,,,Villarreal,222,00:00:07.928,Pass,True,2019/2020
,,,,,,,,,,,,,,,,,,0.969214,,,,,,,,,,,,bcb09c36-d464-4e61-916f-f9ef5d54c5d5,16,,"[78.7, 64.3]",303430,0,,,,,-3.032274,,Right Foot,,,,"[70.5, 63.4]",,Ground Pass,,8.249243,,,,,Rubén Peña Jiménez,6710.0,,,,,,1,From Kick Off,Vicente Iborra De La Fuente,3497.0,Left Center Midfield,2,Villarreal,222,['659ddd6e-3d9d-4a5c-8508-ea1428267014'],10,,,,,,,,,,,,,,,,Villarreal,222,00:00:10.348,Pass,,2019/2020
