ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_lost_in_play,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002b1f9f-fa84-4a3e-a31c-df18d091ccbe,106,,"[49.3, 10.9]",70277,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Adriano Correia Claro,22102.0,Left Back,6,Barcelona,217,['47ead805-be16-4289-9c8e-2236ed08f4dc'],51,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:51.427,Ball Receipt*,,2013/2014
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1c0390d7-e5c9-4e5b-8c58-b5ff14dd1616,110,,"[65.5, 3.9]",70277,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Pedro Eliezer Rodríguez Ledesma,3958.0,Left Wing,6,Barcelona,217,['d2d860ae-50db-47ce-83df-6f04d8411895'],53,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:53.933,Ball Receipt*,,2013/2014
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72517723-8b34-4dfd-9699-6c64933ff934,113,,"[56.4, 13.3]",70277,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Xavier Hernández Creus,20131.0,Right Center Midfield,6,Barcelona,217,['10b100e5-9ed5-4d8c-8af4-dae205570e74'],55,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:55.854,Ball Receipt*,,2013/2014
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3434140b-a612-4064-9712-1757c5088541,117,,"[43.0, 25.4]",70277,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Javier Alejandro Mascherano,5506.0,Left Center Back,6,Barcelona,217,['11ccb3c7-954a-4848-bbe3-ec1deafa8d8b'],59,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:59.415,Ball Receipt*,,2013/2014
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92156f68-b0dd-45aa-95c4-c1cf7418d55d,120,,"[55.9, 63.3]",70277,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,6,Barcelona,217,['de884c51-a88c-4473-b939-a73346374a7c'],3,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:03.508,Ball Receipt*,,2013/2014
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bdad5cac-9d1c-4f96-9583-6944b5d84095,123,,"[76.5, 56.4]",70277,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Alexis Alejandro Sánchez Sánchez,3385.0,Right Wing,6,Barcelona,217,['ed8dc441-7f81-44a7-a563-7cf4ad7e9e47'],5,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:05.852,Ball Receipt*,,2013/2014
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d97d1220-5b41-444c-a991-1f6f2100310e,129,,"[97.6, 40.2]",70277,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Francesc Fàbregas i Soler,3478.0,Left Center Midfield,6,Barcelona,217,['ee8b213c-430d-4ae9-b6f2-d90c68ef390f'],9,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:09.496,Ball Receipt*,,2013/2014
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c775cda0-f438-42f2-8be3-f61e537b997a,131,,"[91.0, 33.5]",70277,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,6,Barcelona,217,['93c62cea-9070-499c-9776-75c75ebddf09'],10,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:10.241,Ball Receipt*,,2013/2014
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56a2ca63-af75-4024-8a4b-e2d1ee6f32a6,140,,"[82.4, 11.3]",70277,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Adriano Correia Claro,22102.0,Left Back,6,Barcelona,217,['37314411-7f36-4945-802f-4a3375572d43'],15,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:15.618,Ball Receipt*,,2013/2014
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93ab48ab-9e60-4814-ad31-db4fa61f8270,143,,"[83.2, 5.5]",70277,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,6,Barcelona,217,['41d6f2f0-581f-4097-b9b7-5e3c2eaa6ea0'],16,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:16.985,Ball Receipt*,,2013/2014
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99bc2995-bb60-4c83-b26a-3b91b6e57154,145,,"[76.4, 11.3]",70277,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Adriano Correia Claro,22102.0,Left Back,6,Barcelona,217,['8b1c2c4e-9029-4dc5-b87e-5c1977990bdb'],17,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:17.564,Ball Receipt*,,2013/2014
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f2b3d72c-9a69-48a6-b845-82fec716ee04,148,,"[77.0, 15.7]",70277,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,6,Barcelona,217,['81a3428d-47fb-4f44-b4bc-f206a65ef2e8'],18,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:18.669,Ball Receipt*,,2013/2014
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a25d8f14-2acd-4a0a-af58-8931b6aab150,151,,"[93.5, 46.5]",70277,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Xavier Hernández Creus,20131.0,Right Center Midfield,6,Barcelona,217,['bc4b51a3-3648-4952-84a2-753ad158fc6b'],22,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:22.691,Ball Receipt*,,2013/2014
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4815f1c2-b8d3-4747-a59a-4cbbc06d184a,154,,"[42.3, 43.0]",70277,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Nabil El Zhar,6608.0,Center Attacking Midfield,6,Barcelona,217,['9bae675a-d223-4320-aade-09aed90d357a'],25,,,,,,,,,,,,,,,,,,Levante UD,221,00:02:25.450,Ball Receipt*,,2013/2014
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55897a16-b7c6-4ac0-87bd-c03e98fd89c8,158,,"[95.7, 12.1]",70277,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Pedro Eliezer Rodríguez Ledesma,3958.0,Left Wing,6,Barcelona,217,['774c875a-f6d1-42d5-bb2f-d71bc76800e3'],28,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:28.363,Ball Receipt*,,2013/2014
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c98d6bd5-e0f4-4d7c-beb8-b619a677cdb0,161,,"[100.3, 34.9]",70277,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Xavier Hernández Creus,20131.0,Right Center Midfield,6,Barcelona,217,['47a62bbe-90cf-47b5-905c-baef45e6f1e4'],31,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:31.349,Ball Receipt*,,2013/2014
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41e0f7f1-e440-4e1f-81b0-482c77a00d4a,165,,"[110.4, 33.9]",70277,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Francesc Fàbregas i Soler,3478.0,Left Center Midfield,6,Barcelona,217,"['0c194e66-7904-474f-b3c4-eb4830be7f82', '91f26ba0-5a91-4f1d-8498-bf122050ad3f']",32,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:32.338,Ball Receipt*,True,2013/2014
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3c7251dc-b1ac-4e3c-82c5-8d3ce67fd999,168,,"[115.6, 42.9]",70277,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Alexis Alejandro Sánchez Sánchez,3385.0,Right Wing,6,Barcelona,217,['69397048-df62-4686-8d93-bfb0cad6cd58'],33,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:33.547,Ball Receipt*,,2013/2014
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79d4b341-a86f-41af-9e3c-5687329be715,172,,"[47.6, 40.9]",70277,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Nabil El Zhar,6608.0,Center Attacking Midfield,7,Levante UD,221,['337c0501-78e6-454b-8c9a-e2de65df83b4'],37,,,,,,,,,,,,,,,,,,Levante UD,221,00:03:37.321,Ball Receipt*,,2013/2014
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48cca421-eb7c-4b8b-9478-7d87e6421a68,176,,"[107.7, 23.9]",70277,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Héctor Rodas Ramírez,24860.0,Right Center Back,8,Levante UD,221,['6dc62ef0-0c83-4419-a752-1302e002d358'],57,,,,,,,,,,,,,,,,,,Levante UD,221,00:03:57.736,Ball Receipt*,,2013/2014
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83c2c614-0ddf-4938-9d70-fa9d6e4d504e,182,,"[28.6, 74.8]",70277,4,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Gerard Piqué Bernabéu,5213.0,Right Center Back,9,Barcelona,217,['50d52dfb-b13a-4b6a-b81e-56609bd60c1b'],27,,,,,,,,,,,,,,,,,,Barcelona,217,00:04:27.783,Ball Receipt*,,2013/2014
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d2c3f179-048a-4d27-ab43-2d267ab145f7,184,,"[5.1, 46.3]",70277,4,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Víctor Valdés Arribas,20176.0,Goalkeeper,9,Barcelona,217,['0e9a0a93-e08c-4418-9ac1-d5bec4ce7853'],30,,,,,,,,,,,,,,,,,,Barcelona,217,00:04:30.301,Ball Receipt*,,2013/2014
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,577455e1-d248-4728-bbbc-f21fdb72c8ba,186,,"[18.5, 19.3]",70277,4,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Javier Alejandro Mascherano,5506.0,Left Center Back,9,Barcelona,217,['0cb44631-ea7e-4018-a959-12d04b8f8dae'],33,,,,,,,,,,,,,,,,,,Barcelona,217,00:04:33.393,Ball Receipt*,,2013/2014
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cb7e2201-2ddd-4090-8be2-e0aeca1679e2,190,,"[46.0, 4.5]",70277,4,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Adriano Correia Claro,22102.0,Left Back,9,Barcelona,217,['2d6da41c-3c58-465e-bc3c-5c03e45c2432'],37,,,,,,,,,,,,,,,,,,Barcelona,217,00:04:37.193,Ball Receipt*,,2013/2014
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c3e13e89-98a1-477e-8bac-07cc76dc5d58,193,,"[64.4, 4.0]",70277,4,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Francesc Fàbregas i Soler,3478.0,Left Center Midfield,9,Barcelona,217,['e06189be-4408-45f9-a628-a32a16aa8423'],38,,,,,,,,,,,,,,,,,,Barcelona,217,00:04:38.566,Ball Receipt*,,2013/2014
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bef7e5b2-b483-43d3-9a92-94196c8bd785,196,,"[64.9, 15.5]",70277,4,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Pedro Eliezer Rodríguez Ledesma,3958.0,Left Wing,9,Barcelona,217,['a59e0dba-b56f-45ce-b154-e680449f4028'],40,,,,,,,,,,,,,,,,,,Barcelona,217,00:04:40.054,Ball Receipt*,,2013/2014
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0642f8ca-2644-4a19-98eb-07e6053b0020,199,,"[69.9, 5.7]",70277,4,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Francesc Fàbregas i Soler,3478.0,Left Center Midfield,9,Barcelona,217,['5998cb31-c03e-47e9-ba6d-a625dd44d6ef'],41,,,,,,,,,,,,,,,,,,Barcelona,217,00:04:41.822,Ball Receipt*,,2013/2014
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5a26984e-fc2a-43e1-a3f4-71cf6d6f98cb,203,,"[64.0, 15.5]",70277,4,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Adriano Correia Claro,22102.0,Left Back,9,Barcelona,217,['ead15217-86e8-401b-b3b6-c0b479837181'],43,,,,,,,,,,,,,,,,,,Barcelona,217,00:04:43.875,Ball Receipt*,,2013/2014
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e7620793-2cca-4fe6-96e4-e2f9d95cba3b,206,,"[48.7, 52.0]",70277,4,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Gerard Piqué Bernabéu,5213.0,Right Center Back,9,Barcelona,217,['12a3b95b-8aee-47ad-a525-124cb6f00ac2'],47,,,,,,,,,,,,,,,,,,Barcelona,217,00:04:47.131,Ball Receipt*,,2013/2014
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4abdd8ab-316b-4d40-b50e-19811c7a32d0,209,,"[92.1, 4.5]",70277,4,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Pedro Eliezer Rodríguez Ledesma,3958.0,Left Wing,9,Barcelona,217,['0906a8c7-1a40-4dff-b750-2847409f7fcd'],51,,,,,,,,,,,,,,,,,,Barcelona,217,00:04:51.760,Ball Receipt*,,2013/2014
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2989d5ad-e4a2-4a32-b5ab-0c18e60ebe2e,212,,"[49.0, 60.3]",70277,4,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Nabil El Zhar,6608.0,Center Attacking Midfield,9,Barcelona,217,['2da6a23b-b8c4-4abf-b473-41e0f810d1ca'],55,,,,,,,,,,,,,,,,,,Levante UD,221,00:04:55.102,Ball Receipt*,,2013/2014
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3ea3042b-6e84-4fb6-9ecb-834123b0f31f,221,,"[69.6, 27.1]",70277,4,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Francesc Fàbregas i Soler,3478.0,Left Center Midfield,9,Barcelona,217,['7e70cd58-a183-43f2-8ac5-388b6273e5d9'],59,,,,,,,,,,,,,,,,,,Barcelona,217,00:04:59.356,Ball Receipt*,,2013/2014
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2502c9a0-d9be-42d5-bfd9-70c686412e26,224,,"[53.6, 36.1]",70277,5,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Gerard Piqué Bernabéu,5213.0,Right Center Back,9,Barcelona,217,['ab06ed59-280d-4477-b501-3c19e9c7df61'],1,,,,,,,,,,,,,,,,,,Barcelona,217,00:05:01.031,Ball Receipt*,,2013/2014
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33ff59ec-bfb3-4d56-a04f-f06ad0a830a6,228,,"[72.0, 49.3]",70277,5,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,9,Barcelona,217,['a49d4188-cc32-444b-8d6a-1ea9196d0031'],2,,,,,,,,,,,,,,,,,,Barcelona,217,00:05:02.578,Ball Receipt*,,2013/2014
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42458818-48e0-4b95-b486-9879357904bb,234,,"[69.6, 53.4]",70277,5,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Xavier Hernández Creus,20131.0,Right Center Midfield,9,Barcelona,217,"['8fa102b1-d442-4c61-b7de-6a18d957a88b', 'b5a1e24f-582a-4808-8b5f-8a69ebf1a3ad']",7,,,,,,,,,,,,,,,,,,Barcelona,217,00:05:07.108,Ball Receipt*,True,2013/2014
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9aa289ce-8b93-4988-9dfe-46aaa9f27810,237,,"[65.2, 62.7]",70277,5,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,9,Barcelona,217,['f44f3dda-b742-420c-9452-c07a9285c02a'],7,,,,,,,,,,,,,,,,,,Barcelona,217,00:05:07.871,Ball Receipt*,,2013/2014
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255e10d6-49e0-416b-8daa-34447ea1db11,239,,"[63.0, 53.3]",70277,5,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Xavier Hernández Creus,20131.0,Right Center Midfield,9,Barcelona,217,['cb24a59d-e07d-46ce-b666-b10b9ca25f57'],8,,,,,,,,,,,,,,,,,,Barcelona,217,00:05:08.360,Ball Receipt*,,2013/2014
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d7a32099-c2d2-4c5f-856d-4091148bcb35,242,,"[61.8, 31.9]",70277,5,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Javier Alejandro Mascherano,5506.0,Left Center Back,9,Barcelona,217,['aff1b44e-8f32-40af-a3f5-2f046f7b7626'],11,,,,,,,,,,,,,,,,,,Barcelona,217,00:05:11.753,Ball Receipt*,,2013/2014
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66eff8ad-fd18-4925-9af7-f56639256c78,245,,"[63.0, 55.1]",70277,5,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Gerard Piqué Bernabéu,5213.0,Right Center Back,9,Barcelona,217,['57bf0680-2fb1-4910-8f83-3f30c4eb7ce2'],14,,,,,,,,,,,,,,,,,,Barcelona,217,00:05:14.826,Ball Receipt*,,2013/2014
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64d424c3-77b0-43fa-9c22-379850ded253,248,,"[71.8, 68.5]",70277,5,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Daniel Alves da Silva,4324.0,Right Back,9,Barcelona,217,['fdb3156e-82d3-4fbb-b0c5-d44cef076379'],17,,,,,,,,,,,,,,,,,,Barcelona,217,00:05:17.204,Ball Receipt*,,2013/2014
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6dd7b01a-3214-4536-bc32-827b442e8c61,251,,"[78.9, 46.3]",70277,5,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Xavier Hernández Creus,20131.0,Right Center Midfield,9,Barcelona,217,['16becf1b-0159-4cf3-bb45-a5c5aec962ea'],18,,,,,,,,,,,,,,,,,,Barcelona,217,00:05:18.695,Ball Receipt*,,2013/2014
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14183857-6f80-45c1-9030-6b29d4abee50,255,,"[86.6, 40.2]",70277,5,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,9,Barcelona,217,['76fb0709-f51d-4555-aa75-544e0b0bfcad'],20,,,,,,,,,,,,,,,,,,Barcelona,217,00:05:20.575,Ball Receipt*,,2013/2014
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43b3a4f8-f207-4886-9e22-eaa90c62d52b,264,,"[98.4, 19.9]",70277,5,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Pedro Eliezer Rodríguez Ledesma,3958.0,Left Wing,9,Barcelona,217,['249c3b75-409a-4581-be7e-60dd0e2234d7'],24,,,,,,,,,,,,,,,,,,Barcelona,217,00:05:24.018,Ball Receipt*,,2013/2014
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67b27f29-cf71-4b68-855f-251f6885e64b,267,,"[101.4, 14.1]",70277,5,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Adriano Correia Claro,22102.0,Left Back,9,Barcelona,217,['2cd0b990-d82b-4cf3-bdc5-f0b457e94b4a'],25,,,,,,,,,,,,,,,,,,Barcelona,217,00:05:25.543,Ball Receipt*,,2013/2014
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,050b7a7e-5519-4390-b901-e4b7d57979f5,270,,"[99.4, 29.1]",70277,5,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,9,Barcelona,217,['95b9b9c8-38e4-4cf9-ab2f-759fc76d5615'],28,,,,,,,,,,,,,,,,,,Barcelona,217,00:05:28.362,Ball Receipt*,,2013/2014
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dd1409a6-671a-43ff-bfb7-e61ddd549cb7,273,,"[109.1, 29.3]",70277,5,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Francesc Fàbregas i Soler,3478.0,Left Center Midfield,9,Barcelona,217,['6a476be2-9fa6-4add-b348-da71433b5e37'],30,,,,,,,,,,,,,,,,,,Barcelona,217,00:05:30.224,Ball Receipt*,,2013/2014
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2cfd041f-d5d0-468c-878f-0f58d43d0fc6,277,,"[69.6, 5.3]",70277,5,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Rubén García Santos,23943.0,Left Wing,9,Barcelona,217,['1cbf7b6e-1780-4e14-a0b1-9bc6eb5e226b'],45,,,,,,,,,,,,,,,,,,Levante UD,221,00:05:45.047,Ball Receipt*,,2013/2014
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14f48fe5-84e5-46a3-8bf9-7a6f3dd578b5,279,,"[45.4, 67.3]",70277,5,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Xavier Hernández Creus,20131.0,Right Center Midfield,10,Barcelona,217,['97dea5c8-3db4-477b-b16c-1f0a6b839741'],52,,,,,,,,,,,,,,,,,,Barcelona,217,00:05:52.551,Ball Receipt*,,2013/2014
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7fa7d013-2c76-4033-ada3-a5350999b125,283,,"[43.0, 76.7]",70277,5,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Daniel Alves da Silva,4324.0,Right Back,10,Barcelona,217,"['28f04b6b-3a01-46e9-8233-9949e6454994', 'ecf9eb13-057d-46e6-8de0-a24666126e22']",53,,,,,,,,,,,,,,,,,,Barcelona,217,00:05:53.493,Ball Receipt*,True,2013/2014
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ca8c1535-7be5-4c0c-9f73-3124ca2ab825,286,,"[44.9, 65.7]",70277,5,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Xavier Hernández Creus,20131.0,Right Center Midfield,10,Barcelona,217,['7f9928d5-440e-49e4-b011-b947c449f3bc'],54,,,,,,,,,,,,,,,,,,Barcelona,217,00:05:54.587,Ball Receipt*,,2013/2014
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e6559b7f-407e-430b-97cc-5fa2ae249b07,289,,"[27.1, 61.9]",70277,5,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Gerard Piqué Bernabéu,5213.0,Right Center Back,10,Barcelona,217,['04045437-82c5-4b17-a35b-ff0ba9eac755'],56,,,,,,,,,,,,,,,,,,Barcelona,217,00:05:56.085,Ball Receipt*,,2013/2014
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992e8e5-bd4a-476f-81a7-300f3b9e720b,292,,"[33.9, 23.7]",70277,5,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Javier Alejandro Mascherano,5506.0,Left Center Back,10,Barcelona,217,['13d6fc14-81cb-4a77-a081-1095b01b3fc7'],59,,,,,,,,,,,,,,,,,,Barcelona,217,00:05:59.683,Ball Receipt*,,2013/2014
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9034e1dc-1436-4fa4-a0c3-74cd6b8c3f2d,295,,"[48.5, 8.5]",70277,6,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Adriano Correia Claro,22102.0,Left Back,10,Barcelona,217,['f8341c2a-3446-4203-bbce-933d7b3ef9a8'],2,,,,,,,,,,,,,,,,,,Barcelona,217,00:06:02.297,Ball Receipt*,,2013/2014
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ad06b71f-00c3-4f57-a099-a4316d14d6e0,298,,"[65.7, 4.5]",70277,6,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Pedro Eliezer Rodríguez Ledesma,3958.0,Left Wing,10,Barcelona,217,['deb668c3-fe81-4906-8077-bebf59f6a718'],6,,,,,,,,,,,,,,,,,,Barcelona,217,00:06:06.112,Ball Receipt*,,2013/2014
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85b0d05c-6d7c-45d2-942e-a6a7ad777e9b,301,,"[64.0, 9.2]",70277,6,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Adriano Correia Claro,22102.0,Left Back,10,Barcelona,217,['36392a8f-bd97-4381-9ca3-dc4f602dc197'],9,,,,,,,,,,,,,,,,,,Barcelona,217,00:06:09.916,Ball Receipt*,,2013/2014
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0d145976-aa41-4010-9151-dd45d7d7168a,304,,"[77.2, 17.5]",70277,6,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,10,Barcelona,217,['f607e634-4a40-40e4-8ee0-a44cf0f6a546'],11,,,,,,,,,,,,,,,,,,Barcelona,217,00:06:11.771,Ball Receipt*,,2013/2014
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c891ba3f-b3a8-4020-894d-ef92912b5a37,307,,"[77.2, 11.3]",70277,6,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Francesc Fàbregas i Soler,3478.0,Left Center Midfield,10,Barcelona,217,['ada71bf8-99a5-4ab8-8116-abc157d389b5'],13,,,,,,,,,,,,,,,,,,Barcelona,217,00:06:13.021,Ball Receipt*,,2013/2014
