bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,ccfd9167-7f6c-4d38-a893-596b5d222ed8,1,,,,266440,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Barcelona,217,,0,,,,,,,,,,,,,,,,,"{'formation': 343, 'lineup': [{'player': {'id': 20055, 'name': 'Marc-André ter Stegen'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 5506, 'name': 'Javier Alejandro Mascherano'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 14}, {'player': {'id': 5213, 'name': 'Gerard Piqué Bernabéu'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 3}, {'player': {'id': 5492, 'name': 'Samuel Yves Umtiti'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 23}, {'player': {'id': 6998, 'name': 'Rafael Alcântara do Nascimento'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 12}, {'player': {'id': 5216, 'name': 'Andrés Iniesta Luján'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 8}, {'player': {'id': 5470, 'name': 'Ivan Rakitić'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 4}, {'player': {'id': 5203, 'name': 'Sergio Busquets i Burgos'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 5}, {'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 10}, {'player': {'id': 4320, 'name': 'Neymar da Silva Santos Junior'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 11}, {'player': {'id': 5246, 'name': 'Luis Alberto Suárez Díaz'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Barcelona,217,00:00:00.000,Starting XI,,2016/2017
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,e1c955d2-d711-4772-920c-c8f2a951062b,2,,,,266440,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Barcelona,217,,0,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 25144, 'name': 'Diego Alves Carreira'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 6593, 'name': 'Martín Montoya Torralbo'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 21}, {'player': {'id': 6891, 'name': 'Ezequiel Marcelo Garay'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 24}, {'player': {'id': 3389, 'name': 'Eliaquim Mangala'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 6596, 'name': 'José Luis Gayà Peña'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 14}, {'player': {'id': 5741, 'name': 'Enzo Nicolás Pérez'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 6583, 'name': 'Carlos Soler Barragán'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 18}, {'player': {'id': 6595, 'name': 'Daniel Parejo Muñoz'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 10}, {'player': {'id': 7005, 'name': 'João Pedro Cavaco Cancelo'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 2}, {'player': {'id': 7105, 'name': 'Fabián Ariel Orellana Valenzuela'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 15}, {'player': {'id': 6616, 'name': 'Munir El Haddadi Mohamed'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Valencia,207,00:00:00.000,Starting XI,,2016/2017
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,5b759054-4df3-4d15-927b-3f327fa132fe,3,,,,266440,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Barcelona,217,['f8454ecb-77da-446e-9c11-b0f9f3a7d835'],0,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.000,Half Start,,2016/2017
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,f8454ecb-77da-446e-9c11-b0f9f3a7d835,4,,,,266440,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Barcelona,217,['5b759054-4df3-4d15-927b-3f327fa132fe'],0,,,,,,,,,,,,,,,,,,Valencia,207,00:00:00.000,Half Start,,2016/2017
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,37f28222-8791-4cdc-9074-fc5637bed19d,1694,,,,266440,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Kick Off,,,,77,Valencia,207,['47af0d4f-e455-43ac-8d58-dc760366096d'],0,,,,,,,,,,,,,,,,,,Valencia,207,00:00:00.000,Half Start,,2016/2017
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,47af0d4f-e455-43ac-8d58-dc760366096d,1695,,,,266440,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Kick Off,,,,77,Valencia,207,['37f28222-8791-4cdc-9074-fc5637bed19d'],0,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.000,Half Start,,2016/2017
,,,,,,,,,,,,,,,,,1.3775,,,,,,,,,,,,,,,a954b6b5-ed02-4f0d-8e2b-06f0d9b5809f,5,,,"[60.0, 40.0]",266440,0,,,,3.131389,,Left Foot,,,"[50.2, 40.1]",,Ground Pass,,9.80051,,,,,Sergio Busquets i Burgos,5203.0,,,,,,Kick Off,1,From Kick Off,Luis Alberto Suárez Díaz,5246.0,Center Forward,2,Barcelona,217,['0bc68a4c-53f2-4b26-b3f1-b1d05bd85aed'],0,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.838,Pass,,2016/2017
,,,,,,,,,,,,,,,,,0.920256,,,,,,,,,,,,,,,8d113a31-ed9e-44e6-8a01-f33498a14a0f,8,,,"[52.4, 36.1]",266440,0,,,,-1.3164283,,Right Foot,,,"[55.0, 26.1]",,Ground Pass,,10.332473,,,,,Andrés Iniesta Luján,5216.0,,,,,,,1,From Kick Off,Sergio Busquets i Burgos,5203.0,Left Center Midfield,2,Barcelona,217,['fc266c5a-a865-4185-90e1-235c47f48def'],3,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:03.123,Pass,,2016/2017
,,,,,,,,,,,,,,,,,1.547615,,,,,,,,,,,,,,,51b81bf4-5717-4e6b-9213-82a730bc2fd2,11,,,"[63.2, 19.1]",266440,0,,,,-1.5285679,,Right Foot,,,"[63.8, 4.9]",,Ground Pass,,14.21267,,,,,Neymar da Silva Santos Junior,4320.0,,,,,,,1,From Kick Off,Andrés Iniesta Luján,5216.0,Left Wing Back,2,Barcelona,217,['b843a5f7-05d9-4262-9c44-6728e541bd01'],5,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:05.943,Pass,,2016/2017
,,,,,,,,,,,,,,,,,2.560993,,,,,,,,,,,,,,,d0b0673c-e981-4dad-a915-4ff12829aafa,15,,,"[63.8, 5.4]",266440,0,,,,2.0171046,,Right Foot,,,"[47.1, 40.3]",,Low Pass,,38.689793,,,,,Gerard Piqué Bernabéu,5213.0,,,,,,,1,From Kick Off,Neymar da Silva Santos Junior,4320.0,Left Wing,2,Barcelona,217,"['4bb7474e-e9d9-4eda-9c2e-1ab6336768c8', '702e9b3c-ae6b-456d-a433-3e475d9954a8']",8,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:08.325,Pass,True,2016/2017
