bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,1.191,,,,,,,,,,,,,42c22d61-b2e1-440f-94c7-b55c3acdc70b,3342,,"[68.2, 30.5]",69283,74,,,,,2.6704264,,Right Foot,,,,"[57.6, 35.9]",,Low Pass,,11.896218,,,,Andrés Iniesta Luján,5216.0,,,,,,,2,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,152,Barcelona,217,"['2d141535-7465-4c79-954d-69c8a636d33c', '930c98f5-a600-47aa-b94b-0aeeb5335cde']",55,,,,,,,,,,,,,,,,,,,Barcelona,217,00:29:55.176,Pass,True,2010/2011
,,,,,,,,,,,,,,,,,2.3912,,,,,,,,,,,,,52466b5b-fbe6-400f-a9fe-32944bb933b0,3345,,"[57.4, 35.9]",69283,74,,,,,0.7979849,,Right Foot,,,,"[92.7, 72.1]",,High Pass,,50.56214,,,,Adriano Correia Claro,22102.0,,,,,,,2,From Free Kick,Andrés Iniesta Luján,5216.0,Left Center Midfield,152,Barcelona,217,"['640572a5-6ad2-4718-99c4-e136845c5e75', '930c98f5-a600-47aa-b94b-0aeeb5335cde']",57,,,,,,,,,,,,,,,,,,,Barcelona,217,00:29:57.632,Pass,True,2010/2011
,,,,,,,,,,,,,,,,,3.2362,,,,,,,,,,,,,39d76e24-0485-45f9-b5ae-1b0daf66cc11,3348,,"[105.8, 71.1]",69283,75,,,,,-2.0160973,,Right Foot,,,,"[95.3, 49.1]",,Ground Pass,,24.377243,,Incomplete,,Bojan Krkíc Pérez,4913.0,,,,,,,2,From Free Kick,Adriano Correia Claro,22102.0,Right Back,152,Barcelona,217,"['0badbeff-9357-4ba1-9700-267fee57ee90', 'f003f867-7a84-42fd-b6c2-3d4dc17bf837']",1,,,,,,,,,,,,,,,,,,,Barcelona,217,00:30:01.657,Pass,,2010/2011
,,,,,,,,,,,,,,,,,1.0603,,,,,,,,,,,,,6a4eeb84-2130-4cbd-97da-3b4be13b1c95,3355,,"[35.2, 23.8]",69283,75,,,,,2.851746,,Right Foot,,,,"[23.8, 27.2]",,Ground Pass,,11.896218,,,,Rubén González Rocha,26068.0,,,,,,,2,Regular Play,Sergio Tejera Rodríguez,24073.0,Center Attacking Midfield,153,Mallorca,1043,['0494e8d9-40f4-4144-921a-aa2f36cd1c40'],7,,,,,,,,,,,,,,,,,,,Mallorca,1043,00:30:07.468,Pass,,2010/2011
,,,,,,,,,,,,,,,,,0.9999,,,,,,,,,,,,,9c1cfe7e-6fdf-43a6-a40d-cb5a2404c3ec,3358,,"[23.8, 27.2]",69283,75,,,,,0.54337513,,Right Foot,,,,"[38.7, 36.2]",,Ground Pass,,17.407183,,,,Jose Luis Martí Soler,25948.0,,,,,,,2,Regular Play,Rubén González Rocha,26068.0,Right Center Back,153,Mallorca,1043,['b9b6cd27-880f-4117-a138-cf2bab4cabc8'],8,,,,,,,,,,,,,,,,,,,Mallorca,1043,00:30:08.569,Pass,,2010/2011
,,,,,,,,,,,,,,,,,0.8198,,,,,,,,,,,,,dc914550-5f57-4835-9f62-090a564baea1,3360,,"[38.9, 36.4]",69283,75,,,,,-0.6100741,,Right Foot,,,,"[49.2, 29.2]",,Low Pass,,12.56702,,,,Michaël Pereira,26671.0,,,,,,,2,Regular Play,Jose Luis Martí Soler,25948.0,Left Center Midfield,153,Mallorca,1043,['ef50b175-3934-4c1f-8c67-91e5344c31f3'],9,,,,,,,,,,,,,,,,,,,Mallorca,1043,00:30:09.569,Pass,,2010/2011
,,,,,,,,,,,,,,,,,2.422877,,,,,,,,,,,,,1ec5f74b-77cb-495c-ac6a-a4f06ad62d86,3364,,"[53.3, 34.2]",69283,75,,,,,0.85220003,,Right Foot,,,,"[79.8, 64.5]",,Ground Pass,,40.25345,,Incomplete,,Akihiro Ienaga,26735.0,,,,,,,2,Regular Play,Michaël Pereira,26671.0,Right Center Midfield,153,Mallorca,1043,"['67e597f1-c2cb-4b7b-9adc-82787e7419a3', '9e911060-3fe4-492c-a4bd-5b9d5d34d906', 'ee50c37d-3b4e-4cb9-bf07-4e35280280b3']",12,,,,,,,,,,,,,,,,,,,Mallorca,1043,00:30:12.141,Pass,True,2010/2011
,,,,,,,,,,,,,,,,,1.2742,,,,,,,,,,,,,14d393e4-b981-40ff-9975-fdeade9560dd,3368,,"[69.1, 11.5]",69283,75,,,,,1.7989793,,Right Foot,,,,"[64.2, 32.6]",,Low Pass,,21.661486,,,,Seydou Kéita,20169.0,,,,,,Recovery,2,Regular Play,Ibrahim Afellay,4891.0,Left Wing,153,Mallorca,1043,"['d0be05d6-fde2-4b9f-a570-ee7960b19a75', 'd42c52bf-b431-4dba-be28-7427d7d2365f']",16,,,,,,,,,,,,,,,,,,,Barcelona,217,00:30:16.788,Pass,True,2010/2011
,,,,,,,,,,,,,,,,,2.0925,,,,,,,,,,,,,06286fba-4868-4912-b03c-c7a3dd3e60bb,3373,,"[58.0, 41.7]",69283,75,,,,,2.1553977,,Left Foot,,,,"[53.5, 48.5]",,Low Pass,,8.15414,,Incomplete,,Jose Luis Martí Soler,25948.0,,,,,,Recovery,2,Regular Play,Michaël Pereira,26671.0,Right Center Midfield,153,Mallorca,1043,"['bce58fcd-a10d-4cdb-a5b3-9ac069953ed8', 'f9c8d4d4-d83a-4eec-9bee-1d523699ea6c']",20,,,,,,,,,,,,,,,,,,,Mallorca,1043,00:30:20.266,Pass,,2010/2011
,,,,,,,,,,,,,,,,,1.848418,,,,,,,,,,,,,cdbc920f-a71c-4816-9fc8-433be07e70ff,3377,,"[52.4, 49.3]",69283,75,,True,,,-0.95613337,,Right Foot,,,,"[57.2, 42.5]",,Ground Pass,,8.323461,,,,Sergio Tejera Rodríguez,24073.0,,,,,,Free Kick,2,From Free Kick,Jose Luis Martí Soler,25948.0,Left Center Midfield,154,Mallorca,1043,['6dd4b342-d855-4936-9460-1a58f1b77507'],30,,,,,,,,,,,,,,,,,,,Mallorca,1043,00:30:30.839,Pass,,2010/2011
,,,,,,,,,,,,,,,,,0.927924,,,,,,,,,,,,,e4c0ac7b-1586-4b90-ad0a-bb57202e36e2,3379,,"[57.2, 42.5]",69283,75,,,,,2.2142975,,Left Foot,,,,"[55.1, 45.3]",,Ground Pass,,3.5,,,,Jose Luis Martí Soler,25948.0,,,,,,,2,From Free Kick,Sergio Tejera Rodríguez,24073.0,Center Attacking Midfield,154,Mallorca,1043,['1508c06b-352f-4baf-87f6-2c12344bb257'],35,,,,,,,,,,,,,,,,,,,Mallorca,1043,00:30:35.895,Pass,,2010/2011
,,,,,,,,,,,,,,,,,1.042216,,,,,,,,,,,,,c38919e5-843d-4bc5-9cde-548fa16618fc,3382,,"[54.9, 49.1]",69283,75,,,,,0.5995096,,Right Foot,,,,"[74.8, 62.7]",,Ground Pass,,24.10332,,,,Akihiro Ienaga,26735.0,,,,,,,2,From Free Kick,Jose Luis Martí Soler,25948.0,Left Center Midfield,154,Mallorca,1043,['8e8a831f-714f-4fdd-976f-a764dc7f477d'],38,,,,,,,,,,,,,,,,,,,Mallorca,1043,00:30:38.691,Pass,,2010/2011
,,,,,,,,,,,,,,,,,1.206621,,,,,,,,,,,,,e8591394-0758-4276-8378-15a47e1ae8b4,3385,,"[100.2, 61.6]",69283,75,,,,,1.191752,,Left Foot,,,,"[104.9, 73.4]",,Ground Pass,,12.701574,,,,Emilio Nsue López,13581.0,,,,,,,2,From Free Kick,Akihiro Ienaga,26735.0,Left Wing,154,Mallorca,1043,['bb542f2d-f5d8-404e-8f97-f2d7b00ce518'],45,,,,,,,,,,,,,,,,,,,Mallorca,1043,00:30:45.012,Pass,,2010/2011
,,,,,,,,,,,,,,,,,1.615233,,,,,,,,,,,,,3c12e4ff-6e83-464e-b80b-cdf7380fe93a,3389,,"[117.1, 69.1]",69283,75,,,,,-1.7966877,,Right Foot,,True,,"[113.4, 53.0]",,Ground Pass,,16.519686,,Incomplete,,,,,,,,,,2,From Free Kick,Emilio Nsue López,13581.0,Right Wing,154,Mallorca,1043,['b2fd3c53-6f98-4796-83b8-9682e209fdab'],49,,,,,,,,,,,,,,,,,,,Mallorca,1043,00:30:49.725,Pass,,2010/2011
,,,,,,,,,,,,,,,,,2.1225,,,,,,,,,,,,,b2fd3c53-6f98-4796-83b8-9682e209fdab,3390,,"[6.7, 27.1]",69283,75,,,,,-0.07897211,,Left Foot,,,,"[20.6, 26.0]",,Ground Pass,,13.943458,,Incomplete,,Seydou Kéita,20169.0,,,,,,Recovery,2,From Free Kick,Eric-Sylvain Bilal Abidal,20177.0,Left Center Back,154,Mallorca,1043,"['3c12e4ff-6e83-464e-b80b-cdf7380fe93a', '94155691-e751-4551-8cd7-deac4a14ab22', '97143ca3-5ff8-41a8-9e59-000b59a64300']",51,,,,,,,,,,,,,,,,,,,Barcelona,217,00:30:51.340,Pass,,2010/2011
,,,,,,,,,,,,,,,,,0.199299,,,,,,,,,,,,,97143ca3-5ff8-41a8-9e59-000b59a64300,3392,,"[99.5, 54.1]",69283,75,,,,,1.9614034,,Right Foot,,,,"[98.8, 55.8]",,Ground Pass,,1.8384776,,Incomplete,,,,,,,,,Recovery,2,From Free Kick,Sergio Tejera Rodríguez,24073.0,Center Attacking Midfield,154,Mallorca,1043,"['b2fd3c53-6f98-4796-83b8-9682e209fdab', 'b649b0eb-dddd-4614-ba08-4314b950fa14']",53,,,,,,,,,,,,,,,,,,,Mallorca,1043,00:30:53.463,Pass,,2010/2011
,,,,,,,,,,,,,,,,,1.760022,,,,,,,,,,,,,6a1a072c-ef76-4c72-b0c1-af161655b259,3398,,"[6.0, 44.0]",69283,76,,True,,,-0.17670886,,Right Foot,,,,"[25.6, 40.5]",,Ground Pass,,19.910048,,,,Sergio Busquets i Burgos,5203.0,,,,,,Goal Kick,2,From Goal Kick,José Manuel Pinto Colorado,26005.0,Goalkeeper,155,Barcelona,217,['513f1be4-687e-476b-a76b-176f3fa2752b'],7,,,,,,,,,,,,,,,,,,,Barcelona,217,00:31:07.839,Pass,,2010/2011
,,,,,,,,,,,,,,,,,1.005299,,,,,,,,,,,,,e77d2c4c-fb0c-47eb-bdb4-91141c2c4d4a,3400,,"[27.9, 40.2]",69283,76,,,,,0.0,,Right Foot,,,,"[47.3, 40.2]",,Ground Pass,,19.4,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,2,From Goal Kick,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,155,Barcelona,217,['e824edf9-4ac9-405e-abd9-06fd28362c1a'],12,,,,,,,,,,,,,,,,,,,Barcelona,217,00:31:12.108,Pass,,2010/2011
,,,,,,,,,,,,,,,,,0.976953,,,,,,,,,,,,,e686141d-bbc8-4733-90fa-f4319cbd0456,3404,,"[47.3, 38.6]",69283,76,,,,,-3.0764675,,Right Foot,,,,"[38.1, 38.0]",,Ground Pass,,9.219544,,,,Sergio Busquets i Burgos,5203.0,,,,,,,2,From Goal Kick,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,155,Barcelona,217,"['112bb01a-d5a8-4edf-95ea-2e52efb92165', 'a7b9142a-5233-4bcc-a79c-e4e31c32e8bd']",14,,,,,,,,,,,,,,,,,,,Barcelona,217,00:31:14.072,Pass,True,2010/2011
,,,,,,,,,,,,,,,,,1.4883,,,,,,,,,,,,,b5552fc1-d149-4f2e-87e5-7ef13eba6ddd,3414,,"[39.8, 28.2]",69283,76,,,,,-1.5707964,,Right Foot,,,,"[39.8, 9.7]",,Ground Pass,,18.5,,,,Maxwell Scherrer Cabelino Andrade,26613.0,,,,,,,2,From Goal Kick,Seydou Kéita,20169.0,Right Center Midfield,155,Barcelona,217,"['8edcdabf-28f1-411f-a015-9d18c1cf663e', 'a48b4e05-9d3e-4254-a130-9fda6805b0ef']",19,,,,,,,,,,,,,,,,,,,Barcelona,217,00:31:19.118,Pass,True,2010/2011
,,,,,,,,,,,,,,,,,1.235321,,,,,,,,,,,,,2943ebeb-a869-4ca2-95f2-d85d90945d7f,3417,,"[39.8, 9.6]",69283,76,,,,,1.7118648,,Left Foot,,,,"[37.4, 26.5]",,Ground Pass,,17.069563,,,,Sergio Busquets i Burgos,5203.0,,,,,,,2,From Goal Kick,Maxwell Scherrer Cabelino Andrade,26613.0,Left Back,155,Barcelona,217,['ec660015-dba5-4e4b-86ec-3b3dc9c9de24'],21,,,,,,,,,,,,,,,,,,,Barcelona,217,00:31:21.486,Pass,,2010/2011
,,,,,,,,,,,,,,,,,2.1259,,,,,,,,,,,,,dcf963d4-a0ec-4b3d-9ccf-75446b7458bc,3420,,"[38.8, 27.6]",69283,76,,,,,0.9790202,,Right Foot,,,,"[67.5, 70.3]",,High Pass,,51.44881,,,,Bojan Krkíc Pérez,4913.0,,,True,,,,2,From Goal Kick,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,155,Barcelona,217,['fbb46c6e-b049-4044-9822-f566403454c6'],24,,,,,,,,,,,,,,,,,,,Barcelona,217,00:31:24.573,Pass,,2010/2011
,,,,,,,,,,,,,,,,,1.4093,,,,,,,,,,,,,056ba259-57e7-4c86-945c-aae29428314b,3422,,"[67.5, 70.3]",69283,76,,,,,-1.6666554,,Head,,,,"[66.0, 54.7]",,Low Pass,,15.671949,,,,Andrés Iniesta Luján,5216.0,,,,,,,2,From Goal Kick,Bojan Krkíc Pérez,4913.0,Right Wing,155,Barcelona,217,['8c3f30ec-a769-4dee-9c11-98aa566847c5'],26,,,,,,,,,,,,,,,,,,,Barcelona,217,00:31:26.739,Pass,,2010/2011
,,,,,,,,,,,,,,,,,0.7541,,,,,,,,,,,,,21a26c74-68b0-445a-a119-3ded17957d16,3425,,"[66.0, 54.7]",69283,76,,,,,1.0248975,,Right Foot,,,,"[72.5, 65.4]",,Low Pass,,12.519585,,Incomplete,,Bojan Krkíc Pérez,4913.0,,,,,,,2,From Goal Kick,Andrés Iniesta Luján,5216.0,Left Center Midfield,155,Barcelona,217,"['1127d621-b181-4418-8e87-a304aa29c1b5', '5948fbc1-6957-4181-be7a-2312dec90923']",28,,,,,,,,,,,,,,,,,,,Barcelona,217,00:31:28.188,Pass,,2010/2011
,,,,,,,,,,,,,,,,,0.962469,,,,,,,,,,,,,b1cd1346-925c-4a5a-bc9d-ccedd6f402c6,3428,,"[66.2, 61.9]",69283,76,,,,,1.9902738,,Right Foot,,,,"[62.9, 69.3]",,Ground Pass,,8.1024685,,,,Adriano Correia Claro,22102.0,,,,,,Recovery,2,From Goal Kick,Andrés Iniesta Luján,5216.0,Left Center Midfield,155,Barcelona,217,['9f8a8929-7be4-4713-97be-9b05f02f3d67'],30,,,,,,,,,,,,,,,,,,,Barcelona,217,00:31:30.414,Pass,,2010/2011
,,,,,,,,,,,,,,,,,1.046001,,,,,,,,,,,,,32cd72ad-32e9-4f35-a543-a4171f7589df,3432,,"[61.7, 69.9]",69283,76,,,,,-2.7329059,,Right Foot,,,,"[49.0, 64.4]",,Ground Pass,,13.839798,,,,Gerard Piqué Bernabéu,5213.0,,,,,,,2,From Goal Kick,Adriano Correia Claro,22102.0,Right Back,155,Barcelona,217,"['c879e63f-e8e9-4c6e-8003-12fae62b672f', 'd9b5c392-37cc-4cb8-9bf5-ec7d8c241315']",31,,,,,,,,,,,,,,,,,,,Barcelona,217,00:31:31.940,Pass,True,2010/2011
,,,,,,,,,,,,,,,,,1.203128,,,,,,,,,,,,,5a8cc2e6-4e30-4b6e-a416-5e0b3618f691,3435,,"[49.0, 64.4]",69283,76,,,,,-1.2785938,,Right Foot,,,,"[52.7, 52.1]",,Low Pass,,12.844454,,,,Sergio Busquets i Burgos,5203.0,,,,,,,2,From Goal Kick,Gerard Piqué Bernabéu,5213.0,Right Center Back,155,Barcelona,217,['05e164ee-afa6-42d5-afda-540ba378d1af'],34,,,,,,,,,,,,,,,,,,,Barcelona,217,00:31:34.373,Pass,,2010/2011
,,,,,,,,,,,,,,,,,0.963299,,,,,,,,,,,,,e02b636b-9f83-4eb3-a713-ba4ff4f3dc99,3439,,"[55.3, 52.9]",69283,76,,,,,-0.063743316,,Right Foot,,,,"[64.7, 52.3]",,Ground Pass,,9.419129,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,2,From Goal Kick,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,155,Barcelona,217,"['648591b2-f628-4422-9089-ea3ab56b7df3', 'e581aa22-25bd-4a2d-b5d4-d3ca87181792']",36,,,,,,,,,,,,,,,,,,,Barcelona,217,00:31:36.905,Pass,True,2010/2011
,,,,,,,,,,,,,,,,,0.984852,,,,,,,,,,,,,d9304179-4e27-4494-b84f-ef2eb7e90aa7,3448,,"[62.7, 35.4]",69283,76,,,,,1.3296787,,Right Foot,,,,"[64.2, 41.5]",,Ground Pass,,6.2817197,,,,Akihiro Ienaga,26735.0,,,,,,,2,Regular Play,Jose Luis Martí Soler,25948.0,Left Center Midfield,156,Mallorca,1043,"['60e8625c-6120-47e8-b08e-221bea0a48b4', 'ba091014-4d11-4a73-a72a-37669bfcfc00']",42,,,,,,,,,,,,,,,,,,,Mallorca,1043,00:31:42.870,Pass,True,2010/2011
,,,,,,,,,,,,,,,,,0.610547,,,,,,,,,,,,,a23b5664-784a-49ea-900d-7bdd6581910a,3451,,"[64.5, 41.7]",69283,76,,,,,-1.9974238,,Left Foot,,,,"[61.0, 34.0]",,Ground Pass,,8.458132,,,,Jose Luis Martí Soler,25948.0,,,,,,,2,Regular Play,Akihiro Ienaga,26735.0,Left Wing,156,Mallorca,1043,['03b88ea6-31e4-45d0-8559-9ac8fe0a3244'],43,,,,,,,,,,,,,,,,,,,Mallorca,1043,00:31:43.895,Pass,,2010/2011
,,,,,,,,,,,,,,,,,0.921715,,,,,,,,,,,,,accae325-0deb-41c3-b041-f984a808c4ac,3454,,"[61.0, 34.0]",69283,76,,,,,2.2950463,,Right Foot,,,,"[54.1, 41.8]",,Ground Pass,,10.413933,,,,José Carlos de Araújo Nunes,25992.0,,,,,,,2,Regular Play,Jose Luis Martí Soler,25948.0,Left Center Midfield,156,Mallorca,1043,['3a2f1f5e-5a88-455d-ae6f-31d20aa929f5'],44,,,,,,,,,,,,,,,,,,,Mallorca,1043,00:31:44.862,Pass,,2010/2011
,,,,,,,,,,,,,,,,,2.1034,,,,,,,,,,,,,8d564c44-1668-4433-9296-d8ab7f5b8645,3457,,"[54.7, 45.6]",69283,76,,,,,1.5637542,,Right Foot,,,,"[54.9, 74.0]",,Ground Pass,,28.400703,,,,Pablo Cendrós López,26737.0,,,,,,,2,Regular Play,José Carlos de Araújo Nunes,25992.0,Left Center Back,156,Mallorca,1043,['eac2086b-f2bc-492f-a269-e20c681655ed'],47,,,,,,,,,,,,,,,,,,,Mallorca,1043,00:31:47.438,Pass,,2010/2011
,,,,,,,,,,,,,,,,,0.583234,,,,,,,,,,,,,22274442-47d5-42e0-a8bf-16d4881b771c,3460,,"[57.0, 75.6]",69283,76,,,,,-1.1545271,,Right Foot,,,,"[61.2, 66.1]",,Ground Pass,,10.387012,,,,Emilio Nsue López,13581.0,,,,,,,2,Regular Play,Pablo Cendrós López,26737.0,Right Back,156,Mallorca,1043,['fe173dd1-2c23-4d86-9337-f1e3753261b5'],50,,,,,,,,,,,,,,,,,,,Mallorca,1043,00:31:50.121,Pass,,2010/2011
,,,,,,,,,,,,,,,,,1.727623,,,,,,,,,,,,,2dd8a47a-e9b4-4a65-b536-4c3435a469af,3463,,"[62.5, 64.8]",69283,76,,,,,-2.2590284,,Right Foot,,,,"[50.0, 49.6]",,Ground Pass,,19.679686,,,,José Carlos de Araújo Nunes,25992.0,,,,,,,2,Regular Play,Emilio Nsue López,13581.0,Right Wing,156,Mallorca,1043,['45caa31a-53f4-4951-b76f-731a5b1d109e'],55,,,,,,,,,,,,,,,,,,,Mallorca,1043,00:31:55.627,Pass,,2010/2011
,,,,,,,,,,,,,,,,,1.603867,,,,,,,,,,,,,14c80851-a56b-43a5-af55-c5d294a8f856,3466,,"[50.0, 49.6]",69283,76,,,,,-1.558552,,Right Foot,,,,"[50.3, 25.1]",,Ground Pass,,24.501837,,,,Rubén González Rocha,26068.0,,,,,,,2,Regular Play,José Carlos de Araújo Nunes,25992.0,Left Center Back,156,Mallorca,1043,['2e5bb5c2-e197-465e-9d01-efc4e31a8bd1'],58,,,,,,,,,,,,,,,,,,,Mallorca,1043,00:31:58.799,Pass,,2010/2011
,,,,,,,,,,,,,,,,,4.624186,,,,,,,,,,,,,813f3e2e-817c-4f80-9211-bcc281fa4c41,3469,,"[55.1, 26.0]",69283,77,,,,,0.77090645,,Right Foot,,,,"[107.6, 77.0]",,High Pass,,73.19324,,,,Pablo Cendrós López,26737.0,,,True,,,,2,Regular Play,Rubén González Rocha,26068.0,Right Center Back,156,Mallorca,1043,['693d6410-da8b-4f54-9dc8-9f47bfea8d3f'],4,,,,,,,,,,,,,,,,,,,Mallorca,1043,00:32:04.831,Pass,,2010/2011
,,,,,,,,,,,,,,,,,1.041354,,,,,,,,,,,,,7ca97fab-700b-4180-9d8f-4ac03a9e9064,3473,,"[108.6, 77.0]",69283,77,,,,,-1.6262949,,Right Foot,,,,"[107.4, 55.4]",,Low Pass,,21.633308,,,,Pierre Achille Webó Kouamo,25876.0,,,,,,,2,Regular Play,Pablo Cendrós López,26737.0,Right Back,156,Mallorca,1043,['6d8711ed-505b-4836-9c9a-a9532a711e87'],9,,,,,,,,,,,,,,,,,,,Mallorca,1043,00:32:09.528,Pass,,2010/2011
,,,,,,,,,,,,,,,,,1.650899,,,,,,,,,,,,,1af8a9c3-3c3d-4c34-956c-0629b40c186d,3477,,"[117.4, 59.0]",69283,77,,,,,-1.6746682,,Right Foot,True,,,"[114.7, 33.1]",,High Pass,,26.040354,,Incomplete,,,,,,,,,,2,Regular Play,Pierre Achille Webó Kouamo,25876.0,Center Forward,156,Mallorca,1043,['995b10ba-f084-4eab-918b-4c1732205864'],13,,,,,,,,,,,,,,,,,,,Mallorca,1043,00:32:13.118,Pass,,2010/2011
,,,,,,,,,,,,,,,,,1.2397,,,,,,,,,,,,,a454915d-582b-43de-abc8-36ecdbb2435f,3479,,"[120.0, 0.1]",69283,77,,,,,1.7259802,,Left Foot,,,,"[114.9, 32.7]",,High Pass,,32.996513,,Incomplete,,,,,True,,Straight,,Corner,2,From Corner,Sergio Tejera Rodríguez,24073.0,Center Attacking Midfield,157,Mallorca,1043,['338f72f4-c977-4ac3-b33d-7fd968a52ba0'],38,,,,,,,,,,,,,,,,,,,Mallorca,1043,00:32:38.785,Pass,,2010/2011
,,,,,,,,,,,,,,,,,1.114952,,,,,,,,,,,,,0e67a284-aaf0-4843-80e4-5e6b65734b22,3482,,"[120.0, 0.1]",69283,78,,,,,1.7694011,,Left Foot,,,,"[113.6, 31.9]",,High Pass,,32.437634,,Incomplete,,,,,True,,Straight,,Corner,2,From Corner,Sergio Tejera Rodríguez,24073.0,Center Attacking Midfield,158,Mallorca,1043,['44cf7152-9179-4323-b324-5bc229db017b'],1,,,,,,,,,,,,,,,,,,,Mallorca,1043,00:33:01.306,Pass,,2010/2011
,,,,,,,,,,,,,,,,,1.962547,,,,,,,,,,,,,41eda6a2-e9b3-4494-973b-6c36cb213583,3489,,"[16.4, 68.3]",69283,78,,True,,,-1.5547334,,Right Foot,,,,"[17.2, 18.5]",,High Pass,,49.806427,,,,Eric-Sylvain Bilal Abidal,20177.0,,,True,,,Free Kick,2,From Free Kick,Gerard Piqué Bernabéu,5213.0,Right Center Back,160,Barcelona,217,['59fafb5c-e724-4415-8539-cf5720bfac84'],23,,,,,,,,,,,,,,,,,,,Barcelona,217,00:33:23.321,Pass,,2010/2011
,,,,,,,,,,,,,,,,,0.8494,,,,,,,,,,,,,eabbe8e9-95bb-46f1-b7bc-97879a62ccdc,3491,,"[32.3, 11.3]",69283,78,,,,,0.43758717,,Left Foot,,,,"[49.4, 19.3]",,Ground Pass,,18.878824,,,,Seydou Kéita,20169.0,,,,,,,2,From Free Kick,Eric-Sylvain Bilal Abidal,20177.0,Left Center Back,160,Barcelona,217,['7a5ffae2-1640-4cf8-903b-cd4a79ae9458'],29,,,,,,,,,,,,,,,,,,,Barcelona,217,00:33:29.007,Pass,,2010/2011
,,,,,,,,,,,,,,,,,1.367561,,,,,,,,,,,,,c0861d99-6102-4766-abb9-650f5bede343,3494,,"[49.4, 19.3]",69283,78,,,,,-1.5707964,,Left Foot,,,,"[49.4, 4.5]",,Low Pass,,14.8,,,,Maxwell Scherrer Cabelino Andrade,26613.0,,,,,,,2,From Free Kick,Seydou Kéita,20169.0,Right Center Midfield,160,Barcelona,217,['7fcde198-bc8a-4b0d-86ac-4bb0f8d39826'],29,,,,,,,,,,,,,,,,,,,Barcelona,217,00:33:29.897,Pass,,2010/2011
,,,,,,,,,,,,,,,,,0.3026,,,,,,,,,,,,,bf18fe5a-2a75-475a-b410-beb0f70b0894,3498,,"[52.4, 3.2]",69283,78,,,,,-0.031239834,,Left Foot,,,,"[55.6, 3.1]",,Ground Pass,,3.2015622,,Incomplete,,Ibrahim Afellay,4891.0,,,,,,,2,From Free Kick,Maxwell Scherrer Cabelino Andrade,26613.0,Left Back,160,Barcelona,217,"['22f23de5-77a2-4c05-b57c-6547ffefafd8', '25c27e60-89d0-425e-a409-d36d5ac71e90']",32,,,,,,,,,,,,,,,,,,,Barcelona,217,00:33:32.838,Pass,,2010/2011
,,,,,,,,,,,,,,,,,0.7236,,,,,,,,,,,,,a8855af7-f547-4034-9c3a-3880a9ddacc5,3501,,"[57.8, 0.1]",69283,78,,,,,1.8205711,,,,,,"[55.3, 9.9]",,Low Pass,,10.113852,,,,Seydou Kéita,20169.0,,,,,,Throw-in,2,From Throw In,Maxwell Scherrer Cabelino Andrade,26613.0,Left Back,161,Barcelona,217,['f887863b-fcb1-41c3-bda5-c38782341041'],40,,,,,,,,,,,,,,,,,,,Barcelona,217,00:33:40.475,Pass,,2010/2011
,,,,,,,,,,,,,,,,,1.011012,,,,,,,,,,,,,a2d30044-ea0e-4969-8a51-754c5111b7a8,3503,,"[55.4, 9.7]",69283,78,,,,,-1.4483353,,Left Foot,,,,"[56.2, 3.2]",,Low Pass,,6.5490456,,,,Maxwell Scherrer Cabelino Andrade,26613.0,,,,,,,2,From Throw In,Seydou Kéita,20169.0,Right Center Midfield,161,Barcelona,217,['9f72b200-1d2e-4fdf-ab96-ecbc4c4dc344'],41,,,,,,,,,,,,,,,,,,,Barcelona,217,00:33:41.199,Pass,,2010/2011
