bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,3557d4ec-e0ac-4191-a63f-ee38d3cd228b,1,,,69283,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Mallorca,1043,,0,,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 26146, 'name': 'Dudú Aouate'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 26737, 'name': 'Pablo Cendrós López'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 22}, {'player': {'id': 26068, 'name': 'Rubén González Rocha'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 25992, 'name': 'José Carlos de Araújo Nunes'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 16}, {'player': {'id': 26147, 'name': 'Ayoze Díaz Díaz'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 17}, {'player': {'id': 26675, 'name': 'João Victor de Albuquerque Bruno'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 3}, {'player': {'id': 25948, 'name': 'Jose Luis Martí Soler'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 19}, {'player': {'id': 13581, 'name': 'Emilio Nsue López'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 8}, {'player': {'id': 8675, 'name': 'Jonathan de Guzmán'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 20}, {'player': {'id': 6740, 'name': 'Gonzalo Castro Irizábal'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 11}, {'player': {'id': 25876, 'name': 'Pierre Achille Webó Kouamo'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Mallorca,1043,00:00:00.000,Starting XI,,2010/2011
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,1f2d5f45-9476-42b1-b3d7-750f696b1d38,2,,,69283,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Mallorca,1043,,0,,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 26005, 'name': 'José Manuel Pinto Colorado'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 22102, 'name': 'Adriano Correia Claro'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 21}, {'player': {'id': 5213, 'name': 'Gerard Piqué Bernabéu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 20177, 'name': 'Eric-Sylvain Bilal Abidal'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 22}, {'player': {'id': 26613, 'name': 'Maxwell Scherrer Cabelino Andrade'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 19}, {'player': {'id': 5203, 'name': 'Sergio Busquets i Burgos'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 16}, {'player': {'id': 20169, 'name': 'Seydou Kéita'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 15}, {'player': {'id': 5216, 'name': 'Andrés Iniesta Luján'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 3958, 'name': 'Pedro Eliezer Rodríguez Ledesma'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 17}, {'player': {'id': 12737, 'name': 'David Villa Sánchez'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 7}, {'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 10}]}",Barcelona,217,00:00:00.000,Starting XI,,2010/2011
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0bd3e421-cd2f-4356-b6fc-1c0b7be89399,3,,,69283,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Mallorca,1043,['ee50115d-52ac-44c9-bd5f-73e448ace49c'],0,,,,,,,,,,,,,,,,,,,Mallorca,1043,00:00:00.000,Half Start,,2010/2011
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,ee50115d-52ac-44c9-bd5f-73e448ace49c,4,,,69283,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Mallorca,1043,['0bd3e421-cd2f-4356-b6fc-1c0b7be89399'],0,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.000,Half Start,,2010/2011
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,988bd08c-f8ee-496d-bde7-daa2f48fd8dc,1848,,,69283,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,113,Barcelona,217,['cec5261f-b9f9-426d-b2c0-1511983cc039'],0,,,,,,,,,,,,,,,,,,,Mallorca,1043,00:00:00.000,Half Start,,2010/2011
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,cec5261f-b9f9-426d-b2c0-1511983cc039,1849,,,69283,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,113,Barcelona,217,['988bd08c-f8ee-496d-bde7-daa2f48fd8dc'],0,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.000,Half Start,,2010/2011
,,,,,,,,,,,,,,,,,0.723877,,,,,,,,,,,,,3ca31ed9-522c-45e3-a60c-a4e7c7cfef52,5,,"[60.0, 40.0]",69283,0,,,,,1.4940244,,Right Foot,,,,"[60.2, 42.6]",,Ground Pass,,2.607681,,,,Jonathan de Guzmán,8675.0,,,,,,Kick Off,1,From Kick Off,Pierre Achille Webó Kouamo,25876.0,Center Forward,2,Mallorca,1043,['50e5492b-a170-484b-a006-eda8a88ff6e1'],0,,,,,,,,,,,,,,,,,,,Mallorca,1043,00:00:00.615,Pass,,2010/2011
,,,,,,,,,,,,,,,,,2.540556,,,,,,,,,,,,,141d3a35-ee19-40c8-a38a-d7eae6497dd6,8,,"[59.0, 43.0]",69283,0,,,,,3.068552,,Left Foot,,,,"[30.3, 45.1]",,Ground Pass,,28.776726,,,,José Carlos de Araújo Nunes,25992.0,,,,,,,1,From Kick Off,Jonathan de Guzmán,8675.0,Center Attacking Midfield,2,Mallorca,1043,['c27c0dee-f5c7-44e5-a3d7-dff6c784c576'],1,,,,,,,,,,,,,,,,,,,Mallorca,1043,00:00:01.379,Pass,,2010/2011
,,,,,,,,,,,,,,,,,1.791707,,,,,,,,,,,,,cbd01c32-562b-4940-a8e6-d250f0fde2f0,12,,"[32.0, 43.5]",69283,0,,,,,1.4809766,,Right Foot,,,,"[34.9, 75.7]",,Ground Pass,,32.330326,,,,Pablo Cendrós López,26737.0,,,,,,,1,From Kick Off,José Carlos de Araújo Nunes,25992.0,Left Center Back,2,Mallorca,1043,"['70dbaec3-7a40-4495-a9a2-faa978627441', 'e0235a5a-29ff-49b7-bb9f-6bf4de06ae34']",6,,,,,,,,,,,,,,,,,,,Mallorca,1043,00:00:06.659,Pass,True,2010/2011
,,,,,,,,,,,,,,,,,2.697657,,,,,,,,,,,,,78216356-466b-4bd3-853f-0345ae59f5e7,16,,"[39.0, 73.4]",69283,0,,,,,0.19739556,,Right Foot,,,,"[71.5, 79.9]",,High Pass,,33.143627,,Out,,,,,,,,,,1,From Kick Off,Pablo Cendrós López,26737.0,Right Back,2,Mallorca,1043,,9,,,,,,,,,,,,,,,,,,,Mallorca,1043,00:00:09.280,Pass,,2010/2011
,,,,,,,,,,,,,,,,,1.0026,,,,,,,,,,,,,24efd9ce-b588-4625-8781-95d7d281bf90,17,,"[62.9, 0.1]",69283,0,,,,,0.87605804,,,,,,"[69.9, 8.5]",,Low Pass,,10.93435,,,,David Villa Sánchez,12737.0,,,,,,Throw-in,1,From Throw In,Maxwell Scherrer Cabelino Andrade,26613.0,Left Back,3,Barcelona,217,['a7f11a86-99a9-4dc7-99d4-c63a1c8ad57b'],27,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:27.399,Pass,,2010/2011
,,,,,,,,,,,,,,,,,0.4772,,,,,,,,,,,,,3c493c43-c99d-4767-8de9-6f0aaa70da43,20,,"[69.9, 8.5]",69283,0,,,,,-1.1571071,,Right Foot,,,,"[71.7, 4.4]",,Low Pass,,4.4777226,,Incomplete,,Maxwell Scherrer Cabelino Andrade,26613.0,,,,,,,1,From Throw In,David Villa Sánchez,12737.0,Left Wing,3,Barcelona,217,"['596ccf4b-9af6-4690-90ba-99ac569d57b2', '9bb7d0ad-df7a-4eb8-a70f-76de4e81f5b0']",28,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:28.441,Pass,,2010/2011
,,,,,,,,,,,,,,,,,1.947382,,,,,,,,,,,,,9bb7d0ad-df7a-4eb8-a70f-76de4e81f5b0,22,,"[48.4, 75.7]",69283,0,,,,,-0.34332994,,Right Foot,,,,"[69.1, 68.3]",,High Pass,,21.982948,,,,Pierre Achille Webó Kouamo,25876.0,,,,,,Recovery,1,Regular Play,Emilio Nsue López,13581.0,Right Wing,4,Mallorca,1043,"['3c493c43-c99d-4767-8de9-6f0aaa70da43', 'ef6b5569-6e79-4525-8189-ef33cdacfb66']",28,,,,,,,,,,,,,,,,,,,Mallorca,1043,00:00:28.919,Pass,,2010/2011
,,,,,,,,,,,,,,,,,1.193088,,,,,,,,,,,,,6aef36d4-feae-4ca3-a227-126184719b34,25,,"[67.5, 75.4]",69283,0,,,,,3.0852008,,Right Foot,,,,"[55.1, 76.1]",,Ground Pass,,12.419743,,,,Pablo Cendrós López,26737.0,,,,,,,1,Regular Play,Pierre Achille Webó Kouamo,25876.0,Center Forward,4,Mallorca,1043,['0ba6f3f9-78f0-4b0f-b937-493ea9e63d0e'],34,,,,,,,,,,,,,,,,,,,Mallorca,1043,00:00:34.411,Pass,,2010/2011
,,,,,,,,,,,,,,,,,1.565377,,,,,,,,,,,,,5e8208e8-ecce-459e-96f9-c0e349a51231,28,,"[55.1, 76.1]",69283,0,,,,,-2.0854015,,Right Foot,,,,"[43.0, 54.7]",,Ground Pass,,24.583939,,,,José Carlos de Araújo Nunes,25992.0,,,,,,,1,Regular Play,Pablo Cendrós López,26737.0,Right Back,4,Mallorca,1043,['d6e2a234-d17e-4480-9e5b-852b00867b91'],36,,,,,,,,,,,,,,,,,,,Mallorca,1043,00:00:36.035,Pass,,2010/2011
,,,,,,,,,,,,,,,,,1.144158,,,,,,,,,,,,,94691d98-fbec-4f43-8f33-d88fcd8dfa17,31,,"[43.0, 54.7]",69283,0,,,,,-1.7481581,,Right Foot,,,,"[39.2, 33.5]",,Ground Pass,,21.537874,,,,Rubén González Rocha,26068.0,,,,,,,1,Regular Play,José Carlos de Araújo Nunes,25992.0,Left Center Back,4,Mallorca,1043,['b4a3d3b6-0277-42b0-beb1-a67d32221906'],38,,,,,,,,,,,,,,,,,,,Mallorca,1043,00:00:38.632,Pass,,2010/2011
,,,,,,,,,,,,,,,,,3.817118,,,,,,,,,,,,,a2964d62-3c59-460b-bbb7-31286243071d,34,,"[39.2, 31.8]",69283,0,,,,,0.33994734,,Right Foot,,,,"[103.1, 54.4]",,High Pass,,67.77883,,Incomplete,,Emilio Nsue López,13581.0,,,,,,,1,Regular Play,Rubén González Rocha,26068.0,Right Center Back,4,Mallorca,1043,"['ba552202-f669-4b94-b3e8-935d85b972fc', 'eaf9dafe-953a-4947-b67a-ed80811d73f7']",43,,,,,,,,,,,,,,,,,,,Mallorca,1043,00:00:43.364,Pass,,2010/2011
,,,,,,,,,,,,,,,,,1.4422,,,,,,,,,,,,,7a33719c-eecb-4937-a0ae-e0cd1f52004f,42,,"[24.4, 0.1]",69283,1,,,,,0.44387618,,,,,,"[38.7, 6.9]",,High Pass,,15.834456,,,,Seydou Kéita,20169.0,,,,,,Throw-in,1,From Throw In,Maxwell Scherrer Cabelino Andrade,26613.0,Left Back,6,Barcelona,217,['75b7ebf0-1ada-4a15-a2b6-0b4235df347a'],2,,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:02.886,Pass,,2010/2011
,,,,,,,,,,,,,,,,,2.6609,,,,,,,,,,,,,c3cb38af-4c55-4af0-9b73-960fa8c3c763,44,,"[38.7, 6.9]",69283,1,,,,,-0.70449406,,Head,,,,"[46.7, 0.1]",,High Pass,,10.499524,,Out,,,,,,,,,,1,From Throw In,Seydou Kéita,20169.0,Right Center Midfield,6,Barcelona,217,,4,,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:04.328,Pass,,2010/2011
,,,,,,,,,,,,,,,,,1.470219,,,,,,,,,,,,,2d066915-765c-4157-89e5-5e4d15c7aa25,45,,"[73.8, 80.0]",69283,1,,,,,-1.620139,,,,,,"[73.0, 63.8]",,Low Pass,,16.219742,,,,João Victor de Albuquerque Bruno,26675.0,,,,,,Throw-in,1,From Throw In,Pablo Cendrós López,26737.0,Right Back,7,Mallorca,1043,['dbcde27d-c408-4e34-bbfc-20b5cb9184fc'],14,,,,,,,,,,,,,,,,,,,Mallorca,1043,00:01:14.407,Pass,,2010/2011
,,,,,,,,,,,,,,,,,0.717463,,,,,,,,,,,,,0e69e0e6-d91d-49e6-8a5f-d19be81a2ada,48,,"[73.0, 63.8]",69283,1,,,,,1.7265493,,Right Foot,,,,"[71.1, 75.9]",,Ground Pass,,12.248265,,,,Pablo Cendrós López,26737.0,,,,,,,1,From Throw In,João Victor de Albuquerque Bruno,26675.0,Right Center Midfield,7,Mallorca,1043,['3d65844c-5382-4d9c-ac79-8f2470bfbf16'],15,,,,,,,,,,,,,,,,,,,Mallorca,1043,00:01:15.917,Pass,,2010/2011
,,,,,,,,,,,,,,,,,1.851455,,,,,,,,,,,,,7b850beb-ad8b-468c-9400-8cbbe3bff129,52,,"[72.3, 76.0]",69283,1,,,,,-0.75092906,,Right Foot,,,,"[90.3, 59.2]",,High Pass,,24.62194,,Incomplete,,,,,,,,,,1,From Throw In,Pablo Cendrós López,26737.0,Right Back,7,Mallorca,1043,['b1f2985a-5759-48a2-b834-4e1ae5b943b9'],17,,,,,,,,,,,,,,,,,,,Mallorca,1043,00:01:17.430,Pass,,2010/2011
,,,,,,,,,,,,,,,,,0.5824,,,,,,,,,,,,,b1f2985a-5759-48a2-b834-4e1ae5b943b9,53,,"[29.8, 20.9]",69283,1,,,,,-0.43600488,,Head,,,,"[38.6, 16.8]",,Low Pass,,9.708244,,Incomplete,,Sergio Busquets i Burgos,5203.0,,,,,,Recovery,1,From Throw In,Eric-Sylvain Bilal Abidal,20177.0,Left Center Back,7,Mallorca,1043,"['03f4898d-8b0d-4a74-8b77-3ef1a1d8a53e', '783ecd1a-10a8-475c-8b81-79bd7777c0c0', '7b850beb-ad8b-468c-9400-8cbbe3bff129']",19,,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:19.282,Pass,,2010/2011
,,,,,,,,,,,,,,,,,0.809572,,,,,,,,,,,,,03f4898d-8b0d-4a74-8b77-3ef1a1d8a53e,55,,"[81.5, 63.3]",69283,1,,,,,-0.8669777,,Head,,,,"[88.8, 54.7]",,High Pass,,11.280514,,,,Jonathan de Guzmán,8675.0,,,,,,Recovery,1,From Throw In,Jose Luis Martí Soler,25948.0,Left Center Midfield,7,Mallorca,1043,"['550a0a01-7a69-47e4-9126-72ae530ddb59', 'b1f2985a-5759-48a2-b834-4e1ae5b943b9']",19,,,,,,,,,,,,,,,,,,,Mallorca,1043,00:01:19.864,Pass,,2010/2011
,,,,,,,,,,,,,,,,,1.02044,,,,,,,,,,,,,31d58e79-f637-499d-87d7-823b3ba6305c,59,,"[90.7, 50.7]",69283,1,,,,,-1.1174576,07ec2f95-3d3c-495a-a416-b1395b0b052e,Right Foot,,,,"[94.5, 42.9]",,Ground Pass,,8.676405,,,,Pierre Achille Webó Kouamo,25876.0,True,,,,,,1,From Throw In,Jonathan de Guzmán,8675.0,Center Attacking Midfield,7,Mallorca,1043,"['31055675-3d28-4bd1-831e-d0439a7a4f33', '5d304a63-bead-4252-88c5-487c7fce8d3d']",21,,,,,,,,,,,,,,,,,,,Mallorca,1043,00:01:21.758,Pass,True,2010/2011
,,,,,,,,,,,,,,,,,2.023002,,,,,,,,,,,,,9147a938-e8c6-42a9-947b-d7f197249651,64,,"[6.2, 36.4]",69283,1,,,,,-1.549371,,Keeper Arm,,,,"[6.5, 22.4]",,Ground Pass,,14.003214,,,,Eric-Sylvain Bilal Abidal,20177.0,,,,,,,1,From Keeper,José Manuel Pinto Colorado,26005.0,Goalkeeper,9,Barcelona,217,['03154c8e-92ba-4325-aa51-0c358009c633'],30,,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:30.025,Pass,,2010/2011
,,,,,,,,,,,,,,,,,2.0611,,,,,,,,,,,,,42b155f2-9231-469b-b7d2-5e9eb52a0520,67,,"[8.0, 19.2]",69283,1,,,,,0.6826516,,Left Foot,,,,"[41.7, 46.6]",,High Pass,,43.43328,,,,Andrés Iniesta Luján,5216.0,,,,,,,1,Regular Play,Eric-Sylvain Bilal Abidal,20177.0,Left Center Back,10,Barcelona,217,['c7526ccc-f51e-4540-9f73-b1f918bc1658'],33,,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:33.738,Pass,,2010/2011
,,,,,,,,,,,,,,,,,2.0077,,,,,,,,,,,,,d9d96ed5-a4cd-42d3-b3b9-f428e6480927,71,,"[47.1, 46.8]",69283,1,,,,,1.1703831,,Right Foot,,,,"[55.1, 65.7]",,Ground Pass,,20.523401,,,,Pedro Eliezer Rodríguez Ledesma,3958.0,,,,,,,1,Regular Play,Andrés Iniesta Luján,5216.0,Left Center Midfield,11,Barcelona,217,"['3ac4ea3a-81c7-4591-aded-b8170700f704', '6ace0cd3-4898-41b4-9506-bd18665aaaee']",37,,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:37.384,Pass,True,2010/2011
,,,,,,,,,,,,,,,,,0.9843,,,,,,,,,,,,,d04f5051-e850-47da-80be-794cffdda1cc,74,,"[62.3, 68.8]",69283,1,,,,,-1.4556061,,Right Foot,,,,"[63.7, 56.7]",,Ground Pass,,12.180722,,,,Andrés Iniesta Luján,5216.0,,,,,,,1,Regular Play,Pedro Eliezer Rodríguez Ledesma,3958.0,Right Wing,12,Barcelona,217,['300f836e-9ee7-42ab-a3ad-3e834ac86052'],40,,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:40.770,Pass,,2010/2011
,,,,,,,,,,,,,,,,,1.596,,,,,,,,,,,,,ee3bcad3-0966-4862-9d76-52644e028783,78,,"[68.3, 63.8]",69283,1,,,,,1.2545102,,Left Foot,,,,"[71.9, 74.8]",,Ground Pass,,11.574109,,,,Adriano Correia Claro,22102.0,,,,,,,1,Regular Play,Andrés Iniesta Luján,5216.0,Left Center Midfield,13,Barcelona,217,"['d27d164c-37bf-461c-ad54-5199002901b3', 'd59f4d20-d5ce-42a3-8f04-58a60ffc6fda']",43,,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:43.689,Pass,True,2010/2011
,,,,,,,,,,,,,,,,,0.829542,,,,,,,,,,,,,bf328391-a6be-4dd1-8f62-312ec8f7ee32,81,,"[71.9, 74.8]",69283,1,,,,,-2.1408367,,Right Foot,,,,"[66.9, 67.0]",,Ground Pass,,9.264988,,,,Pedro Eliezer Rodríguez Ledesma,3958.0,,,,,,,1,Regular Play,Adriano Correia Claro,22102.0,Right Back,14,Barcelona,217,['b7da4264-f630-440b-8abb-12bcbb23c34a'],45,,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:45.325,Pass,,2010/2011
,,,,,,,,,,,,,,,,,1.1572,,,,,,,,,,,,,3b2d02d4-c46e-4342-ae47-f51e63118761,84,,"[66.9, 67.0]",69283,1,,,,,-2.1815224,,Right Foot,,,,"[62.7, 61.0]",,Ground Pass,,7.3239336,,,,Andrés Iniesta Luján,5216.0,,,,,,,1,Regular Play,Pedro Eliezer Rodríguez Ledesma,3958.0,Right Wing,15,Barcelona,217,['12daa27e-2bd5-4303-bf5e-c096caf6410c'],47,,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:47.022,Pass,,2010/2011
,,,,,,,,,,,,,,,,,1.5109,,,,,,,,,,,,,c97546ad-93c0-4c0a-9920-9f05bad1ff1e,87,,"[64.2, 56.3]",69283,1,,,,,-2.0419626,,Right Foot,,,,"[56.1, 40.4]",,Ground Pass,,17.844326,,,,Sergio Busquets i Burgos,5203.0,,,,,,,1,Regular Play,Andrés Iniesta Luján,5216.0,Left Center Midfield,16,Barcelona,217,['e7d91ad3-5a11-46c0-a94c-8a9f0268febe'],48,,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:48.858,Pass,,2010/2011
,,,,,,,,,,,,,,,,,0.8803,,,,,,,,,,,,,da1a71ea-7c6b-401a-83ca-eead14bd1ecd,90,,"[58.0, 37.8]",69283,1,,,,,-0.64477986,,Right Foot,,,,"[70.5, 28.4]",,Ground Pass,,15.640013,,,,Seydou Kéita,20169.0,,,,,,,1,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,17,Barcelona,217,['4a491569-11c9-4eec-90d0-9de84d25a317'],50,,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:50.885,Pass,,2010/2011
,,,,,,,,,,,,,,,,,1.2058,,,,,,,,,,,,,075e25e2-00f5-419a-97bd-1c689a0cc3ba,94,,"[82.7, 23.3]",69283,1,,,,,-2.1662061,,Right Foot,,,,"[70.1, 4.7]",,Ground Pass,,22.465975,,,,Maxwell Scherrer Cabelino Andrade,26613.0,,,,,,,1,Regular Play,Seydou Kéita,20169.0,Right Center Midfield,18,Barcelona,217,"['75ff34b2-1e9b-432f-afd0-9f919066cc00', 'ef267d2e-53cf-4153-9066-272be52040cf']",53,,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:53.352,Pass,True,2010/2011
,,,,,,,,,,,,,,,,,1.1559,,,,,,,,,,,,,1de70ed4-61f4-4bb8-ab35-1c185dc2a2af,97,,"[70.1, 4.7]",69283,1,,,,,1.1799735,,Left Foot,,,,"[79.7, 28.0]",,Ground Pass,,25.2002,,,,David Villa Sánchez,12737.0,,,,,,,1,Regular Play,Maxwell Scherrer Cabelino Andrade,26613.0,Left Back,19,Barcelona,217,['d286dced-30bd-441b-a53f-2056c6cf735b'],55,,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:55.752,Pass,,2010/2011
,,,,,,,,,,,,,,,,,1.124711,,,,,,,,,,,,,e8c5f44e-6bd5-4767-9aa1-402f96908ea5,104,,"[37.4, 68.3]",69283,2,,,,,-2.2618806,,Right Foot,,,,"[24.0, 52.1]",,Ground Pass,,21.023796,,,,José Carlos de Araújo Nunes,25992.0,,,,,,,1,Regular Play,Pablo Cendrós López,26737.0,Right Back,20,Mallorca,1043,['786133aa-903d-42f3-bd5c-febb39d7181d'],5,,,,,,,,,,,,,,,,,,,Mallorca,1043,00:02:05.165,Pass,,2010/2011
,,,,,,,,,,,,,,,,,2.180502,,,,,,,,,,,,,6f2d345c-1b3b-41c5-84e8-d9cd07251556,108,,"[23.1, 52.9]",69283,2,,,,,0.3292692,,Right Foot,,,,"[62.9, 66.5]",,High Pass,,42.059483,,,,Emilio Nsue López,13581.0,,,,,,,1,Regular Play,José Carlos de Araújo Nunes,25992.0,Left Center Back,20,Mallorca,1043,"['c8c86a80-d993-4bba-9248-d7bd975ee646', 'd2a504aa-8e55-4b92-b38b-d7422e6c2c2b']",7,,,,,,,,,,,,,,,,,,,Mallorca,1043,00:02:07.460,Pass,True,2010/2011
,,,,,,,,,,,True,,,,,,1.6086,,,,,,,,,,,,,648fa936-b25b-4902-92ff-d9af09d54a4e,112,,"[61.5, 25.1]",69283,2,,,,,3.0269892,,Right Foot,,,,"[47.6, 26.7]",,Low Pass,,13.991783,,,,Eric-Sylvain Bilal Abidal,20177.0,,,,,,Interception,1,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,21,Barcelona,217,['2e0a678b-3ead-443d-bd4f-0cffc25b179b'],10,,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:10.344,Pass,,2010/2011
,,,,,,,,,,,,,,,,,1.6564,,,,,,,,,,,,,f739284a-05b4-4995-8fcf-83b1789f4c62,115,,"[47.6, 26.7]",69283,2,,,,,2.1363995,,Left Foot,,,,"[40.3, 38.2]",,Ground Pass,,13.621306,,,,Gerard Piqué Bernabéu,5213.0,,,,,,,1,Regular Play,Eric-Sylvain Bilal Abidal,20177.0,Left Center Back,21,Barcelona,217,['0f0f9395-e2a0-4e78-b21b-86191a586d22'],13,,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:13.075,Pass,,2010/2011
,,,,,,,,,,,,,,,,,1.216468,,,,,,,,,,,,,2691f62c-2b27-429a-a85b-21de6bd79ab9,118,,"[40.3, 38.2]",69283,2,,,,,1.1945022,,Right Foot,,,,"[48.4, 58.7]",,Ground Pass,,22.042233,,,,Adriano Correia Claro,22102.0,,,,,,,1,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,21,Barcelona,217,['120081e0-8fd1-4646-bcd0-3592cdfafb68'],14,,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:14.771,Pass,,2010/2011
,,,,,,,,,,,,,,,,,1.407566,,,,,,,,,,,,,2ed62661-3f22-42b4-836f-989d0925e9cf,121,,"[55.1, 72.3]",69283,2,,,,,-1.6155425,,Right Foot,,,,"[54.5, 58.9]",,Ground Pass,,13.413426,,,,Andrés Iniesta Luján,5216.0,,,,,,,1,Regular Play,Adriano Correia Claro,22102.0,Right Back,21,Barcelona,217,['27639d9d-438d-4d78-a819-7be4fab96d29'],18,,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:18.666,Pass,,2010/2011
,,,,,,,,,,,,,,,,,0.5469,,,,,,,,,,,,,067faa41-ed54-44db-8732-1f6a5199b9a6,124,,"[56.1, 52.2]",69283,2,,,,,-0.34596726,,Right Foot,,,,"[64.7, 49.1]",,Ground Pass,,9.141663,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,1,Regular Play,Andrés Iniesta Luján,5216.0,Left Center Midfield,21,Barcelona,217,['c4253368-5700-4729-8a0d-7e7885a6760b'],20,,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:20.976,Pass,,2010/2011
