ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,0.0,,,,,,,,,,,d8364294-9a08-4694-a4c4-c57294a5fca9,1,,,,69173,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Barcelona,217,,0,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 20176, 'name': 'Víctor Valdés Arribas'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 15774, 'name': 'Gianluca Zambrotta'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 11}, {'player': {'id': 20125, 'name': 'Carles Puyol i Saforcada'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 25919, 'name': 'Gabriel Alejandro Milito'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 25854, 'name': 'Sylvio Mendes Campos Junior'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 16}, {'player': {'id': 5216, 'name': 'Andrés Iniesta Luján'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 19757, 'name': 'Anderson Luís de Souza'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 20}, {'player': {'id': 11270, 'name': 'Eiður Smári Guðjohnsen'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 7}, {'player': {'id': 5987, 'name': 'Giovani dos Santos Ramírez'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 17}, {'player': {'id': 15516, 'name': 'Thierry Henry'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 14}, {'player': {'id': 4913, 'name': 'Bojan Krkíc Pérez'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 27}]}",Barcelona,217,00:00:00.000,Starting XI,,2007/2008
,,,,,,,,,,,,,0.0,,,,,,,,,,,ff433b44-ec33-40b0-9984-cbbec6677164,2,,,,69173,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Barcelona,217,,0,,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 26488, 'name': 'Fabio Coltorti'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 6904, 'name': 'Sergio Sánchez Ortega'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 16}, {'player': {'id': 26067, 'name': 'Oriol Lozano Farrán'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 26044, 'name': 'César González Navas'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 24}, {'player': {'id': 26069, 'name': 'Luis Fernández Gutiérrez'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 17}, {'player': {'id': 26489, 'name': 'Aldo Pedro Duscher'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 25958, 'name': 'Jordi López Felpeto'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 18}, {'player': {'id': 26025, 'name': 'Jorge López Montaña'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 7}, {'player': {'id': 26137, 'name': 'Óscar Serrano Rodriguez'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 11}, {'player': {'id': 26490, 'name': 'Mohamed Gasana Tchité'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 9}, {'player': {'id': 26491, 'name': 'Iván Bolado Palacios'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 32}]}",Racing Santander,1217,00:00:00.000,Starting XI,,2007/2008
,,,,,,,,,,,,,0.0,,,,,,,,,,,5097d39f-f7bd-4871-919c-6e85c9a9ae6b,3,,,,69173,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Barcelona,217,['32641c18-a106-4b69-9d36-51cc98d11077'],0,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.000,Half Start,,2007/2008
,,,,,,,,,,,,,0.0,,,,,,,,,,,32641c18-a106-4b69-9d36-51cc98d11077,4,,,,69173,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Barcelona,217,['5097d39f-f7bd-4871-919c-6e85c9a9ae6b'],0,,,,,,,,,,,,,,,,,,Racing Santander,1217,00:00:00.000,Half Start,,2007/2008
,,,,,,,,,,,,,0.0,,,,,,,,,,,6900597b-d86b-4a71-ba0d-6235c09cac48,1905,,,,69173,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,97,Barcelona,217,['792fd1c1-89ae-415c-a7c9-b18db47b2fd3'],0,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.000,Half Start,,2007/2008
,,,,,,,,,,,,,0.0,,,,,,,,,,,792fd1c1-89ae-415c-a7c9-b18db47b2fd3,1906,,,,69173,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,97,Barcelona,217,['6900597b-d86b-4a71-ba0d-6235c09cac48'],0,,,,,,,,,,,,,,,,,,Racing Santander,1217,00:00:00.000,Half Start,,2007/2008
,,,,,,,,,,,,,0.1871,,,,,,,,,,,7894f618-5b02-4dea-8406-ab182b5f692d,5,,,"[61.0, 41.0]",69173,0,,True,,,-1.6642731,,Right Foot,,,,"[60.7, 37.8]",Ground Pass,,3.2140317,,,,Mohamed Gasana Tchité,26490.0,,,,,,Kick Off,1,From Kick Off,Iván Bolado Palacios,26491.0,Left Center Forward,2,Racing Santander,1217,['a16865e3-027d-4bdb-836e-e32d5a707252'],0,,,,,,,,,,,,,,,,,,Racing Santander,1217,00:00:00.687,Pass,,2007/2008
,,,,,,,,,,,,,2.2934,,,,,,,,,,,5b0c0b85-5db3-4cc5-aa63-8d2ef861d6df,7,,,"[57.5, 40.0]",69173,0,,,,,2.870873,,Right Foot,,,,"[34.8, 46.3]",Ground Pass,,23.558014,,,,Oriol Lozano Farrán,26067.0,,,,,,,1,From Kick Off,Mohamed Gasana Tchité,26490.0,Right Center Forward,2,Racing Santander,1217,['df1179b8-f15c-4895-84e5-00fbbf302faa'],0,,,,,,,,,,,,,,,,,,Racing Santander,1217,00:00:00.874,Pass,,2007/2008
,,,,,,,,,,,,,2.403227,,,,,,,,,,,1f0264a8-a50d-4e20-b029-5a4f48f17dcf,10,,,"[37.6, 47.0]",69173,0,,,,,-0.5917499,,Right Foot,,,,"[80.6, 18.1]",High Pass,,51.80936,,Incomplete,,Óscar Serrano Rodriguez,26137.0,,,,,,,1,From Kick Off,Oriol Lozano Farrán,26067.0,Right Center Back,2,Racing Santander,1217,"['68f2826b-2585-4fd8-b6b7-da96befe8b42', '72d3b26f-e1c3-4889-b5d6-cd99a2b5baa4']",5,,,,,,,,,,,,,,,,,,Racing Santander,1217,00:00:05.939,Pass,,2007/2008
,,,,,,,,,,,,,1.100113,,,,,,,,,,,72d3b26f-e1c3-4889-b5d6-cd99a2b5baa4,12,,,"[40.4, 62.9]",69173,0,,,,,0.21008882,,Head,,,,"[54.0, 65.8]",Low Pass,,13.905754,,,,Giovani dos Santos Ramírez,5987.0,,,,,,Recovery,1,Regular Play,Gianluca Zambrotta,15774.0,Right Back,3,Barcelona,217,"['1f0264a8-a50d-4e20-b029-5a4f48f17dcf', '2ed2e1a1-191f-459f-a636-0db6e1372da0']",8,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:08.343,Pass,,2007/2008
,,,,,,,,,,,,,1.375558,,,,,,,,,,,d79a1ea5-02e5-44ba-b08b-942b142d9460,16,,,"[50.6, 66.3]",69173,0,,,,,2.910502,,Left Foot,,,,"[35.3, 69.9]",Low Pass,,15.717824,,,,Gianluca Zambrotta,15774.0,,,,,,,1,Regular Play,Giovani dos Santos Ramírez,5987.0,Right Wing,3,Barcelona,217,"['0d2efaea-d88a-4bb7-b125-53e2594e32e7', 'fc01ed44-14ec-4588-b5a4-8761a4d16086']",10,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:10.285,Pass,True,2007/2008
,,,,,,,,,,,,,0.724125,,,,,,,,,,,ac977341-fa48-40ad-934e-c742e30ca494,20,,,"[37.2, 70.9]",69173,0,,,,,-0.24064343,,Right Foot,,,,"[53.5, 66.9]",Low Pass,,16.783623,,,,Giovani dos Santos Ramírez,5987.0,,,,,,,1,Regular Play,Gianluca Zambrotta,15774.0,Right Back,3,Barcelona,217,"['73905b17-2a1a-4ce1-be23-d3c6e1914cae', '8c6cda42-2b34-4cc5-946f-ba1920c0e3de']",11,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:11.996,Pass,True,2007/2008
,,,,,,,,,,,,,1.090205,,,,,,,,,,,044f0fff-d7cc-4e3c-91f0-1694772a30d8,24,,,"[52.7, 62.9]",69173,0,,,,,-2.6433675,,Left Foot,,,,"[40.2, 56.1]",Ground Pass,,14.229898,,,,Andrés Iniesta Luján,5216.0,,,,,,,1,Regular Play,Giovani dos Santos Ramírez,5987.0,Right Wing,3,Barcelona,217,"['779d460e-6ae9-4cb0-9953-dbd71b730cad', '9c7d2539-73a4-4bbd-b662-9ddd2f815ae5']",14,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:14.646,Pass,True,2007/2008
,,,,,,,,,,,,,1.623529,,,,,,,,,,,32f82efc-bea2-4cd7-9777-59686e1886f4,27,,,"[38.3, 55.2]",69173,0,,,,,-1.7334682,,Right Foot,,,,"[34.0, 29.0]",Ground Pass,,26.550518,,,,Gabriel Alejandro Milito,25919.0,,,,,,,1,Regular Play,Andrés Iniesta Luján,5216.0,Center Defensive Midfield,3,Barcelona,217,['540c60f0-c94c-420f-9c2a-8caf729895ec'],16,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:16.240,Pass,,2007/2008
,,,,,,,,,,,,,1.364333,,,,,,,,,,,fbe3fcdb-01fa-478d-98dc-7b0ab6ae2b96,30,,,"[38.3, 25.1]",69173,0,,,,,-0.5924274,,Left Foot,,,,"[48.7, 18.1]",Ground Pass,,12.536347,,,,Anderson Luís de Souza,19757.0,,,,,,,1,Regular Play,Gabriel Alejandro Milito,25919.0,Left Center Back,3,Barcelona,217,['f3e065c2-ee9a-4c03-b2b1-d2a6b8614887'],18,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:18.936,Pass,,2007/2008
,,,,,,,,,,,,,1.064471,,,,,,,,,,,8d2f9a69-4b6b-4a5f-9527-ebc6e36e1a09,33,,,"[45.3, 13.1]",69173,0,,,,,-0.8701007,,Right Foot,,,,"[55.0, 1.6]",Ground Pass,,15.0446005,,,,Sylvio Mendes Campos Junior,25854.0,,,,,,,1,Regular Play,Anderson Luís de Souza,19757.0,Right Center Midfield,3,Barcelona,217,['db3f8feb-fc91-4ad3-9a19-d61784c6c176'],21,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:21.545,Pass,,2007/2008
,,,,,,,,,,,,,2.178058,,,,,,,,,,,3970bda2-a2df-44ec-9465-1c1bf67be69b,37,,,"[55.4, 3.7]",69173,0,,,,,2.421757,,Right Foot,,,,"[34.3, 22.2]",Ground Pass,,28.061718,,,,Gabriel Alejandro Milito,25919.0,,,,,,,1,Regular Play,Sylvio Mendes Campos Junior,25854.0,Left Back,3,Barcelona,217,"['c965bf4d-a522-4814-b5dd-f5c08aa71f3f', 'cf76c463-e677-42af-a538-83a3b1dfa637']",24,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:24.453,Pass,True,2007/2008
,,,,,,,,,,,,,2.01955,,,,,,,,,,,25b0a3f8-bbc2-48c0-b56f-c822f0092526,40,,,"[37.9, 23.7]",69173,0,,,,,1.6117091,,Left Foot,,,,"[37.2, 40.8]",Ground Pass,,17.11432,,,,Carles Puyol i Saforcada,20125.0,,,,,,,1,Regular Play,Gabriel Alejandro Milito,25919.0,Left Center Back,3,Barcelona,217,['48b11895-51cc-495e-87ef-ddc45244a927'],27,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:27.640,Pass,,2007/2008
,,,,,,,,,,,,,2.425644,,,,,,,,,,,ddc62d6a-decf-48b4-b7c5-2da603d686a8,43,,,"[41.5, 44.0]",69173,0,,,,,-1.4206007,,Right Foot,,,,"[46.6, 10.3]",Ground Pass,,34.08372,,,,Sylvio Mendes Campos Junior,25854.0,,,,,,,1,Regular Play,Carles Puyol i Saforcada,20125.0,Right Center Back,3,Barcelona,217,['8fc615ff-7206-46e6-ba63-d4e26b6bc909'],31,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:31.996,Pass,,2007/2008
,,,,,,,,,,,,,2.0763,,,,,,,,,,,943484dc-d507-40bc-b69e-833d07a4bc6d,46,,,"[49.5, 6.7]",69173,0,,,,,0.43172014,,Left Foot,,,,"[86.4, 23.7]",High Pass,,40.6277,,Incomplete,,Anderson Luís de Souza,19757.0,,,,,,,1,Regular Play,Sylvio Mendes Campos Junior,25854.0,Left Back,3,Barcelona,217,"['0bcbb0f3-534d-4f4b-8b23-58295fdb07f4', 'f3c62b5b-d4bd-4aaa-b61d-783531eb7229']",36,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:36.290,Pass,,2007/2008
,,,,,,,,,,,,,0.603907,,,,,,,,,,,f3c62b5b-d4bd-4aaa-b61d-783531eb7229,48,,,"[34.6, 57.3]",69173,0,,,,,1.2570137,,Right Foot,,,,"[39.5, 72.4]",Low Pass,,15.875137,,Incomplete,,Jorge López Montaña,26025.0,,,,,,Recovery,1,Regular Play,Oriol Lozano Farrán,26067.0,Right Center Back,3,Barcelona,217,"['09107ccf-7569-4b73-9786-768faa6c4816', '943484dc-d507-40bc-b69e-833d07a4bc6d', 'cb011ce8-5d0e-4d8b-8732-6bff59941755']",38,,,,,,,,,,,,,,,,,,Racing Santander,1217,00:00:38.366,Pass,,2007/2008
,,,,,,,,,,,,,0.9561,,,,,,,,,,,fd20d1c3-8542-4cc6-af64-7c730f02eab2,53,,,"[44.3, 62.9]",69173,0,,,,,-1.4562557,,Right Foot,,,,"[45.6, 51.6]",Ground Pass,,11.374533,,,,Jordi López Felpeto,25958.0,,,,,,,1,Regular Play,Aldo Pedro Duscher,26489.0,Right Defensive Midfield,3,Barcelona,217,['5a157ed8-c68b-49c5-8dbb-afde14a2ae6d'],41,,,,,,,,,,,,,,,,,,Racing Santander,1217,00:00:41.122,Pass,,2007/2008
,,,,,,,,,,,,,1.178031,,,,,,,,,,,6ad7e213-593f-45b0-a2e2-8ae92d45b2e4,60,,,"[68.4, 22.8]",69173,0,,,,,-1.7485412,,Right Foot,,,,"[65.4, 6.1]",Ground Pass,,16.967321,,,,Sylvio Mendes Campos Junior,25854.0,,,,,,,1,Regular Play,Eiður Smári Guðjohnsen,11270.0,Left Center Midfield,3,Barcelona,217,['b615d1cd-880b-4c41-a1ff-63d472cb86a5'],44,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:44.884,Pass,,2007/2008
,,,,,,,,,,,,,2.131935,,,,,,,,,,,1ec18097-1715-431b-b0a0-7fa9055f16d9,63,,,"[68.8, 3.7]",69173,0,,,,,2.4642625,,Left Foot,,,,"[45.3, 22.6]",Ground Pass,,30.157255,,,,Gabriel Alejandro Milito,25919.0,,,,,,,1,Regular Play,Sylvio Mendes Campos Junior,25854.0,Left Back,3,Barcelona,217,['f01b8f61-1c88-4823-a9c9-71af59943d25'],47,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:47.537,Pass,,2007/2008
,,,,,,,,,,,,,2.666341,,,,,,,,,,,a5db9b6f-9055-42af-8668-f4abb87683f0,66,,,"[49.7, 24.5]",69173,0,,,,,1.7814187,,Left Foot,,,,"[40.4, 68.0]",High Pass,,44.483032,,,,Gianluca Zambrotta,15774.0,,,True,,,,1,Regular Play,Gabriel Alejandro Milito,25919.0,Left Center Back,3,Barcelona,217,['78ff893d-88ed-4b61-b8ec-26bc881666ba'],51,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:51.029,Pass,,2007/2008
,,,,,,,,,,,,,1.739637,,,,,,,,,,,4c922df9-03d3-4a2a-8182-02bb9c6470dd,69,,,"[36.2, 67.3]",69173,0,,,,,-1.8288035,,Right Foot,,,,"[32.4, 52.9]",Ground Pass,,14.892951,,,,Carles Puyol i Saforcada,20125.0,,,,,,,1,Regular Play,Gianluca Zambrotta,15774.0,Right Back,3,Barcelona,217,['70f10126-f0d3-4794-9d54-b85f28c736db'],56,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:56.573,Pass,,2007/2008
,,,,,,,,,,,,,1.672479,,,,,,,,,,,b3d17b5c-7292-4520-bf7d-00acecde3ab3,72,,,"[33.0, 41.9]",69173,1,,,,,-1.2184296,,Right Foot,,,,"[41.2, 19.6]",Ground Pass,,23.75984,,,,Gabriel Alejandro Milito,25919.0,,,,,,,1,Regular Play,Carles Puyol i Saforcada,20125.0,Right Center Back,3,Barcelona,217,['315c7b92-ad66-4779-8f14-cfef1b631c27'],0,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:00.181,Pass,,2007/2008
,,,,,,,,,,,,,1.160302,,,,,,,,,,,369f0afc-8eea-47cc-9c79-42571e97e543,75,,,"[40.6, 16.0]",69173,1,,,,,-0.10100644,,Left Foot,,,,"[55.4, 14.5]",Ground Pass,,14.875819,,,,Anderson Luís de Souza,19757.0,,,,,,,1,Regular Play,Gabriel Alejandro Milito,25919.0,Left Center Back,3,Barcelona,217,['d40d03a6-fcc1-4256-948b-024f3bc23bce'],2,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:02.835,Pass,,2007/2008
,,,,,,,,,,,,,1.773737,,,,,,,,,,,65ddcb28-3d05-4cf6-a786-25a797aced9d,79,,,"[50.4, 16.2]",69173,1,,,,,2.0480382,,Right Foot,,,,"[36.8, 42.5]",Ground Pass,,29.608276,,,,Carles Puyol i Saforcada,20125.0,,,,,,,1,Regular Play,Anderson Luís de Souza,19757.0,Right Center Midfield,3,Barcelona,217,"['09c9fc77-1478-435e-a842-972e2876d932', '76b0ddc3-95d3-443a-bbf0-87665043e29e']",5,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:05.588,Pass,True,2007/2008
,,,,,,,,,,,,,1.176511,,,,,,,,,,,5e1caa79-925b-4b28-b407-3669caeaaa59,82,,,"[42.3, 45.5]",69173,1,,,,,0.5144513,,Left Foot,,,,"[56.1, 53.3]",Ground Pass,,15.851813,,,,Eiður Smári Guðjohnsen,11270.0,,,,,,,1,Regular Play,Carles Puyol i Saforcada,20125.0,Right Center Back,3,Barcelona,217,['9bcc2ea0-561e-43f9-97a3-7383bc86e9a1'],9,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:09.107,Pass,,2007/2008
,,,,,,,,,,,,,1.323969,,,,,,,,,,,ddf19719-c83b-4650-a9ed-799ddfc60975,85,,,"[55.7, 60.7]",69173,1,,,,,-1.6092389,,Right Foot,,,,"[55.4, 52.9]",Ground Pass,,7.805767,,,,Andrés Iniesta Luján,5216.0,,,,,,,1,Regular Play,Eiður Smári Guðjohnsen,11270.0,Left Center Midfield,3,Barcelona,217,['ad6e2b18-b782-4631-ad14-d3e7e5227595'],13,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:13.828,Pass,,2007/2008
,,,,,,,,,,,,,2.109323,,,,,,,,,,,9da39f5a-79a8-470b-8673-6b163dca208d,88,,,"[48.5, 52.7]",69173,1,,,,,-1.5832957,,Right Foot,,,,"[48.2, 28.7]",Ground Pass,,24.001875,,,,Gabriel Alejandro Milito,25919.0,,,,,,,1,Regular Play,Andrés Iniesta Luján,5216.0,Center Defensive Midfield,3,Barcelona,217,['0cfbb83a-ac3d-4c65-8ef3-2380cda90423'],16,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:16.542,Pass,,2007/2008
,,,,,,,,,,,,,2.604782,,,,,,,,,,,fd9dd541-f9cd-498a-8294-555c853ec396,92,,,"[53.8, 28.3]",69173,1,,,,,0.9053703,,Left Foot,,,,"[92.1, 77.1]",High Pass,,62.03491,,,,Giovani dos Santos Ramírez,5987.0,,,True,,,,1,Regular Play,Gabriel Alejandro Milito,25919.0,Left Center Back,3,Barcelona,217,['a0e03a8c-6f4c-4936-bf3e-5067ac41d8ba'],20,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:20.085,Pass,,2007/2008
,,,,,,,,,,,,,0.958989,,,,,,,,,,,6ffe5296-2fe7-4d22-a80a-6ecb5e5eda60,95,,,"[88.7, 73.9]",69173,1,,,,,-1.3045443,,Left Foot,,,,"[93.8, 55.2]",Ground Pass,,19.382982,,,,Eiður Smári Guðjohnsen,11270.0,,,,,,,1,Regular Play,Giovani dos Santos Ramírez,5987.0,Right Wing,3,Barcelona,217,['20e80a78-7803-4c8a-b624-d54759c8cc06'],24,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:24.130,Pass,,2007/2008
,,,,,,,,,,,,,1.6024,,,,,,,,,,,771b1c73-a614-47bd-9f06-b721d9d78406,99,,,"[94.4, 54.0]",69173,1,,,,,0.9467733,,Right Foot,,,,"[103.4, 66.5]",High Pass,,15.402922,,Incomplete,,Giovani dos Santos Ramírez,5987.0,,,,,,,1,Regular Play,Eiður Smári Guðjohnsen,11270.0,Left Center Midfield,3,Barcelona,217,"['3f32dbf9-54d1-4453-949a-b144c82a151c', '8e018172-a519-4525-8ea3-5ea1e0766fe0', 'e656bd7f-8a69-436e-91ab-667849419686']",25,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:25.324,Pass,True,2007/2008
,,,,,,,,,,,,,0.9621,,,,,,,,,,,e656bd7f-8a69-436e-91ab-667849419686,101,,,"[17.6, 14.5]",69173,1,,,,,0.26356387,,Head,,,,"[30.2, 17.9]",High Pass,,13.050671,,,,Óscar Serrano Rodriguez,26137.0,,,,,,Recovery,1,Regular Play,Luis Fernández Gutiérrez,26069.0,Left Back,4,Racing Santander,1217,"['771b1c73-a614-47bd-9f06-b721d9d78406', 'ee9e370c-ed6f-496d-ac4b-6594f01a9f26']",26,,,,,,,,,,,,,,,,,,Racing Santander,1217,00:01:26.926,Pass,,2007/2008
,,,,,,,,,,,,,1.5392,,,,,,,,,,,e33f25e5-8df1-42cd-bc14-0d2f035159ab,105,,,"[28.2, 17.9]",69173,1,,,,,-2.5202692,,Left Foot,,,,"[19.4, 11.6]",Ground Pass,,10.822661,,,,Luis Fernández Gutiérrez,26069.0,,,,,,,1,Regular Play,Óscar Serrano Rodriguez,26137.0,Left Midfield,4,Racing Santander,1217,['afa567dc-b5d9-4d22-ad7d-4afd97748e73'],28,,,,,,,,,,,,,,,,,,Racing Santander,1217,00:01:28.008,Pass,,2007/2008
,,,,,,,,,,,,,0.9602,,,,,,,,,,,12bec817-bca6-49fa-9ea6-f5fadee0ae77,109,,,"[23.4, 12.8]",69173,1,,,,,1.0172628,,Left Foot,,,,"[28.9, 21.7]",Ground Pass,,10.462314,,,,Jordi López Felpeto,25958.0,,,,,,,1,Regular Play,Luis Fernández Gutiérrez,26069.0,Left Back,4,Racing Santander,1217,['c05cb948-dfed-4a18-8ed6-de5ebad89c0d'],30,,,,,,,,,,,,,,,,,,Racing Santander,1217,00:01:30.101,Pass,,2007/2008
,,,,,,,,,,,,,1.3949,,,,,,,,,,,93b56d4e-ea2c-4c3d-bce6-e61d4b955f72,113,,,"[31.2, 24.3]",69173,1,,,,,0.18201216,,Right Foot,,,,"[47.5, 27.3]",Ground Pass,,16.573774,,,,Aldo Pedro Duscher,26489.0,,,,,,,1,Regular Play,Jordi López Felpeto,25958.0,Left Defensive Midfield,4,Racing Santander,1217,"['333a2486-1128-442c-90cc-9b009cdaa779', 'c1ff7a10-7b3d-42ed-9fb3-d3822f87ddeb']",31,,,,,,,,,,,,,,,,,,Racing Santander,1217,00:01:31.751,Pass,True,2007/2008
,,,,,,,,,,,,,3.5011,,,,,,,,,,,93740378-6b31-4f4f-ba66-4c9d21affd64,116,,,"[64.9, 32.3]",69173,1,,,,,1.2342594,,Right Foot,,,,"[76.2, 64.6]",Ground Pass,,34.219585,,,,Sergio Sánchez Ortega,6904.0,,,,,,,1,Regular Play,Aldo Pedro Duscher,26489.0,Right Defensive Midfield,4,Racing Santander,1217,['f261f12c-f25a-43ed-a5a9-1efb492e2b89'],35,,,,,,,,,,,,,,,,,,Racing Santander,1217,00:01:35.537,Pass,,2007/2008
,,,,,,,,,,,,,0.8835,,,,,,,,,,,e166fc12-815b-4f7b-85e2-718d342897d3,120,,,"[81.2, 64.8]",69173,1,,,,,-1.4922545,,Right Foot,,,,"[82.9, 43.2]",Ground Pass,,21.666796,,,,Aldo Pedro Duscher,26489.0,,,,,,,1,Regular Play,Sergio Sánchez Ortega,6904.0,Right Back,4,Racing Santander,1217,['b8fee263-e023-4429-a103-f67c4e54ec3a'],42,,,,,,,,,,,,,,,,,,Racing Santander,1217,00:01:42.245,Pass,,2007/2008
,,,,,,,,,,,,,0.9189,,,,,,,,,,,78b7bc45-d4ea-4301-8674-da2206602eb4,127,,,"[79.1, 49.3]",69173,1,,,,,0.86931276,,Right Foot,,,,"[88.9, 60.9]",Ground Pass,,15.185519,,,,Jorge López Montaña,26025.0,,,,,,,1,Regular Play,Aldo Pedro Duscher,26489.0,Right Defensive Midfield,4,Racing Santander,1217,['0e25186d-792a-47c5-8f71-413bd7d75cce'],48,,,,,,,,,,,,,,,,,,Racing Santander,1217,00:01:48.691,Pass,,2007/2008
,,,,,,,,,,,,,3.4043,,,,,,,,,,,b53c488a-9666-4453-86ba-b8939ecde13c,131,,,"[89.7, 67.3]",69173,1,,,,,-0.08178438,,Right Foot,,,,"[120.2, 64.8]",Low Pass,,30.602287,,Out,,Iván Bolado Palacios,26491.0,,,,,,,1,Regular Play,Jorge López Montaña,26025.0,Right Midfield,4,Racing Santander,1217,"['6f3aba94-3900-4945-8608-43f0b189bb12', 'a2922d86-6bf4-4769-8f59-81c52fadeb7e']",49,,,,,,,,,,,,,,,,,,Racing Santander,1217,00:01:49.650,Pass,True,2007/2008
