ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,,,,,,,,d06a6ed9-a81c-43fd-acbe-65c8e57eb941,2249,,,"[50.0, 21.7]",69173,52,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Anderson Luís de Souza,19757.0,Right Center Midfield,116,Barcelona,217,['604055f2-8bc0-437f-a050-27bced457978'],59,,,,,,,,,,,,,,,,,,Barcelona,217,00:07:59.297,Ball Receipt*,,2007/2008
,,,,,,,,,,,,,,,,,,,,,,,,c5d7bf5b-caf3-4f13-858a-727e71234750,2252,,,"[69.1, 23.1]",69173,53,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Bojan Krkíc Pérez,4913.0,Center Forward,116,Barcelona,217,"['66d64377-91e1-4835-a452-3e799b07f293', '7743e680-65ab-424c-aedf-85ebab71a56b']",0,,,,,,,,,,,,,,,,,,Barcelona,217,00:08:00.983,Ball Receipt*,True,2007/2008
,,,,,,,,,,,,,,,,,,,,,,,,e936feb1-6fea-421c-b2dd-89fa0ca77a30,2264,,,"[52.1, 54.2]",69173,53,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Aldo Pedro Duscher,26489.0,Right Defensive Midfield,116,Barcelona,217,['dbd94f19-e1ad-43d3-89a1-8cd37486716d'],6,,,,,,,,,,,,,,,,,,Racing Santander,1217,00:08:06.689,Ball Receipt*,,2007/2008
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,f77cb711-f4ea-4bce-b85c-56cb69e07a53,2267,,,"[60.6, 42.8]",69173,53,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Pablo Álvarez Nuñez,26487.0,Left Center Forward,116,Barcelona,217,['6a763e0b-7a4f-4ab4-a418-afc66b531a41'],10,,,,,,,,,,,,,,,,,,Racing Santander,1217,00:08:10.035,Ball Receipt*,,2007/2008
,,,,,,,,,,,,,,,,,,,,,,,,05981fa2-62d5-411f-8690-48a32746c0a8,2272,,,"[68.5, 11.1]",69173,53,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Sylvio Mendes Campos Junior,25854.0,Left Back,116,Barcelona,217,['bb4b5a23-69a5-4542-91e2-6581a36ad8ff'],16,,,,,,,,,,,,,,,,,,Barcelona,217,00:08:16.021,Ball Receipt*,,2007/2008
,,,,,,,,,,,,,,,,,,,,,,,,d8754099-4986-475d-b083-8e83f5cbf6af,2276,,,"[80.0, 4.9]",69173,53,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Thierry Henry,15516.0,Left Wing,116,Barcelona,217,"['6a25e200-ec33-4900-92eb-bd861cba198d', '9dd01e01-65b9-486f-9731-dc93791ea2ba']",18,,,,,,,,,,,,,,,,,,Barcelona,217,00:08:18.312,Ball Receipt*,True,2007/2008
,,,,,,,,,,,,,,,,,,,,,,,,1e7b5d05-89eb-42ae-900a-d61dbbb155c9,2279,,,"[69.9, 4.9]",69173,53,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Sylvio Mendes Campos Junior,25854.0,Left Back,116,Barcelona,217,['5e92e7cc-c2e8-4366-8f52-71380847e05c'],21,,,,,,,,,,,,,,,,,,Barcelona,217,00:08:21.424,Ball Receipt*,,2007/2008
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,5dda4a17-f918-4338-b63f-3dd9ac96e171,2282,,,"[100.0, 41.0]",69173,53,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Bojan Krkíc Pérez,4913.0,Center Forward,116,Barcelona,217,['d38aeb6a-de28-4a2c-8a63-4075f41d3ddb'],24,,,,,,,,,,,,,,,,,,Barcelona,217,00:08:24.298,Ball Receipt*,,2007/2008
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,b31aeaa4-dd38-4bb0-956a-fd704225a8ed,2286,,,"[80.8, 62.9]",69173,53,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Mohamed Gasana Tchité,26490.0,Right Center Forward,116,Barcelona,217,['d04f42a3-52b4-4313-a651-afefca7a9a98'],34,,,,,,,,,,,,,,,,,,Racing Santander,1217,00:08:34.890,Ball Receipt*,,2007/2008
,,,,,,,,,,,,,,,,,,,,,,,,ca0ceaa7-c1db-42ce-8baa-8791e6d25172,2289,,,"[43.1, 32.2]",69173,53,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Andrés Iniesta Luján,5216.0,Center Defensive Midfield,116,Barcelona,217,['c91b1bdc-5ef3-4b03-aeac-0076748d34ce'],36,,,,,,,,,,,,,,,,,,Barcelona,217,00:08:36.434,Ball Receipt*,,2007/2008
,,,,,,,,,,,,,,,,,,,,,,,,fa3162b9-8d79-4fb3-86c2-3b9077e4ea9b,2292,,,"[79.4, 7.6]",69173,53,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Thierry Henry,15516.0,Left Wing,116,Barcelona,217,['af69c314-e0da-40e2-a021-075efe7c3eb6'],41,,,,,,,,,,,,,,,,,,Barcelona,217,00:08:41.871,Ball Receipt*,,2007/2008
,,,,,,,,,,,,,,,,,,,,,,,,6571ef44-1706-43ff-8e3b-892ec0ce2ff2,2296,,,"[105.1, 37.8]",69173,53,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Eiður Smári Guðjohnsen,11270.0,Left Center Midfield,116,Barcelona,217,['0be32ef4-402c-4866-8ad3-766c95d4f077'],51,,,,,,,,,,,,,,,,,,Barcelona,217,00:08:51.097,Ball Receipt*,,2007/2008
,,,,,,,,,,,,,,,,,,,,,,,,a3cc44ce-89b7-41cd-9a8e-0b7b9b6073aa,2306,,,"[85.1, 14.6]",69173,53,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Sylvio Mendes Campos Junior,25854.0,Left Back,116,Barcelona,217,['207bb6d0-4b97-41bb-859d-7977c4693d5e'],56,,,,,,,,,,,,,,,,,,Barcelona,217,00:08:56.483,Ball Receipt*,,2007/2008
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,7e8f13aa-5ca7-4be5-a5ad-e45a83abc9cb,2309,,,"[114.7, 78.3]",69173,54,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Giovani dos Santos Ramírez,5987.0,Right Wing,116,Barcelona,217,['ed0eefd5-ac0a-4cee-b7b1-7bca2ee1fd79'],4,,,,,,,,,,,,,,,,,,Barcelona,217,00:09:04.222,Ball Receipt*,,2007/2008
,,,,,,,,,,,,,,,,,,,,,,,,4e4b50f4-60b6-49b9-8df5-69276bec89d9,2312,,,"[85.8, 77.0]",69173,54,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Anderson Luís de Souza,19757.0,Right Center Midfield,118,Barcelona,217,['6e9fd194-571d-48c1-bbcb-fea96a825a9a'],20,,,,,,,,,,,,,,,,,,Barcelona,217,00:09:20.912,Ball Receipt*,,2007/2008
,,,,,,,,,,,,,,,,,,,,,,,,452578e2-d72a-466b-9893-f553833f2870,2314,,,"[99.5, 77.4]",69173,54,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Gianluca Zambrotta,15774.0,Right Back,118,Barcelona,217,['cd86ad94-4302-411f-821e-450b57ca8548'],23,,,,,,,,,,,,,,,,,,Barcelona,217,00:09:23.619,Ball Receipt*,,2007/2008
,,,,,,,,,,,,,,,,,,,,,,,,634feced-88ad-46a1-adb2-11c59df29b47,2319,,,"[85.4, 76.7]",69173,54,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Anderson Luís de Souza,19757.0,Right Center Midfield,118,Barcelona,217,"['143c3e19-3eaf-4601-81c2-cd7e2c902e38', 'c98dd90d-41a2-4093-8024-22a74783d727']",28,,,,,,,,,,,,,,,,,,Barcelona,217,00:09:28.506,Ball Receipt*,True,2007/2008
,,,,,,,,,,,,,,,,,,,,,,,,c4d447fe-edf9-4335-8921-f09e84829dd1,2322,,,"[55.4, 66.4]",69173,54,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Carles Puyol i Saforcada,20125.0,Right Center Back,118,Barcelona,217,['8f959859-f88c-4512-9c37-6421d83d85ed'],32,,,,,,,,,,,,,,,,,,Barcelona,217,00:09:32.278,Ball Receipt*,,2007/2008
,,,,,,,,,,,,,,,,,,,,,,,,b7502978-bd4a-40e7-807d-893405125ed0,2325,,,"[24.9, 54.5]",69173,54,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Víctor Valdés Arribas,20176.0,Goalkeeper,118,Barcelona,217,['e9a49d6b-5d05-40a8-a074-52bb9689a4f5'],35,,,,,,,,,,,,,,,,,,Barcelona,217,00:09:35.752,Ball Receipt*,,2007/2008
,,,,,,,,,,,,,,,,,,,,,,,,e4e0c541-bb27-4e44-a8d8-d36cced30552,2328,,,"[39.0, 10.3]",69173,54,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Gabriel Alejandro Milito,25919.0,Left Center Back,118,Barcelona,217,['60d46f37-dfea-44ef-bed9-150cc0aab6a8'],38,,,,,,,,,,,,,,,,,,Barcelona,217,00:09:38.782,Ball Receipt*,,2007/2008
,,,,,,,,,,,,,,,,,,,,,,,,fb5b294f-118f-46bc-9e4d-46e6d8b8e9f0,2331,,,"[47.1, 28.3]",69173,54,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Andrés Iniesta Luján,5216.0,Center Defensive Midfield,118,Barcelona,217,['4cdffa7f-610b-4054-809e-fa8ec8684aaa'],43,,,,,,,,,,,,,,,,,,Barcelona,217,00:09:43.817,Ball Receipt*,,2007/2008
,,,,,,,,,,,,,,,,,,,,,,,,0a8adb3c-5692-4393-b7c0-4b08e07fa873,2335,,,"[60.0, 36.5]",69173,54,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Eiður Smári Guðjohnsen,11270.0,Left Center Midfield,118,Barcelona,217,['891724c0-63ec-4ac0-9eac-445904065c3b'],47,,,,,,,,,,,,,,,,,,Barcelona,217,00:09:47.438,Ball Receipt*,,2007/2008
,,,,,,,,,,,,,,,,,,,,,,,,77d20b9e-76be-4e3c-ba42-ea30d985c7a0,2338,,,"[72.2, 76.5]",69173,54,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Gianluca Zambrotta,15774.0,Right Back,118,Barcelona,217,['ecad6fe8-1fde-4e37-9989-a57514076524'],52,,,,,,,,,,,,,,,,,,Barcelona,217,00:09:52.439,Ball Receipt*,,2007/2008
,,,,,,,,,,,,,,,,,,,,,,,,336358b1-d465-40cd-9b12-7b8498606dc2,2343,,,"[71.9, 72.1]",69173,54,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Eiður Smári Guðjohnsen,11270.0,Left Center Midfield,118,Barcelona,217,"['0cfaef46-202d-481a-9646-d19e01bcf915', '25b1c4f7-a37f-4de4-8f12-c952f7e61f23']",56,,,,,,,,,,,,,,,,,,Barcelona,217,00:09:56.057,Ball Receipt*,True,2007/2008
,,,,,,,,,,,,,,,,,,,,,,,,2ec5c744-fd8d-48de-bb05-ac5a4d596854,2346,,,"[96.8, 65.9]",69173,54,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Giovani dos Santos Ramírez,5987.0,Right Wing,118,Barcelona,217,['321bc0df-4647-4d43-8c4c-539ce6f6e647'],58,,,,,,,,,,,,,,,,,,Barcelona,217,00:09:58.193,Ball Receipt*,,2007/2008
,,,,,,,,,,,,,,,,,,,,,,,,849a175b-7d6d-4e89-ba2c-1d5414dee7b2,2352,,,"[22.3, 15.3]",69173,55,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,César González Navas,26044.0,Left Center Back,119,Racing Santander,1217,['e6439dea-98ef-48d8-9afe-6e4651381f49'],23,,,,,,,,,,,,,,,,,,Racing Santander,1217,00:10:23.266,Ball Receipt*,,2007/2008
,,,,,,,,,,,,,,,,,,,,,,,,525f8581-949d-41dc-902b-68efec4091b1,2356,,,"[48.4, 23.7]",69173,55,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Aldo Pedro Duscher,26489.0,Right Defensive Midfield,119,Racing Santander,1217,"['8775b17f-587b-47ad-8901-8191f4d95fb0', 'dfbdc9d7-2472-49fc-8b64-ba745770adb6']",26,,,,,,,,,,,,,,,,,,Racing Santander,1217,00:10:26.632,Ball Receipt*,True,2007/2008
,,,,,,,,,,,,,,,,,,,,,,,,7245db10-9a2d-47d0-ac1f-9cee9cf6057d,2358,,,"[23.0, 46.3]",69173,55,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Oriol Lozano Farrán,26067.0,Right Center Back,119,Racing Santander,1217,['90f53053-a61f-4f64-918f-f469b45d46b2'],28,,,,,,,,,,,,,,,,,,Racing Santander,1217,00:10:28.073,Ball Receipt*,,2007/2008
,,,,,,,,,,,,,,,,,,,,,,,,020e95f2-eb04-4d93-9e44-cdbb98bd4dd8,2361,,,"[30.0, 26.4]",69173,55,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,César González Navas,26044.0,Left Center Back,119,Racing Santander,1217,['3f9f9914-cc4d-4cc7-a0d7-d4fddc99de87'],31,,,,,,,,,,,,,,,,,,Racing Santander,1217,00:10:31.932,Ball Receipt*,,2007/2008
,,,,,,,,,,,,,,,,,,,,,,,,893c4e17-3851-4091-9e31-3f0c23e5432c,2365,,,"[77.9, 7.3]",69173,55,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Óscar Serrano Rodriguez,26137.0,Left Midfield,119,Racing Santander,1217,['9b6c6baf-9352-47c1-a851-ce9e85fd459b'],38,,,,,,,,,,,,,,,,,,Racing Santander,1217,00:10:38.509,Ball Receipt*,,2007/2008
,,,,,,,,,,,,,,,,,,,,,,,,9418e702-6883-406f-bfe8-7f3a72dec0fa,2368,,,"[64.1, 65.7]",69173,55,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Bojan Krkíc Pérez,4913.0,Center Forward,119,Racing Santander,1217,['05058d3e-a5c6-42c9-a198-c1a901770d1c'],41,,,,,,,,,,,,,,,,,,Barcelona,217,00:10:41.943,Ball Receipt*,,2007/2008
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,5b3a5618-56bd-441d-a25a-588adaba14c1,2371,,,"[63.6, 74.3]",69173,55,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Giovani dos Santos Ramírez,5987.0,Right Wing,119,Racing Santander,1217,['92fbd071-b50a-4e21-853d-ae949b8686c2'],42,,,,,,,,,,,,,,,,,,Barcelona,217,00:10:42.232,Ball Receipt*,,2007/2008
,,,,,,,,,,,,,,,,,,,,,,,,50ed5f49-8168-462c-9229-d13471002291,2381,,,"[42.7, 4.9]",69173,55,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,César González Navas,26044.0,Left Center Back,119,Racing Santander,1217,['9ce934d2-0a6e-4877-bb46-558347bb763c'],49,,,,,,,,,,,,,,,,,,Racing Santander,1217,00:10:49.041,Ball Receipt*,,2007/2008
,,,,,,,,,,,,,,,,,,,,,,,,d1ca8e10-3c60-470d-aa1d-60c45f7f8e2f,2384,,,"[48.3, 35.1]",69173,55,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Aldo Pedro Duscher,26489.0,Right Defensive Midfield,119,Racing Santander,1217,['63e8592c-3806-45e3-8fd3-d5a1372385f9'],52,,,,,,,,,,,,,,,,,,Racing Santander,1217,00:10:52.757,Ball Receipt*,,2007/2008
,,,,,,,,,,,,,,,,,,,,,,,,b93e3187-8d92-4972-9c53-a4278b7ff8bd,2387,,,"[32.3, 46.9]",69173,55,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Oriol Lozano Farrán,26067.0,Right Center Back,119,Racing Santander,1217,['ad1f5c4c-ed7a-49b4-9c88-37cd4f5cf86f'],54,,,,,,,,,,,,,,,,,,Racing Santander,1217,00:10:54.356,Ball Receipt*,,2007/2008
,,,,,,,,,,,,,,,,,,,,,,,,3b8db98b-f1b1-4706-9abe-f88a7b7de6cd,2389,,,"[34.9, 21.8]",69173,55,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,César González Navas,26044.0,Left Center Back,119,Racing Santander,1217,['4cc450fa-3feb-45b3-8226-90944c963430'],56,,,,,,,,,,,,,,,,,,Racing Santander,1217,00:10:56.916,Ball Receipt*,,2007/2008
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,89ece0a3-fcc4-4e48-9f5c-4ee932674ebe,2393,,,"[93.6, 26.9]",69173,56,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Eiður Smári Guðjohnsen,11270.0,Left Center Midfield,119,Racing Santander,1217,"['5e6b2884-90a4-4206-a5d4-202633878729', 'b92c3bb0-5e53-4412-b6b8-1370da8d88f4']",0,,,,,,,,,,,,,,,,,,Barcelona,217,00:11:00.526,Ball Receipt*,True,2007/2008
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,49fac333-a93a-4c96-bdbd-ca9eae143f9f,2415,,,"[110.8, 35.4]",69173,56,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Pablo Álvarez Nuñez,26487.0,Left Center Forward,119,Racing Santander,1217,['399c7c14-d151-4648-b30b-2508a57cd176'],25,,,,,,,,,,,,,,,,,,Racing Santander,1217,00:11:25.730,Ball Receipt*,,2007/2008
,,,,,,,,,,,,,,,,,,,,,,,,2b8c984d-d77b-4f89-9fde-6fc47367cc01,2419,,,"[44.4, 25.8]",69173,56,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Thierry Henry,15516.0,Left Wing,120,Barcelona,217,['d86cfa37-d94f-49f9-8c06-0f9356c5121b'],29,,,,,,,,,,,,,,,,,,Barcelona,217,00:11:29.818,Ball Receipt*,,2007/2008
,,,,,,,,,,,,,,,,,,,,,,,,d80d8c47-5e07-4dfd-a2f4-2fd747629f79,2422,,,"[36.7, 65.5]",69173,56,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Andrés Iniesta Luján,5216.0,Center Defensive Midfield,120,Barcelona,217,['24678f42-ba2a-4cef-91a2-047e5f9d8784'],31,,,,,,,,,,,,,,,,,,Barcelona,217,00:11:31.344,Ball Receipt*,,2007/2008
,,,,,,,,,,,,,,,,,,,,,,,,6e1f8928-9ccc-4050-b530-54cafb2c84a4,2429,,,"[105.1, 61.9]",69173,56,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Giovani dos Santos Ramírez,5987.0,Right Wing,120,Barcelona,217,['1ec9410d-4a4e-4fc3-a943-eb4059673248'],40,,,,,,,,,,,,,,,,,,Barcelona,217,00:11:40.488,Ball Receipt*,,2007/2008
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,78e320dd-12db-4168-b6b7-cb7c93bc40e5,2433,,,"[109.1, 30.1]",69173,56,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Bojan Krkíc Pérez,4913.0,Center Forward,120,Barcelona,217,['55f52332-ffa5-41c8-a8c4-098fa655c93a'],45,,,,,,,,,,,,,,,,,,Barcelona,217,00:11:45.308,Ball Receipt*,,2007/2008
,,,,,,,,,,,,,,,,,,,,,,,,837cef6c-6f38-4e83-9dfe-922b3da0b3ee,2440,,,"[49.1, 8.2]",69173,56,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Keeper,Óscar Serrano Rodriguez,26137.0,Left Midfield,122,Racing Santander,1217,['5b14447a-3efd-475d-b15f-da0f7a25c3f6'],53,,,,,,,,,,,,,,,,,,Racing Santander,1217,00:11:53.919,Ball Receipt*,,2007/2008
,,,,,,,,,,,,,,,,,,,,,,,,8948b2a5-0645-42c7-8062-3582b1475c34,2443,,,"[105.3, 4.0]",69173,56,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Pablo Álvarez Nuñez,26487.0,Left Center Forward,123,Racing Santander,1217,"['8114c825-0f72-4385-b262-ee96ae4ffc2d', 'fe758827-fd0e-45d0-8091-a5b79ff7aa33']",58,,,,,,,,,,,,,,,,,,Racing Santander,1217,00:11:58.962,Ball Receipt*,True,2007/2008
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,f6b41ded-82cf-4f2e-aa75-72f0c6e45934,2446,,,"[108.0, 30.5]",69173,57,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Mohamed Gasana Tchité,26490.0,Right Center Forward,124,Racing Santander,1217,['cfd0df26-cd56-4732-982f-bea764d72525'],3,,,,,,,,,,,,,,,,,,Racing Santander,1217,00:12:03.442,Ball Receipt*,,2007/2008
,,,,,,,,,,,,,,,,,,,,,,,,36893273-1b54-4433-a24b-54aebae694f6,2449,,,"[101.7, 21.9]",69173,57,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Pablo Álvarez Nuñez,26487.0,Left Center Forward,125,Racing Santander,1217,['c81eff91-fd37-495c-b4c5-16d0b7042ed0'],6,,,,,,,,,,,,,,,,,,Racing Santander,1217,00:12:06.718,Ball Receipt*,,2007/2008
,,,,,,,,,,,,,,,,,,,,,,,,ca7785c4-7370-48ff-81b6-19ba8c0e2a32,2456,,,"[36.6, 63.1]",69173,57,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Eiður Smári Guðjohnsen,11270.0,Left Center Midfield,126,Barcelona,217,['b0d7a913-8eb1-4e99-b17d-afbbefc64df1'],14,,,,,,,,,,,,,,,,,,Barcelona,217,00:12:14.247,Ball Receipt*,,2007/2008
,,,,,,,,,,,,,,,,,,,,,,,,6dd38f59-f13e-4367-be34-bb05e7aed6f4,2464,,,"[33.1, 64.8]",69173,58,,,,,,,,,,,,,,,,,,,,,,,,,,2,Other,Rafael Márquez Álvarez,5558.0,Left Center Midfield,128,Barcelona,217,['e8a015e6-94dc-4dc5-a9de-b70d6d8905ca'],17,,,,,,,,,,,,,,,,,,Barcelona,217,00:13:17.409,Ball Receipt*,,2007/2008
,,,,,,,,,,,,,,,,,,,,,,,,5c9a69c0-2838-4e28-977e-7e0828de691a,2467,,,"[39.4, 11.7]",69173,58,,,,,,,,,,,,,,,,,,,,,,,,,,2,Other,Gabriel Alejandro Milito,25919.0,Left Center Back,128,Barcelona,217,['d70029c6-5d6b-4668-91ac-2f293059cf63'],20,,,,,,,,,,,,,,,,,,Barcelona,217,00:13:20.925,Ball Receipt*,,2007/2008
,,,,,,,,,,,,,,,,,,,,,,,,b72b1b17-27ff-47b2-a40c-ce773e5e5399,2470,,,"[57.1, 6.1]",69173,58,,,,,,,,,,,,,,,,,,,,,,,,,,2,Other,Sylvio Mendes Campos Junior,25854.0,Left Back,128,Barcelona,217,['16ad93c9-94dc-4d87-a23c-3d422fb59944'],24,,,,,,,,,,,,,,,,,,Barcelona,217,00:13:24.752,Ball Receipt*,,2007/2008
,,,,,,,,,,,,,,,,,,,,,,,,6711994b-0581-4bf4-a540-83baf033a574,2474,,,"[76.3, 4.9]",69173,58,,,,,,,,,,,,,,,,,,,,,,,,,,2,Other,Thierry Henry,15516.0,Left Wing,128,Barcelona,217,"['21e8163d-4921-4cdc-9fd2-e5bc1040bf4f', '401e6b1a-392d-40b6-8b05-7ff3a2f1c959']",27,,,,,,,,,,,,,,,,,,Barcelona,217,00:13:27.148,Ball Receipt*,True,2007/2008
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,9068ee91-309c-4837-a10e-329df286eba2,2477,,,"[65.9, 12.1]",69173,58,,,,,,,,,,,,,,,,,,,,,,,,,,2,Other,Sylvio Mendes Campos Junior,25854.0,Left Back,128,Barcelona,217,['ce49b2a6-2313-4f01-b8d8-c2b9d84a6a56'],28,,,,,,,,,,,,,,,,,,Barcelona,217,00:13:28.441,Ball Receipt*,,2007/2008
,,,,,,,,,,,,,,,,,,,,,,,,cea5495a-1141-44d4-89c5-947e173d1ac7,2480,,,"[72.6, 13.6]",69173,58,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Anderson Luís de Souza,19757.0,Right Center Midfield,129,Barcelona,217,['977e2aa1-972f-46c7-b78e-3856d1c37a60'],36,,,,,,,,,,,,,,,,,,Barcelona,217,00:13:36.805,Ball Receipt*,,2007/2008
,,,,,,,,,,,,,,,,,,,,,,,,4d5271cc-971c-440d-83d2-139ca7af5853,2483,,,"[70.8, 4.4]",69173,58,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Sylvio Mendes Campos Junior,25854.0,Left Back,129,Barcelona,217,['4fc96dfd-3ef5-48f2-b387-64e72dbc44f4'],37,,,,,,,,,,,,,,,,,,Barcelona,217,00:13:37.907,Ball Receipt*,,2007/2008
,,,,,,,,,,,,,,,,,,,,,,,,6a1d0ca3-b36a-4f3f-a5e0-c5651afeab4e,2486,,,"[79.5, 11.8]",69173,58,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Bojan Krkíc Pérez,4913.0,Center Forward,129,Barcelona,217,['c9c1981e-a3f2-4d52-b3aa-ea7aa71abbb8'],39,,,,,,,,,,,,,,,,,,Barcelona,217,00:13:39.833,Ball Receipt*,,2007/2008
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,512ffbdd-9035-417b-9775-178ac52606cc,2491,,,"[108.4, 27.2]",69173,58,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Thierry Henry,15516.0,Left Wing,129,Barcelona,217,['4f535781-d541-4de9-992c-f6b5e8eb6c95'],47,,,,,,,,,,,,,,,,,,Barcelona,217,00:13:47.823,Ball Receipt*,,2007/2008
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,ca814897-e9c6-4592-bb97-f07e192f6a66,2495,,,"[87.1, 19.5]",69173,59,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Pablo Álvarez Nuñez,26487.0,Left Center Forward,130,Racing Santander,1217,['dea67b81-5da5-4c43-8def-3582943e6ad7'],0,,,,,,,,,,,,,,,,,,Racing Santander,1217,00:14:00.763,Ball Receipt*,,2007/2008
,,,,,,,,,,,,,,,,,,,,,,,,852f1787-2ab0-424b-a253-faa7ed33e009,2499,,,"[74.6, 24.7]",69173,59,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Mohamed Gasana Tchité,26490.0,Right Center Forward,131,Racing Santander,1217,['96aebb36-7fbf-4fe2-a6ed-29b4b62fe2dd'],9,,,,,,,,,,,,,,,,,,Racing Santander,1217,00:14:09.496,Ball Receipt*,,2007/2008
