50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,,0.891,,,,,,,,,,,,,,,d835fb83-5da0-48a9-a0a4-ae081c26b548,15,,"[66.1, 19.8]",70303,0,,,,,0.84028804,,Right Foot,,,,"[74.7, 29.4]",Ground Pass,,12.888755,,,,Antoine Griezmann,5487.0,,,,,,1,From Kick Off,Arda Turan,11094.0,Right Midfield,2,Atlético Madrid,212,['47906d52-b740-4bcf-ae8a-c89c0d60e2ef'],6,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:06.107,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,1.5925,,,,,,,,,,,,,,,24758d73-74ae-4a87-9403-181f541e00fd,17,,"[72.1, 28.4]",70303,0,,,,,-1.3248653,,Left Foot,,,,"[78.3, 3.7]",Ground Pass,,25.466251,,,,Jesús Gámez Duarte,4788.0,,,,,,1,From Kick Off,Antoine Griezmann,5487.0,Center Attacking Midfield,2,Atlético Madrid,212,['99d8f7d9-8ab0-4c55-a1da-1375e5cf9717'],6,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:06.998,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,2.5665,,,,,,,,,,,,,,,9e501000-6086-4004-98d4-e75228bf1acb,20,,"[88.5, 4.0]",70303,0,,,,,1.2285249,,Right Foot,True,,,"[103.5, 46.1]",High Pass,,44.692394,,,,Mario Mandžukić,5472.0,,True,,,,1,From Kick Off,Jesús Gámez Duarte,4788.0,Left Back,2,Atlético Madrid,212,['81b6c8ae-217f-44c8-8f6e-0a12e6495db3'],9,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:09.992,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,0.6172,,,,,,,,,,,,,,,6b14ad84-98aa-40fc-a185-27cb52fc21e9,22,,"[103.0, 46.4]",70303,0,,,,,-1.1635405,,Head,,,,"[107.4, 36.2]",Low Pass,,11.108555,,Incomplete,,Arda Turan,11094.0,,,,,,1,From Kick Off,Mario Mandžukić,5472.0,Center Forward,2,Atlético Madrid,212,"['455bbee0-b257-4279-b2de-ea1d313a8cf0', 'f56e8511-4021-4a6d-b842-1a5dd0f38386']",12,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:12.559,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,1.4347,,,,,,,,,,,,,,,b4a8f2bc-30b0-4c46-8fce-fa0939565617,25,,"[104.1, 23.5]",70303,0,,,,,1.796608,,Left Foot,,,,"[100.7, 38.3]",Low Pass,,15.185519,,,,Mario Mandžukić,5472.0,,,,,Recovery,1,From Kick Off,Arda Turan,11094.0,Right Midfield,2,Atlético Madrid,212,['50f3cad3-b6d9-458a-bb0c-c0ff1f8f645c'],14,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:14.704,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,1.1705,,,,,,,,,,,,,,,27207ddd-812e-40e3-a4d2-daa74a39b8b4,28,,"[100.7, 38.3]",70303,0,,,,,-1.0025753,,Right Foot,,,,"[109.0, 25.3]",High Pass,,15.423683,,Incomplete,,Jorge Resurrección Merodio,5199.0,,,,,,1,From Kick Off,Mario Mandžukić,5472.0,Center Forward,2,Atlético Madrid,212,"['2b611344-019f-4921-b6ed-46f1e66b3408', 'dbd3baab-711a-4cd5-9598-0d719813e624']",16,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:16.160,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,0.834954,,,,,,,,,,,,,,,dbd3baab-711a-4cd5-9598-0d719813e624,30,,"[11.1, 54.8]",70303,0,,,,,-0.5123895,,Head,,,,"[20.7, 49.4]",High Pass,,11.014536,,,,Ivan Rakitić,5470.0,,,,,Recovery,1,Regular Play,Daniel Alves da Silva,4324.0,Right Back,3,Barcelona,217,"['27207ddd-812e-40e3-a4d2-daa74a39b8b4', '4738acad-8b28-4933-b308-2f5c33b0e940']",17,,,,,,,,,,,,,,,,,Barcelona,217,00:00:17.331,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,1.616249,,,,,,,,,,,,,,,6b4f9874-2d3f-47f9-b470-7100569a4c34,34,,"[18.1, 49.9]",70303,0,,,,,1.3829907,,Right Foot,,,,"[22.3, 72.0]",High Pass,,22.495556,,,,Daniel Alves da Silva,4324.0,,,,,,1,Regular Play,Ivan Rakitić,5470.0,Right Center Midfield,3,Barcelona,217,"['193a38a5-3972-47af-bb44-7ec62e71cb1b', '236ecd66-9a2c-40af-91ea-9d540bc765e0']",18,,,,,,,,,,,,,,,,,Barcelona,217,00:00:18.757,Pass,True,2014/2015
,,,,,,,,,,,,,,,,,,0.4316,,,,,,,,,,,,,,,d1b3d078-4ad3-4df6-8e3e-af5b14b0718d,47,,"[108.0, 13.3]",70303,0,,,,,1.5707964,,Right Foot,,,,"[108.0, 19.8]",Low Pass,,6.5,,Incomplete,,Antoine Griezmann,5487.0,,,,,,1,Regular Play,Jorge Resurrección Merodio,5199.0,Left Midfield,4,Atlético Madrid,212,"['ade242be-665c-4b88-92f8-0e15d79114f5', 'f0c9c0d1-d3ea-4c64-b7aa-f7f8bf812f7a']",26,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:26.134,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,0.3576,,,,,,,,,,,,,,,ff3b6347-1f61-4ddb-9de3-f98d91592c3e,50,,"[108.5, 21.1]",70303,0,,,,,1.5195591,,Head,,,,"[108.7, 25.0]",Low Pass,,3.905125,,Incomplete,,Antoine Griezmann,5487.0,,,,,Recovery,1,Regular Play,Jorge Resurrección Merodio,5199.0,Left Midfield,4,Atlético Madrid,212,"['92a57ff8-c50d-4f52-90d9-23b41912e4c6', 'a992c635-1a19-4b66-8854-80c277da2e9c']",27,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:27.329,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,2.974033,,,,,,,,,,,,,,,b41cce03-8691-4c04-9698-3212d180e2a2,53,,"[16.8, 61.1]",70303,0,,,,,1.801887,,Right Foot,,,,"[12.4, 79.8]",High Pass,,19.210674,,Out,,Daniel Alves da Silva,4324.0,,,,,Recovery,1,Regular Play,Ivan Rakitić,5470.0,Right Center Midfield,4,Atlético Madrid,212,['66d6ff47-236e-479e-88a7-6249d4ef76c6'],28,,,,,,,,,,,,,,,,,Barcelona,217,00:00:28.374,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,1.9925,,,,,,,,,,,,,,,c8dc5d72-6bde-46b8-99aa-733ed9b61520,56,,"[103.3, 0.1]",70303,0,,,,,1.3784475,,,,,,"[108.5, 26.8]",High Pass,,27.201654,,,,Antoine Griezmann,5487.0,,,,,Throw-in,1,From Throw In,Jesús Gámez Duarte,4788.0,Left Back,5,Atlético Madrid,212,['3fa32bec-d5ae-40d3-b06e-6770ab6ce096'],47,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:47.120,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,2.133199,,,,,,,,,,,,,,,8c816588-be42-45dc-a503-24b04fceb535,58,,"[110.6, 24.8]",70303,0,,,,True,1.7818897,,,,,,"[108.5, 34.6]",High Pass,,10.022474,,Incomplete,,Mario Mandžukić,5472.0,,,,,,1,From Throw In,Antoine Griezmann,5487.0,Center Attacking Midfield,5,Atlético Madrid,212,"['7e1e3196-e78a-4353-838e-d34a82459d39', '991192c4-cb3b-439a-ab43-7f09769db852', 'd04df0c7-3d17-4eb3-ae62-41b5afb8b3f5']",49,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:49.112,Pass,True,2014/2015
,,,,,,,,,,,,,,,,,,1.450501,,,,,,,,,,,,,,,d04df0c7-3d17-4eb3-ae62-41b5afb8b3f5,61,,"[11.6, 45.5]",70303,0,,,,,0.7039461,,Head,,,,"[27.5, 59.0]",Low Pass,,20.858091,,Incomplete,,Ivan Rakitić,5470.0,,,,,Recovery,1,From Throw In,Gerard Piqué Bernabéu,5213.0,Right Center Back,5,Atlético Madrid,212,"['5c934b62-8650-43e5-9d8b-d8cc4027b74e', '8c816588-be42-45dc-a503-24b04fceb535', 'a9330516-e5e9-40a3-9f2c-895e72b950ad']",51,,,,,,,,,,,,,,,,,Barcelona,217,00:00:51.245,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,2.456986,,,,,,,,,,,,,,,5c934b62-8650-43e5-9d8b-d8cc4027b74e,63,,"[92.6, 21.1]",70303,0,,,,,2.0931158,,Right Foot,,,,"[77.0, 48.2]",High Pass,,31.269314,,Incomplete,,Juan Francisco Torres Belén,6375.0,,,,,Recovery,1,From Throw In,Tiago Cardoso Mendes,20669.0,Left Defensive Midfield,5,Atlético Madrid,212,"['6934fee0-1332-4979-8261-73fa80e42e3a', '928015c5-204a-49df-8eaa-09a71ffadef1', 'd04df0c7-3d17-4eb3-ae62-41b5afb8b3f5']",52,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:52.696,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,0.719871,,,,,,,,,,,,,,,e668ffe0-1f60-4244-84e6-e5e1103644ca,71,,"[45.2, 42.9]",70303,0,,,,,-0.348771,,Right Foot,,,,"[54.0, 39.7]",Ground Pass,,9.36376,,Incomplete,,Luis Alberto Suárez Díaz,5246.0,,,,,,1,From Throw In,Neymar da Silva Santos Junior,4320.0,Left Wing,5,Atlético Madrid,212,"['40cdd9c4-3b13-4f65-b5b1-f2d77fa64394', '620e9679-07fb-497e-bbd1-49809cde2f72']",56,,,,,,,,,,,,,,,,,Barcelona,217,00:00:56.969,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,1.073726,,,,,,,,,,,,,,,11fe231f-557f-46cf-9059-ba1a5d7db0c7,75,,"[60.4, 34.1]",70303,0,,,,,-1.9545363,,Right Foot,,,,"[51.8, 12.8]",Ground Pass,,22.970633,,,,Jesús Gámez Duarte,4788.0,,,,,,1,From Throw In,Juan Francisco Torres Belén,6375.0,Right Back,5,Atlético Madrid,212,['2bb73854-c7b2-45a0-9e10-54496b90b335'],59,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:59.419,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,1.74,,,,,,,,,,,,,,,a406b032-aca6-4ad7-ac04-66f45a8bcb45,79,,"[54.6, 14.1]",70303,1,,,,,-0.17338271,,Right Foot,,,,"[72.3, 11.0]",High Pass,,17.969418,,,,Jorge Resurrección Merodio,5199.0,,,,,,1,From Throw In,Jesús Gámez Duarte,4788.0,Left Back,5,Atlético Madrid,212,"['62646d67-2371-478c-a129-0d8165f94a03', 'cd6fd5fa-8d4c-4677-921f-9765596281a8']",1,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:01:01.565,Pass,True,2014/2015
,,,,,,,,,,,,,,,,,,2.0719,,,,,,,,,,,,,,,381e2653-70a5-4738-8b32-62f264955a62,81,,"[72.3, 11.0]",70303,1,,,,,0.6629371,,Head,,,,"[86.9, 22.4]",High Pass,,18.523499,,Pass Offside,,Antoine Griezmann,5487.0,,,,,,1,From Throw In,Jorge Resurrección Merodio,5199.0,Left Midfield,5,Atlético Madrid,212,['80d19fc3-a62e-4f6a-bca0-6fec40cd197b'],3,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:01:03.305,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,3.22146,,,,,,,,,,,,,,,6eddb79c-4076-4f40-bd01-d953f2c14fff,83,,"[34.0, 58.2]",70303,1,,True,,,-1.5898055,,Right Foot,,,,"[33.5, 31.9]",Ground Pass,,26.304752,,,,Javier Alejandro Mascherano,5506.0,,,,,Free Kick,1,From Free Kick,Gerard Piqué Bernabéu,5213.0,Right Center Back,6,Barcelona,217,['97668c9e-fb22-4a9f-89c1-7ded8d7bb92d'],15,,,,,,,,,,,,,,,,,Barcelona,217,00:01:15.977,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,1.613935,,,,,,,,,,,,,,,b58870ec-289f-4432-944d-d8b23c99c021,85,,"[32.9, 31.4]",70303,1,,,,,-0.99945885,,Right Foot,,,,"[49.1, 6.2]",Ground Pass,,29.95797,,,,Jordi Alba Ramos,5211.0,,,,,,1,From Free Kick,Javier Alejandro Mascherano,5506.0,Left Center Back,6,Barcelona,217,['2548395d-b8a0-4387-8615-724bd85c738e'],20,,,,,,,,,,,,,,,,,Barcelona,217,00:01:20.661,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,1.537891,,,,,,,,,,,,,,,aa26ce5c-3041-47b7-ad23-4b50ec0d17d0,88,,"[52.7, 7.5]",70303,1,,,,,-0.38197914,,Left Foot,,,,"[64.4, 2.8]",Ground Pass,,12.608727,,,,Neymar da Silva Santos Junior,4320.0,,,,,,1,From Free Kick,Jordi Alba Ramos,5211.0,Left Back,6,Barcelona,217,['c7214990-c280-4256-a156-04b808dedbdd'],23,,,,,,,,,,,,,,,,,Barcelona,217,00:01:23.054,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,1.120821,,,,,,,,,,,,,,,47150958-de37-4e2e-9312-00655e74d980,92,,"[65.5, 2.8]",70303,1,,,,,2.8420606,,Right Foot,,,,"[51.9, 7.0]",Ground Pass,,14.233763,,,,Jordi Alba Ramos,5211.0,,,,,,1,From Free Kick,Neymar da Silva Santos Junior,4320.0,Left Wing,6,Barcelona,217,"['24cc11c8-5897-4abd-9773-871747392963', '6dc78914-f29c-4009-858f-7bd85ee59a06']",26,,,,,,,,,,,,,,,,,Barcelona,217,00:01:26.040,Pass,True,2014/2015
,,,,,,,,,,,,,,,,,,1.208106,,,,,,,,,,,,,,,ee876c09-d72e-4839-8b66-754fcef2a4b4,95,,"[51.9, 7.0]",70303,1,,,,,1.6713334,,Left Foot,,,,"[49.6, 29.8]",Ground Pass,,22.915714,,,,Javier Alejandro Mascherano,5506.0,,,,,,1,From Free Kick,Jordi Alba Ramos,5211.0,Left Back,6,Barcelona,217,['bbf8ccec-86bf-4a5b-b80a-a5f05a77f8b3'],28,,,,,,,,,,,,,,,,,Barcelona,217,00:01:28.155,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,0.95663,,,,,,,,,,,,,,,7776b960-25fd-4caa-8634-1458e3ac3165,98,,"[47.8, 31.1]",70303,1,,,,,-0.30108577,,Right Foot,,,,"[66.8, 25.2]",Ground Pass,,19.894974,,,,Andrés Iniesta Luján,5216.0,,,,,,1,From Free Kick,Javier Alejandro Mascherano,5506.0,Left Center Back,6,Barcelona,217,['4c44709e-48d5-465f-b9ec-c9c0cd4405b1'],31,,,,,,,,,,,,,,,,,Barcelona,217,00:01:31.855,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,0.90788,,,,,,,,,,,,,,,4c8c3fb3-f5ca-4f47-8b1e-160a83db4f83,101,,"[67.5, 25.7]",70303,1,,,,,1.6431336,,Right Foot,,,,"[66.5, 39.5]",Ground Pass,,13.8361845,,,,Sergio Busquets i Burgos,5203.0,,,,,,1,From Free Kick,Andrés Iniesta Luján,5216.0,Left Center Midfield,6,Barcelona,217,['48fe7111-18b8-4042-bc16-6530bf5a599c'],32,,,,,,,,,,,,,,,,,Barcelona,217,00:01:32.852,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,1.267006,,,,,,,,,,,,,,,902be141-0e54-4c08-b346-4551b939bf20,104,,"[66.8, 39.5]",70303,1,,,,,-2.642246,,Right Foot,,,,"[55.8, 33.5]",Ground Pass,,12.529964,,,,Javier Alejandro Mascherano,5506.0,,,,,,1,From Free Kick,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,6,Barcelona,217,['e7653a65-8a4c-4d4c-95be-a86d60e6dec0'],33,,,,,,,,,,,,,,,,,Barcelona,217,00:01:33.800,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,1.705492,,,,,,,,,,,,,,,cb3554aa-928e-4a2e-9322-071503d74f15,107,,"[56.1, 33.2]",70303,1,,,,,1.1852695,,Right Foot,,,,"[71.4, 70.9]",Ground Pass,,40.686363,,,,Daniel Alves da Silva,4324.0,,,,,,1,From Free Kick,Javier Alejandro Mascherano,5506.0,Left Center Back,6,Barcelona,217,['4a923547-dfd1-4b74-b609-92d42f92db5d'],37,,,,,,,,,,,,,,,,,Barcelona,217,00:01:37.518,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,1.171484,,,,,,,,,,,,,,,dfabd6ba-c9f7-4da0-9237-d276f3509331,110,,"[72.7, 67.3]",70303,1,,,,,0.64715517,,Right Foot,,,,"[85.8, 77.2]",Ground Pass,,16.420109,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,From Free Kick,Daniel Alves da Silva,4324.0,Right Back,6,Barcelona,217,['05330150-71e7-423d-acb0-76afcb673a52'],40,,,,,,,,,,,,,,,,,Barcelona,217,00:01:40.305,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,1.039216,,,,,,,,,,,,,,,024f30e0-f6f6-48d5-b94f-8bdd500e25e5,113,,"[84.5, 75.9]",70303,1,,,,,-2.220423,,Left Foot,,,,"[76.6, 65.5]",Ground Pass,,13.060245,,,,Daniel Alves da Silva,4324.0,,,,,,1,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,6,Barcelona,217,['30f1fef7-8733-44c5-a92f-6c7899615381'],41,,,,,,,,,,,,,,,,,Barcelona,217,00:01:41.516,Pass,,2014/2015
