50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,,1.2823,,,,,,,,,,,,,,,6f0b214b-69a8-44d9-80ce-3e4b15c92900,2372,,"[70.3, 80.0]",70303,63,,,,,-1.5707964,,,,,,"[70.3, 64.9]",Low Pass,,15.1,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,Throw-in,2,From Throw In,Ivan Rakitić,5470.0,Right Center Midfield,112,Barcelona,217,['0527be2e-6d3c-4d07-a580-ec7347077610'],13,,,,,,,,,,,,,,,,,Barcelona,217,00:18:13.393,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,1.626656,,,,,,,,,,,,,,,9a03a55c-c7ce-4985-a1a9-a9a44ee15829,2383,,"[35.6, 24.8]",70303,63,,,,,-1.1543577,,Left Foot,,,,"[40.2, 14.4]",Low Pass,,11.371895,,Incomplete,,Jorge Resurrección Merodio,5199.0,,,,,,2,From Throw In,Gabriel Fernández Arenas,6384.0,Right Defensive Midfield,112,Barcelona,217,"['17a42a78-d0f3-4aab-80c0-275f6a493bfd', '60d50802-e25b-4646-b2a3-a51fe9edf44a', 'fb7c6bca-339d-4fbb-928b-622dd095da49']",17,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:18:17.291,Pass,True,2014/2015
,,,,,,,,,,,,,,,,,,0.937592,,,,,,,,,,,,,,,fb7c6bca-339d-4fbb-928b-622dd095da49,2385,,"[79.9, 65.7]",70303,63,,,,,-0.58350825,,Right Foot,,,,"[90.2, 58.9]",Low Pass,,12.342204,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,Recovery,2,From Throw In,Ivan Rakitić,5470.0,Right Center Midfield,112,Barcelona,217,"['11757e22-510f-4ec3-96f6-de2b83531553', '9a03a55c-c7ce-4985-a1a9-a9a44ee15829']",18,,,,,,,,,,,,,,,,,Barcelona,217,00:18:18.918,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,0.745192,,,,,,,,,,,,,,,b799ad3e-2363-4f55-b4ac-c3c7b8d731d9,2388,,"[89.8, 58.9]",70303,63,,,,,-2.900475,,Left Foot,,,,"[83.7, 57.4]",Ground Pass,,6.2817197,,,,Luis Alberto Suárez Díaz,5246.0,,,,,,2,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,112,Barcelona,217,['f9d09547-e2de-4869-86b1-da9045501177'],20,,,,,,,,,,,,,,,,,Barcelona,217,00:18:20.023,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,1.866263,,,,,,,,,,,,,,,6d08296e-39e0-4c07-a604-1bdc8d8b87c2,2392,,"[81.4, 55.8]",70303,63,,,,,-1.2852837,,Left Foot,,,,"[87.3, 35.7]",Ground Pass,,20.94803,,,,Andrés Iniesta Luján,5216.0,,,,,,2,From Throw In,Luis Alberto Suárez Díaz,5246.0,Center Forward,112,Barcelona,217,"['109c1202-f21d-4826-9393-3312100c95f0', '7ef368f4-fd6f-44fb-9216-5dc60bf4c621']",20,,,,,,,,,,,,,,,,,Barcelona,217,00:18:20.808,Pass,True,2014/2015
,,,,,,,,,,,,,,,,,,1.590545,,,,,,,,,,,,,,,b490fb26-9074-45f3-9941-94cf7ea9d101,2396,,"[91.5, 35.0]",70303,63,,,,,-0.7853982,6b0a4953-eb6f-4afe-b1d7-015ddb8724bd,Right Foot,,,,"[103.8, 22.7]",Ground Pass,,17.394827,,,,Neymar da Silva Santos Junior,4320.0,True,,,,,2,From Throw In,Andrés Iniesta Luján,5216.0,Left Center Midfield,112,Barcelona,217,"['8663a338-c42e-466a-94af-c613e44d9de8', '95fad51c-d07b-408d-bf2f-921e8a702820']",23,,,,,,,,,,,,,,,,,Barcelona,217,00:18:23.025,Pass,True,2014/2015
,,,,,,,,,,,,,,,,,,1.671043,,,,,,,,,,,,,,,aa2471fc-0661-42bf-8ed2-04a31694f4d9,2414,,"[56.2, 80.0]",70303,63,,True,,,-1.9392419,,,,,,"[50.1, 64.2]",Low Pass,,16.936647,,,,Gabriel Fernández Arenas,6384.0,,,,,Throw-in,2,From Throw In,Arda Turan,11094.0,Right Midfield,114,Atlético Madrid,212,['5bd42a35-f16a-475a-b6a1-4a458bdd30e0'],41,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:18:41.120,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,1.072,,,,,,,,,,,,,,,bcf3bff8-4e23-4ea2-85dc-48c25cc35dc5,2416,,"[50.8, 61.8]",70303,63,,,,,-1.6879051,,Right Foot,,,,"[49.4, 49.9]",Ground Pass,,11.98207,,,,Tiago Cardoso Mendes,20669.0,,,,,,2,From Throw In,Gabriel Fernández Arenas,6384.0,Right Defensive Midfield,114,Atlético Madrid,212,['baa99290-a3c4-46ea-bcda-ae4656152907'],44,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:18:44.054,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,0.82476,,,,,,,,,,,,,,,b3acf426-8528-4ddd-ba61-69aaa3e49413,2420,,"[49.2, 42.4]",70303,63,,,,,-0.7788623,,Right Foot,,,,"[56.9, 34.8]",Ground Pass,,10.818965,,,,Jorge Resurrección Merodio,5199.0,,,,,,2,From Throw In,Tiago Cardoso Mendes,20669.0,Left Defensive Midfield,114,Atlético Madrid,212,"['bb7ff1f7-dc01-4988-9eda-1a8da6e65689', 'cecde31e-7197-4769-9d30-c6ead1b8058d']",46,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:18:46.695,Pass,True,2014/2015
,,,,,,,,,,,,,,,,,,1.023935,,,,,,,,,,,,,,,572527c9-e4ce-4323-b23f-941d84291511,2424,,"[53.3, 29.9]",70303,63,,,,,2.5072098,,Right Foot,,,,"[48.0, 33.8]",Ground Pass,,6.5802736,,,,Tiago Cardoso Mendes,20669.0,,,,,,2,From Throw In,Jorge Resurrección Merodio,5199.0,Left Midfield,114,Atlético Madrid,212,"['11b8912c-309e-4a11-982f-25d5f72ecb6f', 'fdda1139-3b74-40d2-87b2-f6de15673d3b']",48,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:18:48.511,Pass,True,2014/2015
,,,,,,,,,,,,,,,,,,1.052,,,,,,,,,,,,,,,307c5f82-069d-41a7-b411-1c3a9385ef04,2427,,"[48.0, 33.8]",70303,63,,,,,1.5039107,,Right Foot,,,,"[49.4, 54.7]",Ground Pass,,20.946838,,,,Gabriel Fernández Arenas,6384.0,,,,,,2,From Throw In,Tiago Cardoso Mendes,20669.0,Left Defensive Midfield,114,Atlético Madrid,212,['c13e6fb1-9c24-4f7e-91c5-d5a986eac2df'],50,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:18:50.428,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,0.684954,,,,,,,,,,,,,,,77a8771f-2cb6-44e9-a67e-3e9f78a9fee7,2431,,"[48.2, 55.5]",70303,63,,,,,2.6958804,,Right Foot,,,,"[39.2, 59.8]",Ground Pass,,9.974467,,,,José María Giménez de Vargas,5259.0,,,,,,2,From Throw In,Gabriel Fernández Arenas,6384.0,Right Defensive Midfield,114,Atlético Madrid,212,"['59b8ed0f-f8fc-44a0-aea7-d2323a311009', 'a462fc46-1f27-4e0b-9de6-82cdbd90f740']",52,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:18:52.367,Pass,True,2014/2015
,,,,,,,,,,,,,,,,,,1.328983,,,,,,,,,,,,,,,943d53f1-1ca5-4126-a3c5-7fca516802b5,2434,,"[39.5, 59.1]",70303,63,,,,,0.124354996,,Right Foot,,,,"[64.3, 62.2]",High Pass,,24.992998,,,,Antoine Griezmann,5487.0,,,,,,2,From Throw In,José María Giménez de Vargas,5259.0,Right Center Back,114,Atlético Madrid,212,['485fe9f1-460f-4e96-b2f6-f490217cc7cf'],53,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:18:53.616,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,0.991403,,,,,,,,,,,,,,,4f3c7f13-8c10-4155-9cc2-20bc8654da63,2436,,"[64.3, 62.2]",70303,63,,,,,0.89200354,,Head,,,,"[76.4, 77.2]",Low Pass,,19.272001,,,,Arda Turan,11094.0,,,,,,2,From Throw In,Antoine Griezmann,5487.0,Center Attacking Midfield,114,Atlético Madrid,212,['9061a246-5338-4e26-bfe0-7b0e441a27ed'],54,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:18:54.945,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,0.813886,,,,,,,,,,,,,,,01df0cc8-f7ba-46d8-8af2-c12f83fadc8c,2439,,"[82.7, 74.6]",70303,63,,,,,0.1882215,,Right Foot,,,,"[91.1, 76.2]",Ground Pass,,8.5510235,,,,Juan Francisco Torres Belén,6375.0,,,,,,2,From Throw In,Arda Turan,11094.0,Right Midfield,114,Atlético Madrid,212,['a4a62d21-505a-4836-9866-915c7a411ead'],59,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:18:59.582,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,1.1413,,,,,,,,,,,,,,,d4ad54ae-b4d8-464f-ba3e-6d4b86328686,2443,,"[91.9, 75.5]",70303,64,,,,,-1.0851742,,Right Foot,,,,"[97.6, 64.7]",Ground Pass,,12.21188,,,,Mario Mandžukić,5472.0,,,,,,2,From Throw In,Juan Francisco Torres Belén,6375.0,Right Back,114,Atlético Madrid,212,['48f705a6-d6b2-45ac-85fe-526fc2f77a81'],2,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:19:02.680,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,0.833509,,,,,,,,,,,,,,,c55cf9c7-4afe-4ef5-b9b8-ed1b5c8ff61d,2449,,"[25.6, 9.2]",70303,64,,,,,0.90372396,,Right Foot,,,,"[31.9, 17.2]",Ground Pass,,10.182829,,,,Andrés Iniesta Luján,5216.0,,,,,Recovery,2,From Counter,Jordi Alba Ramos,5211.0,Left Back,115,Barcelona,217,['02a4126a-aeb7-4d08-98b5-3afcdbe0eae0'],5,,,,,,,,,,,,,,,,,Barcelona,217,00:19:05.093,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,0.705744,,,,,,,,,,,,,,,f824a827-5d99-4d6d-91f8-ce463e9c8710,2452,,"[31.9, 17.2]",70303,64,,,,,-0.8677801,,Right Foot,,,,"[36.9, 11.3]",Ground Pass,,7.7336926,,,,Neymar da Silva Santos Junior,4320.0,,,,,,2,From Counter,Andrés Iniesta Luján,5216.0,Left Center Midfield,115,Barcelona,217,['32af9438-dfb3-4c8f-9b56-87fd3ff51f0f'],5,,,,,,,,,,,,,,,,,Barcelona,217,00:19:05.966,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,1.420646,,,,,,,,,,,,,,,a357a9cd-e5f0-4bc0-8c0d-d541678cef57,2461,,"[92.9, 50.5]",70303,65,,,,True,0.3196364,,,,,,"[107.1, 55.2]",High Pass,,14.957606,,,,Luis Alberto Suárez Díaz,5246.0,,,,,Recovery,2,From Free Kick,Daniel Alves da Silva,4324.0,Right Back,116,Barcelona,217,"['5a6405ed-9f10-45dc-aebb-65c6e0871c6c', '6bd67130-a5f1-4e50-a045-f1680d68f334']",38,,,,,,,,,,,,,,,,,Barcelona,217,00:20:38.525,Pass,True,2014/2015
,,,,,,,,,,,,,,,,,,2.610444,,,,,,,,,,,,,,,06fce30b-6632-45dd-bba4-99cbd8efc350,2469,,"[98.0, 80.0]",70303,65,,,,,-2.286245,,,,,,"[90.7, 71.6]",Low Pass,,11.128792,,,,Sergio Busquets i Burgos,5203.0,,,,,Throw-in,2,From Throw In,Daniel Alves da Silva,4324.0,Right Back,117,Barcelona,217,['cfd1dc21-8877-423a-9fb7-d233a5512ba1'],49,,,,,,,,,,,,,,,,,Barcelona,217,00:20:49.126,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,1.662819,,,,,,,,,,,,,,,827f7e4f-10e9-49a5-940b-bf55020bdc21,2472,,"[90.7, 70.2]",70303,65,,,,,-2.534605,,Right Foot,,,,"[79.9, 62.7]",Ground Pass,,13.148765,,,,Ivan Rakitić,5470.0,,,,,,2,From Throw In,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,117,Barcelona,217,['b4225244-3e75-4f11-a1be-5fd27304c9e6'],51,,,,,,,,,,,,,,,,,Barcelona,217,00:20:51.776,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,1.116019,,,,,,,,,,,,,,,b99e56d3-d253-4f57-90d3-dd6952e1bf27,2475,,"[78.5, 64.6]",70303,65,,,,,1.3521274,,Right Foot,,,,"[79.9, 70.9]",Ground Pass,,6.453681,,,,Sergio Busquets i Burgos,5203.0,,,,,,2,From Throw In,Ivan Rakitić,5470.0,Right Center Midfield,117,Barcelona,217,['6edde37d-d71d-4cdd-bb0d-362bee7e4184'],55,,,,,,,,,,,,,,,,,Barcelona,217,00:20:55.326,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,0.81416,,,,,,,,,,,,,,,2d88330f-f83f-4001-b7c5-c286071ec90d,2478,,"[81.1, 73.1]",70303,65,,,,,0.051500812,,Right Foot,,,,"[90.8, 73.6]",Ground Pass,,9.712878,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,2,From Throw In,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,117,Barcelona,217,['8e3700c0-cc22-461f-b187-80ec45aaf768'],57,,,,,,,,,,,,,,,,,Barcelona,217,00:20:57.162,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,1.209565,,,,,,,,,,,,,,,e5d2befa-b126-4f75-abbd-850f119eb379,2481,,"[90.8, 73.9]",70303,65,,,,,-3.0609598,,Right Foot,,,,"[80.9, 73.1]",Ground Pass,,9.932271,,,,Sergio Busquets i Burgos,5203.0,,,,,,2,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,117,Barcelona,217,['b4985b41-7064-4095-bec9-84be31e1f258'],58,,,,,,,,,,,,,,,,,Barcelona,217,00:20:58.373,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,0.866807,,,,,,,,,,,,,,,0f271c68-2669-4db3-8125-38935c8ccb22,2484,,"[80.9, 73.1]",70303,65,,,,,0.47569522,,Right Foot,,,,"[90.8, 78.2]",Ground Pass,,11.136427,,,,Daniel Alves da Silva,4324.0,,,,,,2,From Throw In,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,117,Barcelona,217,['3109a380-8dc9-4c84-a692-b91fd07c0f2c'],59,,,,,,,,,,,,,,,,,Barcelona,217,00:20:59.702,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,0.766163,,,,,,,,,,,,,,,07d68318-fdeb-46e8-a7d5-175585f02823,2487,,"[90.8, 78.2]",70303,66,,,,,-3.0309355,,Right Foot,,,,"[78.2, 76.8]",Ground Pass,,12.677539,,,,Sergio Busquets i Burgos,5203.0,,,,,,2,From Throw In,Daniel Alves da Silva,4324.0,Right Back,117,Barcelona,217,['4fce7166-0302-4495-b2f5-e5bd6dace517'],0,,,,,,,,,,,,,,,,,Barcelona,217,00:21:00.609,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,1.728059,,,,,,,,,,,,,,,cfeb0c8f-f08e-4253-8650-4109ae43c7a2,2490,,"[78.0, 76.7]",70303,66,,,,,-2.0165086,,Right Foot,,,,"[65.1, 49.7]",Ground Pass,,29.923403,,,,Ivan Rakitić,5470.0,,,,,,2,From Throw In,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,117,Barcelona,217,['f561465d-7dfe-4d11-a3b8-e5dc64d21e48'],1,,,,,,,,,,,,,,,,,Barcelona,217,00:21:01.750,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,1.126616,,,,,,,,,,,,,,,a121e2c7-5d9f-44f2-a542-6f7d202632c7,2493,,"[65.1, 49.7]",70303,66,,,,,-1.8349185,,Right Foot,,,,"[60.8, 33.8]",Ground Pass,,16.471188,,,,Javier Alejandro Mascherano,5506.0,,,,,,2,From Throw In,Ivan Rakitić,5470.0,Right Center Midfield,117,Barcelona,217,['8779fbeb-098e-4ec6-b5c2-a1304704cfc4'],4,,,,,,,,,,,,,,,,,Barcelona,217,00:21:04.495,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,1.719913,,,,,,,,,,,,,,,d381ebc8-cad8-4d6c-8a8c-bc0bc049f4fa,2496,,"[62.7, 33.8]",70303,66,,,,,-1.1507719,,Right Foot,,,,"[76.5, 2.9]",Ground Pass,,33.84154,,,,Jordi Alba Ramos,5211.0,,,,,,2,From Throw In,Javier Alejandro Mascherano,5506.0,Left Center Back,117,Barcelona,217,['77b5d7bc-1350-46b9-b899-abe40fae7c4d'],6,,,,,,,,,,,,,,,,,Barcelona,217,00:21:06.442,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,0.678189,,,,,,,,,,,,,,,a1f0ecc9-0b4f-4dd3-9533-e7ed82157b0b,2499,,"[78.9, 3.4]",70303,66,,,,,-0.036569055,,Left Foot,,,,"[87.1, 3.1]",Ground Pass,,8.205486,,,,Neymar da Silva Santos Junior,4320.0,,,,,,2,From Throw In,Jordi Alba Ramos,5211.0,Left Back,117,Barcelona,217,['c10a2b2b-32df-48a5-a7af-bf45afe72dcd'],9,,,,,,,,,,,,,,,,,Barcelona,217,00:21:09.079,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,3.016283,,,,,,,,,,,,,,,cff85e62-e385-4a8e-bea2-34a951001f5a,2505,,"[86.2, 0.1]",70303,66,,,,,2.6504953,,,,,,"[58.9, 14.7]",High Pass,,30.958843,,,,Javier Alejandro Mascherano,5506.0,,,,,Throw-in,2,From Throw In,Jordi Alba Ramos,5211.0,Left Back,118,Barcelona,217,['4586056d-3a2e-45e1-a7e8-ab6833df8c81'],20,,,,,,,,,,,,,,,,,Barcelona,217,00:21:20.651,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,2.309017,,,,,,,,,,,,,,,b1692c3c-99f8-4356-9274-3a08b75bf17f,2508,,"[57.4, 21.3]",70303,66,,,,,2.1172926,,Right Foot,,,,"[44.2, 43.0]",Ground Pass,,25.39941,,,,Gerard Piqué Bernabéu,5213.0,,,,,,2,From Throw In,Javier Alejandro Mascherano,5506.0,Left Center Back,118,Barcelona,217,['87c3959c-6eba-43ec-9966-5da54eea72bf'],23,,,,,,,,,,,,,,,,,Barcelona,217,00:21:23.707,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,3.366711,,,,,,,,,,,,,,,881c5ae0-8c97-4aab-a36f-000ec0ce9826,2512,,"[42.7, 45.9]",70303,66,,,,,-2.884269,,Right Foot,,,,"[8.5, 36.9]",Ground Pass,,35.364388,,,,Claudio Andrés Bravo Muñoz,4691.0,,,,,,2,From Throw In,Gerard Piqué Bernabéu,5213.0,Right Center Back,118,Barcelona,217,"['44d3c86e-d269-4943-8a89-31cdf0b24bdd', 'bfd88905-17a1-4015-8d92-06c63288677f']",26,,,,,,,,,,,,,,,,,Barcelona,217,00:21:26.393,Pass,True,2014/2015
,,,,,,,,,,,,,,,,,,1.736672,,,,,,,,,,,,,,,0894c0b6-020b-4fe6-9351-78d63bba3e1e,2515,,"[10.2, 37.9]",70303,66,,,,,-0.09478554,,Right Foot,,,,"[38.6, 35.2]",Ground Pass,,28.528057,,,,Sergio Busquets i Burgos,5203.0,,,,,,2,From Throw In,Claudio Andrés Bravo Muñoz,4691.0,Goalkeeper,118,Barcelona,217,"['332b89c0-3278-4bf9-8033-099e00e4d45d', '44d3c86e-d269-4943-8a89-31cdf0b24bdd']",29,,,,,,,,,,,,,,,,,Barcelona,217,00:21:29.800,Pass,True,2014/2015
,,,,,,,,,,,,,,,,,,1.486445,,,,,,,,,,,,,,,49e55db0-9071-4422-9157-a105ee30423d,2518,,"[37.9, 36.2]",70303,66,,,,,2.158799,,Right Foot,,,,"[31.1, 46.4]",Low Pass,,12.258874,,,,Gerard Piqué Bernabéu,5213.0,,,,,,2,From Throw In,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,118,Barcelona,217,['84cd3e7b-bc34-4447-84c3-0afdb13f2185'],31,,,,,,,,,,,,,,,,,Barcelona,217,00:21:31.576,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,2.793758,,,,,,,,,,,,,,,41f5fe7a-0f68-45a0-981d-a9f9ef35eec6,2520,,"[31.1, 46.4]",70303,66,,,,,-1.4025187,,Head,,,,"[35.5, 20.5]",High Pass,,26.271088,,,,Andrés Iniesta Luján,5216.0,,,,,,2,From Throw In,Gerard Piqué Bernabéu,5213.0,Right Center Back,118,Barcelona,217,['76df3d95-d4b9-4ace-9adb-0d943ffa47e7'],33,,,,,,,,,,,,,,,,,Barcelona,217,00:21:33.195,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,2.046534,,,,,,,,,,,,,,,7b8d3703-9a38-4f43-9c01-608796269d2f,2531,,"[38.4, 24.9]",70303,66,,,,,1.0997231,,Right Foot,,,,"[46.6, 41.0]",Ground Pass,,18.067928,,,,Ivan Rakitić,5470.0,,,,,,2,From Throw In,Andrés Iniesta Luján,5216.0,Left Center Midfield,118,Barcelona,217,"['104c8945-ac34-4092-96fe-33cd6bf2d577', '51423a3d-44cd-4e2e-bed4-614816243bd8']",37,,,,,,,,,,,,,,,,,Barcelona,217,00:21:37.756,Pass,True,2014/2015
,,,,,,,,,,,,,,,,,,1.96089,,,,,,,,,,,,,,,c8f3ce6c-fdb2-4d75-973d-2901de29f078,2534,,"[47.6, 40.5]",70303,66,,,,,1.2546116,,Left Foot,,,,"[52.9, 56.7]",Ground Pass,,17.04494,,,,Daniel Alves da Silva,4324.0,,,,,,2,From Throw In,Ivan Rakitić,5470.0,Right Center Midfield,118,Barcelona,217,['9075f44e-0401-4e0a-919f-8194554a43a9'],40,,,,,,,,,,,,,,,,,Barcelona,217,00:21:40.254,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,1.824166,,,,,,,,,,,,,,,49643022-6951-4a58-8002-d54c5f1559f8,2537,,"[75.8, 62.0]",70303,66,,,,,0.9161225,,Left Foot,,,,"[86.7, 76.2]",Ground Pass,,17.901117,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,2,From Throw In,Daniel Alves da Silva,4324.0,Right Back,118,Barcelona,217,['c0ff0560-ebff-4dfa-8084-176ff4ab5fb3'],45,,,,,,,,,,,,,,,,,Barcelona,217,00:21:45.005,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,1.18061,,,,,,,,,,,,,,,c90f4def-bfa7-4841-80f9-581de9dde473,2540,,"[93.2, 72.9]",70303,66,,,,,-0.5957066,,Left Foot,,,,"[108.1, 62.8]",Ground Pass,,18.000555,,,,Daniel Alves da Silva,4324.0,,,,,,2,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,118,Barcelona,217,['02891086-b6b9-4288-8a25-d70bf71fd21c'],48,,,,,,,,,,,,,,,,,Barcelona,217,00:21:48.404,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,1.587757,,,,,,,,,,,,,,,4fb5a24e-d3c1-4eab-9b94-323c4159a32b,2544,,"[109.3, 63.4]",70303,66,,,,,-2.904744,,Right Foot,,,,"[103.5, 62.0]",Ground Pass,,5.9665737,True,Incomplete,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,2,From Throw In,Daniel Alves da Silva,4324.0,Right Back,118,Barcelona,217,"['79df10a1-c95c-44db-a2a7-9512fab4663f', '845ee758-7b2c-47e1-a4e2-1d1cf1180ecf', 'd523b84d-fa64-4408-82d7-10f6ec2e2807']",50,,,,,,,,,,,,,,,,,Barcelona,217,00:21:50.541,Pass,True,2014/2015
,,,,,,,,,,,,,,,,,,2.2694,,,,,,,,,,,,,,,48644bf8-ef95-4785-beba-aa5ec870c75a,2553,,"[40.9, 3.4]",70303,67,,,,,0.20187537,,Right Foot,,,,"[79.5, 11.3]",High Pass,,39.400127,,Incomplete,,,,,,,,Free Kick,2,From Free Kick,Diego Roberto Godín Leal,5249.0,Left Center Back,120,Atlético Madrid,212,['4cb6bca3-da64-4b73-a741-3ed955313876'],37,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:22:37.864,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,1.662302,,,,,,,,,,,,,,,4cb6bca3-da64-4b73-a741-3ed955313876,2554,,"[40.6, 68.8]",70303,67,,,,,1.418147,,Head,,,,"[42.2, 79.2]",High Pass,,10.522357,,Out,,Lionel Andrés Messi Cuccittini,5503.0,,,,,Recovery,2,From Free Kick,Daniel Alves da Silva,4324.0,Right Back,120,Atlético Madrid,212,"['48644bf8-ef95-4785-beba-aa5ec870c75a', 'd8733a8b-4450-4832-941e-ac7a8305d6a8']",40,,,,,,,,,,,,,,,,,Barcelona,217,00:22:40.133,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,0.708156,,,,,,,,,,,,,,,19608c0c-bb8d-4cfb-9ef4-0408bc3a1a0a,2556,,"[83.2, 0.1]",70303,67,,True,,,1.4968573,,,,,,"[83.6, 5.5]",Low Pass,,5.4147944,,,,Tiago Cardoso Mendes,20669.0,,,,,Throw-in,2,From Throw In,Jesús Gámez Duarte,4788.0,Left Back,121,Atlético Madrid,212,['1f98981d-9877-443a-9530-89b19f8bc744'],48,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:22:48.910,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,0.8128,,,,,,,,,,,,,,,ae89ef77-8fce-4449-9424-9f15e2f3f938,2559,,"[83.7, 7.5]",70303,67,,True,,,-1.5363272,,Right Foot,,,,"[83.9, 1.7]",Low Pass,,5.8034472,,,,Jesús Gámez Duarte,4788.0,,,,,,2,From Throw In,Tiago Cardoso Mendes,20669.0,Right Defensive Midfield,121,Atlético Madrid,212,"['45968904-cdf7-4806-94ec-195af9952cfe', 'f0dd5af6-fc52-4598-8701-4c4a34fa9701']",49,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:22:49.748,Pass,True,2014/2015
