50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,,,3.543751,,,,,,,,,,,,,fe6a4918-8f63-4963-9acd-733cd0505759,3525,,"[9.3, 42.6]",9855,87,True,,,-0.027265968,,Right Foot,,,"[75.3, 40.8]",,High Pass,,66.02454,,Incomplete,,André Filipe Tavares Gomes,10802.0,,,,,Free Kick,2,From Free Kick,Marc-André ter Stegen,20055.0,Goalkeeper,176,Barcelona,217,"['a9bda167-3e0b-4091-a1c0-95eca13edcab', 'bc61e1d5-969d-4c06-aecc-4023d6d264cc']",7,,,,,,,,,,,,,,,,,,Barcelona,217,00:42:07.877,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,,0.838787,,,,,,,,,,,,,bc61e1d5-969d-4c06-aecc-4023d6d264cc,3528,,"[44.8, 39.3]",9855,87,,,True,-0.19468553,,,,,"[51.9, 37.9]",,Low Pass,,7.236712,,Incomplete,,,,,,,,Recovery,2,From Free Kick,Unai Núñez Gestoso,6397.0,Right Center Back,176,Barcelona,217,"['6a58fc68-fddc-4b21-9102-7d3078012e2c', '986d306a-f4da-4747-b453-fda33fa32733', 'fe6a4918-8f63-4963-9acd-733cd0505759']",11,,,,,,,,,,,,,,,,,,Athletic Club,215,00:42:11.421,Pass,True,2017/2018
,,,,,,,,,,,,,,,,,,,0.949559,,,,,,,,,,,,,7fd82be9-a948-4b57-b663-30346551bbd7,3532,,"[66.5, 48.1]",9855,87,,,,-2.8753407,,Right Foot,,,"[58.8, 46.0]",,Ground Pass,,7.981228,,,,Ivan Rakitić,5470.0,,,,,,2,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,176,Barcelona,217,['04b4b74e-0f72-4bc7-b45e-a0267ef15f90'],13,,,,,,,,,,,,,,,,,,Barcelona,217,00:42:13.611,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,,0.600953,,,,,,,,,,,,,4cf5378f-1126-45b4-befb-791c9446f9c6,3535,,"[59.4, 45.8]",9855,87,,,,0.06583877,,Right Foot,,,"[68.5, 46.4]",,Ground Pass,,9.119759,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,2,From Free Kick,Ivan Rakitić,5470.0,Center Defensive Midfield,176,Barcelona,217,['923402f3-ea4d-40c3-9444-5491db38f3d1'],14,,,,,,,,,,,,,,,,,,Barcelona,217,00:42:14.640,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,,4.7753,,,,,,,,,,,,,a0184f69-0568-4159-af67-56aaf36a1925,3545,,"[6.0, 36.0]",9855,87,True,,,0.24683051,,Right Foot,,,"[107.6, 61.6]",,High Pass,,104.775566,,,,Iñaki Williams Arthuer,6393.0,,,,,Goal Kick,2,From Goal Kick,Kepa Arrizabalaga Revuelta,6395.0,Goalkeeper,177,Athletic Club,215,['d4df0815-e5ec-4669-bd27-7bb2db055eec'],41,,,,,,,,,,,,,,,,,,Athletic Club,215,00:42:41.078,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,,0.972751,,,,,,,,,,,,,ae101537-30b3-4476-915b-21a90971571a,3549,,"[106.9, 80.0]",9855,87,,,,-2.0840485,,,,,"[103.8, 74.5]",,Low Pass,,6.3134775,,,,Iñaki Williams Arthuer,6393.0,,,,,Throw-in,2,From Throw In,Óscar de Marcos Arana,6649.0,Right Back,178,Athletic Club,215,['4a9cd847-17d7-4f14-a7e0-b121d20d2f01'],58,,,,,,,,,,,,,,,,,,Athletic Club,215,00:42:58.270,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,,0.895042,,,,,,,,,,,,,77233306-24a4-4960-84d8-f7f9f2f31127,3553,,"[112.8, 77.2]",9855,88,,,,-1.5990907,,Right Foot,,,"[112.2, 56.0]",,High Pass,,21.208488,,Incomplete,,,,,,,,,2,From Throw In,Iñaki Williams Arthuer,6393.0,Right Midfield,178,Athletic Club,215,['fbd5e39a-b161-4d47-a811-17c87c8d6236'],3,,,,,,,,,,,,,,,,,,Athletic Club,215,00:43:03.505,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,,1.484318,,,,,,,,,,,,,fbd5e39a-b161-4d47-a811-17c87c8d6236,3554,,"[7.9, 24.1]",9855,88,,,,-0.7903242,,Head,,,"[18.0, 13.9]",,Low Pass,,14.354442,,,,André Filipe Tavares Gomes,10802.0,,,,,Recovery,2,Regular Play,Samuel Yves Umtiti,5492.0,Left Center Back,179,Barcelona,217,"['77233306-24a4-4960-84d8-f7f9f2f31127', 'df125352-f6ba-4b12-981c-291c8f7ae1eb']",4,,,,,,,,,,,,,,,,,,Barcelona,217,00:43:04.400,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,,1.268299,,,,,,,,,,,,,0c0539f7-3091-4643-a5ff-3ce483319dee,3558,,"[19.4, 17.2]",9855,88,,,,2.4539213,,Right Foot,,,"[11.0, 24.1]",,Ground Pass,,10.870603,,,,Samuel Yves Umtiti,5492.0,,,,,,2,Regular Play,André Filipe Tavares Gomes,10802.0,Left Midfield,179,Barcelona,217,['3fa1684f-27c4-4500-ac40-dbef6008aa02'],6,,,,,,,,,,,,,,,,,,Barcelona,217,00:43:06.734,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,,1.265333,,,,,,,,,,,,,8c5ad9c9-e2c1-4a05-865b-541c9647a3b7,3561,,"[10.3, 23.4]",9855,88,,,,-0.7372767,,Left Foot,,,"[28.8, 6.6]",,High Pass,,24.989798,,,,Andrés Iniesta Luján,5216.0,,,,,,2,Regular Play,Samuel Yves Umtiti,5492.0,Left Center Back,179,Barcelona,217,['55a002c6-05e0-4d0c-9fb4-e2804303882d'],8,,,,,,,,,,,,,,,,,,Barcelona,217,00:43:08.710,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,,0.762365,,,,,,,,,,,,,a938754f-862e-4ea7-9a6b-555ccbab11c3,3566,,"[29.0, 2.4]",9855,88,,,,2.9562447,,Right Foot,,,"[19.4, 4.2]",,Ground Pass,,9.767292,,,,Jordi Alba Ramos,5211.0,,,,,,2,Regular Play,Andrés Iniesta Luján,5216.0,Left Center Midfield,179,Barcelona,217,"['1ed62d39-bfd8-43d7-a665-b65a4b7e21c9', '424f07d2-9ccb-4f8d-8c2e-f2d1b5cc58c5', '81ab4158-46cf-4e97-aac6-3eee8c4621f2']",13,,,,,,,,,,,,,,,,,,Barcelona,217,00:43:13.860,Pass,True,2017/2018
,,,,,,,,,,,,,,,,,,,3.42471,,,,,,,,,,,,,1e1ed1dd-9ed3-459d-8fbf-ff47f4868cb6,3568,,"[19.5, 4.3]",9855,88,,,,0.31926918,,Left Foot,,,"[67.9, 20.3]",,High Pass,,50.976074,,Incomplete,,,,,,,,,2,Regular Play,Jordi Alba Ramos,5211.0,Left Back,179,Barcelona,217,['1b8beaa3-b3dd-47f8-ab55-17b52a1eb917'],14,,,,,,,,,,,,,,,,,,Barcelona,217,00:43:14.623,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,,1.173283,,,,,,,,,,,,,38da8e87-7281-41b5-8900-35653ddc6250,3572,,"[50.8, 63.4]",9855,88,,,,0.42225116,,Right Foot,,,"[57.7, 66.5]",,Low Pass,,7.56439,,,,Ander Iturraspe Derteano,6388.0,,,,,,2,Regular Play,Unai Núñez Gestoso,6397.0,Right Center Back,180,Athletic Club,215,"['7865deb3-6708-485d-b5b7-19560779cafb', 'daaabc62-4f5e-4a3e-aad3-0053dbd24fe9']",19,,,,,,,,,,,,,,,,,,Athletic Club,215,00:43:19.013,Pass,True,2017/2018
,,,,,,,,,,,,,,,,,,,2.692287,,,,,,,,,,,,,2e6778f0-6875-40d6-b854-512b8b9d9d86,3575,,"[57.7, 66.7]",9855,88,,,,-2.479996,,Right Foot,,,"[20.2, 37.5]",,Ground Pass,,47.527782,,,,Kepa Arrizabalaga Revuelta,6395.0,,,,,,2,Regular Play,Ander Iturraspe Derteano,6388.0,Left Defensive Midfield,180,Athletic Club,215,"['981d5a29-6bb1-47c9-9630-eb0a924ff081', 'cbae722b-7c5f-4312-8157-c639bef6693b']",20,,,,,,,,,,,,,,,,,,Athletic Club,215,00:43:20.186,Pass,True,2017/2018
,,,,,,,,,,,,,,,,,,,1.881524,,,,,,,,,,,,,538cca78-2626-4899-9705-6d9ed626bf22,3578,,"[21.6, 35.9]",9855,88,,,,-0.67066264,,Right Foot,,,"[36.6, 24.0]",,Ground Pass,,19.147062,,,,Íñigo Martínez Berridi,6665.0,,,,,,2,Regular Play,Kepa Arrizabalaga Revuelta,6395.0,Goalkeeper,180,Athletic Club,215,['a7aa4fae-1f0c-431c-aa2f-2d54e05fb65a'],23,,,,,,,,,,,,,,,,,,Athletic Club,215,00:43:23.708,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,,2.717703,,,,,,,,,,,,,ccbe8a3b-64bb-4c64-87ae-972a1841a77c,3581,,"[53.9, 22.0]",9855,88,,,,0.3744687,,Left Foot,,,"[99.7, 40.0]",,High Pass,,49.210163,,,,Aritz Aduriz Zubeldia,6394.0,,,,,,2,Regular Play,Íñigo Martínez Berridi,6665.0,Left Center Back,180,Athletic Club,215,['68b54638-e849-4675-b4e7-2351413b87b1'],29,,,,,,,,,,,,,,,,,,Athletic Club,215,00:43:29.594,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,,1.38752,,,,,,,,,,,,,8542214b-1c12-4c6e-94cc-d68896068421,3584,,"[99.7, 40.0]",9855,88,,,True,1.7506498,,,,,"[98.5, 46.6]",,High Pass,,6.708204,,Incomplete,,Raúl García Escudero,6391.0,,,,,,2,Regular Play,Aritz Aduriz Zubeldia,6394.0,Left Center Forward,180,Athletic Club,215,"['15d2b20d-9dea-47eb-bf44-757bb54ff6b8', '48c059e4-bbfe-4a48-8de4-9b46c0fab3cd', 'e0c4572f-5753-4a92-870d-7fbad8bbf6cd']",32,,,,,,,,,,,,,,,,,,Athletic Club,215,00:43:32.312,Pass,True,2017/2018
,,,,,,,,,,,,,,,,,,,1.758693,,,,,,,,,,,,,e0c4572f-5753-4a92-870d-7fbad8bbf6cd,3586,,"[21.6, 33.5]",9855,88,,,,1.541393,,Head,,,"[22.2, 53.9]",,Low Pass,,20.408821,,,,Sergi Roberto Carnicer,6379.0,,,,,Recovery,2,Regular Play,Andrés Iniesta Luján,5216.0,Left Center Midfield,181,Barcelona,217,"['458300c2-7075-4eae-ac56-e40e21575db7', '8542214b-1c12-4c6e-94cc-d68896068421']",33,,,,,,,,,,,,,,,,,,Barcelona,217,00:43:33.699,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,,0.959036,,,,,,,,,,,,,058fafa9-fc91-4cda-8efa-997acbe76611,3589,,"[22.2, 53.9]",9855,88,,,,-0.367723,,Right Foot,,,"[34.4, 49.2]",,Ground Pass,,13.07402,,,,Ivan Rakitić,5470.0,,,,,,2,Regular Play,Sergi Roberto Carnicer,6379.0,Right Back,181,Barcelona,217,['d304a501-407c-4614-a49b-f94ce047d2b5'],36,,,,,,,,,,,,,,,,,,Barcelona,217,00:43:36.354,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,,2.794587,,,,,,,,,,,,,e1e48490-b94f-4791-9285-e55c8d85d23a,3595,,"[35.5, 52.5]",9855,89,,,,0.53648394,,Right Foot,,,"[76.7, 77.0]",,High Pass,,47.934227,,Incomplete,,Sergi Roberto Carnicer,6379.0,,,,,Free Kick,2,From Free Kick,Gerard Piqué Bernabéu,5213.0,Right Center Back,182,Barcelona,217,"['bb1daab6-0ceb-4e83-b0b3-27421b3067de', 'be8d5e36-8fb8-46d5-b4a7-4c8ac10d55b8']",1,,,,,,,,,,,,,,,,,,Barcelona,217,00:44:01.745,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,,1.779335,,,,,,,,,,,,,be8d5e36-8fb8-46d5-b4a7-4c8ac10d55b8,3597,,"[43.4, 3.1]",9855,89,,,,-0.029841885,,Head,,,"[56.8, 2.7]",,Low Pass,,13.405969,,,,Íñigo Lekue Martínez,6392.0,,,,,Interception,2,Regular Play,Enric Saborit Teixidor,6660.0,Left Back,183,Athletic Club,215,"['78e09b13-1211-4e81-9dde-9003edadbe7a', 'e1e48490-b94f-4791-9285-e55c8d85d23a']",4,,,,,,,,,,,,,,,,,,Athletic Club,215,00:44:04.540,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,,1.326704,,,,,,,,,,,,,d41b4d74-807c-4f15-8bf4-4e45d8d85bc8,3600,,"[56.8, 2.7]",9855,89,,,,0.72199124,,Right Foot,,,"[63.5, 8.6]",,High Pass,,8.927485,,,,Ander Iturraspe Derteano,6388.0,,,,,,2,Regular Play,Íñigo Lekue Martínez,6392.0,Left Midfield,183,Athletic Club,215,['3db730a1-7db0-4906-aff2-0f47e360156c'],6,,,,,,,,,,,,,,,,,,Athletic Club,215,00:44:06.328,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,,0.40052,,,,,,,,,,,,,41eafbec-da8c-4df8-81b4-7641d9dcf86e,3603,,"[63.0, 5.5]",9855,89,,,,3.1415927,,Right Foot,,,"[56.4, 5.5]",,Ground Pass,,6.6,,Incomplete,,Enric Saborit Teixidor,6660.0,,,,,,2,Regular Play,Ander Iturraspe Derteano,6388.0,Left Defensive Midfield,183,Athletic Club,215,"['26a0c005-164d-413b-8665-dcdf7b538519', '91bdd310-aeec-4c1b-a073-a94e752b6964']",9,,,,,,,,,,,,,,,,,,Athletic Club,215,00:44:09.979,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,,1.405507,,,,,,,,,,,,,742b5496-9a76-457e-9e32-530c8a2edd84,3606,,"[57.3, 0.1]",9855,89,,,,1.2148975,,,,,"[64.4, 19.2]",,High Pass,,20.376947,,,,Aritz Aduriz Zubeldia,6394.0,,,,,Throw-in,2,From Throw In,Enric Saborit Teixidor,6660.0,Left Back,184,Athletic Club,215,['055dfe60-b843-48b7-bf19-f049d45ccfec'],24,,,,,,,,,,,,,,,,,,Athletic Club,215,00:44:24.602,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,,2.783172,,,,,,,,,,,,,a629266c-036c-437f-a6ed-40c9560eadc6,3610,,"[70.7, 15.0]",9855,89,,,,-0.8772443,,Right Foot,,,"[77.6, 6.7]",,Ground Pass,,10.793516,,,,Enric Saborit Teixidor,6660.0,,,,,Free Kick,2,From Free Kick,Ander Iturraspe Derteano,6388.0,Left Defensive Midfield,185,Athletic Club,215,['5f0c8c7d-8905-4d12-bc72-42b87be1e9ad'],43,,,,,,,,,,,,,,,,,,Athletic Club,215,00:44:43.438,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,,0.808713,,,,,,,,,,,,,8c67298e-afdf-49bf-b7fd-70aeebce60fc,3613,,"[79.0, 6.2]",9855,89,,,,-0.4636476,,Left Foot,,,"[86.4, 2.5]",,Ground Pass,,8.273452,,,,Íñigo Lekue Martínez,6392.0,,,,,,2,From Free Kick,Enric Saborit Teixidor,6660.0,Left Back,185,Athletic Club,215,['01b1428a-d152-490f-95ce-f22d97f4879e'],46,,,,,,,,,,,,,,,,,,Athletic Club,215,00:44:46.596,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,,2.316511,,,,,,,,,,,,,999326aa-1e6f-445e-a453-5c13e429d209,3616,,"[84.4, 4.4]",9855,89,,,,1.9501934,,Right Foot,,,"[72.0, 35.5]",,Ground Pass,,33.48089,,,,Óscar de Marcos Arana,6649.0,,,,,,2,From Free Kick,Íñigo Lekue Martínez,6392.0,Left Midfield,185,Athletic Club,215,['c49dfb60-0102-45d1-9387-b786d8839fe1'],48,,,,,,,,,,,,,,,,,,Athletic Club,215,00:44:48.204,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,,1.764204,,,,,,,,,,,,,97417257-0cb3-4fdb-a29d-7cb638b0583b,3619,,"[71.8, 45.2]",9855,89,,,,1.0375229,,Right Foot,,,"[90.1, 76.2]",,Ground Pass,,35.99847,,,,Unai Núñez Gestoso,6397.0,,,,,,2,From Free Kick,Óscar de Marcos Arana,6649.0,Right Back,185,Athletic Club,215,['895708fd-3c22-47bb-b8a2-3b88fa320daf'],51,,,,,,,,,,,,,,,,,,Athletic Club,215,00:44:51.941,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,,1.564654,,,,,,,,,,,,,eaea470d-90b7-403e-9ae1-0cc88602519e,3624,,"[91.5, 74.8]",9855,89,,,,-2.963639,,Left Foot,,,"[77.6, 72.3]",,Ground Pass,,14.123031,,,,Óscar de Marcos Arana,6649.0,,,,,,2,From Free Kick,Unai Núñez Gestoso,6397.0,Right Center Back,185,Athletic Club,215,['292127b4-1b43-48b1-872c-cb7e1b360665'],58,,,,,,,,,,,,,,,,,,Athletic Club,215,00:44:58.947,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,,2.380967,,,,,,,,,,,,,d26fee68-4999-4c01-a106-84b18fbf5021,3627,,"[85.3, 56.0]",9855,90,,,,-0.8738195,,Right Foot,,,"[111.0, 25.3]",,High Pass,,40.03723,,,,Íñigo Martínez Berridi,6665.0,,,,,,2,From Free Kick,Óscar de Marcos Arana,6649.0,Right Back,185,Athletic Club,215,['26a5eae6-ca35-4828-8259-75208b6b8b38'],2,,,,,,,,,,,,,,,,,,Athletic Club,215,00:45:02.751,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,,5.924006,,,,,,,,,,,,,ab794c9c-5c70-4244-9c20-aa644d6b3e59,3629,,"[111.4, 25.0]",9855,90,,,,1.5598278,,Left Foot,,,"[112.0, 79.7]",,Low Pass,,54.70329,,Out,,Iñaki Williams Arthuer,6393.0,,True,,,,2,From Free Kick,Íñigo Martínez Berridi,6665.0,Left Center Back,185,Athletic Club,215,['5a027bab-18b3-4b88-b1f7-05ff76a6d95b'],5,,,,,,,,,,,,,,,,,,Athletic Club,215,00:45:05.132,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,,1.173175,,,,,,,,,,,,,1bf15e00-bacc-49cb-bdb7-ed5b10eeaad5,3631,,"[14.7, 0.1]",9855,90,,,,0.22734381,,,,,"[28.1, 3.2]",,High Pass,,13.753908,,,,José Paulo Bezzera Maciel Júnior,5542.0,,,,,Throw-in,2,From Throw In,Jordi Alba Ramos,5211.0,Left Back,186,Barcelona,217,['56f09898-b5b1-4443-a00b-fbc27ed83ac7'],30,,,,,,,,,,,,,,,,,,Barcelona,217,00:45:30.959,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,,1.469391,,,,,,,,,,,,,7b54c75e-bd1e-4f85-b124-05dad36d9544,3633,,"[28.1, 3.2]",9855,90,,,,0.026309717,,Head,,,"[39.5, 3.5]",,High Pass,,11.403947,,,,André Filipe Tavares Gomes,10802.0,,,,,,2,From Throw In,José Paulo Bezzera Maciel Júnior,5542.0,Right Center Midfield,186,Barcelona,217,['56104bb5-34a8-4af1-aa3a-ceb409086eec'],32,,,,,,,,,,,,,,,,,,Barcelona,217,00:45:32.133,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,,2.688514,,,,,,,,,,,,,6df745a0-6f44-4db8-bd32-68f8e5cd6df5,3642,,"[70.6, 76.9]",9855,90,,,,-0.9050584,,Right Foot,,,"[100.6, 38.7]",,High Pass,,48.57201,,,,Unai Núñez Gestoso,6397.0,,,,,Free Kick,2,From Free Kick,Ander Iturraspe Derteano,6388.0,Left Defensive Midfield,188,Athletic Club,215,['9398ce5c-bf1e-4246-bde5-9d41b28eda90'],52,,,,,,,,,,,,,,,,,,Athletic Club,215,00:45:52.840,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,,2.036828,,,,,,,,,,,,,4a461aa8-785b-4c65-bda2-c27375ee5462,3644,,"[100.6, 38.7]",9855,90,,,,-0.37854558,,Head,,,"[109.4, 35.2]",,High Pass,,9.470481,,Incomplete,,,,,,,,,2,From Free Kick,Unai Núñez Gestoso,6397.0,Right Center Back,188,Athletic Club,215,['5097aedd-e5b2-437b-969c-a19d34b073e1'],55,,,,,,,,,,,,,,,,,,Athletic Club,215,00:45:55.529,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,,0.694138,,,,,,,,,,,,,a4b6a932-d10f-4ed4-85bc-9eb358acf311,3647,,"[107.2, 25.3]",9855,90,,,,2.8773327,,Left Foot,,,"[98.7, 27.6]",,Low Pass,,8.80568,,,,Unai Núñez Gestoso,6397.0,,,,,Recovery,2,From Free Kick,Íñigo Martínez Berridi,6665.0,Left Center Back,188,Athletic Club,215,['c82169d4-29c3-4122-9166-7def88139905'],58,,,,,,,,,,,,,,,,,,Athletic Club,215,00:45:58.874,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,,0.867997,,,,,,,,,,,,,0b2688eb-d396-4fda-807d-37362d25ca95,3651,,"[99.3, 28.2]",9855,91,,,,1.4513674,,Right Foot,,,"[100.2, 35.7]",,Low Pass,,7.553807,,,,Raúl García Escudero,6391.0,,,,,,2,From Free Kick,Unai Núñez Gestoso,6397.0,Right Center Back,188,Athletic Club,215,"['35ce5314-604d-40b6-ad26-6a3b049ad585', '75eb8376-bc57-4564-9404-8e54820f9d90']",0,,,,,,,,,,,,,,,,,,Athletic Club,215,00:46:00.178,Pass,True,2017/2018
,,,,,,,,,,,,,,,,,,,1.545953,,,,,,,,,,,,,fadb5f18-e6a8-433c-8e16-65c6176277b8,3653,,"[100.2, 35.7]",9855,91,,,,-1.1816375,,Left Foot,,,"[105.9, 21.8]",,Ground Pass,,15.023315,,,,Íñigo Martínez Berridi,6665.0,,,,,,2,From Free Kick,Raúl García Escudero,6391.0,Right Center Forward,188,Athletic Club,215,['7258f85e-8062-4f9b-992c-4dc3fd590193'],1,,,,,,,,,,,,,,,,,,Athletic Club,215,00:46:01.046,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,,0.594699,,,,,,,,,,,,,de2be51e-0c72-4fcc-8158-07a71d929194,3655,,"[105.9, 21.8]",9855,91,,,,1.2529217,79a2580d-3c33-447f-b501-9251f47d4d18,Left Foot,,,"[111.0, 37.3]",,Ground Pass,,16.317474,,,,Aritz Aduriz Zubeldia,6394.0,True,,,,,2,From Free Kick,Íñigo Martínez Berridi,6665.0,Left Center Back,188,Athletic Club,215,['4ac7e598-3058-49cd-8fc2-8178ad41015e'],2,,,,,,,,,,,,,,,,,,Athletic Club,215,00:46:02.592,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,,2.035227,,,,,,,,,,,,,ec1109e3-83bf-4a35-a37a-651a4d0a10c9,3660,,"[3.5, 40.4]",9855,91,,,,-0.9488101,,Keeper Arm,,,"[23.0, 13.2]",,Low Pass,,33.467747,,,,André Filipe Tavares Gomes,10802.0,,,,,,2,From Keeper,Marc-André ter Stegen,20055.0,Goalkeeper,190,Barcelona,217,['36b5fa0b-60f0-429a-ba8f-c7bfdb70fc12'],5,,,,,,,,,,,,,,,,,,Barcelona,217,00:46:05.403,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,,0.83277,,,,,,,,,,,,,3f69f6d5-04dc-45ae-b5e8-b21cb82b3b2a,3663,,"[23.7, 16.8]",9855,91,,,,-2.9729958,,Right Foot,,,"[19.0, 16.0]",,Ground Pass,,4.767599,,,,Jordi Alba Ramos,5211.0,,,,,,2,Regular Play,André Filipe Tavares Gomes,10802.0,Left Midfield,191,Barcelona,217,['04dac1fc-bed7-444a-b94d-98c40647b862'],8,,,,,,,,,,,,,,,,,,Barcelona,217,00:46:08.116,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,,1.781758,,,,,,,,,,,,,84394380-b082-4685-9bb5-6c48f18a5ed2,3666,,"[20.2, 9.4]",9855,91,,,,-0.2594221,,Left Foot,,,"[41.3, 3.8]",,Low Pass,,21.830482,,Incomplete,,André Filipe Tavares Gomes,10802.0,,,,,,2,Regular Play,Jordi Alba Ramos,5211.0,Left Back,192,Barcelona,217,"['041d6ef0-7fe3-4ee8-bcaa-8e17382a5fc1', 'c0f226b7-f962-4a3b-a26a-5fbdf7c884b7']",10,,,,,,,,,,,,,,,,,,Barcelona,217,00:46:10.069,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,,0.95765,,,,,,,,,,,,,c0f226b7-f962-4a3b-a26a-5fbdf7c884b7,3668,,"[78.8, 76.3]",9855,91,,,,-0.74969906,,Right Foot,,,"[84.6, 70.9]",,Low Pass,,7.924645,,,,Mikel San José Domínguez,6389.0,,,,,Recovery,2,Regular Play,Óscar de Marcos Arana,6649.0,Right Back,193,Athletic Club,215,"['84394380-b082-4685-9bb5-6c48f18a5ed2', 'e7908b97-0285-474b-adee-0b632a206c12']",11,,,,,,,,,,,,,,,,,,Athletic Club,215,00:46:11.851,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,,1.052585,,,,,,,,,,,,,31e0a592-6d98-415b-83ac-b026319823c1,3671,,"[84.9, 66.9]",9855,91,,,,-2.4805496,,Right Foot,,,"[77.7, 61.3]",,Ground Pass,,9.121404,,,,Raúl García Escudero,6391.0,,,,,,2,Regular Play,Mikel San José Domínguez,6389.0,Right Defensive Midfield,193,Athletic Club,215,['b97f6eba-424b-4dc1-9d21-9cbf13fdb2b0'],13,,,,,,,,,,,,,,,,,,Athletic Club,215,00:46:13.941,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,,0.588636,,,,,,,,,,,,,4068c0ef-6830-4c77-b86e-85d9901d5384,3674,,"[78.4, 57.4]",9855,91,,,,-0.044089057,,Left Foot,,,"[92.0, 56.8]",,Low Pass,,13.613229,,Incomplete,,Mikel San José Domínguez,6389.0,,,,,,2,Regular Play,Raúl García Escudero,6391.0,Right Center Forward,193,Athletic Club,215,"['169de0cf-8ba3-4794-a6be-c8b6a3993495', '872c83bc-2341-4491-bf1a-a0d43683bb47']",16,,,,,,,,,,,,,,,,,,Athletic Club,215,00:46:16.150,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,,1.449027,,,,,,,,,,,,,e760a36e-ff35-43f8-b385-4fd2d2e405b4,3680,,"[84.0, 67.2]",9855,91,,,,-1.8643854,,Left Foot,,,"[81.4, 58.6]",,Ground Pass,,8.984431,,,,Raúl García Escudero,6391.0,,,,,,2,Regular Play,Óscar de Marcos Arana,6649.0,Right Back,193,Athletic Club,215,['36c2713b-4925-4104-a3a8-58521b8aaedf'],20,,,,,,,,,,,,,,,,,,Athletic Club,215,00:46:20.139,Pass,,2017/2018
