50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,253f30f7-009b-4115-ad79-c2cad59244d4,1,,,,303451,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Barcelona,217,,0,,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 20055, 'name': 'Marc-André ter Stegen'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 6379, 'name': 'Sergi Roberto Carnicer'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 20}, {'player': {'id': 5213, 'name': 'Gerard Piqué Bernabéu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 6826, 'name': 'Clément Lenglet'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 15}, {'player': {'id': 17304, 'name': 'Héctor Junior Firpo Adames'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 24}, {'player': {'id': 5203, 'name': 'Sergio Busquets i Burgos'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 5470, 'name': 'Ivan Rakitić'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 4}, {'player': {'id': 8118, 'name': 'Frenkie de Jong'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 21}, {'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 10}, {'player': {'id': 5487, 'name': 'Antoine Griezmann'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 17}, {'player': {'id': 5246, 'name': 'Luis Alberto Suárez Díaz'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Barcelona,217,00:00:00.000,Starting XI,,2019/2020
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,a683273f-fdc3-4d25-9243-b33fa50d2dfb,2,,,,303451,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Barcelona,217,,0,,,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 24083, 'name': 'Manuel Reina Rodríguez'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 24576, 'name': 'Francisco Gámez López'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 15}, {'player': {'id': 24084, 'name': 'Martin Valjent'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 24}, {'player': {'id': 24086, 'name': 'Antonio José Raillo Arenas'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 21}, {'player': {'id': 24089, 'name': 'Joan Sastre Vanrell'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 2}, {'player': {'id': 31090, 'name': 'Takefusa Kubo'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 26}, {'player': {'id': 24087, 'name': 'Iddrisu Baba Mohammed'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 12}, {'player': {'id': 24072, 'name': 'Salvador Sevilla López'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 24088, 'name': 'Daniel José Rodríguez Vázquez'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 14}, {'player': {'id': 23986, 'name': 'Aleix Febas Pérez'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 23}, {'player': {'id': 8654, 'name': 'Ante Budimir'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 22}]}",Mallorca,1043,00:00:00.000,Starting XI,,2019/2020
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,dc2ead39-df3e-4418-9ae7-fcb0b225a3ea,3,,,,303451,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Barcelona,217,['6743f769-da1f-4f79-938f-6c252d540a8f'],0,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.000,Half Start,,2019/2020
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,6743f769-da1f-4f79-938f-6c252d540a8f,4,,,,303451,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Barcelona,217,['dc2ead39-df3e-4418-9ae7-fcb0b225a3ea'],0,,,,,,,,,,,,,,,,,,,Mallorca,1043,00:00:00.000,Half Start,,2019/2020
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,2c4d5b76-69bb-4b00-afa3-c126d9668344,2002,,,,303451,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,82,Mallorca,1043,['79e0640e-ccb1-4b16-84e9-50d32faddf34'],0,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.000,Half Start,,2019/2020
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,79e0640e-ccb1-4b16-84e9-50d32faddf34,2003,,,,303451,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,82,Mallorca,1043,['2c4d5b76-69bb-4b00-afa3-c126d9668344'],0,,,,,,,,,,,,,,,,,,,Mallorca,1043,00:00:00.000,Half Start,,2019/2020
,,,,,,,,,,,,,,,,,,,1.08081,,,,,,,,,,,8be3f82e-eabd-4603-8c4c-fc5144657275,5,,,"[60.0, 40.0]",303451,0,,,,-2.8171172,,Right Foot,,,,"[49.0, 36.3]",,Ground Pass,,11.605602,,,,,Sergio Busquets i Burgos,5203.0,,,,,Kick Off,1,From Kick Off,Luis Alberto Suárez Díaz,5246.0,Center Forward,2,Barcelona,217,['b95177bc-f2e2-4373-b952-c25efb1b5c73'],0,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.598,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,,2.248867,,,,,,,,,,,c19a883e-3ba4-46e8-82d8-23451745268f,8,,,"[52.9, 37.8]",303451,0,,,,1.1590638,,Right Foot,,,,"[69.8, 76.5]",,High Pass,,42.229137,,,,,Sergi Roberto Carnicer,6379.0,,,,,,1,From Kick Off,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,2,Barcelona,217,['ff6ac861-83b6-480a-b3a3-7a8878e2bd5c'],3,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:03.610,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,,1.156376,,,,,,,,,,,725eec81-0bc0-40af-8b85-2f3cb2e44c39,12,,,"[69.6, 75.4]",303451,0,,,,-0.56931317,,Right Foot,,,True,"[79.6, 69.0]",,Ground Pass,,11.872658,,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,From Kick Off,Sergi Roberto Carnicer,6379.0,Right Back,2,Barcelona,217,"['0cdb8da2-4fc2-4181-8d6a-8ff8dbe17964', '3657805c-4889-4016-b888-9c199df00a5a']",6,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:06.546,Pass,True,2019/2020
,,,,,,,,,,,,,,,,,,,1.248754,,,,,,,,,,,f2fd67fc-358d-4280-94b9-cafc6339007f,21,,,"[93.6, 68.0]",303451,0,,,,-2.1201708,,Left Foot,,,,"[84.6, 53.3]",,Ground Pass,,17.2363,,,,,Sergio Busquets i Burgos,5203.0,,,,,,1,From Kick Off,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,2,Barcelona,217,"['3c0c6ce2-575f-41d6-ba78-c35238da0971', '6e562362-5d88-4a52-8c02-1887fd19b17d']",12,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:12.915,Pass,True,2019/2020
,,,,,,,,,,,,,,,,,,,1.251712,,,,,,,,,,,a03d33e4-0feb-4d9a-930b-a8bac1fd87af,25,,,"[85.2, 54.3]",303451,0,,,,1.7952124,,Right Foot,,,,"[83.1, 63.5]",,Ground Pass,,9.436631,,,,,Ivan Rakitić,5470.0,,,,,,1,From Kick Off,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,2,Barcelona,217,['5fe4acfc-fdcd-4256-bc90-30266f53370c'],15,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:15.009,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,,1.376052,,,,,,,,,,,e9bf9740-42af-49b8-b446-d036aa360b12,28,,,"[83.3, 64.1]",303451,0,,,,0.8508069,,Right Foot,,,,"[94.0, 76.3]",,Ground Pass,,16.227446,,,,,Sergi Roberto Carnicer,6379.0,,,,,,1,From Kick Off,Ivan Rakitić,5470.0,Right Center Midfield,2,Barcelona,217,['b71f86c7-6899-430a-b9db-a5d44147c0b1'],16,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:16.977,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,,1.538181,,,,,,,,,,,385c006b-f29f-4a9c-a0aa-f18f2e7c0184,31,,,"[91.7, 76.4]",303451,0,,,,-2.7486715,,Right Foot,,,,"[76.5, 70.1]",,Ground Pass,,16.453875,,,,,Ivan Rakitić,5470.0,,,,,,1,From Kick Off,Sergi Roberto Carnicer,6379.0,Right Back,2,Barcelona,217,['682fc7c0-66b2-4120-8e22-71357b9ea2e9'],20,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:20.337,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,,2.240319,,,,,,,,,,,516bb82d-f564-4377-864f-f87c366f1ffa,34,,,"[70.5, 68.0]",303451,0,,,,-2.332247,,Right Foot,,,,"[54.2, 50.9]",,Ground Pass,,23.62414,,,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,From Kick Off,Ivan Rakitić,5470.0,Right Center Midfield,2,Barcelona,217,['617bce18-dca0-49ba-91f2-6a41a8c08356'],24,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:24.409,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,,1.610839,,,,,,,,,,,f43b7813-52f7-4a00-baaf-eff2b6a2d5ae,36,,,"[54.8, 49.2]",303451,0,,,,-1.4274023,,Right Foot,,,,"[57.5, 30.5]",,Ground Pass,,18.893915,,,,,Clément Lenglet,6826.0,,,,,,1,From Kick Off,Gerard Piqué Bernabéu,5213.0,Right Center Back,2,Barcelona,217,['4be72356-ecb0-4f63-94d5-921560f87650'],26,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:26.650,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,,0.940219,,,,,,,,,,,08fec7a3-04dd-494e-982c-a61660bf7d73,39,,,"[62.3, 26.7]",303451,0,,,,0.12554973,,Left Foot,,,,"[72.6, 28.0]",,Ground Pass,,10.381715,,,,,Frenkie de Jong,8118.0,,,,,,1,From Kick Off,Clément Lenglet,6826.0,Left Center Back,2,Barcelona,217,['6edbdbc4-2842-4a13-b5b1-6c7d1f98c573'],29,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:29.357,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,,1.305321,,,,,,,,,,,0c00d485-7368-40bb-9ffd-b88da41936fa,42,,,"[70.2, 20.3]",303451,0,,,,-0.9841769,,Right Foot,,,,"[81.3, 3.6]",,Ground Pass,,20.052431,,,,,Héctor Junior Firpo Adames,17304.0,,,,,,1,From Kick Off,Frenkie de Jong,8118.0,Left Center Midfield,2,Barcelona,217,['0872fa35-5b56-4858-9265-65446a9ebdfb'],31,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:31.910,Pass,,2019/2020
