50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,,,0.705783,,,,,,,,,,,a00b8599-40cf-466b-bdda-182014daefc1,46,,,"[78.7, 4.2]",303451,0,,,,2.2629406,,Left Foot,,,,"[72.4, 11.8]",,Ground Pass,,9.871676,,,,,Frenkie de Jong,8118.0,,,,,,1,From Kick Off,Héctor Junior Firpo Adames,17304.0,Left Back,2,Barcelona,217,['61e0e5dd-29c0-4a18-a3d5-db5e7e760d3f'],34,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:34.181,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,,0.839476,,,,,,,,,,,5fbd1545-417f-424d-bca8-cb346e692d7d,50,,,"[71.9, 13.2]",303451,0,,,,0.62548506,,Right Foot,,,,"[82.7, 21.0]",,Ground Pass,,13.322162,,,,,Luis Alberto Suárez Díaz,5246.0,,,,,,1,From Kick Off,Frenkie de Jong,8118.0,Left Center Midfield,2,Barcelona,217,"['5bbe5922-1086-429d-ba35-9e10e086ab5a', '8c85dca7-eceb-4e20-b2a2-7606406cfe84']",36,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:36.317,Pass,True,2019/2020
,,,,,,,,,,,,,,,,,,,0.074821,,,,,,,,,,,60bdf6be-0399-453e-b2aa-e5fcefafd719,54,,,"[84.4, 17.2]",303451,0,,,,-0.7853982,,Right Foot,,,,"[84.6, 17.0]",,Low Pass,,0.28284273,,,Incomplete,,Antoine Griezmann,5487.0,,,,,,1,From Kick Off,Luis Alberto Suárez Díaz,5246.0,Center Forward,2,Barcelona,217,"['15764124-8fa2-40f9-97ed-bbdbdefb8d7e', 'a19e54c7-1df1-44a1-a302-ceaa759b5890']",38,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:38.082,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,,1.330179,,,,,,,,,,,ae3cf151-41fb-44ba-8871-87e82af4371b,59,,,"[36.5, 55.8]",303451,0,,,,2.886968,,Right Foot,,,,"[29.2, 57.7]",,Ground Pass,,7.543209,,,,,Martin Valjent,24084.0,,,,,,1,Regular Play,Salvador Sevilla López,24072.0,Left Center Midfield,3,Mallorca,1043,['cab5aac6-1924-473c-a673-3e4ea1efb38d'],40,,,,,,,,,,,,,,,,,,,Mallorca,1043,00:00:40.204,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,,2.078061,,,,,,,,,,,f036709a-aa62-475b-a4ad-87585b625cf5,63,,,"[27.6, 59.3]",303451,0,,,,-2.2655346,,Left Foot,,,,"[9.1, 37.1]",,Ground Pass,,28.897924,,,,,Manuel Reina Rodríguez,24083.0,,,,,,1,Regular Play,Martin Valjent,24084.0,Right Center Back,3,Mallorca,1043,"['4369a9eb-2e6c-4ae2-b09f-f9006c44ed1d', '698fea77-a3ce-4f6e-b2f1-b6333bc3fbe0']",41,,,,,,,,,,,,,,,,,,,Mallorca,1043,00:00:41.574,Pass,True,2019/2020
,,,,,,,,,,,,,,,,,,,2.69616,,,,,,,,,,,0d5957e8-37a9-4c12-a681-bb112329327f,66,,,"[9.5, 37.0]",303451,0,,,,-0.2912684,,Right Foot,,,,"[58.2, 22.4]",,High Pass,,50.84142,,,Incomplete,,Daniel José Rodríguez Vázquez,24088.0,,,,,,1,Regular Play,Manuel Reina Rodríguez,24083.0,Goalkeeper,3,Mallorca,1043,"['4dd0cf7e-57e8-4b87-9e05-0637ecc70a9e', '92392aad-21ae-41fe-8ac8-800cf014cce2']",43,,,,,,,,,,,,,,,,,,,Mallorca,1043,00:00:43.692,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,,1.016756,,,,,,,,,,,515b9620-a4a4-487b-88db-c5aa3c7cc1a6,75,,,"[51.0, 69.9]",303451,0,,,,-2.938861,,Left Foot,,,,"[33.0, 66.2]",,Ground Pass,,18.376343,,,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,Regular Play,Sergi Roberto Carnicer,6379.0,Right Back,4,Barcelona,217,"['53d8a00b-c167-4f22-b243-4958343131d8', 'a077cb69-97e9-4dff-8eca-d0d5b91d2e71']",50,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:50.428,Pass,True,2019/2020
,,,,,,,,,,,,,,,,,,,1.736999,,,,,,,,,,,b245b433-d006-4802-95cf-1c70682e3c70,78,,,"[29.5, 62.3]",303451,0,,,,-1.4141945,,Right Foot,,,,"[35.2, 26.2]",,Ground Pass,,36.54723,,,,,Clément Lenglet,6826.0,,,,,,1,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,4,Barcelona,217,['c28caca5-1b3b-42b0-b291-29f344a1bd26'],53,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:53.651,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,,1.678455,,,,,,,,,,,99d1bdbe-0147-4c1e-aded-34bd275e7da5,81,,,"[49.9, 16.1]",303451,0,,,,-0.7628456,,Left Foot,,,,"[63.5, 3.1]",,Ground Pass,,18.813826,,,,,Héctor Junior Firpo Adames,17304.0,,,,,,1,Regular Play,Clément Lenglet,6826.0,Left Center Back,4,Barcelona,217,['aaa8f835-e651-4d14-9027-1e11ce01e75f'],58,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:58.559,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,,2.558067,,,,,,,,,,,10917c59-adc7-47f6-906f-a4d5d7fa5587,84,,,"[63.8, 3.6]",303451,1,,,,-3.1051505,,Left Foot,,,,"[44.6, 2.9]",,Low Pass,,19.212757,,,,,Frenkie de Jong,8118.0,,,,,,1,Regular Play,Héctor Junior Firpo Adames,17304.0,Left Back,4,Barcelona,217,"['3ff13dad-8852-4672-81e0-d2e883097736', 'c5f48da0-65b0-4458-8ebf-217afa866d97']",0,,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:00.237,Pass,True,2019/2020
,,,,,,,,,,,,,,,,,,,1.340391,,,,,,,,,,,0c9bad85-9f67-4928-a339-ce4cb8bb12c5,87,,,"[44.8, 2.5]",303451,1,,,,1.9495422,,Left Foot,,,,"[40.9, 12.3]",,Ground Pass,,10.547511,,,,,Clément Lenglet,6826.0,,,,,,1,Regular Play,Frenkie de Jong,8118.0,Left Center Midfield,4,Barcelona,217,['e09f08ee-1a71-4b71-bec9-48529802d25c'],4,,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:04.614,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,,1.652238,,,,,,,,,,,8b7b6dd8-99a1-4f93-b99b-5c4447e677c4,90,,,"[41.8, 19.4]",303451,1,,,,1.5561775,,Left Foot,,,,"[42.3, 53.6]",,Ground Pass,,34.203655,,,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,Regular Play,Clément Lenglet,6826.0,Left Center Back,4,Barcelona,217,['fb4ee45d-80ec-4767-b682-0b7dcac3c2f4'],7,,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:07.033,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,,0.67677,,,,,,,,,,,67a5b392-ebc1-49f9-a383-ab3fb4b4f2ed,93,,,"[56.1, 57.7]",303451,1,,,,0.726107,,Right Foot,,,,"[67.7, 68.0]",,Ground Pass,,15.5128975,,,Incomplete,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,4,Barcelona,217,"['50aa4704-3e22-485d-a61b-38309ada0466', 'a2a949b3-8452-4953-a38b-84f18a212779']",11,,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:11.821,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,,0.910073,,,,,,,,,,,960ff8ef-a628-4bbe-a9fd-df17857feae0,99,,,"[63.4, 64.3]",303451,1,,,,-0.42877802,,Right Foot,,,,"[70.4, 61.1]",,Low Pass,,7.6967525,,,,,Ivan Rakitić,5470.0,,,,,,1,Regular Play,Sergi Roberto Carnicer,6379.0,Right Back,4,Barcelona,217,"['6361fbe8-bfb5-44e1-bca6-9336db5160ad', '6a300830-8fdd-4733-bf89-b7a8200d06f5']",14,,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:14.284,Pass,True,2019/2020
,,,,,,,,,,,,,,,,,,,0.703071,,,,,,,,,,,3658c9d2-550a-45bc-92ee-0c47721f82bd,101,,,"[70.6, 60.5]",303451,1,,,,-1.6614562,,Right Foot,,,,"[69.8, 51.7]",,Ground Pass,,8.836288,,,,,Sergio Busquets i Burgos,5203.0,,,,,,1,Regular Play,Ivan Rakitić,5470.0,Right Center Midfield,4,Barcelona,217,['4cbbdcaa-60d5-43aa-a17d-8a652cdc4fde'],15,,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:15.194,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,,0.633926,,,,,,,,,,,dbe1cfde-c27f-4645-bc0e-a9ddb10a1366,105,,,"[74.6, 52.5]",303451,1,,,,0.12161902,,Right Foot,,,,"[83.6, 53.6]",,Ground Pass,,9.066973,,,,,Luis Alberto Suárez Díaz,5246.0,,,,,,1,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,4,Barcelona,217,['499ad4ed-11c4-461d-b92c-67976ef4cfe2'],17,,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:17.133,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,,1.29906,,,,,,,,,,,d31a196d-0243-439b-aa2f-5bf25aef884f,107,,,"[83.8, 53.6]",303451,1,,,,1.6347485,,Left Foot,,,,"[82.5, 73.9]",,Ground Pass,,20.341583,,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,Regular Play,Luis Alberto Suárez Díaz,5246.0,Center Forward,4,Barcelona,217,['00e9db81-f356-4325-bac3-81e8a4654cc7'],17,,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:17.767,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,,0.339758,,,,,,,,,,,f0f85869-c029-4cd9-91b4-fb62a54c1e48,110,,,"[90.9, 60.9]",303451,1,,,,-0.6883588,,Left Foot,,,,"[97.1, 55.8]",,Ground Pass,,8.028076,,,Incomplete,,Luis Alberto Suárez Díaz,5246.0,,,Through Ball,True,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,4,Barcelona,217,"['8e93706d-692f-4b96-a925-fe434e5d9a8c', 'b4e99577-f286-4ec4-b7a9-9d7352bcbc35']",22,,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:22.235,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,,0.564196,,,,,,,,,,,81a68d69-3147-4046-8601-d0c922f40d07,115,,,"[23.0, 24.6]",303451,1,,,,-1.0954534,,Right Foot,,,,"[26.5, 17.8]",,Ground Pass,,7.6478753,,,,,Daniel José Rodríguez Vázquez,24088.0,,,,,,1,Regular Play,Salvador Sevilla López,24072.0,Left Center Midfield,5,Mallorca,1043,"['4193937f-1dc1-42c7-afeb-921e7371880e', 'd496920a-bfbb-46b5-bf92-994f53d8e2e5']",23,,,,,,,,,,,,,,,,,,,Mallorca,1043,00:01:23.488,Pass,True,2019/2020
,,,,,,,,,,,,,,,,,,,0.876822,,,,,,,,,,,0acc896a-9b6f-4e96-9292-d4eaaee1f409,118,,,"[27.6, 17.8]",303451,1,,,,0.98279375,,Right Foot,,,,"[33.8, 27.1]",,Ground Pass,,11.177209,,,,,Aleix Febas Pérez,23986.0,,,,,,1,Regular Play,Daniel José Rodríguez Vázquez,24088.0,Left Midfield,5,Mallorca,1043,['c218761a-147e-4b02-96ab-b09d9a5c0b18'],25,,,,,,,,,,,,,,,,,,,Mallorca,1043,00:01:25.108,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,,2.278185,,,,,,,,,,,c101520b-86c5-4439-9b4d-6306a431013a,121,,,"[40.6, 28.1]",303451,1,,,,-0.91642606,,Right Foot,,,,"[57.4, 6.2]",,Ground Pass,,27.601631,,,,,Ante Budimir,8654.0,,,,,,1,Regular Play,Aleix Febas Pérez,23986.0,Right Center Forward,5,Mallorca,1043,['c8160a95-564e-46da-9736-61a01ee5d4d8'],26,,,,,,,,,,,,,,,,,,,Mallorca,1043,00:01:26.824,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,,1.050469,,,,,,,,,,,1dfd6924-ed98-403a-846d-fd3f72c84708,126,,,"[65.6, 4.5]",303451,1,,,,3.0543149,,Left Foot,,,,"[49.6, 5.9]",,Ground Pass,,16.061132,,,,,Joan Sastre Vanrell,24089.0,,,,,,1,Regular Play,Ante Budimir,8654.0,Left Center Forward,5,Mallorca,1043,"['a9c74fa0-97c0-48c9-b772-989c32676a00', 'd7fa3e46-851b-492e-bef6-2ef53bd3ab9e']",32,,,,,,,,,,,,,,,,,,,Mallorca,1043,00:01:32.481,Pass,True,2019/2020
,,,,,,,,,,,,,,,,,,,0.972241,,,,,,,,,,,92f61623-868a-4741-ba95-784d56432fcc,130,,,"[45.2, 5.9]",303451,1,,,,1.19029,,Right Foot,,,,"[50.4, 18.9]",,Ground Pass,,14.001429,,,,,Salvador Sevilla López,24072.0,,,,,,1,Regular Play,Joan Sastre Vanrell,24089.0,Left Back,5,Mallorca,1043,"['01d058ff-b2c8-4bcb-a89b-208a826f712d', '56dc264c-022e-4e5e-8f03-24deb84b9320']",34,,,,,,,,,,,,,,,,,,,Mallorca,1043,00:01:34.444,Pass,True,2019/2020
