50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,1.9541,,,,,,,,,,,,,,,e9007d71-e66c-440d-a8f7-73c98f7a7e75,3234,,,"[65.6, 31.1]",266770,79,,,,-0.82704073,,Left Foot,,,"[77.1, 18.6]",,Ground Pass,,16.985289,,,,,Sergi Roberto Carnicer,6379.0,,,,,,2,Regular Play,Jordi Alba Ramos,5211.0,Left Center Back,171,Barcelona,217,['bc9f8b76-7765-4853-b013-24d0b3406e73'],22,,,,,,,,,,,,,,,,,,Barcelona,217,00:34:22.053,Pass,,2014/2015
,,,,,,,,,,,,,,,,1.9818,,,,,,,,,,,,,,,0b198a59-45df-4eb7-ac11-3a714af67bc0,3237,,,"[88.7, 20.5]",266770,79,,,,-0.8428063,,Right Foot,,,"[101.0, 6.7]",,Ground Pass,,18.48594,,,,,Jérémy Mathieu,10609.0,,,,,,2,Regular Play,Sergi Roberto Carnicer,6379.0,Left Center Midfield,171,Barcelona,217,['57b3e34d-0085-4f70-9da7-afdbaca53ff1'],25,,,,,,,,,,,,,,,,,,Barcelona,217,00:34:25.505,Pass,,2014/2015
,,,,,,,,,,,,,,,,0.8865,,,,,,,,,,,,,,,019590df-6b74-444f-9379-080879986d25,3240,,,"[98.0, 8.2]",266770,79,,,,2.4740136,,Left Foot,,,"[84.3, 19.0]",,Ground Pass,,17.445057,,,,,Sergi Roberto Carnicer,6379.0,,,,,,2,Regular Play,Jérémy Mathieu,10609.0,Left Back,171,Barcelona,217,['557243da-56f7-41ed-9c37-b7d67763d1ee'],28,,,,,,,,,,,,,,,,,,Barcelona,217,00:34:28.453,Pass,,2014/2015
,,,,,,,,,,,,,,,,1.594971,,,,,,,,,,,,,,,5ece30f2-c71a-4b3e-b3d4-a4b9e0c1f6c0,3243,,,"[83.4, 19.6]",266770,79,,,,2.6212373,,Right Foot,,,"[74.5, 24.7]",,Ground Pass,,10.25768,,,,,Jordi Alba Ramos,5211.0,,,,,,2,Regular Play,Sergi Roberto Carnicer,6379.0,Left Center Midfield,171,Barcelona,217,['7ee9afd2-9258-4332-bed9-7056c12d9467'],30,,,,,,,,,,,,,,,,,,Barcelona,217,00:34:30.702,Pass,,2014/2015
,,,,,,,,,,,,,,,,2.2322,,,,,,,,,,,,,,,df7a9b7b-e4a1-413f-a276-f9fda72f3a07,3245,,,"[73.5, 24.7]",266770,79,,,,2.0530899,,Left Foot,,,"[64.6, 41.7]",,Ground Pass,,19.188799,,,,,Javier Alejandro Mascherano,5506.0,,,,,,2,Regular Play,Jordi Alba Ramos,5211.0,Left Center Back,171,Barcelona,217,['56ca9eb9-3bd8-4037-a199-ead1aa8869d0'],32,,,,,,,,,,,,,,,,,,Barcelona,217,00:34:32.297,Pass,,2014/2015
,,,,,,,,,,,,,,,,1.848199,,,,,,,,,,,,,,,4fb1358c-12d6-48ac-8665-6df9a889cee7,3248,,,"[63.9, 44.0]",266770,79,,,,0.82205653,,Right Foot,,,"[83.6, 65.2]",,Ground Pass,,28.940111,,,,,Daniel Alves da Silva,4324.0,,,,,,2,Regular Play,Javier Alejandro Mascherano,5506.0,Right Center Back,171,Barcelona,217,['d29e85f5-94f0-42ed-a34c-8d5ae731f103'],34,,,,,,,,,,,,,,,,,,Barcelona,217,00:34:34.981,Pass,,2014/2015
,,,,,,,,,,,,,,,,1.309075,,,,,,,,,,,,,,,07706f54-2e77-4e67-b405-26ecdd660c9d,3250,,,"[83.8, 65.2]",266770,79,,,,-1.9714208,,Right Foot,,,"[80.2, 56.7]",,Low Pass,,9.2309265,,,,,Xavier Hernández Creus,20131.0,,,,,,2,Regular Play,Daniel Alves da Silva,4324.0,Right Back,171,Barcelona,217,['33d5f3f7-edad-4d1b-b164-1640766c24f8'],36,,,,,,,,,,,,,,,,,,Barcelona,217,00:34:36.829,Pass,,2014/2015
,,,,,,,,,,,,,,,,2.6441,,,,,,,,,,,,,,,b587efd4-e0d3-48aa-8d52-ea035daa1ad9,3253,,,"[80.7, 57.4]",266770,79,,,,-1.3911225,,Right Foot,,,"[89.6, 8.4]",,High Pass,,49.80171,,,,,Jérémy Mathieu,10609.0,,True,,,,2,Regular Play,Xavier Hernández Creus,20131.0,Right Center Midfield,171,Barcelona,217,['2844a780-6856-403c-a61b-87374684b99b'],39,,,,,,,,,,,,,,,,,,Barcelona,217,00:34:39.545,Pass,,2014/2015
,,,,,,,,,,,,,,,,1.3853,,,,,,,,,,,,,,,4cdf1d71-53f3-482c-89e8-d361a752a1fc,3256,,,"[88.9, 8.0]",266770,79,,,,2.2666144,,Left Foot,,,"[81.3, 17.1]",,Ground Pass,,11.856222,,,,,Sergi Roberto Carnicer,6379.0,,,,,,2,Regular Play,Jérémy Mathieu,10609.0,Left Back,171,Barcelona,217,['ad3432f9-9b9c-471d-a793-fc01faeed3fb'],43,,,,,,,,,,,,,,,,,,Barcelona,217,00:34:43.975,Pass,,2014/2015
,,,,,,,,,,,,,,,,1.1108,,,,,,,,,,,,,,,b4166162-b7e4-451e-8abc-a70e1b674e0a,3259,,,"[80.9, 17.5]",266770,79,,,,2.0626056,,Right Foot,,,"[74.9, 28.7]",,Ground Pass,,12.705904,,,,,Ivan Rakitić,5470.0,,,,,,2,Regular Play,Sergi Roberto Carnicer,6379.0,Left Center Midfield,171,Barcelona,217,['d6eb501d-3810-49aa-b898-b4d626ec680b'],45,,,,,,,,,,,,,,,,,,Barcelona,217,00:34:45.995,Pass,,2014/2015
,,,,,,,,,,,,,,,,1.0986,,,,,,,,,,,,,,,53059a39-fe93-4d27-ab7e-275efb0a8d8f,3261,,,"[74.9, 29.0]",266770,79,,,,-2.6105626,,Right Foot,,,"[68.6, 25.3]",,Ground Pass,,7.306162,,,,,Jordi Alba Ramos,5211.0,,,,,,2,Regular Play,Ivan Rakitić,5470.0,Center Defensive Midfield,171,Barcelona,217,['0bd98df6-6253-4986-ae52-7536a71b685c'],47,,,,,,,,,,,,,,,,,,Barcelona,217,00:34:47.106,Pass,,2014/2015
,,,,,,,,,,,,,,,,1.0716,,,,,,,,,,,,,,,6d46b680-b7ae-43ab-920a-e4fcffc0fb29,3263,,,"[69.0, 26.6]",266770,79,,,,1.7454685,,Left Foot,,,"[66.0, 43.6]",,Ground Pass,,17.262676,,,,,Javier Alejandro Mascherano,5506.0,,,,,,2,Regular Play,Jordi Alba Ramos,5211.0,Left Center Back,171,Barcelona,217,['23208593-c9a9-485a-bd9b-bb65f3f7a83c'],48,,,,,,,,,,,,,,,,,,Barcelona,217,00:34:48.205,Pass,,2014/2015
,,,,,,,,,,,,,,,,1.782299,,,,,,,,,,,,,,,bd1372c6-f1f5-4cf0-b528-b2089f8f4b2c,3265,,,"[65.0, 44.8]",266770,79,,,,0.36717382,,Right Foot,,,"[83.2, 51.8]",,Ground Pass,,19.499744,,,,,Xavier Hernández Creus,20131.0,,,,,,2,Regular Play,Javier Alejandro Mascherano,5506.0,Right Center Back,171,Barcelona,217,['8575f78e-db62-41bc-b085-63ac233aafcd'],49,,,,,,,,,,,,,,,,,,Barcelona,217,00:34:49.276,Pass,,2014/2015
,,,,,,,,,,,,,,,,2.1511,,,,,,,,,,,,,,,a9df2684-40d0-42ca-9b78-f6b56c5d6c34,3268,,,"[83.0, 51.8]",266770,79,,,,0.8516518,,Right Foot,,,"[102.7, 74.3]",,Ground Pass,,29.905518,,,,,Daniel Alves da Silva,4324.0,,,,,,2,Regular Play,Xavier Hernández Creus,20131.0,Right Center Midfield,171,Barcelona,217,['86a592a0-085d-463b-bc30-ee28b45019bd'],53,,,,,,,,,,,,,,,,,,Barcelona,217,00:34:53.662,Pass,,2014/2015
,,,,,,,,,,,,,,,,2.013958,,,,,,,,,,,,,,,7d2599cd-5e51-4942-b294-385f0d6455b1,3271,,,"[106.1, 73.3]",266770,79,,,,-2.8320532,,Right Foot,,,"[83.9, 66.2]",,Ground Pass,,23.307724,,,,,Xavier Hernández Creus,20131.0,,,,,,2,Regular Play,Daniel Alves da Silva,4324.0,Right Back,171,Barcelona,217,['774b5aff-1fea-47d2-8c8c-cf58770d375e'],57,,,,,,,,,,,,,,,,,,Barcelona,217,00:34:57.453,Pass,,2014/2015
,,,,,,,,,,,,,,,,1.6486,,,,,,,,,,,,,,,29b5580e-dbd2-4b53-892e-063d5edbfd31,3274,,,"[83.0, 66.2]",266770,80,,,,-1.5707964,,Right Foot,,,"[83.0, 43.1]",,Ground Pass,,23.1,,,,,Sergi Roberto Carnicer,6379.0,,,,,,2,Regular Play,Xavier Hernández Creus,20131.0,Right Center Midfield,171,Barcelona,217,['b44a9bc1-fa3d-41de-b929-5a3ad2b5dd5b'],1,,,,,,,,,,,,,,,,,,Barcelona,217,00:35:01.638,Pass,,2014/2015
,,,,,,,,,,,,,,,,0.9105,,,,,,,,,,,,,,,c0e746b4-821c-4afe-a8ee-164c77bdb636,3276,,,"[82.8, 42.9]",266770,80,,,,-2.8073945,,Right Foot,,,"[75.6, 40.4]",,Ground Pass,,7.62168,,,,,Ivan Rakitić,5470.0,,,,,,2,Regular Play,Sergi Roberto Carnicer,6379.0,Left Center Midfield,171,Barcelona,217,['b8e10ec8-bdc7-4637-b762-21d98029933e'],3,,,,,,,,,,,,,,,,,,Barcelona,217,00:35:03.286,Pass,,2014/2015
,,,,,,,,,,,,,,,,2.2103,,,,,,,,,,,,,,,f7e0959c-5e26-460e-91e5-0dd1b2f679b2,3279,,,"[76.4, 40.4]",266770,80,,,,0.36019313,,Right Foot,,,"[107.2, 52.0]",,High Pass,,32.912003,,,Pass Offside,,Daniel Alves da Silva,4324.0,,,,,,2,Regular Play,Ivan Rakitić,5470.0,Center Defensive Midfield,171,Barcelona,217,['e1651e41-b528-4b77-8a99-e6da2ae7b9fb'],5,,,,,,,,,,,,,,,,,,Barcelona,217,00:35:05.018,Pass,,2014/2015
,,,,,,,,,,,,,,,,3.119099,,,,,,,,,,,,,,,2365ade4-e9cb-4262-8c8c-c00905855a3f,3281,,,"[15.1, 29.2]",266770,80,True,,,-0.08189576,,Right Foot,,,"[88.2, 23.2]",,High Pass,,73.345825,,,Incomplete,,,,,,,,Free Kick,2,From Free Kick,Jesús Fernández Collado,27240.0,Goalkeeper,172,Levante UD,221,['fdb0f6fa-f593-4ba0-9e1b-0cdbb1c1e418'],35,,,,,,,,,,,,,,,,,,Levante UD,221,00:35:35.599,Pass,,2014/2015
,,,,,,,,,,,,,,,,1.5066,,,,,,,,,,,,,,,3c5ed668-6fe8-46a4-aeb3-9d3203d4c68f,3283,,,"[32.8, 57.8]",266770,80,,,,-2.167973,,Right Foot,,,"[26.0, 47.8]",,Ground Pass,,12.092973,,,,,Jordi Alba Ramos,5211.0,,,,,,2,Regular Play,Ivan Rakitić,5470.0,Center Defensive Midfield,173,Barcelona,217,['108c7923-2a04-4005-9574-b95634064266'],39,,,,,,,,,,,,,,,,,,Barcelona,217,00:35:39.664,Pass,,2014/2015
,,,,,,,,,,,,,,,,3.6186,,,,,,,,,,,,,,,87c633a5-ba07-4095-a676-1a073e55991e,3286,,,"[25.6, 41.7]",266770,80,,,,-0.7694251,,Left Foot,,,"[57.4, 10.9]",,Low Pass,,44.27053,,,,,Jérémy Mathieu,10609.0,,,,,,2,Regular Play,Jordi Alba Ramos,5211.0,Left Center Back,173,Barcelona,217,['72b40c1f-4f6a-44c9-8753-44e57a1c651b'],42,,,,,,,,,,,,,,,,,,Barcelona,217,00:35:42.845,Pass,,2014/2015
,,,,,,,,,,,,,,,,2.2713,,,,,,,,,,,,,,,a2aae423-3ad8-422f-81f6-d5519c71b0f2,3289,,,"[74.7, 8.8]",266770,80,,,,1.3492675,,Left Foot,,,"[87.2, 64.3]",,High Pass,,56.890244,,,,,Pedro Eliezer Rodríguez Ledesma,3958.0,,True,,,,2,Regular Play,Jérémy Mathieu,10609.0,Left Back,173,Barcelona,217,['332cd9c8-838a-4d70-9b75-2a4c975a6c09'],49,,,,,,,,,,,,,,,,,,Barcelona,217,00:35:49.459,Pass,,2014/2015
,,,,,,,,,,,,,,,,1.2671,,,,,,,,,,,,,,,631dc823-c481-4633-9f8c-0f818ad2b51d,3292,,,"[88.5, 60.9]",266770,80,,,,-2.3421109,,Right Foot,,,"[81.5, 53.7]",,Ground Pass,,10.041912,,,,,Xavier Hernández Creus,20131.0,,,,,,2,Regular Play,Pedro Eliezer Rodríguez Ledesma,3958.0,Right Wing,173,Barcelona,217,['9dc03945-1ee9-4b18-a943-afbce9116b04'],52,,,,,,,,,,,,,,,,,,Barcelona,217,00:35:52.990,Pass,,2014/2015
,,,,,,,,,,,,,,,,2.0036,,,,,,,,,,,,,,,e608d115-7d90-4b73-bd01-6f98571fd268,3295,,,"[81.5, 53.5]",266770,80,,,,-0.6473388,,Left Foot,,,"[110.6, 31.5]",,High Pass,,36.48027,,,,,Jérémy Mathieu,10609.0,,,Through Ball,True,,2,Regular Play,Xavier Hernández Creus,20131.0,Right Center Midfield,173,Barcelona,217,['64deb639-a434-4094-bd4c-02712df2973f'],55,,,,,,,,,,,,,,,,,,Barcelona,217,00:35:55.417,Pass,,2014/2015
,,,,,,,,,,,,,,,,1.56518,,,,,,,,,,,,,,,8b7c0e9a-719f-4255-a4e9-ceaddef300fc,3297,,,"[110.6, 31.5]",266770,80,,,,1.0855694,,Head,,,"[119.3, 48.0]",,High Pass,,18.65315,,,Out,,Pedro Eliezer Rodríguez Ledesma,3958.0,,,,,,2,Regular Play,Jérémy Mathieu,10609.0,Left Back,173,Barcelona,217,['1208fabb-6bc5-4302-ad09-6acde7904d47'],57,,,,,,,,,,,,,,,,,,Barcelona,217,00:35:57.421,Pass,,2014/2015
,,,,,,,,,,,,,,,,5.2364,,,,,,,,,,,,,,,109357dd-a5f7-4e5c-95ab-b5375c9c618c,3299,,,"[7.0, 37.0]",266770,81,True,,,-0.019432183,,Left Foot,,,"[63.6, 35.9]",,High Pass,,56.610687,,,Incomplete,,Víctor Casadesús Castaño,23791.0,,,,,Goal Kick,2,From Goal Kick,Jesús Fernández Collado,27240.0,Goalkeeper,174,Levante UD,221,"['19236658-f9a3-4228-b05e-88cf5b2f7f77', 'dd0493ff-502f-439f-95ab-3e3bdcd7f1af']",19,,,,,,,,,,,,,,,,,,Levante UD,221,00:36:19.709,Pass,,2014/2015
,,,,,,,,,,,,,,,,1.667683,,,,,,,,,,,,,,,dd0493ff-502f-439f-95ab-3e3bdcd7f1af,3302,,,"[57.4, 45.1]",266770,81,,,True,2.8486803,,,,,"[44.8, 48.9]",,High Pass,,13.160547,,,Incomplete,,,,,,,,Recovery,2,From Goal Kick,Sergi Roberto Carnicer,6379.0,Left Center Midfield,174,Levante UD,221,"['109357dd-a5f7-4e5c-95ab-b5375c9c618c', '31feb2b5-963a-48b0-a921-016f7bbe3b63', '676269c0-299f-4c47-87f4-5bf0c17ba500']",24,,,,,,,,,,,,,,,,,,Barcelona,217,00:36:24.945,Pass,True,2014/2015
,,,,,,,,,,,,,,,,2.14793,,,,,,,,,,,,,,,79bc135c-1a81-4174-b7c5-3a518bacb6f8,3306,,,"[82.7, 43.1]",266770,81,,,,2.0921488,,Left Foot,,,"[71.5, 62.6]",,Ground Pass,,22.487553,,,,,Pedro López Muñoz,6787.0,,,,,,2,From Goal Kick,Rubén García Santos,23943.0,Right Midfield,174,Levante UD,221,['49952b57-3192-44e3-ac51-c34cf002a041'],30,,,,,,,,,,,,,,,,,,Levante UD,221,00:36:30.691,Pass,,2014/2015
,,,,,,,,,,,,,,,,0.761489,,,,,,,,,,,,,,,2e075184-3ef0-4f4f-98c1-0529a4b46c73,3309,,,"[71.5, 62.6]",266770,81,,,,-1.2393998,,Left Foot,,,"[74.7, 53.3]",,Ground Pass,,9.835141,,,,,Mohamed Lamine Sissoko Gillan,23382.0,,,,,,2,From Goal Kick,Pedro López Muñoz,6787.0,Right Back,174,Levante UD,221,['6921d21b-383c-4caf-8ee7-4e5ecfdf8dde'],35,,,,,,,,,,,,,,,,,,Levante UD,221,00:36:35.312,Pass,,2014/2015
,,,,,,,,,,,,,,,,2.226129,,,,,,,,,,,,,,,717f9a5f-19cc-4a1f-8952-ef9e144d5ff2,3312,,,"[67.7, 43.1]",266770,81,,,,-1.8345358,,Right Foot,,,"[58.6, 9.4]",,Ground Pass,,34.90702,,,,,Antonio García Aranda,6784.0,,,,,,2,From Goal Kick,Mohamed Lamine Sissoko Gillan,23382.0,Right Center Midfield,174,Levante UD,221,['b00354af-8714-4aad-b6a7-7b84800afb5b'],39,,,,,,,,,,,,,,,,,,Levante UD,221,00:36:39.056,Pass,,2014/2015
,,,,,,,,,,,,,,,,0.367,,,,,,,,,,,,,,,c0a96ed9-4f92-4fed-b1be-2511a827d58c,3315,,,"[67.0, 12.2]",266770,81,,,,-0.2536741,,Left Foot,,,"[75.1, 10.1]",,Ground Pass,,8.367795,,,Incomplete,,Mohamed Lamine Sissoko Gillan,23382.0,,,,,,2,From Goal Kick,Antonio García Aranda,6784.0,Left Back,174,Levante UD,221,"['cf978ff1-110f-4aaa-83f3-9cd5e7b4ba87', 'e4f62d87-9054-4a5f-9be3-435cd20fef01']",45,,,,,,,,,,,,,,,,,,Levante UD,221,00:36:45.008,Pass,,2014/2015
,,,,,,,,,,,,,,,,0.861435,,,,,,,,,,,,,,,3be84ad8-8696-4550-a5c8-113a3da230cb,3318,,,"[72.5, 1.0]",266770,81,,,,1.419951,,,,,"[74.4, 13.5]",,Low Pass,,12.643576,,,,,Mohamed Lamine Sissoko Gillan,23382.0,,,,,Throw-in,2,From Throw In,Antonio García Aranda,6784.0,Left Back,175,Levante UD,221,['25a09ee6-b63c-4b56-88b0-7bd11bb5e9ab'],57,,,,,,,,,,,,,,,,,,Levante UD,221,00:36:57.516,Pass,,2014/2015
,,,,,,,,,,,,,,,,0.434332,,,,,,,,,,,,,,,93d676e3-6344-4a6d-9d29-6c0d3dcb878e,3321,,,"[74.4, 13.5]",266770,81,,,,-2.0980833,,Right Foot,,,"[69.8, 5.6]",,Ground Pass,,9.141663,,,,,Antonio García Aranda,6784.0,,,,,,2,From Throw In,Mohamed Lamine Sissoko Gillan,23382.0,Right Center Midfield,175,Levante UD,221,['e0d076e8-eac5-4777-b80e-3150a28c3c58'],58,,,,,,,,,,,,,,,,,,Levante UD,221,00:36:58.418,Pass,,2014/2015
,,,,,,,,,,,,,,,,0.4066,,,,,,,,,,,,,,,aecc751d-4dd8-4dc7-a67c-261ee567a8a0,3324,,,"[69.8, 5.4]",266770,81,,,,0.19448012,,Left Foot,,,"[76.4, 6.7]",,Low Pass,,6.726812,,,Incomplete,,Andreas Ivanschitz,20494.0,,,,,,2,From Throw In,Antonio García Aranda,6784.0,Left Back,175,Levante UD,221,"['0bcd5913-39e5-46a5-8590-74bbbf4ca8e5', 'e938cf8a-23db-4fcd-957c-af14a173ef13']",59,,,,,,,,,,,,,,,,,,Levante UD,221,00:36:59.971,Pass,,2014/2015
,,,,,,,,,,,,,,,,1.217282,,,,,,,,,,,,,,,8e40e320-d2b9-48ad-9541-3be081cf402a,3327,,,"[78.3, 1.0]",266770,82,,,,1.3828984,,,,,"[81.0, 15.2]",,High Pass,,14.4544115,,,,,Víctor Casadesús Castaño,23791.0,,,,,Throw-in,2,From Throw In,Antonio García Aranda,6784.0,Left Back,176,Levante UD,221,['ece2bcc1-f592-40b8-b4f9-2232a17bec38'],7,,,,,,,,,,,,,,,,,,Levante UD,221,00:37:07.802,Pass,,2014/2015
,,,,,,,,,,,,,,,,1.168325,,,,,,,,,,,,,,,6f316dab-94bc-4f36-ae92-219cfc5b639d,3330,,,"[81.0, 15.2]",266770,82,,,,-3.014825,,Right Foot,,,"[70.8, 13.9]",,Low Pass,,10.28251,,,,,Andreas Ivanschitz,20494.0,,,,,,2,From Throw In,Víctor Casadesús Castaño,23791.0,Center Forward,176,Levante UD,221,['5cac50ab-58dc-46be-bf8e-c60ce81954b6'],9,,,,,,,,,,,,,,,,,,Levante UD,221,00:37:09.059,Pass,,2014/2015
,,,,,,,,,,,,,,,,1.78688,,,,,,,,,,,,,,,13e6e67d-08a2-41c0-9101-4f581d070883,3333,,,"[70.6, 14.1]",266770,82,,,,2.4254348,,Left Foot,,,"[46.7, 34.9]",,Ground Pass,,31.683592,,,,,Héctor Rodas Ramírez,24860.0,,,,,,2,From Throw In,Andreas Ivanschitz,20494.0,Left Midfield,176,Levante UD,221,['0dae4997-8fdb-4079-9286-b9a4bc0f726f'],10,,,,,,,,,,,,,,,,,,Levante UD,221,00:37:10.909,Pass,,2014/2015
,,,,,,,,,,,,,,,,1.556018,,,,,,,,,,,,,,,97d7f36b-8fd9-4f1b-9850-02f203124bf4,3336,,,"[46.7, 34.9]",266770,82,,,,1.0382922,,Right Foot,,,"[63.2, 62.9]",,Ground Pass,,32.5,,,,,Pedro López Muñoz,6787.0,,,,,,2,From Throw In,Héctor Rodas Ramírez,24860.0,Right Center Back,176,Levante UD,221,['2f5625f1-f765-48dc-8e33-76879025ac26'],13,,,,,,,,,,,,,,,,,,Levante UD,221,00:37:13.837,Pass,,2014/2015
,,,,,,,,,,,,,,,,1.059179,,,,,,,,,,,,,,,b9c77298-052a-410d-9828-7c05d9bbc68f,3339,,,"[67.3, 63.9]",266770,82,,,,1.0533086,,Right Foot,,,"[74.7, 76.9]",,Ground Pass,,14.95861,,,,,Rubén García Santos,23943.0,,,,,,2,From Throw In,Pedro López Muñoz,6787.0,Right Back,176,Levante UD,221,['ca0ab146-f4da-4ba4-af68-adc7784e7318'],17,,,,,,,,,,,,,,,,,,Levante UD,221,00:37:17.346,Pass,,2014/2015
,,,,,,,,,,,,,,,,1.226061,,,,,,,,,,,,,,,18c75dc9-b074-4f91-bde4-e8825c7307b9,3342,,,"[71.3, 69.4]",266770,82,,,,-3.0648208,,Left Foot,,,"[58.3, 68.4]",,Ground Pass,,13.038404,,,,,Pedro López Muñoz,6787.0,,,,,,2,From Throw In,Rubén García Santos,23943.0,Right Midfield,176,Levante UD,221,['36771ab1-1893-4ea9-9699-a38f60dd0818'],20,,,,,,,,,,,,,,,,,,Levante UD,221,00:37:20.396,Pass,,2014/2015
,,,,,,,,,,,,,,,,1.723824,,,,,,,,,,,,,,,bd25f6fd-ea77-45f3-b45d-954bebb87c59,3346,,,"[59.8, 69.2]",266770,82,,,,-2.4473696,,Right Foot,,,"[40.7, 53.3]",,Ground Pass,,24.851961,,,,,Héctor Rodas Ramírez,24860.0,,,,,,2,From Throw In,Pedro López Muñoz,6787.0,Right Back,176,Levante UD,221,"['735d351f-5e90-4101-931d-12536809d6d2', 'cb3b8738-0ddf-485b-80bb-795bb4d785bc']",22,,,,,,,,,,,,,,,,,,Levante UD,221,00:37:22.319,Pass,True,2014/2015
,,,,,,,,,,,,,,,,1.336869,,,,,,,,,,,,,,,f4537ec0-2144-4541-821a-96aead760429,3349,,,"[40.7, 53.3]",266770,82,,,,-1.5707964,,Right Foot,,,"[40.7, 30.9]",,Ground Pass,,22.4,,,,,Víctor Camarasa Ferrando,6659.0,,,,,,2,From Throw In,Héctor Rodas Ramírez,24860.0,Right Center Back,176,Levante UD,221,['e3d6b8db-075c-406f-8157-b4a9fbe844ad'],25,,,,,,,,,,,,,,,,,,Levante UD,221,00:37:25.448,Pass,,2014/2015
,,,,,,,,,,,,,,,,2.650228,,,,,,,,,,,,,,,bdd672a4-e93e-411e-a8de-cfeb9d85c023,3352,,,"[42.2, 29.6]",266770,82,,,,1.1212674,,Right Foot,,,"[65.6, 78.1]",,High Pass,,53.849884,,,,,Pedro López Muñoz,6787.0,,True,,,,2,From Throw In,Víctor Camarasa Ferrando,6659.0,Left Center Back,176,Levante UD,221,['afcc8306-344f-4b3d-89a0-f977386d3ed1'],30,,,,,,,,,,,,,,,,,,Levante UD,221,00:37:30.373,Pass,,2014/2015
,,,,,,,,,,,,,,,,1.875476,,,,,,,,,,,,,,,d4974caf-8518-43b4-99b2-e62faca2d6e2,3355,,,"[65.6, 78.1]",266770,82,,,,-2.406153,,Right Foot,,,"[53.0, 66.7]",,Ground Pass,,16.991762,,,,,Mohamed Lamine Sissoko Gillan,23382.0,,,,,,2,From Throw In,Pedro López Muñoz,6787.0,Right Back,176,Levante UD,221,['188e9812-5807-4f37-8cc6-bff50dc3bdfc'],33,,,,,,,,,,,,,,,,,,Levante UD,221,00:37:33.143,Pass,,2014/2015
,,,,,,,,,,,,,,,,1.636381,,,,,,,,,,,,,,,8e5005c3-aa21-4f52-8cf7-4a04125ea5c6,3358,,,"[60.3, 67.3]",266770,82,,,,-2.3799188,,Right Foot,,,"[45.2, 52.9]",,Ground Pass,,20.865522,,,,,Héctor Rodas Ramírez,24860.0,,,,,,2,From Throw In,Mohamed Lamine Sissoko Gillan,23382.0,Right Center Midfield,176,Levante UD,221,['32cdaa7a-baff-480c-8d59-0e87f0223cd7'],37,,,,,,,,,,,,,,,,,,Levante UD,221,00:37:37.838,Pass,,2014/2015
,,,,,,,,,,,,,,,,1.200887,,,,,,,,,,,,,,,a2a62145-0b26-484d-be71-9a12e747c417,3361,,,"[45.2, 52.9]",266770,82,,,,1.1011964,,Right Foot,,,"[55.4, 73.0]",,Ground Pass,,22.539965,,,,,Simão Mate,27122.0,,,,,,2,From Throw In,Héctor Rodas Ramírez,24860.0,Right Center Back,176,Levante UD,221,['5455acc9-0a3b-4679-b7e4-2c7fe61160b6'],41,,,,,,,,,,,,,,,,,,Levante UD,221,00:37:41.946,Pass,,2014/2015
,,,,,,,,,,,,,,,,1.072074,,,,,,,,,,,,,,,7d50f2ce-809f-4cc5-a037-a809fc7270cc,3365,,,"[56.2, 76.0]",266770,82,,,,0.07919907,,Right Foot,,,"[75.1, 77.5]",,Ground Pass,,18.95943,,,,,Pedro López Muñoz,6787.0,,,,,,2,From Throw In,Simão Mate,27122.0,Left Center Midfield,176,Levante UD,221,['acad7926-e2d8-4f73-9648-363553f91fd4'],44,,,,,,,,,,,,,,,,,,Levante UD,221,00:37:44.296,Pass,,2014/2015
,,,,,,,,,,,,,,,,1.478436,,,,,,,,,,,,,,,e71b2c59-778e-492f-9639-afd06532a14e,3368,,,"[75.5, 77.9]",266770,82,,,,-0.69907475,,Right Foot,,,"[86.8, 68.4]",,Ground Pass,,14.762791,,,,,Rubén García Santos,23943.0,,,,,,2,From Throw In,Pedro López Muñoz,6787.0,Right Back,176,Levante UD,221,['2c581594-07cb-4878-83f8-a3bfa2bb1094'],45,,,,,,,,,,,,,,,,,,Levante UD,221,00:37:45.705,Pass,,2014/2015
