bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,2f2d113f-413f-4688-ba92-b1e4ba0d9793,1,,,69260,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Barcelona,217,,0,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 20176, 'name': 'Víctor Valdés Arribas'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 4324, 'name': 'Daniel Alves da Silva'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 5213, 'name': 'Gerard Piqué Bernabéu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 20125, 'name': 'Carles Puyol i Saforcada'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 26613, 'name': 'Maxwell Scherrer Cabelino Andrade'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 19}, {'player': {'id': 5203, 'name': 'Sergio Busquets i Burgos'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 16}, {'player': {'id': 20131, 'name': 'Xavier Hernández Creus'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 20169, 'name': 'Seydou Kéita'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 15}, {'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 10}, {'player': {'id': 5216, 'name': 'Andrés Iniesta Luján'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 8}, {'player': {'id': 12737, 'name': 'David Villa Sánchez'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 7}]}",Barcelona,217,00:00:00.000,Starting XI,,2010/2011
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,56091e00-8af2-4e95-9965-1a93545ecc78,2,,,69260,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Barcelona,217,,0,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 25917, 'name': 'César Sánchez Domínguez'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3095, 'name': 'Bruno Saltor Grau'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 26012, 'name': 'David Navarro Pedrós'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 19454, 'name': 'Ricardo Miguel Moreira da Costa'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 20}, {'player': {'id': 5211, 'name': 'Jordi Alba Ramos'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 28}, {'player': {'id': 6350, 'name': 'Manuel Henrique Tavares Fernandes'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 18}, {'player': {'id': 20128, 'name': 'David Albelda Aliqués'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 4711, 'name': 'Pablo Hernández Domínguez'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 19}, {'player': {'id': 5504, 'name': 'Éver Maximiliano David Banega'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 21}, {'player': {'id': 10609, 'name': 'Jérémy Mathieu'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 22}, {'player': {'id': 26009, 'name': 'Roberto Soldado Rillo'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Valencia,207,00:00:00.000,Starting XI,,2010/2011
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,a79118a3-a632-484a-b746-f410901fac64,3,,,69260,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Barcelona,217,['5379e15d-ffc4-4555-81ca-106b34ce44c6'],0,,,,,,,,,,,,,,,,,,Valencia,207,00:00:00.000,Half Start,,2010/2011
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,5379e15d-ffc4-4555-81ca-106b34ce44c6,4,,,69260,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Barcelona,217,['a79118a3-a632-484a-b746-f410901fac64'],0,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.000,Half Start,,2010/2011
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,b2ab721b-42ef-43ec-ba1e-91f3f9aa6ec3,1868,,,69260,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,,,,129,Barcelona,217,['3a036f5f-8446-46f3-8169-0a8eef4ee0c4'],0,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.000,Half Start,,2010/2011
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,3a036f5f-8446-46f3-8169-0a8eef4ee0c4,1869,,,69260,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,,,,129,Barcelona,217,['b2ab721b-42ef-43ec-ba1e-91f3f9aa6ec3'],0,,,,,,,,,,,,,,,,,,Valencia,207,00:00:00.000,Half Start,,2010/2011
,,,,,,,,,,,,,,,,0.2333,,,,,,,,,,,27602f6f-c108-47ab-8eaf-ce0be4c2c588,5,,"[61.0, 41.0]",69260,0,,,,,1.4056476,,Right Foot,,,,"[61.4, 43.4]",,Ground Pass,,2.433105,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,Kick Off,1,From Kick Off,David Villa Sánchez,12737.0,Center Forward,2,Barcelona,217,['b01be347-3438-4bc2-8a91-1ea1b1ab2bf7'],1,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:01.489,Pass,,2010/2011
,,,,,,,,,,,,,,,,0.976476,,,,,,,,,,,49d0a0bf-8634-439d-8c4d-8012fd36f6bf,8,,"[60.4, 44.5]",69260,0,,,,,-2.9354713,,Right Foot,,,,"[49.4, 42.2]",,Ground Pass,,11.237883,,,,Sergio Busquets i Burgos,5203.0,,,,,,,1,From Kick Off,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,2,Barcelona,217,['ac475b36-5a7d-40cc-9c47-b53d68816710'],1,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:01.802,Pass,,2010/2011
,,,,,,,,,,,,,,,,1.342611,,,,,,,,,,,7a1d6c59-accc-4109-8375-60418fa0f222,11,,"[49.4, 42.2]",69260,0,,,,,1.6814536,,Right Foot,,,,"[48.0, 54.8]",,Ground Pass,,12.677539,,,,Xavier Hernández Creus,20131.0,,,,,,,1,From Kick Off,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,2,Barcelona,217,['046c0b78-fc49-4bf5-95df-aa5195ebfc85'],3,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:03.691,Pass,,2010/2011
,,,,,,,,,,,,,,,,1.404749,,,,,,,,,,,35663996-dd1d-4fcc-b33a-b6d66a5cfbab,14,,"[46.3, 50.8]",69260,0,,,,,-2.0796804,,Right Foot,,,,"[41.0, 41.3]",,Ground Pass,,10.878419,,,,Sergio Busquets i Burgos,5203.0,,,,,,,1,From Kick Off,Xavier Hernández Creus,20131.0,Right Center Midfield,2,Barcelona,217,['2c12c13c-91ed-4aaa-a32b-4ff4f26e7cdd'],5,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:05.985,Pass,,2010/2011
,,,,,,,,,,,,,,,,2.117009,,,,,,,,,,,1f7a3517-bc58-4044-bd38-0c9d2c2448ea,18,,"[42.5, 39.5]",69260,0,,,,,1.8295672,,Right Foot,,,,"[38.9, 53.1]",,Ground Pass,,14.068404,,,,Gerard Piqué Bernabéu,5213.0,,,,,,,1,From Kick Off,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,2,Barcelona,217,"['30b5a385-06cc-492c-a819-89f5f2a936e8', 'f179bd71-fa5e-4751-b6d8-a4a097764856']",9,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:09.192,Pass,True,2010/2011
,,,,,,,,,,,,,,,,1.328517,,,,,,,,,,,a8cb323b-9e88-4fef-aee3-5ec3b560fb0f,21,,"[39.4, 53.3]",69260,0,,,,,-1.682907,,Right Foot,,,,"[37.7, 38.2]",,Ground Pass,,15.195394,,,,Sergio Busquets i Burgos,5203.0,,,,,,,1,From Kick Off,Gerard Piqué Bernabéu,5213.0,Right Center Back,2,Barcelona,217,['cb14cb2e-32f7-4f42-9c8e-4de5c95ef239'],11,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:11.349,Pass,,2010/2011
,,,,,,,,,,,,,,,,1.752697,,,,,,,,,,,6f7f5891-f5b1-489c-b640-e1b01b4dc6af,25,,"[40.2, 39.0]",69260,0,,,,,-1.5644066,,Right Foot,,,,"[40.4, 7.7]",,Ground Pass,,31.300638,,,,Carles Puyol i Saforcada,20125.0,,,,,,,1,From Kick Off,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,2,Barcelona,217,"['5f8fb70e-24e5-42fc-acc7-12f5c042dbde', 'd2206d08-501c-416a-b44d-317161b99516']",13,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:13.531,Pass,True,2010/2011
,,,,,,,,,,,,,,,,0.8321,,,,,,,,,,,a81dd550-06d9-4bcc-8256-18d0f6b2f778,28,,"[56.6, 13.0]",69260,0,,,,,0.0,,Right Foot,,,,"[74.9, 13.0]",,Ground Pass,,18.3,,,,Seydou Kéita,20169.0,,,,,,,1,From Kick Off,Carles Puyol i Saforcada,20125.0,Left Center Back,2,Barcelona,217,['dc46ad2c-63cf-4e0d-9f97-17d92ea6d6cc'],19,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:19.495,Pass,,2010/2011
,,,,,,,,,,,,,,,,1.178428,,,,,,,,,,,163ec889-58de-455b-8b04-aa0eb7f488fa,31,,"[74.9, 13.0]",69260,0,,,,,-1.9079303,,Left Foot,,,,"[71.5, 3.3]",,Low Pass,,10.278619,,,,Maxwell Scherrer Cabelino Andrade,26613.0,,,,,,,1,From Kick Off,Seydou Kéita,20169.0,Left Center Midfield,2,Barcelona,217,['63e3ccb0-f231-40a8-9fa5-a51034b8f18f'],20,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:20.368,Pass,,2010/2011
,,,,,,,,,,,,,,,,3.417132,,,,,,,,,,,6715de76-0c6d-4fdb-8c63-240b92f16c0f,35,,"[76.3, 4.9]",69260,0,,,,,0.22532126,,Left Foot,,,,"[120.8, 15.1]",,Ground Pass,,45.654026,,Out,,Andrés Iniesta Luján,5216.0,,,,,,,1,From Kick Off,Maxwell Scherrer Cabelino Andrade,26613.0,Left Back,2,Barcelona,217,['4988d44b-1d23-4f40-8832-e5609745418d'],23,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:23.378,Pass,,2010/2011
,,,,,,,,,,,,,,,,2.098237,,,,,,,,,,,7a34917e-dbfe-485a-a699-fd66ce8c1dfd,39,,"[6.0, 44.0]",69260,0,,True,,,1.0689728,,Right Foot,,,,"[18.4, 66.6]",,Ground Pass,,25.778286,,,,David Navarro Pedrós,26012.0,,,,,,Goal Kick,1,From Goal Kick,César Sánchez Domínguez,25917.0,Goalkeeper,3,Valencia,207,['a08c4106-45dd-4b56-a829-723f0c3fea51'],46,,,,,,,,,,,,,,,,,,Valencia,207,00:00:46.309,Pass,,2010/2011
,,,,,,,,,,,,,,,,1.100506,,,,,,,,,,,8e524161-fd3a-4190-a26f-188ade62c5c8,41,,"[13.6, 65.9]",69260,0,,,,,-2.028207,,Right Foot,,,,"[4.1, 46.6]",,Ground Pass,,21.511393,,,,César Sánchez Domínguez,25917.0,,,,,,,1,From Goal Kick,David Navarro Pedrós,26012.0,Right Center Back,3,Valencia,207,['3aafa863-71a1-462f-b3dc-c65b0a12d23c'],48,,,,,,,,,,,,,,,,,,Valencia,207,00:00:48.824,Pass,,2010/2011
,,,,,,,,,,,,,,,,2.28038,,,,,,,,,,,651740c2-fe64-4ec1-8c0f-5100f4df96c6,45,,"[11.2, 50.4]",69260,0,,,,,0.42627287,,Right Foot,,,,"[53.7, 69.7]",,High Pass,,46.676975,,Incomplete,,,,,,,,,,1,From Goal Kick,César Sánchez Domínguez,25917.0,Goalkeeper,3,Valencia,207,"['3209db73-b1cd-4378-b55b-5f8490dc947c', 'a788c2a5-6c08-492c-847e-87b2eb18ba48']",53,,,,,,,,,,,,,,,,,,Valencia,207,00:00:53.683,Pass,True,2010/2011
,,,,,,,,,,,,,,,,1.01404,,,,,,,,,,,3209db73-b1cd-4378-b55b-5f8490dc947c,46,,"[67.3, 11.3]",69260,0,,,,,1.4837155,,Other,,,,"[68.4, 23.9]",,Low Pass,,12.647924,,,,Seydou Kéita,20169.0,,,,,,Recovery,1,Regular Play,Maxwell Scherrer Cabelino Andrade,26613.0,Left Back,4,Barcelona,217,"['18cebe26-965d-4f24-8ded-bf022d703910', '651740c2-fe64-4ec1-8c0f-5100f4df96c6']",55,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:55.963,Pass,,2010/2011
,,,,,,,,,,,,,,,,0.694784,,,,,,,,,,,4bc7f147-c8a7-4383-8c44-dcd4a0f7c164,52,,"[76.6, 34.4]",69260,1,,True,,,1.487655,,Left Foot,,,,"[77.2, 41.6]",,Ground Pass,,7.2249565,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,Free Kick,1,From Free Kick,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,5,Barcelona,217,['ebf029c9-cf42-48ee-bdbd-2528b1c25583'],11,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:11.106,Pass,,2010/2011
,,,,,,,,,,,,,,,,0.367324,,,,,,,,,,,2eeb30fc-68b5-4f77-92c1-f6e34d972dc3,54,,"[77.4, 40.5]",69260,1,,True,,,-1.3567356,,Left Foot,,,,"[78.4, 35.9]",,Ground Pass,,4.707441,,,,Sergio Busquets i Burgos,5203.0,,,,,,,1,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,5,Barcelona,217,['b42ef4bb-22b7-42f0-b55c-bafe3049f4d7'],11,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:11.859,Pass,,2010/2011
,,,,,,,,,,,,,,,,0.5007,,,,,,,,,,,5838be7d-72c1-4d4d-95ef-4a8be1b7cc4c,56,,"[78.4, 35.9]",69260,1,,,,,2.1962814,,Right Foot,,,,"[74.5, 41.3]",,Ground Pass,,6.661081,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,1,From Free Kick,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,5,Barcelona,217,['0682c2ba-37d7-4c1c-b197-5aa31261f2d9'],12,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:12.561,Pass,,2010/2011
,,,,,,,,,,,,,,,,1.690854,,,,,,,,,,,df8f344d-e61e-4dc4-b5a6-aef82eda88da,59,,"[74.0, 41.3]",69260,1,,,,,-2.0917761,,Left Foot,,,,"[63.9, 23.7]",,Ground Pass,,20.292116,,,,Carles Puyol i Saforcada,20125.0,,,,,,,1,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,5,Barcelona,217,['9671c5ad-21fb-42de-9998-9d1bd86c3eb8'],13,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:13.161,Pass,,2010/2011
,,,,,,,,,,,,,,,,1.640057,,,,,,,,,,,7ac1f2e4-71c5-4041-aaf6-aa41e5ea523a,62,,"[69.2, 22.9]",69260,1,,,,,-1.0598468,,Right Foot,,,,"[80.3, 3.1]",,Ground Pass,,22.69912,,,,Maxwell Scherrer Cabelino Andrade,26613.0,,,,,,,1,From Free Kick,Carles Puyol i Saforcada,20125.0,Left Center Back,5,Barcelona,217,['0fccc84e-c855-4bac-a3c2-6d5c6b13734b'],17,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:17.075,Pass,,2010/2011
,,,,,,,,,,,,,,,,2.133664,,,,,,,,,,,eb8abceb-3fd4-42f9-987a-b7507452c3f6,66,,"[69.6, 5.6]",69260,1,,,,,2.772443,,Left Foot,,,,"[39.1, 17.4]",,Ground Pass,,32.703056,,,,Carles Puyol i Saforcada,20125.0,,,,,,,1,From Free Kick,Maxwell Scherrer Cabelino Andrade,26613.0,Left Back,5,Barcelona,217,"['19aad838-ab2c-4b79-9046-55b9e0c099d0', 'f7902243-284b-456b-9073-3e37a0f4e5ef']",21,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:21.321,Pass,True,2010/2011
,,,,,,,,,,,,,,,,1.584986,,,,,,,,,,,0a9a2adc-c25c-4850-a8d2-c28d83072edc,69,,"[36.0, 21.4]",69260,1,,,,,2.6043937,,Right Foot,,,,"[17.7, 32.3]",,Ground Pass,,21.300234,,,,Víctor Valdés Arribas,20176.0,,,,,,,1,From Free Kick,Carles Puyol i Saforcada,20125.0,Left Center Back,5,Barcelona,217,['8072d0bc-b93f-4873-8759-d9de59c82ef3'],24,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:24.299,Pass,,2010/2011
,,,,,,,,,,,,,,,,2.205283,,,,,,,,,,,c53562c1-ce94-476b-8c49-9682ef55046a,72,,"[19.0, 32.3]",69260,1,,,,,-0.59251386,,Right Foot,,,,"[34.3, 22.0]",,Ground Pass,,18.44397,,,,Carles Puyol i Saforcada,20125.0,,,,,,,1,From Free Kick,Víctor Valdés Arribas,20176.0,Goalkeeper,5,Barcelona,217,['eb4c1d03-53bc-4cca-a8da-a2d5d67de4b3'],27,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:27.940,Pass,,2010/2011
,,,,,,,,,,,,,,,,2.400094,,,,,,,,,,,ef989411-a1b8-40f0-a582-33153c124a48,75,,"[41.9, 16.1]",69260,1,,,,,2.8398159,,Right Foot,,,,"[16.2, 24.1]",,Ground Pass,,26.916351,,,,Víctor Valdés Arribas,20176.0,,,,,,,1,From Free Kick,Carles Puyol i Saforcada,20125.0,Left Center Back,5,Barcelona,217,['b1a884cd-6cb0-4c1b-bb93-458d5e83e6a1'],35,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:35.797,Pass,,2010/2011
,,,,,,,,,,,,,,,,2.8317,,,,,,,,,,,0ed3882b-ba21-44ae-8cc4-9e2ebc59a644,79,,"[12.7, 26.0]",69260,1,,,,,0.7558817,,Right Foot,,,,"[52.8, 63.8]",,High Pass,,55.10762,,Incomplete,,Daniel Alves da Silva,4324.0,,,,,,,1,From Free Kick,Víctor Valdés Arribas,20176.0,Goalkeeper,5,Barcelona,217,"['341e8c1a-2507-4b83-8b0a-d9c68e210059', 'd2fc1f19-905f-4e51-9413-d0664aa83c2b']",39,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:39.433,Pass,,2010/2011
,,,,,,,,,,,,,,,,0.979616,,,,,,,,,,,448b5061-5399-4173-a53e-14dabbedf0e8,83,,"[77.0, 3.3]",69260,1,,,,,1.5449718,,Left Foot,,,,"[77.7, 30.4]",,Ground Pass,,27.10904,,,,Éver Maximiliano David Banega,5504.0,,,,,,,1,Regular Play,Jordi Alba Ramos,5211.0,Left Back,6,Valencia,207,['3c4f7e76-dc4e-435d-b0fe-3ec74c4055ef'],46,,,,,,,,,,,,,,,,,,Valencia,207,00:01:46.192,Pass,,2010/2011
,,,,,,,,,,,,,,,,2.362431,,,,,,,,,,,fd40c408-dfdc-49d5-9ea6-2d25441f487b,87,,"[76.8, 33.8]",69260,1,,,,,1.2547709,,Right Foot,,,,"[87.1, 65.3]",,High Pass,,33.141212,,,,Pablo Hernández Domínguez,4711.0,,,,,,,1,Regular Play,Éver Maximiliano David Banega,5504.0,Center Attacking Midfield,6,Valencia,207,['315742e1-2e60-4560-82d4-f70f974f1eb5'],48,,,,,,,,,,,,,,,,,,Valencia,207,00:01:48.823,Pass,,2010/2011
,,,,,,,,,,,,,,,,1.250868,,,,,,,,,,,bb80f21f-0229-4872-b56f-991881910f35,90,,"[88.8, 66.6]",69260,1,,,,,-0.8456267,,Right Foot,True,,,"[107.5, 45.5]",,High Pass,,28.193972,,Incomplete,,,,,,,,,,1,Regular Play,Pablo Hernández Domínguez,4711.0,Right Wing,6,Valencia,207,['e984e051-7774-456c-9bd5-b31953dd589a'],53,,,,,,,,,,,,,,,,,,Valencia,207,00:01:53.518,Pass,,2010/2011
,,,,,,,,,,,,,,,,1.018395,,,,,,,,,,,b9411077-080f-4c56-83ff-8e20b093a236,93,,"[106.9, 80.0]",69260,2,,,,,-2.2739065,,,,,,"[98.0, 69.5]",,Low Pass,,13.764447,,,,Pablo Hernández Domínguez,4711.0,,,,,,Throw-in,1,From Throw In,Bruno Saltor Grau,3095.0,Right Back,7,Valencia,207,['7bfa4826-ae3d-4f23-9cff-077f68f13db2'],12,,,,,,,,,,,,,,,,,,Valencia,207,00:02:12.989,Pass,,2010/2011
,,,,,,,,,,,,,,,,1.10019,,,,,,,,,,,c47e3289-8701-4409-ba91-753f4d4eee27,99,,"[27.2, 5.2]",69260,2,,,,,0.94262624,,Left Foot,,,,"[34.1, 14.7]",,Ground Pass,,11.74138,,,,Andrés Iniesta Luján,5216.0,,,,,,Recovery,1,Regular Play,Seydou Kéita,20169.0,Left Center Midfield,8,Barcelona,217,['c17bc8af-f590-4ffd-a5d9-b6befe117987'],15,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:15.174,Pass,,2010/2011
,,,,,,,,,,,,,,,,1.2753,,,,,,,,,,,6cb4a9f9-29d7-4d0c-8c72-2a67abc92efe,104,,"[34.3, 18.4]",69260,2,,,,,-1.9010937,,Right Foot,,,,"[29.5, 4.4]",,Ground Pass,,14.8,,,,Maxwell Scherrer Cabelino Andrade,26613.0,,,,,,,1,Regular Play,Andrés Iniesta Luján,5216.0,Left Wing,8,Barcelona,217,"['365abf93-0e24-405d-b07d-3b696e5aa5ce', 'fcb08243-76db-4345-9c4c-85441a926026']",18,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:18.916,Pass,True,2010/2011
,,,,,,,,,,,,,,,,2.550226,,,,,,,,,,,911fa2c7-7caa-4bce-8dbc-108afe85e394,108,,"[30.1, 5.8]",69260,2,,,,,-0.20838413,,Left Foot,,,,"[52.8, 1.0]",,High Pass,,23.201939,,Out,,David Villa Sánchez,12737.0,,,,,,,1,Regular Play,Maxwell Scherrer Cabelino Andrade,26613.0,Left Back,8,Barcelona,217,['1fe72347-d894-4509-bca6-9019b01a04dc'],20,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:20.781,Pass,,2010/2011
,,,,,,,,,,,,,,,,1.668448,,,,,,,,,,,10a6d549-f688-4562-a7e1-9865c6e49341,110,,"[65.3, 80.0]",69260,2,,,,,-2.8234072,,,,,,"[31.6, 68.9]",,Low Pass,,35.48098,,,,David Navarro Pedrós,26012.0,,,,,,Throw-in,1,From Throw In,Bruno Saltor Grau,3095.0,Right Back,9,Valencia,207,['2d97e18e-83bc-413c-abf4-e85b97672b2d'],26,,,,,,,,,,,,,,,,,,Valencia,207,00:02:26.808,Pass,,2010/2011
,,,,,,,,,,,,,,,,6.449912,,,,,,,,,,,3125328e-6698-42d3-afaf-1e3e387ca597,114,,"[40.9, 70.3]",69260,2,,,,,-0.1001725,,Right Foot,,,,"[119.5, 62.4]",,High Pass,,78.99601,,Out,,Roberto Soldado Rillo,26009.0,,,,,,,1,From Throw In,David Navarro Pedrós,26012.0,Right Center Back,9,Valencia,207,"['f10bc37b-61df-4aa6-8161-ccb2f71f6d1c', 'fcced4c2-9e7a-4380-9986-cb2673e26917']",33,,,,,,,,,,,,,,,,,,Valencia,207,00:02:33.463,Pass,True,2010/2011
,,,,,,,,,,,,,,,,2.175209,,,,,,,,,,,770fdfa1-ebfc-4c8b-be7d-eb845841aad1,116,,"[7.0, 45.0]",69260,2,,,,,1.2878954,,Right Foot,,,,"[12.0, 62.2]",,Ground Pass,,17.912006,,,,Gerard Piqué Bernabéu,5213.0,,,,,,Goal Kick,1,From Goal Kick,Víctor Valdés Arribas,20176.0,Goalkeeper,10,Barcelona,217,['522fbb4c-a5ce-404f-be15-a5f59b2cef28'],44,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:44.734,Pass,,2010/2011
,,,,,,,,,,,,,,,,3.0866,,,,,,,,,,,c51b7bcb-c333-4ab5-a95d-e163e252f427,120,,"[31.4, 77.5]",69260,2,,,,,-0.14693339,,Right Foot,,,,"[81.4, 70.1]",,High Pass,,50.544632,,Incomplete,,David Villa Sánchez,12737.0,,,,,,,1,From Goal Kick,Gerard Piqué Bernabéu,5213.0,Right Center Back,10,Barcelona,217,"['069713ba-ae7b-4596-bcd5-7abd53d3f44b', 'bb70a2b3-4c7e-4d9b-86ef-b5a4625b2ff9', 'f2a7633d-0a51-4dd6-a998-b7052a786c1c']",52,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:52.761,Pass,True,2010/2011
,,,,,,,,,,,,,,,,0.740214,,,,,,,,,,,bb70a2b3-4c7e-4d9b-86ef-b5a4625b2ff9,122,,"[39.6, 10.9]",69260,2,,,,,-0.25027898,,Head,,,,"[52.9, 7.5]",,High Pass,,13.727709,,,,Jérémy Mathieu,10609.0,,,,,,Recovery,1,Regular Play,Ricardo Miguel Moreira da Costa,19454.0,Left Center Back,11,Valencia,207,"['c51b7bcb-c333-4ab5-a95d-e163e252f427', 'cd32f73f-7bc2-445e-b1fa-49cfa902d212']",55,,,,,,,,,,,,,,,,,,Valencia,207,00:02:55.847,Pass,,2010/2011
,,,,,,,,,,,,,,,,0.96961,,,,,,,,,,,de456d6c-210e-487c-8e83-64f379c91b72,125,,"[52.9, 7.5]",69260,2,,,,,2.997854,,Left Foot,,,,"[45.3, 8.6]",,High Pass,,7.6791925,,,,Jordi Alba Ramos,5211.0,,,,,,,1,Regular Play,Jérémy Mathieu,10609.0,Left Wing,11,Valencia,207,['086cee46-5640-4f78-8fd2-4da4996d65d6'],56,,,,,,,,,,,,,,,,,,Valencia,207,00:02:56.627,Pass,,2010/2011
