ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,0.577639,,,,,,,,,,,,,,,030cdfab-34ee-4e6e-9276-f93615f4236a,853,,,"[63.6, 53.9]",68360,19,,,,2.209959,,Right Foot,,,,"[58.1, 61.3]",,Ground Pass,,9.220087,,,,,Samuel Eto''o Fils,19298.0,,,,,,1,Regular Play,Xavier Hernández Creus,20131.0,Left Center Midfield,45,Barcelona,217,['0aadc391-4c72-4ef2-856c-fec440a0e6d6'],7,,,,,,,,,,,,,,,,,,Barcelona,217,00:19:07.723,Pass,,2007/2008
,,,,,,,,,,,,,,,,1.778889,,,,,,,,,,,,,,,f02bb8ed-4c86-45f2-ae56-3cab7d8c9a86,856,,,"[66.9, 40.9]",68360,19,,,,-1.4967134,,Right Foot,,,,"[68.8, 15.3]",,Ground Pass,,25.67041,,,,,Andrés Iniesta Luján,5216.0,,,,,,1,Regular Play,Samuel Eto''o Fils,19298.0,Center Forward,45,Barcelona,217,['6c63ac2d-5113-43cf-997d-1cdde8ca8b00'],11,,,,,,,,,,,,,,,,,,Barcelona,217,00:19:11.299,Pass,,2007/2008
,,,,,,,,,,,,,,,,0.79251,,,,,,,,,,,,,,,5fb4193d-3d8b-4d3a-af59-dd91aba1bbac,859,,,"[68.6, 14.6]",68360,19,,,,-0.94270825,,Right Foot,,,,"[74.7, 6.2]",,Ground Pass,,10.381233,,,,,Ronaldo de Assis Moreira,25879.0,,,,,,1,Regular Play,Andrés Iniesta Luján,5216.0,Right Center Midfield,45,Barcelona,217,['1490389b-c142-4dce-932a-6b061c701d9b'],14,,,,,,,,,,,,,,,,,,Barcelona,217,00:19:14.183,Pass,,2007/2008
,,,,,,,,,,,,,,,,1.053905,,,,,,,,,,,,,,,2c3d4de7-c5e0-41aa-88f2-e350f92b2887,862,,,"[74.7, 6.0]",68360,19,,,,-0.331717,,Right Foot,,,,"[83.7, 2.9]",,Ground Pass,,9.518929,,,,,Sylvio Mendes Campos Junior,25854.0,,,,,,1,Regular Play,Ronaldo de Assis Moreira,25879.0,Left Wing,45,Barcelona,217,['3d5bf77d-0493-4617-8b4e-a9525839da13'],16,,,,,,,,,,,,,,,,,,Barcelona,217,00:19:16.314,Pass,,2007/2008
,,,,,,,,,,,,,,,,1.827658,,,,,,,,,,,,,,,91152974-2020-40d5-b112-f1bc92501a4d,866,,,"[87.5, 3.5]",68360,19,,,,2.8584082,,Left Foot,,,,"[68.6, 9.0]",,Ground Pass,,19.684004,,,,,Andrés Iniesta Luján,5216.0,,,,,,1,Regular Play,Sylvio Mendes Campos Junior,25854.0,Left Back,45,Barcelona,217,"['3895a5cd-5709-4b7e-97b2-eac4f50870b2', '483832eb-7b13-4a5b-bbc3-92fc69dfb935']",19,,,,,,,,,,,,,,,,,,Barcelona,217,00:19:19.308,Pass,True,2007/2008
,,,,,,,,,,,,,,,,0.998694,,,,,,,,,,,,,,,da8fee79-efb2-494d-ba6f-dea4c27c7e43,869,,,"[67.8, 10.9]",68360,19,,,,1.5350972,,Right Foot,,,,"[68.4, 27.7]",,Ground Pass,,16.81071,,,,,Gnégnéri Yaya Touré,3087.0,,,,,,1,Regular Play,Andrés Iniesta Luján,5216.0,Right Center Midfield,45,Barcelona,217,['75266063-afe2-4fb8-8cd8-146ef4d7ac54'],21,,,,,,,,,,,,,,,,,,Barcelona,217,00:19:21.933,Pass,,2007/2008
,,,,,,,,,,,,,,,,1.56512,,,,,,,,,,,,,,,cda2f471-707b-436d-9841-2211f49b16af,872,,,"[69.5, 27.5]",68360,19,,,,-2.4897234,,Right Foot,,,,"[58.1, 18.8]",,Ground Pass,,14.340502,,,,,Gabriel Alejandro Milito,25919.0,,,,,,1,Regular Play,Gnégnéri Yaya Touré,3087.0,Center Defensive Midfield,45,Barcelona,217,['268c8c43-f48a-4f0d-b58f-ba7838aad0a6'],22,,,,,,,,,,,,,,,,,,Barcelona,217,00:19:22.972,Pass,,2007/2008
,,,,,,,,,,,,,,,,1.174379,,,,,,,,,,,,,,,6cc05336-e325-4202-9e5d-9a422a0ea91a,875,,,"[58.1, 18.8]",68360,19,,,,-0.8317226,,Right Foot,,,,"[65.3, 10.9]",,Ground Pass,,10.688779,,,,,Andrés Iniesta Luján,5216.0,,,,,,1,Regular Play,Gabriel Alejandro Milito,25919.0,Left Center Back,45,Barcelona,217,['2e825dad-3710-4531-8c5a-0993006c7a89'],24,,,,,,,,,,,,,,,,,,Barcelona,217,00:19:24.559,Pass,,2007/2008
,,,,,,,,,,,,,,,,0.74302,,,,,,,,,,,,,,,b2ad9c6f-b3ce-4584-ba42-7d84c359abdf,878,,,"[65.3, 10.9]",68360,19,,,,1.0086095,,Right Foot,,,,"[71.6, 20.9]",,Ground Pass,,11.819053,,,,,Samuel Eto''o Fils,19298.0,,,,,,1,Regular Play,Andrés Iniesta Luján,5216.0,Right Center Midfield,45,Barcelona,217,['f9f65928-07ec-486e-960a-c656fad7a775'],27,,,,,,,,,,,,,,,,,,Barcelona,217,00:19:27.843,Pass,,2007/2008
,,,,,,,,,,,,,,,,1.111246,,,,,,,,,,,,,,,a5a8fd6c-47a5-4768-9876-06de3dbd2028,881,,,"[71.6, 20.9]",68360,19,,,,1.442473,859dc201-3d33-420c-8984-67d2555d0238,Right Foot,,,,"[73.2, 33.3]",,Ground Pass,,12.5028,,,,,Gnégnéri Yaya Touré,3087.0,True,,,,,1,Regular Play,Samuel Eto''o Fils,19298.0,Center Forward,45,Barcelona,217,['d14b234a-1d3d-40ce-981e-d0ed38a85535'],29,,,,,,,,,,,,,,,,,,Barcelona,217,00:19:29.037,Pass,,2007/2008
,,,,,,,,,,,,,,,,3.6071,,,,,,,,,,,,,,,5cb93eaa-07e8-4ee0-b774-a34b8e7e366c,886,,,"[7.0, 44.1]",68360,19,,,,-0.08749534,,Right Foot,,,,"[75.4, 38.1]",,High Pass,,68.66265,,,,,Alexandre Geijo Pazos,26182.0,,,,,Goal Kick,1,From Goal Kick,Vladan Kujović,26180.0,Goalkeeper,46,Levante UD,221,['62b53281-56da-432c-b129-ed8634c88c3e'],59,,,,,,,,,,,,,,,,,,Levante UD,221,00:19:59.656,Pass,,2007/2008
,,,,,,,,,,,,,,,,0.9847,,,,,,,,,,,,,,,19480a66-7ed7-4c12-b598-534430c2269b,889,,,"[75.4, 38.1]",68360,20,,,True,-1.5298357,,,,,,"[75.9, 25.9]",,Low Pass,,12.210241,,,,,Laurent Courtois,26178.0,,,,,,1,From Goal Kick,Alexandre Geijo Pazos,26182.0,Right Center Forward,46,Levante UD,221,"['38887ab8-e784-4a3e-9286-e2d13c239e71', '5c898896-ee22-4847-8045-92734f537a6b']",3,,,,,,,,,,,,,,,,,,Levante UD,221,00:20:03.344,Pass,True,2007/2008
,,,,,,,,,,,,,,,,1.526216,,,,,,,,,,,,,,,7e3d4757-79a0-4604-98df-a73c5fdb38a5,892,,,"[75.9, 25.9]",68360,20,,,,1.1935472,,Left Foot,,,,"[78.0, 31.2]",,Low Pass,,5.700877,,,Incomplete,,Rahamat Riga Mustapha,26181.0,,,,,,1,From Goal Kick,Laurent Courtois,26178.0,Left Midfield,46,Levante UD,221,"['16c61c9a-c3af-4f9a-acde-26da885186c2', 'bd638a96-098e-4521-8d26-61535007ab4e']",4,,,,,,,,,,,,,,,,,,Levante UD,221,00:20:04.347,Pass,,2007/2008
,,,,,,,,,,,,,,,,1.0547,,,,,,,,,,,,,,,bba72cfb-cbac-47ff-9014-4bd7ba60212e,901,,,"[88.5, 18.8]",68360,20,,,,2.763826,,Left Foot,,,,"[75.9, 23.8]",,Ground Pass,,13.555811,,,,,Mathieu Berson,26179.0,,,,,,1,From Goal Kick,Laurent Courtois,26178.0,Left Midfield,46,Levante UD,221,['a4fef6bb-afad-44f7-98d9-f673335cd61e'],9,,,,,,,,,,,,,,,,,,Levante UD,221,00:20:09.778,Pass,,2007/2008
,,,,,,,,,,,,,,,,1.0743,,,,,,,,,,,,,,,404ae500-d8c3-4bdc-8cf5-e34b0e7e020a,904,,,"[75.0, 23.8]",68360,20,,,,1.0201207,,Left Foot,,,,"[85.5, 40.9]",,Ground Pass,,20.06639,,,,,Rahamat Riga Mustapha,26181.0,,,,,,1,From Goal Kick,Mathieu Berson,26179.0,Right Center Midfield,46,Levante UD,221,['1ddeea2b-05cb-4a9e-a49e-5c25f55170ec'],10,,,,,,,,,,,,,,,,,,Levante UD,221,00:20:10.913,Pass,,2007/2008
,,,,,,,,,,,,,,,,0.976134,,,,,,,,,,,,,,,2f36a522-766d-401f-8e85-86b2322f2657,908,,,"[84.7, 41.9]",68360,20,,,,0.79827297,,Right Foot,,,,"[96.2, 53.7]",,Ground Pass,,16.476954,,,Incomplete,,,,,,,,,1,From Goal Kick,Rahamat Riga Mustapha,26181.0,Left Center Forward,46,Levante UD,221,['aee2a094-0725-4632-be7a-539cce8b7d6b'],12,,,,,,,,,,,,,,,,,,Levante UD,221,00:20:12.789,Pass,,2007/2008
,,,,,,,,,,,,,,,,0.756372,,,,,,,,,,,,,,,de67929e-2896-4350-b8d6-86ef4a88d98d,911,,,"[24.7, 28.1]",68360,20,,,,1.4402303,,Left Foot,,,,"[26.0, 38.0]",,Ground Pass,,9.984989,,,,,Carles Puyol i Saforcada,20125.0,,,,,,1,Regular Play,Sylvio Mendes Campos Junior,25854.0,Left Back,47,Barcelona,217,['ae064e62-74a7-4867-9fd2-e0401555a874'],15,,,,,,,,,,,,,,,,,,Barcelona,217,00:20:15.087,Pass,,2007/2008
,,,,,,,,,,,,,,,,0.631035,,,,,,,,,,,,,,,ef916513-4172-498e-bb00-4eee072afe2f,914,,,"[26.2, 38.0]",68360,20,,,,-1.6937681,,Right Foot,,,,"[25.1, 29.1]",,Ground Pass,,8.96772,,,,,Sylvio Mendes Campos Junior,25854.0,,,,,,1,Regular Play,Carles Puyol i Saforcada,20125.0,Right Center Back,47,Barcelona,217,['9f48f30c-3883-4063-a25c-b777576f270d'],15,,,,,,,,,,,,,,,,,,Barcelona,217,00:20:15.884,Pass,,2007/2008
,,,,,,,,,,,,,,,,0.978254,,,,,,,,,,,,,,,588e730c-a99e-4fed-8a88-ad75d352e997,917,,,"[25.1, 28.5]",68360,20,,,,-0.92092586,,Left Foot,,,,"[28.9, 23.5]",,Ground Pass,,6.2801275,,,,,Gabriel Alejandro Milito,25919.0,,,,,,1,Regular Play,Sylvio Mendes Campos Junior,25854.0,Left Back,47,Barcelona,217,['56360dc2-bad8-4ea0-adb8-0f3ce0c43371'],18,,,,,,,,,,,,,,,,,,Barcelona,217,00:20:18.026,Pass,,2007/2008
,,,,,,,,,,,,,,,,1.202876,,,,,,,,,,,,,,,641db205-2631-40eb-b072-9b9d1e671b56,920,,,"[28.9, 23.9]",68360,20,,,,0.02272336,,Left Foot,,,,"[46.5, 24.3]",,Ground Pass,,17.604546,,,,,Andrés Iniesta Luján,5216.0,,,,,,1,Regular Play,Gabriel Alejandro Milito,25919.0,Left Center Back,47,Barcelona,217,['1a00e02b-20b5-48fe-8d1e-e0affec6a826'],20,,,,,,,,,,,,,,,,,,Barcelona,217,00:20:20.377,Pass,,2007/2008
,,,,,,,,,,,,,,,,0.905577,,,,,,,,,,,,,,,db273762-c0f8-4b64-9517-74ca6da2ba1d,923,,,"[46.5, 24.3]",68360,20,,,,0.26625204,,Right Foot,,,,"[67.4, 30.0]",,Ground Pass,,21.663334,,,,,Samuel Eto''o Fils,19298.0,,,,,,1,Regular Play,Andrés Iniesta Luján,5216.0,Right Center Midfield,47,Barcelona,217,['b82ce2ab-3ba2-465c-bf00-5c0b9b2f8e10'],24,,,,,,,,,,,,,,,,,,Barcelona,217,00:20:24.689,Pass,,2007/2008
,,,,,,,,,,,,,,,,0.569915,,,,,,,,,,,,,,,b5631041-c857-4e25-b677-dd7e8fcef580,926,,,"[67.4, 30.0]",68360,20,,,,-2.8295505,,Right Foot,,,,"[58.1, 27.0]",,Ground Pass,,9.771898,,,,,Andrés Iniesta Luján,5216.0,,,,,,1,Regular Play,Samuel Eto''o Fils,19298.0,Center Forward,47,Barcelona,217,['1d0413fd-4c87-462d-bd62-244b591727ed'],25,,,,,,,,,,,,,,,,,,Barcelona,217,00:20:25.871,Pass,,2007/2008
,,,,,,,,,,,,,,,,3.544356,,,,,,,,,,,,,,,afed2b95-032a-4950-a5e0-5be7a7b96db9,929,,,"[58.1, 27.0]",68360,20,,,,0.64527,,Left Foot,,,,"[85.2, 47.4]",,High Pass,,33.92005,,,Incomplete,,Xavier Hernández Creus,20131.0,,,,,,1,Regular Play,Andrés Iniesta Luján,5216.0,Right Center Midfield,47,Barcelona,217,"['00846c21-4ed3-4e01-b2d9-f1ab76085544', 'f684568c-8f16-4bad-b478-78bca65eb685']",26,,,,,,,,,,,,,,,,,,Barcelona,217,00:20:26.677,Pass,,2007/2008
,,,,,,,,,,,,,,,,2.636598,,,,,,,,,,,,,,,00846c21-4ed3-4e01-b2d9-f1ab76085544,931,,,"[34.9, 32.7]",68360,20,,,True,0.0,,,,,,"[55.7, 32.7]",,High Pass,,20.8,,,Incomplete,,,,,,,,Recovery,1,Regular Play,Álvaro Luiz Maior de Aquino,25913.0,Left Center Back,47,Barcelona,217,"['6585b6d1-f6a8-4af3-989f-fa01236f22eb', 'afed2b95-032a-4950-a5e0-5be7a7b96db9', 'e28ce3ee-d8db-495f-82ab-187fd8ef630c']",30,,,,,,,,,,,,,,,,,,Levante UD,221,00:20:30.221,Pass,True,2007/2008
,,,,,,,,,,,,,,,,1.207148,,,,,,,,,,,,,,,d598c704-5628-4c25-bb30-c0e8d877106e,936,,,"[63.2, 61.1]",68360,20,,,,0.8541157,,Right Foot,,,,"[74.7, 74.3]",,Ground Pass,,17.506855,,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,Regular Play,Andrés Iniesta Luján,5216.0,Right Center Midfield,47,Barcelona,217,"['cc7bf1a3-1762-41a4-850a-d2b8146ffd21', 'e6350206-529a-4a79-bc04-1eafa2b5bcce']",34,,,,,,,,,,,,,,,,,,Barcelona,217,00:20:34.459,Pass,True,2007/2008
,,,,,,,,,,,,,,,,1.381795,,,,,,,,,,,,,,,8450c626-2b6d-448e-8978-59850dd97a71,939,,,"[75.1, 67.8]",68360,20,,,,-1.4624144,,Left Foot,,,,"[77.2, 48.5]",,Ground Pass,,19.413912,,,,,Xavier Hernández Creus,20131.0,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,47,Barcelona,217,['c2d5062c-e003-46af-9125-94de837a3dbe'],39,,,,,,,,,,,,,,,,,,Barcelona,217,00:20:39.251,Pass,,2007/2008
,,,,,,,,,,,,,,,,0.844939,,,,,,,,,,,,,,,8952b3b5-8c22-4a07-a70a-463575152809,942,,,"[77.9, 48.1]",68360,20,,,,-0.9892766,,Right Foot,,,,"[87.3, 33.8]",,Ground Pass,,17.11286,,,,,Samuel Eto''o Fils,19298.0,,,,,,1,Regular Play,Xavier Hernández Creus,20131.0,Left Center Midfield,47,Barcelona,217,['a68f1869-a19c-4aaf-93e9-4374b7bc8cea'],40,,,,,,,,,,,,,,,,,,Barcelona,217,00:20:40.673,Pass,,2007/2008
,,,,,,,,,,,,,,,,1.1029,,,,,,,,,,,,,,,161c2184-9895-4b49-b5a7-dc8c7585b317,945,,,"[87.3, 33.8]",68360,20,,,,0.9453113,,Right Foot,,,,"[96.4, 46.4]",,High Pass,,15.542522,,,Incomplete,,,,,,,,,1,Regular Play,Samuel Eto''o Fils,19298.0,Center Forward,47,Barcelona,217,['12dad650-084f-48c1-a916-7ef69360c8a7'],41,,,,,,,,,,,,,,,,,,Barcelona,217,00:20:41.558,Pass,,2007/2008
,,,,,,,,,,,,,,,,1.363901,,,,,,,,,,,,,,,12dad650-084f-48c1-a916-7ef69360c8a7,946,,,"[23.7, 33.7]",68360,20,,,,0.8122734,,Right Foot,,,,"[41.8, 52.8]",,High Pass,,26.313875,,,,,Juan Manuel Gómez Sánchez,25885.0,,,,,Recovery,1,Regular Play,José Manuel Serrano Arenas,26177.0,Right Center Back,48,Levante UD,221,"['161c2184-9895-4b49-b5a7-dc8c7585b317', '19e46acf-96d0-4c07-b86f-dd46d35a6769']",42,,,,,,,,,,,,,,,,,,Levante UD,221,00:20:42.661,Pass,,2007/2008
,,,,,,,,,,,,,,,,1.0317,,,,,,,,,,,,,,,f0b547b3-6549-4fcf-bf87-1186e370f10e,950,,,"[54.4, 32.3]",68360,20,,,,-0.04164258,,Right Foot,,,,"[66.4, 31.8]",,Ground Pass,,12.010412,,,,,Alexandre Geijo Pazos,26182.0,,,,,,1,Regular Play,Juan Manuel Gómez Sánchez,25885.0,Right Midfield,48,Levante UD,221,"['4605b7be-2d71-4afe-8c93-70431935d9c5', 'f7792bfd-d04f-4c7e-9b2f-bf53eb547b0b']",48,,,,,,,,,,,,,,,,,,Levante UD,221,00:20:48.123,Pass,True,2007/2008
,,,,,,,,,,,,,,,,0.530898,,,,,,,,,,,,,,,600bb37f-2a9d-4133-987c-fa4e616914f7,954,,,"[67.9, 31.4]",68360,20,,,,-2.016902,,Right Foot,,,,"[66.8, 29.1]",,Ground Pass,,2.5495098,,,Incomplete,,Juan Manuel Gómez Sánchez,25885.0,,,,,,1,Regular Play,Alexandre Geijo Pazos,26182.0,Right Center Forward,48,Levante UD,221,"['2c6fa58f-9d76-4768-aa0d-6f75cb18fb6b', 'a363008a-c16e-469c-8271-54136de5d6d7', 'c6f4c350-5cb1-4ddd-a21b-b0c651effd1e']",50,,,,,,,,,,,,,,,,,,Levante UD,221,00:20:50.647,Pass,True,2007/2008
,,,,,,,,,,,,,,,,1.151645,,,,,,,,,,,,,,,9ad880fc-d816-4fc9-b385-d6934781f65f,957,,,"[60.4, 46.4]",68360,20,,,,-2.0212433,,Right Foot,,,,"[54.5, 34.2]",,Ground Pass,,13.551753,,,,,Xavier Hernández Creus,20131.0,,,,,Recovery,1,Regular Play,Gnégnéri Yaya Touré,3087.0,Center Defensive Midfield,49,Barcelona,217,['55edce55-c0a1-4ea9-8fa4-0b82eb9ff0c1'],53,,,,,,,,,,,,,,,,,,Barcelona,217,00:20:53.019,Pass,,2007/2008
,,,,,,,,,,,,,,,,1.116537,,,,,,,,,,,,,,,9a06caab-207f-474e-8021-c83fc2479a1d,960,,,"[56.8, 24.3]",68360,20,,,,-1.1886008,,Right Foot,,,,"[65.0, 3.9]",,Ground Pass,,21.986359,,,,,Ronaldo de Assis Moreira,25879.0,,,,,,1,Regular Play,Xavier Hernández Creus,20131.0,Left Center Midfield,49,Barcelona,217,['fd676e84-7b4d-44f2-8f46-4ddea3ef445c'],55,,,,,,,,,,,,,,,,,,Barcelona,217,00:20:55.839,Pass,,2007/2008
,,,,,,,,,,,,,,,,1.152485,,,,,,,,,,,,,,,89fc1f09-39e5-41ee-80b2-7edef8e23b45,963,,,"[86.3, 12.3]",68360,21,,,,2.4387136,,Right Foot,,,,"[79.1, 18.4]",,Ground Pass,,9.436631,,,,,Xavier Hernández Creus,20131.0,,,,,,1,Regular Play,Ronaldo de Assis Moreira,25879.0,Left Wing,49,Barcelona,217,['7587a959-42b5-4991-aabe-20c7d923be96'],2,,,,,,,,,,,,,,,,,,Barcelona,217,00:21:02.150,Pass,,2007/2008
,,,,,,,,,,,,,,,,2.505418,,,,,,,,,,,,,,,14714096-3fd0-4a9b-8f9a-56f35555747f,966,,,"[77.0, 23.3]",68360,21,,,,1.3341508,,Right Foot,,,,"[88.6, 71.4]",,High Pass,,49.478985,,,,,Lionel Andrés Messi Cuccittini,5503.0,,True,,,,1,Regular Play,Xavier Hernández Creus,20131.0,Left Center Midfield,49,Barcelona,217,['8b2a3610-aa39-4bc3-bef0-2f5b3362d558'],5,,,,,,,,,,,,,,,,,,Barcelona,217,00:21:05.611,Pass,,2007/2008
,,,,,,,,,,,,,,,,1.705734,,,,,,,,,,,,,,,e18f650f-a3d9-4dbf-8561-e6430adf995d,970,,,"[87.7, 71.2]",68360,21,,,,0.41241044,,Right Foot,,,,"[95.7, 74.7]",,Ground Pass,,8.732124,,,,,Gianluca Zambrotta,15774.0,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,49,Barcelona,217,['ec110cd2-9396-4ecf-84a1-8feef9f77f8f'],9,,,,,,,,,,,,,,,,,,Barcelona,217,00:21:09.042,Pass,,2007/2008
,,,,,,,,,,,,,,,,0.535062,,,,,,,,,,,,,,,50aa3fb2-d845-4c66-a21b-22d11d37b545,973,,,"[105.2, 74.7]",68360,21,,,,-1.1790963,,Right Foot,,,,"[107.1, 70.1]",,High Pass,,4.976947,,,Incomplete,,,,,,,,,1,Regular Play,Gianluca Zambrotta,15774.0,Right Back,49,Barcelona,217,['8a405c65-3089-4553-b33b-7ddd88b08b02'],11,,,,,,,,,,,,,,,,,,Barcelona,217,00:21:11.455,Pass,,2007/2008
,,,,,,,,,,,,,,,,2.03016,,,,,,,,,,,,,,,de74f204-6d99-4c9b-8d99-be8b0d61bdec,975,,,"[120.0, 80.0]",68360,21,,,,-1.8364089,,Right Foot,,,,"[109.2, 40.3]",,High Pass,True,41.1428,,,Incomplete,,,,,,Inswinging,,Corner,1,From Corner,Ronaldo de Assis Moreira,25879.0,Left Wing,50,Barcelona,217,['3a2cc4cf-144b-4e2e-ad49-9e5f5d2a2519'],36,,,,,,,,,,,,,,,,,,Barcelona,217,00:21:36.020,Pass,,2007/2008
,,,,,,,,,,,,,,,,0.892207,,,,,,,,,,,,,,,33e1c6b5-4893-4b19-b329-74e17a45cc46,981,,,"[112.5, 23.1]",68360,21,,,,1.590306,,Right Foot,True,,,"[112.1, 43.6]",,High Pass,,20.503902,,,Incomplete,,,,,,,,,1,From Corner,Andrés Iniesta Luján,5216.0,Right Center Midfield,50,Barcelona,217,['5767a92d-7907-42d6-9465-85ffb80e678b'],47,,,,,,,,,,,,,,,,,,Barcelona,217,00:21:47.449,Pass,,2007/2008
,,,,,,,,,,,,,,,,0.565119,,,,,,,,,,,,,,,fc033cf6-f52c-44e9-9b10-07a4be93a1dd,984,,,"[94.3, 46.6]",68360,21,,,,0.07304057,09398273-a3c3-4c63-870f-9a6e8176b3ce,Right Foot,,,,"[102.5, 47.2]",,Low Pass,,8.221922,,,,,Carles Puyol i Saforcada,20125.0,True,,,,Recovery,1,From Corner,Xavier Hernández Creus,20131.0,Left Center Midfield,50,Barcelona,217,['1ccd1601-045a-4cfe-9d73-8220d436ffbe'],52,,,,,,,,,,,,,,,,,,Barcelona,217,00:21:52.314,Pass,,2007/2008
,,,,,,,,,,,,,,,,1.093294,,,,,,,,,,,,,,,2592ea11-d6d1-4c09-83b9-9289153023f2,990,,,"[120.0, 80.0]",68360,22,,,,-2.536048,,Left Foot,,,,"[114.8, 76.4]",,Ground Pass,,6.3245554,,,,,Ronaldo de Assis Moreira,25879.0,,,,,Corner,1,From Corner,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,51,Barcelona,217,['a84a0a1b-84f8-489c-b918-36270c86108a'],15,,,,,,,,,,,,,,,,,,Barcelona,217,00:22:15.282,Pass,,2007/2008
,,,,,,,,,,,,,,,,1.228832,,,,,,,,,,,,,,,7acd8b35-1ddf-4a73-8f76-720b5296cafa,993,,,"[114.4, 76.2]",68360,22,,,,-2.9147937,6e774977-6c20-4a72-af6c-fe8b9fff7c11,Right Foot,,,,"[109.2, 75.0]",,Ground Pass,,5.3366656,,,,,Lionel Andrés Messi Cuccittini,5503.0,True,,,,,1,From Corner,Ronaldo de Assis Moreira,25879.0,Left Wing,51,Barcelona,217,['695d9bdb-4055-4cab-9b68-c0d01330d798'],19,,,,,,,,,,,,,,,,,,Barcelona,217,00:22:19.274,Pass,,2007/2008
,,,,,,,,,,,,,,,,0.897939,,,,,,,,,,,,,,,278fb366-9ee4-41dd-9f19-4102b50f5de9,1001,,,"[112.5, 0.1]",68360,23,,,,1.1793911,,,,,,"[115.1, 6.4]",,High Pass,,6.8154235,,,Incomplete,,Ronaldo de Assis Moreira,25879.0,,,,,Throw-in,1,From Throw In,Sylvio Mendes Campos Junior,25854.0,Left Back,52,Barcelona,217,"['259f5148-2825-4afd-bb67-5d9ae1669278', '5c93e3c2-c4ba-4427-9640-bd072b992c9d']",2,,,,,,,,,,,,,,,,,,Barcelona,217,00:23:02.034,Pass,,2007/2008
,,,,,,,,,,,,,,,,4.575999,,,,,,,,,,,,,,,f2c50215-1ec9-4ec9-956f-941f764e3562,1005,,,"[5.5, 73.7]",68360,23,,,,-0.34804255,,Right Foot,,,,"[49.6, 57.7]",,High Pass,,46.912792,,,Incomplete,,,,,,,,,1,From Throw In,Juan Manuel Gómez Sánchez,25885.0,Right Midfield,52,Barcelona,217,['97233dfe-df25-4ad2-af00-df9595db8101'],4,,,,,,,,,,,,,,,,,,Levante UD,221,00:23:04.294,Pass,,2007/2008
,,,,,,,,,,,,,,,,3.688926,,,,,,,,,,,,,,,97233dfe-df25-4ad2-af00-df9595db8101,1006,,,"[70.5, 22.4]",68360,23,,,,2.9738476,,Left Foot,,,,"[26.8, 29.8]",,Ground Pass,,44.322117,,,,,Víctor Valdés Arribas,20176.0,,,,,Recovery,1,From Throw In,Carles Puyol i Saforcada,20125.0,Right Center Back,52,Barcelona,217,"['0ef8be61-80e2-4b1a-a93b-82d42af1cd24', 'f2c50215-1ec9-4ec9-956f-941f764e3562']",8,,,,,,,,,,,,,,,,,,Barcelona,217,00:23:08.870,Pass,,2007/2008
,,,,,,,,,,,,,,,,2.73075,,,,,,,,,,,,,,,e5b26154-13f3-4117-9c03-503c682a96d1,1009,,,"[26.8, 29.8]",68360,23,,,,-1.1265466,,Right Foot,,,,"[37.7, 6.9]",,Ground Pass,,25.361782,,,,,Gabriel Alejandro Milito,25919.0,,,,,,1,From Throw In,Víctor Valdés Arribas,20176.0,Goalkeeper,52,Barcelona,217,['8a1dd092-40ed-4eed-a8e9-7562b2274a9b'],15,,,,,,,,,,,,,,,,,,Barcelona,217,00:23:15.012,Pass,,2007/2008
