bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,1.8309,,,,,,,,,,,,,,b3341024-e8cd-444b-b9e3-8f12bd4319e6,2052,,"[69.2, 6.6]",69250,63,,,,,1.0402384,,Left Foot,,"[82.4, 29.1]",,Low Pass,,26.086203,Incomplete,,Zlatan Ibrahimović,3672.0,,,,,,2,Regular Play,Seydou Kéita,20169.0,Left Center Midfield,146,Barcelona,217,"['06bbb57c-8962-4c95-aa2a-1b658f44912b', '16b1c0f6-7976-43b2-9fa9-cae50f8bce1c']",27,,,,,,,,,,,,,,,,,Barcelona,217,00:18:27.569,Pass,,2009/2010
,,,,,,,,,,,,,,,,,0.9473,,,,,,,,,,,,,,1b1331e7-1403-479d-9d5b-2b5dccd38cac,2056,,"[39.1, 43.0]",69250,63,,,,,0.98981935,,Left Foot,,"[45.6, 52.9]",,Ground Pass,,11.843142,,,Jose Luis Martí Soler,25948.0,,,,,,2,Regular Play,Iván Ramis Barrios,6778.0,Left Center Back,147,Mallorca,1043,['e4a82fd7-0d65-4980-ab15-7e476dd23a81'],32,,,,,,,,,,,,,,,,,Mallorca,1043,00:18:32.302,Pass,,2009/2010
,,,,,,,,,,,,,,,,,1.605552,,,,,,,,,,,,,,2909485f-772b-4de1-9245-834f8c7f032a,2059,,"[49.5, 48.8]",69250,63,,,,,-1.1020336,,Right Foot,,"[57.4, 33.2]",,Ground Pass,,17.48628,,,Mario Suárez Mata,23488.0,,,,,,2,Regular Play,Jose Luis Martí Soler,25948.0,Right Defensive Midfield,147,Mallorca,1043,['b64a3427-bf05-4712-b9a8-896c37eca439'],34,,,,,,,,,,,,,,,,,Mallorca,1043,00:18:34.407,Pass,,2009/2010
,,,,,,,,,,,,,,,,,1.2508,,,,,,,,,,,,,,8250a078-f1d1-4b05-b98f-2f02f58fa6e1,2062,,"[82.0, 18.1]",69250,63,,,,,-1.1869787,,Right Foot,,"[86.2, 7.7]",,Ground Pass,,11.21606,,,Gonzalo Castro Irizábal,6740.0,,,,,,2,Regular Play,Mario Suárez Mata,23488.0,Left Defensive Midfield,147,Mallorca,1043,['114e83dd-ef87-47bd-911a-0a0e24125e91'],39,,,,,,,,,,,,,,,,,Mallorca,1043,00:18:39.251,Pass,,2009/2010
,,,,,,,,,,,,,,,,,0.4616,,,,,,,,,,,,,,0a157624-0a78-40e6-8411-9e7260c0d68f,2065,,"[84.4, 13.7]",69250,63,,,,,0.5880026,,Right Foot,,"[86.8, 15.3]",,Ground Pass,,2.8844411,Incomplete,,Mario Suárez Mata,23488.0,,,,,,2,Regular Play,Gonzalo Castro Irizábal,6740.0,Left Wing,147,Mallorca,1043,"['556b42d9-fbe1-48de-a96f-f4d59429b12f', '96139592-b68a-4a4f-8734-67052b5754af']",41,,,,,,,,,,,,,,,,,Mallorca,1043,00:18:41.765,Pass,,2009/2010
,,,,,,,,,,,,,,,,,1.2746,,,,,,,,,,,,,,c91fb020-b03e-4378-8a16-806a4ef8a7da,2070,,"[37.9, 50.4]",69250,63,,,,,1.610775,,Left Foot,,"[37.5, 60.4]",,Ground Pass,,10.007997,,,Xavier Hernández Creus,20131.0,,,,,Recovery,2,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,148,Barcelona,217,"['7954b2c5-c246-4557-b53c-31ae49addda2', 'a0a1b80e-ddbe-40be-84ba-63233e8dd9c0']",45,,,,,,,,,,,,,,,,,Barcelona,217,00:18:45.042,Pass,True,2009/2010
,,,,,,,,,,,,,,,,,1.1948,,,,,,,,,,,,,,aadb4694-0323-47e2-b288-7fc1a8581e02,2073,,"[43.9, 60.4]",69250,63,,,,,-0.54756224,,Right Foot,,"[64.4, 47.9]",,Ground Pass,,24.010414,,,Zlatan Ibrahimović,3672.0,,,,,,2,Regular Play,Xavier Hernández Creus,20131.0,Right Center Midfield,148,Barcelona,217,['e3581b20-6c97-4a87-9ce0-96ebd6e25083'],48,,,,,,,,,,,,,,,,,Barcelona,217,00:18:48.908,Pass,,2009/2010
,,,,,,,,,,,,,,,,,1.1119,,,,,,,,,,,,,,fb065c09-d68f-4f02-85c6-9c5262b9f0ce,2078,,"[65.1, 48.2]",69250,64,,True,,,1.833791,,Left Foot,,"[62.3, 58.6]",,Ground Pass,,10.770329,,,Xavier Hernández Creus,20131.0,,,,,Free Kick,2,From Free Kick,Gnégnéri Yaya Touré,3087.0,Center Defensive Midfield,149,Barcelona,217,['674bad04-ac7c-4df7-8dc3-444ddcc03758'],0,,,,,,,,,,,,,,,,,Barcelona,217,00:19:00.591,Pass,,2009/2010
,,,,,,,,,,,,,,,,,1.1665,,,,,,,,,,,,,,c68c6691-f40e-464e-9d96-80760eac0f6c,2080,,"[62.3, 58.6]",69250,64,,,,,1.4189683,,Right Foot,,"[65.1, 76.9]",,Ground Pass,,18.512968,,,Carles Puyol i Saforcada,20125.0,,,,,,2,From Free Kick,Xavier Hernández Creus,20131.0,Right Center Midfield,149,Barcelona,217,['796a5da4-d101-465f-95a0-2807fd89612c'],3,,,,,,,,,,,,,,,,,Barcelona,217,00:19:03.777,Pass,,2009/2010
,,,,,,,,,,,,,,,,,1.3836,,,,,,,,,,,,,,31ef9737-f473-4c4c-a38f-af83d1ccfb97,2083,,"[65.1, 76.9]",69250,64,,,,,-2.3692942,,Right Foot,,"[53.5, 65.6]",,Ground Pass,,16.194136,,,Xavier Hernández Creus,20131.0,,,,,,2,From Free Kick,Carles Puyol i Saforcada,20125.0,Right Back,149,Barcelona,217,['9660074e-359c-459b-9773-a96397e2754b'],5,,,,,,,,,,,,,,,,,Barcelona,217,00:19:05.357,Pass,,2009/2010
,,,,,,,,,,,,,,,,,1.7334,,,,,,,,,,,,,,df52c6a8-4dbe-4e08-a761-c04386adaed3,2086,,"[44.1, 66.6]",69250,64,,,,,-2.277519,,Right Foot,,"[33.0, 53.6]",,Ground Pass,,17.09415,,,Dmytro Chygrynskiy,18608.0,,,,,,2,From Free Kick,Xavier Hernández Creus,20131.0,Right Center Midfield,149,Barcelona,217,['cda6836b-1641-4a26-8050-827d2a61213f'],7,,,,,,,,,,,,,,,,,Barcelona,217,00:19:07.762,Pass,,2009/2010
,,,,,,,,,,,,,,,,,2.3963,,,,,,,,,,,,,,70095835-6330-47c0-bb8d-88869b573c2c,2089,,"[33.0, 53.6]",69250,64,,,,,-1.3350058,,Right Foot,,"[40.4, 22.8]",,Ground Pass,,31.676489,,,Gerard Piqué Bernabéu,5213.0,,,,,,2,From Free Kick,Dmytro Chygrynskiy,18608.0,Right Center Back,149,Barcelona,217,['4053faec-5806-4a05-ac27-7c57695bac91'],9,,,,,,,,,,,,,,,,,Barcelona,217,00:19:09.536,Pass,,2009/2010
,,,,,,,,,,,,,,,,,1.8294,,,,,,,,,,,,,,6efbccc1-e760-4bb5-aa89-9f7ab8646681,2092,,"[55.5, 18.6]",69250,64,,,,,-0.5080968,,Right Foot,,"[81.0, 4.4]",,High Pass,,29.187155,,,Eric-Sylvain Bilal Abidal,20177.0,,,,,,2,From Free Kick,Gerard Piqué Bernabéu,5213.0,Left Center Back,149,Barcelona,217,['3441def1-5591-4130-9c2a-1c128bca7b2d'],16,,,,,,,,,,,,,,,,,Barcelona,217,00:19:16.416,Pass,,2009/2010
,,,,,,,,,,,,,,,,,1.1909,,,,,,,,,,,,,,ae198d2f-7e13-40d3-ba82-6b0dbfc3d8b3,2099,,"[73.0, 67.9]",69250,64,,,,,-0.90675014,,Right Foot,,"[83.8, 54.1]",,Ground Pass,,17.523699,,,Pierre Achille Webó Kouamo,25876.0,,,,,,2,Regular Play,José Miguel González Rey,26705.0,Right Back,150,Mallorca,1043,['cfbb9111-4744-43ab-a236-879fdefb03c7'],23,,,,,,,,,,,,,,,,,Mallorca,1043,00:19:23.537,Pass,,2009/2010
,,,,,,,,,,,,,,,,,1.2849,,,,,,,,,,,,,,2cba2c64-058b-4f5c-accb-65c8443a6054,2101,,"[83.8, 54.1]",69250,64,,,,,-3.0020103,,Right Foot,,"[71.7, 52.4]",,Ground Pass,,12.218838,,,Borja Valero Iglesias,6997.0,,,,,,2,Regular Play,Pierre Achille Webó Kouamo,25876.0,Center Forward,150,Mallorca,1043,['896f1bf5-aa95-4e83-878a-25481e91fdf1'],24,,,,,,,,,,,,,,,,,Mallorca,1043,00:19:24.727,Pass,,2009/2010
,,,,,,,,,,,,,,,,,1.1273,,,,,,,,,,,,,,7e406e29-5082-4391-9bb3-874f14705005,2105,,"[69.2, 62.9]",69250,64,,,,,0.49394137,,Right Foot,,"[78.3, 67.8]",,Ground Pass,,10.335376,,,Jose Luis Martí Soler,25948.0,,,,,,2,Regular Play,Borja Valero Iglesias,6997.0,Center Attacking Midfield,150,Mallorca,1043,['b09409c7-feac-401d-96ed-82ff3e883352'],29,,,,,,,,,,,,,,,,,Mallorca,1043,00:19:29.170,Pass,,2009/2010
,,,,,,,,,,,,,,,,,1.2315,,,,,,,,,,,,,,ef9d7125-f7cb-463f-8182-fc895f9205f6,2108,,"[77.9, 66.7]",69250,64,,,,,-1.5707964,,Right Foot,,"[77.9, 55.5]",,Ground Pass,,11.2,,,Borja Valero Iglesias,6997.0,,,,,,2,Regular Play,Jose Luis Martí Soler,25948.0,Right Defensive Midfield,150,Mallorca,1043,['209db61e-5905-4738-a6d1-40b1b0d3fc0d'],31,,,,,,,,,,,,,,,,,Mallorca,1043,00:19:31.126,Pass,,2009/2010
,,,,,,,,,,,,,,,,,0.3813,,,,,,,,,,,,,,71a60a9f-5eb2-4d8b-9bfe-330d3e37681f,2111,,"[81.6, 53.8]",69250,64,,,,,-1.3873163,,Right Foot,,"[83.4, 44.1]",,Low Pass,,9.865597,Unknown,,Gonzalo Castro Irizábal,6740.0,,,,,,2,Regular Play,Borja Valero Iglesias,6997.0,Center Attacking Midfield,150,Mallorca,1043,['193c61d5-1ca4-409f-ab37-7d307c8ad356'],33,,,,,,,,,,,,,,,,,Mallorca,1043,00:19:33.104,Pass,,2009/2010
,,,,,,,,,,,,,,,,,2.424,,,,,,,,,,,,,,a9b2aa9d-9576-41df-a773-b52cee68ebbb,2115,,"[81.8, 43.0]",69250,65,,,,,-0.2167774,,Right Foot,,"[115.4, 35.6]",,High Pass,,34.40523,Incomplete,,,,,,,,Free Kick,2,From Free Kick,Borja Valero Iglesias,6997.0,Center Attacking Midfield,151,Mallorca,1043,['a5955a01-3072-4446-abde-a3c34d11b3ea'],9,,,,,,,,,,,,,,,,,Mallorca,1043,00:20:09.692,Pass,,2009/2010
,,,,,,,,,,,,,,,,,3.4197,,,,,,,,,,,,,,282c6e7f-ede7-4313-8de5-60c0f26a6dac,2117,,"[8.9, 44.7]",69250,65,,True,,,-1.4038261,,Keeper Arm,,"[14.9, 9.1]",,Low Pass,,36.102077,,,Eric-Sylvain Bilal Abidal,20177.0,,,,,,2,From Keeper,Víctor Valdés Arribas,20176.0,Goalkeeper,152,Barcelona,217,['6a8763e3-cdfe-4310-8c45-b225a0f3e3af'],15,,,,,,,,,,,,,,,,,Barcelona,217,00:20:15.158,Pass,,2009/2010
,,,,,,,,,,,,,,,,,1.062919,,,,,,,,,,,,,,17ec6c59-1943-43c5-8609-79160a690464,2123,,"[102.3, 65.1]",69250,65,,,,,-2.3761919,3cf7ecfb-0306-49b7-b961-fd49b7b76352,Right Foot,,"[97.2, 60.2]",,Ground Pass,,7.072482,,,Gonzalo Castro Irizábal,6740.0,True,,,,,2,Regular Play,Pierre Achille Webó Kouamo,25876.0,Center Forward,153,Mallorca,1043,['0f7858c6-b9f3-4fe4-ae79-589a3d8d77b0'],21,,,,,,,,,,,,,,,,,Mallorca,1043,00:20:21.600,Pass,,2009/2010
,,,,,,,,,,,,,,,,,0.9318,,,,,,,,,,,,,,7f71290a-f9bf-4478-b10b-298a562ec7eb,2130,,"[67.9, 71.5]",69250,65,,,,,-1.0997688,,Head,,"[73.4, 60.7]",,Low Pass,,12.119819,,,Borja Valero Iglesias,6997.0,,,,,Recovery,2,Regular Play,José Miguel González Rey,26705.0,Right Back,153,Mallorca,1043,['2f99d63b-c7a6-4fe9-8e90-cca262d86362'],26,,,,,,,,,,,,,,,,,Mallorca,1043,00:20:26.010,Pass,,2009/2010
,,,,,,,,,,,,,,,,,1.604248,,,,,,,,,,,,,,96ad3054-78cb-4057-a208-60aabf565b61,2137,,"[82.0, 60.9]",69250,65,,,,,1.2006255,,Left Foot,,"[87.2, 74.3]",,Ground Pass,,14.373587,,,Jose Luis Martí Soler,25948.0,,,,,,2,Regular Play,Borja Valero Iglesias,6997.0,Center Attacking Midfield,153,Mallorca,1043,['04b28f14-2318-4853-a526-dc133281f853'],29,,,,,,,,,,,,,,,,,Mallorca,1043,00:20:29.795,Pass,,2009/2010
,,,,,,,,,,,,,,,,,1.737682,,,,,,,,,,,,,,fd077df0-ee9f-4593-ae5e-e8d18350fa47,2140,,"[88.0, 71.7]",69250,65,,,,,-1.0561345,,Right Foot,True,"[105.7, 40.4]",,High Pass,,35.95803,Incomplete,,,,,,,,,2,Regular Play,Jose Luis Martí Soler,25948.0,Right Defensive Midfield,153,Mallorca,1043,['e16b7a10-1d88-4172-8d17-1c4f455eb9f9'],32,,,,,,,,,,,,,,,,,Mallorca,1043,00:20:32.766,Pass,,2009/2010
,,,,,,,,,,,,,,,,,2.4553,,,,,,,,,,,,,,10f0d761-a21f-4f37-bcd2-c966d2af8af3,2142,,"[23.8, 12.7]",69250,65,,,,,-3.005744,,Head,,"[9.9, 10.8]",,Low Pass,,14.029255,,,Eric-Sylvain Bilal Abidal,20177.0,,,,,Recovery,2,Regular Play,Thierry Henry,15516.0,Left Wing,153,Mallorca,1043,['8c84480a-1892-4c8c-9336-9ff5d83e053e'],36,,,,,,,,,,,,,,,,,Barcelona,217,00:20:36.108,Pass,,2009/2010
,,,,,,,,,,,,,,,,,4.0937,,,,,,,,,,,,,,a7e91ffe-f498-4422-b67f-f81398abef12,2145,,"[9.8, 10.5]",69250,65,,,,,0.36557737,,Left Foot,,"[64.4, 31.4]",,High Pass,,58.463406,Incomplete,,Zlatan Ibrahimović,3672.0,,,,,,2,Regular Play,Eric-Sylvain Bilal Abidal,20177.0,Left Back,153,Mallorca,1043,"['6310dc74-a1a9-4edb-a93a-7a53a19f654e', '87b35f56-ec43-4eac-bd39-d2e9fa11dcfd']",38,,,,,,,,,,,,,,,,,Barcelona,217,00:20:38.723,Pass,,2009/2010
,,,,,,,,,,,,,,,,,1.1037,,,,,,,,,,,,,,b7f2af43-2507-46dc-88ad-c1bfac4ff05c,2148,,"[71.7, 38.2]",69250,65,,,,,0.25484028,,Head,,"[83.6, 41.3]",,Low Pass,,12.297154,,,Pierre Achille Webó Kouamo,25876.0,,,,,Recovery,2,Regular Play,José Carlos de Araújo Nunes,25992.0,Right Center Back,153,Mallorca,1043,['ace0e429-c95a-4974-8d2a-36161f317d73'],46,,,,,,,,,,,,,,,,,Mallorca,1043,00:20:46.049,Pass,,2009/2010
,,,,,,,,,,,,,,,,,2.098,,,,,,,,,,,,,,07a3a3f8-0100-4680-9db1-9f28073c47ad,2151,,"[83.6, 41.3]",69250,65,,,,,1.0090308,,Right Foot,,"[94.3, 58.3]",,High Pass,,20.08706,,,Gonzalo Castro Irizábal,6740.0,,,,,,2,Regular Play,Pierre Achille Webó Kouamo,25876.0,Center Forward,153,Mallorca,1043,['cec86bb1-be34-485d-aa80-454e75d6f7d6'],47,,,,,,,,,,,,,,,,,Mallorca,1043,00:20:47.622,Pass,,2009/2010
,,,,,,,,,,,,,,,,,0.9386,,,,,,,,,,,,,,aeaae517-fa6a-44fc-b3df-b02bd5fb2926,2153,,"[94.3, 58.3]",69250,65,,,,,-1.3054643,,Head,,"[96.8, 49.1]",,Low Pass,,9.533625,Incomplete,,Pierre Achille Webó Kouamo,25876.0,,,,,,2,Regular Play,Gonzalo Castro Irizábal,6740.0,Left Wing,153,Mallorca,1043,"['404c7a21-1305-4807-bf33-73f47ea69440', 'e61bee08-c8d9-4669-b494-89a0d1318769']",49,,,,,,,,,,,,,,,,,Mallorca,1043,00:20:49.757,Pass,,2009/2010
,,,,,,,,,,,,,,,,,2.6315,,,,,,,,,,,,,,c149bda5-9340-4316-aac2-f2f17a93aad0,2160,,"[7.0, 44.1]",69250,67,,True,,,-0.17317495,,Right Foot,,"[75.6, 32.1]",,High Pass,,69.641655,Incomplete,,,,,,,,Goal Kick,2,From Goal Kick,Víctor Valdés Arribas,20176.0,Goalkeeper,155,Barcelona,217,['c48ad4a1-d928-4211-8957-0fc392cc643d'],41,,,,,,,,,,,,,,,,,Barcelona,217,00:22:41.781,Pass,,2009/2010
,,,,,,,,,,,,,,,,,2.0456,,,,,,,,,,,,,,c48ad4a1-d928-4211-8957-0fc392cc643d,2162,,"[44.5, 48.0]",69250,67,,,,True,-0.86630225,,,,"[56.4, 34.0]",,High Pass,,18.374166,,,Mario Suárez Mata,23488.0,,,,,Recovery,2,Regular Play,Jose Luis Martí Soler,25948.0,Right Defensive Midfield,156,Mallorca,1043,"['a694b399-3a1c-4f06-b29d-d3dcc603da8f', 'c149bda5-9340-4316-aac2-f2f17a93aad0', 'c3ce5226-b292-4131-be2f-b1b3a1abe22c']",44,,,,,,,,,,,,,,,,,Mallorca,1043,00:22:44.413,Pass,True,2009/2010
,,,,,,,,,,,,,,,,,5.101512,,,,,,,,,,,,,,0bbc0040-9517-47fd-8695-e629ef2e0469,2165,,"[56.4, 34.0]",69250,67,,,,,-0.47136948,,Right Foot,,"[108.0, 7.7]",,Low Pass,,57.915886,,,Fernando Varela Ramos,26201.0,,,,,,2,Regular Play,Mario Suárez Mata,23488.0,Left Defensive Midfield,156,Mallorca,1043,['51d59922-495f-486a-a458-1cf3cef5bf92'],46,,,,,,,,,,,,,,,,,Mallorca,1043,00:22:46.810,Pass,,2009/2010
,,,,,,,,,,,,,,,,,1.256974,,,,,,,,,,,,,,1f563fd9-c689-409a-92e4-2b29dd2c1c6d,2168,,"[108.0, 7.7]",69250,67,,,,,1.4744291,,Left Foot,True,"[110.9, 37.7]",,High Pass,,30.139841,Incomplete,,,,,,,,,2,Regular Play,Fernando Varela Ramos,26201.0,Right Wing,156,Mallorca,1043,['bcaca0a4-cf72-4341-b9df-f9296a1a80da'],51,,,,,,,,,,,,,,,,,Mallorca,1043,00:22:51.936,Pass,,2009/2010
,,,,,,,,,,,,,,,,,3.4053,,,,,,,,,,,,,,2227bd0d-c41e-47df-8fd4-a70b82c0c85b,2172,,"[16.0, 46.5]",69250,68,,,,,-0.36151737,,Drop Kick,,"[71.8, 25.4]",,High Pass,,59.656097,Incomplete,,Zlatan Ibrahimović,3672.0,,,,,,2,Regular Play,Víctor Valdés Arribas,20176.0,Goalkeeper,156,Mallorca,1043,"['2855a7b7-127a-4a3c-a5ef-baaf2ee513d8', 'f626ec34-0c26-4f4f-a5f4-77a28e08d510']",4,,,,,,,,,,,,,,,,,Barcelona,217,00:23:04.284,Pass,,2009/2010
,,,,,,,,,,,,,,,,,1.1462,,,,,,,,,,,,,,fc466a17-6af0-493c-84a7-49c05557e3d1,2177,,"[53.9, 53.7]",69250,68,,,,,-0.5214344,,Left Foot,,"[63.3, 48.3]",,Ground Pass,,10.840664,,,Mario Suárez Mata,23488.0,,,,,,2,Regular Play,Gonzalo Castro Irizábal,6740.0,Left Wing,156,Mallorca,1043,['916ec2b9-c62d-44f7-9b2e-68e718800044'],11,,,,,,,,,,,,,,,,,Mallorca,1043,00:23:11.020,Pass,,2009/2010
,,,,,,,,,,,,,,,,,1.8859,,,,,,,,,,,,,,7b805545-bc58-4d86-bd16-d7ceb92fec22,2181,,"[62.9, 46.9]",69250,68,,,,,-0.5351976,,Right Foot,,"[74.2, 40.2]",,Ground Pass,,13.1369705,Incomplete,,Pierre Achille Webó Kouamo,25876.0,,,,,,2,Regular Play,Mario Suárez Mata,23488.0,Left Defensive Midfield,156,Mallorca,1043,"['549a4558-5637-469c-82e6-2536f973c840', '786fd933-f291-41af-ac2c-a6a7bc1b139a', 'e1542b25-0d18-448e-a30b-7c5af557cc82']",12,,,,,,,,,,,,,,,,,Mallorca,1043,00:23:12.217,Pass,True,2009/2010
,,,,,,,,,,,,,,,,,1.2047,,,,,,,,,,,,,,e1542b25-0d18-448e-a30b-7c5af557cc82,2183,,"[45.9, 39.9]",69250,68,,,,,-2.0884454,,Right Foot,,"[41.8, 32.7]",,Ground Pass,,8.285529,,,Gerard Piqué Bernabéu,5213.0,,,,,Recovery,2,Regular Play,Dmytro Chygrynskiy,18608.0,Right Center Back,157,Barcelona,217,"['3613ae88-6f34-45a1-b395-f6191c9dad04', '7b805545-bc58-4d86-bd16-d7ceb92fec22']",14,,,,,,,,,,,,,,,,,Barcelona,217,00:23:14.103,Pass,,2009/2010
,,,,,,,,,,,,,,,,,1.8055,,,,,,,,,,,,,,d3a38811-37b1-402d-8e16-7df8029ac6e1,2187,,"[40.4, 57.9]",69250,68,,,,,1.1955255,,Right Foot,,"[46.9, 74.4]",,Ground Pass,,17.734148,,,Carles Puyol i Saforcada,20125.0,,,,,,2,Regular Play,Gerard Piqué Bernabéu,5213.0,Left Center Back,157,Barcelona,217,"['1b223e70-2988-4162-aa5a-57148fdc1886', '2099a029-91ad-43ba-a77f-62a279b3717e']",19,,,,,,,,,,,,,,,,,Barcelona,217,00:23:19.362,Pass,True,2009/2010
,,,,,,,,,,,,,,,,,0.1318,,,,,,,,,,,,,,97eff26c-cfb1-475b-82ee-a3d2123f0fb3,2190,,"[45.5, 71.9]",69250,68,,,,,-0.41450688,,Left Foot,,"[48.0, 70.8]",,High Pass,,2.7313,Incomplete,,,,,,,,,2,Regular Play,Carles Puyol i Saforcada,20125.0,Right Back,157,Barcelona,217,['75b75e78-3436-4574-9ffd-45a97e4588e5'],22,,,,,,,,,,,,,,,,,Barcelona,217,00:23:22.674,Pass,,2009/2010
,,,,,,,,,,,,,,,,,3.7906,,,,,,,,,,,,,,b9b987a0-33bb-424c-a3db-d304b6dddd52,2194,,"[17.4, 38.7]",69250,68,,,,,-0.03356403,,Drop Kick,,"[85.9, 36.4]",,High Pass,,68.538605,,,Zlatan Ibrahimović,3672.0,,,,,,2,Regular Play,Víctor Valdés Arribas,20176.0,Goalkeeper,157,Barcelona,217,['f28dc63d-a72e-46b2-958c-5938980bb41a'],32,,,,,,,,,,,,,,,,,Barcelona,217,00:23:32.487,Pass,,2009/2010
,,,,,,,,,,,,,,,,,1.0205,,,,,,,,,,,,,,4d49080c-d3b4-4264-b45b-ede25839e21f,2197,,"[85.9, 36.4]",69250,68,,,,True,2.4370985,,,,"[79.9, 41.5]",,Low Pass,,7.874643,,,Xavier Hernández Creus,20131.0,,,,,,2,Regular Play,Zlatan Ibrahimović,3672.0,Center Forward,157,Barcelona,217,"['0573f12d-636d-4a34-bcdf-287c67ddb6aa', '48584059-4666-4006-ab7d-bc7efbe0ae19']",36,,,,,,,,,,,,,,,,,Barcelona,217,00:23:36.278,Pass,True,2009/2010
,,,,,,,,,,,,,,,,,1.9571,,,,,,,,,,,,,,4f542b90-1ef6-46a8-adb6-39a462479830,2204,,"[36.0, 31.2]",69250,68,,,,,-0.102206714,,Right Foot,,"[43.8, 30.4]",,Ground Pass,,7.8409185,Incomplete,,,,,,,,,2,Regular Play,José Carlos de Araújo Nunes,25992.0,Right Center Back,157,Barcelona,217,"['a1ea5d4f-c295-4c2a-8199-6e39c1ebf6c0', 'aac0e513-ac67-4eec-890f-7aa129decce7']",39,,,,,,,,,,,,,,,,,Mallorca,1043,00:23:39.515,Pass,True,2009/2010
,,,,,,,,,,,,,,,,,1.1085,,,,,,,,,,,,,,aac0e513-ac67-4eec-890f-7aa129decce7,2205,,"[76.3, 49.7]",69250,68,,,,,-2.6057813,,Right Foot,,"[69.9, 45.9]",,Ground Pass,,7.4431176,,,Gnégnéri Yaya Touré,3087.0,,,,,Recovery,2,Regular Play,Xavier Hernández Creus,20131.0,Right Center Midfield,157,Barcelona,217,"['0c5465fb-dfb4-4c8a-8ed8-e1e123da3799', '4f542b90-1ef6-46a8-adb6-39a462479830']",41,,,,,,,,,,,,,,,,,Barcelona,217,00:23:41.472,Pass,,2009/2010
,,,,,,,,,,,,,,,,,1.3439,,,,,,,,,,,,,,b655ba3c-f927-4b36-8259-aa93980e393d,2208,,"[71.0, 46.8]",69250,68,,,,,1.498459,,Left Foot,,"[72.0, 60.6]",,Ground Pass,,13.8361845,,,Xavier Hernández Creus,20131.0,,,,,,2,Regular Play,Gnégnéri Yaya Touré,3087.0,Center Defensive Midfield,157,Barcelona,217,['d457f407-309c-4d46-9c81-38c25aae4279'],43,,,,,,,,,,,,,,,,,Barcelona,217,00:23:43.475,Pass,,2009/2010
,,,,,,,,,,,,,,,,,0.5907,,,,,,,,,,,,,,a64831ca-c1d8-4e89-93a0-31da2ec1e845,2211,,"[67.8, 62.2]",69250,68,,,,,-1.3677511,,Right Foot,,"[70.6, 48.6]",,Ground Pass,,13.885244,,,Gnégnéri Yaya Touré,3087.0,,,,,,2,Regular Play,Xavier Hernández Creus,20131.0,Right Center Midfield,157,Barcelona,217,['b7615ea8-1602-4d85-93bd-138a64833d35'],45,,,,,,,,,,,,,,,,,Barcelona,217,00:23:45.799,Pass,,2009/2010
,,,,,,,,,,,,,,,,,1.5492,,,,,,,,,,,,,,fe46b740-0d96-43cb-ba19-76c7cfbf6527,2214,,"[70.6, 48.6]",69250,68,,,,,-0.48017502,,Right Foot,,"[80.2, 43.6]",,Low Pass,,10.824047,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,2,Regular Play,Gnégnéri Yaya Touré,3087.0,Center Defensive Midfield,157,Barcelona,217,['ec8580dd-7d5a-43f8-a12a-1782059171b9'],46,,,,,,,,,,,,,,,,,Barcelona,217,00:23:46.430,Pass,,2009/2010
,,,,,,,,,,,,,,,,,1.2058,,,,,,,,,,,,,,39378f25-28b2-467b-a197-0b9090ab2b46,2217,,"[80.2, 43.6]",69250,68,,,,,-3.0466409,,Left Foot,,"[67.6, 42.4]",,Ground Pass,,12.657014,,,Gnégnéri Yaya Touré,3087.0,,,,,,2,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,157,Barcelona,217,['7c9cb5e1-8634-4cc6-ab4b-e8b3d368dd82'],48,,,,,,,,,,,,,,,,,Barcelona,217,00:23:48.068,Pass,,2009/2010
