50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6873d93f-701b-4a48-ae7a-dcbd86d94c72,150,,"[47.5, 20.2]",68359,3,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Daniel Jarque Gonzalez,26110.0,Left Center Back,11,Espanyol,214,['5f4196e6-ac92-4036-8bbf-331a139a1f36'],53,,,,,,,,,,,,,,,,,Espanyol,214,00:03:53.486,Ball Receipt*,,2007/2008
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fbf2b72c-1adc-4108-b222-82825c1231ff,154,,"[64.9, 38.3]",68359,3,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Ángel Martínez Cervera,26160.0,Right Defensive Midfield,11,Espanyol,214,"['4432425e-d85d-4594-8017-682e6d7dfa12', '9796c229-202f-4a55-b0c6-6c7b1287ef1e']",55,,,,,,,,,,,,,,,,,Espanyol,214,00:03:55.551,Ball Receipt*,True,2007/2008
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6601628c-010e-4a5e-88a9-bef6a1ee7265,156,,"[56.2, 35.7]",68359,3,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Moisés Hurtado Pérez,26162.0,Left Defensive Midfield,11,Espanyol,214,['b7cafe5b-5c3a-4693-9485-66a4464536aa'],57,,,,,,,,,,,,,,,,,Espanyol,214,00:03:57.159,Ball Receipt*,,2007/2008
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ce98d2c2-45e2-486c-8256-72fe4e48eacd,159,,"[64.8, 53.0]",68359,3,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Francisco Joaquín Pérez Rufete,26167.0,Right Wing,11,Espanyol,214,['7227044b-706c-4b2c-ba24-87596e8ca50f'],58,,,,,,,,,,,,,,,,,Espanyol,214,00:03:58.586,Ball Receipt*,,2007/2008
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3f2b02de-e232-4080-904d-9889b3322783,162,,"[83.4, 73.1]",68359,4,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Pablo Javier Zabaleta Girod,3052.0,Right Back,11,Espanyol,214,['dc693540-552c-4fc9-a96c-9e6d04bc6b27'],1,,,,,,,,,,,,,,,,,Espanyol,214,00:04:01.139,Ball Receipt*,,2007/2008
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84c8c278-fc7b-4225-9944-5b88b48bf2fe,166,,"[49.9, 19.3]",68359,4,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Gnégnéri Yaya Touré,3087.0,Center Defensive Midfield,12,Barcelona,217,['1c7f541f-72dd-4eef-99d1-f87335675c7b'],5,,,,,,,,,,,,,,,,,Barcelona,217,00:04:05.291,Ball Receipt*,,2007/2008
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fd4e3fba-caac-4a4a-872e-d7bde6eb3e2c,169,,"[58.1, 6.0]",68359,4,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Giovani dos Santos Ramírez,5987.0,Left Wing,12,Barcelona,217,['e6fe4bf0-08a9-409f-a323-be3ff51a2969'],6,,,,,,,,,,,,,,,,,Barcelona,217,00:04:06.950,Ball Receipt*,,2007/2008
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,522a1ac1-39d8-43a9-9a88-7dfa267b19de,181,,"[32.8, 43.9]",68359,4,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Carles Puyol i Saforcada,20125.0,Right Center Back,12,Barcelona,217,['cba487d6-c4d6-4b67-af05-a09bd59134b1'],17,,,,,,,,,,,,,,,,,Barcelona,217,00:04:17.011,Ball Receipt*,,2007/2008
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a75901cf-8db1-4c87-8422-9994a1a05c46,184,,"[11.5, 44.2]",68359,4,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Víctor Valdés Arribas,20176.0,Goalkeeper,12,Barcelona,217,['7d8bfa50-2625-4175-9eee-3795ea2c21ec'],19,,,,,,,,,,,,,,,,,Barcelona,217,00:04:19.227,Ball Receipt*,,2007/2008
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6be012d7-a069-4c2d-a6bf-8bf26a311053,187,,"[25.2, 26.0]",68359,4,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Gabriel Alejandro Milito,25919.0,Left Center Back,12,Barcelona,217,['93f87d7c-b056-451d-b460-85dbce38db40'],22,,,,,,,,,,,,,,,,,Barcelona,217,00:04:22.473,Ball Receipt*,,2007/2008
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dd215837-319d-4810-b7f8-11a62cf614cc,190,,"[27.9, 55.7]",68359,4,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Carles Puyol i Saforcada,20125.0,Right Center Back,12,Barcelona,217,['76841f2c-0337-4e89-bf8c-2fd38dcdd07f'],24,,,,,,,,,,,,,,,,,Barcelona,217,00:04:24.965,Ball Receipt*,,2007/2008
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0c6fd211-f482-40d5-94f9-332abf7e2ae6,193,,"[49.9, 61.5]",68359,4,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Xavier Hernández Creus,20131.0,Right Center Midfield,12,Barcelona,217,['0d3014d1-fb49-445b-90c3-93cee0cdac22'],27,,,,,,,,,,,,,,,,,Barcelona,217,00:04:27.878,Ball Receipt*,,2007/2008
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9b38e24f-3724-4a44-b115-0267e5174124,196,,"[91.9, 41.8]",68359,4,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Eiður Smári Guðjohnsen,11270.0,Left Center Midfield,12,Barcelona,217,['d146dd31-70e5-47db-a502-96cda1369223'],32,,,,,,,,,,,,,,,,,Barcelona,217,00:04:32.756,Ball Receipt*,,2007/2008
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1d8c9bfa-f2d1-4326-a2ed-437089396bf4,200,,"[42.0, 38.0]",68359,4,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Luis García Fernández,23916.0,Center Attacking Midfield,13,Espanyol,214,['ad0178e4-78b6-423e-a7ba-d295eb5b4a79'],35,,,,,,,,,,,,,,,,,Espanyol,214,00:04:35.386,Ball Receipt*,,2007/2008
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7e001de8-8077-4728-bc5c-d5dcaa91794d,203,,"[47.5, 30.6]",68359,4,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Moisés Hurtado Pérez,26162.0,Left Defensive Midfield,13,Espanyol,214,['4f49b529-a2ae-4a41-9de6-4d0057a42211'],36,,,,,,,,,,,,,,,,,Espanyol,214,00:04:36.777,Ball Receipt*,,2007/2008
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22f2b61b-01c3-4cad-9d9b-fe85449d7933,207,,"[54.5, 47.3]",68359,4,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Francisco Joaquín Pérez Rufete,26167.0,Right Wing,13,Espanyol,214,"['33af6025-6064-41be-a625-dec50b72cb01', '41450080-6364-4476-b843-ce5b3856a63d']",38,,,,,,,,,,,,,,,,,Espanyol,214,00:04:38.122,Ball Receipt*,True,2007/2008
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55c6df14-2892-49f3-a9da-48f1e8b3093e,211,,"[50.8, 19.6]",68359,4,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Gnégnéri Yaya Touré,3087.0,Center Defensive Midfield,14,Barcelona,217,['c6f74737-a9f1-4a3b-86ac-8c805187d149'],47,,,,,,,,,,,,,,,,,Barcelona,217,00:04:47.218,Ball Receipt*,,2007/2008
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a6217cdc-b112-4948-8dbc-b99c2c43a655,213,,"[36.1, 49.5]",68359,4,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Carles Puyol i Saforcada,20125.0,Right Center Back,14,Barcelona,217,['3735ecd4-fa02-4875-ae6f-111b1926e7c7'],51,,,,,,,,,,,,,,,,,Barcelona,217,00:04:51.951,Ball Receipt*,,2007/2008
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,063553e5-bdce-405f-8b82-6a4818e06a27,216,,"[41.9, 26.0]",68359,4,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Gabriel Alejandro Milito,25919.0,Left Center Back,14,Barcelona,217,['f2b74268-f2c2-466d-9ceb-3b87a827ade9'],55,,,,,,,,,,,,,,,,,Barcelona,217,00:04:55.838,Ball Receipt*,,2007/2008
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c860f586-f8de-45ad-99b3-54cf120be481,219,,"[76.7, 13.3]",68359,5,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Bojan Krkíc Pérez,4913.0,Right Wing,14,Barcelona,217,['77edc329-19d9-4c62-9f5d-47a323156268'],4,,,,,,,,,,,,,,,,,Barcelona,217,00:05:04.259,Ball Receipt*,,2007/2008
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d063e631-5c92-4770-aed2-f1243769fcd5,223,,"[73.7, 2.2]",68359,5,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Sylvio Mendes Campos Junior,25854.0,Left Back,14,Barcelona,217,"['deceea00-9fc1-4a93-a160-d1664d7ba897', 'f1bffdbe-2ff6-45b3-a1b2-3973b26f131c']",5,,,,,,,,,,,,,,,,,Barcelona,217,00:05:05.395,Ball Receipt*,True,2007/2008
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,457643c9-b5ac-4b5f-a3b4-8070cd3dfcd5,226,,"[70.4, 18.6]",68359,5,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Bojan Krkíc Pérez,4913.0,Right Wing,14,Barcelona,217,['3b340e38-e019-4285-839d-4539c84c8688'],6,,,,,,,,,,,,,,,,,Barcelona,217,00:05:06.156,Ball Receipt*,,2007/2008
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95c65dd5-31c1-46a5-b2d9-fcd1fb7ebac2,235,,"[30.3, 49.5]",68359,5,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Carles Puyol i Saforcada,20125.0,Right Center Back,14,Barcelona,217,['bc0433f5-c8fb-4f91-a716-f4a70ade0fda'],18,,,,,,,,,,,,,,,,,Barcelona,217,00:05:18.974,Ball Receipt*,,2007/2008
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,da3ecf42-99c5-447f-81e4-878f44ef6ff2,238,,"[35.6, 14.4]",68359,5,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Gabriel Alejandro Milito,25919.0,Left Center Back,14,Barcelona,217,['18aa75ed-eef7-44eb-b8ef-4996d08300d1'],22,,,,,,,,,,,,,,,,,Barcelona,217,00:05:22.745,Ball Receipt*,,2007/2008
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b46990c7-5992-4236-95e1-8529312a7d43,241,,"[41.7, 28.4]",68359,5,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Gnégnéri Yaya Touré,3087.0,Center Defensive Midfield,14,Barcelona,217,['ef9cf8aa-4641-4cd8-b5c9-e9fd10c49fd2'],24,,,,,,,,,,,,,,,,,Barcelona,217,00:05:24.831,Ball Receipt*,,2007/2008
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79bbb635-7828-4574-b0de-941ba21a6256,244,,"[49.2, 61.5]",68359,5,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Xavier Hernández Creus,20131.0,Right Center Midfield,14,Barcelona,217,['72fe4070-1e7f-46d7-878f-da96fc5d6992'],29,,,,,,,,,,,,,,,,,Barcelona,217,00:05:29.509,Ball Receipt*,,2007/2008
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3eab1c58-6da0-4d6d-b8ef-409e57514132,247,,"[51.8, 24.4]",68359,5,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Gabriel Alejandro Milito,25919.0,Left Center Back,14,Barcelona,217,['fd8de6ac-4713-46a9-bd0b-76b14dc93bc2'],34,,,,,,,,,,,,,,,,,Barcelona,217,00:05:34.980,Ball Receipt*,,2007/2008
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f7efeb3-b39a-4072-bd18-f908582a7bf5,252,,"[83.6, 17.8]",68359,5,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Bojan Krkíc Pérez,4913.0,Right Wing,14,Barcelona,217,['3dd115e3-e320-4cc4-aaa2-7517f2a1ff0c'],40,,,,,,,,,,,,,,,,,Barcelona,217,00:05:40.130,Ball Receipt*,,2007/2008
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a90d300b-a8a0-4156-8cfc-bb794affdad5,256,,"[49.0, 56.4]",68359,5,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Luis García Fernández,23916.0,Center Attacking Midfield,14,Barcelona,217,['9771b776-693e-42fc-b326-c2b7d8449fa2'],42,,,,,,,,,,,,,,,,,Espanyol,214,00:05:42.321,Ball Receipt*,,2007/2008
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5806354c-15c7-4f88-bc6b-54f72a5299e6,260,,"[68.7, 18.1]",68359,5,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Gabriel Alejandro Milito,25919.0,Left Center Back,14,Barcelona,217,['9cced3c1-3fb9-44e3-838c-bbe416fa4e31'],44,,,,,,,,,,,,,,,,,Barcelona,217,00:05:44.185,Ball Receipt*,,2007/2008
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f71e03cb-e12f-4f2d-9495-3e070263fc28,263,,"[78.8, 23.4]",68359,5,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Bojan Krkíc Pérez,4913.0,Right Wing,14,Barcelona,217,['492364f2-ddab-4adc-b9cd-c75975825aaf'],45,,,,,,,,,,,,,,,,,Barcelona,217,00:05:45.077,Ball Receipt*,,2007/2008
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29811954-61a6-480a-b253-13604003f64c,267,,"[62.7, 77.7]",68359,5,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Francisco Joaquín Pérez Rufete,26167.0,Right Wing,14,Barcelona,217,['41ad62a3-005c-4cd4-ad5e-502f9ac4650a'],47,,,,,,,,,,,,,,,,,Espanyol,214,00:05:47.505,Ball Receipt*,,2007/2008
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d3f4ce2d-7e00-4d7c-8ed2-6003e1db6588,270,,"[92.6, 54.5]",68359,5,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Raúl Tamudo Montero,26109.0,Center Forward,14,Barcelona,217,['ec1243db-eec7-4aa2-9ebb-7c267e61796b'],51,,,,,,,,,,,,,,,,,Espanyol,214,00:05:51.531,Ball Receipt*,,2007/2008
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2220f37b-8d6e-45ac-be34-2a9ff8749ad2,275,,"[42.2, 4.8]",68359,5,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Gnégnéri Yaya Touré,3087.0,Center Defensive Midfield,14,Barcelona,217,['361af767-ce49-4ef9-9f05-7033bc024845'],54,,,,,,,,,,,,,,,,,Barcelona,217,00:05:54.106,Ball Receipt*,,2007/2008
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8e844a62-a59b-42d8-9c4b-75f545c3f383,279,,"[48.9, 3.8]",68359,6,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Sylvio Mendes Campos Junior,25854.0,Left Back,14,Barcelona,217,['ff6846d2-c767-476e-a2b4-b157f6de91da'],0,,,,,,,,,,,,,,,,,Barcelona,217,00:06:00.343,Ball Receipt*,,2007/2008
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29927e45-bca9-4921-8146-1489f9c84d53,282,,"[46.7, 20.8]",68359,6,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Gnégnéri Yaya Touré,3087.0,Center Defensive Midfield,14,Barcelona,217,['426ccd60-5186-4cac-a6da-dcec8c9cee15'],2,,,,,,,,,,,,,,,,,Barcelona,217,00:06:02.948,Ball Receipt*,,2007/2008
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,820e4979-deb5-499d-8dfc-cc1600198881,285,,"[40.9, 66.8]",68359,6,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Gianluca Zambrotta,15774.0,Right Back,14,Barcelona,217,['168db95e-0e79-4203-afc2-5dd2cf815685'],6,,,,,,,,,,,,,,,,,Barcelona,217,00:06:06.206,Ball Receipt*,,2007/2008
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ae746877-f99a-4119-a367-f84423c584ed,288,,"[49.2, 49.5]",68359,6,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Xavier Hernández Creus,20131.0,Right Center Midfield,14,Barcelona,217,['7e008441-e120-4ce3-8601-ccd9061c87cb'],8,,,,,,,,,,,,,,,,,Barcelona,217,00:06:08.976,Ball Receipt*,,2007/2008
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00fcb600-b662-46ef-8deb-4528d00aef64,291,,"[63.4, 62.9]",68359,6,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Giovani dos Santos Ramírez,5987.0,Left Wing,14,Barcelona,217,['8e5c7416-f61e-40e0-830c-eb23e42b3441'],11,,,,,,,,,,,,,,,,,Barcelona,217,00:06:11.662,Ball Receipt*,,2007/2008
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b951e0fb-6288-4546-8bcb-87cfb23fcfe3,294,,"[65.1, 20.9]",68359,6,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Luis García Fernández,23916.0,Center Attacking Midfield,15,Espanyol,214,['0be69a56-bf1d-4030-9e48-62abe72fedd0'],13,,,,,,,,,,,,,,,,,Espanyol,214,00:06:13.639,Ball Receipt*,,2007/2008
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0fb999d6-4e43-4eae-b9ce-a9c582f45dee,296,,"[74.0, 22.2]",68359,6,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Ferrán Corominas Telechea,26102.0,Left Wing,15,Espanyol,214,['765f0c5c-9afd-457d-a0c1-582fc302f693'],13,,,,,,,,,,,,,,,,,Espanyol,214,00:06:13.963,Ball Receipt*,,2007/2008
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3df3aa83-4bcd-4caa-8d0a-8ff138412034,303,,"[33.0, 33.5]",68359,6,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Gabriel Alejandro Milito,25919.0,Left Center Back,16,Barcelona,217,['f5cb9366-c6cf-4c32-84f1-cffabdb5ff0f'],17,,,,,,,,,,,,,,,,,Barcelona,217,00:06:17.840,Ball Receipt*,,2007/2008
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,faa775a5-9ad2-4eca-9251-465836cc3620,306,,"[43.8, 11.3]",68359,6,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Sylvio Mendes Campos Junior,25854.0,Left Back,16,Barcelona,217,['c36d489a-097d-44f6-a4ff-041e6b92003d'],20,,,,,,,,,,,,,,,,,Barcelona,217,00:06:20.510,Ball Receipt*,,2007/2008
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9b82ad0c-6201-4d3c-aa95-1a4a641ea38d,309,,"[59.5, 25.5]",68359,6,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Eiður Smári Guðjohnsen,11270.0,Left Center Midfield,16,Barcelona,217,['2e659301-d9a2-4434-98d5-3645efb78097'],24,,,,,,,,,,,,,,,,,Barcelona,217,00:06:24.331,Ball Receipt*,,2007/2008
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18bf92e4-d78a-4404-b961-4b82063eb4de,312,,"[63.4, 3.1]",68359,6,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Bojan Krkíc Pérez,4913.0,Right Wing,16,Barcelona,217,['578000b2-c636-46b1-b0d2-f4dc420dc982'],27,,,,,,,,,,,,,,,,,Barcelona,217,00:06:27.297,Ball Receipt*,,2007/2008
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,af0a0dce-7ec8-4f7e-9065-57685424b2c5,316,,"[68.7, 28.0]",68359,6,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Eiður Smári Guðjohnsen,11270.0,Left Center Midfield,16,Barcelona,217,"['4c099af5-e987-4b41-9954-18fcef2c5567', '7a5d1b98-f335-4f31-bd7d-653b638b6148']",30,,,,,,,,,,,,,,,,,Barcelona,217,00:06:30.639,Ball Receipt*,True,2007/2008
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2681b083-6c58-462e-8dec-b5436c002b01,319,,"[79.6, 24.4]",68359,6,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Bojan Krkíc Pérez,4913.0,Right Wing,16,Barcelona,217,['ad06c0af-d631-4364-b900-3b07344b4969'],33,,,,,,,,,,,,,,,,,Barcelona,217,00:06:33.724,Ball Receipt*,,2007/2008
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9eeb83bd-2819-4c99-98bc-35847d901fb8,327,,"[98.9, 56.6]",68359,6,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Raúl Tamudo Montero,26109.0,Center Forward,16,Barcelona,217,['b02e7b07-1f4b-43e9-8efd-3c42bc143557'],43,,,,,,,,,,,,,,,,,Espanyol,214,00:06:43.591,Ball Receipt*,,2007/2008
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bc9be025-2c43-4efe-9761-d1b68df8dd59,335,,"[75.9, 62.4]",68359,6,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Luis García Fernández,23916.0,Center Attacking Midfield,17,Espanyol,214,['6f6e5147-7a6e-4d08-a5ab-1282a7d220b3'],50,,,,,,,,,,,,,,,,,Espanyol,214,00:06:50.349,Ball Receipt*,,2007/2008
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2bcad494-c22f-4936-9e66-a1881163607b,338,,"[63.0, 38.6]",68359,6,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Moisés Hurtado Pérez,26162.0,Left Defensive Midfield,17,Espanyol,214,['900d5c02-4997-4657-9c1b-6d28b27d4521'],54,,,,,,,,,,,,,,,,,Espanyol,214,00:06:54.203,Ball Receipt*,,2007/2008
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07c1515e-dfc8-4381-a351-f959d48665bf,341,,"[83.2, 29.4]",68359,6,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Luis García Fernández,23916.0,Center Attacking Midfield,17,Espanyol,214,['3cc6d8e7-ff93-45c9-ab72-fce7427623dc'],56,,,,,,,,,,,,,,,,,Espanyol,214,00:06:56.319,Ball Receipt*,,2007/2008
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6e5e7943-27db-4aa4-af1f-2561db606b67,344,,"[95.8, 5.0]",68359,6,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Francisco Javier Chica Torres,26170.0,Left Back,17,Espanyol,214,['2c50ba73-847c-4398-8eb9-f5cb31b05974'],59,,,,,,,,,,,,,,,,,Espanyol,214,00:06:59.954,Ball Receipt*,,2007/2008
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6267a771-6cf0-442c-a4e6-159f0c29695e,347,,"[113.9, 44.3]",68359,7,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Ángel Martínez Cervera,26160.0,Right Defensive Midfield,17,Espanyol,214,['348ed4bf-4c99-4714-9e46-7890443c9198'],2,,,,,,,,,,,,,,,,,Espanyol,214,00:07:02.724,Ball Receipt*,,2007/2008
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0437cc05-49de-48a4-bfc6-047547f4291c,360,,"[112.7, 43.8]",68359,7,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Luis García Fernández,23916.0,Center Attacking Midfield,17,Espanyol,214,['3014ac23-c1ad-4ae2-a873-9878beaef784'],16,,,,,,,,,,,,,,,,,Espanyol,214,00:07:16.828,Ball Receipt*,,2007/2008
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a61726f0-8659-4ea5-ad7f-b32376c5527b,363,,"[16.5, 53.6]",68359,7,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Carles Puyol i Saforcada,20125.0,Right Center Back,18,Barcelona,217,['5fff2036-e49d-470e-a301-a6e9df2cce33'],19,,,,,,,,,,,,,,,,,Barcelona,217,00:07:19.271,Ball Receipt*,,2007/2008
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1d3e2e80-33a6-4ff6-9218-a3cd3d117638,367,,"[45.7, 63.9]",68359,7,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Giovani dos Santos Ramírez,5987.0,Left Wing,18,Barcelona,217,"['52344267-85ca-4a26-838c-8b1781742cc9', 'e4c82a93-9cef-4fd3-a3dc-4fea4878c42a']",21,,,,,,,,,,,,,,,,,Barcelona,217,00:07:21.130,Ball Receipt*,True,2007/2008
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8596ffa4-ac37-4b92-8242-1f916e39803f,375,,"[73.1, 32.5]",68359,7,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Ángel Martínez Cervera,26160.0,Right Defensive Midfield,19,Espanyol,214,"['6504ee47-79b4-49d3-96a9-c6d9f24ee1f5', 'c9770b79-0169-40d5-a909-a35a20268226']",30,,,,,,,,,,,,,,,,,Espanyol,214,00:07:30.254,Ball Receipt*,True,2007/2008
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17903653-a7ae-4d92-b3d4-0bce2e35cf1c,377,,"[65.8, 53.2]",68359,7,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Pablo Javier Zabaleta Girod,3052.0,Right Back,19,Espanyol,214,['9b20b79a-3d8e-4a0b-9118-60648b04645d'],31,,,,,,,,,,,,,,,,,Espanyol,214,00:07:31.696,Ball Receipt*,,2007/2008
