50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_lost_in_play,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,,,1.4242,,,,,,,,,,,,,ea521988-06da-44a5-8958-5df6dec0ef13,785,,"[70.0, 70.9]",265918,17,,,,,0.8301444,,Right Foot,,,"[76.4, 77.9]",,Ground Pass,,9.484725,,,,Sergio Busquets i Burgos,5203.0,,,,,,Recovery,1,Regular Play,Francesc Fàbregas i Soler,3478.0,Left Center Midfield,39,Barcelona,217,"['a6f620c9-8334-482a-9f80-ed606283523e', 'e60ef521-8a55-42a8-b794-0c55f0b54c11']",4,,,,,,,,,,,,,,,,,Barcelona,217,00:17:04.051,Pass,True,2013/2014
,,,,,,,,,,,,,,,,,,,1.1556,,,,,,,,,,,,,231d0913-b429-4381-b029-a95979d800fd,787,,"[77.7, 77.1]",265918,17,,,,,-0.2165503,,Right Foot,,,"[82.7, 76.0]",,Ground Pass,,5.1195703,,,,Alexis Alejandro Sánchez Sánchez,3385.0,,,,,,,1,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,39,Barcelona,217,['a72a3469-687b-4d72-9925-399a961deff1'],5,,,,,,,,,,,,,,,,,Barcelona,217,00:17:05.475,Pass,,2013/2014
,,,,,,,,,,,,,,,,,,,0.808801,,,,,,,,,,,,,7c14c219-9f27-4415-b126-2bac36df62f0,791,,"[82.5, 76.0]",265918,17,,,,,-2.406153,,Right Foot,,,"[76.2, 70.3]",,Ground Pass,,8.495881,,Incomplete,,Francesc Fàbregas i Soler,3478.0,,,,,,,1,Regular Play,Alexis Alejandro Sánchez Sánchez,3385.0,Right Wing,39,Barcelona,217,"['656331ff-1155-47e7-bc3e-ab68cd6654b6', 'b46e8941-3057-4a07-94b2-fca3e4990840']",7,,,,,,,,,,,,,,,,,Barcelona,217,00:17:07.505,Pass,,2013/2014
,,,,,,,,,,,,,,,,,,,0.9094,,,,,,,,,,,,,683ac148-550b-4d8b-be91-f575c28bb62d,795,,"[45.0, 13.0]",265918,17,,,,,-2.5387542,,Right Foot,,,"[37.3, 7.7]",,Ground Pass,,9.347727,,,,Saúl Ñíguez Esclapez,6381.0,,,,,,,1,Regular Play,Alberto Bueno Calvo,6879.0,Center Attacking Midfield,40,Rayo Vallecano,360,['595c4df1-6361-4457-83c4-d4c7b872189d'],8,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:17:08.642,Pass,,2013/2014
,,,,,,,,,,,,,,,,,,,3.236801,,,,,,,,,,,,,220ee5fb-2c2d-4be2-85a3-af9bde0087fd,798,,"[37.3, 7.7]",265918,17,,,,,2.3561945,,Left Foot,,,"[9.5, 35.5]",,Ground Pass,,39.315136,,,,Rubén Iván Martínez Andrade,6730.0,,,,,,,1,Regular Play,Saúl Ñíguez Esclapez,6381.0,Left Center Back,40,Rayo Vallecano,360,['cf4a25ef-f12a-4a21-977a-f8c86a1f8a98'],10,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:17:10.292,Pass,,2013/2014
,,,,,,,,,,,,,,,,,,,2.1629,,,,,,,,,,,,,b8e5877a-ce83-4997-bc12-624eac692061,801,,"[10.8, 35.9]",265918,17,,,,,-0.94971514,,Right Foot,,,"[35.2, 1.8]",,High Pass,,41.93054,,Out,,Johan Andrés Mojica Palacio,5691.0,,,,,,,1,Regular Play,Rubén Iván Martínez Andrade,6730.0,Goalkeeper,40,Rayo Vallecano,360,['62a7b820-59c3-40b4-bdf7-9adc1aecf434'],14,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:17:14.731,Pass,,2013/2014
,,,,,,,,,,,,,,,,,,,1.484415,,,,,,,,,,,,,68881809-75ec-40be-98e9-23131812b68b,803,,"[69.7, 80.0]",265918,17,,True,,,-1.5270287,,,,,"[70.3, 66.3]",,Low Pass,,13.713133,,,,Sergio Busquets i Burgos,5203.0,,,,,,Throw-in,1,From Throw In,Daniel Alves da Silva,4324.0,Right Back,41,Barcelona,217,['13846769-6f27-444e-bf40-544e5b339549'],22,,,,,,,,,,,,,,,,,Barcelona,217,00:17:22.801,Pass,,2013/2014
,,,,,,,,,,,,,,,,,,,1.342148,,,,,,,,,,,,,6ea85e22-6f90-40b3-9cd7-f206c9e22882,805,,"[70.3, 66.3]",265918,17,,True,,,1.3814263,,Right Foot,,,"[72.6, 78.3]",,Ground Pass,,12.218429,,,,Daniel Alves da Silva,4324.0,,,,,,,1,From Throw In,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,41,Barcelona,217,['97dee447-02b5-40af-9509-9fcb3b00dbe6'],24,,,,,,,,,,,,,,,,,Barcelona,217,00:17:24.518,Pass,,2013/2014
,,,,,,,,,,,,,,,,,,,1.5852,,,,,,,,,,,,,b546209f-ec6c-44ef-95a5-2b707b0cbf82,807,,"[70.3, 77.1]",265918,17,,,,,-2.2065778,,Right Foot,,,"[50.3, 50.0]",,High Pass,,33.681004,,,,Carles Puyol i Saforcada,20125.0,,,,,,,1,From Throw In,Daniel Alves da Silva,4324.0,Right Back,41,Barcelona,217,['feba6185-c25d-492f-8d84-6808bb3ab044'],25,,,,,,,,,,,,,,,,,Barcelona,217,00:17:25.900,Pass,,2013/2014
,,,,,,,,,,,,,,,,,,,1.404601,,,,,,,,,,,,,b94d186c-31db-4a82-a83e-5c0e07d11ee1,810,,"[47.2, 40.7]",265918,17,,,,,-1.360968,,Right Foot,,,"[51.8, 19.1]",,Ground Pass,,22.084383,,,,Adriano Correia Claro,22102.0,,,,,,,1,From Throw In,Carles Puyol i Saforcada,20125.0,Left Center Back,41,Barcelona,217,['d48210d8-2fca-412c-8c61-ab0f0fde2a5e'],29,,,,,,,,,,,,,,,,,Barcelona,217,00:17:29.741,Pass,,2013/2014
,,,,,,,,,,,,,,,,,,,1.6864,,,,,,,,,,,,,2018319e-8592-48ef-bcde-a1a4421269ec,813,,"[51.8, 19.1]",265918,17,,,,,-0.47569522,,Right Foot,,,"[65.0, 12.3]",,Ground Pass,,14.848569,,,,Andrés Iniesta Luján,5216.0,,,,,,,1,From Throw In,Adriano Correia Claro,22102.0,Left Back,41,Barcelona,217,['f33cc16e-42ca-4221-b62a-4ae27bc781c3'],31,,,,,,,,,,,,,,,,,Barcelona,217,00:17:31.476,Pass,,2013/2014
,,,,,,,,,,,,,,,,,,,0.448501,,,,,,,,,,,,,9c503777-60b5-497c-8e99-e844a392e97d,816,,"[73.4, 7.7]",265918,17,,,,,1.1071488,,Right Foot,,,"[77.2, 15.3]",,Ground Pass,,8.497058,,,,Pedro Eliezer Rodríguez Ledesma,3958.0,,,,,,,1,From Throw In,Andrés Iniesta Luján,5216.0,Right Center Midfield,41,Barcelona,217,['6f1a5ac4-4e0d-436b-8c90-fd4b892d6c68'],34,,,,,,,,,,,,,,,,,Barcelona,217,00:17:34.826,Pass,,2013/2014
,,,,,,,,,,,,,,,,,,,2.93,,,,,,,,,,,,,dc9fafe0-231a-412f-80af-56dd4ddcda3b,818,,"[77.2, 15.3]",265918,17,,,,,-0.42115933,,Left Foot,,,"[99.3, 5.4]",,Low Pass,,24.21611,,,,Andrés Iniesta Luján,5216.0,,,,,,,1,From Throw In,Pedro Eliezer Rodríguez Ledesma,3958.0,Left Wing,41,Barcelona,217,['0f4e25eb-392e-4bfb-9ca4-81b95b872d50'],35,,,,,,,,,,,,,,,,,Barcelona,217,00:17:35.274,Pass,,2013/2014
,,,,,,,,,,,,,,,,,,,0.961001,,,,,,,,,,,,,0d816e20-f5df-420f-b7bf-e937bfa37b1f,821,,"[110.2, 12.1]",265918,17,,,,,1.8564692,c5482db3-0590-4e66-8af7-56bfd9597eb6,Right Foot,,,"[106.0, 26.4]",,Ground Pass,,14.904026,,,,Pedro Eliezer Rodríguez Ledesma,3958.0,True,,,,,,1,From Throw In,Andrés Iniesta Luján,5216.0,Right Center Midfield,41,Barcelona,217,['434bf5d2-56c1-41f2-af7b-da48fe5d1d5a'],40,,,,,,,,,,,,,,,,,Barcelona,217,00:17:40.732,Pass,,2013/2014
,,,,,,,,,,,,,,,,,,,1.720801,,,,,,,,,,,,,daf1852c-29c6-4ed8-90aa-7f2fdd37bcad,829,,"[116.7, 58.6]",265918,17,,,,,-1.9984746,,Right Foot,True,,"[106.9, 37.1]",,High Pass,,23.62816,,Incomplete,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,1,From Throw In,Alexis Alejandro Sánchez Sánchez,3385.0,Right Wing,41,Barcelona,217,"['a8226395-1940-4798-8e35-1e7bd358d45b', 'c229dbc7-dc3a-4708-b012-bebf1d5882b8']",46,,,,,,,,,,,,,,,,,Barcelona,217,00:17:46.780,Pass,,2013/2014
,,,,,,,,,,,,,,,,,,,5.9021,,,,,,,,,,,,,3beed4c0-abea-4059-983f-968feb5fad38,837,,"[47.8, 48.3]",265918,17,,,,,-2.9535954,,Right Foot,,,"[6.8, 40.5]",,Ground Pass,,41.735355,,,,Víctor Valdés Arribas,20176.0,,,,,,,1,From Throw In,Gerard Piqué Bernabéu,5213.0,Right Center Back,41,Barcelona,217,['8dcba4ff-9575-4e8c-8dcf-35b0d2ad2888'],57,,,,,,,,,,,,,,,,,Barcelona,217,00:17:57.117,Pass,,2013/2014
,,,,,,,,,,,,,,,,,,,3.2321,,,,,,,,,,,,,6b4c6f03-8c42-49d7-9d20-716fa648ca23,840,,"[6.8, 40.5]",265918,18,,,,,-0.30820736,,Right Foot,,,"[60.2, 23.5]",,High Pass,,56.0407,,Pass Offside,,Pedro Eliezer Rodríguez Ledesma,3958.0,,,,,,,1,From Throw In,Víctor Valdés Arribas,20176.0,Goalkeeper,41,Barcelona,217,['6240f288-ff81-4e8c-853d-964d89da134e'],3,,,,,,,,,,,,,,,,,Barcelona,217,00:18:03.308,Pass,,2013/2014
,,,,,,,,,,,,,,,,,,,2.703853,,,,,,,,,,,,,ef4ded03-cf6c-42bd-bb40-f8f5643eb83c,842,,"[57.8, 70.6]",265918,18,,,,,-3.0374928,,Right Foot,,,"[37.7, 68.5]",,Ground Pass,,20.209404,,,,José Eduardo Rosa Vale de Castro,26222.0,,,,,,Free Kick,1,From Free Kick,Roberto Trashorras Gayoso,26848.0,Right Defensive Midfield,42,Rayo Vallecano,360,['a9214cfe-656f-4f38-bf2a-d51ec02ad976'],34,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:18:34.865,Pass,,2013/2014
,,,,,,,,,,,,,,,,,,,2.3711,,,,,,,,,,,,,e2f889bf-b528-4cb6-be01-eb685f502a35,845,,"[35.8, 63.6]",265918,18,,,,,-2.3439503,,Right Foot,,,"[11.6, 38.8]",,Ground Pass,,34.65083,,,,Rubén Iván Martínez Andrade,6730.0,,,,,,,1,From Free Kick,José Eduardo Rosa Vale de Castro,26222.0,Right Center Back,42,Rayo Vallecano,360,['76f0240b-f07a-423c-92ec-134631d0bfd2'],40,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:18:40.816,Pass,,2013/2014
,,,,,,,,,,,,,,,,,,,1.249034,,,,,,,,,,,,,5452197f-a0d8-46d4-8024-9dbc9fb6bc05,848,,"[10.1, 40.5]",265918,18,,,,,1.1387172,,Right Foot,,,"[19.0, 59.8]",,Ground Pass,,21.253235,,,,José Eduardo Rosa Vale de Castro,26222.0,,,,,,,1,From Free Kick,Rubén Iván Martínez Andrade,6730.0,Goalkeeper,42,Rayo Vallecano,360,['694083ef-56e7-4462-bdc6-b8e9fe061985'],46,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:18:46.279,Pass,,2013/2014
,,,,,,,,,,,,,,,,,,,1.676429,,,,,,,,,,,,,2e7f8492-4237-483d-b33c-04ce7dd0a14f,851,,"[18.1, 63.0]",265918,18,,,,,0.82739025,,Right Foot,,,"[29.5, 75.4]",,Ground Pass,,16.84399,,,,Anaitz Arbilla Zabala,6709.0,,,,,,,1,From Free Kick,José Eduardo Rosa Vale de Castro,26222.0,Right Center Back,42,Rayo Vallecano,360,['fe5cb616-9e92-443c-9060-e2ecf2c86bcb'],48,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:18:48.673,Pass,,2013/2014
,,,,,,,,,,,,,,,,,,,0.4425,,,,,,,,,,,,,12124b3c-0477-40d4-9b42-f76886c94bdb,855,,"[91.7, 6.2]",265918,18,,,,,2.2597208,,Right Foot,,,"[90.3, 7.9]",,Low Pass,,2.2022715,,,,Pedro Eliezer Rodríguez Ledesma,3958.0,,,,,,Recovery,1,Regular Play,Francesc Fàbregas i Soler,3478.0,Left Center Midfield,43,Barcelona,217,['3471125e-d295-470a-aed9-313c778f5244'],51,,,,,,,,,,,,,,,,,Barcelona,217,00:18:51.989,Pass,,2013/2014
,,,,,,,,,,,,,,,,,,,0.6048,,,,,,,,,,,,,e002c912-f463-49b7-9dab-4ca45e01e205,858,,"[92.4, 21.6]",265918,18,,,,,-1.9004208,,Left Foot,,,"[89.8, 14.0]",,Ground Pass,,8.032434,,,,Francesc Fàbregas i Soler,3478.0,,,,,,,1,Regular Play,Pedro Eliezer Rodríguez Ledesma,3958.0,Left Wing,43,Barcelona,217,['eb5edc15-2ac3-44d6-a6f6-2526fbe70c67'],53,,,,,,,,,,,,,,,,,Barcelona,217,00:18:53.716,Pass,,2013/2014
,,,,,,,,,,,,,,,,,,,1.252194,,,,,,,,,,,,,ff5be33d-ff23-4967-8d87-4af3851f8f91,864,,"[84.4, 17.4]",265918,18,,,,,1.6116827,,Right Foot,,,"[83.5, 39.4]",,Ground Pass,,22.018402,,,,Andrés Iniesta Luján,5216.0,,,,,,,1,Regular Play,Francesc Fàbregas i Soler,3478.0,Left Center Midfield,43,Barcelona,217,['dba91491-6198-4503-8e19-82c504be88aa'],55,,,,,,,,,,,,,,,,,Barcelona,217,00:18:55.356,Pass,,2013/2014
,,,,,,,,,,,,,,,,,,,0.5429,,,,,,,,,,,,,6cf35300-e18d-4a9d-8651-91f5a98161f3,867,,"[89.2, 40.1]",265918,18,,,,,0.90082484,,Right Foot,,,"[95.3, 47.8]",,Ground Pass,,9.8234415,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,1,Regular Play,Andrés Iniesta Luján,5216.0,Right Center Midfield,43,Barcelona,217,['fdd1f385-fb61-40de-b860-d8835a003a0c'],57,,,,,,,,,,,,,,,,,Barcelona,217,00:18:57.951,Pass,,2013/2014
,,,,,,,,,,,,,,,,,,,1.1636,,,,,,,,,,,,,11fc4386-0d07-4417-b0cc-6acbc06bf023,869,,"[95.3, 47.8]",265918,18,,,,,-1.5480729,,Left Foot,,,"[95.5, 39.0]",,Ground Pass,,8.802273,,,,Andrés Iniesta Luján,5216.0,,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,43,Barcelona,217,['8698ea35-847a-42c8-8418-79fe7db97d97'],58,,,,,,,,,,,,,,,,,Barcelona,217,00:18:58.494,Pass,,2013/2014
,,,,,,,,,,,,,,,,,,,3.169,,,,,,,,,,,,,2003682a-9d76-4ccf-845e-c80adbbb437a,880,,"[7.0, 37.0]",265918,20,,,,,-0.37370005,,Right Foot,,,"[70.5, 12.1]",,High Pass,,68.20748,,,,Joaquín Oscar Larrivey,27190.0,,,,,,Goal Kick,1,From Goal Kick,Rubén Iván Martínez Andrade,6730.0,Goalkeeper,45,Rayo Vallecano,360,['d602bc0b-da58-43a9-ab4c-dfb7f91ad523'],29,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:20:29.639,Pass,,2013/2014
,,,,,,,,,,,,,,,,,,,2.3957,,,,,,,,,,,,,1eb731d2-4a36-4c6a-9eed-c43aae0f7ab5,882,,"[70.5, 12.1]",265918,20,,,,,0.48906586,,Head,,,"[93.8, 24.5]",,High Pass,,26.394129,,Incomplete,,Iago Falqué Silva,7468.0,,,,,,,1,From Goal Kick,Joaquín Oscar Larrivey,27190.0,Center Forward,45,Rayo Vallecano,360,"['82e9c18f-23f3-4ad5-8557-e8ecbebbdbf4', 'b0e03fc5-cf99-49a5-af73-b5ed296d4935']",32,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:20:32.808,Pass,,2013/2014
,,,,,,,,,,,,,,,,,,,0.8071,,,,,,,,,,,,,eeaa4712-74cb-407f-8974-8d385b75b175,891,,"[71.9, 26.0]",265918,20,,,,,0.097253196,,Left Foot,,,"[80.1, 26.8]",,Low Pass,,8.238932,,,,Rubén Rochina Naixes,6680.0,,,,,,,1,From Goal Kick,Saúl Ñíguez Esclapez,6381.0,Left Center Back,45,Rayo Vallecano,360,['a572e455-b120-4f48-86cd-6b374a55052e'],39,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:20:39.610,Pass,,2013/2014
,,,,,,,,,,,,,,,,,,,0.8695,,,,,,,,,,,,,4c240aaf-8589-4c53-8e82-1936dbd3ff26,894,,"[81.0, 25.4]",265918,20,,,,,-0.46997663,,Left Foot,,,"[87.3, 22.2]",,Ground Pass,,7.0661163,,,,Alberto Bueno Calvo,6879.0,,,,,,,1,From Goal Kick,Rubén Rochina Naixes,6680.0,Right Wing,45,Rayo Vallecano,360,['37128fb0-4c8d-4931-8ee8-d236acbaee92'],40,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:20:40.973,Pass,,2013/2014
,,,,,,,,,,,,,,,,,,,0.7081,,,,,,,,,,,,,4502e676-9eec-43ee-b71c-ce9ce3bf5613,898,,"[86.2, 21.8]",265918,20,,,,,-1.7704802,,Left Foot,,,"[84.5, 13.4]",,Ground Pass,,8.570297,,,,Roberto Trashorras Gayoso,26848.0,,,,,,,1,From Goal Kick,Alberto Bueno Calvo,6879.0,Center Attacking Midfield,45,Rayo Vallecano,360,['3ab91b91-3d43-486c-8683-87a090b7831c'],43,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:20:43.314,Pass,,2013/2014
,,,,,,,,,,,,,,,,,,,0.7676,,,,,,,,,,,,,4a7216c8-f002-4da6-8ca9-41eb37dc2484,901,,"[91.1, 9.4]",265918,20,,,,,-0.7853982,,Right Foot,,,"[94.2, 6.3]",,Ground Pass,,4.384062,,,,Iago Falqué Silva,7468.0,,,,,,,1,From Goal Kick,Roberto Trashorras Gayoso,26848.0,Right Defensive Midfield,45,Rayo Vallecano,360,['5f008fb4-9280-4e93-ad8c-a170d3b786e6'],44,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:20:44.721,Pass,,2013/2014
,,,,,,,,,,,,,,,,,,,0.8984,,,,,,,,,,,,,da86b6d7-7b29-4e15-a94a-548dc75a596b,904,,"[94.4, 6.0]",265918,20,,,,,1.3309023,,Left Foot,,,"[97.8, 19.9]",,Low Pass,,14.309787,,,,Rubén Rochina Naixes,6680.0,,,,,,,1,From Goal Kick,Iago Falqué Silva,7468.0,Left Wing,45,Rayo Vallecano,360,['d30f8bc1-5fd3-4170-b941-5f37738cfce2'],47,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:20:47.016,Pass,,2013/2014
,,,,,,,,,,,,,,,,,,,0.5467,,,,,,,,,,,,,aa3cafdd-e8c6-4939-8659-98f97cc14ac1,908,,"[18.0, 57.1]",265918,20,,,,,0.11658601,,Right Foot,,,"[29.1, 58.4]",,Ground Pass,,11.175867,,,,Francesc Fàbregas i Soler,3478.0,,,,,,Recovery,1,From Counter,Gerard Piqué Bernabéu,5213.0,Right Center Back,46,Barcelona,217,['a3b4e8f9-5413-48bc-9361-c5a0cb3cc18c'],48,,,,,,,,,,,,,,,,,Barcelona,217,00:20:48.933,Pass,,2013/2014
,,,,,,,,,,,,,,,,,,,1.058506,,,,,,,,,,,,,15b1cce4-271c-4a43-a89e-2341c455f8c5,911,,"[28.9, 58.4]",265918,20,,,,,-0.9978302,,Right Foot,,,"[36.9, 46.0]",,Ground Pass,,14.756694,,,,Andrés Iniesta Luján,5216.0,,,,,,,1,From Counter,Francesc Fàbregas i Soler,3478.0,Left Center Midfield,46,Barcelona,217,['e0b6b476-c727-402d-a4de-2c436f3014f4'],50,,,,,,,,,,,,,,,,,Barcelona,217,00:20:50.312,Pass,,2013/2014
,,,,,,,,,,,,,,,,,,,3.0642,,,,,,,,,,,,,a1e1a5f4-d509-4c5e-af2d-e0b340476f40,917,,"[56.0, 36.3]",265918,20,,,,,0.3662316,,Right Foot,,,"[105.8, 55.4]",,High Pass,,53.337135,,,,Alexis Alejandro Sánchez Sánchez,3385.0,,,,Through Ball,True,,1,From Counter,Andrés Iniesta Luján,5216.0,Right Center Midfield,46,Barcelona,217,['0cbe637e-e537-4369-aefc-f43dd27bd5ba'],56,,,,,,,,,,,,,,,,,Barcelona,217,00:20:56.422,Pass,,2013/2014
,,,,,,,,,,,,,,,,,,,1.812,,,,,,,,,,,,,353cf240-bb67-4f14-bb40-a880f4d8d704,920,,"[110.2, 56.9]",265918,21,,,,,-1.2903608,,Right Foot,True,,"[119.1, 26.0]",,High Pass,,32.15618,,Out,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,1,From Counter,Alexis Alejandro Sánchez Sánchez,3385.0,Right Wing,46,Barcelona,217,['7dc5f1de-be5d-4256-adcc-c1bcacb81fb0'],0,,,,,,,,,,,,,,,,,Barcelona,217,00:21:00.603,Pass,,2013/2014
,,,,,,,,,,,,,,,,,,,3.5605,,,,,,,,,,,,,c21d9c33-5f97-4e73-a26c-97650c7739a6,922,,"[7.0, 37.0]",265918,21,,True,,,-0.06031751,,Right Foot,,,"[63.3, 33.6]",,High Pass,,56.402573,,Incomplete,,,,,,,,,Goal Kick,1,From Goal Kick,Rubén Iván Martínez Andrade,6730.0,Goalkeeper,47,Rayo Vallecano,360,['9c51f854-8c79-45bc-bcaa-dff2dfe57340'],37,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:21:37.530,Pass,,2013/2014
,,,,,,,,,,,,,,,,,,,1.0564,,,,,,,,,,,,,239df8da-9194-4422-bc46-63fa93610859,924,,"[55.4, 46.6]",265918,21,,,,,-1.4211303,,Right Foot,,,"[57.3, 34.0]",,Ground Pass,,12.742449,,,,Sergio Busquets i Burgos,5203.0,,,,,,,1,Regular Play,Francesc Fàbregas i Soler,3478.0,Left Center Midfield,48,Barcelona,217,['d18622e2-afea-47bd-a4ac-ca97e5237e57'],44,,,,,,,,,,,,,,,,,Barcelona,217,00:21:44.682,Pass,,2013/2014
,,,,,,,,,,,,,,,,,,,0.9741,,,,,,,,,,,,,3ceffe76-65ee-464a-8572-5d221accd4af,927,,"[56.8, 34.0]",265918,21,,,,,-0.1071826,,Right Foot,,,"[72.6, 32.3]",,Ground Pass,,15.891192,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,1,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,48,Barcelona,217,['b726f144-5188-4217-bc5e-248f61ee9b03'],46,,,,,,,,,,,,,,,,,Barcelona,217,00:21:46.307,Pass,,2013/2014
,,,,,,,,,,,,,,,,,,,0.695,,,,,,,,,,,,,ca7174ec-655f-4cab-985a-ed43b40aa37d,934,,"[75.8, 25.4]",265918,21,,,,,-0.34302393,,Left Foot,,,"[84.2, 22.4]",,Ground Pass,,8.9196415,,,,Pedro Eliezer Rodríguez Ledesma,3958.0,,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,48,Barcelona,217,['e0d49d63-8fcc-4be1-8d46-478c99d40069'],50,,,,,,,,,,,,,,,,,Barcelona,217,00:21:50.409,Pass,,2013/2014
,,,,,,,,,,,,,,,,,,,0.741,,,,,,,,,,,,,d536b965-6d17-42d7-9413-2b1845eaefe4,937,,"[90.5, 23.9]",265918,21,,,,,1.4056476,,Right Foot,,,"[92.6, 36.5]",,Ground Pass,,12.773801,,,,Francesc Fàbregas i Soler,3478.0,,,,,,,1,Regular Play,Pedro Eliezer Rodríguez Ledesma,3958.0,Left Wing,48,Barcelona,217,['16c72706-a81e-48b6-9ae7-f0d798c4d525'],53,,,,,,,,,,,,,,,,,Barcelona,217,00:21:53.018,Pass,,2013/2014
,,,,,,,,,,,,,,,,,,,0.5471,,,,,,,,,,,,,81afc737-01dc-40a9-8bb5-438f20262201,939,,"[92.8, 37.3]",265918,21,,,,,-0.9702552,,Left Foot,,,"[97.8, 30.0]",,Low Pass,,8.848164,,Incomplete,,Lionel Andrés Messi Cuccittini,5503.0,,,,Through Ball,True,,1,Regular Play,Francesc Fàbregas i Soler,3478.0,Left Center Midfield,48,Barcelona,217,"['73941c4c-082c-471e-a28f-f106daa7e299', 'e34c639c-7c4d-409f-acfc-392fa841064f']",53,,,,,,,,,,,,,,,,,Barcelona,217,00:21:53.759,Pass,,2013/2014
,,,,,,,,,,,,,,,,,,,0.4498,,,,,,,,,,,,,5e8858e0-7e5a-42bf-9fcc-bdd220bb14e9,943,,"[29.9, 29.8]",265918,21,,,,,1.4288993,,Right Foot,,,"[30.5, 34.0]",,High Pass,,4.2426405,,Incomplete,,Roberto Trashorras Gayoso,26848.0,,,,,,Recovery,1,Regular Play,Alberto Bueno Calvo,6879.0,Center Attacking Midfield,48,Barcelona,217,"['89debfab-421e-4ecd-a53b-ad4096be4823', '8a0e503a-adbb-4064-a07c-6b8a53274fe6']",57,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:21:57.387,Pass,,2013/2014
,,,,,,,,,,,,,,,,,,,1.4273,,,,,,,,,,,,,704d5c56-02cb-43f4-b79b-aa48e22e13ff,947,,"[92.8, 46.6]",265918,21,,,,True,-0.8461927,,,,,"[98.2, 40.5]",,High Pass,,8.146778,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,1,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,48,Barcelona,217,"['924b7232-eef7-444b-b231-d9992e12ae47', '9dc62211-2066-4707-89ae-34dc2ea87317']",59,,,,,,,,,,,,,,,,,Barcelona,217,00:21:59.236,Pass,True,2013/2014
,,,,,,,,,,,,,,,,,,,3.213,,,,,,,,,,,,,aea808e4-3252-4acc-84ec-288e702e1ac8,955,,"[7.0, 45.0]",265918,22,,,,,0.08865588,,Right Foot,,,"[70.0, 50.6]",,High Pass,,63.248398,,Incomplete,,Iago Falqué Silva,7468.0,,,,,,Goal Kick,1,From Goal Kick,Rubén Iván Martínez Andrade,6730.0,Goalkeeper,49,Rayo Vallecano,360,"['2df2b80a-a742-4037-bf1d-9b27d223007a', 'f08833fd-97aa-4904-8cf3-7fc9a6f61d19']",35,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:22:35.846,Pass,,2013/2014
