50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,0.9901,,,,,,,,,,,,,9900316e-d1de-473a-a9be-ce60c77187c3,18,,"[55.8, 61.9]",266846,0,,,,1.4754976,,Right Foot,,,"[57.1, 75.5]",,Ground Pass,,13.661991,,,Martín Montoya Torralbo,6593.0,,,,,,,1,From Kick Off,Ivan Rakitić,5470.0,Right Center Midfield,2,Barcelona,217,['80dd8dca-9c75-46d2-b3f1-b7d3df230b0e'],12,,,,,,,,,,,,,,,,,Barcelona,217,00:00:12.902,Pass,,2014/2015
,,,,,,,,,,,,,,,,,1.963588,,,,,,,,,,,,,68622bdd-cf89-4235-8af3-6c704eab7af3,21,,"[54.3, 73.7]",266846,0,,,,-1.560044,,Right Foot,,,"[54.6, 45.8]",,Ground Pass,,27.901613,,,Sergio Busquets i Burgos,5203.0,,,,,,,1,From Kick Off,Martín Montoya Torralbo,6593.0,Right Back,2,Barcelona,217,['7310aed4-b1b2-4a62-a9ca-669507d88f97'],15,,,,,,,,,,,,,,,,,Barcelona,217,00:00:15.033,Pass,,2014/2015
,,,,,,,,,,,,,,,,,2.169922,,,,,,,,,,,,,eb297c32-0ac0-4aeb-99f1-c6c1b817d4a1,24,,"[56.2, 38.1]",266846,0,,,,1.4879822,,Right Foot,,,"[58.3, 63.4]",,Ground Pass,,25.387005,,,Gerard Piqué Bernabéu,5213.0,,,,,,,1,From Kick Off,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,2,Barcelona,217,['f594cc02-7d13-47f0-a6ec-aabdba37546c'],19,,,,,,,,,,,,,,,,,Barcelona,217,00:00:19.750,Pass,,2014/2015
,,,,,,,,,,,,,,,,,0.9638,,,,,,,,,,,,,397c0fac-04ed-4a3f-b562-9038b1202254,27,,"[65.3, 64.0]",266846,0,,,,-0.22032274,,Right Foot,,,"[84.5, 59.7]",,Ground Pass,,19.67562,,,Luis Alberto Suárez Díaz,5246.0,,,,,,,1,From Kick Off,Gerard Piqué Bernabéu,5213.0,Right Center Back,2,Barcelona,217,['c9249c1a-22dd-4df2-8533-3b7fa96efeb9'],24,,,,,,,,,,,,,,,,,Barcelona,217,00:00:24.746,Pass,,2014/2015
,,,,,,,,,,,,,,,,,0.8872,,,,,,,,,,,,,74668603-b33a-4203-a2a5-aeec8db20af3,30,,"[84.5, 59.7]",266846,0,,,,1.2447355,,Right Foot,,,"[89.2, 73.6]",,Ground Pass,,14.673104,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,1,From Kick Off,Luis Alberto Suárez Díaz,5246.0,Center Forward,2,Barcelona,217,['448d2164-c77d-4251-8c22-bb2f5407a68e'],25,,,,,,,,,,,,,,,,,Barcelona,217,00:00:25.750,Pass,,2014/2015
,,,,,,,,,,,,,,,,,0.7853,,,,,,,,,,,,,26351e02-8ce9-4945-a34b-75632b863a4b,34,,"[88.9, 72.9]",266846,0,,,,-1.5385494,,Left Foot,,,"[89.2, 63.6]",,Ground Pass,,9.304837,,,Luis Alberto Suárez Díaz,5246.0,,,,,,,1,From Kick Off,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,2,Barcelona,217,"['0186904b-896a-4fe4-bfa7-dbdd09325551', 'f91458af-b1e7-4bb4-9390-cc075aa33d54']",26,,,,,,,,,,,,,,,,,Barcelona,217,00:00:26.730,Pass,True,2014/2015
,,,,,,,,,,,,,,,,,0.979,,,,,,,,,,,,,6b5bf521-d714-41dd-92a3-907c4fecb43f,39,,"[25.8, 26.6]",266846,0,,,,0.43713868,,Right Foot,,,"[36.5, 31.6]",,Ground Pass,,11.810589,,,Patrick Claude Ekeng Ekeng,27236.0,,,,,,Recovery,1,From Counter,David Omar Rodríguez Barrera,24811.0,Right Defensive Midfield,3,Córdoba CF,373,['82f28b40-d682-41e1-ada4-0c541b4727bf'],29,,,,,,,,,,,,,,,,,Córdoba CF,373,00:00:29.857,Pass,,2014/2015
,,,,,,,,,,,,,,,,,1.7835,,,,,,,,,,,,,f1f05820-e1a4-4b86-a2f3-c117716868cf,43,,"[37.4, 33.0]",266846,0,,,,-0.5487805,,Right Foot,,,"[54.9, 22.3]",,Ground Pass,,20.511948,,,Nabil Ghilas,27250.0,,,,,,,1,From Counter,Patrick Claude Ekeng Ekeng,27236.0,Center Attacking Midfield,3,Córdoba CF,373,"['cdcb488d-f44d-4c56-98fb-b10b0ed37ab6', 'ef4168af-58d9-41ab-b6d0-d583404db80e']",30,,,,,,,,,,,,,,,,,Córdoba CF,373,00:00:30.916,Pass,True,2014/2015
,,,,,,,,,,,,,,,,,0.669899,,,,,,,,,,,,,f73fba94-81f0-437a-9ea0-7627d6f17177,47,,"[54.6, 24.5]",266846,0,,,,2.5213432,,Right Foot,,,"[51.1, 27.0]",,Ground Pass,,4.3011627,Incomplete,,Patrick Claude Ekeng Ekeng,27236.0,,,,,,,1,From Counter,Nabil Ghilas,27250.0,Center Forward,3,Córdoba CF,373,"['899e722e-2d08-480c-b2eb-3a7a416097ca', '99ae8b65-c418-4498-9ea7-b63282f6c6da']",32,,,,,,,,,,,,,,,,,Córdoba CF,373,00:00:32.780,Pass,,2014/2015
,,,,,,,,,,True,,,,,,,1.178894,,,,,,,,,,,,,99ae8b65-c418-4498-9ea7-b63282f6c6da,49,,"[69.9, 54.0]",266846,0,,,,-1.3397057,,Right Foot,,,"[73.5, 38.7]",,Ground Pass,,15.717824,,,Andrés Iniesta Luján,5216.0,,,,,,Interception,1,Regular Play,Ivan Rakitić,5470.0,Right Center Midfield,4,Barcelona,217,"['0d3a6543-8fd1-4269-8f5a-d8f79839c4dd', 'f73fba94-81f0-437a-9ea0-7627d6f17177']",33,,,,,,,,,,,,,,,,,Barcelona,217,00:00:33.450,Pass,,2014/2015
,,,,,,,,,,,,,,,,,0.792528,,,,,,,,,,,,,5b2aaba9-4905-46cb-ac6d-8710f2358cc4,52,,"[74.6, 36.5]",266846,0,,,,-0.6435011,,Right Foot,,,"[85.0, 28.7]",,Ground Pass,,13.0,,,Luis Alberto Suárez Díaz,5246.0,,,,,,,1,Regular Play,Andrés Iniesta Luján,5216.0,Left Center Midfield,4,Barcelona,217,['a2dec2ce-c9d2-42cc-944a-dc4bda0269a6'],35,,,,,,,,,,,,,,,,,Barcelona,217,00:00:35.675,Pass,,2014/2015
,,,,,,,,,,,,,,,,,1.083705,,,,,,,,,,,,,b9ca8b29-4c34-4954-a5dd-f581457e599f,55,,"[85.0, 28.7]",266846,0,,,,-2.69475,,Right Foot,,,"[75.4, 24.1]",,Ground Pass,,10.645186,,,Andrés Iniesta Luján,5216.0,,,,,,,1,Regular Play,Luis Alberto Suárez Díaz,5246.0,Center Forward,4,Barcelona,217,['64d67779-a6bd-44bb-bbc7-f94481e94b31'],36,,,,,,,,,,,,,,,,,Barcelona,217,00:00:36.508,Pass,,2014/2015
,,,,,,,,,,,,,,,,,1.582794,,,,,,,,,,,,,da2f169a-bedf-4957-867c-af2bf4d9bea0,59,,"[89.3, 7.0]",266846,0,,,,-0.36520144,,Right Foot,,,"[99.5, 3.1]",,Ground Pass,,10.920165,,,Pedro Eliezer Rodríguez Ledesma,3958.0,,,,,,,1,Regular Play,Andrés Iniesta Luján,5216.0,Left Center Midfield,4,Barcelona,217,['9c2c787e-1d3f-405b-a5ba-7672aa6af2cc'],41,,,,,,,,,,,,,,,,,Barcelona,217,00:00:41.470,Pass,,2014/2015
,,,,,,,,,,,,,,,,,0.4848,,,,,,,,,,,,,36aac043-51ab-4418-bc55-cc106301344e,62,,"[99.5, 3.1]",266846,0,,,,3.0187573,,Right Foot,,,"[91.4, 4.1]",,Ground Pass,,8.161495,,,Andrés Iniesta Luján,5216.0,,,,,,,1,Regular Play,Pedro Eliezer Rodríguez Ledesma,3958.0,Left Wing,4,Barcelona,217,['7197994d-22da-47c1-b49a-d790fa6bfb70'],43,,,,,,,,,,,,,,,,,Barcelona,217,00:00:43.093,Pass,,2014/2015
,,,,,,,,,,,,,,,,,1.338156,,,,,,,,,,,,,3f95f3e0-2659-4346-8fed-7871680fb824,65,,"[91.4, 4.1]",266846,0,,,,2.7451513,,Right Foot,,,"[82.8, 7.7]",,Ground Pass,,9.32309,,,Jordi Alba Ramos,5211.0,,,,,,,1,Regular Play,Andrés Iniesta Luján,5216.0,Left Center Midfield,4,Barcelona,217,['219b0847-a268-4046-8190-c4a263166f79'],44,,,,,,,,,,,,,,,,,Barcelona,217,00:00:44.386,Pass,,2014/2015
,,,,,,,,,,,,,,,,,0.757741,,,,,,,,,,,,,c5ddcf08-b91f-4b26-9fe7-58b77479d0ed,69,,"[86.1, 7.0]",266846,0,,,,-0.82981336,,Left Foot,,,"[90.4, 2.3]",,Ground Pass,,6.3702435,,,Andrés Iniesta Luján,5216.0,,,,,,,1,Regular Play,Jordi Alba Ramos,5211.0,Left Back,4,Barcelona,217,"['9c6b0416-ccd3-4643-b0a9-57b63f1b0951', 'fad114b1-046e-4118-8344-969f911ae298']",46,,,,,,,,,,,,,,,,,Barcelona,217,00:00:46.728,Pass,True,2014/2015
,,,,,,,,,,,,,,,,,2.29857,,,,,,,,,,,,,50b32044-bec4-403f-bcb5-52a88219a072,72,,"[77.6, 10.3]",266846,0,,,,1.9404496,,Right Foot,,,"[64.0, 45.4]",,Ground Pass,,37.642662,,,Gerard Piqué Bernabéu,5213.0,,,,,,,1,Regular Play,Andrés Iniesta Luján,5216.0,Left Center Midfield,4,Barcelona,217,['08854d48-8235-4dd1-8d33-080051a40655'],50,,,,,,,,,,,,,,,,,Barcelona,217,00:00:50.162,Pass,,2014/2015
,,,,,,,,,,,,,,,,,2.1433,,,,,,,,,,,,,8633c8fa-137f-4e50-9262-7cc4d77036f9,75,,"[64.9, 49.7]",266846,0,,,,1.1036462,,Right Foot,,,"[76.4, 72.5]",,Ground Pass,,25.536053,,,Martín Montoya Torralbo,6593.0,,,,,,,1,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,4,Barcelona,217,['91e42c09-19da-47d1-ab8c-979a5dd400d1'],53,,,,,,,,,,,,,,,,,Barcelona,217,00:00:53.511,Pass,,2014/2015
,,,,,,,,,,,,,,,,,0.750534,,,,,,,,,,,,,46489acb-4e16-4bd4-9352-eef692d52f3c,78,,"[76.4, 72.5]",266846,0,,,,-1.4972451,,Right Foot,,,"[77.1, 63.0]",,Ground Pass,,9.525755,,,Ivan Rakitić,5470.0,,,,,,,1,Regular Play,Martín Montoya Torralbo,6593.0,Right Back,4,Barcelona,217,['d31c06b2-c6b6-4331-853c-5d323c25c027'],56,,,,,,,,,,,,,,,,,Barcelona,217,00:00:56.526,Pass,,2014/2015
,,,,,,,,,,,,,,,,,4.1418,,,,,,,,,,,,,09ecbe9a-2451-4b66-8238-09246f7b74d6,81,,"[74.6, 63.4]",266846,0,,,,0.24663888,,Right Foot,,,"[117.1, 74.1]",,High Pass,,43.82625,,,Martín Montoya Torralbo,6593.0,,,,,,,1,Regular Play,Ivan Rakitić,5470.0,Right Center Midfield,4,Barcelona,217,"['b310d831-d935-4244-b425-28dcaee31915', 'e3b27bc1-33ff-4390-9ea7-c185b88f1c32']",57,,,,,,,,,,,,,,,,,Barcelona,217,00:00:57.277,Pass,True,2014/2015
,,,,,,,,,,,,,,,,,1.591262,,,,,,,,,,,,,3d128b95-5ede-4c15-b1c7-64f19fada519,84,,"[117.0, 73.2]",266846,1,,,,-1.7584361,,Right Foot,True,,"[111.0, 41.6]",,High Pass,,32.164577,Incomplete,,,,,,,,,,1,Regular Play,Martín Montoya Torralbo,6593.0,Right Back,4,Barcelona,217,['f8c5f936-8ef5-4a50-b65c-2e71d82f6c18'],2,,,,,,,,,,,,,,,,,Barcelona,217,00:01:02.709,Pass,,2014/2015
,,,,,,,,,,,,,,,,,1.431702,,,,,,,,,,,,,2a043ec1-c26c-4072-8d85-746461eb7c59,88,,"[88.5, 54.8]",266846,1,,,,1.8370484,,Right Foot,,,"[86.1, 63.6]",,Ground Pass,,9.121404,,,Ivan Rakitić,5470.0,,,,,,,1,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,4,Barcelona,217,['a8d896fe-4d03-4d37-bf96-02e6ce176d42'],7,,,,,,,,,,,,,,,,,Barcelona,217,00:01:07.009,Pass,,2014/2015
,,,,,,,,,,,,,,,,,1.825532,,,,,,,,,,,,,30f19400-1e7e-44b7-a98c-9e123d19d8dc,91,,"[86.1, 63.6]",266846,1,,,,-0.6453518,375b77d4-72a9-44f0-8d40-2571f844c836,Left Foot,True,,"[112.0, 44.1]",True,High Pass,,32.420055,,,Pedro Eliezer Rodríguez Ledesma,3958.0,,,,Through Ball,True,,1,Regular Play,Ivan Rakitić,5470.0,Right Center Midfield,4,Barcelona,217,['b1a05bab-895b-447b-ad9a-7850b6431a0f'],9,,,,,,,,,,,,,,,,,Barcelona,217,00:01:09.487,Pass,,2014/2015
,,,,,,,,,,,,,,,,,1.713224,,,,,,,,,,,,,fd25a82e-7166-4092-9277-08ca731c72d0,96,,"[61.0, 41.0]",266846,2,True,,,2.6997056,,Right Foot,,,"[25.7, 57.7]",,Ground Pass,,39.05099,,,Íñigo López Montaña,26573.0,,,,,,Kick Off,1,From Kick Off,Nabil Ghilas,27250.0,Center Forward,5,Córdoba CF,373,['3b2ec87a-5737-4b21-8361-70f8eba8f4c5'],8,,,,,,,,,,,,,,,,,Córdoba CF,373,00:02:08.447,Pass,,2014/2015
,,,,,,,,,,,,,,,,,1.94199,,,,,,,,,,,,,11726ade-4445-4f2d-a2dc-751edcdfbda0,98,,"[25.7, 57.7]",266846,2,True,,,0.21278757,,Right Foot,,,"[94.2, 72.5]",,High Pass,,70.0806,Incomplete,,,,,,,,,,1,From Kick Off,Íñigo López Montaña,26573.0,Right Center Back,5,Córdoba CF,373,['bc47b370-bb4a-4cc5-8a70-7f15b828ed78'],10,,,,,,,,,,,,,,,,,Córdoba CF,373,00:02:10.819,Pass,,2014/2015
,,,,,,,,,,,,,,,,,1.632254,,,,,,,,,,,,,bc47b370-bb4a-4cc5-8a70-7f15b828ed78,99,,"[26.8, 8.5]",266846,2,True,,,-0.17445362,,Right Foot,,,"[52.9, 3.9]",,Ground Pass,,26.502264,,,Jordi Alba Ramos,5211.0,,,,,,Recovery,1,Regular Play,Javier Alejandro Mascherano,5506.0,Left Center Back,6,Barcelona,217,"['11726ade-4445-4f2d-a2dc-751edcdfbda0', 'a6392760-fb29-49b8-89ee-be96eb89a7e7']",12,,,,,,,,,,,,,,,,,Barcelona,217,00:02:12.761,Pass,,2014/2015
,,,,,,,,,,,,,,,,,0.8807,,,,,,,,,,,,,6f3e4031-88a8-4504-8729-e48c1f3d2cc5,101,,"[53.3, 8.3]",266846,2,,,,1.081944,,Left Foot,,,"[58.3, 17.7]",,Ground Pass,,10.647065,,,Sergio Busquets i Burgos,5203.0,,,,,,,1,Regular Play,Jordi Alba Ramos,5211.0,Left Back,6,Barcelona,217,['340e5416-624c-42d0-b334-6023fc680c4f'],16,,,,,,,,,,,,,,,,,Barcelona,217,00:02:16.146,Pass,,2014/2015
,,,,,,,,,,,,,,,,,1.0467,,,,,,,,,,,,,0126e383-1852-4853-a4bc-9c985df772e0,104,,"[58.5, 17.6]",266846,2,,,,-2.6742136,,Right Foot,,,"[47.8, 12.2]",,Ground Pass,,11.985408,,,Javier Alejandro Mascherano,5506.0,,,,,,,1,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,6,Barcelona,217,['f037ca99-aff3-4930-8eda-e2b6648607b2'],17,,,,,,,,,,,,,,,,,Barcelona,217,00:02:17.066,Pass,,2014/2015
,,,,,,,,,,,,,,,,,1.66284,,,,,,,,,,,,,520aa974-849b-4c3b-8a9a-1594894211d3,107,,"[43.0, 16.2]",266846,2,,,,1.4246241,,Right Foot,,,"[48.3, 52.2]",,Ground Pass,,36.388046,,,Gerard Piqué Bernabéu,5213.0,,,,,,,1,Regular Play,Javier Alejandro Mascherano,5506.0,Left Center Back,6,Barcelona,217,['de6c35e6-ea0b-44c2-8e61-546be329aae4'],20,,,,,,,,,,,,,,,,,Barcelona,217,00:02:20.321,Pass,,2014/2015
,,,,,,,,,,,,,,,,,3.437873,,,,,,,,,,,,,8a989dda-760a-4b48-bc56-4f9f23f050a3,110,,"[55.4, 56.1]",266846,2,,,,-0.67978173,,Right Foot,,,"[106.0, 15.2]",,High Pass,,65.06281,Incomplete,,Pedro Eliezer Rodríguez Ledesma,3958.0,,,True,,,,1,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,6,Barcelona,217,"['ac425320-17b1-454c-b08f-cece44317dca', 'deaf3852-cbcf-4732-8acf-a4a6c648b6ec']",24,,,,,,,,,,,,,,,,,Barcelona,217,00:02:24.658,Pass,,2014/2015
,,,,,,,,,,,,,,,,,1.906706,,,,,,,,,,,,,ac425320-17b1-454c-b08f-cece44317dca,112,,"[15.0, 65.8]",266846,2,,,,-2.427502,,Head,,,"[1.5, 54.1]",,High Pass,,17.86449,Out,,Juan Carlos Martín Corral,24255.0,,,,,,Recovery,1,Regular Play,Eduard Campabadal Claros,24617.0,Right Back,6,Barcelona,217,"['4536ac11-fd2b-4bb0-a30b-3aadc73bea76', '8a989dda-760a-4b48-bc56-4f9f23f050a3']",28,,,,,,,,,,,,,,,,,Córdoba CF,373,00:02:28.096,Pass,,2014/2015
