ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,0.942051,,,,,,,,,,,,,a79a24bd-867d-477d-82c1-68e740290886,17,,,"[54.5, 40.3]",69315,0,,,,-1.82812,,Right Foot,,,"[52.0, 30.8]",,Ground Pass,,9.8234415,,,Thiago Alcântara do Nascimento,5208.0,,,,,,,1,From Kick Off,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,2,Barcelona,217,['839abf32-c906-4263-93c8-b8fde4de5e42'],9,,,,,,,,,,,,,,,,Barcelona,217,00:00:09.643,Pass,,2011/2012
,,,,,,,,,,,,,,1.417692,,,,,,,,,,,,,3387ef1e-813b-4707-b16a-992c22725ca1,20,,,"[52.0, 30.8]",69315,0,,,,2.1815224,,Right Foot,,,"[37.3, 51.8]",,Ground Pass,,25.633766,,,Gerard Piqué Bernabéu,5213.0,,,,,,,1,From Kick Off,Thiago Alcântara do Nascimento,5208.0,Right Center Midfield,2,Barcelona,217,['580ebc6e-d1e0-451e-9fbe-44e2ac5d25b4'],10,,,,,,,,,,,,,,,,Barcelona,217,00:00:10.920,Pass,,2011/2012
,,,,,,,,,,,,,,1.39939,,,,,,,,,,,,,2db0f147-454e-4307-9b43-b995daa138a8,23,,,"[37.3, 51.8]",69315,0,,,,-1.3843743,,Right Foot,,,"[42.6, 23.7]",,Ground Pass,,28.595453,,,Eric-Sylvain Bilal Abidal,20177.0,,,,,,,1,From Kick Off,Gerard Piqué Bernabéu,5213.0,Right Center Back,2,Barcelona,217,['b9798091-2202-45e4-9ddf-27ca19807eb6'],13,,,,,,,,,,,,,,,,Barcelona,217,00:00:13.571,Pass,,2011/2012
,,,,,,,,,,,,,,1.6718,,,,,,,,,,,,,f155525e-7719-47b2-80ba-71df83fac2a1,27,,,"[66.9, 26.6]",69315,0,,,,2.0045028,,Left Foot,,,"[55.6, 51.0]",,Low Pass,,26.88959,,,Sergio Busquets i Burgos,5203.0,,,,,,,1,From Kick Off,Eric-Sylvain Bilal Abidal,20177.0,Left Center Back,2,Barcelona,217,['057b78a2-984f-4e29-aeea-741312ccf6e6'],20,,,,,,,,,,,,,,,,Barcelona,217,00:00:20.784,Pass,,2011/2012
,,,,,,,,,,,,,,1.918108,,,,,,,,,,,,,70d39086-49a6-4c89-a5fa-66266346d44c,30,,,"[55.0, 51.4]",69315,0,,,,2.62402,,Left Foot,,,"[41.3, 59.2]",,Low Pass,,15.764834,,,Gerard Piqué Bernabéu,5213.0,,,,,,,1,From Kick Off,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,2,Barcelona,217,['fbdd35da-57c4-45e3-ae8b-4f5bd9b4b996'],22,,,,,,,,,,,,,,,,Barcelona,217,00:00:22.592,Pass,,2011/2012
,,,,,,,,,,,,,,1.310473,,,,,,,,,,,,,751920f1-cf92-4fae-b618-c965ee7a0637,33,,,"[43.4, 56.3]",69315,0,,,,-1.5166825,,Right Foot,,,"[44.7, 32.3]",,Ground Pass,,24.035183,,,Eric-Sylvain Bilal Abidal,20177.0,,,,,,,1,From Kick Off,Gerard Piqué Bernabéu,5213.0,Right Center Back,2,Barcelona,217,['50832de3-887b-47e5-92a8-9840075863b0'],27,,,,,,,,,,,,,,,,Barcelona,217,00:00:27.160,Pass,,2011/2012
,,,,,,,,,,,,,,1.256141,,,,,,,,,,,,,6789ed2d-a0db-4410-9b94-7d3fa23791dc,36,,,"[55.8, 24.9]",69315,0,,,,-0.94812554,,Left Foot,,,"[64.2, 13.2]",,Ground Pass,,14.403125,,,Thiago Alcântara do Nascimento,5208.0,,,,,,,1,From Kick Off,Eric-Sylvain Bilal Abidal,20177.0,Left Center Back,2,Barcelona,217,['c7cca3f8-9121-47a9-8a41-539638363e14'],31,,,,,,,,,,,,,,,,Barcelona,217,00:00:31.578,Pass,,2011/2012
,,,,,,,,,,,,,,1.116376,,,,,,,,,,,,,d7a81827-e113-4b07-a80f-8223b507768d,39,,,"[60.4, 10.9]",69315,0,,,,2.378918,,Right Foot,,,"[51.4, 19.5]",,Ground Pass,,12.448293,,,Eric-Sylvain Bilal Abidal,20177.0,,,,,,,1,From Kick Off,Thiago Alcântara do Nascimento,5208.0,Right Center Midfield,2,Barcelona,217,['9ecdea6e-310f-42bb-849f-e6627f29b378'],33,,,,,,,,,,,,,,,,Barcelona,217,00:00:33.140,Pass,,2011/2012
,,,,,,,,,,,,,,0.879628,,,,,,,,,,,,,9d7421b9-dde5-4633-865e-a1ea7ab0a768,43,,,"[54.1, 15.3]",69315,0,,,,-0.6913369,,Left Foot,,,"[68.6, 3.3]",,Ground Pass,,18.82153,,,Maxwell Scherrer Cabelino Andrade,26613.0,,,,,,,1,From Kick Off,Eric-Sylvain Bilal Abidal,20177.0,Left Center Back,2,Barcelona,217,"['0b4ea9ed-b9a7-47c8-9d8e-7e1dc5d4b8a5', 'ea280e1b-2172-49be-a822-bc791df25202']",36,,,,,,,,,,,,,,,,Barcelona,217,00:00:36.118,Pass,True,2011/2012
,,,,,,,,,,,,,,1.599749,,,,,,,,,,,,,6c2a55c3-3ae6-4443-8fae-2a0d025d704e,46,,,"[68.6, 3.3]",69315,0,,,,-0.026839191,,Right Foot,,,"[83.5, 2.9]",,Ground Pass,,14.905368,,,David Villa Sánchez,12737.0,,,,,,,1,From Kick Off,Maxwell Scherrer Cabelino Andrade,26613.0,Left Back,2,Barcelona,217,['8a61a8bd-251e-4b68-8767-ce8d756ad8f4'],37,,,,,,,,,,,,,,,,Barcelona,217,00:00:37.201,Pass,,2011/2012
,,,,,,,,,,,,,,0.831664,,,,,,,,,,,,,1acb3446-75ec-42a1-a91b-d9b1434b4bf8,49,,,"[83.5, 2.9]",69315,0,,,,3.1415927,,Right Foot,,,"[70.5, 2.9]",,Ground Pass,,13.0,,,Maxwell Scherrer Cabelino Andrade,26613.0,,,,,,,1,From Kick Off,David Villa Sánchez,12737.0,Left Wing,2,Barcelona,217,['7e06b173-fda4-4228-b7a8-7160235d2e8e'],39,,,,,,,,,,,,,,,,Barcelona,217,00:00:39.162,Pass,,2011/2012
,,,,,,,,,,,,,,0.732024,,,,,,,,,,,,,27c2e802-d12e-4b7e-9202-025d1cc3418f,52,,,"[70.5, 2.9]",69315,0,,,,2.3432083,,Left Foot,,,"[62.9, 10.7]",,Ground Pass,,10.890363,,,Eric-Sylvain Bilal Abidal,20177.0,,,,,,,1,From Kick Off,Maxwell Scherrer Cabelino Andrade,26613.0,Left Back,2,Barcelona,217,['772ae825-a9b3-47d0-952c-943673f7d0a0'],40,,,,,,,,,,,,,,,,Barcelona,217,00:00:40.477,Pass,,2011/2012
,,,,,,,,,,,,,,0.790374,,,,,,,,,,,,,cb29dcb7-6e19-4b0d-8e72-5f6e54653fdf,55,,,"[62.9, 10.7]",69315,0,,,,-3.01841,,Left Foot,,,"[52.4, 9.4]",,Ground Pass,,10.58017,,,Thiago Alcântara do Nascimento,5208.0,,,,,,,1,From Kick Off,Eric-Sylvain Bilal Abidal,20177.0,Left Center Back,2,Barcelona,217,['13461dd0-12df-424f-8a34-22f7fd85abc1'],41,,,,,,,,,,,,,,,,Barcelona,217,00:00:41.851,Pass,,2011/2012
,,,,,,,,,,,,,,1.858,,,,,,,,,,,,,1ea90e44-9e73-4b1f-a228-af8fb9e20046,58,,,"[51.8, 13.6]",69315,0,,,,2.0307333,,Right Foot,,,"[41.1, 35.2]",,Ground Pass,,24.104979,,,Gerard Piqué Bernabéu,5213.0,,,,,,,1,From Kick Off,Thiago Alcântara do Nascimento,5208.0,Right Center Midfield,2,Barcelona,217,['619d314b-ed9a-4413-86f2-42c0ad6596ac'],43,,,,,,,,,,,,,,,,Barcelona,217,00:00:43.736,Pass,,2011/2012
,,,,,,,,,,,,,,3.575207,,,,,,,,,,,,,071e2458-d102-479a-ac0d-ec947f2ffd17,62,,,"[51.4, 47.4]",69315,0,,,,-0.99545795,,Right Foot,,,"[80.0, 3.3]",,High Pass,,52.562057,,,Maxwell Scherrer Cabelino Andrade,26613.0,,,True,,,,1,From Kick Off,Gerard Piqué Bernabéu,5213.0,Right Center Back,2,Barcelona,217,"['e9760314-4244-4878-a5bb-06bb8feccb24', 'fb72289e-a3a0-4d11-aec0-74d81308e854']",49,,,,,,,,,,,,,,,,Barcelona,217,00:00:49.975,Pass,True,2011/2012
,,,,,,,,,,,,,,1.706041,,,,,,,,,,,,,7b91026b-568c-48ff-a9c3-61d5e2cbefc9,65,,,"[70.3, 16.3]",69315,0,,,,2.8978863,,Left Foot,,,"[51.8, 20.9]",,Ground Pass,,19.063316,,,Eric-Sylvain Bilal Abidal,20177.0,,,,,,,1,From Kick Off,Maxwell Scherrer Cabelino Andrade,26613.0,Left Back,2,Barcelona,217,['83d86424-6553-433f-9e4b-73ace60649eb'],54,,,,,,,,,,,,,,,,Barcelona,217,00:00:54.971,Pass,,2011/2012
,,,,,,,,,,,,,,1.1103,,,,,,,,,,,,,aac45015-7f2c-474a-bccb-c4cc7082db62,68,,,"[53.3, 28.3]",69315,0,,,,0.98126704,,Left Foot,,,"[63.4, 43.4]",,Ground Pass,,18.166452,,,Sergio Busquets i Burgos,5203.0,,,,,,,1,From Kick Off,Eric-Sylvain Bilal Abidal,20177.0,Left Center Back,2,Barcelona,217,['ce1c012c-f9a4-4dc9-a826-1c7a305f23b6'],57,,,,,,,,,,,,,,,,Barcelona,217,00:00:57.995,Pass,,2011/2012
,,,,,,,,,,,,,,0.768231,,,,,,,,,,,,,a0e20a26-3582-4496-b083-8dc4788e2c8b,72,,,"[61.7, 43.2]",69315,0,,,,-2.1518786,,Right Foot,,,"[52.9, 29.8]",,Ground Pass,,16.03122,,,Eric-Sylvain Bilal Abidal,20177.0,,,,,,,1,From Kick Off,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,2,Barcelona,217,"['9766dbf3-e34f-4c5f-a446-8727afcb2048', 'c69b3b1e-e559-4ed2-9774-a1dce3af17af']",59,,,,,,,,,,,,,,,,Barcelona,217,00:00:59.393,Pass,True,2011/2012
,,,,,,,,,,,,,,1.956704,,,,,,,,,,,,,67cea367-d9b4-4895-868a-58ac9576e80f,75,,,"[52.9, 29.8]",69315,1,,,,1.802661,,Left Foot,,,"[47.8, 51.4]",,Low Pass,,22.193918,,,Gerard Piqué Bernabéu,5213.0,,,,,,,1,From Kick Off,Eric-Sylvain Bilal Abidal,20177.0,Left Center Back,2,Barcelona,217,['0e75ddbd-1dbc-4a7a-8259-e85ab881e4c1'],0,,,,,,,,,,,,,,,,Barcelona,217,00:01:00.381,Pass,,2011/2012
,,,,,,,,,,,,,,1.0331,,,,,,,,,,,,,137d0985-ea2e-4c19-a2cc-272a22d3337a,78,,,"[48.2, 54.4]",69315,1,,,,0.29520813,,Right Foot,,,"[65.3, 59.6]",,Ground Pass,,17.873165,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,1,From Kick Off,Gerard Piqué Bernabéu,5213.0,Right Center Back,2,Barcelona,217,['bd28e1af-69d1-4564-ae13-921b83a22adb'],3,,,,,,,,,,,,,,,,Barcelona,217,00:01:03.847,Pass,,2011/2012
,,,,,,,,,,,,,,0.842721,,,,,,,,,,,,,c66ac5fd-4cdb-4bb7-b431-d82798ce4004,81,,,"[65.3, 59.6]",69315,1,,,,-1.9890207,,Left Foot,,,"[62.9, 54.2]",,Ground Pass,,5.9093146,,,Sergio Busquets i Burgos,5203.0,,,,,,,1,From Kick Off,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,2,Barcelona,217,['36490bd5-968d-4f7f-ba7e-606803f785d0'],4,,,,,,,,,,,,,,,,Barcelona,217,00:01:04.960,Pass,,2011/2012
,,,,,,,,,,,,,,0.759753,,,,,,,,,,,,,9b2b98b5-dcf3-4b29-8bbb-5c465eb2bd5d,85,,,"[62.3, 54.2]",69315,1,,,,-1.2843252,,Right Foot,,,"[66.1, 41.3]",,Ground Pass,,13.448049,,,Xavier Hernández Creus,20131.0,,,,,,,1,From Kick Off,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,2,Barcelona,217,"['221a066d-95b8-4da2-bb41-f6f5493b0425', 'd3d49ffa-80d0-47b5-9896-5cdb3a6d7d24']",6,,,,,,,,,,,,,,,,Barcelona,217,00:01:06.142,Pass,True,2011/2012
,,,,,,,,,,,,,,1.091347,,,,,,,,,,,,,cce01fba-cf5b-489f-9f99-7f1d2bb15e08,88,,,"[66.1, 41.3]",69315,1,,,,0.27562943,,Right Foot,,,"[76.0, 44.1]",,Ground Pass,,10.288342,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,1,From Kick Off,Xavier Hernández Creus,20131.0,Left Center Midfield,2,Barcelona,217,['b46f2a1f-01d8-4327-afb4-be1ec3ee9ff3'],7,,,,,,,,,,,,,,,,Barcelona,217,00:01:07.488,Pass,,2011/2012
,,,,,,,,,,,,,,1.675393,,,,,,,,,,,,,6c1aa885-9eb0-4168-b0f9-99cd891aadac,92,,,"[80.6, 37.3]",69315,1,,,,-0.9607018,,Left Foot,,,"[102.9, 5.4]",,Low Pass,,38.921715,,,Maxwell Scherrer Cabelino Andrade,26613.0,,,,,,,1,From Kick Off,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,2,Barcelona,217,['d863c629-0dcc-4686-b202-a5b4f9db4772'],10,,,,,,,,,,,,,,,,Barcelona,217,00:01:10.332,Pass,,2011/2012
,,,,,,,,,,,,,,0.685836,,,,,,,,,,,,,68484673-588a-482b-9406-093d79b56563,96,,,"[107.3, 19.3]",69315,1,,,,1.5707964,,Right Foot,,,"[107.3, 28.7]",,Low Pass,,9.4,,,Alexis Alejandro Sánchez Sánchez,3385.0,,,,,,,1,From Kick Off,Maxwell Scherrer Cabelino Andrade,26613.0,Left Back,2,Barcelona,217,"['07537869-6807-4080-9ba8-8f194c1732d6', '5a92cf8c-7907-4e2e-99fe-6d652c7fcfcb']",14,,,,,,,,,,,,,,,,Barcelona,217,00:01:14.343,Pass,True,2011/2012
,,,,,,,,,,,,,,0.390468,,,,,,,,,,,,,1fc6427f-831c-4a75-b5eb-ff31c773c8cc,104,,,"[38.3, 69.7]",69315,1,,,,3.1415927,,Right Foot,,,"[33.7, 69.7]",,Ground Pass,,4.6,,,Francisco Javier Casquero Paredes,26144.0,,,,,,,1,From Kick Off,Nicolás Ladislao Fedor Flores,26685.0,Center Forward,2,Barcelona,217,['bbb1bcac-c238-4036-a659-40cc5719602d'],20,,,,,,,,,,,,,,,,Getafe,216,00:01:20.683,Pass,,2011/2012
,,,,,,,,,,,,,,1.533561,,,,,,,,,,,,,9acba1eb-7a62-4b30-9028-6bc6985f6eea,108,,,"[74.1, 11.7]",69315,1,,,,2.7447746,,Right Foot,,,"[63.6, 16.1]",,Ground Pass,,11.384639,,,Eric-Sylvain Bilal Abidal,20177.0,,,,,,Recovery,1,From Kick Off,Maxwell Scherrer Cabelino Andrade,26613.0,Left Back,2,Barcelona,217,['510f85b6-1a68-4788-a037-3a59a4347bbb'],22,,,,,,,,,,,,,,,,Barcelona,217,00:01:22.534,Pass,,2011/2012
,,,,,,,,,,,,,,0.661126,,,,,,,,,,,,,f32e32e7-1a68-4756-99ff-f3fb477aa029,111,,,"[63.4, 18.8]",69315,1,,,,1.2036225,,Left Foot,,,"[66.9, 27.9]",,Ground Pass,,9.749872,,,Xavier Hernández Creus,20131.0,,,,,,,1,From Kick Off,Eric-Sylvain Bilal Abidal,20177.0,Left Center Back,2,Barcelona,217,['ec213e46-6607-45c7-aad4-f688d89a3d3c'],24,,,,,,,,,,,,,,,,Barcelona,217,00:01:24.447,Pass,,2011/2012
,,,,,,,,,,,,,,1.015,,,,,,,,,,,,,4b0eb853-00f0-4ed4-8df5-c979ce576971,114,,,"[66.7, 34.6]",69315,1,,,,1.6869379,,Right Foot,,,"[65.3, 46.6]",,Ground Pass,,12.08139,,,Sergio Busquets i Burgos,5203.0,,,,,,,1,From Kick Off,Xavier Hernández Creus,20131.0,Left Center Midfield,2,Barcelona,217,['d5673a55-43ae-4c43-88e9-c6a4a55524b5'],27,,,,,,,,,,,,,,,,Barcelona,217,00:01:27.152,Pass,,2011/2012
,,,,,,,,,,,,,,1.5682,,,,,,,,,,,,,5a8211d9-99dc-4c3f-af08-65bb03d0362c,117,,,"[65.3, 46.6]",69315,1,,,,-0.7796179,,Right Foot,,,"[82.7, 29.4]",,Low Pass,,24.466303,Incomplete,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,1,From Kick Off,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,2,Barcelona,217,"['4cee1a43-2c8e-4c58-bb7a-30673b7dbac6', 'c59648e5-84fc-49ac-9e03-43a9b4cbb297']",28,,,,,,,,,,,,,,,,Barcelona,217,00:01:28.207,Pass,,2011/2012
,,,,,,,,,,,,,,1.171091,,,,,,,,,,,,,6b272f57-5e6a-47d8-a27b-46e99186e06b,122,,,"[39.6, 23.1]",69315,1,,,,-1.581969,,Left Foot,,,"[39.4, 5.2]",,Ground Pass,,17.901117,,,José Manuel Jiménez Ortiz,26436.0,,,,,,,1,From Kick Off,Francisco Javier Casquero Paredes,26144.0,Center Attacking Midfield,2,Barcelona,217,['bd3cd0e7-7dca-4d00-a4e1-956afa3d7c85'],32,,,,,,,,,,,,,,,,Getafe,216,00:01:32.971,Pass,,2011/2012
,,,,,,,,,,,,,,1.101051,,,,,,,,,,,,,1d38de81-2ccc-4984-824e-d5a7d99ac85c,130,,,"[80.2, 64.7]",69315,1,,,,-0.45471928,,Left Foot,,,"[102.7, 53.7]",,Ground Pass,,25.04496,Incomplete,,David Villa Sánchez,12737.0,,,,,,,1,From Kick Off,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,2,Barcelona,217,"['0eec297c-1ee2-4006-8075-a05ac98635f8', '88850292-10be-4250-a08a-c1d1062028ec', 'c6bc306a-df77-44d5-a303-619fb3693228']",41,,,,,,,,,,,,,,,,Barcelona,217,00:01:41.783,Pass,True,2011/2012
