bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,7a3f9341-5187-4977-b6b5-80c147b764d0,1,,,,70287,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Real Sociedad,210,,0,,,,,,,,,,,,,,,,,,"{'formation': 4411, 'lineup': [{'player': {'id': 4691, 'name': 'Claudio Andrés Bravo Muñoz'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 8724, 'name': 'Carlos Martínez Díez'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 16622, 'name': 'Mikel González de Martín Martínez'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 6665, 'name': 'Íñigo Martínez Berridi'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 6674, 'name': 'Alberto De La Bella Madureño'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 24}, {'player': {'id': 6633, 'name': 'Markel Bergara Larrañaga'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 6671, 'name': 'Asier Illarramendi Andonegi'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 5487, 'name': 'Antoine Griezmann'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 7}, {'player': {'id': 6740, 'name': 'Gonzalo Castro Irizábal'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 18}, {'player': {'id': 6690, 'name': 'Xabier Prieto Argarate'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 5560, 'name': 'Carlos Alberto Vela Garrido'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 11}]}",Real Sociedad,210,00:00:00.000,Starting XI,,2012/2013
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,21a6939e-07f2-4781-af76-58b67f707715,2,,,,70287,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Real Sociedad,210,,0,,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 20176, 'name': 'Víctor Valdés Arribas'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 4324, 'name': 'Daniel Alves da Silva'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 5213, 'name': 'Gerard Piqué Bernabéu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 20125, 'name': 'Carles Puyol i Saforcada'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 5211, 'name': 'Jordi Alba Ramos'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 18}, {'player': {'id': 5203, 'name': 'Sergio Busquets i Burgos'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 16}, {'player': {'id': 20131, 'name': 'Xavier Hernández Creus'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 3478, 'name': 'Francesc Fàbregas i Soler'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 4}, {'player': {'id': 3958, 'name': 'Pedro Eliezer Rodríguez Ledesma'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 17}, {'player': {'id': 5216, 'name': 'Andrés Iniesta Luján'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 8}, {'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 10}]}",Barcelona,217,00:00:00.000,Starting XI,,2012/2013
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,f88595a5-3ab6-4958-a93f-46783ae5c487,3,,,,70287,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Real Sociedad,210,['79da272f-a1d4-4bf3-85ac-ac77449c5957'],0,,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:00:00.000,Half Start,,2012/2013
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,79da272f-a1d4-4bf3-85ac-ac77449c5957,4,,,,70287,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Real Sociedad,210,['f88595a5-3ab6-4958-a93f-46783ae5c487'],0,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.000,Half Start,,2012/2013
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,cc92a955-59eb-4471-af25-f0cc0e355a99,1980,,,,70287,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,114,Barcelona,217,['ae9ca717-3b3b-4d0f-b9c6-44c5d5d773c5'],0,,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:00:00.000,Half Start,,2012/2013
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,ae9ca717-3b3b-4d0f-b9c6-44c5d5d773c5,1981,,,,70287,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,114,Barcelona,217,['cc92a955-59eb-4471-af25-f0cc0e355a99'],0,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.000,Half Start,,2012/2013
,,,,,,,,,,,,,,,,,0.7041,,,,,,,,,,,,,,61931871-cbed-4edb-b54c-659b1f433957,5,,,"[61.0, 41.0]",70287,0,,,,,1.4321566,,Left Foot,,"[61.6, 45.3]",,Ground Pass,,4.3416586,,,,Xabier Prieto Argarate,6690.0,,,,,,Kick Off,1,From Kick Off,Carlos Alberto Vela Garrido,5560.0,Center Forward,2,Real Sociedad,210,['42200698-eaf0-4163-a44c-a31078c59a9d'],2,,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:00:02.390,Pass,,2012/2013
,,,,,,,,,,,,,,,,,3.2854,,,,,,,,,,,,,,5acfa0d7-ea94-4c94-8990-924cedb1c815,8,,,"[61.8, 45.1]",70287,0,,,,,-2.5978158,,Right Foot,,"[31.2, 26.6]",,Ground Pass,,35.757656,,,,Íñigo Martínez Berridi,6665.0,,,,,,,1,From Kick Off,Xabier Prieto Argarate,6690.0,Center Attacking Midfield,2,Real Sociedad,210,['1e442913-4848-415d-bf1c-93525f26ec87'],3,,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:00:03.117,Pass,,2012/2013
,,,,,,,,,,,,,,,,,3.2756,,,,,,,,,,,,,,5510d868-08aa-408d-9964-b4f8dce5935e,11,,,"[31.8, 26.6]",70287,0,,,,,0.4714906,,Left Foot,,"[82.6, 52.5]",,High Pass,,57.02149,,,,Xabier Prieto Argarate,6690.0,,,,,,,1,From Kick Off,Íñigo Martínez Berridi,6665.0,Left Center Back,2,Real Sociedad,210,['ceb3e0d6-f6d5-4df9-955b-1c6a64ce8ed9'],6,,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:00:06.482,Pass,,2012/2013
,,,,,,,,,,,,,,,,,0.8582,,,,,,,,,,,,,,6b6eabc9-c9a6-404e-9527-b2a97e9d05aa,14,,,"[82.6, 52.5]",70287,0,,,,True,0.01694753,,,,"[94.4, 52.7]",,Low Pass,,11.801695,,,,Carlos Alberto Vela Garrido,5560.0,,,,,,,1,From Kick Off,Xabier Prieto Argarate,6690.0,Center Attacking Midfield,2,Real Sociedad,210,"['6c16e8c8-df45-4da4-bbae-1c6d8d8d6926', '7df01ebf-463c-47e7-8b96-cf112c33543b']",9,,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:00:09.798,Pass,True,2012/2013
