bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,2.9982,,,,,,,,,,,,,,dfa29171-3d1e-404b-b177-2921025adcf7,17,,,"[94.4, 52.7]",70287,0,,,,,1.543897,,Left Foot,,"[95.0, 75.0]",,Ground Pass,,22.308071,,,,Antoine Griezmann,5487.0,,,,,,,1,From Kick Off,Carlos Alberto Vela Garrido,5560.0,Center Forward,2,Real Sociedad,210,['189ac439-e888-4cfb-81c8-e6255f038f14'],11,,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:00:11.222,Pass,,2012/2013
,,,,,,,,,,,,,,,,,0.5801,,,,,,,,,,,,,,fb34f896-9e54-4414-a239-08d0e3465bf9,21,,,"[97.6, 79.0]",70287,0,,,,,0.0,,Right Foot,,"[103.2, 79.0]",,Ground Pass,,5.6,,,,Carlos Martínez Díez,8724.0,,,,,,,1,From Kick Off,Antoine Griezmann,5487.0,Right Midfield,2,Real Sociedad,210,"['38e8ce7c-2bd2-4ae5-82d2-2fc016e37501', '76220eb7-771f-4816-a4ef-40a24176591c']",18,,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:00:18.660,Pass,True,2012/2013
,,,,,,,,,,,,,,,,,2.0445,,,,,,,,,,,,,,36094f64-5400-445c-8d9a-9b1d5c392927,24,,,"[103.2, 79.0]",70287,0,,,,,-0.4266275,,Right Foot,,"[109.8, 76.0]",,Ground Pass,,7.2498274,,,,Antoine Griezmann,5487.0,,,,,,,1,From Kick Off,Carlos Martínez Díez,8724.0,Right Back,2,Real Sociedad,210,['84a5ff72-30e8-4635-80e5-bb20f6b71b2e'],20,,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:00:20.023,Pass,,2012/2013
,,,,,,,,,,,,,,,,,1.277641,,,,,,,,,,,,,,0024946b-ddf6-48c5-acd1-104f62327419,27,,,"[109.8, 76.0]",70287,0,,,,,-1.5054688,,Right Foot,True,"[111.9, 43.9]",,High Pass,,32.168617,,Incomplete,,Gonzalo Castro Irizábal,6740.0,,,,,,,1,From Kick Off,Antoine Griezmann,5487.0,Right Midfield,2,Real Sociedad,210,"['216e2c51-a1e8-4c98-a115-c2ec2cc0ad19', 'b19baa56-c545-4a50-bfcf-295a1899dfb6']",22,,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:00:22.184,Pass,,2012/2013
,,,,,,,,,,,,,,,,,1.7026,,,,,,,,,,,,,,37792837-d0f4-46ab-b725-be4bebe67541,33,,,"[6.0, 44.0]",70287,0,,True,,,-0.58762664,,Right Foot,,"[67.4, 3.1]",,High Pass,,73.77513,,Incomplete,,,,,,True,,,Goal Kick,1,From Goal Kick,Víctor Valdés Arribas,20176.0,Goalkeeper,3,Barcelona,217,['c15f7657-30ea-43f1-912e-fda1d46b62ce'],41,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:41.071,Pass,,2012/2013
,,,,,,,,,,,,,,,,,1.62054,,,,,,,,,,,,,,57eb962b-816c-41dc-b570-98dbd8e32e3d,35,,,"[55.6, 1.0]",70287,0,,True,,,2.924094,,,,"[37.5, 5.0]",,Low Pass,,18.53672,,,,Jordi Alba Ramos,5211.0,,,,,,Throw-in,1,From Throw In,Francesc Fàbregas i Soler,3478.0,Left Center Midfield,4,Barcelona,217,['c1986561-358c-4a57-899f-0cfdb499a863'],50,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:50.609,Pass,,2012/2013
,,,,,,,,,,,,,,,,,1.764055,,,,,,,,,,,,,,50c86569-189c-40b9-bc70-18a4053b8012,37,,,"[36.3, 6.4]",70287,0,,True,,,2.509527,,Right Foot,,"[23.6, 15.7]",,Ground Pass,,15.741029,,,,Carles Puyol i Saforcada,20125.0,,,,,,,1,From Throw In,Jordi Alba Ramos,5211.0,Left Back,4,Barcelona,217,['328f2373-f1c7-4fcf-9289-21afad7917d0'],53,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:53.007,Pass,,2012/2013
,,,,,,,,,,,,,,,,,0.862546,,,,,,,,,,,,,,91f5372a-d8eb-44d3-aa31-98881738a5ae,39,,,"[23.6, 15.7]",70287,0,,,,,-0.70649254,,Right Foot,,"[35.2, 5.8]",,Ground Pass,,15.250246,,,,Jordi Alba Ramos,5211.0,,,,,,,1,From Throw In,Carles Puyol i Saforcada,20125.0,Left Center Back,4,Barcelona,217,['b87ea486-fba8-41e8-8503-e8a3f078b938'],56,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:56.428,Pass,,2012/2013
,,,,,,,,,,,,,,,,,1.301163,,,,,,,,,,,,,,0d3b3c25-0fa1-40f2-ac95-3dcf8c0033e2,42,,,"[35.6, 6.0]",70287,0,,,,,0.86325467,,Left Foot,,"[42.1, 13.6]",,Ground Pass,,10.0005,,,,Francesc Fàbregas i Soler,3478.0,,,,,,,1,From Throw In,Jordi Alba Ramos,5211.0,Left Back,4,Barcelona,217,['2397b927-b61f-4ac4-8a7e-2821f69e3ee5'],58,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:58.473,Pass,,2012/2013
,,,,,,,,,,,,,,,,,2.033331,,,,,,,,,,,,,,ca44f937-a3df-4ae4-b165-31a90136c33d,45,,,"[41.7, 13.6]",70287,1,,,,,1.5631336,,Right Foot,,"[41.9, 39.7]",,Ground Pass,,26.100767,,,,Sergio Busquets i Burgos,5203.0,,,,,,,1,From Throw In,Francesc Fàbregas i Soler,3478.0,Left Center Midfield,4,Barcelona,217,['c954e721-aced-418f-86be-6e69ff7cf970'],1,,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:01.509,Pass,,2012/2013
,,,,,,,,,,,,,,,,,1.284751,,,,,,,,,,,,,,ece3e6ff-c992-40a2-aec0-32ce69f23911,48,,,"[43.2, 40.3]",70287,1,,,,,1.0457287,,Left Foot,,"[51.6, 54.8]",,Ground Pass,,16.757387,,,,Xavier Hernández Creus,20131.0,,,,,,,1,From Throw In,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,4,Barcelona,217,['76efd2b7-63ac-4f4e-aaa4-39ed3f99c4d0'],3,,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:03.835,Pass,,2012/2013
,,,,,,,,,,,,,,,,,1.077266,,,,,,,,,,,,,,015e06dc-ab26-4949-b97f-2ed1c41881d4,52,,,"[47.6, 54.6]",70287,1,,,,,0.9183305,,Right Foot,,"[62.5, 74.1]",,Ground Pass,,24.540987,,,,Daniel Alves da Silva,4324.0,,,,,,,1,From Throw In,Xavier Hernández Creus,20131.0,Right Center Midfield,4,Barcelona,217,['b82ef02b-4c8a-49ef-9822-a3dcb6b5057e'],7,,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:07.533,Pass,,2012/2013
,,,,,,,,,,,,,,,,,3.158244,,,,,,,,,,,,,,5e2badcf-68c0-4a1a-9834-fe3676689f1b,56,,,"[54.3, 71.8]",70287,1,,,,,-2.1887236,,Left Foot,,"[39.8, 51.4]",,Ground Pass,,25.028185,,,,Sergio Busquets i Burgos,5203.0,,,,,,,1,From Throw In,Daniel Alves da Silva,4324.0,Right Back,4,Barcelona,217,['d5486104-d52b-4853-b421-50c15cf2b9ae'],11,,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:11.299,Pass,,2012/2013
,,,,,,,,,,,,,,,,,0.79197,,,,,,,,,,,,,,bfd60530-59fc-41b3-aaa5-2c91e709f6c8,60,,,"[39.6, 47.8]",70287,1,,,,,2.5930433,,Right Foot,,"[30.6, 53.3]",,Ground Pass,,10.547511,,,,Gerard Piqué Bernabéu,5213.0,,,,,,,1,From Throw In,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,4,Barcelona,217,['3e071dce-109d-4025-b343-37001c1ff242'],14,,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:14.514,Pass,,2012/2013
,,,,,,,,,,,,,,,,,1.549322,,,,,,,,,,,,,,e2098699-89a1-43c3-96f3-343cf09a8c9a,63,,,"[30.6, 53.3]",70287,1,,,,,-1.6251361,,Right Foot,,"[29.3, 29.4]",,Ground Pass,,23.93533,,,,Carles Puyol i Saforcada,20125.0,,,,,,,1,From Throw In,Gerard Piqué Bernabéu,5213.0,Right Center Back,4,Barcelona,217,['ebc1897b-3293-4517-96bf-e5bd69d2fbbd'],15,,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:15.498,Pass,,2012/2013
,,,,,,,,,,,,,,,,,1.157543,,,,,,,,,,,,,,381b11c3-6048-4c50-bbfc-5daa59308e66,66,,,"[30.4, 27.3]",70287,1,,,,,-0.31204212,,Right Foot,,"[42.8, 23.3]",,Ground Pass,,13.029198,,,,Francesc Fàbregas i Soler,3478.0,,,,,,,1,From Throw In,Carles Puyol i Saforcada,20125.0,Left Center Back,4,Barcelona,217,['bd0ba2ab-b491-41b2-a569-c97a001a0df5'],18,,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:18.802,Pass,,2012/2013
,,,,,,,,,,,,,,,,,0.790248,,,,,,,,,,,,,,0f0fd26f-65fe-4dfb-b7af-b5fef40376e7,69,,,"[47.6, 25.4]",70287,1,,,,,2.8859477,,Right Foot,,"[38.8, 27.7]",,Ground Pass,,9.095603,,,,Carles Puyol i Saforcada,20125.0,,,,,,,1,From Throw In,Francesc Fàbregas i Soler,3478.0,Left Center Midfield,4,Barcelona,217,['5dd5cefe-527e-4195-b3e9-411c837b1155'],24,,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:24.853,Pass,,2012/2013
,,,,,,,,,,,,,,,,,0.761695,,,,,,,,,,,,,,62cd78d1-7104-41da-a97a-b7da8c2b880d,72,,,"[38.8, 27.7]",70287,1,,,,,-1.0292287,,Right Foot,,"[46.5, 14.9]",,Ground Pass,,14.937536,,,,Francesc Fàbregas i Soler,3478.0,,,,,,,1,From Throw In,Carles Puyol i Saforcada,20125.0,Left Center Back,4,Barcelona,217,['89cf416e-4209-4d83-8306-567a818f3936'],28,,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:28.026,Pass,,2012/2013
,,,,,,,,,,,,,,,,,0.57007,,,,,,,,,,,,,,4fa28900-103a-4f00-a733-79cba9292964,76,,,"[46.3, 17.2]",70287,1,,,,,-0.09251862,,Right Foot,,"[56.0, 16.3]",,Ground Pass,,9.741663,,,,Andrés Iniesta Luján,5216.0,,,,,,,1,From Throw In,Francesc Fàbregas i Soler,3478.0,Left Center Midfield,4,Barcelona,217,['29ba7c75-6236-42e0-8fb6-94912fa31dc6'],31,,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:31.043,Pass,,2012/2013
,,,,,,,,,,,,,,,,,1.921171,,,,,,,,,,,,,,451a4732-fbfa-4e4f-bf9a-d41cb997e23b,82,,,"[63.7, 80.0]",70287,1,,True,,,-2.8283165,,,,"[56.6, 77.7]",,Low Pass,,7.4632435,,,,Antoine Griezmann,5487.0,,,,,,Throw-in,1,From Throw In,Carlos Martínez Díez,8724.0,Right Back,5,Real Sociedad,210,['5d5aecaf-c8f8-424e-adb5-3b728a95e6be'],39,,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:01:39.069,Pass,,2012/2013
,,,,,,,,,,,,,,,,,0.71247,,,,,,,,,,,,,,30f39281-925a-45a1-ba84-ed251c55455c,85,,,"[66.1, 1.0]",70287,1,,,,,2.3223093,,,,"[60.4, 7.1]",,Low Pass,,8.348653,,,,Francesc Fàbregas i Soler,3478.0,,,,,,Throw-in,1,From Throw In,Jordi Alba Ramos,5211.0,Left Back,6,Barcelona,217,['022699f3-6fce-4063-afb9-c38f8c8f3bcf'],53,,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:53.878,Pass,,2012/2013
,,,,,,,,,,,,,,,,,1.810825,,,,,,,,,,,,,,b4daf216-caa9-4efb-bbe8-e56f1b3399f9,89,,,"[53.1, 6.9]",70287,1,,,,,2.965071,,Right Foot,,"[34.6, 10.2]",,Ground Pass,,18.792019,,,,Carles Puyol i Saforcada,20125.0,,,,,,,1,From Throw In,Francesc Fàbregas i Soler,3478.0,Left Center Midfield,6,Barcelona,217,"['00c0bfa8-22b9-4b4f-b99a-94077e8cd6ce', '1419d4eb-0553-4248-a948-d6d352a7470c']",57,,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:57.738,Pass,True,2012/2013
,,,,,,,,,,,,,,,,,1.039069,,,,,,,,,,,,,,9c5f911c-29c4-4b6e-b2e4-f67ad1dedefc,92,,,"[34.6, 10.2]",70287,2,,,,,-0.48178035,,Right Foot,,"[49.9, 2.2]",,Ground Pass,,17.265284,,,,Jordi Alba Ramos,5211.0,,,,,,,1,From Throw In,Carles Puyol i Saforcada,20125.0,Left Center Back,6,Barcelona,217,['0bbd3fdd-7877-4b5b-abd7-6e5f0afa2e97'],0,,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:00.843,Pass,,2012/2013
,,,,,,,,,,,,,,,,,0.610156,,,,,,,,,,,,,,6539bd6c-409a-48f0-a87f-3b95774d5581,96,,,"[38.6, 9.4]",70287,2,,,,,1.0487958,,Left Foot,,"[45.1, 20.7]",,Ground Pass,,13.036103,,,,Sergio Busquets i Burgos,5203.0,,,,,,,1,From Throw In,Jordi Alba Ramos,5211.0,Left Back,6,Barcelona,217,"['98f9c5e1-5b84-4656-8fc1-8653fa7b8d11', 'bd8c578e-dbf5-4d3d-b937-f1b740aebe19']",4,,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:04.073,Pass,True,2012/2013
,,,,,,,,,,,,,,,,,0.319021,,,,,,,,,,,,,,88fb9886-bcd6-46a0-8834-a00b06456ee3,99,,,"[45.1, 20.7]",70287,2,,,,,-2.6105626,,Right Foot,,"[38.8, 17.0]",,Ground Pass,,7.306162,,,,Jordi Alba Ramos,5211.0,,,,,,,1,From Throw In,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,6,Barcelona,217,['b8ab8818-76ae-44cb-bf6e-0224c646a518'],5,,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:05.068,Pass,,2012/2013
,,,,,,,,,,,,,,,,,1.848025,,,,,,,,,,,,,,2b65f62f-04ff-44ef-84e8-3cc762f83d27,102,,,"[38.8, 17.0]",70287,2,,,,,1.8637087,,Left Foot,,"[33.1, 35.9]",,Ground Pass,,19.74082,,,,Gerard Piqué Bernabéu,5213.0,,,,,,,1,From Throw In,Jordi Alba Ramos,5211.0,Left Back,6,Barcelona,217,['8773231a-29ad-4d4c-a912-f864196b5e2e'],5,,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:05.685,Pass,,2012/2013
,,,,,,,,,,,,,,,,,1.42075,,,,,,,,,,,,,,c6fdc596-7d7e-41d0-8321-5e38bee8ca2d,105,,,"[40.2, 44.9]",70287,2,,,,,0.8564395,,Right Foot,,"[52.6, 59.2]",,Ground Pass,,18.927494,,,,Xavier Hernández Creus,20131.0,,,,,,,1,From Throw In,Gerard Piqué Bernabéu,5213.0,Right Center Back,6,Barcelona,217,['2ea734ef-16da-47a9-8e80-8685136c77f9'],9,,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:09.114,Pass,,2012/2013
,,,,,,,,,,,,,,,,,0.779951,,,,,,,,,,,,,,94e6b187-c4a4-477e-a603-e1841705122d,108,,,"[59.6, 49.3]",70287,2,,,,,-1.254227,,Right Foot,,"[65.3, 31.9]",,Ground Pass,,18.309834,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,1,From Throw In,Xavier Hernández Creus,20131.0,Right Center Midfield,6,Barcelona,217,['50c4f049-2618-4d56-9bbf-c4ef87ddc524'],14,,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:14.148,Pass,,2012/2013
,,,,,,,,,,,,,,,,,1.251381,,,,,,,,,,,,,,ae2e0d22-44ea-4634-87f7-42f42d12deb7,112,,,"[61.5, 30.6]",70287,2,,,,,-1.9278264,,Left Foot,,"[56.8, 18.0]",,Ground Pass,,13.448049,,,,Jordi Alba Ramos,5211.0,,,,,,,1,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,6,Barcelona,217,"['2c4d9128-23e5-4c3d-9dfd-38a08e685536', 'c9ac6fa4-215e-4513-874d-bb94cb639788']",16,,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:16.008,Pass,True,2012/2013
,,,,,,,,,,,,,,,,,0.838803,,,,,,,,,,,,,,43e11faa-1a95-4152-86d4-4d8d2369d97c,115,,,"[56.8, 18.0]",70287,2,,,,,-0.8767186,,Left Foot,,"[69.2, 3.1]",,Ground Pass,,19.384789,,,,Andrés Iniesta Luján,5216.0,,,,,,,1,From Throw In,Jordi Alba Ramos,5211.0,Left Back,6,Barcelona,217,['86b9812a-f05e-4d7e-b421-0ce6248f056b'],18,,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:18.212,Pass,,2012/2013
,,,,,,,,,,,,,,,,,0.27318,,,,,,,,,,,,,,fe97cdf4-0e86-4678-b7f1-53ee7e31c5e9,118,,,"[69.2, 3.1]",70287,2,,,,,0.9694966,,Right Foot,,"[75.1, 11.7]",,Ground Pass,,10.429286,,,,Francesc Fàbregas i Soler,3478.0,,,,,,,1,From Throw In,Andrés Iniesta Luján,5216.0,Left Wing,6,Barcelona,217,['f9740096-603d-4426-a065-b61755ea37c7'],19,,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:19.957,Pass,,2012/2013
