bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1317f813-9b72-42a6-8be1-eab6dc8818f2,16,,,"[51.2, 32.8]",69264,0,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Seydou Kéita,20169.0,Center Defensive Midfield,2,Barcelona,217,['8ba71508-1605-4c82-969d-ded6e12d4bb4'],6,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:06.697,Ball Receipt*,,2011/2012
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9e07d8d7-c16f-490d-aa95-fac2d9369ef2,20,,,"[53.9, 8.6]",69264,0,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Adriano Correia Claro,22102.0,Left Back,2,Barcelona,217,"['afc1b244-5b24-48f0-a6a0-8cead2324bea', 'bb9012ed-79ef-4309-b723-5e1b6dc50624']",9,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:09.507,Ball Receipt*,True,2011/2012
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ed85af41-ecfb-4e42-a792-a310e7a41a6b,23,,,"[35.5, 16.8]",69264,0,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Andreu Fontàs Prat,6890.0,Left Center Back,2,Barcelona,217,['89540c5c-0e97-4f3b-896f-9fb9c6b597b8'],11,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:11.230,Ball Receipt*,,2011/2012
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79ef1bc0-25cb-4d58-8db2-f02a712d4e52,26,,,"[37.6, 57.6]",69264,0,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Sergio Busquets i Burgos,5203.0,Right Center Back,2,Barcelona,217,['1a9177cf-027e-4a7f-a29e-aae84757e563'],13,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:13.982,Ball Receipt*,,2011/2012
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7769b9ab-1d5b-4f62-ab11-d94945ec249c,29,,,"[49.4, 76.4]",69264,0,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Daniel Alves da Silva,4324.0,Right Back,2,Barcelona,217,['a8211d4b-e601-4666-9431-57eca2c5472e'],17,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:17.711,Ball Receipt*,,2011/2012
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e0de4597-a20e-4c16-83c2-05f060bd5966,32,,,"[35.3, 60.3]",69264,0,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Sergio Busquets i Burgos,5203.0,Right Center Back,2,Barcelona,217,['3e5510af-996d-491e-ba29-42cf5813759e'],19,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:19.097,Ball Receipt*,,2011/2012
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5381dd12-e479-48e8-b3e9-fefa97c45fe4,35,,,"[33.5, 24.9]",69264,0,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Andreu Fontàs Prat,6890.0,Left Center Back,2,Barcelona,217,['9f36cc6b-d11e-47e2-aca3-1c7150f850b4'],23,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:23.220,Ball Receipt*,,2011/2012
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f87ef196-7b4f-41c4-891d-55f8f59fab8f,38,,,"[41.1, 58.6]",69264,0,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Sergio Busquets i Burgos,5203.0,Right Center Back,2,Barcelona,217,['9282919e-5f65-4f67-88ed-00af561d8163'],28,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:28.247,Ball Receipt*,,2011/2012
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87081e20-9a07-46c4-a663-9159e204d394,41,,,"[56.0, 29.2]",69264,0,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Seydou Kéita,20169.0,Center Defensive Midfield,2,Barcelona,217,['504c83cf-3f44-4608-8be8-114c9c3d83ee'],32,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:32.158,Ball Receipt*,,2011/2012
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6a7a802e-bc63-4a98-b1a1-24d60917c9af,45,,,"[51.1, 51.7]",69264,0,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Sergio Busquets i Burgos,5203.0,Right Center Back,2,Barcelona,217,['2d3cd81e-15e0-4d5f-b24c-4920c4ff3caa'],36,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:36.736,Ball Receipt*,,2011/2012
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c1d20f13-3b78-4721-8198-3a729aa80062,48,,,"[62.7, 55.8]",69264,0,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Xavier Hernández Creus,20131.0,Left Center Midfield,2,Barcelona,217,['80638b31-dd1e-4639-bce0-b0b9b8526f03'],37,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:37.981,Ball Receipt*,,2011/2012
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57e17861-5d78-4691-b9cf-5599383982e2,52,,,"[75.1, 59.8]",69264,0,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Pedro Eliezer Rodríguez Ledesma,3958.0,Right Wing,2,Barcelona,217,"['02fd75ce-45f9-4d01-846c-9907729efe38', '5ace0e6d-f80b-4b83-a8f2-f934347c1484']",40,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:40.257,Ball Receipt*,True,2011/2012
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ce0692b6-a0fc-4216-8f64-926ed6d48e6d,55,,,"[77.8, 52.7]",69264,0,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Francesc Fàbregas i Soler,3478.0,Center Forward,2,Barcelona,217,"['26c3b304-a73b-4135-ae94-7acb002a20ee', '5ace0e6d-f80b-4b83-a8f2-f934347c1484']",40,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:40.870,Ball Receipt*,True,2011/2012
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f6d8574a-2311-4e8f-9a1b-dc865c410ceb,58,,,"[79.4, 77.6]",69264,0,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Daniel Alves da Silva,4324.0,Right Back,2,Barcelona,217,['f90d752a-c90a-4c25-bd6f-30cceb9d7df1'],42,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:42.894,Ball Receipt*,,2011/2012
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c3ef7713-67a1-4376-b768-a2c5118ebd71,61,,,"[10.1, 13.0]",69264,0,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Vadim Demidov,26701.0,Right Center Back,3,Real Sociedad,210,"['14fdbb0e-2aad-463f-ba7e-978dd2caeb0c', 'bc506f43-4d09-418a-9905-fc457d39772a']",56,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:00:56.438,Ball Receipt*,True,2011/2012
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8be89005-275c-48b0-a500-8de175db4402,68,,,"[16.9, 31.4]",69264,1,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Íñigo Martínez Berridi,6665.0,Left Center Back,3,Real Sociedad,210,['52ed432b-8c54-4a87-a43b-975d425fe620'],1,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:01:01.870,Ball Receipt*,,2011/2012
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9496d23d-cdb1-4d30-abb4-577381219a0e,72,,,"[38.5, 7.1]",69264,1,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Alberto De La Bella Madureño,6674.0,Left Back,3,Real Sociedad,210,['76c70cff-5d4f-42fe-bd3b-921fbb267ed2'],4,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:01:04.683,Ball Receipt*,,2011/2012
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67d0ea4b-d518-42df-acff-63434c2883d4,75,,,"[47.5, 18.3]",69264,1,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,MacDonald Mariga Wanyama,26717.0,Left Defensive Midfield,3,Real Sociedad,210,['95873c19-bc75-47a8-a7d3-b14ab3871a71'],6,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:01:06.749,Ball Receipt*,,2011/2012
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19a9e0d3-632c-4fdf-8ed7-626487bc07d3,82,,,"[39.5, 6.5]",69264,1,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Alberto De La Bella Madureño,6674.0,Left Back,3,Real Sociedad,210,"['a3c1d25c-4056-4741-bac2-b652ec0362e3', 'ba53f468-8869-43d1-892d-d1fd95cda6bf']",10,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:01:10.187,Ball Receipt*,True,2011/2012
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93d1a4bf-0754-4d17-b4a7-f5b4ca9b8009,85,,,"[20.3, 11.4]",69264,1,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Vadim Demidov,26701.0,Right Center Back,3,Real Sociedad,210,['a6a8c064-de64-4fd1-bedc-71b9a9b656eb'],12,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:01:12.153,Ball Receipt*,,2011/2012
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,547363bc-8085-476b-b8ba-d7ee66654727,88,,,"[59.1, 15.0]",69264,1,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Xabier Prieto Argarate,6690.0,Left Wing,3,Real Sociedad,210,['64bb81b1-70cb-4f7f-a6f9-3e17d2b6ded0'],15,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:01:15.048,Ball Receipt*,,2011/2012
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,eb4e4d68-6dac-4f93-8bf3-6f30c4d8302f,93,,,"[11.6, 44.6]",69264,1,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Claudio Andrés Bravo Muñoz,4691.0,Goalkeeper,4,Real Sociedad,210,"['5653d5dc-968d-4e2d-9e59-acd87e59f206', 'a22e02d4-a3e1-44cd-9c69-0077a2af5872']",20,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:01:20.555,Ball Receipt*,True,2011/2012
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8aa9e199-7f22-42ef-a810-7cdda34d8bae,97,,,"[67.4, 10.2]",69264,1,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Alexis Alejandro Sánchez Sánchez,3385.0,Left Wing,5,Barcelona,217,"['55f7e8fd-39d4-4948-9496-a7c6eca5d6eb', '569013ba-1b7e-4047-baa3-0b3d0f960b2a']",31,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:31.611,Ball Receipt*,True,2011/2012
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cec3d6c3-8f7d-42e6-9b0c-01ce6fc8c549,100,,,"[65.6, 20.2]",69264,1,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Thiago Alcântara do Nascimento,5208.0,Right Center Midfield,5,Barcelona,217,['9220c205-9147-4ed8-ad9a-c071966600bb'],32,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:32.734,Ball Receipt*,,2011/2012
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,539d1ecf-1202-4353-8c63-8d0f1b97d16b,104,,,"[63.1, 39.2]",69264,1,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Xavier Hernández Creus,20131.0,Left Center Midfield,5,Barcelona,217,"['41c50c55-5ea0-42cf-8403-af7c8b647974', '6aaaca24-e82b-413d-ad18-f88eabe82270']",34,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:34.686,Ball Receipt*,True,2011/2012
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,adae5769-b0d9-48d2-a924-a8b954080daf,107,,,"[48.0, 36.8]",69264,1,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Sergio Busquets i Burgos,5203.0,Right Center Back,5,Barcelona,217,['ada8c84a-0776-4965-a5b0-ff3b97decd96'],36,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:36.244,Ball Receipt*,,2011/2012
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b53c8aa6-c401-4286-8797-bf8d64916c8f,110,,,"[53.1, 28.8]",69264,1,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Thiago Alcântara do Nascimento,5208.0,Right Center Midfield,5,Barcelona,217,['84ce16b8-06fb-4ae6-8ba4-a9446c029e85'],37,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:37.648,Ball Receipt*,,2011/2012
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83acff4b-f5fa-4692-bb40-56a66e1d3a20,113,,,"[49.2, 59.0]",69264,1,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Daniel Alves da Silva,4324.0,Right Back,5,Barcelona,217,['221a84e9-54ee-427d-8657-9468f5b5af34'],39,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:39.727,Ball Receipt*,,2011/2012
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8caa916f-270c-48ef-9302-79f10a8072b2,116,,,"[56.4, 53.9]",69264,1,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Xavier Hernández Creus,20131.0,Left Center Midfield,5,Barcelona,217,['32cc0216-71a8-4df2-9af3-d5c9e53849f6'],41,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:41.240,Ball Receipt*,,2011/2012
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f01e1856-51f4-42ab-988a-4e0ba0fe2288,119,,,"[68.0, 72.9]",69264,1,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Pedro Eliezer Rodríguez Ledesma,3958.0,Right Wing,5,Barcelona,217,['9ff0257b-d27d-4b85-9611-68d2470cc79f'],43,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:43.641,Ball Receipt*,,2011/2012
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8577a111-a525-4aae-adb5-a99eb130ccfc,124,,,"[71.0, 4.8]",69264,1,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Alberto De La Bella Madureño,6674.0,Left Back,6,Real Sociedad,210,['83c1960c-2bac-4bab-bce6-b56ab6b547e1'],46,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:01:46.213,Ball Receipt*,,2011/2012
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334cfb3a-4e2e-4ddf-931a-6ae445803f2a,131,,,"[117.3, 9.5]",69264,2,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Xabier Prieto Argarate,6690.0,Left Wing,7,Real Sociedad,210,"['13319cc6-bac3-45c9-8180-12bb198c5ea6', '8e0fc103-4664-41ac-88a3-c89c04d2e2a0']",55,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:02:55.825,Ball Receipt*,True,2011/2012
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a71ac3c9-7405-4fe0-b64a-af43d8f1823e,134,,,"[95.7, 3.8]",69264,2,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Asier Illarramendi Andonegi,6671.0,Right Defensive Midfield,7,Real Sociedad,210,['11bd2fa1-bf8c-4563-a285-91f5777ff489'],58,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:02:58.048,Ball Receipt*,,2011/2012
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2c8b3ccb-c2fb-44a6-b1a0-41c46474d35f,138,,,"[53.0, 25.8]",69264,3,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Alberto De La Bella Madureño,6674.0,Left Back,7,Real Sociedad,210,['963a991c-3158-482e-86ee-395a7ee1c648'],1,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:03:01.864,Ball Receipt*,,2011/2012
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2a231ffd-91e1-4a15-a0b9-e688ea9ef1af,140,,,"[56.5, 48.3]",69264,3,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Vadim Demidov,26701.0,Right Center Back,7,Real Sociedad,210,['5bcd1b23-03d7-4c9d-b01f-b85cfd27d15b'],4,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:03:04.136,Ball Receipt*,,2011/2012
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d62a7936-4ee0-4492-8add-db876456de62,143,,,"[65.4, 77.3]",69264,3,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Daniel Estrada Agirrezablaga,26441.0,Right Back,7,Real Sociedad,210,['05a7cc8e-56cd-4fc5-8b2e-9bcec294cc10'],7,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:03:07.232,Ball Receipt*,,2011/2012
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d189e2a4-8bfa-430d-a871-7c8313442107,147,,,"[84.0, 61.8]",69264,3,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Antoine Griezmann,5487.0,Right Wing,7,Real Sociedad,210,['db425f5c-07ad-4f53-b594-a0a5f8897bd7'],8,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:03:08.380,Ball Receipt*,,2011/2012
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c022b80c-b5f2-4d63-8f37-010297e9abac,150,,,"[78.9, 75.9]",69264,3,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Antoine Griezmann,5487.0,Right Wing,8,Real Sociedad,210,['576d7f06-c0db-48bb-adb0-d4309ed0d028'],20,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:03:20.745,Ball Receipt*,,2011/2012
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96e9f8cb-4fc1-49fc-88f8-f1930c50d76d,152,,,"[69.7, 77.7]",69264,3,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Daniel Estrada Agirrezablaga,26441.0,Right Back,8,Real Sociedad,210,['9a2b6f3b-c93f-492a-b199-8345e0382c18'],22,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:03:22.046,Ball Receipt*,,2011/2012
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e7a4052f-a565-4ebf-8ac9-e410172f61ef,155,,,"[24.9, 5.8]",69264,3,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Andreu Fontàs Prat,6890.0,Left Center Back,9,Barcelona,217,['76315ce4-4788-43fd-a6cc-75108a7d45a0'],31,,,,,,,,,,,,,,,,,,Barcelona,217,00:03:31.823,Ball Receipt*,,2011/2012
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f56721a3-00a4-467d-93c5-d23352d3e012,158,,,"[34.1, 49.2]",69264,3,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Sergio Busquets i Burgos,5203.0,Right Center Back,9,Barcelona,217,['07a829a8-eefd-4f38-acc7-1abe55a6a30d'],35,,,,,,,,,,,,,,,,,,Barcelona,217,00:03:35.467,Ball Receipt*,,2011/2012
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09064706-5731-4e34-96c9-d22005921d5a,161,,,"[51.9, 57.8]",69264,3,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Xavier Hernández Creus,20131.0,Left Center Midfield,9,Barcelona,217,['4be478a3-60a5-4c1c-8041-379e7784e8f0'],38,,,,,,,,,,,,,,,,,,Barcelona,217,00:03:38.385,Ball Receipt*,,2011/2012
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32ad4189-2bc8-4d8c-9c13-b9abb2f535cc,164,,,"[46.0, 77.0]",69264,3,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Daniel Alves da Silva,4324.0,Right Back,9,Barcelona,217,['a43b7abc-4589-4ba4-b74a-d7ae1c2d2c92'],41,,,,,,,,,,,,,,,,,,Barcelona,217,00:03:41.219,Ball Receipt*,,2011/2012
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d7ffaea0-8b88-4529-91dd-7fe3fbba9531,167,,,"[36.4, 53.1]",69264,3,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Sergio Busquets i Burgos,5203.0,Right Center Back,9,Barcelona,217,['26580383-956c-493e-8162-6f0f4cbab477'],42,,,,,,,,,,,,,,,,,,Barcelona,217,00:03:42.889,Ball Receipt*,,2011/2012
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5a2523bd-d6ff-42f1-8357-5c9d5d5851a5,171,,,"[44.9, 27.8]",69264,3,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Andreu Fontàs Prat,6890.0,Left Center Back,9,Barcelona,217,['dbe848cb-d32c-407d-86da-f17aa8320320'],47,,,,,,,,,,,,,,,,,,Barcelona,217,00:03:47.697,Ball Receipt*,,2011/2012
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,585d847e-81cc-48ef-b9c8-be07be1f23c3,174,,,"[71.5, 25.3]",69264,3,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Thiago Alcântara do Nascimento,5208.0,Right Center Midfield,9,Barcelona,217,['f06c9c72-a145-4aea-95be-94c91df3ed9d'],50,,,,,,,,,,,,,,,,,,Barcelona,217,00:03:50.263,Ball Receipt*,,2011/2012
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fe4ca54a-16d6-4897-b4eb-7a20c64d7a2c,182,,,"[24.5, 13.9]",69264,3,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Andreu Fontàs Prat,6890.0,Left Center Back,9,Barcelona,217,['bdd68b72-3187-43ec-a177-b44ee9b44a29'],56,,,,,,,,,,,,,,,,,,Barcelona,217,00:03:56.348,Ball Receipt*,,2011/2012
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c8b8315f-403c-43cb-9215-be229cd635ac,185,,,"[8.4, 31.1]",69264,3,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Víctor Valdés Arribas,20176.0,Goalkeeper,9,Barcelona,217,['6992d1fe-0f0f-49a3-870b-32c40fe17630'],59,,,,,,,,,,,,,,,,,,Barcelona,217,00:03:59.959,Ball Receipt*,,2011/2012
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14048e50-e072-45ff-b4bf-04907d41dfaf,188,,,"[21.5, 53.9]",69264,4,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Sergio Busquets i Burgos,5203.0,Right Center Back,9,Barcelona,217,['f452b3b8-3315-45e0-a5f8-bf5d59d5b8a0'],4,,,,,,,,,,,,,,,,,,Barcelona,217,00:04:04.401,Ball Receipt*,,2011/2012
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a6c33ff8-c754-4716-98b0-cd7fb8ffb919,191,,,"[46.0, 50.1]",69264,4,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Xavier Hernández Creus,20131.0,Left Center Midfield,9,Barcelona,217,['35074276-918a-4474-a274-7be52744b798'],6,,,,,,,,,,,,,,,,,,Barcelona,217,00:04:06.687,Ball Receipt*,,2011/2012
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,082c574e-60e6-4dcd-8cb6-979a4d2c4b45,194,,,"[49.8, 62.9]",69264,4,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Sergio Busquets i Burgos,5203.0,Right Center Back,9,Barcelona,217,['e0d14be8-cc8e-4ccb-b498-b6d4acb6196b'],13,,,,,,,,,,,,,,,,,,Barcelona,217,00:04:13.825,Ball Receipt*,,2011/2012
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4486a852-cd53-4eeb-9707-24dc155328f7,197,,,"[70.3, 75.6]",69264,4,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Daniel Alves da Silva,4324.0,Right Back,9,Barcelona,217,['466a23b5-1b76-4b33-8486-9d0fa3957ed1'],18,,,,,,,,,,,,,,,,,,Barcelona,217,00:04:18.231,Ball Receipt*,,2011/2012
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f076cd68-dbea-4f57-85f7-739b99cfd401,201,,,"[58.6, 65.8]",69264,4,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Sergio Busquets i Burgos,5203.0,Right Center Back,9,Barcelona,217,"['08c537f1-64f6-4dce-983d-49bd30186189', '7a71c7ea-5185-4dc1-9f76-be3010d1cc1a']",20,,,,,,,,,,,,,,,,,,Barcelona,217,00:04:20.088,Ball Receipt*,True,2011/2012
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8b5a4074-1ab1-42b1-b572-8ccf9d57f989,204,,,"[73.5, 48.2]",69264,4,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Xavier Hernández Creus,20131.0,Left Center Midfield,9,Barcelona,217,['f432c0a6-7b6b-4e21-b2a1-84a80c289bc3'],22,,,,,,,,,,,,,,,,,,Barcelona,217,00:04:22.490,Ball Receipt*,,2011/2012
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9ec9d3b2-e268-4c14-83ef-9073283fb04f,208,,,"[62.4, 18.9]",69264,4,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,MacDonald Mariga Wanyama,26717.0,Left Defensive Midfield,10,Real Sociedad,210,['633059a2-a229-4d2b-82c6-de97f76110d2'],23,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:04:23.632,Ball Receipt*,,2011/2012
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22a85620-7565-47dd-bf20-07b5bde88f75,211,,,"[74.8, 4.0]",69264,4,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Xabier Prieto Argarate,6690.0,Left Wing,10,Real Sociedad,210,['782f0752-3cd8-4ba9-aebc-d23a6bf2e9e9'],25,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:04:25.977,Ball Receipt*,,2011/2012
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,acd2971b-cfa9-4c83-9ac6-fbf948da3701,214,,,"[64.0, 24.8]",69264,4,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Asier Illarramendi Andonegi,6671.0,Right Defensive Midfield,10,Real Sociedad,210,['f9ab7543-0b5c-4df9-a566-60e2dc6d6d73'],30,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:04:30.941,Ball Receipt*,,2011/2012
