50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,player_off_permanent,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,8382fc11-ce0a-403b-b850-2d4ff543df14,1,,,266273,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,,1,Deportivo Alavés,206,,0,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 6629, 'name': 'Fernando Pacheco Flores'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 6856, 'name': 'Carlos Martín Vigaray'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 22}, {'player': {'id': 6615, 'name': 'Víctor Laguardia Cisneros'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 6614, 'name': 'Alexis Ruano Delgado'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 6704, 'name': 'Theo Bernard François Hernández'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 15}, {'player': {'id': 6840, 'name': 'Marcos Llorente Moreno'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 6839, 'name': 'Daniel Alejandro Torres Rojas'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 16}, {'player': {'id': 6903, 'name': 'Aleksandar Katai'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 25}, {'player': {'id': 6613, 'name': 'Rubén Sobrino Pozuelo'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 7}, {'player': {'id': 6881, 'name': 'Christian Robert Santos Kwasniewski'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 9}, {'player': {'id': 15959, 'name': 'Nenad Krstičić'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 23}]}",Deportivo Alavés,206,00:00:00.000,Starting XI,,2016/2017
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,8eaa7d6f-710b-41f4-be21-85adf5f8fddd,2,,,266273,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,,1,Deportivo Alavés,206,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 20055, 'name': 'Marc-André ter Stegen'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 6400, 'name': 'Aleix Vidal Parreu'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 22}, {'player': {'id': 5492, 'name': 'Samuel Yves Umtiti'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 23}, {'player': {'id': 10609, 'name': 'Jérémy Mathieu'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 24}, {'player': {'id': 6849, 'name': 'Lucas Digne'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 19}, {'player': {'id': 5203, 'name': 'Sergio Busquets i Burgos'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 5470, 'name': 'Ivan Rakitić'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 4}, {'player': {'id': 10802, 'name': 'André Filipe Tavares Gomes'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 21}, {'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 10}, {'player': {'id': 4320, 'name': 'Neymar da Silva Santos Junior'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 11}, {'player': {'id': 5246, 'name': 'Luis Alberto Suárez Díaz'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Barcelona,217,00:00:00.000,Starting XI,,2016/2017
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0bf38da0-20e5-48ec-b72f-474d8bd3eb21,3,,,266273,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,,1,Deportivo Alavés,206,['7e4006a2-dcb0-4973-888d-e1309afb0596'],0,,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.000,Half Start,,2016/2017
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,7e4006a2-dcb0-4973-888d-e1309afb0596,4,,,266273,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,,1,Deportivo Alavés,206,['0bf38da0-20e5-48ec-b72f-474d8bd3eb21'],0,,,,,,,,,,,,,,,,,Deportivo Alavés,206,00:00:00.000,Half Start,,2016/2017
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,26c887ff-3f04-42a4-9307-d5e664731b76,1889,,,266273,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,,88,Deportivo Alavés,206,['5f4bfbd2-7f5e-480e-a8b6-43c60029cd70'],0,,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.000,Half Start,,2016/2017
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,5f4bfbd2-7f5e-480e-a8b6-43c60029cd70,1890,,,266273,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,,88,Deportivo Alavés,206,['26c887ff-3f04-42a4-9307-d5e664731b76'],0,,,,,,,,,,,,,,,,,Deportivo Alavés,206,00:00:00.000,Half Start,,2016/2017
,,,,,,,,,,,,,,,,,1.0266,,,,,,,,,,,,,cae89386-1801-40e8-a220-f20eb32018f5,5,,"[60.0, 40.0]",266273,0,,,,3.063626,,Right Foot,,,,"[47.2, 41.0]",,Ground Pass,,12.839003,,,,,Sergio Busquets i Burgos,5203.0,,,,,,Kick Off,1,From Kick Off,Luis Alberto Suárez Díaz,5246.0,,Center Forward,2,Barcelona,217,['477ae7e3-a5e9-441e-bae5-4f8874825a09'],0,,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.365,Pass,,2016/2017
,,,,,,,,,,,,,,,,,0.692099,,,,,,,,,,,,,21ca705a-88a0-48f4-9ff0-6b8b33ad0b6b,8,,"[48.9, 44.9]",266273,0,,,,1.4377836,,Right Foot,,,,"[50.8, 59.1]",,Ground Pass,,14.326549,,,,,Ivan Rakitić,5470.0,,,,,,,1,From Kick Off,Sergio Busquets i Burgos,5203.0,,Center Defensive Midfield,2,Barcelona,217,['45af6574-21e3-4b8e-be25-17c433812a63'],2,,,,,,,,,,,,,,,,,Barcelona,217,00:00:02.709,Pass,,2016/2017
,,,,,,,,,,,,,,,,,2.237301,,,,,,,,,,,,,ebba2433-10a9-42a3-898f-c832bb0119db,10,,"[50.8, 59.1]",266273,0,,,,-2.9179306,,Right Foot,,,,"[27.5, 53.8]",,Ground Pass,,23.895187,,,,,Samuel Yves Umtiti,5492.0,,,,,,,1,From Kick Off,Ivan Rakitić,5470.0,,Right Center Midfield,2,Barcelona,217,['aaba2e51-e913-4531-953d-8b122c21670c'],3,,,,,,,,,,,,,,,,,Barcelona,217,00:00:03.401,Pass,,2016/2017
,,,,,,,,,,,,,,,,,2.2116,,,,,,,,,,,,,fecda15b-12d1-497d-a9a1-593ceef20bce,13,,"[27.5, 53.8]",266273,0,,,,-1.5756983,,Left Foot,,,,"[27.3, 13.0]",,Ground Pass,,40.80049,,,,,Jérémy Mathieu,10609.0,,,True,,,,1,From Kick Off,Samuel Yves Umtiti,5492.0,,Right Center Back,2,Barcelona,217,['6a344c6b-ebd5-4f70-8b2f-17c80a58e9aa'],6,,,,,,,,,,,,,,,,,Barcelona,217,00:00:06.499,Pass,,2016/2017
