50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,player_off_permanent,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,1.9799,,,,,,,,,,,,,7a3263c0-2a00-4135-84c4-67a311eacd6b,16,,"[27.7, 14.1]",266273,0,,,,2.3561945,,Left Foot,,,,"[9.2, 32.6]",,Ground Pass,,26.16295,,,,,Marc-André ter Stegen,20055.0,,,,,,,1,From Kick Off,Jérémy Mathieu,10609.0,,Left Center Back,2,Barcelona,217,['2e8d38bf-3596-4eb3-8a04-426a0ab9d83e'],9,,,,,,,,,,,,,,,,,Barcelona,217,00:00:09.786,Pass,,2016/2017
,,,,,,,,,,,,,,,,,2.0825,,,,,,,,,,,,,d3acd39c-fead-492c-9c56-a1c3e9611517,20,,"[8.2, 35.5]",266273,0,,,,1.424964,,Left Foot,,,,"[12.9, 67.5]",,Ground Pass,,32.343315,,,,,Samuel Yves Umtiti,5492.0,,,,,,,1,From Kick Off,Marc-André ter Stegen,20055.0,,Goalkeeper,2,Barcelona,217,"['80f9c871-8b1d-42bd-ac5d-a1fa14163c08', 'fe4b3e1b-ef60-4008-b0c5-62123734ae70']",13,,,,,,,,,,,,,,,,,Barcelona,217,00:00:13.123,Pass,True,2016/2017
,,,,,,,,,,,,,,,,,1.6084,,,,,,,,,,,,,e05e0859-487c-443c-9de8-87af045824b0,24,,"[14.6, 69.9]",266273,0,,,,-2.1678193,,Right Foot,,,,"[2.5, 52.1]",,Ground Pass,,21.523243,,,,,Marc-André ter Stegen,20055.0,,,,,,,1,From Kick Off,Samuel Yves Umtiti,5492.0,,Right Center Back,2,Barcelona,217,"['ac0cf957-6fc1-4e24-adc7-25cf029ed530', 'd2b8a65e-cd90-4f9e-8689-e2209c07fbff']",18,,,,,,,,,,,,,,,,,Barcelona,217,00:00:18.435,Pass,True,2016/2017
,,,,,,,,,,,,,,,,,2.4009,,,,,,,,,,,,,8b3d499a-434f-453a-b584-e507dd0f4704,28,,"[3.7, 56.1]",266273,0,,,,-0.05388968,,Right Foot,,,,"[51.9, 53.5]",,High Pass,,48.270073,,,,,Luis Alberto Suárez Díaz,5246.0,,,,,,,1,From Kick Off,Marc-André ter Stegen,20055.0,,Goalkeeper,2,Barcelona,217,['ebd9ae22-1b2d-4af7-bf11-aba280d095cd'],22,,,,,,,,,,,,,,,,,Barcelona,217,00:00:22.836,Pass,,2016/2017
,,,,,,,,,,,,,,,,,0.6508,,,,,,,,,,,,,d14a7f29-1703-4568-aa6b-d07c99204383,31,,"[52.3, 53.3]",266273,0,,,,1.1453466,,Other,,,,"[55.2, 59.7]",,Low Pass,,7.0263786,,,Incomplete,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,1,From Kick Off,Luis Alberto Suárez Díaz,5246.0,,Center Forward,2,Barcelona,217,"['5ac27f93-e8d0-4e33-9fde-09b28753d26a', '965fd643-5e58-4915-96d8-d3725c09dbca']",25,,,,,,,,,,,,,,,,,Barcelona,217,00:00:25.347,Pass,,2016/2017
,,,,,,,,,,,,,,,,,0.8309,,,,,,,,,,,,,8afd6cf2-bf7d-422c-a401-6f341e379d83,35,,"[64.6, 17.9]",266273,0,,,,0.98788273,,Left Foot,,,,"[70.6, 27.0]",,Ground Pass,,10.9,,,,,Nenad Krstičić,15959.0,,,,,,,1,Regular Play,Daniel Alejandro Torres Rojas,6839.0,,Left Defensive Midfield,3,Deportivo Alavés,206,['1141a896-e770-40b4-9e4d-1fc357eb509c'],28,,,,,,,,,,,,,,,,,Deportivo Alavés,206,00:00:28.068,Pass,,2016/2017
,,,,,,,,,,,,,,,,,1.374699,,,,,,,,,,,,,999fc9cf-016e-45b7-a454-bec33e28f4df,38,,"[69.9, 25.1]",266273,0,,,,2.4356728,,Right Foot,,,,"[57.7, 35.5]",,Ground Pass,,16.03122,,,,,Marcos Llorente Moreno,6840.0,,,,,,,1,Regular Play,Nenad Krstičić,15959.0,,Left Center Forward,3,Deportivo Alavés,206,['27d21409-4b52-4057-858c-d54f60fdf06a'],29,,,,,,,,,,,,,,,,,Deportivo Alavés,206,00:00:29.726,Pass,,2016/2017
,,,,,,,,,,,,,,,,,0.832596,,,,,,,,,,,,,2615d553-254c-466a-b228-d77e0579bac4,42,,"[52.8, 41.2]",266273,0,,,,-2.2622688,,Right Foot,,,,"[40.3, 26.1]",,Ground Pass,,19.60255,,,,,Alexis Ruano Delgado,6614.0,,,,,,,1,Regular Play,Marcos Llorente Moreno,6840.0,,Right Defensive Midfield,3,Deportivo Alavés,206,"['834ebd98-326d-47d3-9ce2-a768b89ed965', 'c15b35c0-9585-4ba7-ab65-a95bfed964ad']",33,,,,,,,,,,,,,,,,,Deportivo Alavés,206,00:00:33.807,Pass,True,2016/2017
,,,,,,,,,,,,,,,,,1.0487,,,,,,,,,,,,,a6c0dd78-fc10-4bc2-81c7-eb28f0f45a16,45,,"[33.7, 9.2]",266273,0,,,,-0.41726738,,Left Foot,,,,"[43.4, 4.9]",,Ground Pass,,10.610373,,,,,Theo Bernard François Hernández,6704.0,,,,,,,1,Regular Play,Alexis Ruano Delgado,6614.0,,Left Center Back,3,Deportivo Alavés,206,['3c6f1715-d9cf-4cba-9c6c-68540d6d99ed'],37,,,,,,,,,,,,,,,,,Deportivo Alavés,206,00:00:37.036,Pass,,2016/2017
,,,,,,,,,,,,,,,,,1.045232,,,,,,,,,,,,,f1ea9a7d-b4bb-475e-a95c-fca85e9dd810,47,,"[42.5, 4.8]",266273,0,,,,1.6724852,,Right Foot,,,,"[41.5, 14.6]",,Ground Pass,,9.850888,,,,,Daniel Alejandro Torres Rojas,6839.0,,,,,,,1,Regular Play,Theo Bernard François Hernández,6704.0,,Left Back,3,Deportivo Alavés,206,['9f297a9f-ba18-4d02-943a-d9b863778080'],38,,,,,,,,,,,,,,,,,Deportivo Alavés,206,00:00:38.085,Pass,,2016/2017
,,,,,,,,,,,,,,,,,2.7297,,,,,,,,,,,,,660383fc-606e-427d-b61b-2cad7f00295e,50,,"[41.5, 14.6]",266273,0,,,,-0.25139707,,Left Foot,,,,"[78.1, 5.2]",,High Pass,,37.78783,,,,,Rubén Sobrino Pozuelo,6613.0,,,,,,,1,Regular Play,Daniel Alejandro Torres Rojas,6839.0,,Left Defensive Midfield,3,Deportivo Alavés,206,['b983dcfb-3534-4a48-bc11-d43b7b5d9e97'],39,,,,,,,,,,,,,,,,,Deportivo Alavés,206,00:00:39.170,Pass,,2016/2017
,,,,,,,,,,,,,,,,,0.7677,,,,,,,,,,,,,a778ae8c-cb9b-41eb-ae8d-74b649577ae2,56,,"[27.1, 74.5]",266273,0,,,,-0.3423966,,Right Foot,,,,"[37.2, 70.9]",,Ground Pass,,10.722406,,,Incomplete,,Sergio Busquets i Burgos,5203.0,,,,,,,1,Regular Play,Aleix Vidal Parreu,6400.0,,Right Back,3,Deportivo Alavés,206,"['4bb631e3-7ba1-4dde-9aff-510ea8007120', 'd14d21b7-f7af-4d77-bfd1-816c91178dfd', 'efcbb916-e149-4141-ae12-43002e1bb525']",46,,,,,,,,,,,,,,,,,Barcelona,217,00:00:46.530,Pass,True,2016/2017
,,,,,,,,,,,,,,,,,0.7146,,,,,,,,,,,,,448ce7a1-161d-4fe5-a473-952568c2f976,60,,"[96.6, 21.9]",266273,0,,,,1.4310875,,Right Foot,,,,"[97.5, 28.3]",,Ground Pass,,6.4629717,,,,,Christian Robert Santos Kwasniewski,6881.0,,,,,,,1,Regular Play,Rubén Sobrino Pozuelo,6613.0,,Left Midfield,3,Deportivo Alavés,206,['bf795c41-0906-4a0e-9b93-13808963af68'],50,,,,,,,,,,,,,,,,,Deportivo Alavés,206,00:00:50.349,Pass,,2016/2017
,,,,,,,,,,,,,,,,,1.12142,,,,,,,,,,,,,6c9ffac0-36dc-47f1-8166-f2ed757f5ede,63,,"[97.5, 28.3]",266273,0,,,,-1.8244704,,Left Foot,,,,"[93.3, 12.1]",,Ground Pass,,16.73559,,,,,Nenad Krstičić,15959.0,,,,,,,1,Regular Play,Christian Robert Santos Kwasniewski,6881.0,,Right Center Forward,3,Deportivo Alavés,206,['18977687-36cd-4289-b5fb-e902ec7883ae'],51,,,,,,,,,,,,,,,,,Deportivo Alavés,206,00:00:51.136,Pass,,2016/2017
,,,,,,,,,,,,,,,,,1.301,,,,,,,,,,,,,7b11b65a-9fd7-4e46-a291-65d3fe9beb37,66,,"[102.2, 12.1]",266273,0,,,,1.2199905,,Left Foot,True,,,"[112.3, 39.7]",,High Pass,,29.389965,,,Incomplete,,Christian Robert Santos Kwasniewski,6881.0,,,,,,,1,Regular Play,Nenad Krstičić,15959.0,,Left Center Forward,3,Deportivo Alavés,206,"['2fc21f03-e6e6-4429-a45e-d330b18200c7', 'c5022751-aa14-4ad6-ad71-1400c2f6bdbe']",55,,,,,,,,,,,,,,,,,Deportivo Alavés,206,00:00:55.068,Pass,,2016/2017
,,,,,,,,,,,,,,,,,0.5121,,,,,,,,,,,,,e3edf9b3-6f94-4d08-962f-fb9f57fced78,70,,"[23.4, 27.0]",266273,0,,,,-2.3561945,,Left Foot,,,,"[20.0, 23.6]",,Ground Pass,,4.8083262,,,,,André Filipe Tavares Gomes,10802.0,,,,,,Recovery,1,Regular Play,Neymar da Silva Santos Junior,4320.0,,Left Wing,4,Barcelona,217,"['bea4ba24-9c5a-4121-bc8e-94568c89d388', 'da53b436-b5d6-4994-ba9e-fbd329993b15']",58,,,,,,,,,,,,,,,,,Barcelona,217,00:00:58.557,Pass,True,2016/2017
,,,,,,,,,,,,,,,,,1.4373,,,,,,,,,,,,,2999e0f8-637a-4712-9b09-37e0b454db78,73,,"[29.8, 14.1]",266273,1,,,,-0.29588455,,Left Foot,,,,"[56.7, 5.9]",,Ground Pass,,28.122055,,,,,Luis Alberto Suárez Díaz,5246.0,,,,,,,1,Regular Play,André Filipe Tavares Gomes,10802.0,,Left Center Midfield,4,Barcelona,217,['3b580776-38d4-48f6-ab9d-71abd40c98d9'],0,,,,,,,,,,,,,,,,,Barcelona,217,00:01:00.931,Pass,,2016/2017
,,,,,,,,,,,,,,,,,1.4507,,,,,,,,,,,,,8eb8f4c8-fc59-4f3b-aa72-aae4b45030c4,75,,"[56.7, 5.9]",266273,1,,,,1.8810531,,Right Foot,,,,"[48.3, 32.1]",,Ground Pass,,27.513634,,,,,Neymar da Silva Santos Junior,4320.0,,,,,,,1,Regular Play,Luis Alberto Suárez Díaz,5246.0,,Center Forward,4,Barcelona,217,['9da3e34a-43f9-451e-8113-1bca7650b7d0'],2,,,,,,,,,,,,,,,,,Barcelona,217,00:01:02.368,Pass,,2016/2017
,,,,,,,,,,,,,,,,,1.6677,,,,,,,,,,,,,094c060e-86b1-4517-83bd-2cd41a6df476,82,,"[61.8, 45.1]",266273,1,,,,1.2671524,,Right Foot,,,,"[66.5, 60.1]",,Ground Pass,,15.719097,,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,1,Regular Play,Neymar da Silva Santos Junior,4320.0,,Left Wing,4,Barcelona,217,['278e1a42-7964-4d11-adf0-1fb85b41bf00'],8,,,,,,,,,,,,,,,,,Barcelona,217,00:01:08.634,Pass,,2016/2017
,,,,,,,,,,,,,,,,,0.7835,,,,,,,,,,,,,16819d4a-d3cc-4c6d-a9a2-784f1f770249,86,,"[70.7, 58.4]",266273,1,,,,-0.94330806,,Left Foot,,,,"[77.3, 49.3]",,Ground Pass,,11.241441,,,,,Neymar da Silva Santos Junior,4320.0,,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,,Right Wing,4,Barcelona,217,['5f9fbaef-2d8a-476f-bdb4-786e20f44f6d'],13,,,,,,,,,,,,,,,,,Barcelona,217,00:01:13.108,Pass,,2016/2017
,,,,,,,,,,,,,,,,,0.8233,,,,,,,,,,,,,a7369abe-eed4-4e4d-8381-61f0df7c2cf1,89,,"[77.9, 50.4]",266273,1,,,,-2.6711884,,Right Foot,,,,"[72.0, 47.4]",,Ground Pass,,6.618912,,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,1,Regular Play,Neymar da Silva Santos Junior,4320.0,,Left Wing,4,Barcelona,217,['65bfeb7d-4ce0-418b-a7ab-724aec0f28b1'],14,,,,,,,,,,,,,,,,,Barcelona,217,00:01:14.264,Pass,,2016/2017
,,,,,,,,,,,,,,,,,2.2084,,,,,,,,,,,,,5da982e8-eef7-4075-80e8-91c406376bb2,93,,"[72.2, 37.9]",266273,1,,,,-1.4081589,,Left Foot,,,,"[77.5, 5.6]",,Ground Pass,,32.73194,,,,,Lucas Digne,6849.0,,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,,Right Wing,4,Barcelona,217,"['23aab4d5-6e21-497d-a702-8af2e6ea774a', 'b5e6ae05-6cfd-4f03-a9dd-4c954f04619f']",16,,,,,,,,,,,,,,,,,Barcelona,217,00:01:16.134,Pass,True,2016/2017
,,,,,,,,,,,,,,,,,1.1397,,,,,,,,,,,,,c72668a1-f5a8-44d1-8d1d-7079a3dd79b7,96,,"[78.6, 3.3]",266273,1,,,,1.8030853,,Left Foot,,,,"[76.4, 12.6]",,Ground Pass,,9.556673,,,,,André Filipe Tavares Gomes,10802.0,,,,,,,1,Regular Play,Lucas Digne,6849.0,,Left Back,4,Barcelona,217,['b77799b4-d281-4278-b6a8-bfb444462b44'],19,,,,,,,,,,,,,,,,,Barcelona,217,00:01:19.474,Pass,,2016/2017
,,,,,,,,,,,,,,,,,0.8941,,,,,,,,,,,,,67fa78ed-2f4a-41bb-81a4-1e659477ca73,99,,"[76.7, 8.4]",266273,1,,,,1.3037462,,Right Foot,,,,"[79.6, 19.0]",,Ground Pass,,10.98954,,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,1,Regular Play,André Filipe Tavares Gomes,10802.0,,Left Center Midfield,4,Barcelona,217,['b7903370-eecc-4003-a68b-f847358f9169'],22,,,,,,,,,,,,,,,,,Barcelona,217,00:01:22.554,Pass,,2016/2017
,,,,,,,,,,,,,,,,,1.321,,,,,,,,,,,,,b6729dec-1e7b-4a8b-8541-353f21ba91a2,101,,"[79.6, 19.0]",266273,1,,,,-2.154775,,Left Foot,,,,"[72.0, 7.5]",,Ground Pass,,13.784411,,,,,André Filipe Tavares Gomes,10802.0,,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,,Right Wing,4,Barcelona,217,['470f68b6-356f-4377-b8c3-fe02465bff9a'],23,,,,,,,,,,,,,,,,,Barcelona,217,00:01:23.448,Pass,,2016/2017
,,,,,,,,,,,,,,,,,0.9446,,,,,,,,,,,,,07d6f008-42d7-49b7-af3a-03d82ed6a7ca,104,,"[72.3, 13.8]",266273,1,,,,0.96580505,,Right Foot,,,,"[78.8, 23.2]",,Ground Pass,,11.428473,,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,1,Regular Play,André Filipe Tavares Gomes,10802.0,,Left Center Midfield,4,Barcelona,217,['8522319e-a801-4936-95e9-bd02f7a86fa0'],25,,,,,,,,,,,,,,,,,Barcelona,217,00:01:25.102,Pass,,2016/2017
,,,,,,,,,,,,,,,,,1.2349,,,,,,,,,,,,,337d06db-ecd4-4be0-8bdb-0fd5b0a59e32,106,,"[79.2, 23.2]",266273,1,,,,-2.2813346,,Left Foot,,,,"[71.8, 14.6]",,Ground Pass,,11.345484,,,,,André Filipe Tavares Gomes,10802.0,,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,,Right Wing,4,Barcelona,217,['03ecc422-391d-47ef-b297-c9ff0d2815b1'],26,,,,,,,,,,,,,,,,,Barcelona,217,00:01:26.047,Pass,,2016/2017
,,,,,,,,,,,,,,,,,2.5877,,,,,,,,,,,,,2c91f26f-e28e-4ff5-a43d-09b9d030d768,110,,"[68.8, 3.5]",266273,1,,,,2.7554152,,Right Foot,,,,"[50.6, 10.9]",,Ground Pass,,19.646883,,,,,Jérémy Mathieu,10609.0,,,,,,,1,Regular Play,André Filipe Tavares Gomes,10802.0,,Left Center Midfield,4,Barcelona,217,"['565138d9-4dee-42a7-a8c5-a3cd761f856b', 'bc2a94da-0f44-4485-bf34-807f13f54101']",32,,,,,,,,,,,,,,,,,Barcelona,217,00:01:32.073,Pass,True,2016/2017
,,,,,,,,,,,,,,,,,2.3985,,,,,,,,,,,,,946f72c5-4bed-4379-82ae-ae87fff418de,114,,"[45.3, 20.3]",266273,1,,,,1.6120772,,Left Foot,,,,"[43.4, 66.3]",,Ground Pass,,46.039223,,,,,Samuel Yves Umtiti,5492.0,,,True,,,,1,Regular Play,Jérémy Mathieu,10609.0,,Left Center Back,4,Barcelona,217,"['1ee37ee5-db1f-4557-801a-76ae19be30ee', 'baa8a047-aa7b-41da-b534-3fd53cc8eeae']",36,,,,,,,,,,,,,,,,,Barcelona,217,00:01:36.089,Pass,True,2016/2017
,,,,,,,,,,,,,,,,,1.5813,,,,,,,,,,,,,d30d4f57-872c-4dc6-b79f-0c1c919d65c7,117,,"[42.3, 66.3]",266273,1,,,,0.5831795,,Left Foot,,,,"[56.7, 75.8]",,Ground Pass,,17.251377,,,,,Aleix Vidal Parreu,6400.0,,,,,,,1,Regular Play,Samuel Yves Umtiti,5492.0,,Right Center Back,4,Barcelona,217,['3cc5b88b-f36c-4993-8865-f50613901c77'],39,,,,,,,,,,,,,,,,,Barcelona,217,00:01:39.339,Pass,,2016/2017
