bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,825977c2-4ed7-4eb7-9bb8-0e5c1c9cacd5,1,,,69248,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Sporting Gijón,1041,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 6610, 'name': 'Iván Cuéllar Sacristán'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 26244, 'name': 'Rafael Sastre Reus'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 22}, {'player': {'id': 26661, 'name': 'Iván Hernández Soto'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 14}, {'player': {'id': 26638, 'name': 'Alberto Botía Rabasco'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 2}, {'player': {'id': 6705, 'name': 'José Ángel Valdés Díaz'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 18925, 'name': 'Ignacio Cases Mora'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 31}, {'player': {'id': 26703, 'name': 'André de Castro Pereira'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 16}, {'player': {'id': 23991, 'name': 'Miguel Ángel De las Cuevas Barberá'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 20}, {'player': {'id': 26702, 'name': 'Ignacio Javier Gómez Novo'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 26252, 'name': 'Diego Castro Giménez'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 17}, {'player': {'id': 26248, 'name': 'David Barral Torres'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 23}]}",Sporting Gijón,1041,00:00:00.000,Starting XI,,2010/2011
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,6cbb8e54-5c7e-42f8-841c-1e7a17f430cb,2,,,69248,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Sporting Gijón,1041,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 20176, 'name': 'Víctor Valdés Arribas'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 4324, 'name': 'Daniel Alves da Silva'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 5213, 'name': 'Gerard Piqué Bernabéu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 25919, 'name': 'Gabriel Alejandro Milito'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 18}, {'player': {'id': 26613, 'name': 'Maxwell Scherrer Cabelino Andrade'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 19}, {'player': {'id': 5506, 'name': 'Javier Alejandro Mascherano'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 5216, 'name': 'Andrés Iniesta Luján'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 20131, 'name': 'Xavier Hernández Creus'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 4891, 'name': 'Ibrahim Afellay'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 20}, {'player': {'id': 12737, 'name': 'David Villa Sánchez'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 7}, {'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 10}]}",Barcelona,217,00:00:00.000,Starting XI,,2010/2011
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,e074a8f2-9435-41b9-bbe7-383f7af7fc89,3,,,69248,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Sporting Gijón,1041,['22f3dfcb-618b-4158-8fad-2abd3df9b512'],0,,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.000,Half Start,,2010/2011
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,22f3dfcb-618b-4158-8fad-2abd3df9b512,4,,,69248,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Sporting Gijón,1041,['e074a8f2-9435-41b9-bbe7-383f7af7fc89'],0,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:00:00.000,Half Start,,2010/2011
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,cc0efc2a-e257-42b5-8d18-94ae4bcb1a8f,1909,,,69248,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,88,Sporting Gijón,1041,['57588cc2-6bbe-455d-8193-783e9bd46d6b'],0,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:00:00.000,Half Start,,2010/2011
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,57588cc2-6bbe-455d-8193-783e9bd46d6b,1910,,,69248,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,88,Sporting Gijón,1041,['cc0efc2a-e257-42b5-8d18-94ae4bcb1a8f'],0,,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.000,Half Start,,2010/2011
,,,,,,,,,,,,,,,,,0.118698,,,,,,,,,,,,,f082af74-dd32-472b-9647-568cf4796916,5,,"[61.0, 40.1]",69248,0,,True,,,1.9922155,,Right Foot,,,,"[59.7, 43.0]",,Ground Pass,,3.1780498,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,Kick Off,1,From Kick Off,David Villa Sánchez,12737.0,Left Wing,2,Barcelona,217,['a9d004da-e403-4fa6-991d-b36f397def7e'],0,,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.771,Pass,,2010/2011
,,,,,,,,,,,,,,,,,0.991955,,,,,,,,,,,,,12b7fbd6-923f-4b4b-ba66-6b938b4f833e,7,,"[59.3, 42.5]",69248,0,,,,,-3.0965104,,Right Foot,,,,"[46.0, 41.9]",,Ground Pass,,13.313527,,,,Javier Alejandro Mascherano,5506.0,,,,,,1,From Kick Off,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,2,Barcelona,217,['db14a8e5-15da-4cb2-91c6-85aa97cdd54f'],1,,,,,,,,,,,,,,,,,Barcelona,217,00:00:01.085,Pass,,2010/2011
,,,,,,,,,,,,,,,,,1.705389,,,,,,,,,,,,,207a9106-aa0c-407f-8a7a-28a837c0591b,10,,"[45.0, 44.9]",69248,0,,,,,1.6183795,,Right Foot,,,,"[43.9, 68.0]",,Ground Pass,,23.126175,,,,Daniel Alves da Silva,4324.0,,,,,,1,From Kick Off,Javier Alejandro Mascherano,5506.0,Center Defensive Midfield,2,Barcelona,217,['5174a218-750d-4e54-9d92-aff3efb5129c'],3,,,,,,,,,,,,,,,,,Barcelona,217,00:00:03.087,Pass,,2010/2011
,,,,,,,,,,,,,,,,,2.185722,,,,,,,,,,,,,edf90819-b69a-4f3f-a1fd-9900c2c4c64f,13,,"[45.0, 65.2]",69248,0,,,,,-2.3336902,,Right Foot,,,,"[29.8, 49.3]",,Ground Pass,,21.996592,,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,From Kick Off,Daniel Alves da Silva,4324.0,Right Back,2,Barcelona,217,['54fa30cb-ec81-40da-b1f7-dbed6c88fd1a'],5,,,,,,,,,,,,,,,,,Barcelona,217,00:00:05.886,Pass,,2010/2011
