50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,d44be65b-772b-40c7-b3b6-78ca716c36a4,1,,,,70260,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Barcelona,217,,0,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 20176, 'name': 'Víctor Valdés Arribas'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 4324, 'name': 'Daniel Alves da Silva'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 5506, 'name': 'Javier Alejandro Mascherano'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 14}, {'player': {'id': 20125, 'name': 'Carles Puyol i Saforcada'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 22102, 'name': 'Adriano Correia Claro'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 21}, {'player': {'id': 5203, 'name': 'Sergio Busquets i Burgos'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 16}, {'player': {'id': 20131, 'name': 'Xavier Hernández Creus'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 5208, 'name': 'Thiago Alcântara do Nascimento'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 11}, {'player': {'id': 3958, 'name': 'Pedro Eliezer Rodríguez Ledesma'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 17}, {'player': {'id': 12737, 'name': 'David Villa Sánchez'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 7}, {'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 10}]}",Barcelona,217,00:00:00.000,Starting XI,,2012/2013
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,f79b84ef-6b38-4a57-a9df-0f50d6cd36cb,2,,,,70260,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Barcelona,217,,0,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 8697, 'name': 'Andrés Eduardo Fernández Moreno'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 26807, 'name': 'Marc Bertrán Vilanova'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 6869, 'name': 'Alejandro Arribas Garrido'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 14}, {'player': {'id': 24313, 'name': 'Miguel Flaño Bezunartea'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 27088, 'name': 'Fernando Macedo Da Silva Rodilla'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 19}, {'player': {'id': 26254, 'name': 'Manuel Jesús Ortiz Toribio'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 27089, 'name': 'Raoul Cédric Loé'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 23}, {'player': {'id': 26723, 'name': 'Álvaro Cejudo Carmona'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 16}, {'player': {'id': 23944, 'name': 'Oier Sanjurjo Mate'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 15}, {'player': {'id': 23991, 'name': 'Miguel Ángel De las Cuevas Barberá'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 6}, {'player': {'id': 26191, 'name': 'Joseba Llorente Etxarri'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 12}]}",Osasuna,422,00:00:00.000,Starting XI,,2012/2013
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,b22acbd9-8adb-492a-98e7-3451c5ed2f76,3,,,,70260,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Barcelona,217,['086e925e-5921-4644-89a7-fdfe673f27fc'],0,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.000,Half Start,,2012/2013
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,086e925e-5921-4644-89a7-fdfe673f27fc,4,,,,70260,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Barcelona,217,['b22acbd9-8adb-492a-98e7-3451c5ed2f76'],0,,,,,,,,,,,,,,,,,,Osasuna,422,00:00:00.000,Half Start,,2012/2013
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,c7f4f824-c1cb-48e3-8854-ecc97fc6c145,1638,,,,70260,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,86,Barcelona,217,['af9a7f70-62f5-4077-8a6a-ceb44adf41a3'],0,,,,,,,,,,,,,,,,,,Osasuna,422,00:00:00.000,Half Start,,2012/2013
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,af9a7f70-62f5-4077-8a6a-ceb44adf41a3,1639,,,,70260,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,86,Barcelona,217,['c7f4f824-c1cb-48e3-8854-ecc97fc6c145'],0,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.000,Half Start,,2012/2013
,,,,,,,,,,,,,,,,0.5979,,,,,,,,,,,,40f9dc88-052d-4404-8a70-2a32900ee74f,5,,,"[61.0, 41.0]",70260,0,,,,,-2.6236997,,Right Foot,,,"[52.4, 36.1]",,Ground Pass,,9.89798,,,,Sergio Busquets i Burgos,5203.0,,,,,Kick Off,1,From Kick Off,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,2,Barcelona,217,['617b93b5-6090-4280-a9c2-b773f6f702a5'],0,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.124,Pass,,2012/2013
,,,,,,,,,,,,,,,,1.0369,,,,,,,,,,,,486216fe-47d6-4b48-b400-b4fa9af9af22,7,,,"[51.1, 37.4]",70260,0,,,,,1.6387188,,Right Foot,,,"[50.1, 52.1]",,Ground Pass,,14.733974,,,,Xavier Hernández Creus,20131.0,,,,,,1,From Kick Off,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,2,Barcelona,217,['44d5441e-1452-4eae-ba97-519b4beff49e'],0,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.722,Pass,,2012/2013
,,,,,,,,,,,,,,,,1.3066,,,,,,,,,,,,703a89b2-2ad5-47ff-b194-305fe3e26887,10,,,"[44.4, 49.3]",70260,0,,,,,-2.3628168,,Right Foot,,,"[36.8, 41.8]",,Ground Pass,,10.6775465,,,,Javier Alejandro Mascherano,5506.0,,,,,,1,From Kick Off,Xavier Hernández Creus,20131.0,Right Center Midfield,2,Barcelona,217,['e128bef9-f9bc-4d8c-ad38-9f41df741017'],3,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:03.032,Pass,,2012/2013
,,,,,,,,,,,,,,,,1.3549,,,,,,,,,,,,1377465a-7114-420c-8ef4-b062ccf966b4,13,,,"[36.4, 42.6]",70260,0,,,,,1.6689258,,Right Foot,,,"[34.5, 61.9]",,Ground Pass,,19.393297,,,,Carles Puyol i Saforcada,20125.0,,,,,,1,From Kick Off,Javier Alejandro Mascherano,5506.0,Right Center Back,2,Barcelona,217,['a96fdc5d-2532-4288-bac9-c5146df27144'],4,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:04.456,Pass,,2012/2013
