50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,2.223531,,,,,,,,,,,,b615a73a-2578-46d8-b1d3-9b09f623c668,16,,,"[34.5, 59.2]",70260,0,,,,,-1.5169269,,Right Foot,,,"[35.6, 38.8]",,Ground Pass,,20.429636,,,,Javier Alejandro Mascherano,5506.0,,,,,,1,From Kick Off,Carles Puyol i Saforcada,20125.0,Left Center Back,2,Barcelona,217,['d2b0a663-a060-4beb-a7bb-b5e3f4d88f27'],6,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:06.183,Pass,,2012/2013
,,,,,,,,,,,,,,,,1.1517,,,,,,,,,,,,798af4cc-60f7-4ef3-a971-0fe38f49907b,21,,,"[49.9, 26.0]",70260,0,,,,,1.800259,,Left Foot,,,"[46.7, 39.7]",,Ground Pass,,14.06876,,,,Sergio Busquets i Burgos,5203.0,,,,,,1,From Kick Off,Javier Alejandro Mascherano,5506.0,Right Center Back,2,Barcelona,217,"['012f9b1e-34a6-41f3-b75a-205c15283044', 'ec79c2d4-0a71-40ea-aaa0-5af4e3d63cab']",10,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:10.873,Pass,True,2012/2013
,,,,,,,,,,,,,,,,0.9036,,,,,,,,,,,,e4c5525a-b7e2-4091-ae21-24da6093d81e,24,,,"[47.3, 40.1]",70260,0,,,,,-1.6533668,,Right Foot,,,"[46.1, 25.6]",,Ground Pass,,14.54957,,,,Thiago Alcântara do Nascimento,5208.0,,,,,,1,From Kick Off,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,2,Barcelona,217,['9ea8c3e7-1474-4829-bed9-a0c1b2f9c0a7'],12,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:12.025,Pass,,2012/2013
,,,,,,,,,,,,,,,,1.3162,,,,,,,,,,,,d6460014-2f2c-4f7a-b8c9-874dd978b981,27,,,"[46.3, 24.7]",70260,0,,,,,1.8859024,,Right Foot,,,"[40.4, 42.8]",,Ground Pass,,19.037333,,,,Carles Puyol i Saforcada,20125.0,,,,,,1,From Kick Off,Thiago Alcântara do Nascimento,5208.0,Left Center Midfield,2,Barcelona,217,['908f5248-7d71-416d-a223-ec1f77c47dd4'],14,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:14.200,Pass,,2012/2013
,,,,,,,,,,,,,,,,0.9785,,,,,,,,,,,,27710f10-4f2d-4d7f-9097-d34d909c71de,30,,,"[43.1, 45.3]",70260,0,,,,,-1.6162196,,Right Foot,,,"[42.3, 27.7]",,Ground Pass,,17.618172,,,,Thiago Alcântara do Nascimento,5208.0,,,,,,1,From Kick Off,Carles Puyol i Saforcada,20125.0,Left Center Back,2,Barcelona,217,['6aaed05c-63be-4ccc-9f48-453afad363d9'],17,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:17.563,Pass,,2012/2013
,,,,,,,,,,,,,,,,1.692,,,,,,,,,,,,34707ee8-8ef8-4c77-b2dc-840b55ac5160,33,,,"[52.0, 29.6]",70260,0,,,,,1.9389902,,Right Foot,,,"[44.4, 49.3]",,Ground Pass,,21.11516,,,,Carles Puyol i Saforcada,20125.0,,,,,,1,From Kick Off,Thiago Alcântara do Nascimento,5208.0,Left Center Midfield,2,Barcelona,217,['3271bacc-dc2f-4378-a65f-56df2974830f'],22,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:22.991,Pass,,2012/2013
,,,,,,,,,,,,,,,,0.8843,,,,,,,,,,,,124f3da9-fc94-447f-865b-2fcab947b6c4,36,,,"[51.3, 51.6]",70260,0,,,,,-1.9832067,,Right Foot,,,"[49.2, 46.8]",,Ground Pass,,5.239275,,,,Sergio Busquets i Burgos,5203.0,,,,,,1,From Kick Off,Carles Puyol i Saforcada,20125.0,Left Center Back,2,Barcelona,217,['2ff7fbb7-d758-419e-9869-f0a274693b26'],27,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:27.315,Pass,,2012/2013
,,,,,,,,,,,,,,,,0.897781,,,,,,,,,,,,4625d9d5-ee48-4b79-9296-e767faef678d,40,,,"[50.5, 45.5]",70260,0,,,,,-1.5921835,,Left Foot,,,"[50.1, 26.8]",,Ground Pass,,18.704277,,Incomplete,,Javier Alejandro Mascherano,5506.0,,,,,,1,From Kick Off,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,2,Barcelona,217,"['3fe82bef-b351-4b5c-8223-d1fc53a30005', '7eb177d9-c538-454a-a936-653bfbeaf8ad', 'b64cb675-182f-458f-8cb4-842927ae9059']",29,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:29.209,Pass,True,2012/2013
,,,,,,,,,,,,,,,,0.468187,,,,,,,,,,,,cefa4e76-e3b1-49b1-9f29-005f7bab2e45,44,,,"[71.6, 32.1]",70260,0,,,,,-0.67474097,,Left Foot,,,"[75.6, 28.9]",,Ground Pass,,5.1224995,,,,Joseba Llorente Etxarri,26191.0,,,,,,1,Regular Play,Álvaro Cejudo Carmona,26723.0,Right Wing,3,Osasuna,422,['58c2e382-3302-4fc5-a82c-17f03c933e9f'],32,,,,,,,,,,,,,,,,,,Osasuna,422,00:00:32.339,Pass,,2012/2013
,,,,,,,,,,,,,,,,0.30197,,,,,,,,,,,,3eee8eb0-b3fa-4713-9822-4cfba7ecf5dd,47,,,"[75.6, 30.2]",70260,0,,,,,-2.8698006,,Left Foot,,,"[69.5, 28.5]",,Ground Pass,,6.332456,,,,Álvaro Cejudo Carmona,26723.0,,,,,,1,Regular Play,Joseba Llorente Etxarri,26191.0,Center Forward,3,Osasuna,422,['8bbf8085-b7c0-4e37-89b2-ccce54ba0650'],32,,,,,,,,,,,,,,,,,,Osasuna,422,00:00:32.847,Pass,,2012/2013
,,,,,,,,,,,,,,,,1.172441,,,,,,,,,,,,f27e14a3-6e00-4def-b16b-db747b712a08,51,,,"[70.1, 29.4]",70260,0,,,,,2.155796,,Right Foot,,,"[65.0, 37.1]",,Ground Pass,,9.2358,,,,Raoul Cédric Loé,27089.0,,,,,,1,Regular Play,Álvaro Cejudo Carmona,26723.0,Right Wing,3,Osasuna,422,"['48f068b7-58b7-4778-9969-67609daca3bf', '831b591d-f5a0-481d-9499-b5b6e2219fe8']",34,,,,,,,,,,,,,,,,,,Osasuna,422,00:00:34.831,Pass,True,2012/2013
,,,,,,,,,,,,,,,,1.888568,,,,,,,,,,,,e475ee5f-8c38-4546-b5b8-2fe2f027b410,55,,,"[62.5, 40.3]",70260,0,,,,,2.7501876,,Right Foot,,,"[49.9, 45.5]",,Ground Pass,,13.630847,,,,Alejandro Arribas Garrido,6869.0,,,,,,1,Regular Play,Raoul Cédric Loé,27089.0,Left Defensive Midfield,3,Osasuna,422,"['360a65fc-1307-45d0-a38c-cdc81cef864a', '9f85a8d3-96b0-4167-970c-698fc78512ac']",36,,,,,,,,,,,,,,,,,,Osasuna,422,00:00:36.945,Pass,True,2012/2013
,,,,,,,,,,,,,,,,1.45052,,,,,,,,,,,,5a856862-a9c2-448c-b5d8-62dcfda2c642,58,,,"[49.5, 46.4]",70260,0,,,,,1.2622029,,Right Foot,,,"[56.8, 69.3]",,Ground Pass,,24.03539,,,,Marc Bertrán Vilanova,26807.0,,,,,,1,Regular Play,Alejandro Arribas Garrido,6869.0,Right Center Back,3,Osasuna,422,['ac45e6d3-cec3-48c0-afb7-0aa848b6680f'],39,,,,,,,,,,,,,,,,,,Osasuna,422,00:00:39.795,Pass,,2012/2013
,,,,,,,,,,,,,,,,1.2766,,,,,,,,,,,,997cf361-116e-4ce7-9051-a1347a388588,62,,,"[57.1, 75.6]",70260,0,,,,,-0.07199076,,Right Foot,,,"[77.9, 74.1]",,Ground Pass,,20.854017,,,,Oier Sanjurjo Mate,23944.0,,,,,,1,Regular Play,Marc Bertrán Vilanova,26807.0,Right Back,3,Osasuna,422,['7873e5b6-b091-40c2-bbf2-8e9882bc6b3a'],42,,,,,,,,,,,,,,,,,,Osasuna,422,00:00:42.656,Pass,,2012/2013
,,,,,,,,,,,,,,,,2.788083,,,,,,,,,,,,e3c2c582-3f10-4439-b72b-aba6ceea7588,66,,,"[77.9, 74.1]",70260,0,,,,,-0.15790991,,No Touch,,,"[93.6, 71.6]",,Ground Pass,,15.897799,True,,,Álvaro Cejudo Carmona,26723.0,,,,,,1,Regular Play,Oier Sanjurjo Mate,23944.0,Center Attacking Midfield,3,Osasuna,422,['c864e68a-2cb3-49da-9a9d-7d0902b39038'],44,,,,,,,,,,,,,,,,,,Osasuna,422,00:00:44.053,Pass,,2012/2013
,,,,,,,,,,,,,,,,1.8231,,,,,,,,,,,,f92ce8cb-707e-4895-b9c9-4a411ee41293,74,,,"[23.8, 4.1]",70260,0,,,,,1.9458606,,Right Foot,,,"[18.8, 16.8]",,Ground Pass,,13.648809,,,,Sergio Busquets i Burgos,5203.0,,,,,,1,Regular Play,Javier Alejandro Mascherano,5506.0,Right Center Back,4,Barcelona,217,"['39e1d97b-34bd-4517-a384-c1e41bfcc016', '9627a712-770d-4d9d-852c-fcc8823b32b8']",49,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:49.213,Pass,True,2012/2013
,,,,,,,,,,,,,,,,3.4567,,,,,,,,,,,,aa50d5d0-7e43-4a6b-97e5-4e39abcdbcf4,77,,,"[16.7, 21.4]",70260,0,,,,,1.3872323,,Right Foot,,,"[21.1, 45.1]",,Ground Pass,,24.104979,,,,Carles Puyol i Saforcada,20125.0,,,,,,1,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,4,Barcelona,217,['fde1f2c0-5df0-4ce8-a40a-1b511a88b4e2'],51,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:51.823,Pass,,2012/2013
,,,,,,,,,,,,,,,,2.264582,,,,,,,,,,,,951f2a4d-8399-41af-b332-0cc973f6068e,80,,,"[21.3, 53.1]",70260,0,,,,,0.21623755,,Right Foot,,,"[51.8, 59.8]",,Ground Pass,,31.227232,,Incomplete,,Pedro Eliezer Rodríguez Ledesma,3958.0,,,,,,1,Regular Play,Carles Puyol i Saforcada,20125.0,Left Center Back,4,Barcelona,217,"['475263eb-c696-4ae9-89da-b5a99958f225', 'ba42a64b-0677-4072-9d94-63db1a3c153f']",55,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:55.280,Pass,,2012/2013
,,,,,,,,,,,,,,,,1.397293,,,,,,,,,,,,0d7b0fcc-16cc-48a9-ba50-208db30cc4a5,84,,,"[83.5, 15.1]",70260,0,,,,,-1.3574277,,Right Foot,,,"[86.1, 3.1]",,Ground Pass,,12.278437,,,,Miguel Ángel De las Cuevas Barberá,23991.0,,,,,,1,Regular Play,Fernando Macedo Da Silva Rodilla,27088.0,Left Back,5,Osasuna,422,['913b73d2-a3ec-4ddb-89cd-c593b14278e0'],59,,,,,,,,,,,,,,,,,,Osasuna,422,00:00:59.383,Pass,,2012/2013
,,,,,,,,,,,,,,,,2.842456,,,,,,,,,,,,9605fc35-6973-46ee-afdb-86d7de2bf814,88,,,"[82.7, 3.1]",70260,1,,,,,2.7935817,,Right Foot,,,"[51.0, 14.6]",,Ground Pass,,33.721508,,,,Miguel Flaño Bezunartea,24313.0,,,,,,1,Regular Play,Miguel Ángel De las Cuevas Barberá,23991.0,Left Wing,5,Osasuna,422,"['cbbac455-853e-4b94-81a7-e8fe2b9514a5', 'd191c594-bb4b-4232-9953-19411e734bf0']",1,,,,,,,,,,,,,,,,,,Osasuna,422,00:01:01.773,Pass,True,2012/2013
,,,,,,,,,,,,,,,,2.668905,,,,,,,,,,,,d9c6f01a-aab5-40eb-8172-2fb7f1ecff95,91,,,"[43.4, 16.7]",70260,1,,,,,1.8186778,,Right Foot,,,"[35.2, 49.1]",,Ground Pass,,33.42155,,,,Alejandro Arribas Garrido,6869.0,,,,,,1,Regular Play,Miguel Flaño Bezunartea,24313.0,Left Center Back,5,Osasuna,422,['9544dd2c-a004-4e97-b86f-5a58ab9ce8f5'],5,,,,,,,,,,,,,,,,,,Osasuna,422,00:01:05.740,Pass,,2012/2013
,,,,,,,,,,,,,,,,1.922366,,,,,,,,,,,,24ef30f1-2f89-459d-b919-f026a7c00fa3,94,,,"[35.2, 62.4]",70260,1,,,,,-0.061867844,,Right Foot,,,"[80.4, 59.6]",,High Pass,,45.286644,,,,Oier Sanjurjo Mate,23944.0,,,,,,1,Regular Play,Alejandro Arribas Garrido,6869.0,Right Center Back,5,Osasuna,422,['c74fad07-2427-4313-9f93-a124ae0dd26a'],10,,,,,,,,,,,,,,,,,,Osasuna,422,00:01:10.588,Pass,,2012/2013
,,,,,,,,,,,,,,,,2.7053,,,,,,,,,,,,ffc6d6a6-664e-4e57-8982-e094b8df6616,96,,,"[84.0, 61.7]",70260,1,,,,,-0.8345389,,Head,,,"[98.5, 45.7]",,High Pass,,21.592823,,Incomplete,,Joseba Llorente Etxarri,26191.0,,,,,,1,Regular Play,Oier Sanjurjo Mate,23944.0,Center Attacking Midfield,5,Osasuna,422,"['66c88b4d-1739-4fa4-9544-1977135eb79a', '88126718-edb9-4fac-a837-cd384e40a6c6']",12,,,,,,,,,,,,,,,,,,Osasuna,422,00:01:12.511,Pass,,2012/2013
,,,,,,,,,,,,,,,,1.3474,,,,,,,,,,,,66c88b4d-1739-4fa4-9544-1977135eb79a,98,,,"[22.5, 35.3]",70260,1,,,,,-1.4224685,,Head,,,"[23.8, 26.6]",,High Pass,,8.79659,,,,Javier Alejandro Mascherano,5506.0,,,,,Recovery,1,Regular Play,Carles Puyol i Saforcada,20125.0,Left Center Back,6,Barcelona,217,"['136c931c-1421-4f8d-b987-1a7352c1392b', 'ffc6d6a6-664e-4e57-8982-e094b8df6616']",15,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:15.216,Pass,,2012/2013
,,,,,,,,,,,,,,,,1.7013,,,,,,,,,,,,fabfe78a-1d96-4f99-907d-236526b71b23,101,,,"[21.7, 26.0]",70260,1,,,,,2.629203,,Head,,,"[5.7, 35.0]",,Low Pass,,18.35756,,,,Víctor Valdés Arribas,20176.0,,,,,,1,Regular Play,Javier Alejandro Mascherano,5506.0,Right Center Back,6,Barcelona,217,"['519f755b-6d67-4132-b313-fe79cede89b5', '964e7a55-85c6-40aa-9d2e-f7de86b0ad4a']",16,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:16.563,Pass,True,2012/2013
,,,,,,,,,,,,,,,,1.3306,,,,,,,,,,,,0a595c92-678b-4cc5-8e11-dc2369958656,104,,,"[8.5, 41.8]",70260,1,,,,,0.18697926,,Keeper Arm,,,"[30.7, 46.0]",,Ground Pass,,22.593805,,,,Xavier Hernández Creus,20131.0,,,,,,1,Regular Play,Víctor Valdés Arribas,20176.0,Goalkeeper,6,Barcelona,217,['5042144f-c1c3-4da2-8ad1-d73a7c9e87be'],20,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:20.068,Pass,,2012/2013
,,,,,,,,,,,,,,,,1.7765,,,,,,,,,,,,b81a33c5-774f-4426-a391-d9d707e952c3,107,,,"[31.2, 44.7]",70260,1,,,,,-2.0158126,,Right Foot,,,"[21.9, 25.2]",,Ground Pass,,21.604166,,,,Javier Alejandro Mascherano,5506.0,,,,,,1,Regular Play,Xavier Hernández Creus,20131.0,Right Center Midfield,6,Barcelona,217,['de7cb8bb-6ea4-4472-ae39-6b8e1b576996'],22,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:22.202,Pass,,2012/2013
,,,,,,,,,,,,,,,,2.6126,,,,,,,,,,,,3cfafbaa-cae1-4444-84fd-f3efa09d4aea,110,,,"[30.1, 31.7]",70260,1,,,,,0.93095076,,Right Foot,,,"[59.5, 71.2]",,High Pass,,49.24033,,Incomplete,,Daniel Alves da Silva,4324.0,,,,,,1,Regular Play,Javier Alejandro Mascherano,5506.0,Right Center Back,6,Barcelona,217,"['64d65170-0a4f-4c46-ad54-cb2230a3781f', '688d690a-66ed-4043-bc5c-7ad820a712e2']",26,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:26.664,Pass,,2012/2013
,,,,,,,,,,,,,,,,0.971426,,,,,,,,,,,,ff5fdd15-5c8c-4981-a5af-58e1aa988c0b,113,,,"[35.2, 80.0]",70260,1,,True,,,-1.3237727,,,,,"[38.1, 68.5]",,Low Pass,,11.860017,,Incomplete,,,,,,,,Throw-in,1,From Throw In,Daniel Alves da Silva,4324.0,Right Back,7,Barcelona,217,['6409c67c-5c77-412f-9fd4-bfc15c817d78'],46,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:46.933,Pass,,2012/2013
,,,,,,,,,,,,,,,,3.480505,,,,,,,,,,,,0c6f01b0-192f-4e49-9b19-a2dc4759c400,118,,,"[94.7, 6.7]",70260,1,,,,,1.34291,,Right Foot,True,,"[105.6, 53.7]",,Low Pass,,48.247383,,Incomplete,,,,,True,,,,1,From Throw In,Miguel Ángel De las Cuevas Barberá,23991.0,Left Wing,7,Barcelona,217,['ef9faf4e-e72f-4074-841b-ad0cfa33c3d6'],50,,,,,,,,,,,,,,,,,,Osasuna,422,00:01:50.126,Pass,,2012/2013
,,,,,,,,,,,,,,,,2.109495,,,,,,,,,,,,ef9faf4e-e72f-4074-841b-ad0cfa33c3d6,119,,,"[15.4, 27.3]",70260,1,,,,,-0.3345294,,Left Foot,,,"[34.1, 20.8]",,Ground Pass,,19.797474,,,,Adriano Correia Claro,22102.0,,,,,Recovery,1,From Throw In,Javier Alejandro Mascherano,5506.0,Right Center Back,7,Barcelona,217,"['0c6f01b0-192f-4e49-9b19-a2dc4759c400', '4167054a-c274-4119-9ae3-2e8f3d178abf']",53,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:53.607,Pass,,2012/2013
