bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,be5c2557-44f5-4d08-b07a-b715be1476bb,1,,,,266815,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Sporting Gijón,1041,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 6610, 'name': 'Iván Cuéllar Sacristán'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 26633, 'name': 'Alberto Lora Ramos'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 11}, {'player': {'id': 26256, 'name': 'Igor Lichnovsky Osorio'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 8818, 'name': 'Jorge Meré Pérez'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 28}, {'player': {'id': 24686, 'name': 'Roberto Canella Suárez'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 15}, {'player': {'id': 18398, 'name': 'Omar Mascarell González'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 17}, {'player': {'id': 18925, 'name': 'Ignacio Cases Mora'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 10}, {'player': {'id': 23838, 'name': 'Pablo Pérez Rodríguez'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 22}, {'player': {'id': 6926, 'name': 'Alen Halilović'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 25}, {'player': {'id': 23994, 'name': 'Alejandro Menéndez Díez'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 3}, {'player': {'id': 24173, 'name': 'Carlos Castro García'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 16}]}",Sporting Gijón,1041,00:00:00.000,Starting XI,,2015/2016
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,15ae1ab7-26bc-4218-92e1-96ed557bafaf,2,,,,266815,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Sporting Gijón,1041,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 4691, 'name': 'Claudio Andrés Bravo Muñoz'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 6400, 'name': 'Aleix Vidal Parreu'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 22}, {'player': {'id': 5213, 'name': 'Gerard Piqué Bernabéu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 10609, 'name': 'Jérémy Mathieu'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 24}, {'player': {'id': 22102, 'name': 'Adriano Correia Claro'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 21}, {'player': {'id': 5203, 'name': 'Sergio Busquets i Burgos'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 5470, 'name': 'Ivan Rakitić'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 4}, {'player': {'id': 11094, 'name': 'Arda Turan'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 7}, {'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 10}, {'player': {'id': 4320, 'name': 'Neymar da Silva Santos Junior'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 11}, {'player': {'id': 5246, 'name': 'Luis Alberto Suárez Díaz'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Barcelona,217,00:00:00.000,Starting XI,,2015/2016
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,b92a763b-3804-461e-a992-55070c1cc179,3,,,,266815,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Sporting Gijón,1041,['cf1dacaf-3236-4ed0-ae76-c579d4e7523d'],0,,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.000,Half Start,,2015/2016
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,cf1dacaf-3236-4ed0-ae76-c579d4e7523d,4,,,,266815,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Sporting Gijón,1041,['b92a763b-3804-461e-a992-55070c1cc179'],0,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:00:00.000,Half Start,,2015/2016
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,b7c17401-7a0d-4b91-8de5-080a24d04e82,1839,,,,266815,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,73,Barcelona,217,['54fdd6b1-763f-491c-9f62-9a90222ff0a8'],0,,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.000,Half Start,,2015/2016
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,54fdd6b1-763f-491c-9f62-9a90222ff0a8,1840,,,,266815,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,73,Barcelona,217,['b7c17401-7a0d-4b91-8de5-080a24d04e82'],0,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:00:00.000,Half Start,,2015/2016
,,,,,,,,,,,,,,,,0.771411,,,,,,,,,,,,,,,998f1076-2661-4b63-ad5a-2ac6d418c631,5,,,"[60.0, 40.0]",266815,0,,,,0.9272952,,Left Foot,,,,"[60.3, 40.4]",,Ground Pass,0.5,,,,Alen Halilović,6926.0,,,,,Kick Off,1,From Kick Off,Carlos Castro García,24173.0,Center Forward,2,Sporting Gijón,1041,['429d0c79-4fe9-43d2-89f9-dbd2cfa9f069'],0,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:00:00.608,Pass,,2015/2016
,,,,,,,,,,,,,,,,1.245566,,,,,,,,,,,,,,,cbd0703c-4a6b-4cf5-ae6a-c6f74228e23b,8,,,"[60.3, 40.9]",266815,0,,,,-3.0782971,,Right Foot,,,,"[46.1, 40.0]",,Ground Pass,14.228493,,,,Ignacio Cases Mora,18925.0,,,,,,1,From Kick Off,Alen Halilović,6926.0,Center Attacking Midfield,2,Sporting Gijón,1041,['c1640251-29e8-4cf0-8ba9-bfd5eb8bf7fa'],1,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:00:01.499,Pass,,2015/2016
,,,,,,,,,,,,,,,,1.989069,,,,,,,,,,,,,,,e150a33c-bb48-478f-887a-cb0c8aeacb5c,11,,,"[53.9, 45.5]",266815,0,,,,0.77801824,,Left Foot,,,,"[81.2, 72.4]",,High Pass,38.326233,,,,Pablo Pérez Rodríguez,23838.0,,,,,,1,From Kick Off,Ignacio Cases Mora,18925.0,Left Center Midfield,2,Sporting Gijón,1041,['ed38353e-ea42-4389-b311-3f5fdaeda454'],4,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:00:04.204,Pass,,2015/2016
,,,,,,,,,,,,,,,,2.7068,,,,,,,,,,,,,,,1e339c44-7328-4714-a6e4-74cc78cb0ad2,14,,,"[81.2, 72.4]",266815,0,,,True,-0.7472002,,,,,,"[97.5, 57.3]",,High Pass,22.21936,,Incomplete,,Carlos Castro García,24173.0,,,,,,1,From Kick Off,Pablo Pérez Rodríguez,23838.0,Right Wing,2,Sporting Gijón,1041,"['08c2729e-c14f-4c68-b1cc-91f70ae50fbb', 'a7887ac0-7124-47f3-b692-4c7cecb8b0be', 'fde47db8-f283-430d-b38d-e052b2215ce6']",6,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:00:06.273,Pass,True,2015/2016
,,,,,,,,,,,,,,,,3.476801,,,,,,,,,,,,,,,602d7b4e-c16d-4dad-9529-e92673b8af6e,20,,,"[98.5, 63.3]",266815,0,,,,-0.17301016,,Right Foot,,,,"[119.1, 59.7]",,Low Pass,20.912197,,Out,,Carlos Castro García,24173.0,,,,,Recovery,1,From Kick Off,Pablo Pérez Rodríguez,23838.0,Right Wing,2,Sporting Gijón,1041,['85fd80fa-d680-4dbf-9c99-5bad3cf50ba2'],11,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:00:11.622,Pass,,2015/2016
,,,,,,,,,,,,,,,,1.050738,,,,,,,,,,,,,,,134beccb-eabf-41c5-8e29-f080b173349d,24,,,"[7.0, 36.1]",266815,0,True,,,-1.2924967,,Right Foot,,,,"[13.4, 13.7]",,Ground Pass,23.296352,,,,Jérémy Mathieu,10609.0,,,,,Goal Kick,1,From Goal Kick,Claudio Andrés Bravo Muñoz,4691.0,Goalkeeper,3,Barcelona,217,['15c38b17-d637-42c4-8fe5-282ffc81e2dd'],23,,,,,,,,,,,,,,,,,Barcelona,217,00:00:23.463,Pass,,2015/2016
,,,,,,,,,,,,,,,,1.253388,,,,,,,,,,,,,,,5a27a756-df9a-4398-9465-1af6a3845eac,26,,,"[13.4, 13.7]",266815,0,,,,2.0131705,,Left Foot,,,,"[3.5, 34.6]",,Ground Pass,23.126175,,,,Claudio Andrés Bravo Muñoz,4691.0,,,,,,1,From Goal Kick,Jérémy Mathieu,10609.0,Left Center Back,3,Barcelona,217,['3988f570-6bbd-4178-aa3b-c601e1177726'],25,,,,,,,,,,,,,,,,,Barcelona,217,00:00:25.941,Pass,,2015/2016
,,,,,,,,,,,,,,,,1.124005,,,,,,,,,,,,,,,30c2f9df-8557-4329-94f7-52e578225f7d,30,,,"[3.8, 30.9]",266815,0,,,,-0.49746135,,Right Foot,,,,"[22.4, 20.8]",,Ground Pass,21.165302,,,,Arda Turan,11094.0,,,,,,1,From Goal Kick,Claudio Andrés Bravo Muñoz,4691.0,Goalkeeper,3,Barcelona,217,"['785d97be-0702-40f7-a346-8bc601ce0a41', '7bb547a8-a3c2-4933-8305-272bd8052eb9']",28,,,,,,,,,,,,,,,,,Barcelona,217,00:00:28.827,Pass,True,2015/2016
,,,,,,,,,,,,,,,,3.250117,,,,,,,,,,,,,,,678b76ae-3a67-4f00-b187-f1c99765ac05,34,,,"[23.0, 20.6]",266815,0,,,,1.9068316,,Right Foot,,,,"[8.4, 62.4]",,High Pass,44.276405,,,,Gerard Piqué Bernabéu,5213.0,,True,,,,1,From Goal Kick,Arda Turan,11094.0,Left Center Midfield,3,Barcelona,217,"['18e2f4c8-7592-4c26-bbf5-b432417f1bad', '89a30d84-116f-4a9e-81f9-0bd46bba0984']",30,,,,,,,,,,,,,,,,,Barcelona,217,00:00:30.435,Pass,True,2015/2016
,,,,,,,,,,,,,,,,0.964952,,,,,,,,,,,,,,,548f67e8-4397-4eab-adaf-344f0c9f893e,38,,,"[11.7, 63.4]",266815,0,,,,0.92848146,,Right Foot,,,,"[21.8, 76.9]",,Ground Pass,16.860012,,,,Aleix Vidal Parreu,6400.0,,,,,,1,From Goal Kick,Gerard Piqué Bernabéu,5213.0,Right Center Back,3,Barcelona,217,"['3384644e-5275-4812-83b7-0ec477b2b5b0', '344704a4-7ec3-4a21-b070-055935059b83']",35,,,,,,,,,,,,,,,,,Barcelona,217,00:00:35.726,Pass,True,2015/2016
,,,,,,,,,,,,,,,,1.020814,,,,,,,,,,,,,,,2f154152-1745-4f46-a218-247db16e3bf6,42,,,"[21.6, 76.1]",266815,0,,,,-1.2655731,,Right Foot,,,,"[26.2, 61.5]",,Ground Pass,15.307514,,,,Sergio Busquets i Burgos,5203.0,,,,,,1,From Goal Kick,Aleix Vidal Parreu,6400.0,Right Back,3,Barcelona,217,"['d08ab4b7-cb8c-4d65-b4bf-17ca11bd372c', 'e7a3ed2f-3cbf-4802-9c78-0064c31b212c']",37,,,,,,,,,,,,,,,,,Barcelona,217,00:00:37.418,Pass,True,2015/2016
,,,,,,,,,,,,,,,,2.067784,,,,,,,,,,,,,,,763e30e5-b204-4547-856c-b1587a0e0640,46,,,"[27.5, 57.9]",266815,0,,,,-1.7434778,,Left Foot,,,,"[23.0, 32.1]",,Ground Pass,26.1895,,,,Jérémy Mathieu,10609.0,,,,,,1,From Goal Kick,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,3,Barcelona,217,['3fe91c34-740b-4c77-a60d-36d1d47e843a'],40,,,,,,,,,,,,,,,,,Barcelona,217,00:00:40.684,Pass,,2015/2016
,,,,,,,,,,,,,,,,1.338576,,,,,,,,,,,,,,,4cee5f9c-23df-4235-8e46-76435f0366e3,49,,,"[61.8, 18.6]",266815,0,,,,-1.0162667,,Right Foot,,,,"[71.4, 3.1]",,Ground Pass,18.232115,,,,Neymar da Silva Santos Junior,4320.0,,,,,,1,From Goal Kick,Jérémy Mathieu,10609.0,Left Center Back,3,Barcelona,217,['984671f9-6f71-4684-9ebe-791eb6d74f67'],47,,,,,,,,,,,,,,,,,Barcelona,217,00:00:47.762,Pass,,2015/2016
,,,,,,,,,,,,,,,,3.061864,,,,,,,,,,,,,,,b069e544-371c-47b7-8f0a-31d59d83ebd2,53,,,"[70.4, 3.5]",266815,0,,,,0.03723207,,Right Foot,,,,"[105.3, 4.8]",,High Pass,34.924202,,,,Arda Turan,11094.0,,,,,,1,From Goal Kick,Neymar da Silva Santos Junior,4320.0,Left Wing,3,Barcelona,217,['3d89b146-80fe-4a11-b549-59598403b512'],50,,,,,,,,,,,,,,,,,Barcelona,217,00:00:50.447,Pass,,2015/2016
,,,,,,,,,,,,,,,,1.199666,,,,,,,,,,,,,,,7d6b6f9a-d2a2-4083-adfe-9d1a72aeb0c5,57,,,"[105.1, 3.0]",266815,0,,,,-3.1221147,,Right Foot,,,,"[89.7, 2.7]",,Ground Pass,15.402922,,,,Neymar da Silva Santos Junior,4320.0,,,,,,1,From Goal Kick,Arda Turan,11094.0,Left Center Midfield,3,Barcelona,217,"['19dfde23-4676-4e45-b796-7d9bac888831', '28e5fd70-d99d-4916-b23d-8b8e63799e87']",55,,,,,,,,,,,,,,,,,Barcelona,217,00:00:55.980,Pass,True,2015/2016
,,,,,,,,,,,,,,,,1.244788,,,,,,,,,,,,,,,d67358f4-6c5a-4d51-af2c-41ce435fe54f,60,,,"[89.7, 3.1]",266815,0,,,,1.5790949,,Right Foot,,,,"[89.5, 27.2]",,Ground Pass,24.10083,,,,Sergio Busquets i Burgos,5203.0,,,,,,1,From Goal Kick,Neymar da Silva Santos Junior,4320.0,Left Wing,3,Barcelona,217,['71f7b3ee-2d47-44ec-9663-abdfee7b2207'],58,,,,,,,,,,,,,,,,,Barcelona,217,00:00:58.167,Pass,,2015/2016
,,,,,,,,,,,,,,,,2.482377,,,,,,,,,,,,,,,bd44ae3b-f32c-49f0-b3d0-10679c1ea62d,64,,,"[84.6, 26.8]",266815,1,,,,2.3803184,,Right Foot,,,,"[65.5, 45.0]",,Ground Pass,26.38276,,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,From Goal Kick,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,3,Barcelona,217,['45ddcf6e-9f4a-413f-9775-f1defd3475ff'],3,,,,,,,,,,,,,,,,,Barcelona,217,00:01:03.102,Pass,,2015/2016
,,,,,,,,,,,,,,,,1.315506,,,,,,,,,,,,,,,8bca9506-071d-4494-b4c6-2375bf99fd1d,67,,,"[69.2, 47.7]",266815,1,,,,1.3649976,,Right Foot,,,,"[75.4, 77.4]",,Ground Pass,30.340237,,,,Aleix Vidal Parreu,6400.0,,,,,,1,From Goal Kick,Gerard Piqué Bernabéu,5213.0,Right Center Back,3,Barcelona,217,['38f5867d-5b8c-449b-be1c-e89666837a38'],6,,,,,,,,,,,,,,,,,Barcelona,217,00:01:06.992,Pass,,2015/2016
,,,,,,,,,,,,,,,,1.750546,,,,,,,,,,,,,,,79127a25-2394-4b6d-88ac-8500bfacd3aa,71,,,"[63.0, 74.8]",266815,1,,,,-2.6516354,,Right Foot,,,,"[39.0, 62.0]",,Ground Pass,27.2,,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,From Goal Kick,Aleix Vidal Parreu,6400.0,Right Back,3,Barcelona,217,"['b1c08d20-6e5f-446a-98d8-a2a5d1cf1f4e', 'f7e938c0-a4e7-48a7-bfbf-0fff24aabce9']",14,,,,,,,,,,,,,,,,,Barcelona,217,00:01:14.450,Pass,True,2015/2016
,,,,,,,,,,,,,,,,1.065984,,,,,,,,,,,,,,,a2bcad24-8f45-4551-9171-995e2ad0f553,74,,,"[45.0, 55.6]",266815,1,,,,-1.8877392,,Right Foot,,,,"[40.9, 43.1]",,Ground Pass,13.155227,,,,Sergio Busquets i Burgos,5203.0,,,,,,1,From Goal Kick,Gerard Piqué Bernabéu,5213.0,Right Center Back,3,Barcelona,217,['2eecfbb2-ffbc-4d39-a57d-40ee361fc0a5'],22,,,,,,,,,,,,,,,,,Barcelona,217,00:01:22.623,Pass,,2015/2016
,,,,,,,,,,,,,,,,2.256194,,,,,,,,,,,,,,,7bbfff15-4b29-44b6-bdcf-e9361785189f,77,,,"[52.6, 39.7]",266815,1,,,,1.4678557,,Left Foot,,,,"[55.1, 63.9]",,Ground Pass,24.328789,,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,From Goal Kick,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,3,Barcelona,217,['93262292-ba16-455e-b041-f1a04be961be'],27,,,,,,,,,,,,,,,,,Barcelona,217,00:01:27.825,Pass,,2015/2016
,,,,,,,,,,,,,,,,1.085283,,,,,,,,,,,,,,,04fdbb78-dcfb-47f3-8cd3-1311235c8cbd,80,,,"[58.6, 63.6]",266815,1,,,,-1.8277029,,Right Foot,,,,"[55.5, 51.8]",,Ground Pass,12.20041,,,,Sergio Busquets i Burgos,5203.0,,,,,,1,From Goal Kick,Gerard Piqué Bernabéu,5213.0,Right Center Back,3,Barcelona,217,['c3068660-557c-4206-8bb4-48fca3560a4e'],32,,,,,,,,,,,,,,,,,Barcelona,217,00:01:32.811,Pass,,2015/2016
,,,,,,,,,,,,,,,,1.755818,,,,,,,,,,,,,,,d7b6d897-038a-4412-bdbe-701ed0565080,83,,,"[67.4, 39.9]",266815,1,,,,1.4692599,,Right Foot,,,,"[70.1, 66.4]",,Ground Pass,26.637192,,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,From Goal Kick,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,3,Barcelona,217,['311cff35-4d65-4b42-a5f1-5c8c656fb538'],38,,,,,,,,,,,,,,,,,Barcelona,217,00:01:38.332,Pass,,2015/2016
,,,,,,,,,,,,,,,,2.840026,,,,,,,,,,,,,,,0ed64a86-a2b6-45fa-82e6-d119e851367f,86,,,"[70.8, 64.3]",266815,1,,,,-1.5051713,,Right Foot,,,,"[74.5, 8.0]",,High Pass,56.42145,,,,Adriano Correia Claro,22102.0,,True,,,,1,From Goal Kick,Gerard Piqué Bernabéu,5213.0,Right Center Back,3,Barcelona,217,['7b362000-2180-46e4-b93a-0b9b1eb53f23'],42,,,,,,,,,,,,,,,,,Barcelona,217,00:01:42.183,Pass,,2015/2016
,,,,,,,,,,,,,,,,0.868064,,,,,,,,,,,,,,,f7279ce9-369a-48e6-8959-f85f2c9a9c19,90,,,"[75.9, 4.1]",266815,1,,,,-0.28950366,,Left Foot,,,,"[80.6, 2.7]",,Ground Pass,4.90408,,,,Neymar da Silva Santos Junior,4320.0,,,,,,1,From Goal Kick,Adriano Correia Claro,22102.0,Left Back,3,Barcelona,217,"['99d6bd2e-1812-4416-97a1-0db0c5f4cd17', 'c6a42598-d8d4-4591-9dfe-c8ce1ca26589']",46,,,,,,,,,,,,,,,,,Barcelona,217,00:01:46.250,Pass,True,2015/2016
,,,,,,,,,,,,,,,,1.896449,,,,,,,,,,,,,,,7f997765-1061-41e1-a6eb-5a2d199ef837,93,,,"[81.0, 3.1]",266815,1,,,,2.4551072,,Right Foot,,,,"[73.8, 9.0]",,Ground Pass,9.3085985,,,,Adriano Correia Claro,22102.0,,,,,,1,From Goal Kick,Neymar da Silva Santos Junior,4320.0,Left Wing,3,Barcelona,217,['7215614c-3eca-4c9e-8bd7-b71fe2fbb511'],48,,,,,,,,,,,,,,,,,Barcelona,217,00:01:48.013,Pass,,2015/2016
,,,,,,,,,,,,,,,,2.001717,,,,,,,,,,,,,,,807b2dbe-99ac-4528-b7ba-0c430421bf96,96,,,"[73.8, 9.0]",266815,1,,,,2.1037145,,Left Foot,,,,"[58.7, 34.6]",,Ground Pass,29.72154,,,,Sergio Busquets i Burgos,5203.0,,,,,,1,From Goal Kick,Adriano Correia Claro,22102.0,Left Back,3,Barcelona,217,['43a4474f-51be-47cf-b3db-ccbba78f77bd'],50,,,,,,,,,,,,,,,,,Barcelona,217,00:01:50.091,Pass,,2015/2016
,,,,,,,,,,,,,,,,1.945399,,,,,,,,,,,,,,,88131548-9fe5-4fd6-841a-f1ed2ad376a5,99,,,"[57.7, 37.4]",266815,1,,,,1.3493003,,Right Foot,,,,"[63.6, 63.6]",,Ground Pass,26.856098,,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,From Goal Kick,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,3,Barcelona,217,['c7ca2fa9-508b-41b0-b01b-bd28d27467ad'],53,,,,,,,,,,,,,,,,,Barcelona,217,00:01:53.490,Pass,,2015/2016
,,,,,,,,,,,,,,,,0.566324,,,,,,,,,,,,,,,ba5fb9cc-33c4-4a83-a8b1-f65ed96da5e8,102,,,"[64.4, 62.5]",266815,1,,,,-0.007751783,,Right Foot,,,,"[77.3, 62.4]",,Ground Pass,12.900388,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,From Goal Kick,Gerard Piqué Bernabéu,5213.0,Right Center Back,3,Barcelona,217,['939448f5-9af5-4ddf-975c-478a821cc9e5'],56,,,,,,,,,,,,,,,,,Barcelona,217,00:01:56.236,Pass,,2015/2016
,,,,,,,,,,,,,,,,1.209025,,,,,,,,,,,,,,,94d2f75d-ab15-409d-8e0d-7a9d82ce7f16,105,,,"[77.3, 62.4]",266815,1,,,,2.9930878,,Right Foot,,,,"[64.6, 64.3]",,Ground Pass,12.841339,,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,From Goal Kick,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,3,Barcelona,217,['57dfed0f-00fc-4eec-8939-44ace9b31f42'],56,,,,,,,,,,,,,,,,,Barcelona,217,00:01:56.901,Pass,,2015/2016
,,,,,,,,,,,,,,,,0.738596,,,,,,,,,,,,,,,e6766efc-2c5a-438f-89b8-4e88e8b15b0a,108,,,"[64.6, 64.3]",266815,1,,,,-0.7853982,,Right Foot,,,,"[71.0, 57.9]",,Ground Pass,9.050967,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,From Goal Kick,Gerard Piqué Bernabéu,5213.0,Right Center Back,3,Barcelona,217,['9f9b101d-6661-4b4d-8eda-d676ce8c411d'],58,,,,,,,,,,,,,,,,,Barcelona,217,00:01:58.858,Pass,,2015/2016
,,,,,,,,,,,,,,,,2.462105,,,,,,,,,,,,,,,5d765014-3243-4df6-b2bc-04baa1c7e3c2,112,,,"[69.6, 52.9]",266815,2,,,,-0.8641821,,Left Foot,,,,"[94.1, 24.2]",,High Pass,37.73513,,Incomplete,,Neymar da Silva Santos Junior,4320.0,,,,,,1,From Goal Kick,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,3,Barcelona,217,"['45899203-2d6c-4eb4-89d7-b42abbe8d2cf', '5c7e247b-a2c3-4b8f-8260-81560fe1d7cc', '65e2afb9-9c05-4ff3-8473-3ccbb4d85717']",1,,,,,,,,,,,,,,,,,Barcelona,217,00:02:01.417,Pass,True,2015/2016
,,,,,,,,,,,,,,,,1.495424,,,,,,,,,,,,,,,3ad54986-10ac-406f-ba94-8a279670ad87,117,,,"[62.6, 0.1]",266815,2,,,,0.18175554,,,,,,"[81.1, 3.5]",,Low Pass,18.809837,,Incomplete,,Luis Alberto Suárez Díaz,5246.0,,,,,Throw-in,1,From Throw In,Adriano Correia Claro,22102.0,Left Back,4,Barcelona,217,"['658b81ad-eb13-4417-bd81-3a2a12448277', 'e910cd80-cdec-419c-9b9c-d5c2cba9de0c']",21,,,,,,,,,,,,,,,,,Barcelona,217,00:02:21.132,Pass,,2015/2016
,,,,,,,,,,,,,,,,2.420067,,,,,,,,,,,,,,,7c75f6d6-3329-4794-b4d1-220af5dd58c6,120,,,"[38.8, 76.9]",266815,2,,,,-0.3751349,,Right Foot,,,,"[58.1, 69.3]",,High Pass,20.742468,,Incomplete,,Alen Halilović,6926.0,,,,,Interception,1,From Throw In,Alberto Lora Ramos,26633.0,Right Back,4,Barcelona,217,"['477d5bf5-40d8-4799-a9f5-291a831377bf', 'abc7b76c-1bcc-4931-a9d9-7f7cd2832e8b']",22,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:02:22.643,Pass,,2015/2016
,,,,,,,,,,,,,,,,0.709209,,,,,,,,,,,,,,,477d5bf5-40d8-4799-a9f5-291a831377bf,122,,,"[62.0, 10.8]",266815,2,,,,-1.1740876,,Head,,,,"[65.1, 3.4]",,Low Pass,8.023091,,,,Adriano Correia Claro,22102.0,,,,,Recovery,1,From Throw In,Arda Turan,11094.0,Left Center Midfield,4,Barcelona,217,"['7c75f6d6-3329-4794-b4d1-220af5dd58c6', 'ef9f99d5-cc6d-40b1-afdd-d4bb6ac69292']",25,,,,,,,,,,,,,,,,,Barcelona,217,00:02:25.063,Pass,,2015/2016
,,,,,,,,,,,,,,,,0.993189,,,,,,,,,,,,,,,e8e6149b-1613-44fb-9f0f-988c40ff14b3,125,,,"[65.1, 3.4]",266815,2,,,,2.1829488,,Right Foot,,,,"[61.8, 8.1]",,Ground Pass,5.7428217,,,,Arda Turan,11094.0,,,,,,1,From Throw In,Adriano Correia Claro,22102.0,Left Back,4,Barcelona,217,['f9f148a1-aa1d-4adb-8c51-94eba9dfa462'],25,,,,,,,,,,,,,,,,,Barcelona,217,00:02:25.833,Pass,,2015/2016
,,,,,,,,,,,,,,,,1.300846,,,,,,,,,,,,,,,3fc735b3-666c-4daf-aacc-cba074d837f5,131,,,"[50.3, 17.2]",266815,2,,,,1.119996,,Right Foot,,,,"[59.4, 36.0]",,Ground Pass,20.886599,,,,Ivan Rakitić,5470.0,,,,,Recovery,1,From Throw In,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,4,Barcelona,217,['f0f68765-b6f0-4b19-8f86-be3d750bb670'],29,,,,,,,,,,,,,,,,,Barcelona,217,00:02:29.488,Pass,,2015/2016
