50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,0.678661,,,,,,,,,,,,,ccdada0c-ee8a-4d55-8449-260b4eed4b93,3353,,,"[86.5, 52.3]",265866,78,,,,,-2.0866053,,Right Foot,,,"[81.0, 42.6]",,Ground Pass,,11.1507845,,,,Sergio Busquets i Burgos,5203.0,,,,,,,2,Regular Play,Xavier Hernández Creus,20131.0,Left Center Midfield,141,Barcelona,217,['7a6de4ed-fdfe-49d9-9946-2dcc433ec69f'],55,,,,,,,,,,,,,,,,,,Barcelona,217,00:33:55.139,Pass,,2014/2015
,,,,,,,,,,,,,,,,,1.738161,,,,,,,,,,,,,0a80546c-22a2-4cbd-bea9-feee9d4ca5de,3356,,,"[81.0, 42.6]",265866,78,,,,,2.2554135,,Left Foot,,,"[69.0, 57.3]",,Low Pass,,18.976038,,,,Gerard Piqué Bernabéu,5213.0,,,,,,,2,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,141,Barcelona,217,['c8d3940b-1da0-46b9-8c08-a0c4ed245311'],55,,,,,,,,,,,,,,,,,,Barcelona,217,00:33:55.858,Pass,,2014/2015
,,,,,,,,,,,,,,,,,1.410541,,,,,,,,,,,,,c89bb11f-d9c2-4cae-90bf-0db59c20a943,3358,,,"[69.0, 57.3]",265866,79,,True,,,0.4160645,,Right Foot,,,"[81.9, 63.0]",,Ground Pass,,14.103191,,,,Xavier Hernández Creus,20131.0,,,,,,,2,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,141,Barcelona,217,['9239c911-da48-4077-8bf2-4a07adf7157a'],0,,,,,,,,,,,,,,,,,,Barcelona,217,00:34:00.796,Pass,,2014/2015
,,,,,,,,,,,,,,,,,2.415406,,,,,,,,,,,,,250f2a76-455c-4b8f-ada5-707626245499,3360,,,"[82.8, 60.5]",265866,79,,,,,-0.8381351,,Right Foot,,,"[115.1, 24.6]",,High Pass,,48.29182,,,,Neymar da Silva Santos Junior,4320.0,,,,,,,2,Regular Play,Xavier Hernández Creus,20131.0,Left Center Midfield,141,Barcelona,217,['b26ce0ae-a3c9-4556-89ad-81bf5458d6ff'],2,,,,,,,,,,,,,,,,,,Barcelona,217,00:34:02.919,Pass,,2014/2015
,,,,,,,,,,,,,,,,,1.217337,,,,,,,,,,,,,376162d9-1d33-44f2-8e6a-920dbf921447,3362,,,"[114.8, 25.6]",265866,79,,,,,2.7042549,,Head,,,"[107.1, 29.2]",,High Pass,,8.5,,,,Pedro Eliezer Rodríguez Ledesma,3958.0,,,,,,,2,Regular Play,Neymar da Silva Santos Junior,4320.0,Left Wing,141,Barcelona,217,['1edff149-9b6f-4797-af95-9d0fb02595f2'],5,,,,,,,,,,,,,,,,,,Barcelona,217,00:34:05.375,Pass,,2014/2015
,,,,,,,,,,,,,,,,,0.6558,,,,,,,,,,,,,b93766d8-b3db-4a73-aa89-5070fc0a98cb,3365,,,"[104.6, 28.1]",265866,79,,,,,1.8998461,,Right Foot,,,"[101.8, 36.3]",,Ground Pass,,8.664871,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,2,Regular Play,Pedro Eliezer Rodríguez Ledesma,3958.0,Right Center Midfield,141,Barcelona,217,['b4eaff46-e7e7-46f5-a1e3-63ad85f51db7'],9,,,,,,,,,,,,,,,,,,Barcelona,217,00:34:09.603,Pass,,2014/2015
,,,,,,,,,,,,,,,,,0.739803,,,,,,,,,,,,,61357ade-cd07-40c7-8a35-7f6e514069b8,3368,,,"[101.8, 36.3]",265866,79,,,,,-0.54786354,,Right Foot,,,"[107.7, 32.7]",,Low Pass,,6.9115844,,,,Pedro Eliezer Rodríguez Ledesma,3958.0,,,,Through Ball,True,,2,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,141,Barcelona,217,['eb135a28-2f5c-4053-83b4-6e81cdda4210'],10,,,,,,,,,,,,,,,,,,Barcelona,217,00:34:10.298,Pass,,2014/2015
,,,,,,,,,,,,,,,,,0.647199,,,,,,,,,,,,,0f7beba9-ebb6-445b-8fa9-a21d5f101735,3371,,,"[112.2, 32.0]",265866,79,,,,,1.4434886,,Left Foot,,,"[113.8, 44.5]",,Ground Pass,,12.601984,,Incomplete,,Luis Alberto Suárez Díaz,5246.0,,,,,,,2,Regular Play,Pedro Eliezer Rodríguez Ledesma,3958.0,Right Center Midfield,141,Barcelona,217,"['eaaa4a3d-326d-4831-8c10-6a8f2df4c7dd', 'f182241a-8eeb-49f2-b5ec-7c7118babf2f']",12,,,,,,,,,,,,,,,,,,Barcelona,217,00:34:12.184,Pass,,2014/2015
,,,,,,,,,,,,,,,,,5.425199,,,,,,,,,,,,,e3ab74e7-b2ae-42fb-9161-6457c7355c77,3379,,,"[60.0, 40.0]",265866,80,,,,,1.1840966,,Right Foot,,,"[74.7, 76.1]",,Ground Pass,,38.9782,,,,Fidel Chaves de la Torre,23825.0,,,,,,Kick Off,2,From Kick Off,Patrick Claude Ekeng Ekeng,27236.0,Center Attacking Midfield,142,Córdoba CF,373,['dd240225-ffbf-4a7f-bca1-e8f754c054c4'],22,,,,,,,,,,,,,,,,,,Córdoba CF,373,00:35:22.229,Pass,,2014/2015
,,,,,,,,,,,,,,,,,0.661701,,,,,,,,,,,,,bc7b6c37-010a-469d-9708-16ad04fa7296,3382,,,"[75.7, 76.8]",265866,80,,,,,0.1015602,,Left Foot,,,"[91.4, 78.4]",,Ground Pass,,15.781318,,,,Adrián Javier Gunino Duque,27237.0,,,,,,,2,From Kick Off,Fidel Chaves de la Torre,23825.0,Left Wing,142,Córdoba CF,373,['b4615dab-aba3-40f9-9498-2ee0b7ef3a62'],29,,,,,,,,,,,,,,,,,,Córdoba CF,373,00:35:29.714,Pass,,2014/2015
,,,,,,,,,,,,,,,,,0.4742,,,,,,,,,,,,,365b5448-51cf-4d16-bbe7-63581c9d20b4,3385,,,"[91.6, 78.1]",265866,80,,,,,-2.1568573,,Right Foot,,,"[83.7, 66.2]",,Ground Pass,,14.283557,,,,Patrick Claude Ekeng Ekeng,27236.0,,,,,,,2,From Kick Off,Adrián Javier Gunino Duque,27237.0,Right Back,142,Córdoba CF,373,['92b90e62-447e-4432-8e47-9494a620032a'],30,,,,,,,,,,,,,,,,,,Córdoba CF,373,00:35:30.759,Pass,,2014/2015
,,,,,,,,,,,,,,,,,1.367199,,,,,,,,,,,,,4160ea44-11e5-4dc6-9d52-5ef1aa7fdc42,3388,,,"[97.4, 67.7]",265866,80,,,,,0.6334259,,Right Foot,,,"[110.2, 77.1]",,Ground Pass,,15.880806,,,,Adrián Javier Gunino Duque,27237.0,,,,,,,2,From Kick Off,Patrick Claude Ekeng Ekeng,27236.0,Center Attacking Midfield,142,Córdoba CF,373,['321adeba-6e15-4eff-95c8-9892a965dc0f'],34,,,,,,,,,,,,,,,,,,Córdoba CF,373,00:35:34.185,Pass,,2014/2015
,,,,,,,,,,,,,,,,,1.021501,,,,,,,,,,,,,b8ebc1d3-0454-46ae-aba4-b94ffac2d20b,3391,,,"[103.0, 76.5]",265866,80,,,,,-2.1721537,,Left Foot,,,"[93.6, 62.8]",,Ground Pass,,16.614752,,,,Federico Vico Villegas,24136.0,,,,,,,2,From Kick Off,Adrián Javier Gunino Duque,27237.0,Right Back,142,Córdoba CF,373,['864f3356-8097-4a25-ae62-73ad519b9967'],37,,,,,,,,,,,,,,,,,,Córdoba CF,373,00:35:37.354,Pass,,2014/2015
,,,,,,,,,,,,,,,,,0.255699,,,,,,,,,,,,,1984dd81-2deb-49e3-9db5-e568d2e806b6,3394,,,"[97.4, 55.5]",265866,80,,,,,-0.2721459,,Left Foot,,,"[101.7, 54.3]",,Ground Pass,,4.464303,,Incomplete,,Florin Andone,6731.0,,,,,,,2,From Kick Off,Federico Vico Villegas,24136.0,Right Wing,142,Córdoba CF,373,"['15b56c9a-f2ff-4799-a74a-8bb12959b302', 'dd9042a3-e165-43c6-a083-f216e5e20994']",39,,,,,,,,,,,,,,,,,,Córdoba CF,373,00:35:39.927,Pass,,2014/2015
,,,,,,,,,,,,,,,,,1.110769,,,,,,,,,,,,,ae1969c9-ef3a-4b5b-b618-1b13ca6630be,3398,,,"[15.9, 22.7]",265866,80,,,,True,-0.26705015,,,,,"[26.5, 19.8]",,High Pass,,10.98954,,,,Xavier Hernández Creus,20131.0,,,,,,Recovery,2,From Kick Off,Jordi Alba Ramos,5211.0,Left Back,142,Córdoba CF,373,"['1cc1ef04-5fab-4921-b44a-318d37ee8df6', '732d8fb3-bff1-43c8-a912-eaac373c373c']",41,,,,,,,,,,,,,,,,,,Barcelona,217,00:35:41.601,Pass,True,2014/2015
,,,,,,,,,,,,,,,,,2.6523,,,,,,,,,,,,,655744b5-6aee-4753-874b-43e38083f7bd,3400,,,"[26.5, 19.8]",265866,80,,,,,0.21109334,,Right Foot,,,"[54.5, 25.8]",,High Pass,,28.635643,,Incomplete,,,,,,,,,,2,From Kick Off,Xavier Hernández Creus,20131.0,Left Center Midfield,142,Córdoba CF,373,['0d7f6d51-35a4-4dd3-8302-d4ce6f465790'],42,,,,,,,,,,,,,,,,,,Barcelona,217,00:35:42.712,Pass,,2014/2015
,,,,,,,,,,,,,,,,,1.2812,,,,,,,,,,,,,0d7f6d51-35a4-4dd3-8302-d4ce6f465790,3401,,,"[65.6, 54.3]",265866,80,,,,,0.14743717,,Other,,,"[75.7, 55.8]",,Low Pass,,10.210778,,,,Rene Krhin,3160.0,,,,,,Recovery,2,From Kick Off,Aleksandar Pantić,27239.0,Left Center Back,142,Córdoba CF,373,"['655744b5-6aee-4753-874b-43e38083f7bd', 'd4ae1a24-c8a0-46c5-bcd5-b62e66fc4eac']",45,,,,,,,,,,,,,,,,,,Córdoba CF,373,00:35:45.364,Pass,,2014/2015
,,,,,,,,,,,,,,,,,0.9087,,,,,,,,,,,,,d917e5fc-9782-4dc9-9a9d-e9b4175e16a8,3405,,,"[77.5, 57.5]",265866,80,,,,,-1.0889689,,Right Foot,,,"[83.2, 46.6]",,High Pass,,12.300406,,,,Federico Vico Villegas,24136.0,,,,,,,2,From Kick Off,Rene Krhin,3160.0,Right Defensive Midfield,142,Córdoba CF,373,"['5079b718-923f-4190-9c20-5d0ae9ec9ba7', 'dd0a02d8-6a70-471f-b52c-61d40815a4ba']",46,,,,,,,,,,,,,,,,,,Córdoba CF,373,00:35:46.725,Pass,True,2014/2015
,,,,,,,,,,,,,,,,,1.985092,,,,,,,,,,,,,a6c2ee84-d7bb-4561-8f61-9286f6635dec,3407,,,"[83.2, 46.6]",265866,80,,,,,1.0739856,,Head,,,"[87.7, 54.9]",,Low Pass,,9.441399,,,,Patrick Claude Ekeng Ekeng,27236.0,,,,,,,2,From Kick Off,Federico Vico Villegas,24136.0,Right Wing,142,Córdoba CF,373,['aec462b0-5ee2-4123-96fa-632d7666ba9c'],47,,,,,,,,,,,,,,,,,,Córdoba CF,373,00:35:47.585,Pass,,2014/2015
,,,,,,,,,,,,,,,,,1.1901,,,,,,,,,,,,,094004a0-660b-4a97-b177-4a34baa13953,3410,,,"[88.5, 55.8]",265866,80,,,,,0.9851166,,Right Foot,,,"[101.7, 75.7]",,Ground Pass,,23.879908,,,,Fidel Chaves de la Torre,23825.0,,,,,,,2,From Kick Off,Patrick Claude Ekeng Ekeng,27236.0,Center Attacking Midfield,142,Córdoba CF,373,['f9d1ef04-908b-4625-b2dc-589a94c19c87'],50,,,,,,,,,,,,,,,,,,Córdoba CF,373,00:35:50.807,Pass,,2014/2015
,,,,,,,,,,,,,,,,,1.635117,,,,,,,,,,,,,1d9f7640-fdb3-4545-8356-60dd125e8281,3416,,,"[7.0, 44.1]",265866,81,,,,,0.43726355,,Right Foot,,,"[50.0, 64.2]",,Ground Pass,,47.46588,,,,Pedro Eliezer Rodríguez Ledesma,3958.0,,,,,,Goal Kick,2,From Goal Kick,Claudio Andrés Bravo Muñoz,4691.0,Goalkeeper,143,Barcelona,217,['97f6c140-99d1-480a-beb5-16cb0f5d2340'],8,,,,,,,,,,,,,,,,,,Barcelona,217,00:36:08.078,Pass,,2014/2015
,,,,,,,,,,,,,,,,,1.39944,,,,,,,,,,,,,6b3b05f7-a49b-469f-8e27-beef761be308,3419,,,"[49.1, 61.4]",265866,81,,,,,-1.4391124,,Left Foot,,,"[51.1, 46.3]",,Ground Pass,,15.231874,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,2,From Goal Kick,Pedro Eliezer Rodríguez Ledesma,3958.0,Right Center Midfield,143,Barcelona,217,['c3cb35ec-c5b8-4f57-83d8-409282c08ae4'],15,,,,,,,,,,,,,,,,,,Barcelona,217,00:36:15.858,Pass,,2014/2015
,,,,,,,,,,,,,,,,,4.005262,,,,,,,,,,,,,70257f75-3a7b-41d6-8a84-4e86e48d8470,3422,,,"[56.3, 38.0]",265866,81,,,,,-0.21264492,,Left Foot,,,"[109.1, 26.6]",,High Pass,,54.016663,,,,Neymar da Silva Santos Junior,4320.0,,,,Through Ball,True,,2,From Goal Kick,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,143,Barcelona,217,['0456880b-fd9d-4e94-9e02-911cf4939206'],18,,,,,,,,,,,,,,,,,,Barcelona,217,00:36:18.715,Pass,,2014/2015
,,,,,,,,,,,,,,,,,5.237815,,,,,,,,,,,,,6b681275-4d18-45f1-aa6c-ccef8dab224d,3425,,,"[114.3, 26.6]",265866,81,,,,,1.6209472,,Left Foot,,,"[111.7, 78.4]",,High Pass,,51.86521,,Out,,Luis Alberto Suárez Díaz,5246.0,,,True,,,,2,From Goal Kick,Neymar da Silva Santos Junior,4320.0,Left Wing,143,Barcelona,217,['23658d36-e90b-416e-a55f-cb76652ff42e'],23,,,,,,,,,,,,,,,,,,Barcelona,217,00:36:23.425,Pass,,2014/2015
,,,,,,,,,,,,,,,,,1.105,,,,,,,,,,,,,4b8e109c-22f1-45a2-9903-ebf50eaf59b0,3427,,,"[20.6, 0.1]",265866,81,,,,,0.25548616,,,,,"[34.0, 3.6]",,High Pass,,13.849548,,Incomplete,,Florin Andone,6731.0,,,,,,Throw-in,2,From Throw In,Edimar Curitiba Fraga,27238.0,Left Back,144,Córdoba CF,373,"['39f83452-6617-4dae-8f80-798160f81854', 'aa6c18f6-b1c7-431e-b06b-90ca8388b6c8']",51,,,,,,,,,,,,,,,,,,Córdoba CF,373,00:36:51.972,Pass,,2014/2015
,,,,,,,,,,,,,,,,,1.5337,,,,,,,,,,,,,39f83452-6617-4dae-8f80-798160f81854,3429,,,"[86.1, 76.5]",265866,81,,,,,-1.1347008,,Head,,,"[90.9, 66.2]",,High Pass,,11.363538,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,Recovery,2,Regular Play,Daniel Alves da Silva,4324.0,Right Back,145,Barcelona,217,"['4b8e109c-22f1-45a2-9903-ebf50eaf59b0', 'c8eb5b7d-5cb7-4574-a61a-9c3ea1691ef3']",53,,,,,,,,,,,,,,,,,,Barcelona,217,00:36:53.077,Pass,,2014/2015
,,,,,,,,,,,,,,,,,0.994222,,,,,,,,,,,,,4309d321-0847-49ba-b105-11cb88405231,3432,,,"[91.0, 65.9]",265866,81,,,,,2.9480655,,Left Foot,,,"[71.1, 69.8]",,Low Pass,,20.27856,,,,Gerard Piqué Bernabéu,5213.0,,,,,,,2,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,145,Barcelona,217,"['6bd62a27-6f79-4b65-b34d-e70607e597eb', 'cba9ea46-a035-4ddf-b853-5a6cab345bf4']",54,,,,,,,,,,,,,,,,,,Barcelona,217,00:36:54.611,Pass,True,2014/2015
,,,,,,,,,,,,,,,,,0.736238,,,,,,,,,,,,,6fb7220b-7801-48b1-a54e-1e965887143d,3435,,,"[71.1, 69.8]",265866,81,,,,,0.7118469,,Right Foot,,,"[76.2, 74.2]",,Ground Pass,,6.735726,,,,Xavier Hernández Creus,20131.0,,,,,,,2,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,145,Barcelona,217,['02ea4c10-e141-49d5-8e4a-e6b27e4f4570'],56,,,,,,,,,,,,,,,,,,Barcelona,217,00:36:56.477,Pass,,2014/2015
,,,,,,,,,,,,,,,,,1.042655,,,,,,,,,,,,,0a27da6f-21fc-4386-a449-a05edb6c3e39,3438,,,"[78.1, 71.3]",265866,81,,,,,-2.0344439,,Right Foot,,,"[73.1, 61.3]",,Ground Pass,,11.18034,,,,Sergio Busquets i Burgos,5203.0,,,,,,,2,Regular Play,Xavier Hernández Creus,20131.0,Left Center Midfield,145,Barcelona,217,['be4b3123-7f74-4f74-b7ad-038f94dacdd0'],58,,,,,,,,,,,,,,,,,,Barcelona,217,00:36:58.390,Pass,,2014/2015
,,,,,,,,,,,,,,,,,0.834311,,,,,,,,,,,,,e8466d24-3161-41cf-8680-01cdde997100,3441,,,"[73.1, 61.3]",265866,82,,,,,0.5112307,,Right Foot,,,"[81.3, 65.9]",,Ground Pass,,9.402127,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,2,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,145,Barcelona,217,['ec102c4c-1db7-4169-82df-51ec20589bc6'],1,,,,,,,,,,,,,,,,,,Barcelona,217,00:37:01.603,Pass,,2014/2015
,,,,,,,,,,,,,,,,,0.887178,,,,,,,,,,,,,63b3f399-6f6c-4826-b5c3-203405570ebf,3444,,,"[81.3, 65.9]",265866,82,,,,,3.0814245,,Right Foot,,,"[73.0, 66.4]",,Ground Pass,,8.315046,,,,Xavier Hernández Creus,20131.0,,,,,,,2,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,145,Barcelona,217,['2c60aa41-9e8f-41c6-b2b7-669396320791'],3,,,,,,,,,,,,,,,,,,Barcelona,217,00:37:03.057,Pass,,2014/2015
,,,,,,,,,,,,,,,,,1.333607,,,,,,,,,,,,,b2dc4501-2540-49c5-b12b-8024a7cf96fb,3447,,,"[73.0, 66.4]",265866,82,,,,,-1.2236402,,Right Foot,,,"[80.2, 46.5]",,Ground Pass,,21.162466,,,,Sergio Busquets i Burgos,5203.0,,,,,,,2,Regular Play,Xavier Hernández Creus,20131.0,Left Center Midfield,145,Barcelona,217,['2c3d4ec2-5dbd-4040-a957-80fe144a28e6'],8,,,,,,,,,,,,,,,,,,Barcelona,217,00:37:08.760,Pass,,2014/2015
,,,,,,,,,,,,,,,,,1.292974,,,,,,,,,,,,,0e0dfb5d-8b9b-4dd5-ae5d-5b998518dc4d,3451,,,"[79.0, 48.5]",265866,82,,,,,1.3304979,,Right Foot,,,"[82.7, 63.6]",,Ground Pass,,15.546704,,,,Pedro Eliezer Rodríguez Ledesma,3958.0,,,,,,,2,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,145,Barcelona,217,['6e10e2aa-f289-4a53-95c9-3f22de7d6fea'],11,,,,,,,,,,,,,,,,,,Barcelona,217,00:37:11.140,Pass,,2014/2015
,,,,,,,,,,,,,,,,,1.680739,,,,,,,,,,,,,5d45cfe9-e7c8-4133-aaae-481ff571eca9,3454,,,"[83.2, 65.0]",265866,82,,,,,-2.0749624,,Right Foot,,,"[76.8, 53.4]",,Ground Pass,,13.248396,,,,Xavier Hernández Creus,20131.0,,,,,,,2,Regular Play,Pedro Eliezer Rodríguez Ledesma,3958.0,Right Center Midfield,145,Barcelona,217,['6197b0fa-e408-44e8-9576-11e5b2da4c46'],14,,,,,,,,,,,,,,,,,,Barcelona,217,00:37:14.043,Pass,,2014/2015
,,,,,,,,,,,,,,,,,2.242097,,,,,,,,,,,,,1af25d10-f508-496d-8a5f-350f7e475f31,3457,,,"[76.7, 53.6]",265866,82,,,,,-0.8810718,,Right Foot,,,"[109.2, 14.2]",,High Pass,,51.074554,,,,Jordi Alba Ramos,5211.0,,,,,,,2,Regular Play,Xavier Hernández Creus,20131.0,Left Center Midfield,145,Barcelona,217,['7d95cf67-f3ac-4429-81b9-f5fcc20a13a5'],18,,,,,,,,,,,,,,,,,,Barcelona,217,00:37:18.126,Pass,,2014/2015
,,,,,,,,,,,,,,,,,0.2107,,,,,,,,,,,,,efbf16de-3996-4f9c-bdab-26e647e5dd4f,3460,,,"[115.5, 15.9]",265866,82,,,,,1.849096,,Left Foot,,,"[114.3, 20.1]",,Low Pass,,4.368066,,Incomplete,,,,,,,,,,2,Regular Play,Jordi Alba Ramos,5211.0,Left Back,145,Barcelona,217,['0caf9135-02a9-4a2a-8700-1a3a62e10aea'],22,,,,,,,,,,,,,,,,,,Barcelona,217,00:37:22.039,Pass,,2014/2015
,,,,,,,,,,,,,,,,,1.119527,,,,,,,,,,,,,c96537d7-cde2-4e9a-b49d-57530189c427,3463,,,"[108.3, 17.2]",265866,82,,,,,2.6245606,,Left Foot,,,"[93.0, 25.9]",,Ground Pass,,17.600569,,,,Sergio Busquets i Burgos,5203.0,,,,,,Recovery,2,Regular Play,Jordi Alba Ramos,5211.0,Left Back,145,Barcelona,217,"['a5ac6d44-c8ea-45ba-a8e0-07447e3d4b38', 'e8f3c92b-86e7-4cea-a80b-8b706f4f9551']",24,,,,,,,,,,,,,,,,,,Barcelona,217,00:37:24.952,Pass,True,2014/2015
,,,,,,,,,,,,,,,,,1.089207,,,,,,,,,,,,,2cd424db-cc5f-4b91-9805-f5a42adf0649,3466,,,"[93.2, 25.9]",265866,82,,,,,1.6960629,,Right Foot,,,"[89.8, 52.9]",,Ground Pass,,27.213232,,,,Xavier Hernández Creus,20131.0,,,,,,,2,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,145,Barcelona,217,['34455ec7-d859-40e2-9212-88822d39f25d'],27,,,,,,,,,,,,,,,,,,Barcelona,217,00:37:27.294,Pass,,2014/2015
,,,,,,,,,,,,,,,,,1.631729,,,,,,,,,,,,,85a6ec9e-e77b-45b3-abbf-4a3e71612676,3469,,,"[89.8, 54.0]",265866,82,,,,,0.9453113,,Right Foot,,,"[105.4, 75.6]",,Low Pass,,26.644323,,,,Daniel Alves da Silva,4324.0,,,,,,,2,Regular Play,Xavier Hernández Creus,20131.0,Left Center Midfield,145,Barcelona,217,['ebfebe0d-d14f-448c-b2c2-f8e9ff226ebd'],30,,,,,,,,,,,,,,,,,,Barcelona,217,00:37:30.719,Pass,,2014/2015
,,,,,,,,,,,,,,,,,0.891041,,,,,,,,,,,,,bffdae64-08f6-45da-85fb-b7d47c9d7b68,3472,,,"[106.1, 66.4]",265866,82,,,,,-2.1493206,,Right Foot,,,"[99.7, 56.6]",,Ground Pass,,11.7046995,,,,Luis Alberto Suárez Díaz,5246.0,,,,,,,2,Regular Play,Daniel Alves da Silva,4324.0,Right Back,145,Barcelona,217,['db63ff56-d709-44c1-a382-c1962afdc147'],38,,,,,,,,,,,,,,,,,,Barcelona,217,00:37:38.012,Pass,,2014/2015
,,,,,,,,,,,,,,,,,0.7142,,,,,,,,,,,,,d84ce9ad-45f5-406f-93f9-847188896ddf,3476,,,"[99.0, 57.6]",265866,82,,,,,-0.87605804,,Left Foot,,,"[103.5, 52.2]",,Ground Pass,,7.029225,,,,Pedro Eliezer Rodríguez Ledesma,3958.0,,,,,,,2,Regular Play,Luis Alberto Suárez Díaz,5246.0,Center Forward,145,Barcelona,217,['604b2f55-67b7-4f2b-b848-c17b09c33076'],39,,,,,,,,,,,,,,,,,,Barcelona,217,00:37:39.418,Pass,,2014/2015
,,,,,,,,,,,,,,,,,0.3975,,,,,,,,,,,,,0910dbe3-4812-4756-abea-945b68bb95c7,3478,,,"[103.5, 52.2]",265866,82,,,,,0.8574382,,Left Foot,,,"[108.0, 57.4]",,Ground Pass,,6.8767724,,,,Luis Alberto Suárez Díaz,5246.0,,,,,,,2,Regular Play,Pedro Eliezer Rodríguez Ledesma,3958.0,Right Center Midfield,145,Barcelona,217,['01ed6df9-3581-41d2-b502-d6cfd4fb2aea'],40,,,,,,,,,,,,,,,,,,Barcelona,217,00:37:40.132,Pass,,2014/2015
,,,,,,,,,,,,,,,,,1.8093,,,,,,,,,,,,,658eba70-7744-4353-be27-39ec2fdc5cfa,3487,,,"[6.0, 36.0]",265866,83,,,,,-0.23503773,,Right Foot,,,"[58.2, 23.5]",,High Pass,,53.675785,,Incomplete,,,,,,,,,Goal Kick,2,From Goal Kick,Juan Carlos Martín Corral,24255.0,Goalkeeper,146,Córdoba CF,373,['fc8b1662-af29-447b-9497-885902b2a96f'],10,,,,,,,,,,,,,,,,,,Córdoba CF,373,00:38:10.220,Pass,,2014/2015
,,,,,,,,,,,,,,,,,1.5494,,,,,,,,,,,,,89ba8461-6a99-4367-9745-d1ab87badcc3,3489,,,"[52.7, 23.3]",265866,83,,,,,-0.30001485,,Left Foot,,,"[66.6, 19.0]",,High Pass,,14.549914,,Incomplete,,Federico Vico Villegas,24136.0,,,,,,Recovery,2,From Goal Kick,David Omar Rodríguez Barrera,24811.0,Left Defensive Midfield,146,Córdoba CF,373,"['314508fa-7e1b-41fc-ab73-1f5a3a18bf2c', 'fd9f185a-9954-494f-980f-8c7076d20cb9']",12,,,,,,,,,,,,,,,,,,Córdoba CF,373,00:38:12.998,Pass,,2014/2015
,,,,,,,,,,,,,,,,,1.882305,,,,,,,,,,,,,314508fa-7e1b-41fc-ab73-1f5a3a18bf2c,3491,,,"[53.5, 61.1]",265866,83,,,,,-0.31131876,,Head,,,"[73.7, 54.6]",,High Pass,,21.220037,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,Recovery,2,From Counter,Daniel Alves da Silva,4324.0,Right Back,147,Barcelona,217,"['89ba8461-6a99-4367-9745-d1ab87badcc3', 'fa1b13b1-baed-4c5e-9d23-a3e7f4061736']",14,,,,,,,,,,,,,,,,,,Barcelona,217,00:38:14.547,Pass,,2014/2015
,,,,,,,,,,,,,,,,,1.686901,,,,,,,,,,,,,6218e0a0-2dc5-4946-a8fe-7c32c03ace93,3494,,,"[79.5, 51.6]",265866,83,,,,,-0.7179331,,Left Foot,,,"[103.2, 30.9]",,Ground Pass,,31.467125,,,,Neymar da Silva Santos Junior,4320.0,,,,,,,2,From Counter,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,147,Barcelona,217,['d2917ef7-f6e5-4383-87f4-5052a2f33f61'],17,,,,,,,,,,,,,,,,,,Barcelona,217,00:38:17.707,Pass,,2014/2015
