ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,3.171472,,,,,,,,,,,,,91b142a3-2360-40f3-8fb9-d49c1263fc67,1896,,,"[93.0, 37.0]",16289,41,,,,-0.43240777,,Right Foot,,,,"[119.0, 25.0]",,Ground Pass,,28.635643,,,Incomplete,,,,,,,,,1,From Throw In,David Remeseiro Salgueiro,6691.0,Right Midfield,100,Levante UD,221,['c89b4ecd-e8de-4ddf-88a5-a8bc9a4fa95c'],37,,,,,,,,,,,,,,,,,Levante UD,221,00:41:37.890,Pass,,2018/2019
,,,,,,,,,,,,,,,,2.3073,,,,,,,,,,,,,1c9e309e-7386-46e7-83c5-d55d7e234b88,1899,,,"[15.0, 42.0]",16289,41,,,,-1.6233793,,Keeper Arm,,,,"[14.0, 23.0]",,Ground Pass,,19.026299,,,,,Clément Lenglet,6826.0,,,,,,1,Regular Play,Marc-André ter Stegen,20055.0,Goalkeeper,101,Barcelona,217,['66b5a3f9-4f9a-41de-9c57-106acc44f8b7'],47,,,,,,,,,,,,,,,,,Barcelona,217,00:41:47.171,Pass,,2018/2019
,,,,,,,,,,,,,,,,1.2151,,,,,,,,,,,,,ff8cc843-5ed4-4d41-8a61-ba0fc00b739c,1902,,,"[14.0, 21.0]",16289,41,,,,-0.66596925,,Left Foot,,,,"[28.0, 10.0]",,Ground Pass,,17.804493,,,,,Jordi Alba Ramos,5211.0,,,,,,1,Regular Play,Clément Lenglet,6826.0,Left Center Back,101,Barcelona,217,['6dcaefa3-7f61-4e25-a697-29e7e95eec70'],50,,,,,,,,,,,,,,,,,Barcelona,217,00:41:50.046,Pass,,2018/2019
,,,,,,,,,,,,,,,,1.5854,,,,,,,,,,,,,622c69d8-f2a1-4f18-9520-29bf774ed694,1905,,,"[28.0, 10.0]",16289,41,,,,2.3561945,,Left Foot,,,,"[22.0, 16.0]",,Ground Pass,,8.485281,,,,,Clément Lenglet,6826.0,,,,,,1,Regular Play,Jordi Alba Ramos,5211.0,Left Back,101,Barcelona,217,['d20cdecb-3bfa-4cd0-8111-98d2e9c48e63'],51,,,,,,,,,,,,,,,,,Barcelona,217,00:41:51.341,Pass,,2018/2019
,,,,,,,,,,,,,,,,1.4221,,,,,,,,,,,,,5abd44fa-df87-4204-90c2-66724a29e539,1908,,,"[32.0, 17.0]",16289,41,,,,0.48689923,,Left Foot,,,,"[49.0, 26.0]",,Ground Pass,,19.235384,,,,,Philippe Coutinho Correia,3501.0,,,,,,1,Regular Play,Clément Lenglet,6826.0,Left Center Back,101,Barcelona,217,['4b7f47e8-6800-43f0-aaf7-9958f0183574'],56,,,,,,,,,,,,,,,,,Barcelona,217,00:41:56.456,Pass,,2018/2019
,,,,,,,,,,,,,,,,2.5923,,,,,,,,,,,,,0065811c-00ab-4fc1-b833-201699dbbc91,1912,,,"[50.0, 38.0]",16289,41,,,,1.1801893,,Right Foot,,,,"[64.0, 72.0]",,Ground Pass,,36.769554,,,,,Nélson Cabral Semedo,6374.0,,,,,,1,Regular Play,Philippe Coutinho Correia,3501.0,Left Wing,101,Barcelona,217,"['27a9c928-7987-48b8-86c4-f075c54ccb99', '2e1493e4-5e6c-48fe-9cef-74933163516a']",59,,,,,,,,,,,,,,,,,Barcelona,217,00:41:59.800,Pass,True,2018/2019
,,,,,,,,,,,,,,,,1.3988,,,,,,,,,,,,,410e8354-e4a2-4440-be92-ef705804e02a,1922,,,"[89.0, 64.0]",16289,42,,,,-0.82704073,,Right Foot,True,,,"[112.0, 39.0]",,High Pass,,33.970577,,,Incomplete,,,,,,,,Free Kick,1,From Free Kick,Ousmane Dembélé,5477.0,Right Wing,102,Barcelona,217,['3d8d32af-2885-49a7-85f6-f939a6de5fa4'],59,,,,,,,,,,,,,,,,,Barcelona,217,00:42:59.675,Pass,,2018/2019
,,,,,,,,,,,,,,,,1.1579,,,,,,,,,,,,,d91a47c7-5efe-422f-a163-1b39de717c35,1924,,,"[120.0, 80.0]",16289,43,,,,-1.8313987,,Right Foot,,,,"[112.0, 50.0]",,High Pass,,31.04835,,,Incomplete,True,,,,,Outswinging,,Corner,1,From Corner,Ousmane Dembélé,5477.0,Right Wing,103,Barcelona,217,['b88596e7-f875-4e35-b85c-a25d2cac3069'],20,,,,,,,,,,,,,,,,,Barcelona,217,00:43:20.266,Pass,,2018/2019
,,,,,,,,,,,,,,,,2.859,,,,,,,,,,,,,ff9f6f18-3e89-4efb-9005-1f6a6e41acee,1926,,,"[84.0, 43.0]",16289,43,,,,2.6590793,,Left Foot,,,,"[63.0, 54.0]",,Ground Pass,,23.70654,,,,,Nélson Cabral Semedo,6374.0,,,,,Recovery,1,From Corner,Jordi Alba Ramos,5211.0,Left Back,103,Barcelona,217,['defc2638-c7b5-4886-ae01-edfa4c565218'],24,,,,,,,,,,,,,,,,,Barcelona,217,00:43:24.103,Pass,,2018/2019
,,,,,,,,,,,,,,,,1.812933,,,,,,,,,,,,,75760be0-f3eb-42e6-84d0-3f0c004156f9,1929,,,"[64.0, 55.0]",16289,43,,,,1.0636978,,Left Foot,,,,"[69.0, 64.0]",,Ground Pass,,10.29563,,,,,Jordi Alba Ramos,5211.0,,,,,,1,From Corner,Nélson Cabral Semedo,6374.0,Right Back,103,Barcelona,217,['c8cb1e78-ef04-4a88-b84f-104e1a1190c7'],27,,,,,,,,,,,,,,,,,Barcelona,217,00:43:27.697,Pass,,2018/2019
,,,,,,,,,,,,,,,,1.11824,,,,,,,,,,,,,14554f06-c04e-4dce-be37-40c7ccd6faf1,1933,,,"[69.0, 63.0]",16289,43,,,,-1.4994888,,Left Foot,,,,"[70.0, 49.0]",,Ground Pass,,14.035668,,,,,Ivan Rakitić,5470.0,,,,,,1,From Corner,Jordi Alba Ramos,5211.0,Left Back,103,Barcelona,217,"['5e458174-bf17-4287-b256-eb5885ff1713', '7d064fa6-27a5-448f-9bcd-3748a983f69e']",30,,,,,,,,,,,,,,,,,Barcelona,217,00:43:30.837,Pass,True,2018/2019
,,,,,,,,,,,,,,,,1.1489,,,,,,,,,,,,,e9db3e29-6abe-4e95-b96a-c6018cc92102,1936,,,"[69.0, 50.0]",16289,43,,,,2.3561945,,Right Foot,,,,"[61.0, 58.0]",,Ground Pass,,11.313708,,,,,Nélson Cabral Semedo,6374.0,,,,,,1,From Corner,Ivan Rakitić,5470.0,Center Defensive Midfield,103,Barcelona,217,['58f87d7d-f7e6-43e0-91a6-d58c02da28b2'],35,,,,,,,,,,,,,,,,,Barcelona,217,00:43:35.111,Pass,,2018/2019
,,,,,,,,,,,,,,,,2.9728,,,,,,,,,,,,,0c7bfc55-0444-4bd6-974d-7599f11bc2c2,1940,,,"[56.0, 57.0]",16289,43,,,,-2.4173427,,Left Foot,,,,"[30.0, 34.0]",,Ground Pass,,34.713108,,,,,Marc-André ter Stegen,20055.0,,,,,,1,From Corner,Nélson Cabral Semedo,6374.0,Right Back,103,Barcelona,217,"['25f02571-4618-4b7e-8f21-38cb60421e89', 'c53be051-074d-4165-ae9b-1ee6c4005ba7']",37,,,,,,,,,,,,,,,,,Barcelona,217,00:43:37.860,Pass,True,2018/2019
,,,,,,,,,,,,,,,,1.748674,,,,,,,,,,,,,8343c436-6e25-445a-94c1-4fae611cf46c,1943,,,"[30.0, 34.0]",16289,43,,,,-0.5585993,,Right Foot,,,,"[38.0, 29.0]",,Ground Pass,,9.433981,,,,,Clément Lenglet,6826.0,,,,,,1,From Corner,Marc-André ter Stegen,20055.0,Goalkeeper,103,Barcelona,217,['a8686c3d-7e74-495d-af49-e6fa8b3b9451'],44,,,,,,,,,,,,,,,,,Barcelona,217,00:43:44.925,Pass,,2018/2019
,,,,,,,,,,,,,,,,2.8068,,,,,,,,,,,,,6ff6f2bf-0dbd-4565-9e8b-86c4250b5b2a,1946,,,"[49.0, 25.0]",16289,43,,,,0.7313967,,Left Foot,,,,"[88.0, 60.0]",,High Pass,,52.40229,,,Incomplete,,Ousmane Dembélé,5477.0,,,,,,1,From Corner,Clément Lenglet,6826.0,Left Center Back,103,Barcelona,217,"['03ccedb9-fa5b-4411-877c-a7ff617140fa', '4bd29713-83e2-483c-a156-7a174d11d286']",51,,,,,,,,,,,,,,,,,Barcelona,217,00:43:51.361,Pass,,2018/2019
,,,,,,,,,,,,,,,,1.042927,,,,,,,,,,,,,03ccedb9-fa5b-4411-877c-a7ff617140fa,1948,,,"[33.0, 21.0]",16289,43,,,,-0.22679885,,Head,,,,"[46.0, 18.0]",,Low Pass,,13.341664,,,,,Moses Daddy-Ajala Simon,18163.0,,,,,Recovery,1,Regular Play,Antonio Manuel Luna Rodríguez,6675.0,Left Back,104,Levante UD,221,"['629a239d-290a-4c94-9656-86382f0260d9', '6ff6f2bf-0dbd-4565-9e8b-86c4250b5b2a']",54,,,,,,,,,,,,,,,,,Levante UD,221,00:43:54.167,Pass,,2018/2019
,,,,,,,,,,,,,,,,1.2167,,,,,,,,,,,,,7908b749-07ed-4466-8f7e-934d88498290,1952,,,"[38.0, 21.0]",16289,43,,,,2.3561945,,Right Foot,,,,"[29.0, 30.0]",,Ground Pass,,12.727922,,,,,Roberto Suárez Pier,6807.0,,,,,,1,Regular Play,Moses Daddy-Ajala Simon,18163.0,Left Midfield,104,Levante UD,221,"['105673ce-5707-49cf-9143-e8c14893cbb8', '34f8a0f3-fff7-4381-8b54-9679dd963100']",56,,,,,,,,,,,,,,,,,Levante UD,221,00:43:56.137,Pass,True,2018/2019
,,,,,,,,,,,,,,,,0.941533,,,,,,,,,,,,,b1bb695a-f0c6-49e8-b99f-2c1c1a8ce835,1955,,,"[29.0, 30.0]",16289,43,,,,0.7086263,,Right Foot,,,,"[43.0, 42.0]",,Ground Pass,,18.439089,,,,,Nikola Vukčević,17303.0,,,,,,1,Regular Play,Roberto Suárez Pier,6807.0,Left Center Back,104,Levante UD,221,['51d1cd77-aad6-4623-b7b7-31f71bacca7a'],58,,,,,,,,,,,,,,,,,Levante UD,221,00:43:58.648,Pass,,2018/2019
,,,,,,,,,,,,,,,,0.461158,,,,,,,,,,,,,68ea730e-0895-475a-b4c0-fe8bbe6f505a,1959,,,"[50.0, 25.0]",16289,44,,,,-0.32175055,,Left Foot,,,,"[56.0, 23.0]",,Ground Pass,,6.3245554,,,,,Rubén Rochina Naixes,6680.0,,,,,,1,Regular Play,Nikola Vukčević,17303.0,Center Defensive Midfield,104,Levante UD,221,"['938a5df9-c4a0-496b-b98b-60a511e536ae', '9f6f9755-0019-4cec-9181-3a1b2ba8cfd7']",1,,,,,,,,,,,,,,,,,Levante UD,221,00:44:01.806,Pass,True,2018/2019
,,,,,,,,,,,,,,,,1.1274,,,,,,,,,,,,,3c3116e5-3281-496b-9b51-8a8e02a204ed,1966,,,"[55.0, 27.0]",16289,44,,,,-0.09065989,,Right Foot,,,,"[66.0, 26.0]",,Ground Pass,,11.045361,,,,,José Ángel Gómez Campaña,6688.0,,,,,,1,Regular Play,Rubén Rochina Naixes,6680.0,Right Center Midfield,104,Levante UD,221,['fb0b0369-eccf-4238-b901-39e79297c1cd'],5,,,,,,,,,,,,,,,,,Levante UD,221,00:44:05.032,Pass,,2018/2019
,,,,,,,,,,,,,,,,1.275803,,,,,,,,,,,,,19043b9a-cc20-40f7-be09-dc7dc03f9142,1969,,,"[73.0, 23.0]",16289,44,,,,-1.217806,,Right Foot,,,,"[80.0, 4.0]",,Ground Pass,,20.248457,,,,,Antonio Manuel Luna Rodríguez,6675.0,,,,,,1,Regular Play,José Ángel Gómez Campaña,6688.0,Left Center Midfield,104,Levante UD,221,['3c873fdb-87cd-48f3-9d91-3937dba25431'],7,,,,,,,,,,,,,,,,,Levante UD,221,00:44:07.242,Pass,,2018/2019
,,,,,,,,,,,,,,,,2.095,,,,,,,,,,,,,30644e24-413a-4c4c-a0a2-6dd507161919,1972,,,"[88.0, 4.0]",16289,44,,,,1.012197,,Left Foot,True,,,"[113.0, 44.0]",,High Pass,,47.169907,,,Incomplete,,,,,True,,,,1,Regular Play,Antonio Manuel Luna Rodríguez,6675.0,Left Back,104,Levante UD,221,['11e69501-a021-432b-88eb-8a76e0818fc7'],10,,,,,,,,,,,,,,,,,Levante UD,221,00:44:10.206,Pass,,2018/2019
,,,,,,,,,,,,,,,,1.7547,,,,,,,,,,,,,3bad960d-2196-4e09-8c87-1bedb8ba14fa,1975,,,"[15.0, 38.0]",16289,44,,,,-1.199905,,Keeper Arm,,,,"[22.0, 20.0]",,Ground Pass,,19.313208,,,,,Jordi Alba Ramos,5211.0,,,,,,1,From Keeper,Marc-André ter Stegen,20055.0,Goalkeeper,105,Barcelona,217,['2e40fe2e-2515-48b2-b93a-e89702862415'],16,,,,,,,,,,,,,,,,,Barcelona,217,00:44:16.225,Pass,,2018/2019
,,,,,,,,,,,,,,,,1.181,,,,,,,,,,,,,11760797-8ab8-4043-8dc9-a4c79d9470e5,1978,,,"[49.0, 8.0]",16289,44,,,,1.4994888,,Left Foot,,,,"[50.0, 22.0]",,Ground Pass,,14.035668,,,,,Arthur Henrique Ramos de Oliveira Melo,11392.0,,,,,,1,From Keeper,Jordi Alba Ramos,5211.0,Left Back,105,Barcelona,217,['a5b7e459-4be7-432f-a466-db202cb61021'],22,,,,,,,,,,,,,,,,,Barcelona,217,00:44:22.828,Pass,,2018/2019
,,,,,,,,,,,,,,,,1.254031,,,,,,,,,,,,,a5bcbcea-32fb-4f50-b735-e0e25def56dc,1981,,,"[46.0, 21.0]",16289,44,,,,1.0691923,,Right Foot,,,,"[63.0, 52.0]",,High Pass,,35.35534,,,,,Arturo Erasmo Vidal Pardo,8206.0,,,,,,1,From Keeper,Arthur Henrique Ramos de Oliveira Melo,11392.0,Left Center Midfield,105,Barcelona,217,['4ca710c5-0701-49be-92f4-6b832ab6a3f4'],25,,,,,,,,,,,,,,,,,Barcelona,217,00:44:25.077,Pass,,2018/2019
,,,,,,,,,,,,,,,,0.8966,,,,,,,,,,,,,596c0419-558c-41a3-ae0f-b21e2cb2139a,1984,,,"[67.0, 51.0]",16289,44,,,,0.82537687,,Right Foot,,,,"[79.0, 64.0]",,Ground Pass,,17.691807,,,,,Ousmane Dembélé,5477.0,,,,,,1,From Keeper,Arturo Erasmo Vidal Pardo,8206.0,Right Center Midfield,105,Barcelona,217,['03081418-cc57-457d-bf23-623d4ce7d0cd'],28,,,,,,,,,,,,,,,,,Barcelona,217,00:44:28.260,Pass,,2018/2019
,,,,,,,,,,,,,,,,1.352122,,,,,,,,,,,,,c568e2cf-91bc-42c9-a50a-ebb3e1ce2a84,1987,,,"[91.0, 66.0]",16289,44,,,,0.6435011,,Left Foot,,,,"[99.0, 72.0]",,Ground Pass,,10.0,,,,,Nélson Cabral Semedo,6374.0,,,,,,1,From Keeper,Ousmane Dembélé,5477.0,Right Wing,105,Barcelona,217,['f2f040d4-7c35-4f83-b0d0-1a933b9facb2'],32,,,,,,,,,,,,,,,,,Barcelona,217,00:44:32.609,Pass,,2018/2019
,,,,,,,,,,,,,,,,1.284,,,,,,,,,,,,,6f48e724-21b2-4983-b82c-f4066d9acfd6,1990,,,"[92.0, 69.0]",16289,44,,,,-2.176341,,Right Foot,,,,"[83.0, 56.0]",,Ground Pass,,15.811388,,,,,Arturo Erasmo Vidal Pardo,8206.0,,,,,,1,From Keeper,Nélson Cabral Semedo,6374.0,Right Back,105,Barcelona,217,['1167a0ed-89b9-4f3a-98d7-d1030e3aed5e'],36,,,,,,,,,,,,,,,,,Barcelona,217,00:44:36.859,Pass,,2018/2019
,,,,,,,,,,,,,,,,1.2748,,,,,,,,,,,,,3071ba1c-a664-43e8-8a56-2910a3cbc7ef,1996,,,"[85.0, 56.0]",16289,45,,,,-0.4808873,1b1268b9-ebff-4bac-9caa-33f8332ce80a,Right Foot,,,,"[108.0, 44.0]",,High Pass,,25.942244,,,,,Ivan Rakitić,5470.0,True,,,,Free Kick,1,From Free Kick,Ousmane Dembélé,5477.0,Right Wing,106,Barcelona,217,['c945b02e-d946-4d69-9bfd-2c06d6b52406'],15,,,,,,,,,,,,,,,,,Barcelona,217,00:45:15.500,Pass,,2018/2019
,,,,,,,,,,,,,,,,1.1803,,,,,,,,,,,,,ad33dbc3-889f-4c06-8523-a1ee7f56486f,2008,,,"[60.0, 40.0]",16289,45,,,,0.0,,Left Foot,,,,"[69.0, 40.0]",,Ground Pass,,9.0,,,,,José Ángel Gómez Campaña,6688.0,,,,,Kick Off,2,From Kick Off,Rubén Rochina Naixes,6680.0,Right Center Midfield,107,Levante UD,221,['726cbf32-46af-4598-9c2b-ec66ac887ccc'],1,,,,,,,,,,,,,,,,,Levante UD,221,00:00:01.135,Pass,,2018/2019
,,,,,,,,,,,,,,,,1.6251,,,,,,,,,,,,,fc88fd9e-fcd7-46b0-9323-bc397bbdd5a5,2012,,,"[69.0, 30.0]",16289,45,,,,-1.2977877,,Right Foot,,,,"[76.0, 5.0]",,Ground Pass,,25.96151,,,,,Antonio Manuel Luna Rodríguez,6675.0,,,,,,2,From Kick Off,José Ángel Gómez Campaña,6688.0,Left Center Midfield,107,Levante UD,221,['50f69bbb-6c4c-4eab-9062-4fc5333bd7f2'],5,,,,,,,,,,,,,,,,,Levante UD,221,00:00:05.876,Pass,,2018/2019
,,,,,,,,,,,,,,,,2.2111,,,,,,,,,,,,,b20d68af-f0d7-4883-9e10-6a11ca3b0f35,2017,,,"[36.0, 80.0]",16289,45,,,,-2.5930433,,,,,,"[18.0, 69.0]",,Low Pass,,21.095022,,,,,Gerard Piqué Bernabéu,5213.0,,,,,Throw-in,2,From Throw In,Nélson Cabral Semedo,6374.0,Right Back,108,Barcelona,217,['e7a4c331-0d13-4949-988b-522a2cd2682c'],13,,,,,,,,,,,,,,,,,Barcelona,217,00:00:13.828,Pass,,2018/2019
,,,,,,,,,,,,,,,,2.3922,,,,,,,,,,,,,9be6ee61-f8d4-42a5-aef9-e04af8acef9c,2020,,,"[23.0, 61.0]",16289,45,,,,-2.205823,,Right Foot,,,,"[9.0, 42.0]",,Ground Pass,,23.600847,,,,,Marc-André ter Stegen,20055.0,,,,,,2,From Throw In,Gerard Piqué Bernabéu,5213.0,Right Center Back,108,Barcelona,217,['17f34b6c-7a10-4979-8ef4-616ac592475d'],19,,,,,,,,,,,,,,,,,Barcelona,217,00:00:19.171,Pass,,2018/2019
,,,,,,,,,,,,,,,,2.4004,,,,,,,,,,,,,17fef9cf-6218-42b6-b257-fcee3e903e3c,2023,,,"[15.0, 37.0]",16289,45,,,,-0.96850896,,Right Foot,,,,"[37.0, 5.0]",,High Pass,,38.832977,,,,,Jordi Alba Ramos,5211.0,,,,,,2,From Throw In,Marc-André ter Stegen,20055.0,Goalkeeper,108,Barcelona,217,['0c868364-d3ac-4202-bb36-ae67d363f25a'],27,,,,,,,,,,,,,,,,,Barcelona,217,00:00:27.327,Pass,,2018/2019
,,,,,,,,,,,,,,,,1.311508,,,,,,,,,,,,,1c01b6b6-13b4-4c12-bf05-8134c1b565f6,2027,,,"[36.0, 7.0]",16289,45,,,,2.3162158,,Right Foot,,,,"[24.0, 20.0]",,Ground Pass,,17.691807,,,,,Clément Lenglet,6826.0,,,,,,2,From Throw In,Jordi Alba Ramos,5211.0,Left Back,108,Barcelona,217,['6fa4a45d-b2b5-4482-8a45-b4e47e87803f'],32,,,,,,,,,,,,,,,,,Barcelona,217,00:00:32.789,Pass,,2018/2019
,,,,,,,,,,,,,,,,0.978916,,,,,,,,,,,,,a9872a94-f1ca-4ae4-9965-6150535bdcfc,2030,,,"[44.0, 14.0]",16289,45,,,,-0.5404195,,Left Foot,,,,"[59.0, 5.0]",,Ground Pass,,17.492855,,,,,Jordi Alba Ramos,5211.0,,,,,,2,From Throw In,Clément Lenglet,6826.0,Left Center Back,108,Barcelona,217,['393462e8-5b04-409b-b228-ec4cf3e4479e'],39,,,,,,,,,,,,,,,,,Barcelona,217,00:00:39.359,Pass,,2018/2019
,,,,,,,,,,,,,,,,4.367011,,,,,,,,,,,,,18ccfd6a-dd15-4f9d-a927-d2445e8af5b8,2033,,,"[59.0, 4.0]",16289,45,,,,0.12659213,,Left Foot,,,,"[114.0, 11.0]",,High Pass,,55.443665,,,,,Ousmane Dembélé,5477.0,,,,,,2,From Throw In,Jordi Alba Ramos,5211.0,Left Back,108,Barcelona,217,['b21576d2-0bfa-4b91-8c14-b935468f4fda'],41,,,,,,,,,,,,,,,,,Barcelona,217,00:00:41.464,Pass,,2018/2019
,,,,,,,,,,,,,,,,1.4356,,,,,,,,,,,,,454b9318-0d61-47bb-8ef5-5613c1841443,2041,,,"[3.0, 75.0]",16289,45,,,,-0.03844259,,Right Foot,,,,"[29.0, 74.0]",,High Pass,,26.019224,,,Incomplete,,,,,,,,,2,From Throw In,Rúben Miguel Nunes Vezo,6592.0,Right Center Back,108,Barcelona,217,['992d310d-c559-489d-a24a-458a375e62f0'],49,,,,,,,,,,,,,,,,,Levante UD,221,00:00:49.745,Pass,,2018/2019
,,,,,,,,,,,,,,,,1.3745,,,,,,,,,,,,,125cf5b6-f921-4263-8688-e5c216c8ff1f,2046,,,"[76.0, 9.0]",16289,45,,,,2.9927027,,Left Foot,,,,"[56.0, 12.0]",,Ground Pass,,20.22375,,,,,Clément Lenglet,6826.0,,,,,Recovery,2,From Throw In,Jordi Alba Ramos,5211.0,Left Back,108,Barcelona,217,['2d80723a-9117-43e4-9153-5dcd185333ac'],54,,,,,,,,,,,,,,,,,Barcelona,217,00:00:54.591,Pass,,2018/2019
,,,,,,,,,,,,,,,,3.1516,,,,,,,,,,,,,3e8d9e91-d3c7-4154-8e08-d1e2b6bcbb74,2049,,,"[59.0, 17.0]",16289,45,,,,1.8313987,,Left Foot,,,,"[43.0, 77.0]",,High Pass,,62.0967,,,,,Nélson Cabral Semedo,6374.0,,True,,,,2,From Throw In,Clément Lenglet,6826.0,Left Center Back,108,Barcelona,217,['d5dc0a90-06f0-4f1d-bc5f-6d3737fa0e1e'],58,,,,,,,,,,,,,,,,,Barcelona,217,00:00:58.996,Pass,,2018/2019
,,,,,,,,,,,,,,,,1.7499,,,,,,,,,,,,,3f5c0208-c4b8-46a2-ae22-d32cc237a2f3,2053,,,"[35.0, 77.0]",16289,46,,,,-2.0607536,,Left Foot,,,,"[27.0, 62.0]",,Ground Pass,,17.0,,,,,Gerard Piqué Bernabéu,5213.0,,,,,,2,From Throw In,Nélson Cabral Semedo,6374.0,Right Back,108,Barcelona,217,"['70ad926d-002c-4386-9a6b-03fa3b4f9af4', 'c855cca6-b84c-40ef-a01c-fae43268cf3b']",3,,,,,,,,,,,,,,,,,Barcelona,217,00:01:03.374,Pass,True,2018/2019
,,,,,,,,,,,,,,,,1.49,,,,,,,,,,,,,70b31cb1-19b0-498b-b0ca-7e454daa79a7,2056,,,"[29.0, 62.0]",16289,46,,,,-1.541393,,Right Foot,,,,"[30.0, 28.0]",,Ground Pass,,34.0147,,,,,Clément Lenglet,6826.0,,,,,,2,From Throw In,Gerard Piqué Bernabéu,5213.0,Right Center Back,108,Barcelona,217,['d2e08305-08f0-4d6a-829a-4584a3783645'],5,,,,,,,,,,,,,,,,,Barcelona,217,00:01:05.981,Pass,,2018/2019
,,,,,,,,,,,,,,,,1.0184,,,,,,,,,,,,,ff39ebd2-e287-485c-96d5-cf4db50d8de2,2060,,,"[30.0, 29.0]",16289,46,,,,0.82537687,,Left Foot,,,,"[42.0, 42.0]",,Ground Pass,,17.691807,,,,,Ivan Rakitić,5470.0,,,,,,2,From Throw In,Clément Lenglet,6826.0,Left Center Back,108,Barcelona,217,"['2e5fe7f7-908a-4d27-b242-bea7bb03a568', 'e093588b-c64b-4a34-b564-0834ede27b48']",8,,,,,,,,,,,,,,,,,Barcelona,217,00:01:08.542,Pass,True,2018/2019
,,,,,,,,,,,,,,,,1.802308,,,,,,,,,,,,,0b84bfe4-0b47-4cf1-994e-e16a98d84b07,2063,,,"[42.0, 42.0]",16289,46,,,,-1.4898922,,Right Foot,,,,"[45.0, 5.0]",,Ground Pass,,37.12142,,,,,Jordi Alba Ramos,5211.0,,,,,,2,From Throw In,Ivan Rakitić,5470.0,Center Defensive Midfield,108,Barcelona,217,['ee6d88a9-175c-4dd6-b621-34db9e789b4a'],9,,,,,,,,,,,,,,,,,Barcelona,217,00:01:09.681,Pass,,2018/2019
,,,,,,,,,,,,,,,,1.343,,,,,,,,,,,,,292c7677-a011-49ca-970c-399e9c46a436,2066,,,"[65.0, 8.0]",16289,46,,,,1.4000611,,Left Foot,,,,"[70.0, 37.0]",,Ground Pass,,29.427877,,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,2,From Throw In,Jordi Alba Ramos,5211.0,Left Back,108,Barcelona,217,['2fc4f158-157c-454f-880f-1a1e67433191'],14,,,,,,,,,,,,,,,,,Barcelona,217,00:01:14.796,Pass,,2018/2019
,,,,,,,,,,,,,,,,0.1359,,,,,,,,,,,,,5681cc73-273e-4554-bdd6-fe345df67270,2069,,,"[70.0, 37.0]",16289,46,,,,0.0,,Left Foot,,,,"[74.0, 37.0]",,Low Pass,,4.0,,,Incomplete,,Luis Alberto Suárez Díaz,5246.0,,,,,,2,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,108,Barcelona,217,"['9d7f84fb-30fa-40f6-8a31-f7ec0d2ed965', 'e82bd32e-1398-4844-9d58-33a026514123']",16,,,,,,,,,,,,,,,,,Barcelona,217,00:01:16.179,Pass,,2018/2019
,,,,,,,,,,,,,,,,3.0192,,,,,,,,,,,,,3356dd9e-15ba-409a-8dce-fea73417b43b,2072,,,"[79.0, 47.0]",16289,46,,,,1.3667784,,Right Foot,,,,"[85.0, 76.0]",,Ground Pass,,29.614185,,,,,Nélson Cabral Semedo,6374.0,,,,,Recovery,2,From Throw In,Luis Alberto Suárez Díaz,5246.0,Center Forward,108,Barcelona,217,['e9951407-a365-43a8-89f2-979c3e7fb98c'],17,,,,,,,,,,,,,,,,,Barcelona,217,00:01:17.982,Pass,,2018/2019
,,,,,,,,,,,,,,,,2.021925,,,,,,,,,,,,,ddde3aa9-94c8-4c66-b0ba-bd17c72b4408,2075,,,"[92.0, 71.0]",16289,46,,,,-2.158799,,Right Foot,,,,"[84.0, 59.0]",,Ground Pass,,14.422205,,,,,Arturo Erasmo Vidal Pardo,8206.0,,,,,,2,From Throw In,Nélson Cabral Semedo,6374.0,Right Back,108,Barcelona,217,['ef19d31d-72cf-428b-9df4-3d8230288ecd'],22,,,,,,,,,,,,,,,,,Barcelona,217,00:01:22.668,Pass,,2018/2019
